0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11622 12131	1	 * 	288.98	DCR|4VULN|2DMG|2TLV|1CDMG	19DUST|2489VULN|34TLV|49BPWR|5ASPD|69DMG|7RCR|aCDMG
164	22433 13353	1	   	262.25	DCR|3VULN|2DMG|1TLV|1DUR	1MBVNT|278VULN|38DUST|4TLV|5DUR|68DMG|8BPWR|9RCR|aLIT
165	31123 64124	2	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1BELT|28TLV|38DMG|4DUR|5CGEN|678VULN|8BPWR|9RCR|aERES
166	31123 64124	1	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1BELT|28TLV|38DMG|4DUR|5CGEN|678VULN|8BPWR|9RCR|aERES
167	31121 64122	2	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1BELT|28TLV|38DMG|4DUR|5ERES|678VULN|8BPWR|9RCR|aBEXP
168	31121 64122	1	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1BELT|28TLV|38DMG|4DUR|5ERES|678VULN|8BPWR|9RCR|aBEXP
169	31121 64123	2	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1BELT|28TLV|38DMG|4DUR|5ERES|678VULN|8BPWR|9RCR|aZMB
170	31121 64123	1	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1BELT|28TLV|38DMG|4DUR|5ERES|678VULN|8BPWR|9RCR|aZMB
171	31121 64126	2	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1BELT|28TLV|38DMG|4DUR|5ERES|678VULN|8BPWR|9RCR|aRPLT
172	31121 64126	1	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1BELT|28TLV|38DMG|4DUR|5ERES|678VULN|8BPWR|9RCR|aRPLT
173	31121 66121	2	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1BELT|28TLV|38DMG|4DUR|5ERES|68aVULN|7RCVC|8BPWR|9RCR
174	31121 66121	1	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1BELT|28TLV|38DMG|4DUR|5ERES|68aVULN|7RCVC|8BPWR|9RCR
175	31121 64124	2	   	262.12	DCR|3VULN|2DMG|2TLV|1DUR	1BELT|28TLV|38DMG|4DUR|5aERES|678VULN|8BPWR|9RCR
176	31121 64124	1	   	262.12	DCR|3VULN|2DMG|2TLV|1DUR	1BELT|28TLV|38DMG|4DUR|5aERES|678VULN|8BPWR|9RCR
177	31124 46121	6	   	262.12	DCR|3VULN|2DMG|2TLV|1DUR	1BELT|28TLV|38aVULN|45ERES|6DUR|78DMG|8BPWR|9RCR
178	23233 11351	6	   	262.04	DCR|3VULN|3DUR|2TLV|1AART	1MBVNT|2LEGI|359VULN|459DUR|59BPWR|6AART|79TLV|8RMIN|aRCR
179	43331 23356	5	   	261.88	DCR|4VULN|2DUR|1TLV|1AART	17DUR|27FEWX|3RCVC|478aVULN|5AART|6RCR|7BPWR|9TLV
180	51236 23352	1	   	261.88	DCR|4VULN|2DUR|1TLV|1AART	17FEWX|2478VULN|37DUR|5AART|6RCR|7BPWR|9TLV|aMLV
181	51236 23361	1	   	261.88	DCR|4VULN|2DUR|1TLV|1AART	17FEWX|2478VULN|37DUR|5AART|6RCR|7BPWR|9ZMB|aTLV
182	22433 44431	9	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|459aVULN|69CGEN|7AART|8RCR|9BPWR
183	22433 44431	10	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|459aVULN|69CGEN|7AART|8RCR|9BPWR
184	22433 74431	10	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|459aVULN|69MLV|7AART|8RCR|9BPWR
185	22433 74431	9	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|459aVULN|69MLV|7AART|8RCR|9BPWR
186	22433 84451	8	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|459aVULN|69ZMB|7AART|8RCR|9BPWR
187	22433 84461	10	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|459aVULN|69ZMB|7AART|8RCR|9BPWR
188	22433 84461	9	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|459aVULN|69ZMB|7AART|8RCR|9BPWR
189	22438 11531	9	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|489aVULN|59MLV|6AART|7RCR|9BPWR
190	22438 11531	10	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|489aVULN|59MLV|6AART|7RCR|9BPWR
191	22438 34431	9	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|469aVULN|59MLV|7AART|8RCR|9BPWR
192	22438 34431	10	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|469aVULN|59MLV|7AART|8RCR|9BPWR
193	43536 23221	3	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	17DUR|27FEWX|3479VULN|5AART|6RCR|7BPWR|8ERES|aTLV
194	43536 23331	3	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	17DUR|27FEWX|3478VULN|5AART|6RCR|7BPWR|9ERES|aTLV
195	44531 23221	5	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	17DUR|27LWND|3479VULN|5AART|6RCR|7BPWR|8ERES|aTLV
196	44531 23331	5	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	17DUR|27LWND|3478VULN|5AART|6RCR|7BPWR|9ERES|aTLV
197	51236 23221	1	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	17FEWX|2479VULN|37DUR|5AART|6RCR|7BPWR|8ERES|aTLV
198	51236 23241	1	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	17FEWX|247aVULN|37DUR|5AART|6RCR|7BPWR|8ERES|9TLV
199	51236 23331	1	   	261.78	DCR|4VULN|2DUR|1TLV|1AART	17FEWX|2478VULN|37DUR|5AART|6RCR|7BPWR|9ERES|aTLV
200	22431 11531	9	   	261.58	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|489aVULN|59ERES|6AART|7RCR|9BPWR
201	22431 11531	10	   	261.58	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|489aVULN|59ERES|6AART|7RCR|9BPWR
202	22431 34431	10	   	261.58	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|469aVULN|59ERES|7AART|8RCR|9BPWR
203	22431 34431	9	   	261.58	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|469aVULN|59ERES|7AART|8RCR|9BPWR
204	22433 64431	9	   	261.58	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|459aVULN|69ERES|7AART|8RCR|9BPWR
205	22433 64431	10	   	261.58	DCR|4VULN|2DUR|1TLV|1AART	1MBVNT|29DUR|3TLV|459aVULN|69ERES|7AART|8RCR|9BPWR
206	43222 33522	1	   	261.44	DCR|4VULN|2DUR|1TLV|1AART|1SELL	19DUR|2SELL|3AART|4568VULN|7RCR|aTLV
207	22382 18131	2	   	261.40	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG	1MBVNT|28aDUR|3DMG|48VULN|5CDMG|6LWND|78TLV|8BPWR|9RCR
208	22387 28131	2	   	261.40	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG	1MBVNT|28aDUR|3DMG|48VULN|5FEWX|6CDMG|78TLV|8BPWR|9RCR
209	22382 58131	2	   	261.30	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG	1MBVNT|28aDUR|3DMG|48VULN|5CDMG|6DUST|78TLV|8BPWR|9RCR
210	22647 48131	6	   	261.30	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG	1MBVNT|28aDUR|38VULN|4CDMG|5LEGI|6DMG|78TLV|8BPWR|9RCR
211	41626 12122	1	   	261.14	DCR|3VULN|2TLV|1DMG|1DUR	1DUR|248VULN|34TLV|4BPWR|5DMG|6ASPD|7RCR|9TBNT|aLIT
212	31134 11623	5	   	260.88	DCR|3VULN|2TLV|1DMG|2ASPD|1DUR	1BELT|27TLV|37aVULN|4LHND|5DUR|67ASPD|7BPWR|8DMG|9RCR
213	31164 11623	5	   	260.88	DCR|3VULN|2TLV|1DMG|2ASPD|1DUR	1BELT|27TLV|37aVULN|4BEXP|5DUR|67ASPD|7BPWR|8DMG|9RCR
214	22433 44432	10	   	260.80	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1MBVNT|29DUR|3TLV|459VULN|69CGEN|7AART|8RCR|9BPWR|aDMG
215	22433 74432	10	   	260.80	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1MBVNT|29DUR|3TLV|459VULN|69MLV|7AART|8RCR|9BPWR|aDMG
216	22433 84462	10	   	260.80	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1MBVNT|29DUR|3TLV|459VULN|69ZMB|7AART|8RCR|9BPWR|aDMG
217	22438 11532	10	   	260.80	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1MBVNT|29DUR|3TLV|489VULN|59MLV|6AART|7RCR|9BPWR|aDMG
218	22438 34432	10	   	260.80	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1MBVNT|29DUR|3TLV|469VULN|59MLV|7AART|8RCR|9BPWR|aDMG
219	22131 71434	9	 * 	260.80	DCR|3DMG|3DUR|1VULN|2TLV|1AART	1MBVNT|239DUR|4VULN|5AART|69aDMG|79TLV|8RCR|9BPWR
220	22131 71454	8	   	260.80	DCR|3DMG|3DUR|1VULN|2TLV|1AART	1MBVNT|239DUR|4VULN|5AART|69aDMG|79TLV|8RCR|9BPWR
221	22631 71434	9	   	260.80	DCR|3DMG|3DUR|1VULN|2TLV|1AART	1MBVNT|249DUR|3VULN|5AART|69aDMG|79TLV|8RCR|9BPWR
222	22631 71454	8	   	260.80	DCR|3DMG|3DUR|1VULN|2TLV|1AART	1MBVNT|249DUR|3VULN|5AART|69aDMG|79TLV|8RCR|9BPWR
223	43131 21631	5	   	260.70	DCR|3VULN|2DUR|1TLV|1DMG|1AART	13DUR|2FEWX|49aVULN|5AART|6RCR|7TLV|8DMG
224	43136 21631	4	   	260.70	DCR|3VULN|2DUR|1TLV|1DMG|1AART	13DUR|2FEWX|49aVULN|5AART|6RCR|7TLV|8DMG
225	43531 21631	5	   	260.70	DCR|3VULN|2DUR|1TLV|1DMG|1AART	14DUR|2FEWX|39aVULN|5AART|6RCR|7TLV|8DMG
226	51226 21631	1	   	260.70	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1FEWX|29aVULN|34DUR|5AART|6RCR|7TLV|8DMG
227	51236 21621	1	   	260.70	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1FEWX|24aVULN|39DUR|5AART|6RCR|7TLV|8DMG
228	22431 11532	10	   	260.60	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1MBVNT|29DUR|3TLV|489VULN|59ERES|6AART|7RCR|9BPWR|aDMG
229	22131 71431	8	   	260.60	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1MBVNT|23DUR|49aVULN|5AART|6DMG|7TLV|8RCR
230	22431 34432	10	   	260.60	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1MBVNT|29DUR|3TLV|469VULN|59ERES|7AART|8RCR|9BPWR|aDMG
231	22433 64432	10	   	260.60	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1MBVNT|29DUR|3TLV|459VULN|69ERES|7AART|8RCR|9BPWR|aDMG
232	22631 71431	8	   	260.60	DCR|3VULN|2DUR|1TLV|1DMG|1AART	1MBVNT|24DUR|39aVULN|5AART|6DMG|7TLV|8RCR
233	23232 11886	7	   	260.60	DCR|3VULN|2DUR|1TLV|2CDMG|1AART	1MBVNT|2LEGI|359VULN|49DUR|6AART|7RCR|89CDMG|9BPWR|aTLV
234	23232 17186	7	   	260.60	DCR|3VULN|2DUR|1TLV|2CDMG|1AART	1MBVNT|2LEGI|359VULN|49DUR|6AART|79CDMG|8RCR|9BPWR|aTLV
235	23241 33886	5	   	260.60	DCR|3VULN|2DUR|1TLV|2CDMG|1AART	1MBVNT|2LEGI|379VULN|4AART|59DUR|6RCR|89CDMG|9BPWR|aTLV
236	23241 41886	7	   	260.60	DCR|3VULN|2DUR|1TLV|2CDMG|1AART	1MBVNT|2LEGI|369VULN|4AART|59DUR|7RCR|89CDMG|9BPWR|aTLV
237	23241 47186	7	   	260.60	DCR|3VULN|2DUR|1TLV|2CDMG|1AART	1MBVNT|2LEGI|369VULN|4AART|59DUR|79CDMG|8RCR|9BPWR|aTLV
238	23241 52186	5	   	260.60	DCR|3VULN|2DUR|1TLV|2CDMG|1AART	1MBVNT|2LEGI|379VULN|4AART|59DUR|69CDMG|8RCR|9BPWR|aTLV
239	23242 82186	1	   	260.60	DCR|3VULN|2DUR|1TLV|2CDMG|1AART	1MBVNT|29CDMG|3AART|49DUR|579VULN|6LEGI|8RCR|9BPWR|aTLV
240	22726 12412	1	   	260.59	DCR|3VULN|3DUR|2TLV	1MBVNT|245VULN|34TLV|4BPWR|689DUR|7RCR|aLIT
241	22726 12414	1	   	260.59	DCR|3VULN|3DUR|2TLV	1MBVNT|245VULN|34TLV|4BPWR|689DUR|7RCR|aASPD
242	22737 11122	10	   	260.49	DCR|3VULN|2DMG|2DUR|1AART	1MBVNT|29DUR|3ASPD|489VULN|59DMG|6AART|7RMIN|9BPWR|aRCR
243	22737 34422	10	   	260.49	DCR|3VULN|2DMG|2DUR|1AART	1MBVNT|29DUR|3ASPD|469VULN|59DMG|7AART|8RMIN|9BPWR|aRCR
244	22413 18353	5	   	260.42	DCR|2VULN|2DMG|2TLV|2DUR	1MBVNT|28DUR|38TLV|4LHND|57VULN|68DMG|8BPWR|9RCR|aLIT
245	22465 74114	5	   	260.42	DCR|2VULN|2DMG|2TLV|2DUR	1MBVNT|28DUR|34TLV|58VULN|6RPLT|78DMG|8BPWR|9ASPD|aRCR
246	22467 44432	10	   	260.33	DCR|2VULN|2TLV|2DUR|1DMG|2ASPD|1AART	1MBVNT|29DUR|34TLV|59ASPD|69VULN|7AART|8RCR|9BPWR|aDMG
247	22752 44432	10	   	260.33	DCR|2VULN|2TLV|2DUR|1DMG|2ASPD|1AART	1MBVNT|29DUR|34ASPD|59TLV|69VULN|7AART|8RCR|9BPWR|aDMG
248	22433 82156	5	   	260.20	DCR|4VULN|2TLV|2DUR	1MBVNT|2aDUR|3aTLV|458aVULN|6DMSP|7RCR|9RPLT|aBPWR
249	22282 41124	9	   	260.18	DCR|2VULN|2DMG|2DUR|1TLV|2ASPD	1MBVNT|29DUR|3RPLT|49ASPD|5TLV|68DMG|79VULN|9BPWR|aRCR
250	22726 12113	1	   	260.10	DCR|4VULN|2TLV|2DUR	1MBVNT|2458VULN|34TLV|4BPWR|69DUR|7RCR|aCGEN
251	22726 12114	1	   	260.10	DCR|4VULN|2TLV|2DUR	1MBVNT|2458VULN|34TLV|4BPWR|69DUR|7RCR|aRCVC
252	22726 12118	1	   	260.10	DCR|4VULN|2TLV|2DUR	1MBVNT|2458VULN|34TLV|4BPWR|69DUR|7RCR|aFEWX
253	22726 12115	1	   	260.00	DCR|4VULN|2TLV|2DUR	1MBVNT|2458VULN|34TLV|4BPWR|69DUR|7RCR|aERES
254	22726 12116	1	   	259.86	DCR|4VULN|2TLV|2DUR|1SELL	1MBVNT|2458VULN|34TLV|4BPWR|69DUR|7RCR|aSELL
255	11632 12131	1	   	259.75	DCR|3VULN|2DMG|1TLV|1CDMG	19DUST|289VULN|3TLV|4RCVC|5ASPD|69DMG|7RCR|9BPWR|aCDMG
256	31131 66125	4	   	259.72	DCR|3VULN|2DMG|2TLV|1CDMG	1BELT|28TLV|358VULN|45LHND|58BPWR|6ERES|78DMG|9RCR|aCDMG
257	22437 12436	9	 * 	259.68	DCR|2VULN|2DUR|1TLV|3ASPD|1DMG|1AART	1MBVNT|29DUR|3TLV|49VULN|579ASPD|6AART|8RCR|9BPWR|aDMG
258	22437 12456	8	   	259.68	DCR|2VULN|2DUR|1TLV|3ASPD|1DMG|1AART	1MBVNT|29DUR|3TLV|49VULN|579ASPD|6AART|8RCR|9BPWR|aDMG
259	22434 16131	5	 * 	259.63	DCR|2VULN|3DUR|1TLV|1DMG|2CDMG	1MBVNT|28aDUR|3TLV|48VULN|5FEWX|6DMG|78CDMG|8BPWR|9RCR
260	31121 16125	6	   	259.62	DCR|3VULN|2DMG|2TLV|1CDMG	1BELT|28TLV|368VULN|4ERES|5BEXP|78DMG|8BPWR|9RCR|aCDMG
261	31121 24125	5	   	259.62	DCR|3VULN|2DMG|2TLV|1CDMG	1BELT|28TLV|378VULN|4ERES|5BEXP|68DMG|8BPWR|9RCR|aCDMG
262	31125 24125	4	   	259.62	DCR|3VULN|2DMG|2TLV|1CDMG	1BELT|28TLV|378VULN|4ERES|5LHND|68DMG|8BPWR|9RCR|aCDMG
263	31126 24125	4	   	259.62	DCR|3VULN|2DMG|2TLV|1CDMG	1BELT|28TLV|378VULN|4ERES|5FEWX|68DMG|8BPWR|9RCR|aCDMG
264	22727 22183	1	   	259.39	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	1MBVNT|248VULN|34TLV|4BPWR|5DMG|6DUR|7aLIT|9RCR
265	42633 63121	1	   	259.32	DCR|3VULN|2TLV|2DUR|1DMG	18DUR|28TLV|3BELT|4DMG|57CGEN|68aVULN|8BPWR|9RCR
266	22722 44437	9	   	259.30	DCR|2VULN|3DUR|2TLV|1CDMG|1AART	1MBVNT|249DUR|3ASPD|59TLV|69VULN|7AART|8RCR|9BPWR|aCDMG
267	22722 44457	8	   	259.30	DCR|2VULN|3DUR|2TLV|1CDMG|1AART	1MBVNT|249DUR|3ASPD|59TLV|69VULN|7AART|8RCR|9BPWR|aCDMG
268	22728 12131	1	   	259.27	DCR|4VULN|2TLV|2ASPD|1CDMG	1MBVNT|2489VULN|34TLV|49BPWR|59MLV|69ASPD|7RCR|aCDMG
269	31135 41114	3	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1BELT|27TLV|379VULN|4DMG|5LHND|67DUR|7BPWR|8TBNT|aRCR
270	31135 41323	3	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1BELT|27TLV|37aVULN|4DMG|5LHND|67DUR|7BPWR|8ERES|9RCR
271	22726 12183	1	   	259.17	DCR|4VULN|2TLV|1DUR|1CDMG	1MBVNT|2458VULN|34TLV|4BPWR|6DUR|7RCR|9RMIN|aCDMG
272	21437 13852	6	   	259.16	DCR|3VULN|3DMG|1CDMG|1AART	1MBVNT|278BEXP|3ASPD|478VULN|578DMG|6AART|78BPWR|9RCR|aCDMG
273	22411 45175	3	   	259.16	DCR|3VULN|3DUR|1TLV|2LIT	1MBVNT|279DUR|3TLV|49LIT|59aVULN|6RCR|8BELT|9BPWR
274	22285 44122	4	   	259.13	DCR|3VULN|2DMG|2DUR	1MBVNT|28DUR|3RPLT|4ASPD|568VULN|78DMG|8BPWR|9LIT|aRCR
275	22737 36122	7	   	259.13	DCR|3VULN|2DMG|2DUR	1MBVNT|28DUR|3ASPD|468VULN|58DMG|7RPLT|8BPWR|9LIT|aRCR
276	22134 38352	1	   	259.12	DCR|3VULN|2TLV|2DUR|1DMG|1NUKE	1MBVNT|278VULN|3LHND|48TLV|5NUKE|68DUR|8BPWR|9RCR|aDMG
277	22413 11216	9	   	259.12	DCR|3VULN|2TLV|2DUR|2CDMG	1MBVNT|2aDUR|3aTLV|4LHND|578VULN|6aCDMG|9RCR|aBPWR
278	22433 23416	9	   	259.12	DCR|3VULN|2TLV|2DUR|2CDMG	1MBVNT|2aDUR|3aTLV|457VULN|6LWND|8aCDMG|9RCR|aBPWR
279	22433 37216	9	   	259.12	DCR|3VULN|2TLV|2DUR|2CDMG	1MBVNT|2aDUR|3aTLV|458VULN|6LHND|7aCDMG|9RCR|aBPWR
280	22434 11216	9	   	259.12	DCR|3VULN|2TLV|2DUR|2CDMG	1MBVNT|2aDUR|3aTLV|478VULN|5FEWX|6aCDMG|9RCR|aBPWR
281	22443 11216	9	   	259.12	DCR|3VULN|2TLV|2DUR|2CDMG	1MBVNT|2aDUR|3aTLV|4FEWX|578VULN|6aCDMG|9RCR|aBPWR
282	22724 25346	1	   	259.12	DCR|3VULN|2TLV|2DUR|2CDMG	1MBVNT|24aVULN|34TLV|4aBPWR|5aCDMG|6LEGI|7aDUR|8RCR|9DMSP
283	22726 12441	1	   	259.12	DCR|3VULN|2TLV|2DUR|1DMG	1MBVNT|245VULN|34TLV|4BPWR|68DUR|7RCR|9DMG|aLWND
284	22726 12443	1	   	259.12	DCR|3VULN|2TLV|2DUR|1DMG	1MBVNT|245VULN|34TLV|4BPWR|68DUR|7RCR|9DMG|aRPLT
285	22726 12445	1	   	259.12	DCR|3VULN|2TLV|2DUR|1DMG	1MBVNT|245VULN|34TLV|4BPWR|68DUR|7RCR|9DMG|aZMB
286	22726 12446	1	   	259.12	DCR|3VULN|2TLV|2DUR|1DMG	1MBVNT|245VULN|34TLV|4BPWR|68DUR|7RCR|9DMG|aLHND
287	22427 44437	9	   	259.07	DCR|2VULN|3DUR|1TLV|2ASPD|1CDMG|1AART	1MBVNT|249DUR|3TLV|59ASPD|69VULN|7AART|8RCR|9BPWR|aCDMG
288	22427 44457	8	   	259.07	DCR|2VULN|3DUR|1TLV|2ASPD|1CDMG|1AART	1MBVNT|249DUR|3TLV|59ASPD|69VULN|7AART|8RCR|9BPWR|aCDMG
289	22437 16437	9	   	259.07	DCR|2VULN|3DUR|1TLV|2ASPD|1CDMG|1AART	1MBVNT|279DUR|3TLV|49VULN|59ASPD|6AART|8RCR|9BPWR|aCDMG
290	33235 16121	6	   	259.04	DCR|4VULN|2DMG|1TLV	1BELT|28BEXP|368aVULN|4CGEN|5TLV|78DMG|8BPWR|9RCR
291	33235 24121	5	   	259.04	DCR|4VULN|2DMG|1TLV	1BELT|28BEXP|378aVULN|4CGEN|5TLV|68DMG|8BPWR|9RCR
292	53235 16121	6	   	259.04	DCR|4VULN|2DMG|1TLV	18FEWX|2BELT|368aVULN|4CGEN|5TLV|78DMG|8BPWR|9RCR
293	53235 24121	5	   	259.04	DCR|4VULN|2DMG|1TLV	18FEWX|2BELT|378aVULN|4CGEN|5TLV|68DMG|8BPWR|9RCR
294	22534 38352	1	   	259.02	DCR|3VULN|2TLV|2DUR|1DMG|1NUKE	1MBVNT|278VULN|3LEGI|48TLV|5NUKE|68DUR|8BPWR|9RCR|aDMG
295	23174 38352	2	   	259.02	DCR|3VULN|2TLV|2DUR|1DMG|1NUKE	1MBVNT|2LEGI|38TLV|478VULN|5NUKE|68DUR|8BPWR|9RCR|aDMG
296	23234 38352	3	   	259.02	DCR|3VULN|2TLV|2DUR|1DMG|1NUKE	1MBVNT|2LEGI|378VULN|48TLV|5NUKE|68DUR|8BPWR|9RCR|aDMG
297	22726 12442	1	   	259.02	DCR|3VULN|2TLV|2DUR|1DMG	1MBVNT|245VULN|34TLV|4BPWR|68DUR|7RCR|9DMG|aDUST
298	22726 12444	1	   	259.02	DCR|3VULN|2TLV|2DUR|1DMG	1MBVNT|245VULN|34TLV|4BPWR|68DUR|7RCR|9DMG|aBBNT
