0	Index      	 *	Score 	Summary	Detail	
1	62351 11633	 * 	195.32	DCR|3DMG|2VULN|1AART|1CDMG	1AART|29MLV|3BEXP|49VULN|5CGEN|6CDMG|7RCR|89aDMG|9BPWR
165	64221 11141	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3BEXP|45VULN|6CDMG|7RCR|8RMIN|9DMG|aLWND
166	64221 11143	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3BEXP|45VULN|6CDMG|7RCR|8RMIN|9DMG|aFEWX
167	64221 11341	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3BEXP|45VULN|6CDMG|7RCR|8CGEN|9DMG|aLWND
168	64221 11343	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3BEXP|45VULN|6CDMG|7RCR|8CGEN|9DMG|aFEWX
169	64226 31123	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|36BEXP|49VULN|5CDMG|7RCR|8RMIN|aDMG
170	64226 31323	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|36BEXP|49VULN|5CDMG|7RCR|8CGEN|aDMG
171	64252 11123	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3BEXP|4RCVC|59VULN|6CDMG|7RCR|8RMIN|aDMG
172	64252 11323	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3BEXP|4RCVC|59VULN|6CDMG|7RCR|8CGEN|aDMG
173	61221 11146	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2LHND|3BEXP|45VULN|6CDMG|7RCR|8RMIN|9DMG|aASPD
174	61221 11346	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2LHND|3BEXP|45VULN|6CDMG|7RCR|8CGEN|9DMG|aASPD
175	63221 11146	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3BEXP|45VULN|6CDMG|7RCR|8RMIN|9DMG|aASPD
176	62321 11623	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2MLV|3BEXP|4DUR|5CGEN|6CDMG|7RCR|8DMG|9aVULN
177	61221 11421	   	168.81	DCR|3VULN|2AART|1CDMG	1aAART|2LHND|3BEXP|459VULN|6CDMG|7RCR|8ERES
178	32254 31433	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|23VULN|4DMG|5AART|6RCR|7DUR|8RMIN|9VENICY|aCDMG
179	32254 32325	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|23VULN|4DMG|5AART|6RCR|7LEGI|8DUR|9CGEN|aCDMG
180	32254 32331	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|23VULN|4DMG|5AART|6RCR|7LEGI|8DUR|9CDMG|aLWND
181	32254 32333	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|23VULN|4DMG|5AART|6RCR|7LEGI|8DUR|9CDMG|aFEWX
182	64212 11423	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|34BEXP|59VULN|6CDMG|7RCR|8ERES|aDMG
183	32254 31133	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|23VULN|4DMG|5AART|6RCR|7DUR|8ERES|9AIRHEL|aCDMG
184	32254 32334	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|23VULN|4DMG|5AART|6RCR|7LEGI|8DUR|9CDMG|aTLV
185	32254 32335	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|23VULN|4DMG|5AART|6RCR|7LEGI|8DUR|9CDMG|aAIRHEL
186	63221 25363	   	168.52	DCR|2AART|2VULN|1DMG|1CDMG	18AART|2FEWX|3BEXP|45VULN|6DMG|7RCVC|9RCR|aCDMG
187	64221 21413	   	168.42	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3BEXP|45aVULN|6DMG|7MLV|8RCR|9BELT
188	63261 23351	   	168.39	DCR|2VULN|1AART|1DMG|2CDMG	1AART|28FEWX|3BEXP|4RPLT|58CDMG|68VULN|7RCR|8BPWR|9DMG|aRCVC
189	63261 23352	   	168.39	DCR|2VULN|1AART|1DMG|2CDMG	1AART|28FEWX|3BEXP|4RPLT|58CDMG|68VULN|7RCR|8BPWR|9DMG|aMLV
190	63261 23353	   	168.39	DCR|2VULN|1AART|1DMG|2CDMG	1AART|28FEWX|3BEXP|4RPLT|58CDMG|68VULN|7RCR|8BPWR|9DMG|aLIT
191	62523 25313	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1AART|2MLV|3DUST|4DUR|56aVULN|7BELT|8RCR|9DMG
192	62523 43313	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1AART|2MLV|3DUST|4DUR|57aVULN|6BELT|8RCR|9DMG
193	64221 22413	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3BEXP|45aVULN|6DMG|7TLV|8RCR|9BELT
194	31554 22233	   	168.18	DCR|2AART|2VULN|1DMG|1ZMB	16MLV|2ZMB|34VULN|59AART|7RCR|8DUST|aDMG
195	32254 22235	   	168.18	DCR|2AART|2VULN|1DMG|1ZMB	16MLV|23VULN|4DMG|59AART|7RCR|8DUST|aZMB
196	63331 23463	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2FEWX|3ZMB|48VULN|5CGEN|6DMG|7RCVC|9RCR|aCDMG
197	15334 53233	   	168.06	DCR|2VULN|2DMG|1AART|1CDMG	1RMIN|29FEWX|39DUST|45VULN|6CDMG|79DMG|8AART|9BPWR|aRCR
198	64221 15233	   	167.83	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2DUR|3BEXP|45VULN|69CDMG|7DMG|8TLV|aRCR
199	32253 12241	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	1MLV|239VULN|4DMG|5BASHEA|6RCR|7DUR|8DMSP|aAART
200	64221 11336	   	167.70	DCR|2VULN|1AART|1CDMG|1FLTHEA|2DUR	1AART|2aDUR|3BEXP|45VULN|6CDMG|7RCR|8CGEN|9FLTHEA
201	42122 21452	   	167.61	DCR|2AART|2VULN|1DMG|1DUR	1BASICY|28VULN|3aAART|4BEXP|5DMG|6RCR|7DUR|9DUST
202	42122 22622	   	167.61	DCR|2AART|2DMG|1VULN|1DUR	1BASICY|2VULN|3aAART|4BEXP|59DMG|6RCR|7DUST|8DUR
203	42122 22662	   	167.61	DCR|2AART|2VULN|1DMG|1DUR	1BASICY|29VULN|3aAART|4BEXP|5DMG|6RCR|7DUST|8DUR
204	42122 22422	   	167.61	DCR|2AART|2VULN|1DMG|1DUR	1BASICY|28VULN|3aAART|4BEXP|5DMG|6RCR|7DUST|9DUR
205	23124 25432	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2DUR|3DUST|48DMG|5CDMG|6RCR|7AART|9CGEN|aVULN
206	62163 24323	 * 	167.31	ACR|2AART|1VULN|1DMG|2ASPD|1CDMG	18AART|26MLV|34ASPD|5RCR|7DMG|9VULN|aCDMG
207	62122 31326	   	167.20	DCR|2VULN|1AART|3DUR|1CDMG|1ASPD	1AART|2MLV|3ASPD|45VULN|6RCR|789DUR|aCDMG
208	51411 11532	 * 	167.19	ACR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1ERES|2ZMB|3DUR|4RCR|59aVULN|6FLTHEA|7LHND|8DMG
209	51611 12532	   	167.19	ACR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1ERES|2ZMB|3LHND|4RCR|59aVULN|6FLTHEA|7DUR|8DMG
210	53611 13532	   	167.19	ACR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1ERES|2FEWX|3ZMB|4RCR|59aVULN|6FLTHEA|7DUR|8DMG
211	33364 23531	 * 	167.01	DCR|2VULN|2DMG|1FLTHEA|1CDMG	1MLV|2LIT|3aLHND|4aVULN|5CDMG|6RCR|7aDMG|8DUST|9FLTHEA|aBPWR
212	62113 15233	   	166.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29MLV|3ASPD|49BEXP|5RCR|6CDMG|7TLV|89VULN|9BPWR|aDMG
213	23124 24142	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2DUR|3DUST|49DMG|5CDMG|6RCR|7VULN|8AART|aFEWX
214	23324 24134	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2DUR|3LEGI|4aDMG|5CDMG|6RCR|7VULN|8AART|9FEWX
215	23324 24142	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2DUR|3LEGI|49DMG|5CDMG|6RCR|7VULN|8AART|aBEXP
216	23524 24122	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2DUR|3FEWX|4DMG|5CDMG|6RCR|7aVULN|8AART|9DUST
217	42112 23461	   	166.91	DCR|2VULN|2DMG|1AART	1BASICY|28VULN|3AART|4LHND|59DMG|6RCR|7BEXP|aFEWX
218	42112 23462	   	166.91	DCR|2VULN|2DMG|1AART	1BASICY|28VULN|3AART|4LHND|59DMG|6RCR|7BEXP|aMLV
219	13513 31266	 * 	166.85	ACR|2VULN|3ZMB|1AART|1ASPD|1DUR	1RMIN|29aZMB|3aVULN|4RCR|5ASPD|6DUR|7aFEWX|8AART|aBPWR
220	62113 11223	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MLV|3ASPD|4BEXP|5RCR|6CDMG|7RMIN|89VULN|aDMG
221	62113 13123	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MLV|3ASPD|4BEXP|5RCR|6CDMG|79VULN|8RMIN|aDMG
222	62113 13323	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MLV|3ASPD|4BEXP|5RCR|6CDMG|79VULN|8CGEN|aDMG
223	62113 13621	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MLV|3ASPD|4BEXP|5RCR|6CDMG|79VULN|8DMG|aDMSP
224	62113 13622	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MLV|3ASPD|4BEXP|5RCR|6CDMG|79VULN|8DMG|aRPLT
225	62113 13624	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MLV|3ASPD|4BEXP|5RCR|6CDMG|79VULN|8DMG|aLIT
226	62113 13626	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MLV|3ASPD|4BEXP|5RCR|6CDMG|79VULN|8DMG|aCGEN
227	64213 11223	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|34BEXP|5RCR|6CDMG|7RMIN|89VULN|aDMG
228	64213 13123	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|34BEXP|5RCR|6CDMG|79VULN|8RMIN|aDMG
229	64213 13323	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|34BEXP|5RCR|6CDMG|79VULN|8CGEN|aDMG
230	64213 13523	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|34BEXP|5RCR|6CDMG|79VULN|8MLV|aDMG
231	64213 15123	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|34BEXP|5RCR|6CDMG|7DMG|8LWND|9aVULN
232	64213 15221	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|34BEXP|5RCR|6CDMG|7DMG|89VULN|aDMSP
233	64213 15222	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|34BEXP|5RCR|6CDMG|7DMG|89VULN|aRPLT
234	64253 11223	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3BEXP|4RCVC|5RCR|6CDMG|7RMIN|89VULN|aDMG
235	64253 13123	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3BEXP|4RCVC|5RCR|6CDMG|79VULN|8RMIN|aDMG
236	64253 13323	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3BEXP|4RCVC|5RCR|6CDMG|79VULN|8CGEN|aDMG
237	23124 24143	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2DUR|3aDUST|49DMG|5CDMG|6RCR|7VULN|8AART
238	23324 24124	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2DUR|3LEGI|4aDMG|5CDMG|6RCR|7VULN|8AART|9DUST
239	23324 24141	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2DUR|3LEGI|49DMG|5CDMG|6RCR|7VULN|8AART|aDUST
240	42122 22461	   	166.81	DCR|2VULN|2DMG|1AART	1BASICY|28VULN|3AART|4BEXP|59DMG|6RCR|7DUST|aBELT
241	42122 22463	   	166.81	DCR|2VULN|2DMG|1AART	1BASICY|28VULN|3AART|4BEXP|59DMG|6RCR|7DUST|aCGEN
242	62123 25331	   	166.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2MLV|3ASPD|4VULN|5DUR|6DMG|7BELT|8RCR|9CDMG|aZMB
243	62113 13423	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MLV|3ASPD|4BEXP|5RCR|6CDMG|79VULN|8ERES|aDMG
244	62113 15223	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MLV|3ASPD|4BEXP|5RCR|6CDMG|7TLV|89VULN|aDMG
245	64213 13423	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|34BEXP|5RCR|6CDMG|79VULN|8ERES|aDMG
246	62122 33525	   	166.71	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|2MLV|3ASPD|459VULN|6RCR|7FEWX|8DUST|aCDMG
247	13511 53231	   	166.70	ACR|2VULN|2AART|1DMG|1ZMB	1RMIN|2ZMB|3aVULN|4RCR|57ERES|6DMG|89AART
248	13511 53233	 * 	166.70	ACR|2DMG|2AART|1VULN|1ZMB	1RMIN|2ZMB|3VULN|4RCR|57ERES|6aDMG|89AART
249	64221 11152	   	166.69	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3BEXP|45VULN|6CDMG|7RCR|8RMIN|9ASPD|aZMB
250	64221 11352	   	166.69	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2DUR|3BEXP|45VULN|6CDMG|7RCR|8CGEN|9ASPD|aZMB
251	23124 24152	   	166.67	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1LIT|2DUR|3DUST|4aDMG|5CDMG|6RCR|7VULN|8AART|9SELL
252	23124 24153	   	166.67	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1LIT|2DUR|3DUST|4DMG|5CDMG|6RCR|7aVULN|8AART|9SELL
253	23324 24152	   	166.67	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1LIT|2DUR|3LEGI|4aDMG|5CDMG|6RCR|7VULN|8AART|9SELL
254	23324 24153	   	166.67	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1LIT|2DUR|3LEGI|4DMG|5CDMG|6RCR|7aVULN|8AART|9SELL
255	62122 22633	   	166.61	DCR|2AART|2VULN|1DMG|1ASPD	19AART|26MLV|3ASPD|45VULN|7RCR|8FEWX|aDMG
256	32254 31126	   	166.51	DCR|2AART|2VULN|1DMG|1DUR	1MLV|23VULN|4DMG|5aAART|6RCR|7DUR|8ERES|9FEWX
257	62122 22233	   	166.51	DCR|2AART|2VULN|1DMG|1ASPD	19AART|26MLV|3ASPD|45VULN|7RCR|8DUST|aDMG
258	61634 23113	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2LHND|3LWND|4RCR|5DMG|6aVULN|7ZMB|8DUR|9TLV
259	63634 23113	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2FEWX|3LWND|4RCR|5DMG|6aVULN|7ZMB|8DUR|9TLV
260	63634 23343	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2FEWX|3LWND|4RCR|5DMG|6aVULN|7ZMB|8MBVNT|9ASPD
261	35232 32636	   	166.43	ACR|2VULN|2DMG|1AART	169MLV|2RPLT|3RCR|4aVULN|5AART|79CGEN|89DMG|9BPWR
262	62142 62231	   	166.41	DCR|2AART|2DMG|1VULN|1ASPD	19AART|2MLV|3ASPD|46DMG|5ERES|7RCR|8DUST|aVULN
263	35232 12346	   	166.33	ACR|2VULN|2DMG|1AART	1aMLV|2RPLT|3RCR|4aVULN|5AART|6RMIN|7TLV|8LIT|9aDMG|aBPWR
264	32254 22225	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16MLV|23VULN|4DMG|5AART|7RCR|8DUST|9DUR|aCDMG
265	32254 22253	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	16MLV|23VULN|4DMG|5AART|7RCR|8DUST|9ASPD|aCDMG
266	51411 23323	   	166.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	17ERES|2ZMB|36DUR|4RCR|59VULN|8DMG|aAART
267	54611 23323	   	166.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	17ERES|26DUR|3ZMB|4RCR|59VULN|8DMG|aAART
268	42126 21241	   	166.25	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	1BASICY|2aVULN|3AART|4BEXP|5ZMB|6RCR|7aDUR|8LHND|9aASPD|aBPWR
269	53611 33231	 * 	166.24	ACR|3VULN|2AART|2ZMB	1ERES|2FEWX|36ZMB|4RCR|57aVULN|89AART
270	35232 22623	   	166.23	ACR|2VULN|2DMG|1AART	1MLV|2RPLT|3RCR|49VULN|5AART|6RCVC|7CGEN|8aDMG
271	35232 32623	   	166.23	ACR|2VULN|2DMG|1AART	16MLV|2RPLT|3RCR|49VULN|5AART|7CGEN|8aDMG
272	61631 32323	   	166.23	ACR|2VULN|2DMG|1AART	1AART|2LHND|3LWND|4RCR|58VULN|6RCVC|7aDMG|9MLV
273	61631 62323	   	166.23	ACR|2VULN|2DMG|1AART	1AART|2LHND|36LWND|4RCR|58VULN|7aDMG|9MLV
274	63631 32313	   	166.23	ACR|2VULN|2DMG|1AART	1AART|2FEWX|3LWND|4RCR|58VULN|6RCVC|7aDMG|9LHND
275	63631 62313	   	166.23	ACR|2VULN|2DMG|1AART	1AART|2FEWX|36LWND|4RCR|58VULN|7aDMG|9LHND
276	23124 24234	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2DUR|3DUST|4aDMG|5CDMG|6RCR|7VULN|8LEGI|9AART
277	61631 32313	   	166.13	ACR|2VULN|2DMG|1AART	1AART|2LHND|3LWND|4RCR|58VULN|6RCVC|7aDMG|9LEGI
278	61631 62313	   	166.13	ACR|2VULN|2DMG|1AART	1AART|2LHND|36LWND|4RCR|58VULN|7aDMG|9LEGI
279	63634 13322	   	166.13	ACR|2VULN|2DMG|1AART	1AART|2FEWX|3LWND|4RCR|5aDMG|6LIT|79VULN|8ERES
280	63634 22322	   	166.13	ACR|2VULN|2DMG|1AART	1AART|2FEWX|3LWND|4RCR|5aDMG|69VULN|7LIT|8ERES
281	31554 31113	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2ZMB|34VULN|5AART|6RCR|7DUR|8ERES|9LHND|aDMG
282	31554 31123	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2ZMB|34VULN|5AART|6RCR|7DUR|8ERES|9FEWX|aDMG
283	31554 32323	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2ZMB|34VULN|5AART|6RCR|7LEGI|8DUR|9CGEN|aDMG
284	13513 33541	   	165.99	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RMIN|2ZMB|3VULN|4RCR|5ASPD|6DUR|7AART|8CDMG|9DMG|aLWND
285	12613 33542	   	165.99	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RMIN|2LWND|3ZMB|4RCR|5ASPD|6DUR|7AART|8CDMG|9DMG|aVULN
286	63323 21425	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2FEWX|3ZMB|4DUST|569VULN|7MLV|8RCR|aCDMG
287	63332 21425	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2FEWX|3ZMB|469VULN|5DUST|7MLV|8RCR|aCDMG
288	62142 62311	   	165.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1AART|2MLV|3ASPD|46DMG|58ERES|7RCR|9ZMB|aVULN
289	63323 22425	   	165.87	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2FEWX|3ZMB|4DUST|569VULN|7TLV|8RCR|aCDMG
290	63332 22425	   	165.87	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2FEWX|3ZMB|469VULN|5DUST|7TLV|8RCR|aCDMG
291	35233 13113	   	165.83	ACR|2VULN|2AART|1DMG|1ASPD	1MLV|2RPLT|3RCR|4aVULN|5DMG|6ASPD|79AART|8BEXP
292	55233 13113	   	165.73	ACR|2VULN|2AART|1DMG|1ASPD	1ERES|2RPLT|3RCR|4aVULN|5DMG|6ASPD|79AART|8BEXP
293	32254 33113	   	165.71	DCR|2VULN|2DMG|1AART	1MLV|23VULN|4aDMG|5AART|6RCR|7FEWX|8ERES|9LHND
294	32254 33153	   	165.71	DCR|2VULN|2DMG|1AART	1MLV|23VULN|4aDMG|5AART|6RCR|7FEWX|8ERES|9LWND
295	32254 35133	   	165.71	DCR|2VULN|2DMG|1AART	1MLV|23VULN|4aDMG|5AART|6RCR|7LHND|8ERES|9BEXP
296	31123 25536	 * 	165.70	DCR|2VULN|3ZMB|1AART|1CDMG	135MLV|238ZMB|38BPWR|48BEXP|68VULN|7RCR|9AART|aCDMG
297	13513 23553	   	165.66	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1RMIN|2ZMB|3VULN|4RCR|59ASPD|6FEWX|7AART|8CDMG|aDMG
298	32254 32113	   	165.61	DCR|2DMG|2VULN|1AART	1MLV|23VULN|4aDMG|5AART|6RCR|7LEGI|8ERES|9LHND
299	32254 32123	   	165.61	DCR|2DMG|2VULN|1AART	1MLV|23VULN|4aDMG|5AART|6RCR|7LEGI|8ERES|9FEWX
300	32254 32153	   	165.61	DCR|2DMG|2VULN|1AART	1MLV|23VULN|4aDMG|5AART|6RCR|7LEGI|8ERES|9LWND
301	32254 35113	   	165.61	DCR|2DMG|2VULN|1AART	1MLV|23VULN|4aDMG|5AART|6RCR|7LHND|8ERES|9LEGI
302	35233 13345	   	165.39	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1MLV|2RPLT|3RCR|4VULN|59DMG|6ASPD|7AART|8LIT|aZMB
303	42112 22423	   	165.38	DCR|2VULN|1AART|1DMG|3DUR	1BASICY|28VULN|3AART|4LHND|5DMG|6RCR|79aDUR
304	42122 21423	   	165.38	DCR|2VULN|1AART|1DMG|3DUR	1BASICY|28VULN|3AART|4BEXP|5DMG|6RCR|79aDUR
305	42112 22624	   	165.38	DCR|2VULN|1AART|1DMG|3DUR	1BASICY|2aVULN|3AART|4LHND|5DMG|6RCR|789DUR
306	42122 21624	   	165.38	DCR|2VULN|1AART|1DMG|3DUR	1BASICY|2aVULN|3AART|4BEXP|5DMG|6RCR|789DUR
