0	Index      	 *	Score 	Summary	Detail	
1	16112 51314	 * 	188.11	DCR|3VULN|2AART|2DMG	1RCVC|2LIT|36DMG|49aVULN|57AART|8RCR
170	12113 15551	   	164.47	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2LWND|3DUR|4DMG|5ZMB|679VULN|8RCR|aCDMG
171	13113 15551	   	164.47	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2BEXP|3DUR|4DMG|5ZMB|679VULN|8RCR|aCDMG
172	31213 24551	   	164.37	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	13DUST|239VULN|3BPWR|4DMG|5ZMB|6DMSP|7DUR|8RCR|aCDMG
173	24331 25224	   	164.26	DCR|2VULN|2DMG|1CDMG|1ZMB	13LHND|23DMG|3BPWR|4CDMG|5ERES|6RCR|7MLV|8aVULN|9ZMB
174	16152 21243	   	164.24	DCR|3VULN|1AART|1DMG|1SELL	1RCVC|2LIT|3DMG|4AART|5SELL|6RCR|79aVULN|8BEXP
175	34336 26232	   	164.20	DCR|2DMG|1AART|2CDMG|2DUR|1ASPD	13DUST|23DMG|3BPWR|49CDMG|5ASPD|6RCR|78DUR|aAART
176	21211 25431	   	164.17	DCR|3VULN|2DMG|1ZMB	1368LHND|238VULN|38BPWR|48DMG|5RCVC|7RCR|9FEWX|aZMB
177	22214 25224	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2CDMG|3ERES|45DMG|6RCR|7MLV|8aVULN|9ZMB
178	16152 21143	   	164.14	DCR|3VULN|1AART|1DMG|1SELL	1RCVC|2LIT|3DMG|4AART|5SELL|6RCR|79aVULN|8DUST
179	16111 43362	   	164.11	DCR|3VULN|2DMG|1CDMG	1RCVC|27LIT|37DMG|49aVULN|5CDMG|67TLV|7BPWR|8RCR
180	21211 25441	   	164.07	DCR|3VULN|2DMG|1ZMB	1368LHND|238VULN|38BPWR|48DMG|5RCVC|7RCR|9DUST|aZMB
181	32214 25224	   	164.06	DCR|2VULN|2DMG|1CDMG|1ZMB	1DUST|2CDMG|3ERES|45DMG|6RCR|7MLV|8aVULN|9ZMB
182	34331 25224	   	164.06	DCR|2VULN|2DMG|1CDMG|1ZMB	13DUST|23DMG|3BPWR|4CDMG|5ERES|6RCR|7MLV|8aVULN|9ZMB
183	16112 54333	   	164.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|2LIT|36DMG|4VULN|5AART|7DMSP|8RCR|9DUR|aCDMG
184	16112 64333	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2LIT|3DMG|46VULN|5AART|7DMSP|8RCR|9DUR|aCDMG
185	34231 15511	   	164.01	DCR|3VULN|2DMG|1CDMG	19DUST|29DMG|3LWND|4TLV|5RCVC|679VULN|8RCR|9BPWR|aCDMG
186	34233 15511	   	164.01	DCR|3VULN|2DMG|1CDMG	19DUST|29DMG|35LWND|4TLV|679VULN|8RCR|9BPWR|aCDMG
187	22646 32814	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2CDMG|3MBVNT|46VULN|5AART|7RPLT|8RCR|9DUR|aDMG
188	21213 14321	   	163.71	DCR|3VULN|2DMG|1ZMB|1DUR	13LHND|236VULN|3BPWR|49DMG|5ZMB|7DUR|8RMIN|aRCR
189	24323 14431	   	163.61	DCR|3VULN|2DMG|1ZMB|1DUR	13LHND|23DMG|3BPWR|468VULN|5ZMB|7DUR|9ERES|aRCR
190	31213 14321	   	163.51	DCR|3VULN|2DMG|1ZMB|1DUR	13DUST|236VULN|3BPWR|49DMG|5ZMB|7DUR|8RMIN|aRCR
191	23146 43312	   	163.49	ACR|3VULN|1AART|1CDMG|1ZMB	1LHND|2CGEN|3LIT|4ZMB|5RCR|6AART|79aVULN|8CDMG
192	34323 14431	   	163.41	DCR|3VULN|2DMG|1ZMB|1DUR	13DUST|23DMG|3BPWR|468VULN|5ZMB|7DUR|9ERES|aRCR
193	33146 43312	   	163.39	ACR|3VULN|1AART|1CDMG|1ZMB	1DUST|2CGEN|3LIT|4ZMB|5RCR|6AART|79aVULN|8CDMG
194	21233 62451	 * 	163.34	ACR|3VULN|1AART|2CDMG|1ASPD	13LHND|237VULN|3BPWR|4ERES|5RCR|68CDMG|9ASPD|aAART
195	21233 66431	   	163.34	ACR|3VULN|1AART|2CDMG|1ASPD	13LHND|238VULN|3BPWR|4ERES|5RCR|69CDMG|7ASPD|aAART
196	34315 11326	 * 	163.24	ACR|3DMG|1AART|1VULN|1ASPD	13DUST|239DMG|3BPWR|4ERES|5RCR|6VULN|7ASPD|8RCVC|aAART
197	21233 64631	   	163.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	13LHND|23VULN|3BPWR|4ERES|5RCR|6CDMG|7AART|8DUR|9DMG|aRMIN
198	21233 64632	   	163.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	13LHND|23VULN|3BPWR|4ERES|5RCR|6CDMG|7AART|8DUR|9DMG|aCGEN
199	52652 22323	 * 	162.88	ACR|2DMG|1AART|1CDMG|1FLTHEA|1ZMB	138CGEN|2FLTHEA|4AART|5RCR|68LWND|78DMG|8BPWR|9ZMB|aCDMG
200	21316 33421	   	162.79	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD|1SELL	17LHND|28VULN|37DUR|4CDMG|5ASPD|67DMG|7BPWR|9SELL|aRCR
201	22446 33221	   	162.79	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD|1SELL	17LHND|2CDMG|37VULN|48DUR|5ASPD|67DMG|7BPWR|9SELL|aRCR
202	21415 31511	 * 	162.62	DCR|3VULN|3CDMG|1AART	1LHND|25aVULN|345CDMG|5BPWR|6LIT|7ERES|8RCR|9AART
203	22415 31511	   	162.62	DCR|3VULN|3CDMG|1AART	1LHND|245CDMG|35aVULN|5BPWR|6LIT|7ERES|8RCR|9AART
204	21315 23313	   	162.41	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LHND|2VULN|3DUR|4CDMG|57AART|6BEXP|8DMG|9RCR|aASPD
205	21445 23313	   	162.41	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LHND|2VULN|3CDMG|4DUR|57AART|6BEXP|8DMG|9RCR|aASPD
206	21515 13313	   	162.41	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LHND|2VULN|3BEXP|4CDMG|57AART|6DUR|8DMG|9RCR|aASPD
207	21515 62113	   	162.41	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LHND|2VULN|3BEXP|4CDMG|57AART|6DMG|8DUR|9RCR|aASPD
208	22445 23313	   	162.41	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LHND|2CDMG|3VULN|4DUR|57AART|6BEXP|8DMG|9RCR|aASPD
209	24331 25221	   	162.33	DCR|3DMG|1VULN|1CDMG|1ZMB	13LHND|23aDMG|3BPWR|4CDMG|5ERES|6RCR|7MLV|8VULN|9ZMB
210	22214 25221	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|2CDMG|3ERES|45aDMG|6RCR|7MLV|8VULN|9ZMB
211	22514 24221	   	162.13	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|2CDMG|3NUKE|45aDMG|6RCR|7ERES|8VULN|9ZMB
212	32214 25221	   	162.13	DCR|3DMG|1VULN|1CDMG|1ZMB	1DUST|2CDMG|3ERES|45aDMG|6RCR|7MLV|8VULN|9ZMB
213	34331 25221	   	162.13	DCR|3DMG|1VULN|1CDMG|1ZMB	13DUST|23aDMG|3BPWR|4CDMG|5ERES|6RCR|7MLV|8VULN|9ZMB
214	21221 43354	   	162.05	DCR|2VULN|2DMG|1AART|1DUR	13LHND|23VULN|3BPWR|4MLV|5BELT|68DMG|7AART|9DUR|aRCR
215	35243 12212	   	162.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2LHND|3AIRHEA|4CDMG|5AART|6RCR|7DMG|8ASPD|9VULN|aZMB
216	32514 24221	   	162.03	DCR|3DMG|1VULN|1CDMG|1ZMB	1DUST|2CDMG|3NUKE|45aDMG|6RCR|7ERES|8VULN|9ZMB
217	51535 12321	   	161.99	ACR|3VULN|2DMG|1ZMB	13CGEN|236VULN|3BPWR|49DMG|5RCR|7FEWX|8RMIN|aZMB
218	61535 12321	   	161.99	ACR|3VULN|2DMG|1ZMB	13MLV|236VULN|3BPWR|49DMG|5RCR|7FEWX|8RMIN|aZMB
219	21233 66252	 * 	161.96	ACR|2VULN|1AART|1FLTHEA|1CDMG|1DUR|1ASPD	13LHND|23VULN|3BPWR|4ERES|5RCR|6CDMG|7ASPD|8DUR|9FLTHEA|aAART
220	21231 43354	   	161.95	DCR|2VULN|2DMG|1AART|1DUR	13LHND|23VULN|3BPWR|4ERES|5BELT|68DMG|7AART|9DUR|aRCR
221	16112 51331	   	161.81	DCR|2AART|2DMG|1VULN|1DUR	1RCVC|2LIT|36DMG|4VULN|57AART|8RCR|9DUR|aCGEN
222	16112 51334	   	161.81	DCR|2AART|2DMG|1VULN|1DUR	1RCVC|2LIT|36DMG|4VULN|57AART|8RCR|9DUR|aRMIN
223	16112 51335	   	161.81	DCR|2AART|2DMG|1VULN|1DUR	1RCVC|2LIT|36DMG|4VULN|57AART|8RCR|9DUR|aMLV
224	16112 51336	   	161.81	DCR|2AART|2DMG|1VULN|1DUR	1RCVC|2LIT|36DMG|4VULN|57AART|8RCR|9DUR|aLWND
225	16112 51362	   	161.81	DCR|2AART|2DMG|1VULN|1ASPD	1RCVC|2LIT|36DMG|4VULN|57AART|8RCR|9MLV|aASPD
226	16112 61331	   	161.81	DCR|2VULN|2AART|1DMG|1DUR	1RCVC|2LIT|3DMG|46VULN|57AART|8RCR|9DUR|aCGEN
227	16112 61334	   	161.81	DCR|2VULN|2AART|1DMG|1DUR	1RCVC|2LIT|3DMG|46VULN|57AART|8RCR|9DUR|aRMIN
228	16112 61335	   	161.81	DCR|2AART|2VULN|1DMG|1DUR	1RCVC|2LIT|3DMG|46VULN|57AART|8RCR|9DUR|aMLV
229	16112 61336	   	161.81	DCR|2AART|2VULN|1DMG|1DUR	1RCVC|2LIT|3DMG|46VULN|57AART|8RCR|9DUR|aLWND
230	16112 61362	   	161.81	DCR|2AART|2VULN|1DMG|1ASPD	1RCVC|2LIT|3DMG|46VULN|57AART|8RCR|9MLV|aASPD
231	24321 25242	   	161.71	DCR|2VULN|2DMG|1AART	136LHND|23DMG|3BPWR|4aVULN|5RCVC|7RCR|8AART|9RPLT
232	16112 51332	   	161.71	DCR|2DMG|2AART|1VULN|1DUR	1RCVC|2LIT|36DMG|4VULN|57AART|8RCR|9DUR|aERES
233	16112 61332	   	161.71	DCR|2VULN|2AART|1DMG|1DUR	1RCVC|2LIT|3DMG|46VULN|57AART|8RCR|9DUR|aERES
234	35243 12142	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2LHND|3AIRHEA|4CDMG|5AART|6RCR|7aDMG|8LWND|9VULN
235	24323 12552	   	161.57	DCR|3VULN|2DMG|1ZMB	13LHND|23DMG|3BPWR|469VULN|5ZMB|7FEWX|8RCR|aRCVC
236	21264 31123	   	161.48	DCR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4LEGI|5AART|6CGEN|7RCR|9FEWX|aDMG
237	21264 31143	   	161.48	DCR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4LEGI|5AART|6CGEN|7RCR|9LWND|aDMG
238	21264 41123	   	161.48	DCR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4LEGI|5AART|6MLV|7RCR|9FEWX|aDMG
239	21264 41211	   	161.48	DCR|3VULN|1AART|1DMG	13LHND|239VULN|3BPWR|4LEGI|5AART|6MLV|7RCR|8CGEN|aDMG
240	24323 12553	   	161.47	DCR|3VULN|2DMG|1ZMB	13LHND|23DMG|3BPWR|469VULN|5ZMB|7FEWX|8RCR|aLEGI
241	22614 21487	 * 	161.38	DCR|3DMG|3CDMG|3ASPD	19aLHND|245CDMG|3MBVNT|69aDMG|7RCR|89aASPD|9aBPWR
242	21264 31133	   	161.38	DCR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4LEGI|5AART|6CGEN|7RCR|9MBVNT|aDMG
243	21264 31311	   	161.38	DCR|3VULN|1AART|1DMG	13LHND|239VULN|3BPWR|4LEGI|5AART|6CGEN|7RCR|8NUKE|aDMG
244	21264 41133	   	161.38	DCR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4LEGI|5AART|6MLV|7RCR|9MBVNT|aDMG
245	21264 61123	   	161.38	DCR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4LEGI|5AART|6ERES|7RCR|9FEWX|aDMG
246	31254 41123	   	161.38	DCR|3VULN|1AART|1DMG	13DUST|238VULN|3BPWR|4LHND|5AART|6MLV|7RCR|9FEWX|aDMG
247	31254 41211	   	161.38	DCR|3VULN|1AART|1DMG	13DUST|239VULN|3BPWR|4LHND|5AART|6MLV|7RCR|8CGEN|aDMG
248	31254 51123	   	161.38	DCR|3VULN|1AART|1DMG	13DUST|238VULN|3BPWR|4LHND|5AART|6CGEN|7RCR|9FEWX|aDMG
249	22646 72343	 * 	161.31	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2CDMG|3MBVNT|4VULN|578AART|6DMG|9ZMB|aRCR
250	61162 43221	   	161.30	ACR|3VULN|1AART|1DMG	1aMLV|278VULN|3LIT|4RCR|5DMG|6AART|9BEXP
251	61162 43222	   	161.30	ACR|3VULN|1AART|1DMG	1MLV|278VULN|3LIT|4RCR|5DMG|6AART|9aBEXP
252	61162 43311	   	161.30	ACR|3VULN|1AART|1DMG	1MLV|279VULN|3LIT|4RCR|5DMG|6AART|8RPLT|aRMIN
253	61162 43313	   	161.30	ACR|3VULN|1AART|1DMG	1MLV|279VULN|3LIT|4RCR|5DMG|6AART|8RPLT|aCGEN
254	61162 43332	   	161.30	ACR|3VULN|1AART|1DMG	1MLV|27aVULN|3LIT|4RCR|5DMG|6AART|8RPLT|9CGEN
255	31254 31123	   	161.28	DCR|3VULN|1AART|1DMG	13DUST|238VULN|3BPWR|4LHND|5AART|6ERES|7RCR|9FEWX|aDMG
256	31254 31143	   	161.28	DCR|3VULN|1AART|1DMG	13DUST|238VULN|3BPWR|4LHND|5AART|6ERES|7RCR|9LWND|aDMG
257	21264 61133	   	161.28	DCR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4LEGI|5AART|6ERES|7RCR|9MBVNT|aDMG
258	31254 31241	   	161.28	DCR|3VULN|1AART|1DMG	13DUST|239VULN|3BPWR|4LHND|5AART|6ERES|7RCR|8CGEN|aDMG
259	31254 41133	   	161.28	DCR|3VULN|1AART|1DMG	13DUST|238VULN|3BPWR|4LHND|5AART|6MLV|7RCR|9MBVNT|aDMG
260	31254 51133	   	161.28	DCR|3VULN|1AART|1DMG	13DUST|238VULN|3BPWR|4LHND|5AART|6CGEN|7RCR|9MBVNT|aDMG
261	31254 51311	   	161.28	DCR|3VULN|1AART|1DMG	13DUST|239VULN|3BPWR|4LHND|5AART|6CGEN|7RCR|8NUKE|aDMG
262	51535 13211	 * 	161.25	ACR|4VULN|1DMG|2ASPD	139CGEN|2369VULN|39BPWR|4DMG|5RCR|7LIT|89ASPD|aFEWX
263	51535 13213	   	161.25	ACR|4VULN|1DMG|2ASPD	139CGEN|2369VULN|39BPWR|4DMG|5RCR|7LIT|89ASPD|aMGNSTR
264	61535 13211	   	161.25	ACR|4VULN|1DMG|2ASPD	139MLV|2369VULN|39BPWR|4DMG|5RCR|7LIT|89ASPD|aRPLT
265	61162 43312	   	161.20	ACR|3VULN|1AART|1DMG	1MLV|279VULN|3LIT|4RCR|5DMG|6AART|8RPLT|aTLV
266	31254 31133	   	161.18	DCR|3VULN|1AART|1DMG	13DUST|238VULN|3BPWR|4LHND|5AART|6ERES|7RCR|9MBVNT|aDMG
267	51535 13212	   	161.15	ACR|4VULN|1DMG|2ASPD	139CGEN|2369VULN|39BPWR|4DMG|5RCR|7LIT|89ASPD|aDLOT
268	61535 13212	   	161.15	ACR|4VULN|1DMG|2ASPD	139MLV|2369VULN|39BPWR|4DMG|5RCR|7LIT|89ASPD|aERES
269	61535 13213	   	161.15	ACR|4VULN|1DMG|2ASPD	139MLV|2369VULN|39BPWR|4DMG|5RCR|7LIT|89ASPD|aDUST
270	21215 25511	   	160.93	DCR|4VULN|1DMG|1CDMG	139LHND|2379VULN|39BPWR|4DMG|5LWND|69MLV|8RCR|aCDMG
271	21216 25511	   	160.93	DCR|4VULN|1DMG|1CDMG	139LHND|2379VULN|39BPWR|4DMG|5FEWX|69MLV|8RCR|aCDMG
272	16112 54311	   	160.91	DCR|2VULN|2DMG|1AART	1RCVC|2LIT|36DMG|49VULN|5AART|7DMSP|8RCR|aTLV
273	16112 54312	   	160.91	DCR|2VULN|2DMG|1AART	1RCVC|2LIT|36DMG|49VULN|5AART|7DMSP|8RCR|aERES
274	16112 54323	   	160.91	DCR|2VULN|2DMG|1AART	1RCVC|2LIT|36DMG|4aVULN|5AART|7DMSP|8RCR|9AIRHEA
275	24126 43231	   	160.73	ACR|2VULN|2DMG|1AART	1LHND|28DMG|3LIT|4TLV|5RCR|6AART|79VULN|aMLV
276	24126 43232	   	160.73	ACR|2VULN|2DMG|1AART	1LHND|28DMG|3aLIT|4TLV|5RCR|6AART|79VULN
277	52231 14232	 * 	160.70	DCR|3VULN|1AART|1FLTHEA|2DUR	1CGEN|2FLTHEA|38DUR|4AART|579VULN|6FEWX|aRCR
278	62231 14232	   	160.70	DCR|3VULN|1AART|1FLTHEA|2DUR	1MLV|2FLTHEA|38DUR|4AART|579VULN|6FEWX|aRCR
279	33136 43233	   	160.63	ACR|2VULN|2DMG|1AART	1DUST|2CGEN|3LIT|4ERES|5RCR|6AART|7aVULN|89DMG
280	21216 64112	   	160.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13LHND|23VULN|3BPWR|4DMG|5aFEWX|6CDMG|7AART|8DUR|9RCR
281	21216 64113	   	160.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13LHND|23VULN|3BPWR|4DMG|5FEWX|6CDMG|7AART|8DUR|9RCR|aCGEN
282	51213 14335	   	160.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2VULN|3LWND|4AART|5DUR|6MLV|7RCR|8CDMG|9DMG|aZMB
283	51313 14335	   	160.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2VULN|3LHND|4AART|5DUR|6MLV|7RCR|8CDMG|9DMG|aZMB
284	21216 64111	   	160.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13LHND|23VULN|3BPWR|4DMG|5FEWX|6CDMG|7AART|8DUR|9RCR|aDUST
285	61213 14335	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2VULN|3LWND|4AART|5DUR|6TLV|7RCR|8CDMG|9DMG|aZMB
286	61313 14335	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2VULN|3LHND|4AART|5DUR|6TLV|7RCR|8CDMG|9DMG|aZMB
287	21315 25315	   	160.32	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1LHND|2VULN|37DUR|4CDMG|5AART|6BEXP|8DMG|9RCR|aZMB
288	21315 16315	   	160.32	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1LHND|2VULN|36DUR|4CDMG|5AART|7BEXP|8DMG|9RCR|aZMB
289	24336 24222	   	160.23	DCR|2DMG|1VULN|2ASPD|1CDMG|1ZMB	13LHND|23DMG|3BPWR|4CDMG|5aASPD|6RCR|7ERES|8VULN|9ZMB
290	21213 14451	   	160.22	DCR|4VULN|1DMG|1ZMB|1DUR	13LHND|2368VULN|3BPWR|4DMG|5ZMB|7DUR|9CGEN|aRCR
291	32215 24116	   	160.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2CDMG|3ERES|4DMG|5CGEN|6aVULN|7AART|8DUR|9RCR
292	21213 14431	   	160.12	DCR|4VULN|1DMG|1ZMB|1DUR	13LHND|2368VULN|3BPWR|4DMG|5ZMB|7DUR|9ERES|aRCR
293	21221 43451	   	160.11	DCR|2VULN|2DMG|1AART	139aLHND|23VULN|39BPWR|49MLV|5BELT|69DMG|7AART|8RCR
294	21221 43452	   	160.11	DCR|2VULN|2DMG|1AART	139LHND|23VULN|39BPWR|49MLV|5BELT|69DMG|7AART|8RCR|aFEWX
295	61532 12511	 * 	160.11	DCR|5VULN|1DMG	139MLV|2369aVULN|39BPWR|4DMG|5LHND|79FEWX|8RCR
296	61533 12511	   	160.11	DCR|5VULN|1DMG	139MLV|2369aVULN|39BPWR|4DMG|5LWND|79FEWX|8RCR
297	21211 25425	   	160.10	DCR|3VULN|2DMG|1DUR	1368LHND|238VULN|38BPWR|48DMG|5RCVC|7RCR|9LIT|aDUR
298	21213 14526	 * 	160.03	DCR|3VULN|1DMG|3DUR|1ZMB	13LHND|236VULN|3BPWR|4DMG|5ZMB|79aDUR|8RCR
299	34336 24222	   	160.03	DCR|2DMG|1VULN|2ASPD|1CDMG|1ZMB	13DUST|23DMG|3BPWR|4CDMG|5aASPD|6RCR|7ERES|8VULN|9ZMB
300	31213 14415	   	160.02	DCR|4VULN|1DMG|1ZMB|1DUR	13DUST|2368VULN|3BPWR|4DMG|5ZMB|7DUR|9LWND|aRCR
301	31213 14425	   	160.02	DCR|4VULN|1DMG|1ZMB|1DUR	13DUST|2368VULN|3BPWR|4DMG|5ZMB|7DUR|9BEXP|aRCR
302	31213 14451	   	160.02	DCR|4VULN|1DMG|1ZMB|1DUR	13DUST|2368VULN|3BPWR|4DMG|5ZMB|7DUR|9CGEN|aRCR
303	21211 25463	   	160.00	DCR|3VULN|2DMG|1DUR	1368LHND|238VULN|38BPWR|48DMG|5RCVC|7RCR|9ERES|aDUR
304	24321 25431	   	160.00	DCR|3DMG|2VULN|1DUR	1368LHND|238DMG|38BPWR|48VULN|5RCVC|7RCR|9DUR|aERES
305	24321 25432	   	160.00	DCR|3DMG|2VULN|1DUR	1368LHND|238DMG|38BPWR|48VULN|5RCVC|7RCR|9DUR|aDUST
306	24321 25433	   	160.00	DCR|3DMG|2VULN|1DUR	1368LHND|238DMG|38BPWR|48VULN|5RCVC|7RCR|9DUR|aCANSTR
307	21315 13266	   	160.00	DCR|3VULN|1AART|1CDMG|2DUR	1LHND|279VULN|36DUR|4CDMG|5AART|8DUST|aRCR
308	31213 14431	   	159.92	DCR|4VULN|1DMG|1ZMB|1DUR	13DUST|2368VULN|3BPWR|4DMG|5ZMB|7DUR|9ERES|aRCR
309	21231 43451	   	159.91	DCR|2VULN|2DMG|1AART	139aLHND|23VULN|39BPWR|49ERES|5BELT|69DMG|7AART|8RCR
310	21231 43452	   	159.91	DCR|2VULN|2DMG|1AART	139LHND|23VULN|39BPWR|49ERES|5BELT|69DMG|7AART|8RCR|aFEWX
311	21231 43453	   	159.81	DCR|2VULN|2DMG|1AART	139LHND|23VULN|39BPWR|49ERES|5BELT|69DMG|7AART|8RCR|aTLV
312	21211 25242	   	159.78	DCR|3VULN|1AART|1DMG	136LHND|23aVULN|3BPWR|4DMG|5RCVC|7RCR|8AART|9RPLT
313	33533 33653	   	159.77	DCR|2DMG|1AART|1FLTHEA|1CDMG|1ZMB	1DUST|2CGEN|3FLTHEA|4AART|5BEXP|6CDMG|7ZMB|8aDMG|9RCR
314	31335 61611	   	159.70	DCR|3VULN|2DMG|1DUR	1DUST|29aVULN|3DUR|4BEXP|5aAIRHEA|6FEWX|7RCR|8aDMG|aBPWR
315	22627 46111	   	159.63	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1LHND|2CDMG|3MBVNT|4TLV|5SELL|6RCR|79VULN|8AART|aDMG
316	31612 22611	   	159.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|29VULN|3NUKE|4AART|5DMG|6LIT|7DUR|8CDMG|aRCR
317	31612 23551	   	159.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|27VULN|3NUKE|4AART|5DMG|6LIT|8DUR|9CDMG|aRCR
318	32213 63136	   	159.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2CDMG|3ERES|47DMG|5VULN|6BELT|8AART|9RCR|aDUR
319	52652 22321	 * 	159.60	ACR|2DMG|1AART|2FLTHEA|2ZMB	138aCGEN|2aFLTHEA|4AART|5RCR|68LWND|78DMG|8aBPWR|9aZMB
320	51563 13111	   	159.58	ACR|4VULN|1AART|1DUR	13aCGEN|238aVULN|3aBPWR|4DUR|5RCR|6BEXP|7AART|9aLHND
321	21223 34453	   	159.58	ACR|4VULN|1AART|1ASPD	138LHND|238aVULN|38BPWR|48MLV|5RCR|6BELT|7AART|9ASPD
322	24323 12531	   	159.56	DCR|2VULN|2DMG|1CDMG|1ZMB	13LHND|23DMG|3BPWR|46VULN|5ZMB|7FEWX|8RCR|9BELT|aCDMG
323	24323 22551	   	159.56	DCR|2VULN|2DMG|1CDMG|1ZMB	13LHND|23DMG|3BPWR|49VULN|5ZMB|6DMSP|7FEWX|8RCR|aCDMG
324	34315 16113	   	159.43	ACR|2VULN|2DMG|1AART	13DUST|23DMG|3BPWR|4ERES|5RCR|69VULN|7LWND|8AART|aFEWX
325	34315 35113	   	159.43	ACR|2VULN|2DMG|1AART	13DUST|23DMG|3BPWR|4ERES|5RCR|6LHND|79VULN|8AART|aFEWX
326	34345 13113	   	159.43	ACR|2VULN|2DMG|1AART	13DUST|23DMG|3BPWR|4CGEN|5RCR|69VULN|7LEGI|8AART|aFEWX
327	21214 13364	   	159.42	DCR|3VULN|1AART|1DMG|1ASPD	13LHND|236VULN|3BPWR|4DMG|5ERES|7LIT|8AART|9ASPD|aRCR
328	22514 33121	   	159.41	DCR|3DMG|2VULN|1CDMG	17LHND|2CDMG|3NUKE|457DMG|67VULN|7BPWR|8BEXP|9FEWX|aRCR
329	22514 33151	   	159.41	DCR|3DMG|2VULN|1CDMG	17LHND|2CDMG|3NUKE|457DMG|67VULN|7BPWR|8BEXP|9LWND|aRCR
330	21223 13156	   	159.38	ACR|4VULN|1AART|1DUR	13LHND|2389VULN|3BPWR|4MLV|5RCR|6BEXP|7AART|aDUR
331	21223 34153	   	159.38	ACR|4VULN|1AART|1ASPD	13LHND|238aVULN|3BPWR|4MLV|5RCR|6BELT|7AART|9ASPD
332	21223 63156	   	159.38	ACR|4VULN|1AART|1DUR	13LHND|2389VULN|3BPWR|4MLV|5RCR|6FEWX|7AART|aDUR
333	24112 56142	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	14LHND|2DMG|3LIT|5AART|6MBVNT|7RCR|89VULN|aCDMG
334	24323 53121	   	159.34	DCR|3DMG|1VULN|2CDMG|1ZMB	137LHND|237DMG|37BPWR|4VULN|5ZMB|67CDMG|8BEXP|9FEWX|aRCR
335	24323 53151	   	159.34	DCR|3DMG|1VULN|2CDMG|1ZMB	137LHND|237DMG|37BPWR|4VULN|5ZMB|67CDMG|8BEXP|9LWND|aRCR
336	34315 13113	   	159.33	ACR|2DMG|2VULN|1AART	13DUST|23DMG|3BPWR|4ERES|5RCR|69VULN|7LEGI|8AART|aFEWX
337	34315 13114	   	159.33	ACR|2VULN|2DMG|1AART	13DUST|23DMG|3BPWR|4ERES|5RCR|69VULN|7LEGI|8AART|aCGEN
