0	Index      	 *	Score 	Summary	Detail	
1	15213 16216	 * 	206.37	DCR|3VULN|3DMG|1AART|3DUR	18aVULN|278DMG|3LWND|4aLIT|5AART|68aDUR|8aBPWR|9RCR
168	13442 33253	   	182.99	DCR|3VULN|2DMG|1CDMG|1DUR|1ASPD	189VULN|2CDMG|39DMG|4ASPD|5LHND|6RCR|79FEWX|9BPWR|aDUR
169	15123 21345	   	182.75	DCR|3VULN|2DMG|1AART	139VULN|28DMG|4LWND|5AART|6aRCVC|7RCR
170	15223 21345	   	182.75	DCR|3VULN|2DMG|1AART	149VULN|28DMG|3LWND|5AART|6aRCVC|7RCR
171	13433 32355	   	182.66	DCR|3VULN|2DMG|2ASPD|1CDMG	19aVULN|2CDMG|39DMG|4LWND|57ASPD|6RCR|89FEWX|9BPWR
172	13433 33155	   	182.66	DCR|3VULN|2DMG|2ASPD|1CDMG	19aVULN|2CDMG|39DMG|4LWND|58ASPD|6RCR|79FEWX|9BPWR
173	13433 32255	   	182.46	DCR|3VULN|2DMG|2ASPD|1CDMG	19aVULN|2CDMG|39DMG|4LWND|57ASPD|6RCR|89DUST|9BPWR
174	24153 33113	   	182.12	DCR|3VULN|3DMG|1ZMB	1BELT|28aVULN|3RMIN|458DMG|6RCR|78CGEN|8BPWR|9ZMB
175	11344 12315	   	181.99	DCR|3VULN|1AART|1CDMG|1FLTHEA|1ASPD|1DUR	179VULN|2AART|3CDMG|4CGEN|5FLTHEA|6DUR|8RCR|aASPD
176	24153 31113	   	181.92	DCR|3VULN|3DMG|1ZMB	1BELT|28aVULN|3RMIN|458DMG|6RCR|78TLV|8BPWR|9ZMB
177	11312 53364	   	181.82	DCR|4VULN|1AART|2CDMG|1ASPD	149aVULN|2AART|39CDMG|5LHND|6ASPD|79ERES|8RCR|9BPWR
178	13226 12552	   	181.82	DCR|3VULN|1AART|2CDMG|2DUR|1ZMB	168VULN|28CDMG|3LHND|4MLV|58DUR|7RCR|8BPWR|9ZMB|aAART
179	13423 11312	   	181.78	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	14VULN|2CDMG|3DMG|5RCR|6AART|7ZMB|8RMIN|9DUR|aASPD
180	15232 24342	 * 	181.75	ACR|2VULN|2DMG|1AART|3ASPD|1SELL	19VULN|29DMG|3LWND|4RCR|5TLV|69aASPD|7SELL|8AART|9BPWR
181	11543 21314	   	181.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1aVULN|2AART|3ZMB|4ASPD|5RMIN|6RCVC|7RCR|8DMG|9CDMG
182	13216 12552	   	181.72	DCR|3VULN|1AART|2CDMG|2DUR|1ZMB	168VULN|28CDMG|3LHND|4TLV|58DUR|7RCR|8BPWR|9ZMB|aAART
183	15123 21341	   	181.57	DCR|3VULN|2DMG|1AART	139VULN|28DMG|4LWND|5AART|6RCVC|7RCR|aDMSP
184	15123 21343	   	181.57	DCR|3VULN|2DMG|1AART	139VULN|28DMG|4LWND|5AART|6RCVC|7RCR|aLHND
185	15123 21354	   	181.57	DCR|3VULN|2DMG|1AART	13aVULN|28DMG|4LWND|5AART|6RCVC|7RCR|9CGEN
186	15223 21341	   	181.57	DCR|3VULN|2DMG|1AART	149VULN|28DMG|3LWND|5AART|6RCVC|7RCR|aDMSP
187	15223 21343	   	181.57	DCR|3VULN|2DMG|1AART	149VULN|28DMG|3LWND|5AART|6RCVC|7RCR|aLHND
188	15223 21354	   	181.57	DCR|3VULN|2DMG|1AART	14aVULN|28DMG|3LWND|5AART|6RCVC|7RCR|9CGEN
189	43113 22636	   	181.57	DCR|2VULN|2DMG|1AART|1CDMG	1aMLV|2FEWX|3aVULN|4LIT|5AART|6RCR|7CDMG|8RCVC|9aDMG|aBPWR
190	15213 26213	   	181.57	DCR|3VULN|2DMG|1AART	18aVULN|27DMG|38LWND|48LIT|5AART|6RCR|8BPWR|9DUST
191	15213 26223	   	181.57	DCR|3VULN|2DMG|1AART	18aVULN|27DMG|38LWND|48LIT|5AART|6RCR|8BPWR|9LEGI
192	13423 11562	   	181.55	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|6AART|7ZMB|8BEXP|9FLTHEA|aFEWX
193	15123 21322	   	181.47	DCR|3VULN|2DMG|1AART	13aVULN|28DMG|4LWND|5AART|6RCVC|7RCR|9CANSTR
194	15123 21325	   	181.47	DCR|3DMG|2VULN|1AART	13VULN|28aDMG|4LWND|5AART|6RCVC|7RCR|9CANSTR
195	15123 21342	   	181.47	DCR|3VULN|2DMG|1AART	139VULN|28DMG|4LWND|5AART|6RCVC|7RCR|aERES
196	15123 21344	   	181.47	DCR|3VULN|2DMG|1AART	139VULN|28DMG|4LWND|5AART|6RCVC|7RCR|aTLV
197	15123 21346	   	181.47	DCR|3VULN|2DMG|1AART	139VULN|28DMG|4LWND|5AART|6RCVC|7RCR|aLEGI
198	15223 21322	   	181.47	DCR|3VULN|2DMG|1AART	14aVULN|28DMG|3LWND|5AART|6RCVC|7RCR|9CANSTR
199	15223 21325	   	181.47	DCR|3DMG|2VULN|1AART	14VULN|28aDMG|3LWND|5AART|6RCVC|7RCR|9CANSTR
200	15223 21342	   	181.47	DCR|3VULN|2DMG|1AART	149VULN|28DMG|3LWND|5AART|6RCVC|7RCR|aERES
201	15223 21344	   	181.47	DCR|3VULN|2DMG|1AART	149VULN|28DMG|3LWND|5AART|6RCVC|7RCR|aTLV
202	15223 21346	   	181.47	DCR|3VULN|2DMG|1AART	149VULN|28DMG|3LWND|5AART|6RCVC|7RCR|aLEGI
203	13423 11561	   	181.45	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|6AART|7ZMB|8BEXP|9FLTHEA|aDUST
204	13423 11563	   	181.45	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|6AART|7ZMB|8BEXP|9FLTHEA|aVENICY
205	15213 36211	   	181.41	DCR|3DMG|2VULN|1AART|1DUR	18VULN|278DMG|3LWND|4LIT|5AART|68FEWX|8BPWR|9RCR|aDUR
206	16633 52132	 * 	181.37	ACR|3VULN|3DMG|2DUR	16aVULN|2FEWX|39aDMG|4RCR|56CGEN|6aBPWR|7TLV|8aDUR
207	11553 31334	   	181.34	DCR|3VULN|1AART|1DMG|2ZMB	15aVULN|2AART|35ZMB|4RCVC|5BPWR|69LWND|7RCR|8DMG
208	13221 33361	   	181.28	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|29CDMG|3LHND|45MLV|69DMG|7AART|8RCR|9BPWR|aRCVC
209	13224 33361	   	181.28	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|29CDMG|35LHND|4MLV|69DMG|7AART|8RCR|9BPWR|aRCVC
210	15213 66211	   	181.21	DCR|3DMG|2VULN|1AART|1DUR	18VULN|278DMG|3LWND|4LIT|5AART|68DUST|8BPWR|9RCR|aDUR
211	13214 33361	   	181.18	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|29CDMG|35LHND|4TLV|69DMG|7AART|8RCR|9BPWR|aRCVC
212	13423 62332	   	181.15	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	147VULN|2CDMG|3DMG|5RCR|6RMIN|8RPLT|9ZMB|aAART
213	11111 16353	   	181.07	DCR|3VULN|2DMG|1AART	149VULN|2AART|3FEWX|569CGEN|7RCR|89DMG|9BPWR|aMLV
214	11111 16351	   	180.97	DCR|3VULN|2DMG|1AART	149VULN|2AART|3FEWX|569CGEN|7RCR|89DMG|9BPWR|aERES
215	64432 13322	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3DMG|4BASICY|5RCR|679VULN|8ZMB|aAART
216	16311 16353	   	180.47	DCR|3VULN|2DMG|1AART	149VULN|2FEWX|3AART|569CGEN|7RCR|89DMG|9BPWR|aMLV
217	11423 16353	   	180.45	DCR|2VULN|2DMG|1AART|2DUR	19VULN|2AART|36CGEN|49DUR|5RCVC|7RCR|89DMG|9BPWR|aDMSP
218	16311 16351	   	180.37	DCR|3VULN|2DMG|1AART	149VULN|2FEWX|3AART|569CGEN|7RCR|89DMG|9BPWR|aERES
219	11423 16351	   	180.35	DCR|2VULN|2DMG|1AART|2DUR	19VULN|2AART|36CGEN|49DUR|5RCVC|7RCR|89DMG|9BPWR|aERES
220	13423 13561	   	180.27	ACR|3VULN|1AART|1DMG|2CDMG	149VULN|29CDMG|3DMG|5RCR|6AART|7ERES|89BEXP|9BPWR|aRCVC
221	15111 62642	   	180.22	DCR|4VULN|3DMG	1367VULN|269DMG|4RMIN|5MBVNT|6BPWR|8RCR|aCGEN
222	15111 62643	   	180.22	DCR|4VULN|3DMG	1367VULN|269DMG|4RMIN|5MBVNT|6BPWR|8RCR|aLHND
223	15111 62644	   	180.22	DCR|4VULN|3DMG	1367VULN|269DMG|4aRMIN|5MBVNT|6BPWR|8RCR
224	15233 52316	   	180.14	ACR|3VULN|3DMG|1ZMB	178VULN|28aDMG|3LWND|4RCR|5CGEN|68LHND|8BPWR|9ZMB
225	24153 33112	   	180.12	DCR|3DMG|2VULN|1CDMG|1ZMB	1BELT|28VULN|3RMIN|458DMG|6RCR|78CGEN|8BPWR|9ZMB|aCDMG
226	11511 11351	   	180.07	DCR|2VULN|2DMG|1AART|2ZMB	19VULN|2AART|39ZMB|4aERES|56CGEN|7RCR|89DMG|9BPWR
227	11511 11352	   	180.07	DCR|2VULN|2DMG|1AART|2ZMB	19VULN|2AART|39ZMB|4ERES|56CGEN|7RCR|89DMG|9BPWR|aDUST
228	13221 33362	   	179.98	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|29CDMG|3aLHND|45MLV|69DMG|7AART|8RCR|9BPWR
229	13221 33366	   	179.98	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|29CDMG|3LHND|45MLV|69DMG|7AART|8RCR|9BPWR|aLWND
230	13224 33362	   	179.98	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|29CDMG|35aLHND|4MLV|69DMG|7AART|8RCR|9BPWR
231	13224 33366	   	179.98	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|29CDMG|35LHND|4MLV|69DMG|7AART|8RCR|9BPWR|aLWND
232	11511 21351	   	179.97	DCR|2VULN|2DMG|1AART|2ZMB	19VULN|2AART|39ZMB|46aERES|5CGEN|7RCR|89DMG|9BPWR
233	11511 21352	   	179.97	DCR|2VULN|2DMG|1AART|2ZMB	19VULN|2AART|39ZMB|46ERES|5CGEN|7RCR|89DMG|9BPWR|aDUST
234	11513 61351	   	179.97	DCR|2VULN|2DMG|1AART|2ZMB	19VULN|2AART|36ZMB|49aERES|5RMIN|7RCR|89DMG|9BPWR
235	11513 61352	   	179.97	DCR|2VULN|2DMG|1AART|2ZMB	19VULN|2AART|36ZMB|49ERES|5RMIN|7RCR|89DMG|9BPWR|aDUST
236	15235 12316	   	179.94	ACR|3VULN|3DMG|1ZMB	178VULN|28aDMG|3LWND|4RCR|5LHND|68ERES|8BPWR|9ZMB
237	24153 31112	   	179.92	DCR|3DMG|2VULN|1CDMG|1ZMB	1BELT|28VULN|3RMIN|458DMG|6RCR|78TLV|8BPWR|9ZMB|aCDMG
238	13214 33362	   	179.88	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|29CDMG|35aLHND|4TLV|69DMG|7AART|8RCR|9BPWR
239	13214 33366	   	179.88	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|29CDMG|35LHND|4TLV|69DMG|7AART|8RCR|9BPWR|aLWND
240	13421 13361	   	179.75	DCR|3VULN|1AART|1DMG|2CDMG	149VULN|29CDMG|3DMG|5BEXP|6AART|79ERES|8RCR|9BPWR|aRCVC
241	15213 26263	   	179.66	DCR|2VULN|2DMG|1AART|1CDMG	18VULN|27DMG|389LWND|48LIT|5AART|6RCR|8BPWR|aCDMG
242	43113 22336	   	179.66	DCR|2VULN|2DMG|1AART|1CDMG	1aMLV|28FEWX|3aVULN|4LIT|5AART|6RCR|7CDMG|9aDMG|aBPWR
243	15213 26314	 * 	179.64	DCR|2AART|2DMG|1VULN|2CDMG	1VULN|27DMG|3LWND|4LIT|59AART|6RCR|8aCDMG
244	15123 21356	   	179.57	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|28DMG|4LWND|5AART|6RCVC|7RCR|9CGEN|aCDMG
245	15223 21356	   	179.57	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|28DMG|3LWND|5AART|6RCVC|7RCR|9CGEN|aCDMG
246	13423 12111	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5RCR|6AART|8BEXP|9DUR|aRPLT
247	13423 12113	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5RCR|6AART|8BEXP|9DUR|aLWND
248	13423 12115	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5RCR|6AART|8BEXP|9DUR|aFEWX
249	13423 12211	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	147VULN|2CDMG|3DMG|5RCR|6AART|8BELT|9ASPD|aBEXP
250	13423 12212	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	147VULN|2CDMG|3DMG|5RCR|6AART|8BELT|9ASPD|aFEWX
251	13423 12215	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	147VULN|2CDMG|3DMG|5RCR|6AART|8BELT|9ASPD|aLIT
252	13423 12312	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5RCR|6AART|8CGEN|9DMSP|aDUR
253	13423 12356	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5RCR|6AART|8CGEN|9RPLT|aDUR
254	13423 12611	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5RCR|6AART|8FEWX|9DUR|aRPLT
255	13423 12613	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5RCR|6AART|8FEWX|9DUR|aLWND
256	13423 12615	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5RCR|6AART|8aFEWX|9DUR
257	14523 12332	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2RMIN|3CDMG|5RCR|6AART|8CGEN|9DMG|aDUR
258	34144 33122	   	179.46	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1CGEN|2CDMG|3FLTHEA|4BEXP|5DUR|6RCR|79VULN|8DMG|aAART
259	15213 26353	   	179.46	DCR|2VULN|2DMG|1AART|1CDMG	1aVULN|27DMG|3LWND|4LIT|5AART|6RCR|8CDMG|9RPLT
260	11113 26356	   	179.43	DCR|3VULN|1AART|1DMG|1FLTHEA	14aVULN|2AART|3FEWX|5RMIN|6RCVC|7RCR|8DMG|9FLTHEA
261	13423 12116	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5RCR|6AART|8BEXP|9DUR|aERES
262	13423 12142	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	147VULN|2CDMG|3DMG|5RCR|6AART|8BEXP|9DUST|aASPD
263	13423 12213	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	147VULN|2CDMG|3DMG|5RCR|6AART|8BELT|9ASPD|aTLV
264	13423 12214	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	147VULN|2CDMG|3DMG|5RCR|6AART|8BELT|9ASPD|aERES
265	13423 12362	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5RCR|6AART|8CGEN|9TLV|aDUR
266	13423 12642	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	147VULN|2CDMG|3DMG|5RCR|6AART|8FEWX|9DUST|aASPD
267	14523 12532	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2RMIN|3CDMG|5RCR|6AART|8ERES|9DMG|aDUR
268	34154 33122	   	179.36	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1CGEN|2CDMG|3FLTHEA|4DUST|5DUR|6RCR|79VULN|8DMG|aAART
269	13423 11411	   	179.35	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|68AART|7ZMB|9DMSP|aCGEN
270	13423 11413	   	179.35	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|68AART|7ZMB|9DMSP|aLHND
271	13423 11414	   	179.35	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|68AART|7ZMB|9DMSP|aMLV
272	13423 11451	   	179.35	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|68AART|7ZMB|9RPLT|aFEWX
273	11553 11352	   	179.34	DCR|2VULN|1AART|1DMG|2ZMB|1FLTHEA	15VULN|2AART|35ZMB|4RCVC|5BPWR|6LHND|7RCR|8DMG|9FLTHEA|aFEWX
274	11553 11353	   	179.34	DCR|2VULN|1AART|1DMG|2ZMB|1FLTHEA	15VULN|2AART|35ZMB|4RCVC|5BPWR|6LHND|7RCR|8DMG|9FLTHEA|aLIT
275	11553 31336	   	179.34	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	15VULN|2AART|35ZMB|4RCVC|5BPWR|69LWND|7RCR|8DMG|aCDMG
276	11553 31352	   	179.34	DCR|2VULN|1AART|1DMG|2ZMB|1FLTHEA	15VULN|2AART|35ZMB|4RCVC|5BPWR|6LWND|7RCR|8DMG|9FLTHEA|aFEWX
277	11553 31353	   	179.34	DCR|2VULN|1AART|1DMG|2ZMB|1FLTHEA	15VULN|2AART|35ZMB|4RCVC|5BPWR|6LWND|7RCR|8DMG|9FLTHEA|aLIT
278	11116 21124	   	179.33	DCR|3VULN|1AART|1DMG|1CDMG	148VULN|2AART|3FEWX|5RPLT|6RCR|7LWND|9CDMG|aDMG
279	11116 25124	   	179.33	DCR|3VULN|1AART|1DMG|1CDMG	148VULN|2AART|3FEWX|5RPLT|6RCR|7LHND|9CDMG|aDMG
280	13423 12562	   	179.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5RCR|6AART|8ERES|9TLV|aDUR
281	13423 11412	   	179.25	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|68AART|7ZMB|9DMSP|aERES
282	13423 11416	   	179.25	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|68AART|7ZMB|9DMSP|aDUST
283	13423 11423	   	179.25	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|68AART|7ZMB|9ERES|aLWND
284	13423 11424	   	179.25	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|68AART|7ZMB|9ERES|aMLV
285	13423 11426	   	179.25	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|68AART|7ZMB|9ERES|aDMSP
286	13423 11433	   	179.25	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|68AART|7ZMB|9TLV|aLWND
287	13423 11434	   	179.25	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|68AART|7ZMB|9TLV|aMLV
288	13423 11436	   	179.25	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|68AART|7ZMB|9TLV|aDMSP
289	13423 11452	   	179.25	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|68AART|7ZMB|9RPLT|aERES
290	13423 11453	   	179.25	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	14VULN|2CDMG|3DMG|5RCR|68AART|7ZMB|9RPLT|aMBVNT
291	11116 22124	   	179.23	DCR|3VULN|1AART|1DMG|1CDMG	148VULN|2AART|3FEWX|5RPLT|6RCR|7DUST|9CDMG|aDMG
292	11234 64112	   	179.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2AART|3BELT|4CDMG|58DMG|6ZMB|7RCR|9LHND|aDUR
293	11234 64122	   	179.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2AART|3BELT|4CDMG|58DMG|6ZMB|7RCR|9FEWX|aDUR
294	11234 64312	   	179.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2AART|3BELT|4CDMG|59DMG|6ZMB|7RCR|8FEWX|aDUR
295	11234 64211	   	179.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2AART|3BELT|4CDMG|59DMG|6ZMB|7RCR|8DUR|aCGEN
296	11234 64231	   	179.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	19VULN|2AART|3BELT|4CDMG|5DMG|6ZMB|7RCR|8DUR|aCGEN
297	11443 53323	   	179.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1aVULN|2AART|3CGEN|4ASPD|5LWND|6DMG|7RCR|8ZMB|9CDMG
298	11541 11314	   	179.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1aVULN|2AART|3ZMB|4ASPD|56CGEN|7RCR|8DMG|9CDMG
299	13323 41356	   	179.19	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA|1SELL	1aVULN|26CDMG|3SELL|4LWND|5AART|7RCR|8DMG|9FLTHEA
300	11313 51541	   	179.17	DCR|3VULN|1AART|2ASPD|1CDMG|1FLTHEA	145VULN|2AART|3CDMG|6aASPD|7TLV|8FLTHEA|9RCR
301	11313 53541	   	179.17	DCR|3VULN|1AART|1FLTHEA|2ASPD|1CDMG	145VULN|2AART|3CDMG|6aASPD|7ERES|8FLTHEA|9RCR
302	11531 51216	 * 	179.14	DCR|3VULN|3ZMB|1AART|2DUR	18aVULN|2AART|368ZMB|4LIT|5aDUR|78aDUST|8aBPWR|9RCR
303	11234 64213	   	179.12	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2AART|3BELT|4CDMG|59DMG|6ZMB|7RCR|8DUR|aBASICY
304	11234 64233	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	19VULN|2AART|3BELT|4CDMG|5DMG|6ZMB|7RCR|8DUR|aBASICY
305	11314 34336	   	179.07	DCR|3VULN|1AART|2FLTHEA|1CDMG|1ASPD	14aVULN|2AART|3CDMG|5aLIT|6ASPD|7BASICY|8aFLTHEA|9RCR|aBPWR
306	11321 34336	   	179.07	DCR|3VULN|1AART|2FLTHEA|1CDMG|1ASPD	15aVULN|2AART|3CDMG|4aLIT|6ASPD|7BASICY|8aFLTHEA|9RCR|aBPWR
307	13421 12211	   	179.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5BEXP|6AART|8RCR|9DUR|aRPLT
308	13421 12213	   	179.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5BEXP|6AART|8RCR|9DUR|aLWND
309	13421 12215	   	179.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5BEXP|6AART|8RCR|9DUR|aFEWX
310	13421 12216	   	178.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2CDMG|3DMG|5BEXP|6AART|8RCR|9DUR|aERES
311	13421 12242	   	178.97	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	147VULN|2CDMG|3DMG|5BEXP|6AART|8RCR|9DUST|aASPD
312	13423 13562	   	178.96	ACR|3VULN|1AART|1DMG|2CDMG	149VULN|29CDMG|3DMG|5RCR|6AART|7ERES|89BEXP|9BPWR|aLHND
313	13423 14316	   	178.96	ACR|3VULN|1AART|1DMG|2CDMG	14aVULN|2aCDMG|3DMG|5RCR|6AART|7LIT|8aCGEN|9LEGI|aBPWR
314	13426 11352	   	178.96	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	14VULN|2CDMG|3DMG|5DUR|6AART|7ZMB|8RMIN|9RCR|aASPD
315	11313 51542	   	178.87	DCR|3VULN|1AART|2CDMG|1FLTHEA|1ASPD	145VULN|2AART|3aCDMG|6ASPD|7TLV|8FLTHEA|9RCR
316	11313 51543	   	178.87	DCR|3VULN|1AART|2FLTHEA|1CDMG|1ASPD	145VULN|2AART|3CDMG|6ASPD|7TLV|8aFLTHEA|9RCR
317	11313 53542	   	178.87	DCR|3VULN|1AART|2CDMG|1FLTHEA|1ASPD	145VULN|2AART|3aCDMG|6ASPD|7ERES|8FLTHEA|9RCR
318	11313 53543	   	178.87	DCR|3VULN|1AART|2FLTHEA|1CDMG|1ASPD	145VULN|2AART|3CDMG|6ASPD|7ERES|8aFLTHEA|9RCR
319	13423 13116	   	178.86	ACR|3VULN|1AART|1DMG|2CDMG	14aVULN|2aCDMG|3DMG|5RCR|6AART|7ERES|8aLIT|9LEGI|aBPWR
320	13423 13563	   	178.86	ACR|3VULN|1AART|1DMG|2CDMG	149VULN|29CDMG|3DMG|5RCR|6AART|7ERES|89BEXP|9BPWR|aDUST
321	16316 21124	   	178.73	DCR|3VULN|1AART|1DMG|1CDMG	148VULN|2FEWX|3AART|5RPLT|6RCR|7LWND|9CDMG|aDMG
322	13423 15241	   	178.66	ACR|3VULN|1AART|1DMG|2CDMG	14aVULN|28CDMG|3DMG|5RCR|6AART|79DUST
323	15512 14341	   	178.65	DCR|3VULN|2DMG|1CDMG|2DUR	16aVULN|2aDMG|3MBVNT|4LIT|5CDMG|7RCVC|8RCR|9aDUR|aBPWR
324	15512 84341	   	178.65	DCR|3DMG|2VULN|1CDMG|2DUR	1aVULN|26aDMG|3MBVNT|4LIT|5CDMG|7RCVC|8RCR|9aDUR|aBPWR
325	62432 13422	   	178.65	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB|1DUR	19CDMG|2DUR|3DMG|4BASICY|5RCR|67VULN|8ZMB|aAART
326	13423 62326	   	178.64	ACR|4VULN|2DMG|1CDMG	147aVULN|2CDMG|39DMG|5RCR|6RMIN|8RPLT
327	16316 22124	   	178.63	DCR|3VULN|1AART|1DMG|1CDMG	148VULN|2FEWX|3AART|5RPLT|6RCR|7DUST|9CDMG|aDMG
328	11513 21351	   	178.62	DCR|2VULN|2DMG|1AART|1ZMB	19VULN|2AART|3ZMB|49aERES|5RMIN|6RCVC|7RCR|89DMG|9BPWR
329	11513 21352	   	178.62	DCR|2VULN|2DMG|1AART|1ZMB	19VULN|2AART|3ZMB|49ERES|5RMIN|6RCVC|7RCR|89DMG|9BPWR|aDUST
330	15233 52314	   	178.59	ACR|4VULN|2DMG|1ZMB	178aVULN|28DMG|3LWND|4RCR|5CGEN|68LHND|8BPWR|9ZMB
331	13421 13362	   	178.44	DCR|3VULN|1AART|1DMG|2CDMG	149VULN|29CDMG|3DMG|5BEXP|6AART|79ERES|8RCR|9BPWR|aLHND
332	13421 13366	   	178.44	DCR|3VULN|1AART|1DMG|2CDMG	149VULN|29CDMG|3DMG|5BEXP|6AART|79ERES|8RCR|9BPWR|aLWND
