0	Index      	 *	Score 	Summary	Detail	
1	23233 34436	 * 	208.51	DCR|5VULN|3DMG|3ASPD	16789VULN|2RCVC|3DMSP|479ASPD|579DMG|79BPWR|aRCR
166	34131 21416	 * 	181.52	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|468VULN|5SELL|6BPWR|7DLOT|9AART|aDUST
167	24232 51432	   	181.34	DCR|3VULN|1AART|1DMG|2CDMG	148VULN|2aCDMG|3DMG|5AART|6LSRREG|7RCR|9RMIN
168	34232 51432	   	181.34	DCR|3VULN|1AART|1DMG|2CDMG	1DMG|2aCDMG|348VULN|5AART|6LSRREG|7RCR|9RMIN
169	33115 61632	   	181.25	DCR|3DMG|2VULN|2ASPD|2DUR	124DMG|39ASPD|5RCVC|6RCR|79DUR|89VULN|9BPWR|aCGEN
170	24232 22623	   	181.23	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	148VULN|2CDMG|3DMG|5AART|6DUST|7ZMB|9RCR|aLWND
171	24232 22624	   	181.23	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	148VULN|2CDMG|3DMG|5AART|6DUST|7ZMB|9RCR|aCGEN
172	24232 22625	   	181.23	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	148VULN|2CDMG|3DMG|5AART|6DUST|7ZMB|9RCR|aFEWX
173	24232 22626	   	181.23	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	148VULN|2CDMG|3DMG|5AART|6DUST|7ZMB|9RCR|aBELT
174	34232 22623	   	181.23	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|348VULN|5AART|6DUST|7ZMB|9RCR|aLWND
175	34232 22624	   	181.23	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|348VULN|5AART|6DUST|7ZMB|9RCR|aCGEN
176	34232 22625	   	181.23	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|348VULN|5AART|6DUST|7ZMB|9RCR|aFEWX
177	34232 22626	   	181.23	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|348VULN|5AART|6DUST|7ZMB|9RCR|aBELT
178	33115 61633	   	181.15	DCR|3DMG|2VULN|2ASPD|2DUR	124DMG|39ASPD|5RCVC|6RCR|79DUR|89VULN|9BPWR|aERES
179	23622 33636	   	181.07	DCR|3VULN|2DMG|1AART|1ZMB	179VULN|2RCVC|3ZMB|46DMG|5LWND|8AART|aRCR
180	25222 33636	   	181.07	DCR|3VULN|2DMG|1AART|1ZMB	179VULN|2ZMB|3RCVC|46DMG|5LWND|8AART|aRCR
181	34131 21425	 * 	181.02	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|468VULN|5SELL|6BPWR|7DLOT|9BEXP|aAART
182	34131 23216	 * 	181.02	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|467VULN|5SELL|6BPWR|8CGEN|9AIRHEA|aAART
183	24232 22422	 * 	180.88	DCR|2VULN|2AART|1DMG|2ZMB|1CDMG	14VULN|2CDMG|3DMG|58AART|6DUST|7aZMB|9RCR
184	34232 22422	   	180.88	DCR|2VULN|2AART|1DMG|2ZMB|1CDMG	1DMG|2CDMG|34VULN|58AART|6DUST|7aZMB|9RCR
185	36216 21531	 * 	180.88	DCR|2AART|2DMG|3CDMG|1VULN	13DMG|2DMSP|3BPWR|469CDMG|57AART|8RCR|aVULN
186	21312 46323	   	180.76	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	17VULN|2FEWX|3ASPD|4ZMB|58DMG|6RCR|9CGEN|aAART
187	21312 46353	   	180.76	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	17VULN|2FEWX|3ASPD|4ZMB|58DMG|6RCR|9MLV|aAART
188	51323 33551	   	180.66	DCR|3VULN|1AART|1DMG|2ASPD|2DUR	12ASPD|35DUR|4DMG|67aVULN|8AART|9RCR
189	51333 33551	   	180.66	DCR|3VULN|1AART|1DMG|2ASPD|2DUR	12ASPD|34DUR|5DMG|67aVULN|8AART|9RCR
190	32126 33451	   	180.41	DCR|3VULN|2DMG|1AART|1ASPD	14DMG|2ERES|3TLV|58aVULN|6AART|7ASPD|9RCR
191	23213 16635	   	180.37	DCR|4VULN|2DMG|1ZMB	1789VULN|2RCVC|3DMSP|45DMG|6RCR|aZMB
192	33221 21151	   	180.32	DCR|4VULN|3DMG	123DMG|36BPWR|46LIT|569aVULN|7LHND|8RCR
193	12232 36516	   	180.28	ACR|2VULN|2DMG|1AART|1FLTHEA	14DUST|2RCR|3FEWX|59DMG|67VULN|8AART|aFLTHEA
194	43232 21526	   	180.22	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	16FEWX|2CDMG|39DMG|4aVULN|5RCR|7DUR|8AART
195	43232 51521	   	180.22	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1FEWX|2CDMG|39DMG|46VULN|5RCR|7DUR|8AART|aBEXP
196	43232 51522	   	180.22	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1aFEWX|2CDMG|39DMG|46VULN|5RCR|7DUR|8AART
197	33221 51151	   	180.22	DCR|4VULN|3DMG	123DMG|3BPWR|4LIT|569aVULN|7LHND|8RCR
198	24222 51521	   	180.12	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	16VULN|2CDMG|39DMG|4DUST|5RCR|7DUR|8AART|aBEXP
199	24222 51522	   	180.12	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	16VULN|2CDMG|39DMG|4DUST|5RCR|7DUR|8AART|aFEWX
200	34222 51521	   	180.12	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19DMG|2CDMG|36VULN|4DUST|5RCR|7DUR|8AART|aBEXP
201	34222 51522	   	180.12	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19DMG|2CDMG|36VULN|4DUST|5RCR|7DUR|8AART|aFEWX
202	24222 52523	   	180.12	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	16VULN|2CDMG|39DMG|4DUST|5RCR|7LHND|8AART|aDUR
203	34222 52523	   	180.12	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19DMG|2CDMG|36VULN|4DUST|5RCR|7LHND|8AART|aDUR
204	33221 24156	   	180.10	DCR|3VULN|3DMG|1ASPD|1DUR	123DMG|36BPWR|46LIT|569VULN|7DUR|8RCR|aASPD
205	23621 23551	   	180.08	DCR|4VULN|1AART|1DMG|1ZMB	167aVULN|2RCVC|3ZMB|4DMG|56BEXP|6BPWR|8AART|9RCR
206	23622 23651	   	180.08	DCR|4VULN|1AART|1DMG|1ZMB	167aVULN|2RCVC|3ZMB|4DMG|56LWND|6BPWR|8AART|9RCR
207	25221 23551	   	180.08	DCR|4VULN|1AART|1DMG|1ZMB	167aVULN|2ZMB|3RCVC|4DMG|56BEXP|6BPWR|8AART|9RCR
208	25222 23651	   	180.08	DCR|4VULN|1AART|1DMG|1ZMB	167aVULN|2ZMB|3RCVC|4DMG|56LWND|6BPWR|8AART|9RCR
209	25422 22352	   	180.08	DCR|4VULN|1AART|1DMG|1ZMB	136aVULN|2ZMB|4DMG|56LWND|6BPWR|7CGEN|8AART|9RCR
210	34112 12524	 * 	179.79	ACR|2VULN|3CDMG|1AART|1DMG|1ASPD	1DMG|259CDMG|3RCR|4ASPD|6MLV|7aVULN|8AART
211	34621 34231	 * 	179.68	DCR|4VULN|2DMG|2CDMG|1SELL	17DMG|27CDMG|3DMSP|4SELL|5679VULN|7BPWR|8CGEN|aRCR
212	23213 16553	   	179.67	DCR|3VULN|2DMG|1AART	17aVULN|2RCVC|3DMSP|45DMG|6RCR|8AART|9FEWX
213	43232 12526	   	179.60	ACR|2VULN|2DMG|1AART|2CDMG	1FEWX|26CDMG|39DMG|4aVULN|5RCR|7LHND|8AART
214	43232 13526	   	179.60	ACR|2VULN|2DMG|1AART|2CDMG	1FEWX|26CDMG|39DMG|4aVULN|5RCR|7BEXP|8AART
215	32143 13534	   	179.57	DCR|3DMG|2VULN|1AART	15aDMG|2aERES|3TLV|4RCVC|6RCR|7CGEN|8AART|9aVULN|aBPWR
216	24222 12526	   	179.50	ACR|2VULN|2DMG|1AART|2CDMG	1aVULN|26CDMG|39DMG|4DUST|5RCR|7LHND|8AART
217	24222 13526	   	179.50	ACR|2VULN|2DMG|1AART|2CDMG	1aVULN|26CDMG|39DMG|4DUST|5RCR|7FEWX|8AART
218	34222 12526	   	179.50	ACR|2VULN|2DMG|1AART|2CDMG	19DMG|26CDMG|3aVULN|4DUST|5RCR|7LHND|8AART
219	34222 13526	   	179.50	ACR|2VULN|2DMG|1AART|2CDMG	19DMG|26CDMG|3aVULN|4DUST|5RCR|7FEWX|8AART
220	32133 13534	   	179.47	DCR|3DMG|2VULN|1AART	15aDMG|24aERES|3TLV|6RCR|7CGEN|8AART|9aVULN|aBPWR
221	31341 33551	   	179.41	DCR|3VULN|2DMG|1AART|1ASPD	14DMG|2ASPD|35BEXP|67aVULN|8AART|9RCR
222	33121 13651	   	179.41	DCR|3VULN|2DMG|1AART|1ASPD	12DMG|3ASPD|4RCVC|57aVULN|6LHND|8AART|9RCR
223	33121 36651	   	179.41	DCR|3VULN|2DMG|1AART|1ASPD	12DMG|3ASPD|4RCVC|56aVULN|7LHND|8AART|9RCR
224	33125 33551	   	179.41	DCR|3VULN|2DMG|1AART|1ASPD	12DMG|3ASPD|4RCVC|5BEXP|67aVULN|8AART|9RCR
225	33162 33651	   	179.41	DCR|3VULN|2DMG|1AART|1ASPD	12DMG|3ASPD|45LWND|67aVULN|8AART|9RCR
226	36111 13651	   	179.41	DCR|3VULN|2DMG|1AART|1ASPD	14DMG|2DMSP|3ASPD|57aVULN|6LHND|8AART|9RCR
227	31125 33651	   	179.31	DCR|3VULN|2DMG|1AART|1ASPD	14DMG|2ASPD|3TLV|5MLV|67aVULN|8AART|9RCR
228	43231 33516	   	179.27	DCR|2VULN|2DMG|2AART|1CDMG|1SELL	1FEWX|2CDMG|36DMG|47VULN|5SELL|89AART|aRCR
229	31122 53651	   	179.21	DCR|3VULN|2DMG|1AART|1ASPD	14DMG|2ASPD|3TLV|57aVULN|6ERES|8AART|9RCR
230	35262 31135	   	179.19	ACR|3DMG|2AART|1VULN|1DUR	14aDMG|24LIT|39AART|4BPWR|5RCR|6DUR|7LSRICY|8VULN
231	12312 55111	   	179.13	ACR|2DMG|2AART|1VULN|1ZMB|1ASPD	1DUST|2RCR|3ASPD|4ZMB|56DMG|78AART|9CGEN|aVULN
232	34136 11523	   	179.04	ACR|2DMG|1AART|1VULN|2CDMG|2DUR	19DMG|26CDMG|3RCR|4VULN|5LHND|7aDUR|8AART
233	12311 15231	   	179.03	ACR|2DMG|2AART|1VULN|1ZMB|1ASPD	1DUST|2RCR|3ASPD|4ZMB|5ERES|68DMG|79AART|aVULN
234	34142 21522	   	179.00	ACR|2DMG|1AART|1VULN|2CDMG|2DUR|1SELL	19DMG|29CDMG|3RCR|4CGEN|5SELL|6LWND|79DUR|8AART|9BPWR|aVULN
235	12212 66523	 * 	178.90	ACR|4VULN|1AART|1DMG	1DUST|2RCR|3FEWX|467aVULN|5DMG|8AART|9LWND
236	42242 11512	   	178.78	ACR|3DMG|1AART|1VULN|1ASPD|1DUR	13FEWX|2RCR|469DMG|5VULN|7DUR|8AART|aASPD
237	42312 15336	   	178.64	ACR|2VULN|2DMG|1AART|1ZMB	18aFEWX|2RCR|3aCGEN|4ZMB|56DMG|7AART|9aVULN|aBPWR
238	35262 23132	   	178.59	ACR|3DMG|2VULN|1AART	14aDMG|24aLIT|3AART|4aBPWR|5RCR|6BEXP|7LWND|8aVULN|9RMIN
239	35262 26132	   	178.59	ACR|3DMG|2VULN|1AART	14aDMG|24aLIT|3AART|4aBPWR|5RCR|6BEXP|7LHND|8aVULN|9RMIN
240	42242 13611	   	178.55	ACR|3DMG|1AART|1VULN|1CDMG	13FEWX|2RCR|469DMG|5VULN|7LWND|8AART|aCDMG
