0	Index      	 *	Score 	Summary	Detail	
1	14132 63325	 * 	197.69	DCR|2AART|2DMG|2CDMG|1VULN|3DUR	189DUR|23AART|4LWND|58DMG|6RCR|78CDMG|8BPWR|aVULN
163	14532 11251	   	170.84	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|1ZMB	15DUR|2AART|3RMIN|4DMG|67CDMG|8RCR|9VULN|aZMB
164	14132 63631	   	170.69	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1DUR|23AART|4LWND|5DMG|6RCR|78CDMG|9DUST|aVULN
165	24526 12212	 * 	170.59	ACR|3VULN|1AART|2ASPD|1ZMB	18CANHEL|2RCR|38ASPD|4LIT|5ZMB|6AART|78aVULN|8BPWR|9FEWX
166	14112 63632	   	170.59	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1DUR|23AART|4VULN|5DMG|6RCR|78CDMG|9DUST|aMBVNT
167	14112 62522	   	169.77	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|23AART|4VULN|5DMG|6RCR|7LHND|8BEXP|9CDMG
168	14112 63123	   	169.77	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|23AART|4VULN|5DMG|6RCR|7CDMG|8BELT|9RPLT
169	14112 63312	   	169.77	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|23AART|4VULN|5DMG|6RCR|7CDMG|8LWND|9FEWX
170	14112 63325	   	169.77	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|23AART|4VULN|5DMG|6RCR|7CDMG|8LWND|9MLV
171	14132 62322	   	169.77	DCR|2AART|1DMG|1VULN|1CDMG|2DUR	1aDUR|23AART|4LWND|5DMG|6RCR|7LHND|8VULN|9CDMG
172	14132 66322	   	169.77	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|23AART|4LWND|5DMG|6RCR|7FEWX|8VULN|9CDMG
173	14133 63315	   	169.77	DCR|2AART|1VULN|2CDMG|2ASPD|2DUR	18DUR|23AART|4LWND|58ASPD|6RCR|78CDMG|8BPWR|9MLV|aVULN
174	14133 63341	   	169.77	DCR|2AART|2CDMG|1VULN|2ASPD|2DUR	18DUR|23AART|4LWND|58ASPD|6RCR|78CDMG|8BPWR|9LHND|aVULN
175	11523 31261	   	169.74	DCR|3VULN|2DMG|2DUR|1ASPD	17DUR|267VULN|3ERES|4ASPD|57LIT|7BPWR|8RCR|9aDMG
176	14112 63222	   	169.67	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|23AART|4VULN|5DMG|6RCR|7CDMG|8ERES|9RCVC
177	14112 63512	   	169.67	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|23AART|4VULN|5DMG|6RCR|7CDMG|8LEGI|9FEWX
178	14133 63331	   	169.67	DCR|2AART|2CDMG|1VULN|2ASPD|2DUR	18DUR|23AART|4LWND|58ASPD|6RCR|78CDMG|8BPWR|9DUST|aVULN
179	12211 12155	   	169.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LWND|3RCVC|4DMG|5CDMG|68VULN|7ZMB|9RCR|aAART
180	11211 12355	   	169.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|26VULN|3RCVC|4DMG|5CDMG|7ZMB|8LWND|9RCR|aAART
181	24334 13263	 * 	169.46	ACR|2AART|1VULN|1DMG|2ASPD|1ZMB	18CANHEL|2RCR|38CGEN|4VULN|5aAART|6ZMB|78ASPD|8BPWR|9DMG
182	34311 12155	   	169.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|26VULN|3TLV|4DMG|5CDMG|7ZMB|8DUR|9RCR|aAART
183	35311 12155	   	169.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3TLV|4DMG|5CDMG|68VULN|7ZMB|9RCR|aAART
184	24512 21431	   	169.36	ACR|2VULN|1DMG|2CDMG|2ASPD|1ZMB	1CANHEL|2RCR|35ASPD|45CDMG|5BPWR|6aVULN|7ZMB|8DMG|9BEXP
185	24334 43313	   	169.33	ACR|2AART|2DMG|1VULN|1DUR	1CANHEL|2RCR|36CGEN|4VULN|5aAART|79DMG|8DUR
186	24334 62213	   	169.33	ACR|2AART|2VULN|1DMG|1DUR	1CANHEL|2RCR|3CGEN|4aVULN|58AART|6BEXP|7DUR|9DMG
187	14422 63313	   	169.30	DCR|2DMG|1AART|2CDMG|2DUR|1ASPD	18DUR|2AART|34LWND|58DMG|6RCR|78CDMG|8BPWR|9MLV|aASPD
188	14116 31116	   	169.30	DCR|3VULN|2AART|2DUR	15DUR|23AART|47aVULN|6RCR|8FEWX|9BEXP
189	14116 31125	   	169.30	DCR|3VULN|2AART|2DUR	15DUR|23AART|47aVULN|6RCR|8FEWX|9RPLT
190	14116 31136	   	169.30	DCR|3VULN|2AART|2DUR	15DUR|23AART|47aVULN|6RCR|8FEWX|9RCVC
191	13111 12152	   	169.30	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	12DUR|3FEWX|4aDMG|5CDMG|68VULN|7ZMB|9RCR
192	24512 21411	   	169.26	ACR|2VULN|1DMG|2CDMG|2ASPD|1ZMB	1CANHEL|2RCR|35ASPD|45CDMG|5BPWR|6aVULN|7ZMB|8DMG|9MBVNT
193	14116 31216	   	169.20	DCR|3VULN|2AART|2DUR	15DUR|23AART|47aVULN|6RCR|8DUST|9BEXP
194	14116 31236	   	169.20	DCR|3VULN|2AART|2DUR	15DUR|23AART|47aVULN|6RCR|8DUST|9RCVC
195	14116 31433	   	169.20	DCR|3VULN|2AART|2DUR	15DUR|23AART|47aVULN|6RCR|8DLOT|9RPLT
196	14116 33216	   	169.20	DCR|3VULN|2AART|2DUR	15DUR|23AART|49aVULN|6RCR|7FEWX|8DUST
197	14136 31216	   	169.20	DCR|3VULN|2AART|2DUR	15DUR|23AART|4LWND|6RCR|79aVULN|8DUST
198	14113 63411	   	168.96	DCR|2AART|1VULN|2ASPD|1CDMG|1ZMB|1DUR	1DUR|23AART|4VULN|58ASPD|6RCR|7CDMG|9MLV|aZMB
199	14113 62212	   	168.94	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	1DUR|23AART|49VULN|5ASPD|6RCR|7LHND|8MLV|aCDMG
200	14113 63111	   	168.94	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	1DUR|23AART|4aVULN|5ASPD|6RCR|7CDMG|8BELT|9LWND
201	14113 63131	   	168.94	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	1DUR|23AART|4aVULN|5ASPD|6RCR|7CDMG|8BELT|9FEWX
202	14113 63316	   	168.94	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	1DUR|23AART|4aVULN|5ASPD|6RCR|7CDMG|8LWND|9FEWX
203	14113 63341	   	168.94	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	1DUR|23AART|4aVULN|5ASPD|6RCR|7CDMG|8LWND|9BELT
204	14113 66212	   	168.94	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	1DUR|23AART|49VULN|5ASPD|6RCR|7FEWX|8MLV|aCDMG
205	14121 43652	   	168.91	DCR|2AART|2VULN|2CDMG|2DUR	1aDUR|23AART|4MLV|5MBVNT|6BELT|7aVULN|8RCR|9aCDMG|aBPWR
206	14113 63141	   	168.84	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	1DUR|23AART|4aVULN|5ASPD|6RCR|7CDMG|8BELT|9DUST
207	14113 63225	   	168.84	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	1DUR|23AART|4aVULN|5ASPD|6RCR|7CDMG|8ERES|9RCVC
208	14113 63236	   	168.84	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	1DUR|23AART|4aVULN|5ASPD|6RCR|7CDMG|8ERES|9MLV
209	14132 63243	   	168.84	DCR|2AART|2DMG|1CDMG|1DUR|1ASPD	1DUR|23AART|4LWND|59DMG|6RCR|7CDMG|8ERES|aASPD
210	14132 62362	   	168.77	DCR|2AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1DUR|23AART|4LWND|5DMG|6RCR|7LHND|8VULN|9ZMB|aASPD
211	24331 33422	   	168.74	ACR|4VULN|1AART|1ZMB	18CANHEL|2RCR|38CGEN|4678VULN|5RPLT|8BPWR|9ZMB|aAART
212	24331 33122	   	168.64	ACR|4VULN|1AART|1ZMB	1CANHEL|2RCR|3CGEN|4678VULN|5RPLT|9ZMB|aAART
213	24334 52213	   	168.63	ACR|2VULN|2DMG|1AART	18CANHEL|2RCR|3CGEN|48VULN|5AART|68DMG|7RMIN|8BPWR|9DMSP|aRPLT
214	24334 52221	   	168.63	ACR|2VULN|2DMG|1AART	18CANHEL|2RCR|3CGEN|48VULN|5AART|68DMG|7RMIN|8BPWR|9BEXP|aLWND
215	24334 52231	   	168.63	ACR|2VULN|2DMG|1AART	18CANHEL|2RCR|3CGEN|48VULN|5AART|68DMG|7RMIN|8BPWR|9LSRICY|aLWND
216	24334 52232	   	168.63	ACR|2VULN|2DMG|1AART	18CANHEL|2RCR|3CGEN|48VULN|5AART|68DMG|7RMIN|8BPWR|9LSRICY|aMLV
217	24334 52233	   	168.63	ACR|2VULN|2DMG|1AART	18CANHEL|2RCR|3CGEN|48VULN|5AART|68DMG|7RMIN|8BPWR|9LSRICY|aRPLT
218	32116 63335	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2ASPD|3FEWX|4NUKE|5AART|6RCR|7CDMG|8DMG|9aVULN
219	24526 22311	 * 	168.56	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1CANHEL|2RCR|37ASPD|4LIT|5ZMB|6CDMG|8DMG|9VULN|aAART
220	24334 52223	   	168.53	ACR|2VULN|2DMG|1AART	18CANHEL|2RCR|3CGEN|48VULN|5AART|68DMG|7RMIN|8BPWR|9BEXP|aDUST
221	14112 62211	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|49VULN|5DMG|6RCR|7LHND|8aMLV
222	14112 62213	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|49VULN|5DMG|6RCR|7LHND|8MLV|aBELT
223	14112 62215	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|49VULN|5DMG|6RCR|7aLHND|8MLV
224	14112 62216	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|49VULN|5DMG|6RCR|7LHND|8MLV|aLWND
225	14112 62241	   	168.41	DCR|2AART|2DMG|1VULN|1DUR	1DUR|23AART|4VULN|59DMG|6RCR|7LHND|8aMLV
226	14112 62243	   	168.41	DCR|2AART|2DMG|1VULN|1DUR	1DUR|23AART|4VULN|59DMG|6RCR|7LHND|8MLV|aBELT
227	14112 62331	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7LHND|9CGEN|aMLV
228	14112 62332	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7LHND|9CGEN|aFEWX
229	14112 62335	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7aLHND|9CGEN
230	14112 62336	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7LHND|9CGEN|aLWND
231	14112 62431	   	168.41	DCR|2AART|2DMG|1VULN|1DUR	1DUR|23AART|4VULN|58DMG|6RCR|7LHND|9CGEN|aMLV
232	14112 62432	   	168.41	DCR|2AART|2DMG|1VULN|1DUR	1DUR|23AART|4VULN|58DMG|6RCR|7LHND|9CGEN|aFEWX
233	14112 66211	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|49VULN|5DMG|6RCR|7FEWX|8aMLV
234	14112 66213	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|49VULN|5DMG|6RCR|7FEWX|8MLV|aRCVC
235	14112 66331	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7FEWX|9CGEN|aMLV
236	14112 66332	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7FEWX|9CGEN|aBELT
237	14112 66333	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7FEWX|9aCGEN
238	14111 31531	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|47VULN|5DMSP|6RCR|8DMG|9CGEN|aLHND
239	14111 31532	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|47VULN|5DMSP|6RCR|8DMG|9CGEN|aBELT
240	14111 31533	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|47VULN|5DMSP|6RCR|8DMG|9CGEN|aLIT
241	14111 31535	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|47VULN|5DMSP|6RCR|8DMG|9CGEN|aMLV
242	14111 31541	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|47VULN|5DMSP|6RCR|8DMG|9aLHND
243	14111 31621	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|47VULN|58aDMSP|6RCR|9DMG
244	14111 31623	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|47VULN|58DMSP|6RCR|9DMG|aLHND
245	14111 31624	   	168.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|47VULN|58DMSP|6RCR|9DMG|aRCVC
246	11531 16632	 * 	168.32	DCR|4VULN|1AART|3DUR|1SELL	148DUR|2689VULN|38ERES|5SELL|7RCR|8BPWR|aAART
247	14112 62214	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|49VULN|5DMG|6RCR|7LHND|8MLV|aERES
248	14112 62321	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7LHND|9DUST|aFEWX
249	14112 62322	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7LHND|9DUST|aMLV
250	14112 62323	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7LHND|9DUST|aLSRICY
251	14112 62325	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7aLHND|9DUST
252	14112 62333	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7LHND|9CGEN|aMBVNT
253	14112 62334	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7LHND|9CGEN|aERES
254	14112 62361	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7LHND|9ERES|aMLV
255	14112 62362	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7LHND|9ERES|aFEWX
256	14112 62421	   	168.31	DCR|2AART|2DMG|1VULN|1DUR	1DUR|23AART|4VULN|58DMG|6RCR|7LHND|9DUST|aFEWX
257	14112 62422	   	168.31	DCR|2AART|2DMG|1VULN|1DUR	1DUR|23AART|4VULN|58DMG|6RCR|7LHND|9DUST|aMLV
258	14112 62423	   	168.31	DCR|2AART|2DMG|1VULN|1DUR	1DUR|23AART|4VULN|58DMG|6RCR|7LHND|9DUST|aLSRICY
259	14112 62433	   	168.31	DCR|2AART|2DMG|1VULN|1DUR	1DUR|23AART|4VULN|58DMG|6RCR|7LHND|9CGEN|aMBVNT
260	14112 66321	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7FEWX|9DUST|aBELT
261	14111 31511	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|47VULN|5DMSP|6RCR|8DMG|9DUST|aLHND
262	14111 31515	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|47VULN|5DMSP|6RCR|8DMG|9DUST|aRPLT
263	14111 31516	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|47VULN|5DMSP|6RCR|8DMG|9DUST|aFEWX
264	14111 31542	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|47VULN|5DMSP|6RCR|8DMG|9LHND|aTLV
265	14132 62335	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|4LWND|5DMG|6RCR|7LHND|8aVULN|9DUST
266	14111 31641	 * 	168.27	DCR|3VULN|3AART|1DUR	1DUR|239AART|47aVULN|58DMSP|6RCR
267	14112 62363	   	168.21	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|48VULN|5DMG|6RCR|7LHND|9ERES|aMBVNT
268	14111 31514	   	168.21	DCR|2AART|2VULN|1DMG|1DUR	1DUR|23AART|47VULN|5DMSP|6RCR|8DMG|9aDUST
269	42526 31333	   	168.19	DCR|2VULN|1AART|3ASPD|1DMG	13CGEN|238ASPD|3BPWR|47VULN|5AART|6RCR|9FEWX|aDMG
270	14111 31513	   	168.07	DCR|2AART|2VULN|1DMG|1DUR|1SELL	1DUR|23AART|47VULN|5DMSP|6RCR|8DMG|9DUST|aSELL
271	14215 63311	   	168.00	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1DUR|2AART|3DUST|489VULN|5ASPD|6ZMB|7RCR|aMLV
272	14215 63312	   	168.00	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1DUR|2AART|3DUST|489VULN|5ASPD|6ZMB|7RCR|aBELT
273	14215 63313	   	168.00	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1DUR|2AART|3DUST|489VULN|5ASPD|6ZMB|7RCR|aCGEN
274	32526 31333	   	167.99	DCR|2VULN|1AART|3ASPD|1DMG	13ERES|238ASPD|3BPWR|47VULN|5AART|6RCR|9FEWX|aDMG
275	32526 31351	   	167.99	DCR|2VULN|1AART|3ASPD|1DMG	13ERES|238ASPD|3BPWR|47VULN|5AART|6RCR|9DMG|aBELT
276	32526 31362	   	167.99	DCR|2VULN|1AART|3ASPD|1DMG	13ERES|238ASPD|3BPWR|47VULN|5AART|6RCR|9LWND|aDMG
277	52526 31333	   	167.99	DCR|2VULN|1AART|3ASPD|1DMG	13TLV|238ASPD|3BPWR|47VULN|5AART|6RCR|9FEWX|aDMG
278	34211 16161	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|26VULN|3RMIN|4DMG|5CDMG|7RCR|8LIT|9AART|aZMB
279	24334 23263	   	167.88	ACR|4VULN|1AART|1DUR	178CANHEL|2RCR|39CGEN|4789VULN|5AART|678LWND|789BPWR|aDUR
