0	Index      	 *	Score 	Summary	Detail	
1	32143 33215	 * 	204.28	ACR|3DMG|2VULN|1AART|1CDMG|1DUR	1LWND|2RCR|3aVULN|459DMG|6AART|7DUR|8CDMG
173	11221 36311	   	178.27	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1BEXP|2AART|3ZMB|4ERES|59DMG|6RCR|7aVULN|8SELL
174	21631 36311	   	178.27	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1DUST|2AART|3CGEN|4ZMB|59DMG|6RCR|7aVULN|8SELL
175	21216 12215	   	178.27	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1DUST|25AART|3ZMB|4VULN|6aDUR|7RCR|8CDMG|9DMG
176	42233 11421	   	178.26	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ERES|25DMG|3ZMB|4ASPD|68VULN|7RCR|9MLV|aAART
177	32143 43236	   	178.19	ACR|2VULN|2DMG|1AART|1ZMB|1SELL	1LWND|2RCR|36VULN|45DMG|7AART|8LHND|9ZMB|aSELL
178	21221 36311	   	178.17	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1DUST|2AART|3ZMB|4ERES|59DMG|6RCR|7aVULN|8SELL
179	21261 36314	   	178.17	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1DUST|2AART|3ZMB|4TLV|59DMG|6RCR|7aVULN|8SELL
180	42233 11461	   	178.16	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ERES|25DMG|3ZMB|4ASPD|68VULN|7RCR|9NUKE|aAART
181	32143 33312	   	178.09	ACR|3DMG|1AART|1VULN|2DUR|1SELL	1LWND|2RCR|3VULN|459DMG|6AART|7aDUR|8SELL
182	11122 14344	   	178.04	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|23AART|4ZMB|5RCR|6DUR|7ASPD|8DMG|9CDMG|aVULN
183	32143 33516	   	177.97	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1LWND|2RCR|3VULN|45DMG|6AART|7DUR|8LHND|9ASPD|aCDMG
184	31342 31562	   	177.82	ACR|2VULN|2DMG|1AART|2DUR|1SELL	1aLWND|29DUR|3RCR|4aDMG|5BELT|6AART|7aVULN|8SELL|aBPWR
185	14231 36311	   	177.77	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1BEXP|2CGEN|3AART|4ZMB|59DMG|6RCR|7aVULN|8SELL
186	24231 36311	   	177.67	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1DUST|2CGEN|3AART|4ZMB|59DMG|6RCR|7aVULN|8SELL
187	31343 45112	   	177.61	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1LWND|2DUR|3RCR|45DMG|6aVULN|7ASPD|8ERES|9AART
188	46231 36311	   	177.57	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1ERES|2DUST|3AART|4ZMB|59DMG|6RCR|7aVULN|8SELL
189	31344 31121	 * 	177.55	ACR|3DMG|1AART|1VULN|3DUR	1LWND|256DUR|3RCR|456DMG|56BPWR|7LIT|8MLV|9VULN|aAART
190	31344 31321	   	177.55	ACR|3DMG|1AART|1VULN|3DUR	1LWND|256DUR|3RCR|456DMG|56BPWR|7LIT|8CGEN|9VULN|aAART
191	32143 32162	   	177.55	ACR|3DMG|2AART|1VULN	1LWND|2RCR|3VULN|459DMG|68AART|7RMIN|aFEWX
192	32143 32163	   	177.55	ACR|3DMG|2AART|1VULN	1LWND|2RCR|3VULN|459DMG|68AART|7RMIN|aMGNLIT
193	32143 32164	   	177.55	ACR|3DMG|2AART|1VULN	1LWND|2RCR|3VULN|459DMG|68AART|7aRMIN
194	32143 32166	   	177.55	ACR|3DMG|2AART|1VULN	1aLWND|2RCR|3VULN|459DMG|68AART|7RMIN
195	32145 62112	   	177.49	ACR|3DMG|1AART|1VULN|2DUR|1SELL	1LWND|2RCR|3VULN|489DMG|5SELL|6aDUR|7AART
196	56173 44112	   	177.46	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2MBVNT|3DUST|47VULN|59DMG|6RCR|8AART|aRCVC
197	56173 44113	   	177.46	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2MBVNT|3DUST|47VULN|59DMG|6RCR|8AART|aLWND
198	31344 31621	   	177.45	ACR|3DMG|1AART|1VULN|3DUR	1LWND|256DUR|3RCR|456DMG|56BPWR|7LIT|8ERES|9VULN|aAART
199	31344 32135	   	177.45	ACR|3DMG|1AART|1VULN|3DUR	1LWND|256DUR|3RCR|456DMG|56BPWR|7RPLT|8ERES|9VULN|aAART
200	32143 31161	   	177.45	ACR|3DMG|2AART|1VULN	1LWND|2RCR|3VULN|459DMG|68AART|7ERES|aDMSP
201	32143 31163	   	177.45	ACR|3DMG|2AART|1VULN	1LWND|2RCR|3VULN|459DMG|68AART|7ERES|aLIT
202	32143 31164	   	177.45	ACR|3DMG|2AART|1VULN	1LWND|2RCR|3VULN|459DMG|68AART|7ERES|aRMIN
203	32143 31165	   	177.45	ACR|3DMG|2AART|1VULN	1LWND|2RCR|3VULN|459DMG|68AART|7ERES|aLHND
204	32143 31626	   	177.45	ACR|3DMG|2AART|1VULN	1LWND|2RCR|3VULN|458DMG|6aAART|7ERES|9RPLT
205	32143 32161	   	177.45	ACR|3DMG|2AART|1VULN	1LWND|2RCR|3VULN|459DMG|68AART|7RMIN|aLEGI
206	31343 23553	   	177.37	ACR|2VULN|2DMG|1AART|2DUR	16aLWND|2aDUR|3RCR|45DMG|7AART|8LSRREG|9aVULN|aBPWR
207	56173 44111	   	177.36	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2MBVNT|3DUST|47VULN|59DMG|6RCR|8AART|aERES
208	32143 45334	   	177.35	ACR|3DMG|2VULN|2DUR|1ASPD	19LWND|2RCR|36VULN|459DMG|79DUR|8MBVNT|9BPWR|aASPD
209	32146 52234	   	177.35	ACR|3DMG|2VULN|2DUR|1ASPD	19LWND|2RCR|37VULN|489DMG|59DUR|6MBVNT|9BPWR|aASPD
210	32143 31166	   	177.35	ACR|3DMG|2AART|1VULN	1LWND|2RCR|3VULN|459DMG|68AART|7aERES
211	54313 11112	   	177.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2CGEN|368VULN|4MLV|5AART|7DUR|9RCR|aDMG
212	42132 21533	   	177.27	DCR|3DMG|2VULN|2CDMG|1DUR	135ERES|236DMG|36BPWR|46VULN|79CDMG|8RCR|aDUR
213	42132 21535	   	177.27	DCR|3DMG|2VULN|2CDMG|1ASPD	135ERES|236DMG|36BPWR|46VULN|79CDMG|8RCR|aASPD
214	56173 44114	   	177.22	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1CDMG|2MBVNT|3DUST|47VULN|59DMG|6RCR|8AART|aSELL
215	11213 22244	 * 	177.17	DCR|4VULN|1AART|1CDMG|1ZMB	1BEXP|2AART|3ZMB|478aVULN|5CDMG|6FEWX|9RCR
216	11213 33244	   	177.17	DCR|4VULN|1AART|1CDMG|1ZMB	1BEXP|2AART|3ZMB|468aVULN|5CDMG|7LWND|9RCR
217	32333 33244	 * 	177.15	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1LWND|2RCR|3RMIN|46ASPD|56DMG|6BPWR|7AART|8LHND|9CDMG|aVULN
218	32143 13112	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2RCR|3aVULN|45DMG|6ZMB|7FEWX|8ERES|9AART
219	32143 15112	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2RCR|3aVULN|45DMG|6ZMB|7LHND|8ERES|9AART
220	32143 21112	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2RCR|3aVULN|45DMG|6LHND|7ZMB|8ERES|9AART
221	32143 61112	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2RCR|3aVULN|45DMG|6FEWX|7ZMB|8ERES|9AART
222	21213 33244	   	177.07	DCR|4VULN|1AART|1CDMG|1ZMB	1DUST|2AART|3ZMB|468aVULN|5CDMG|7LWND|9RCR
223	32352 13161	 * 	176.95	ACR|3VULN|2AART|1DMG	1LWND|2RCR|3RMIN|4MLV|56aVULN|78AART|9DMG
224	51623 11336	   	176.70	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|2TLV|3LWND|48DMG|5AART|69VULN|7ASPD|aRCR
225	51613 16112	   	176.64	DCR|3VULN|1AART|1DMG|2CDMG	17CDMG|27TLV|3LWND|4MLV|5AART|678VULN|7BPWR|9RCR|aDMG
226	11221 36442	   	176.58	DCR|3VULN|1AART|1DMG|1ZMB	1BEXP|2AART|3ZMB|4ERES|5DMG|6RCR|79aVULN|8LWND
227	11221 36142	   	176.48	DCR|3VULN|1AART|1DMG|1ZMB	1BEXP|2AART|3ZMB|4ERES|5DMG|6RCR|79aVULN|8DUST
228	21221 36442	   	176.48	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2AART|3ZMB|4ERES|5DMG|6RCR|79aVULN|8LWND
229	31343 46132	   	176.47	ACR|3DMG|2VULN|1CDMG|1DUR	17LWND|2DUR|3RCR|457DMG|67VULN|7BPWR|8RCVC|9CDMG|aCGEN
230	31343 46133	   	176.47	ACR|3DMG|2VULN|1CDMG|1DUR	17LWND|2DUR|3RCR|457DMG|67VULN|7BPWR|8RCVC|9CDMG|aLHND
231	31343 46321	   	176.47	ACR|3DMG|2VULN|1CDMG|1DUR	17LWND|2DUR|3RCR|457DMG|67VULN|7BPWR|8RPLT|9CDMG|aLIT
232	31343 46322	   	176.47	ACR|3DMG|2VULN|1CDMG|1DUR	17LWND|2DUR|3RCR|457DMG|67VULN|7BPWR|8RPLT|9CDMG|aRMIN
233	31343 46323	   	176.47	ACR|3DMG|2VULN|1CDMG|1DUR	17LWND|2DUR|3RCR|457DMG|67VULN|7BPWR|8RPLT|9CDMG|aBEXP
234	32333 33662	 * 	176.40	ACR|3DMG|1AART|3ASPD|1ZMB	1LWND|2RCR|3RMIN|46aASPD|569DMG|6BPWR|7AART|8ZMB
235	31346 54234	   	176.37	ACR|3DMG|2VULN|1CDMG|1DUR	159LWND|2DUR|3RCR|489DMG|6MBVNT|79VULN|9BPWR|aCDMG
236	11221 36351	   	176.34	DCR|3VULN|1AART|1DMG|1ZMB|1SELL	1BEXP|2AART|3ZMB|4ERES|5DMG|6RCR|79aVULN|8SELL
237	21631 36351	   	176.34	DCR|3VULN|1AART|1DMG|1ZMB|1SELL	1DUST|2AART|3CGEN|4ZMB|5DMG|6RCR|79aVULN|8SELL
238	32143 33225	   	176.33	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1LWND|2RCR|3VULN|45DMG|6AART|7aDUR|8CDMG|9LIT
239	32143 33253	   	176.33	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1LWND|2RCR|3VULN|45DMG|6AART|7aDUR|8CDMG|9RMIN
240	31343 42431	   	176.27	ACR|3DMG|2VULN|1CDMG|1DUR	1LWND|2DUR|3RCR|458DMG|69VULN|7BELT|aCDMG
241	31343 62131	   	176.27	ACR|3DMG|2VULN|1CDMG|1DUR	1LWND|2DUR|3RCR|456DMG|7aVULN|8RCVC|9CDMG
242	31343 62324	   	176.27	ACR|3DMG|2VULN|1CDMG|1DUR	1LWND|2DUR|3RCR|456DMG|7aVULN|8RPLT|9CDMG
243	21221 36351	   	176.24	DCR|3VULN|1AART|1DMG|1ZMB|1SELL	1DUST|2AART|3ZMB|4ERES|5DMG|6RCR|79aVULN|8SELL
244	32143 33235	   	176.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1LWND|2RCR|3VULN|45DMG|6AART|7aDUR|8CDMG|9ERES
245	32143 33263	   	176.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1LWND|2RCR|3VULN|45DMG|6AART|7aDUR|8CDMG|9TLV
246	31312 62266	   	176.17	ACR|2VULN|2DMG|1AART|2DUR	1LWND|2aDUR|3RCR|4BEXP|5ERES|6aDMG|7LIT|8aVULN|9AART|aBPWR
247	42442 33211	   	176.15	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1ERES|29DMG|3DUST|4AART|5ASPD|6RCR|7DUR|8CDMG|aVULN
248	31344 43112	   	176.07	ACR|2VULN|2DMG|1AART|2DUR	1LWND|25DUR|3RCR|45DMG|5BPWR|6aVULN|7MLV|8ERES|9AART
249	14231 36142	   	175.98	DCR|3VULN|1AART|1DMG|1ZMB	1BEXP|2CGEN|3AART|4ZMB|5DMG|6RCR|79aVULN|8DUST
250	31143 41353	   	175.86	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1LWND|2DUR|36VULN|45DMG|7ERES|8RCR|9ZMB|aAART
251	14231 36351	   	175.84	DCR|3VULN|1AART|1DMG|1ZMB|1SELL	1BEXP|2CGEN|3AART|4ZMB|5DMG|6RCR|79aVULN|8SELL
252	32143 34115	   	175.77	ACR|2DMG|2AART|1VULN|1ASPD|1DUR	1LWND|2RCR|3VULN|45DMG|68AART|7ASPD|9CGEN|aDUR
253	32143 34135	   	175.77	ACR|2DMG|2AART|1VULN|1DUR|1ASPD	1LWND|2RCR|3VULN|45DMG|68AART|7ASPD|9MLV|aDUR
254	32143 34141	   	175.77	ACR|2DMG|2AART|1VULN|1DUR|1ASPD	1aLWND|2RCR|3VULN|45DMG|68AART|7ASPD|9DUR
255	32143 34142	   	175.77	ACR|2DMG|2AART|1VULN|1DUR|1ASPD	1LWND|2RCR|3VULN|45DMG|68AART|7ASPD|9DUR|aBELT
256	32143 34143	   	175.77	ACR|2DMG|2AART|1VULN|1DUR|1ASPD	1LWND|2RCR|3VULN|45DMG|68AART|7ASPD|9DUR|aLIT
257	24231 36351	   	175.74	DCR|3VULN|1AART|1DMG|1ZMB|1SELL	1DUST|2CGEN|3AART|4ZMB|5DMG|6RCR|79aVULN|8SELL
258	32513 33356	   	175.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	14LWND|2RCR|3AIRHEA|5AART|6ZMB|7VULN|8aDMG|9CDMG
259	32513 13125	   	175.57	ACR|2VULN|2DMG|1AART|1DUR	149LWND|2RCR|39AIRHEA|5AART|6DUR|7aVULN|89DMG|9BPWR
260	32513 13153	   	175.57	ACR|2VULN|2DMG|1AART|1DUR	14aLWND|2RCR|3aAIRHEA|5AART|6DUR|79VULN|8aDMG|aBPWR
261	11252 16421	 * 	175.41	ACR|1AART|1VULN|2CDMG|1DMG|2ZMB|2DUR	148BEXP|2AART|34ZMB|48BPWR|5RCR|68DUR|78CDMG|9VULN|aDMG
262	11221 34236	   	175.38	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|29AART|3ZMB|4ERES|5DMG|6RCR|7ASPD|8VULN|aCDMG
263	21631 34236	   	175.38	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|29AART|3CGEN|4ZMB|5DMG|6RCR|7ASPD|8VULN|aCDMG
264	32143 31452	   	175.34	ACR|2DMG|2AART|1VULN|1CDMG	1LWND|2RCR|3VULN|45DMG|6aAART|7ERES|8CANSTR|9CDMG
265	32143 33514	   	175.33	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1LWND|2RCR|3VULN|45DMG|6AART|7DUR|8LHND|9ASPD|aZMB
266	32143 33612	   	175.33	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1LWND|2RCR|3VULN|45DMG|6AART|7DUR|8ZMB|9LIT|aASPD
267	11213 31144	   	175.30	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1BEXP|2AART|3ZMB|46aVULN|5CDMG|78DUR|9RCR
268	11213 62144	   	175.30	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1BEXP|2AART|3ZMB|47aVULN|5CDMG|68DUR|9RCR
269	32143 21524	   	175.30	ACR|3DMG|1AART|1VULN|1ZMB	1LWND|2RCR|3VULN|45aDMG|6LHND|7ZMB|8RPLT|9AART
270	21221 34236	   	175.28	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|29AART|3ZMB|4ERES|5DMG|6RCR|7ASPD|8VULN|aCDMG
271	21261 34236	   	175.28	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|29AART|3ZMB|4TLV|5DMG|6RCR|7ASPD|8VULN|aCDMG
272	32143 33114	   	175.23	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1LWND|2RCR|3VULN|45DMG|6AART|7DUR|8DUST|9ASPD|aZMB
273	32143 33652	   	175.23	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1LWND|2RCR|3VULN|45DMG|6AART|7DUR|8ZMB|9ASPD|aERES
274	32143 33653	   	175.23	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1LWND|2RCR|3VULN|45DMG|6AART|7DUR|8ZMB|9ASPD|aDUST
275	21213 31144	   	175.20	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1DUST|2AART|3ZMB|46aVULN|5CDMG|78DUR|9RCR
276	32143 32636	   	175.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2RCR|3VULN|45DMG|6AART|7RMIN|8RPLT|9CDMG|aZMB
277	31343 32136	   	175.08	ACR|3DMG|1VULN|1CDMG|2DUR|1ZMB	1LWND|26DUR|3RCR|456DMG|6BPWR|7VULN|8RCVC|9CDMG|aZMB
278	31343 36136	   	175.08	ACR|3DMG|1VULN|1CDMG|2DUR|1ZMB	1LWND|26DUR|3RCR|456DMG|6BPWR|7MLV|8VULN|9CDMG|aZMB
279	32143 33524	   	174.97	ACR|2VULN|2DMG|1AART|1DUR	1aLWND|2RCR|39VULN|45DMG|6AART|7DUR|8LHND
280	32143 33525	   	174.97	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|39VULN|45DMG|6AART|7DUR|8LHND|aCGEN
281	32143 33526	   	174.97	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|39VULN|45DMG|6AART|7DUR|8LHND|aRPLT
282	32143 34213	   	174.97	ACR|2VULN|2DMG|1AART|1ASPD	1LWND|2RCR|39VULN|45DMG|6AART|7ASPD|8LIT|aBEXP
283	32143 34226	   	174.97	ACR|2VULN|2DMG|1AART|1ASPD	1LWND|2RCR|3aVULN|45DMG|6AART|7ASPD|89LIT
284	32143 34263	   	174.97	ACR|2VULN|2DMG|1AART|1ASPD	1LWND|2RCR|3aVULN|45DMG|6AART|7ASPD|8LIT|9LHND
285	51513 16113	 * 	174.97	DCR|3VULN|2AART|2CDMG|1DUR	17CDMG|27TLV|3DUR|4MLV|5aAART|678VULN|7BPWR|9RCR
286	31343 54534	   	174.95	ACR|3DMG|2VULN|2DUR|1ASPD	19LWND|28DUR|3RCR|459DMG|6MBVNT|79VULN|9BPWR|aASPD
287	61363 35212	   	174.88	DCR|4VULN|1AART|1DMG	1RPLT|2348VULN|5DMG|6AART|7RCR|9SNIHEL|aRCVC
288	14231 34236	   	174.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2CGEN|39AART|4ZMB|5DMG|6RCR|7ASPD|8VULN|aCDMG
289	32143 31552	   	174.87	ACR|2VULN|2DMG|1AART|1ASPD	1LWND|2RCR|3aVULN|45DMG|6AART|7ERES|8BEXP|9ASPD
290	32143 33124	   	174.87	ACR|2VULN|2DMG|1AART|1DUR	1aLWND|2RCR|39VULN|45DMG|6AART|7DUR|8DUST
291	32143 33125	   	174.87	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|39VULN|45DMG|6AART|7DUR|8DUST|aCGEN
292	32143 33126	   	174.87	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|39VULN|45DMG|6AART|7DUR|8DUST|aRPLT
293	32143 33522	   	174.87	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|39VULN|45DMG|6AART|7DUR|8LHND|aERES
294	32143 33523	   	174.87	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|39VULN|45DMG|6AART|7DUR|8LHND|aDUST
295	32143 34211	   	174.87	ACR|2VULN|2DMG|1AART|1ASPD	1LWND|2RCR|39VULN|45DMG|6AART|7ASPD|8LIT|aBASHEA
296	32143 36522	   	174.87	ACR|2VULN|2DMG|1AART|1DUR	18LWND|2RCR|37VULN|45DMG|6AART|9TLV|aDUR
297	31146 32314	   	174.80	DCR|2VULN|2DMG|1AART|2DUR|1SELL	1LWND|25DUR|3aVULN|49DMG|6AART|7RCR|8SELL
298	61363 35331	   	174.78	DCR|4VULN|1AART|1DMG	1RPLT|234aVULN|5DMG|6AART|7RCR|8NUKE|9ERES
299	24231 34236	   	174.78	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2CGEN|39AART|4ZMB|5DMG|6RCR|7ASPD|8VULN|aCDMG
300	32143 31352	   	174.77	ACR|2VULN|2DMG|1AART|1ASPD	1LWND|2RCR|3aVULN|45DMG|6AART|7ERES|8DUST|9ASPD
301	32143 33122	   	174.77	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|39VULN|45DMG|6AART|7DUR|8DUST|aERES
302	32143 33123	   	174.77	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|39VULN|45DMG|6AART|7DUR|8aDUST
303	11111 16344	   	174.76	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1BEXP|23AART|4DUST|58DMG|6DUR|7CDMG|9RCR|aVULN
304	31343 63421	   	174.73	ACR|3DMG|1AART|1VULN|2DUR	1LWND|27DUR|3RCR|456DMG|8AART|9VULN|aLHND
305	31343 63422	   	174.73	ACR|3DMG|1AART|1VULN|2DUR	1LWND|27DUR|3RCR|456DMG|8AART|9VULN|aLIT
306	32143 33344	   	174.73	ACR|2VULN|2DMG|1AART|1DUR|1SELL	19LWND|2RCR|3aVULN|45DMG|6AART|7DUR|8SELL
307	32143 36122	   	174.73	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1LWND|2RCR|37VULN|45DMG|6AART|8SELL|9DUR|aFEWX
308	32143 36123	   	174.73	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1LWND|2RCR|37VULN|45DMG|6AART|8SELL|9DUR|aLHND
309	32143 36125	   	174.73	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1LWND|2RCR|37VULN|45DMG|6AART|8SELL|9DUR|aBEXP
310	32144 33314	   	174.73	ACR|2VULN|2DMG|1AART|1DUR|1SELL	15LWND|2RCR|3aVULN|49DMG|6AART|7DUR|8SELL
311	32623 31364	   	174.73	ACR|2VULN|2DMG|1AART|1DUR|1SELL	14LWND|2RCR|3SELL|58DMG|6AART|7DUR|9aVULN
312	21631 36412	   	174.68	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1DUST|2AART|3aCGEN|4ZMB|5DMG|6RCR|7aVULN|8LWND|9aASPD|aBPWR
313	14216 12251	   	174.65	DCR|3VULN|2AART|1CDMG|1DUR	1BEXP|2CGEN|35AART|49aVULN|6DUR|7RCR|8CDMG
314	61363 35211	   	174.64	DCR|4VULN|1AART|1DMG|1SELL	1RPLT|2348VULN|5DMG|6AART|7RCR|9SNIHEL|aSELL
315	31343 63423	   	174.63	ACR|3DMG|1AART|1VULN|2DUR	1LWND|27DUR|3RCR|456DMG|8AART|9VULN|aDUST
316	32143 36112	   	174.63	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1LWND|2RCR|37VULN|45DMG|6AART|8SELL|9SNIHEL|aDUR
317	32143 36121	   	174.63	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1LWND|2RCR|37VULN|45DMG|6AART|8SELL|9DUR|aERES
318	32146 35122	   	174.63	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1LWND|2RCR|3VULN|48DMG|5DUR|6ASPD|7AART|9ZMB|aERES
319	32146 35123	   	174.63	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1LWND|2RCR|3VULN|48DMG|5DUR|6ASPD|7AART|9ZMB|aDUST
320	31143 32626	   	174.62	DCR|2DMG|2AART|1VULN|1ZMB|1DUR	1LWND|2DUR|3VULN|45DMG|6aAART|7RCR|8ZMB|9RPLT
321	11221 32211	   	174.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2AART|3ZMB|4ERES|59DMG|6RCR|7LWND|8CDMG|aVULN
322	11221 36213	   	174.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2AART|3ZMB|4ERES|59DMG|6RCR|7VULN|8CDMG|aLIT
323	11221 36215	   	174.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aBEXP|2AART|3ZMB|4ERES|59DMG|6RCR|7VULN|8CDMG
324	11221 36253	   	174.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2AART|3ZMB|4ERES|5DMG|6RCR|79VULN|8CDMG|aLIT
325	11221 36255	   	174.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aBEXP|2AART|3ZMB|4ERES|5DMG|6RCR|79VULN|8CDMG
326	21631 36213	   	174.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2AART|3CGEN|4ZMB|59DMG|6RCR|7VULN|8CDMG|aLIT
327	21631 36215	   	174.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2AART|3CGEN|4ZMB|59DMG|6RCR|7VULN|8CDMG|aBEXP
328	21631 36216	   	174.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2AART|3CGEN|4ZMB|59DMG|6RCR|7VULN|8CDMG|aFEWX
329	21631 36253	   	174.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2AART|3CGEN|4ZMB|5DMG|6RCR|79VULN|8CDMG|aLIT
330	32333 33611	   	174.50	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1LWND|2RCR|3RMIN|46ASPD|56DMG|6BPWR|7AART|8ZMB|9CGEN|aVULN
331	32333 33631	   	174.50	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1LWND|2RCR|3RMIN|46ASPD|56DMG|6BPWR|7AART|8ZMB|9MLV|aVULN
332	11221 36231	   	174.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2AART|3ZMB|49ERES|5DMG|6RCR|7aVULN|8CDMG
333	21221 32211	   	174.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2AART|3ZMB|4ERES|59DMG|6RCR|7LWND|8CDMG|aVULN
334	21221 36213	   	174.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2AART|3ZMB|4ERES|59DMG|6RCR|7VULN|8CDMG|aLIT
335	21221 36215	   	174.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2AART|3ZMB|4ERES|59DMG|6RCR|7VULN|8CDMG|aBEXP
336	21221 36216	   	174.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2AART|3ZMB|4ERES|59DMG|6RCR|7VULN|8CDMG|aFEWX
337	21221 36253	   	174.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2AART|3ZMB|4ERES|5DMG|6RCR|79VULN|8CDMG|aLIT
338	21221 36255	   	174.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2AART|3ZMB|4ERES|5DMG|6RCR|79VULN|8CDMG|aBEXP
339	21221 36256	   	174.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2AART|3ZMB|4ERES|5DMG|6RCR|79VULN|8CDMG|aFEWX
