0	Index      	 *	Score 	Summary	Detail	
1	53221 26622	 * 	193.92	DCR|3DMG|2VULN|1AART|1CDMG	1aVULN|2RPLT|3AART|468DMG|5MLV|7RCR|9CDMG
162	56236 32233	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1VULN|25DMG|35DUR|4RCR|5BPWR|6CDMG|7ERES|8LWND|9BEXP|aAART
163	32624 34221	   	169.07	DCR|4VULN|1AART|1CDMG	1FEWX|24DUST|348aVULN|4BPWR|5BELT|6RCR|7CDMG|9AART
164	32623 12651	   	169.07	DCR|4VULN|1AART|1CDMG	1FEWX|24DUST|348aVULN|4BPWR|5AART|6RPLT|7RCR|9CDMG
165	24324 52322	 * 	169.05	DCR|4VULN|3ZMB|1CDMG	1RCVC|247ZMB|3459VULN|4BPWR|6BELT|8RCR|aCDMG
166	51236 61223	 * 	168.90	ACR|3ZMB|1AART|1DMG|1VULN|1FLTHEA	1VULN|25LHND|357ZMB|4RCR|5BPWR|6DUST|8AART|9DMG|aFLTHEA
167	56413 13123	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	15VULN|2aDMG|3LIT|4BELT|6CDMG|7RCR|8DUR|9ZMB
168	56232 13523	   	168.73	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1aVULN|27DMG|3DUR|4RCR|5SELL|6RMIN|8AART|9RCVC
169	56233 41322	   	168.73	ACR|2VULN|2AART|1DMG|2DUR	18VULN|2DMG|38DUR|4RCR|5RPLT|68TLV|79AART|8BPWR|aRCVC
170	56532 13212	   	168.69	ACR|3VULN|3DMG|1SELL	18aVULN|278DMG|38DUST|4RCR|5SELL|6RMIN|8BPWR|9LHND
171	56232 33523	   	168.63	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1aVULN|27DMG|3DUR|4RCR|5SELL|6ERES|8AART|9RCVC
172	56233 41323	   	168.63	ACR|2VULN|2AART|1DMG|2DUR	18VULN|2DMG|38DUR|4RCR|5RPLT|68TLV|79AART|8BPWR|aERES
173	11133 21313	   	168.55	DCR|2VULN|2DMG|1AART|1DUR	1aDUST|259LWND|3DUR|4AART|6aDMG|7aVULN|8RCR|aBPWR
174	56232 33533	   	168.53	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1aVULN|27DMG|3DUR|4RCR|5SELL|69ERES|8AART
175	51233 81351	   	168.44	ACR|3VULN|2DMG|2ZMB	179VULN|29LHND|37ZMB|4RCR|5MBVNT|67DMG|79BPWR|89FEWX|aRMIN
176	51233 81353	   	168.44	ACR|3VULN|2DMG|2ZMB	179VULN|29LHND|37ZMB|4RCR|5MBVNT|67DMG|79BPWR|89FEWX|aCGEN
177	51233 81354	   	168.44	ACR|3VULN|2DMG|2ZMB	179VULN|29LHND|37ZMB|4RCR|5MBVNT|67DMG|79BPWR|89FEWX|aRCVC
178	32623 12643	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1FEWX|24DUST|348VULN|4BPWR|5AART|6RPLT|7RCR|9DUR|aDMG
179	56231 33161	   	168.27	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|28DMG|3DUR|4RCR|5MLV|6CGEN|7DUST|9AART
180	51233 81262	   	168.24	ACR|3VULN|2DMG|2ZMB	17aVULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8RPLT|9FEWX
181	51233 81312	   	168.24	ACR|3VULN|2DMG|2ZMB	17aVULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8FEWX|9RPLT
182	51233 81372	   	168.24	ACR|3VULN|2DMG|2ZMB	17aVULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8FEWX|9BELT
183	51233 81422	   	168.24	ACR|3VULN|2DMG|2ZMB	17aVULN|28LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|9RCVC
184	51233 81442	   	168.24	ACR|3VULN|2DMG|2ZMB	17aVULN|28LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|9BEXP
185	51233 81452	   	168.24	ACR|3DMG|2VULN|2ZMB	17VULN|28LHND|37ZMB|4RCR|5MBVNT|679DMG|7BPWR|aCGEN
186	51233 81453	   	168.24	ACR|3DMG|2VULN|2ZMB	17VULN|28LHND|37ZMB|4RCR|5MBVNT|679DMG|7BPWR|aBEXP
187	51233 81482	   	168.24	ACR|3VULN|2DMG|2ZMB	17aVULN|289LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR
188	51233 81723	   	168.24	ACR|3VULN|2DMG|2ZMB	17aVULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8LWND|9CGEN
189	56231 23161	   	168.17	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|28DMG|3DUR|4RCR|5MLV|6TLV|7DUST|9AART
190	51233 81138	   	168.14	ACR|3DMG|2VULN|2ZMB	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67aDMG|7BPWR|8TLV|9MGNSTR
191	51233 81252	   	168.14	ACR|3VULN|2DMG|2ZMB	17aVULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8RPLT|9DUST
192	51233 81412	   	168.14	ACR|3VULN|2DMG|2ZMB	17aVULN|28LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|9LEGI
193	51233 81435	   	168.14	ACR|3VULN|2DMG|2ZMB	17aVULN|28LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|9ERES
194	51233 81451	   	168.14	ACR|3DMG|2VULN|2ZMB	17VULN|28LHND|37ZMB|4RCR|5MBVNT|679DMG|7BPWR|aDUST
195	51233 81462	   	168.14	ACR|3VULN|2DMG|2ZMB	17aVULN|28LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|9DUST
196	51233 81512	   	168.14	ACR|3VULN|2DMG|2ZMB	17aVULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8DUST|9RPLT
197	51233 64172	   	168.14	ACR|3VULN|2DMG|2ZMB	19aVULN|2LHND|39ZMB|4RCR|5MBVNT|6ERES|7MLV|89DMG|9BPWR
198	56234 32221	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	18aVULN|2DMG|3DUR|4RCR|5FEWX|6AART|7CGEN|9ERES
199	56234 33232	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	18aVULN|2DMG|3DUR|4RCR|5FEWX|6AART|7TLV|9BEXP
200	56235 32221	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	18aVULN|2DMG|3DUR|4RCR|5BEXP|6AART|7CGEN|9ERES
201	51232 53212	   	168.09	ACR|3DMG|2VULN|2ZMB|1SELL	18VULN|29LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|aRPLT
202	51232 53216	   	168.09	ACR|3DMG|2VULN|2ZMB|1SELL	18VULN|29LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|aBEXP
203	51232 53231	   	168.09	ACR|3DMG|2VULN|2ZMB|1SELL	18VULN|2LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9LIT|aLWND
204	51232 53232	   	168.09	ACR|3DMG|2VULN|2ZMB|1SELL	18VULN|2LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9LIT|aRPLT
205	51232 53233	   	168.09	ACR|3DMG|2VULN|2ZMB|1SELL	18VULN|2aLHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9LIT
206	51232 53251	   	168.09	ACR|3DMG|2VULN|2ZMB|1SELL	18VULN|2LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9FEWX|aBELT
207	51232 53253	   	168.09	ACR|3DMG|2VULN|2ZMB|1SELL	18VULN|2LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9FEWX|aCGEN
208	51233 81142	   	168.04	ACR|3VULN|2DMG|2ZMB	17aVULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8TLV|9ERES
209	56234 33221	   	168.04	ACR|3VULN|1AART|1DMG|1DUR	18aVULN|2DMG|3DUR|4RCR|5FEWX|6AART|7TLV|9ERES
210	56235 33221	   	168.04	ACR|3VULN|1AART|1DMG|1DUR	18aVULN|2DMG|3DUR|4RCR|5BEXP|6AART|7TLV|9ERES
211	51232 53211	   	167.99	ACR|3DMG|2VULN|2ZMB|1SELL	18VULN|29LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|aDUST
212	51232 53241	   	167.99	ACR|3DMG|2VULN|2ZMB|1SELL	18VULN|2LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9DUST|aBELT
213	51232 53243	   	167.99	ACR|3DMG|2VULN|2ZMB|1SELL	18VULN|2LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9DUST|aCGEN
214	51232 53261	   	167.99	ACR|3DMG|2VULN|2ZMB|1SELL	18VULN|2LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9TLV|aCGEN
215	51232 53262	   	167.99	ACR|3DMG|2VULN|2ZMB|1SELL	18VULN|2LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9TLV|aFEWX
216	51232 53263	   	167.99	ACR|3DMG|2VULN|2ZMB|1SELL	18VULN|2aLHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9TLV
217	56233 22226	   	167.87	ACR|2VULN|2DMG|1AART|1DUR	18VULN|28DMG|3DUR|4RCR|5RPLT|6DUST|789FEWX|8BPWR|aAART
218	24322 33615	 * 	167.86	DCR|3VULN|3ZMB|1AART|1SELL	16RCVC|249ZMB|34aVULN|4BPWR|5SELL|7RCR|8AART
219	32623 24314	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|24DUST|34VULN|4BPWR|5AART|6aDMG|7DUR|8RCR|9LWND
220	32623 24334	   	167.85	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|24DUST|34VULN|4BPWR|5AART|6aDMG|7DUR|8RCR|9RMIN
221	55623 23113	 * 	167.78	ACR|2AART|2DMG|2VULN|1FLTHEA|2MSE	14VULN|24MSE|3RCR|4BPWR|58AART|6aDMG|7CGEN|9FLTHEA
222	35142 24811	   	167.75	DCR|2VULN|2DMG|1AART|1ASPD	1FEWX|2ERES|3ASPD|4MBVNT|5AART|67DMG|8RCR|9aVULN
223	22363 32663	   	167.70	DCR|3VULN|2DMG|2DUR	1RCVC|2BELT|3aDUR|47aVULN|5LWND|6RCR|8LIT|9aDMG|aBPWR
224	55623 21113	 * 	167.68	ACR|2AART|2VULN|2DMG|1FLTHEA|2MSE	14VULN|24MSE|3RCR|4BPWR|58AART|6aDMG|7TLV|9FLTHEA
225	53233 62351	 * 	167.61	DCR|3VULN|2AART|1CDMG	14aVULN|2RPLT|38AART|5DUST|6BEXP|7RCR|9CDMG
226	32135 21361	   	167.61	DCR|2AART|2VULN|1DMG|2DUR	1FEWX|25DUST|35DUR|49AART|5BPWR|6DMG|7aVULN|8RCR
227	32136 21321	   	167.61	DCR|2AART|2VULN|1DMG|2DUR	1FEWX|2DUST|39DUR|45AART|6DMG|7aVULN|8RCR
228	51362 21361	 * 	167.37	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1SELL	19VULN|2LHND|3DUR|4BEXP|5SELL|6RCR|7AART|8FLTHEA|aDMG
229	51142 23211	   	167.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18VULN|28LHND|3RCVC|4CDMG|5RCR|6ZMB|78DMG|8BPWR|9FEWX|aDUR
230	51142 23235	   	167.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18VULN|28LHND|3RCVC|4CDMG|5RCR|6ZMB|78DMG|8BPWR|9DUR|aDMSP
231	51142 23241	   	167.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18VULN|28LHND|3RCVC|4CDMG|5RCR|6ZMB|78DMG|8BPWR|9BEXP|aDUR
232	53221 26312	 * 	166.99	DCR|2DMG|1AART|1VULN|2CDMG	1VULN|2RPLT|3AART|46DMG|5MLV|7RCR|8DMSP|9aCDMG
233	53221 46312	 * 	166.99	DCR|2VULN|1AART|1DMG|2CDMG	16VULN|2RPLT|3AART|4DMG|5MLV|7RCR|8DMSP|9aCDMG
234	51236 53213	   	166.94	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	18VULN|25LHND|35ZMB|4RCR|5BPWR|6ASPD|7AART|9MGNLIT|aDMG
235	51142 23232	   	166.92	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18VULN|28LHND|3RCVC|4CDMG|5RCR|6ZMB|78DMG|8BPWR|9DUR|aDUST
236	51142 23233	   	166.92	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18VULN|28LHND|3RCVC|4CDMG|5RCR|6ZMB|78DMG|8BPWR|9DUR|aERES
237	51142 23251	   	166.92	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18VULN|28LHND|3RCVC|4CDMG|5RCR|6ZMB|78DMG|8BPWR|9LEGI|aDUR
238	53221 26432	   	166.89	DCR|2DMG|1AART|1VULN|2CDMG	1VULN|2RPLT|3AART|46DMG|5MLV|7RCR|8LEGI|9aCDMG
239	53433 15113	 * 	166.89	DCR|2AART|1VULN|1DMG|1FLTHEA|1CDMG	1VULN|26RPLT|3CDMG|4ERES|58AART|7RCR|9FLTHEA|aDMG
240	32623 12625	 * 	166.87	DCR|4VULN|2AART	1FEWX|24DUST|348aVULN|4BPWR|59AART|6RPLT|7RCR
241	51142 23236	   	166.78	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1SELL	18VULN|28LHND|3RCVC|4CDMG|5RCR|6ZMB|78DMG|8BPWR|9DUR|aSELL
242	51236 33311	   	166.70	ACR|2DMG|1AART|1VULN|2ZMB|1DUR|1SELL	1VULN|25LHND|35ZMB|4RCR|5BPWR|6DUR|7AART|8SELL|9aDMG
243	51236 33315	   	166.70	ACR|2VULN|1AART|1DMG|2ZMB|1DUR|1SELL	1aVULN|25LHND|35ZMB|4RCR|5BPWR|6DUR|7AART|8SELL|9DMG
244	31652 24311	   	166.62	DCR|3VULN|1AART|1DMG|1DUR	1FEWX|29LWND|35aVULN|4AART|6DMG|7DUR|8RCR
245	31652 22342	   	166.62	DCR|3VULN|1AART|1DMG|1ASPD	1FEWX|2LWND|35aVULN|4AART|6DMG|7BEXP|8RCR|9ASPD
246	53411 21142	   	166.61	DCR|3VULN|2DMG|1CDMG	19aVULN|24RPLT|3CDMG|59FEWX|6LEGI|7RCR|89DMG|9BPWR
247	11652 22342	   	166.52	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|2LWND|35aVULN|4AART|6DMG|7FEWX|8RCR|9ASPD
248	11652 24311	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	1DUST|29LWND|35aVULN|4AART|6DMG|7DUR|8RCR
249	52433 24321	   	166.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1aVULN|2DUST|3ERES|4ZMB|5AART|6DMG|79DUR|8RCR
250	32623 12351	   	166.41	DCR|3VULN|2AART|1CDMG	1FEWX|24DUST|34aVULN|4BPWR|58AART|6RPLT|7RCR|9CDMG
251	56132 22422	   	166.41	DCR|2VULN|1AART|1DMG|3DUR|1ASPD	1aVULN|2DMG|3ASPD|456DUR|7RCR|8RCVC|9AART
252	56132 22521	   	166.41	DCR|2DMG|1AART|1VULN|3DUR|1ASPD	1VULN|28DMG|3ASPD|456DUR|7RCR|9AART|aLIT
253	56132 22523	   	166.41	DCR|2DMG|1AART|1VULN|3DUR|1ASPD	1VULN|28DMG|3ASPD|456DUR|7RCR|9AART|aMGNLIT
254	51236 22141	   	166.32	ACR|2VULN|2DMG|3ZMB	19VULN|259LHND|357ZMB|4RCR|59BPWR|6DMSP|89DMG|aRMIN
255	51236 22143	   	166.32	ACR|2VULN|2DMG|3ZMB	19VULN|259LHND|357ZMB|4RCR|59BPWR|6DMSP|89DMG|aCGEN
256	51233 81212	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|29LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8RPLT|aCDMG
257	51233 81232	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8RPLT|9LIT|aCDMG
258	51233 81242	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8RPLT|9RCVC|aCDMG
259	51233 81324	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8FEWX|9CGEN|aCDMG
260	51233 81812	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8CDMG|9CGEN|aMLV
261	51233 81813	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8CDMG|9CGEN|aDMSP
262	51233 81831	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8CDMG|9LIT|aCGEN
263	51233 81833	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8CDMG|9LIT|aLWND
264	51233 81842	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8CDMG|9BELT|aRCVC
265	51233 81844	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8CDMG|9BELT|aCGEN
266	56234 32233	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DMG|3DUR|4RCR|5FEWX|6AART|7CGEN|9BEXP|aCDMG
267	51233 81384	   	166.14	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8FEWX|9TLV|aCDMG
268	51233 81524	   	166.14	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8DUST|9CGEN|aCDMG
269	51233 81811	   	166.14	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8CDMG|9CGEN|aERES
270	56234 32222	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DMG|3DUR|4RCR|5FEWX|6AART|7CGEN|9ERES|aCDMG
271	56235 32222	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DMG|3DUR|4RCR|5BEXP|6AART|7CGEN|9ERES|aCDMG
272	51233 81425	   	166.12	ACR|2VULN|2DMG|3ZMB	17VULN|28LHND|37aZMB|4RCR|5MBVNT|67DMG|7BPWR|9RCVC
273	56121 21243	   	166.04	DCR|2VULN|2DMG|2ZMB|1ASPD|1DUR	19VULN|29DMG|3ASPD|4RMIN|5FEWX|6LEGI|7RCR|89ZMB|9BPWR|aDUR
274	51233 81114	   	166.04	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8TLV|9DUST|aCDMG
275	51233 81614	   	166.04	ACR|2VULN|2DMG|2ZMB|1CDMG	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8ERES|9DUST|aCDMG
276	56234 33222	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DMG|3DUR|4RCR|5FEWX|6AART|7TLV|9ERES|aCDMG
277	56235 33222	   	166.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DMG|3DUR|4RCR|5BEXP|6AART|7TLV|9ERES|aCDMG
278	51233 81433	   	166.02	ACR|2VULN|2DMG|3ZMB	17VULN|28LHND|37aZMB|4RCR|5MBVNT|67DMG|7BPWR|9ERES
279	56233 31351	   	165.99	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR|1ASPD	1VULN|2DMG|3DUR|4RCR|5RPLT|6ZMB|7AART|8FLTHEA|9ASPD|aLIT
280	56233 31353	   	165.99	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR|1ASPD	1VULN|2DMG|3DUR|4RCR|5RPLT|6ZMB|7AART|8FLTHEA|9ASPD|aRMIN
281	32624 34223	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	1FEWX|24DUST|348VULN|4BPWR|5BELT|6RCR|7CDMG|9AART|aZMB
282	56133 11242	   	165.94	DCR|2VULN|2DMG|2ZMB|1DUR|1ASPD	1aVULN|29DMG|3ASPD|4DUR|59ERES|6BEXP|7RCR|89ZMB|9BPWR
283	32623 24316	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1FEWX|24DUST|34aVULN|4BPWR|5AART|6DMG|7DUR|8RCR|9LWND
284	32623 24332	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1FEWX|24DUST|34aVULN|4BPWR|5AART|6DMG|7DUR|8RCR|9RMIN
285	32623 24352	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1FEWX|24DUST|34aVULN|4BPWR|5AART|6DMG|7DUR|8RCR|9BEXP
286	51233 81173	   	165.92	ACR|2VULN|2DMG|3ZMB	17VULN|2LHND|37aZMB|4RCR|5MBVNT|67DMG|7BPWR|89TLV
287	51233 81643	   	165.92	ACR|2VULN|2DMG|3ZMB	17VULN|2LHND|37aZMB|4RCR|5MBVNT|67DMG|7BPWR|89ERES
288	51233 38222	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	19aVULN|2LHND|3ZMB|4RCR|5MBVNT|6AART|7RPLT|8CDMG
289	52433 22361	   	165.68	DCR|2AART|2VULN|1DMG|1ZMB	1aVULN|2DUST|3ERES|4ZMB|59AART|6DMG|7FEWX|8RCR
290	56233 53221	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DMG|3DUR|4RCR|5RPLT|6FEWX|7AART|8CDMG|aCGEN
291	56233 53232	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DMG|3DUR|4RCR|5RPLT|6FEWX|7AART|8CDMG|9RMIN
292	56233 53223	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DMG|3DUR|4RCR|5RPLT|6FEWX|7AART|8CDMG|aTLV
293	51642 23113	   	165.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	13VULN|2LHND|4CDMG|5RCR|6ZMB|7DMG|8LWND|9CGEN|aAART
294	56232 13211	   	165.47	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9LHND|aFEWX
295	56232 13212	   	165.47	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9LHND|aMLV
296	56232 13213	   	165.47	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9LHND|aLWND
297	56232 13221	   	165.47	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9aCGEN
298	56232 13222	   	165.47	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9CGEN|aRPLT
299	56232 13223	   	165.47	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9CGEN|aRCVC
300	56232 13251	   	165.47	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9FEWX|aBELT
301	56232 13253	   	165.47	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9FEWX|aCGEN
302	56236 13131	   	165.42	ACR|3DMG|2VULN|2DUR	1aVULN|258DMG|35DUR|4RCR|5BPWR|6BEXP|79DUST
303	53221 26122	   	165.41	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2RPLT|39AART|46DMG|5MLV|7RCR|8DUR|aRCVC
304	53221 26124	   	165.41	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2RPLT|39AART|46DMG|5MLV|7RCR|8DUR|aRMIN
305	53221 46122	   	165.41	DCR|2AART|2VULN|1DMG|1DUR	16VULN|2RPLT|39AART|4DMG|5MLV|7RCR|8DUR|aRCVC
306	53226 16121	   	165.41	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2RPLT|39AART|4aDMG|56CGEN|7RCR|8DUR
307	53226 16123	   	165.41	DCR|2AART|2VULN|1DMG|1DUR	1aVULN|2RPLT|39AART|4DMG|56CGEN|7RCR|8DUR
308	56232 13214	   	165.37	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9LHND|aDUST
309	56232 13216	   	165.37	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9LHND|aMBVNT
310	56232 13224	   	165.37	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9CGEN|aDUST
311	56232 13231	   	165.37	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9DUST|aBELT
312	56232 13233	   	165.37	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9DUST|aCGEN
313	56232 13261	   	165.37	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9TLV|aCGEN
314	56232 13262	   	165.37	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9TLV|aFEWX
315	56232 13263	   	165.37	ACR|3DMG|2VULN|2DUR|1SELL	18VULN|278DMG|38DUR|4RCR|5SELL|6RMIN|8BPWR|9TLV|aLHND
316	56233 31153	 * 	165.36	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1VULN|2DMG|3DUR|4RCR|5RPLT|6ZMB|7AART|8CGEN|9aCDMG
317	56236 23131	   	165.32	ACR|3DMG|2VULN|2DUR	1aVULN|258DMG|35DUR|4RCR|5BPWR|6LEGI|79DUST
318	53213 46121	   	165.31	DCR|2AART|2VULN|1DMG|1DUR	16VULN|2RPLT|39AART|4DMSP|5DUST|7RCR|8DUR|aDMG
319	53221 26123	   	165.31	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2RPLT|39AART|46DMG|5MLV|7RCR|8DUR|aERES
320	53221 46123	   	165.31	DCR|2AART|2VULN|1DMG|1DUR	16VULN|2RPLT|39AART|4DMG|5MLV|7RCR|8DUR|aERES
321	53233 62343	   	165.31	DCR|2AART|2VULN|1DMG|1DUR	14VULN|2RPLT|38AART|5DUST|6BEXP|7RCR|9DUR|aDMG
322	53226 31262	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2RPLT|3AART|4DMG|5CGEN|6ZMB|7RCR|9DUR|aLIT
323	53226 31263	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2RPLT|3AART|4DMG|5CGEN|6ZMB|7RCR|9DUR|aRCVC
