0	Index      	 *	Score 	Summary	Detail	
1	12122 44351	 * 	206.07	ACR|3VULN|2DMG|1AART|2ASPD|2DUR	16aVULN|2aDMG|3RCR|49DUR|5LWND|7aASPD|8AART|aBPWR
164	52112 23631	   	188.23	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8AART|9LWND|aRMIN
165	52112 23635	   	188.23	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8AART|9LWND|aLHND
166	52112 23636	   	188.23	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8AART|9LWND|aFEWX
167	52112 23641	   	188.23	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8AART|9FEWX|aRMIN
168	12116 54331	   	188.23	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	1aVULN|2aDMG|3RCR|4RCVC|5DUR|69LHND|7aASPD|8AART|aBPWR
169	12115 35521	 * 	188.13	ACR|2VULN|2DMG|1AART|2ZMB|1DUR	16VULN|28DMG|3RCR|4RCVC|59ZMB|7DUR|aAART
170	52112 23611	   	188.13	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8AART|9ERES|aBEXP
171	52112 23613	   	188.13	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8AART|9ERES|aCGEN
172	52112 23614	   	188.13	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8AART|9ERES|aLWND
173	52112 23625	   	188.13	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8AART|9LIT|aERES
174	52112 23633	   	188.13	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8AART|9LWND|aTLV
175	52112 23634	   	188.13	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8AART|9LWND|aLSRREG
176	52112 23643	   	188.13	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8AART|9FEWX|aTLV
177	26112 22313	   	188.09	ACR|3VULN|3DMG|2ASPD	16aDMG|2LEGI|3RCR|4RCVC|56aVULN|6aBPWR|7MLV|8ERES|9aASPD
178	12111 33245	   	188.09	ACR|3VULN|3DMG|1CDMG	179VULN|278DMG|3RCR|4RCVC|5BELT|6LEGI|7BPWR|aCDMG
179	24111 33245	   	188.09	ACR|3VULN|3DMG|1CDMG	178DMG|279VULN|3RCR|4RCVC|5BELT|6LEGI|7BPWR|aCDMG
180	52112 23615	   	188.03	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8AART|9ERES|aDUST
181	16131 54322	 * 	187.98	DCR|4VULN|2AART|1DMG|1SELL	1234VULN|2BPWR|5SELL|6RCR|78AART|9DMG|aFEWX
182	16131 54323	 * 	187.98	DCR|4VULN|2AART|1DMG|1SELL	1234VULN|2BPWR|5SELL|6RCR|78AART|9DMG|aCGEN
183	52122 23351	   	187.98	ACR|3VULN|2DMG|2CDMG|2DUR	14DUR|26DMG|3RCR|56aVULN|6BPWR|78CDMG|9LWND
184	52122 23366	   	187.98	ACR|3DMG|2VULN|2CDMG|2DUR	14DUR|26aDMG|3RCR|56VULN|6BPWR|78CDMG|9RPLT
185	13412 63532	 * 	187.96	DCR|2VULN|3ZMB|1AART|1DMG|2ASPD	1aVULN|2CGEN|3aASPD|4LIT|5AART|6DMG|7RCR|89aZMB|aBPWR
186	12122 12235	   	187.93	ACR|4VULN|2DMG|1ZMB|1DUR	178aVULN|28DMG|3RCR|4DUR|5LWND|68CGEN|8BPWR|9ZMB
187	12136 12235	   	187.93	ACR|4VULN|2DMG|1ZMB|1DUR	178aVULN|28DMG|3RCR|4LHND|5DUR|68CGEN|8BPWR|9ZMB
188	12136 42252	   	187.93	ACR|4VULN|2DMG|1ZMB|1DUR	1689VULN|28DMG|3RCR|4LHND|5DUR|78MLV|8BPWR|aZMB
189	13122 46235	   	187.93	ACR|4VULN|2DMG|1ZMB|1DUR	168aVULN|28CGEN|3RCR|4DUR|5LWND|78DMG|8BPWR|9ZMB
190	24122 12235	   	187.93	ACR|4VULN|2DMG|1ZMB|1DUR	18DMG|278aVULN|3RCR|4DUR|5LWND|68CGEN|8BPWR|9ZMB
191	24136 12235	   	187.93	ACR|4VULN|2DMG|1ZMB|1DUR	18DMG|278aVULN|3RCR|4LHND|5DUR|68CGEN|8BPWR|9ZMB
192	16131 54321	 * 	187.88	DCR|4VULN|2AART|1DMG|1SELL	1234VULN|2BPWR|5SELL|6RCR|78AART|9DMG|aMBVNT
193	52122 23321	   	187.88	ACR|3VULN|2DMG|2CDMG|2DUR	14DUR|26DMG|3RCR|56aVULN|6BPWR|78CDMG|9DUST
194	12112 12526	   	187.81	ACR|4VULN|2DMG|2ASPD	1589VULN|28DMG|3RCR|4aRCVC|6DMSP|78ASPD|8BPWR
195	24112 12526	   	187.81	ACR|4VULN|2DMG|2ASPD	18DMG|2589VULN|3RCR|4aRCVC|6DMSP|78ASPD|8BPWR
196	12116 25433	   	187.77	ACR|3DMG|1VULN|1CDMG|1FLTHEA|2DUR|1ASPD	1VULN|269DMG|3RCR|4RCVC|56DUR|6BPWR|7ASPD|8CDMG|aFLTHEA
197	21112 56341	   	187.70	ACR|2VULN|2DMG|1AART|2CDMG	1aDMG|2LWND|3RCR|4RCVC|5aVULN|6RPLT|7aCDMG|8AART|9DMSP|aBPWR
198	12126 21141	   	187.69	ACR|3VULN|3DMG|3DUR	189VULN|269DMG|3RCR|456DUR|69BPWR|79aFEWX
199	12126 21143	   	187.69	ACR|3VULN|3DMG|3DUR	189VULN|269DMG|3RCR|456DUR|69BPWR|79FEWX|aRPLT
200	12126 21145	   	187.69	ACR|3VULN|3DMG|3DUR	189VULN|269DMG|3RCR|456DUR|69BPWR|79FEWX|aLWND
201	12126 21146	   	187.69	ACR|3VULN|3DMG|3DUR	189VULN|269DMG|3RCR|456DUR|69BPWR|79FEWX|aRMIN
202	12126 21142	   	187.59	ACR|3VULN|3DMG|3DUR	189VULN|269DMG|3RCR|456DUR|69BPWR|79FEWX|aDUST
203	12126 21144	   	187.59	ACR|3VULN|3DMG|3DUR	189VULN|269DMG|3RCR|456DUR|69BPWR|79FEWX|aERES
204	12112 12534	   	187.39	ACR|3VULN|2DMG|2ZMB|2ASPD	158VULN|28DMG|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|9aZMB
205	24112 12534	   	187.39	ACR|3VULN|2DMG|2ZMB|2ASPD	18DMG|258VULN|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|9aZMB
206	12326 56333	   	187.32	DCR|3VULN|2DMG|1AART|1CDMG	145VULN|29DMG|3CGEN|6CDMG|7BEXP|8RCR|aAART
207	52112 23264	   	187.03	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8CGEN|9LWND|aAART
208	52112 26134	   	187.03	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|7DMSP|8CDMG|9RMIN|aAART
209	12161 65132	   	187.00	ACR|4VULN|1AART|1DMG|1ZMB	158aVULN|2DMG|3RCR|4LIT|6ZMB|7MLV|9AART
210	12116 23626	   	186.94	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1VULN|26DMG|3RCR|4RCVC|56DUR|6BPWR|7CDMG|8AART|9LIT|aZMB
211	12116 23651	   	186.94	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1VULN|26DMG|3RCR|4RCVC|56DUR|6BPWR|7CDMG|8AART|9ZMB|aBEXP
212	12116 23653	   	186.94	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1VULN|26DMG|3RCR|4RCVC|56DUR|6BPWR|7CDMG|8AART|9ZMB|aCGEN
213	12112 32434	   	186.93	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	15VULN|29DMG|3RCR|4RCVC|6DUR|7MLV|8CDMG|aAART
214	12112 33234	   	186.93	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	15VULN|29DMG|3RCR|4RCVC|6DUR|7CDMG|8CGEN|aAART
215	24112 32434	   	186.93	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19DMG|25VULN|3RCR|4RCVC|6DUR|7MLV|8CDMG|aAART
216	24112 33234	   	186.93	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19DMG|25VULN|3RCR|4RCVC|6DUR|7CDMG|8CGEN|aAART
217	26112 23634	   	186.93	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8DUR|9RMIN|aAART
218	21112 34351	   	186.91	ACR|2VULN|2DMG|1AART|2DUR|1ASPD	1aDMG|2LWND|3RCR|4RCVC|5aVULN|6BEXP|7ASPD|8AART|9aDUR|aBPWR
219	12312 13311	   	186.83	DCR|4VULN|1AART|1DMG|1CDMG	1679VULN|2DMG|3CGEN|4LIT|5AART|8RCR|aCDMG
220	24312 13311	   	186.83	DCR|4VULN|1AART|1DMG|1CDMG	1DMG|2679VULN|3CGEN|4LIT|5AART|8RCR|aCDMG
221	13142 36632	   	186.82	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19VULN|2CGEN|3RCR|49ERES|5AART|6LWND|7CDMG|89DMG|9BPWR|aDUR
222	26112 34351	   	186.81	ACR|2VULN|2DMG|1AART|2DUR|1ASPD	1aDMG|2LEGI|3RCR|4RCVC|5aVULN|6BEXP|7ASPD|8AART|9aDUR|aBPWR
223	21112 25242	   	186.74	ACR|4VULN|1AART|1DMG|1ASPD	1DMG|26LWND|3RCR|4RCVC|569aVULN|6BPWR|7ASPD|8AART
224	12142 16114	   	186.72	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1aVULN|29DMG|3RCR|4ERES|5AART|6DUR|7CDMG|8LIT
225	12142 16251	   	186.72	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18VULN|29DMG|3RCR|4ERES|5AART|6DUR|7CDMG|aBEXP
226	12142 16253	   	186.72	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18VULN|29DMG|3RCR|4ERES|5AART|6DUR|7CDMG|aCGEN
227	12161 63423	 * 	186.65	ACR|3VULN|3ZMB|2CDMG|1DMG	158VULN|2DMG|3RCR|48LIT|678ZMB|8BPWR|9aCDMG
228	12161 65133	   	186.55	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	158VULN|2DMG|3RCR|4LIT|6ZMB|7MLV|9AART|aCDMG
229	12112 12522	   	186.54	ACR|4VULN|2DMG|2ASPD	1589VULN|28DMG|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|aTLV
230	24112 12522	   	186.54	ACR|4VULN|2DMG|2ASPD	18DMG|2589VULN|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|aTLV
231	26112 26222	   	186.52	ACR|2VULN|2DMG|2AART|1DUR	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|78AART|9RPLT|aDUR
232	26112 26261	   	186.52	ACR|2VULN|2DMG|2AART|1DUR	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|78AART|9MLV|aDUR
233	26112 23411	   	186.44	ACR|4VULN|2DMG|1CDMG	16DMG|2LEGI|3RCR|4RCVC|569aVULN|6BPWR|7CDMG|8DUST
234	26112 26211	   	186.42	ACR|2DMG|2VULN|2AART|1DUR	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|78AART|9ERES|aDUR
235	52112 25153	   	186.42	ACR|3VULN|2DMG|1FLTHEA|1DUR|1ASPD	1DUR|26DMG|3RCR|4RCVC|569VULN|6BPWR|7ASPD|8LWND|aFLTHEA
236	52112 25253	   	186.32	ACR|3VULN|2DMG|1FLTHEA|1DUR|1ASPD	1DUR|26DMG|3RCR|4RCVC|569VULN|6BPWR|7ASPD|8DUST|aFLTHEA
237	52112 25421	   	186.32	ACR|3VULN|2DMG|1CDMG|1DUR|1ASPD	1DUR|26DMG|3RCR|4RCVC|56aVULN|6BPWR|7ASPD|8CDMG|9TLV
238	52112 25431	   	186.32	ACR|3DMG|2VULN|1CDMG|1DUR|1ASPD	1DUR|269DMG|3RCR|4RCVC|56VULN|6BPWR|7ASPD|8CDMG|aDUST
239	52112 25432	   	186.17	ACR|3DMG|2VULN|1CDMG|1DUR|1ASPD|1SELL	1DUR|269DMG|3RCR|4RCVC|56VULN|6BPWR|7ASPD|8CDMG|aSELL
240	24126 21143	   	186.13	ACR|4VULN|2DMG|3DUR	19DMG|2689VULN|3RCR|456DUR|69BPWR|79FEWX|aLWND
241	24126 21141	   	186.03	ACR|4VULN|2DMG|3DUR	19DMG|2689VULN|3RCR|456DUR|69BPWR|79FEWX|aERES
242	11122 13314	 * 	186.01	DCR|5VULN|1AART|1DMG	14679VULN|2LWND|3LIT|5AART|8RCR|aDMG
243	11212 13314	   	186.01	DCR|5VULN|1AART|1DMG	13679VULN|2LWND|4LIT|5AART|8RCR|aDMG
244	14122 13314	   	186.01	DCR|5VULN|1AART|1DMG	14679VULN|2LHND|3LIT|5AART|8RCR|aDMG
245	14212 13314	   	186.01	DCR|5VULN|1AART|1DMG	13679VULN|2LHND|4LIT|5AART|8RCR|aDMG
246	16212 13314	   	186.01	DCR|5VULN|1AART|1DMG	12679VULN|2BPWR|3LWND|4LIT|5AART|8RCR|aDMG
247	52122 23363	   	185.98	ACR|2VULN|2DMG|2CDMG|1FLTHEA|2DUR	14DUR|26DMG|3RCR|56VULN|6BPWR|78CDMG|9RPLT|aFLTHEA
248	52122 25152	   	185.96	ACR|3VULN|2DMG|2DUR|1ZMB|1ASPD	14DUR|26DMG|3RCR|569VULN|6BPWR|7ASPD|8LWND|aZMB
249	12632 43421	 * 	185.90	DCR|2VULN|2DMG|1AART|2ZMB|2DUR	1aVULN|27DMG|3aZMB|4LWND|5AART|6FEWX|8aDUR|9RCR|aBPWR
250	12632 63421	   	185.90	DCR|2VULN|2DMG|1AART|2ZMB|2DUR	1aVULN|27DMG|3aZMB|4LWND|5AART|6BEXP|8aDUR|9RCR|aBPWR
251	52122 25252	   	185.86	ACR|3VULN|2DMG|2DUR|1ZMB|1ASPD	14DUR|26DMG|3RCR|569VULN|6BPWR|7ASPD|8DUST|aZMB
252	12632 23421	   	185.80	DCR|2VULN|2DMG|1AART|2ZMB|2DUR	1aVULN|27DMG|3aZMB|4LWND|5AART|6DUST|8aDUR|9RCR|aBPWR
253	21622 24421	   	185.80	DCR|2VULN|2DMG|1AART|2ZMB|2DUR	1aDMG|2LWND|3aZMB|47VULN|5AART|6DUST|8aDUR|9RCR|aBPWR
254	52112 23351	   	185.79	ACR|3VULN|2DMG|2CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56aVULN|6BPWR|78CDMG|9LWND
255	52112 23366	   	185.79	ACR|3DMG|2VULN|2CDMG|1DUR	1DUR|26aDMG|3RCR|4RCVC|56VULN|6BPWR|78CDMG|9RPLT
256	52112 23321	   	185.69	ACR|3VULN|2DMG|2CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56aVULN|6BPWR|78CDMG|9DUST
257	12126 25213	   	185.68	ACR|3DMG|2VULN|3DUR|1CDMG	1aVULN|26aDMG|3RCR|456DUR|6aBPWR|7MLV|8CDMG|9aCGEN
258	24126 25213	   	185.68	ACR|3VULN|2DMG|3DUR|1CDMG	1aDMG|26aVULN|3RCR|456DUR|6aBPWR|7MLV|8CDMG|9aCGEN
259	12132 42256	   	185.64	ACR|4VULN|3DMG	1689VULN|28aDMG|3RCR|4LHND|5LWND|78MLV|8BPWR
260	53131 12514	   	185.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|2CGEN|3RCR|4LIT|5aVULN|69DMG|7AART|8CDMG
261	12312 61215	   	185.62	DCR|3VULN|2DMG|1AART|2ASPD	179VULN|27DMG|38CGEN|4LIT|5AART|67ASPD|7BPWR|aRCR
262	12312 61623	   	185.62	DCR|3DMG|2VULN|1AART|2ASPD	17VULN|278DMG|3CGEN|4LIT|5AART|67ASPD|7BPWR|9BEXP|aRCR
263	12312 61633	   	185.62	DCR|3DMG|2VULN|1AART|2ASPD	17VULN|278DMG|3CGEN|4LIT|5AART|67ASPD|7BPWR|9FEWX|aRCR
264	24312 61215	   	185.62	DCR|3VULN|2DMG|1AART|2ASPD	17DMG|279VULN|38CGEN|4LIT|5AART|67ASPD|7BPWR|aRCR
265	24312 61623	   	185.62	DCR|3DMG|2VULN|1AART|2ASPD	178DMG|27VULN|3CGEN|4LIT|5AART|67ASPD|7BPWR|9BEXP|aRCR
266	24312 61633	   	185.62	DCR|3DMG|2VULN|1AART|2ASPD	178DMG|27VULN|3CGEN|4LIT|5AART|67ASPD|7BPWR|9FEWX|aRCR
267	12112 23531	   	185.61	ACR|3VULN|2DMG|2ASPD|1ZMB	158VULN|28DMG|3RCR|47RCVC|68ASPD|8BPWR|9ZMB|aLHND
268	12112 23536	   	185.61	ACR|3VULN|2DMG|2ASPD|1ZMB	158VULN|28DMG|3RCR|47RCVC|68ASPD|8BPWR|9ZMB|aFEWX
269	12112 23565	   	185.61	ACR|3VULN|2DMG|2ASPD|1ZMB	158VULN|28DMG|3RCR|47RCVC|68ASPD|8BPWR|9LIT|aZMB
270	24112 23531	   	185.61	ACR|3VULN|2DMG|2ASPD|1ZMB	18DMG|258VULN|3RCR|47RCVC|68ASPD|8BPWR|9ZMB|aLHND
271	24112 23536	   	185.61	ACR|3VULN|2DMG|2ASPD|1ZMB	18DMG|258VULN|3RCR|47RCVC|68ASPD|8BPWR|9ZMB|aFEWX
272	12126 23213	   	185.58	ACR|3DMG|2VULN|3DUR|1CDMG	1aVULN|26aDMG|3RCR|456DUR|6aBPWR|7ERES|8CDMG|9aCGEN
273	24126 23213	   	185.58	ACR|3VULN|2DMG|3DUR|1CDMG	1aDMG|26aVULN|3RCR|456DUR|6aBPWR|7ERES|8CDMG|9aCGEN
274	52131 22514	   	185.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|29DMG|3RCR|4LIT|5aVULN|6ERES|7AART|8CDMG
275	12312 61663	   	185.52	DCR|3DMG|2VULN|1AART|2ASPD	17VULN|278DMG|3CGEN|4LIT|5AART|67ASPD|7BPWR|9DUST|aRCR
276	12112 23535	   	185.51	ACR|3VULN|2DMG|2ASPD|1ZMB	158VULN|28DMG|3RCR|47RCVC|68ASPD|8BPWR|9ZMB|aERES
277	24112 23535	   	185.51	ACR|3VULN|2DMG|2ASPD|1ZMB	18DMG|258VULN|3RCR|47RCVC|68ASPD|8BPWR|9ZMB|aERES
278	52122 22313	   	185.48	ACR|3VULN|2DMG|3DUR|2ASPD	14aDUR|26DMG|3RCR|56aVULN|6aBPWR|7MLV|8ERES|9aASPD
279	12126 21154	   	185.48	ACR|3DMG|2VULN|3DUR|1CDMG	18VULN|26aDMG|3RCR|456DUR|6BPWR|7FEWX|9CDMG
280	12241 32426	   	185.47	DCR|4VULN|2DMG|1AART	1489VULN|28DMG|3RPLT|5DMSP|6AART|7BELT|8BPWR|aRCR
281	12111 33416	   	185.44	ACR|3VULN|3DMG|1ZMB	178VULN|27aDMG|3RCR|4RCVC|5BELT|6LEGI|7BPWR|9ZMB
282	24111 33416	   	185.44	ACR|3VULN|3DMG|1ZMB	17aDMG|278VULN|3RCR|4RCVC|5BELT|6LEGI|7BPWR|9ZMB
283	16133 21314	   	185.41	DCR|5VULN|1AART|1DMG	12349VULN|2BPWR|5LHND|6AART|7LIT|8RCR|aDMG
284	12125 21251	 * 	185.26	ACR|2VULN|1AART|1DMG|2CDMG|3DUR	1aVULN|2DMG|3RCR|46aDUR|5aCDMG|7AART|8RPLT|9RCVC|aBPWR
285	24125 21251	 * 	185.26	ACR|2DMG|1AART|1VULN|2CDMG|3DUR	1aDMG|2VULN|3RCR|46aDUR|5aCDMG|7AART|8RPLT|9RCVC|aBPWR
286	12142 11561	   	185.24	ACR|4VULN|1AART|1DMG|1DUR	179aVULN|2DMG|3RCR|4ERES|5AART|6DUR|8RMIN
287	12631 53421	   	185.20	DCR|2VULN|2DMG|1AART|2ZMB|2DUR	1aVULN|27DMG|3aZMB|4LWND|5DUST|6AART|8aDUR|9RCR|aBPWR
288	12163 34432	 * 	184.95	ACR|2VULN|2DMG|1AART|2FLTHEA|1SELL	19VULN|29DMG|3RCR|4LIT|5FEWX|6SELL|7AART|89FLTHEA|9BPWR|aDMSP
289	23112 41441	   	184.89	ACR|2VULN|2DMG|1AART|3DUR	1aDMG|2DUST|3RCR|4RCVC|58aDUR|6AART|7RMIN|9aVULN|aBPWR
290	12163 34431	 * 	184.85	ACR|2VULN|2DMG|1AART|2FLTHEA|1SELL	19VULN|29DMG|3RCR|4LIT|5FEWX|6SELL|7AART|89FLTHEA|9BPWR|aERES
291	52112 22313	   	184.77	ACR|3VULN|2DMG|2ASPD|2DUR	1aDUR|26DMG|3RCR|4RCVC|56aVULN|6aBPWR|7MLV|8ERES|9aASPD
292	12126 23426	   	184.75	ACR|2DMG|2AART|1VULN|3DUR|1ZMB	1VULN|26DMG|3RCR|456DUR|6BPWR|7ERES|8ZMB|9aAART
293	21112 26241	   	184.69	ACR|3VULN|2AART|1DMG|1DUR	1DMG|26LWND|3RCR|4RCVC|569VULN|6BPWR|78AART|aDUR
294	21112 26246	   	184.69	ACR|3VULN|2AART|1DMG|1ASPD	1DMG|26LWND|3RCR|4RCVC|569VULN|6BPWR|78AART|aASPD
295	12116 23411	   	184.67	ACR|3VULN|2DMG|1CDMG|2DUR	19aVULN|26DMG|3RCR|4RCVC|56DUR|6BPWR|7CDMG|8DUST
296	26112 23651	   	184.67	ACR|3VULN|2DMG|1CDMG|2DUR	16DMG|2LEGI|3RCR|4RCVC|56aVULN|6BPWR|7CDMG|89DUR
297	52112 23451	   	184.67	ACR|3VULN|2DMG|1CDMG|2DUR	19DUR|26DMG|3RCR|4RCVC|56aVULN|6BPWR|7CDMG|8DUST
298	21213 52422	 * 	184.67	DCR|3VULN|3DMG|2ASPD	17aDMG|2LWND|3RPLT|479VULN|57ASPD|6RCR|7BPWR|8FEWX
299	21213 52622	   	184.67	DCR|3VULN|3DMG|2ASPD	17aDMG|2LWND|3RPLT|479VULN|57ASPD|6RCR|7BPWR|8BEXP
300	12432 43421	   	184.60	DCR|2VULN|2DMG|1AART|2ASPD|2DUR	1aVULN|27DMG|3aASPD|4LWND|5AART|6FEWX|8aDUR|9RCR|aBPWR
301	12432 63421	   	184.60	DCR|2VULN|2DMG|1AART|2ASPD|2DUR	1aVULN|27DMG|3aASPD|4LWND|5AART|6BEXP|8aDUR|9RCR|aBPWR
302	12253 52422	   	184.57	DCR|3VULN|3DMG|2ASPD	179VULN|27aDMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8FEWX
303	12253 52622	   	184.57	DCR|3VULN|3DMG|2ASPD	179VULN|27aDMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8BEXP
304	26213 52422	   	184.57	DCR|3VULN|3DMG|2ASPD	17aDMG|2LEGI|3RPLT|479VULN|57ASPD|6RCR|7BPWR|8FEWX
305	26213 52622	   	184.57	DCR|3VULN|3DMG|2ASPD	17aDMG|2LEGI|3RPLT|479VULN|57ASPD|6RCR|7BPWR|8BEXP
306	12413 34413	   	184.51	DCR|3VULN|3DMG|1CDMG|1ASPD	178VULN|268DMG|3ASPD|4LIT|58BEXP|8BPWR|9RCR|aCDMG
307	12432 23421	   	184.50	DCR|2VULN|2DMG|1AART|2ASPD|2DUR	1aVULN|27DMG|3aASPD|4LWND|5AART|6DUST|8aDUR|9RCR|aBPWR
308	21422 24421	   	184.50	DCR|2VULN|2DMG|1AART|2ASPD|2DUR	1aDMG|2LWND|3aASPD|47VULN|5AART|6DUST|8aDUR|9RCR|aBPWR
309	12112 56241	   	184.49	ACR|3VULN|2AART|1DMG|1DUR	159VULN|2DMG|3RCR|4RCVC|6LEGI|78AART|aDUR
310	12125 21351	   	184.33	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1VULN|29DMG|3RCR|46DUR|5CDMG|7AART|8ZMB|aBEXP
311	12125 21353	   	184.33	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1VULN|29DMG|3RCR|46DUR|5CDMG|7AART|8ZMB|aCGEN
312	12125 21354	   	184.33	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1VULN|29DMG|3RCR|46DUR|5CDMG|7AART|8ZMB|aLWND
313	24125 21351	   	184.33	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	19DMG|2VULN|3RCR|46DUR|5CDMG|7AART|8ZMB|aBEXP
314	24125 21353	   	184.33	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	19DMG|2VULN|3RCR|46DUR|5CDMG|7AART|8ZMB|aCGEN
315	12161 63433	   	184.27	ACR|3VULN|2DMG|3ZMB	158VULN|2aDMG|3RCR|48LIT|678ZMB|8BPWR|9FEWX
316	12125 21355	   	184.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1VULN|29DMG|3RCR|46DUR|5CDMG|7AART|8ZMB|aDUST
317	12312 13312	   	184.18	DCR|4VULN|1AART|1DMG|1ZMB	1679VULN|2DMG|3CGEN|4LIT|5AART|8RCR|aZMB
318	24312 13312	   	184.18	DCR|4VULN|1AART|1DMG|1ZMB	1DMG|2679VULN|3CGEN|4LIT|5AART|8RCR|aZMB
319	21213 52412	   	184.10	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8FEWX|9AART|aDUR
320	21213 52612	   	184.10	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	17DMG|2LWND|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8BEXP|9AART|aDUR
321	21112 25232	   	184.09	ACR|3VULN|2AART|1DMG|1ASPD	1DMG|26LWND|3RCR|4RCVC|56aVULN|6BPWR|7ASPD|89AART
322	12253 52412	   	184.00	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	17VULN|27DMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8FEWX|9AART|aDUR
323	12253 52612	   	184.00	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	17VULN|27DMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8BEXP|9AART|aDUR
324	26213 52412	   	184.00	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	17DMG|2LEGI|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8FEWX|9AART|aDUR
325	26213 52612	   	184.00	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	17DMG|2LEGI|3RPLT|47VULN|57ASPD|6RCR|7BPWR|8BEXP|9AART|aDUR
326	21622 43421	 * 	183.97	DCR|3DMG|1AART|1VULN|2ZMB|2DUR	17aDMG|2LWND|3aZMB|4VULN|5AART|6FEWX|8aDUR|9RCR|aBPWR
