0	Index      	 *	Score 	Summary	Detail	
1	51521 11422	 * 	201.28	DCR|3VULN|2AART|1DMG|1FLTHEA|1ZMB	145VULN|24LWND|37AART|4BPWR|6RCR|8ZMB|9FLTHEA|aDMG
172	32431 23442	   	175.43	DCR|3VULN|2DMG|2CDMG	19DMG|29aVULN|3BELT|4CGEN|5MLV|6RCR|79CDMG|8DMSP|9BPWR
173	35351 15323	 * 	175.37	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	18DMG|28ERES|3RCR|45VULN|6CDMG|78ZMB|8BPWR|9DUST|aDUR
174	35351 62321	   	175.35	ACR|3VULN|1AART|1DMG|1CDMG	1DMG|27ERES|3RCR|458VULN|6CGEN|9AART|aCDMG
175	32443 23433	   	175.33	DCR|3VULN|2DMG|2CDMG	19DMG|259VULN|3BELT|4LEGI|6RCR|79CDMG|8DMSP|9BPWR|aBEXP
176	31231 35431	   	175.32	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	13DMG|2DUR|4ZMB|59AART|6RCVC|7VULN|8RCR|aLHND
177	31231 35432	   	175.32	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	13DMG|2DUR|4ZMB|59AART|6RCVC|7VULN|8RCR|aLWND
178	32233 56235	 * 	175.27	DCR|2VULN|2DMG|1AART|2ZMB	13DMG|28VULN|4LHND|5BEXP|69ZMB|7RCR|aAART
179	32223 52215	   	175.23	DCR|3DMG|2VULN|2CDMG	135DMG|27VULN|4DMSP|6RCR|8FEWX|9aCDMG
180	32223 52315	   	175.23	DCR|3DMG|2VULN|2CDMG	135DMG|27VULN|4DMSP|6RCR|8LWND|9aCDMG
181	31231 35412	   	175.22	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	13DMG|2DUR|4ZMB|5aAART|6RCVC|7VULN|8RCR|9LEGI
182	31231 35433	   	175.22	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	13DMG|2DUR|4ZMB|59AART|6RCVC|7VULN|8RCR|aERES
183	31231 35436	   	175.22	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	13DMG|2DUR|4ZMB|59AART|6RCVC|7VULN|8RCR|aTLV
184	52523 24233	   	174.97	DCR|3DMG|2VULN|2CDMG|1ASPD	12VULN|2BPWR|3ASPD|4DMSP|58aDMG|67CDMG|9RCR
185	43523 25232	   	174.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3ERES|4RCR|56VULN|7ZMB|8DMG|9FEWX|aAART
186	31231 36543	   	174.73	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	138DMG|2DUR|4ZMB|5AART|6RCVC|7CGEN|9VULN|aRCR
187	31231 35453	   	174.66	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD|1DUR	13DMG|2DUR|4aZMB|5AART|6RCVC|7VULN|8RCR|9ASPD
188	32413 23525	   	174.56	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	1DMG|25aVULN|3BELT|48DUR|6RCR|7CDMG|9ZMB
189	13364 11212	   	174.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	15LIT|2ZMB|3DMG|45VULN|5BPWR|6RPLT|7RCR|8CDMG|9ASPD|aAART
190	51521 11216	   	174.51	DCR|3VULN|2AART|1ZMB|1ASPD	145VULN|24LWND|37AART|4BPWR|6RCR|8RPLT|9ASPD|aZMB
191	51521 11312	   	174.51	DCR|3VULN|2AART|1ZMB|1ASPD	145VULN|248LWND|37AART|4BPWR|6RCR|9ASPD|aZMB
192	35354 21322	   	174.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2ERES|3RCR|49VULN|5AART|6CDMG|78DUR|aLWND
193	36222 21623	   	174.25	DCR|3DMG|2VULN|3ZMB	139DMG|25LHND|4DMSP|679ZMB|89VULN|9BPWR|aRCR
194	36226 21623	   	174.25	DCR|3DMG|2VULN|3ZMB	139DMG|2LHND|45DMSP|679ZMB|89VULN|9BPWR|aRCR
195	52251 12212	   	174.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	124VULN|2BPWR|3BEXP|5DUR|6CDMG|7ERES|8DMG|9RCR|aAART
196	56251 12212	   	174.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	124VULN|3BEXP|5DUR|6CDMG|7ERES|8DMG|9RCR|aAART
197	13364 11232	   	174.13	DCR|4VULN|1DMG|1CDMG|1ZMB	15LIT|2ZMB|3DMG|459aVULN|5BPWR|6RPLT|7RCR|8CDMG
198	31231 34225	   	174.09	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	13DMG|2DUR|4ZMB|57AART|6aRCVC|8VULN|9RCR
199	35352 15333	   	173.97	ACR|2VULN|2DMG|2CDMG|1DUR|1ASPD	18DMG|2ERES|3RCR|48VULN|5DUR|6FEWX|78CDMG|8BPWR|9RPLT|aASPD
200	35352 35333	   	173.97	ACR|2VULN|2DMG|2CDMG|1DUR|1ASPD	18DMG|2ERES|3RCR|48VULN|5DUR|6LHND|78CDMG|8BPWR|9RPLT|aASPD
201	52251 15213	   	173.95	DCR|3VULN|2DMG|1CDMG|2DUR	124VULN|2BPWR|3BEXP|5aDUR|6CDMG|78DMG|9RCR
202	32243 23356	   	173.92	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD	13aDMG|2VULN|4CGEN|5SNIHEL|6AART|7ZMB|8ASPD|9RCR
203	35352 25333	   	173.87	ACR|2VULN|2DMG|2CDMG|1DUR|1ASPD	18DMG|2ERES|3RCR|48VULN|5DUR|6DUST|78CDMG|8BPWR|9RPLT|aASPD
204	32412 63253	   	173.85	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|29VULN|3BELT|4DUR|5CDMG|6RCR|7ERES|8AART|aASPD
205	31531 64221	   	173.82	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	16DMG|2DUR|3RCVC|4ZMB|57AART|8VULN|9RCR|aLHND
206	31531 64222	   	173.82	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	16DMG|2DUR|3RCVC|4ZMB|57AART|8VULN|9RCR|aLWND
207	31531 64223	   	173.72	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	16DMG|2DUR|3RCVC|4ZMB|57AART|8VULN|9RCR|aERES
208	35633 22121	   	173.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|28ERES|3RCVC|4ZMB|6RCR|7VULN|9AART|aCDMG
209	35613 22324	   	173.66	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|2ERES|3RCVC|4ASPD|6RCR|78VULN|9AART|aBEXP
210	35613 22326	   	173.66	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|2ERES|3RCVC|4ASPD|6RCR|78VULN|9AART|aDMSP
211	35613 22321	   	173.56	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|2ERES|3RCVC|4ASPD|6RCR|78VULN|9AART|aMBVNT
212	35613 22322	   	173.56	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|2aERES|3RCVC|4ASPD|6RCR|78VULN|9AART
213	35613 22323	   	173.56	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|2ERES|3RCVC|4ASPD|6RCR|78VULN|9AART|aLEGI
214	35362 51312	   	173.53	ACR|3VULN|2DMG|1ZMB|1ASPD	16DMG|2ERES|3RCR|4LIT|56aVULN|6BPWR|7DUST|8ZMB|9ASPD
215	32211 11124	   	173.45	DCR|3DMG|2VULN|1CDMG|1ASPD	138DMG|2aVULN|4LIT|5ASPD|6RPLT|7RCR|9CDMG
216	35366 31223	   	173.40	ACR|3DMG|1AART|1VULN|1ZMB	159DMG|2ERES|3RCR|4LIT|6RMIN|7ZMB|8AART|aVULN
217	35633 31332	   	173.36	DCR|3DMG|2VULN|2ZMB|1DUR	157DMG|2ERES|3RCVC|47ZMB|67VULN|7BPWR|8CGEN|9RCR|aDUR
218	42236 26312	   	173.33	ACR|2VULN|2DMG|2CDMG|1ZMB|1ASPD	18CDMG|2FEWX|38LHND|4aVULN|5RCR|6ASPD|78DMG|8BPWR|9ZMB
219	35321 15361	 * 	173.25	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	18DMG|2ERES|3RCR|48BEXP|5VULN|6FEWX|78CDMG|8BPWR|9AART|aDUR
220	32223 52332	   	173.21	DCR|3DMG|2VULN|1ZMB|1DUR	135DMG|27VULN|4DMSP|6RCR|8LWND|9ZMB|aDUR
221	31241 15123	   	173.11	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	13DMG|2DUR|4CGEN|5AART|6RCR|7BEXP|8VULN|9ASPD|aZMB
222	31241 16123	   	173.11	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	13DMG|2DUR|4CGEN|5AART|6RCR|7LHND|8VULN|9ASPD|aZMB
223	31231 34221	   	172.92	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	13DMG|2DUR|4ZMB|57AART|6RCVC|8VULN|9RCR|aLHND
224	31231 34222	   	172.92	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	13DMG|2DUR|4ZMB|57AART|6RCVC|8VULN|9RCR|aLWND
225	31231 34223	   	172.82	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	13DMG|2DUR|4ZMB|57AART|6RCVC|8VULN|9RCR|aERES
226	31231 34226	   	172.82	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	13DMG|2DUR|4ZMB|57AART|6RCVC|8VULN|9RCR|aTLV
227	51521 13336	 * 	172.77	DCR|4VULN|1AART|2ASPD	145aVULN|248LWND|3AART|4aBPWR|6RCR|7aTLV|9aASPD
228	31462 23223	   	172.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	14DMG|2DUR|3BELT|5VULN|6RCR|7CDMG|8BEXP|9ASPD|aAART
229	31465 33213	 * 	172.75	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR|1ASPD	14DMG|2DUR|35BELT|6RCR|7VULN|8FLTHEA|9ASPD|aAART
230	32412 62623	   	172.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|28VULN|3BELT|4DUR|5CDMG|6RCR|7BEXP|9ASPD|aAART
231	32413 23223	   	172.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|25VULN|3BELT|4DUR|6RCR|7CDMG|8BEXP|9ASPD|aAART
232	31241 11223	   	172.75	DCR|2VULN|2DMG|1AART|1DUR	13DMG|2DUR|4CGEN|5AART|6RCR|7DMSP|8RPLT|9aVULN
233	31241 13114	   	172.75	DCR|2VULN|2DMG|1AART|1DUR	13DMG|2DUR|4CGEN|5AART|6RCR|7LWND|8aVULN|9BEXP
234	31241 14114	   	172.75	DCR|2VULN|2DMG|1AART|1DUR	13DMG|2DUR|4CGEN|5AART|6RCR|7FEWX|8aVULN|9BEXP
235	31241 15114	   	172.75	DCR|2VULN|2DMG|1AART|1DUR	13DMG|2DUR|4CGEN|5AART|6RCR|7BEXP|8aVULN|9FEWX
236	31241 16114	   	172.75	DCR|2VULN|2DMG|1AART|1DUR	13DMG|2DUR|4CGEN|5AART|6RCR|7LHND|8aVULN|9BEXP
237	32433 36342	   	172.73	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|29aVULN|3BELT|4CGEN|5AART|6CDMG|7RMIN|8RCR
238	35351 52322	   	172.70	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|27ERES|3RCR|458VULN|6ZMB|9AART|aCGEN
239	31241 12331	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	13DMG|2DUR|4CGEN|5AART|6RCR|7LSRREG|8BEXP|9aVULN
240	32115 25122	   	172.65	DCR|2VULN|2DMG|1AART|2DUR	1aDMG|2aVULN|3FEWX|4LEGI|5RMIN|6AART|7AIRHEL|8RCR|9aDUR|aBPWR
241	13361 31212	   	172.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2ZMB|3DMG|47VULN|5RCR|6RPLT|8CDMG|9ASPD|aAART
242	32443 22116	   	172.38	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|258VULN|3BELT|4LEGI|6RCR|7LIT|9AART|aZMB
243	53631 36333	   	172.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14VULN|2DUR|37DMG|5LIT|6LHND|8AART|9ZMB|aRCR
244	13361 11361	   	172.32	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1LIT|2ZMB|3aDMG|4aVULN|5RCR|6CGEN|7aDUR|8CDMG|9BEXP|aBPWR
245	53631 16333	   	172.26	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14VULN|2DUR|37DMG|5LIT|6DUST|8AART|9ZMB|aRCR
246	31231 15263	   	172.22	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	137DMG|2DUR|4ZMB|5AART|6RMIN|8LWND|9VULN|aRCR
247	31231 15463	   	172.22	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	137DMG|2DUR|4ZMB|5AART|6RMIN|8LHND|9VULN|aRCR
248	31231 25143	   	172.22	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	137DMG|2DUR|4ZMB|5AART|68CGEN|9VULN|aRCR
249	31231 25363	   	172.22	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	137DMG|2DUR|4ZMB|5AART|6CGEN|8LHND|9VULN|aRCR
250	31231 26543	   	172.22	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	138DMG|2DUR|4ZMB|5AART|67CGEN|9VULN|aRCR
251	31241 61143	   	172.22	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	136DMG|2DUR|48CGEN|5AART|7ZMB|9VULN|aRCR
252	31241 61363	   	172.22	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	136DMG|2DUR|4CGEN|5AART|7ZMB|8LHND|9VULN|aRCR
253	13361 61331	   	172.22	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1LIT|2ZMB|3aDMG|4aVULN|5RCR|6ERES|7aDUR|8CDMG|9LHND|aBPWR
254	13361 61361	   	172.22	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1LIT|2ZMB|3aDMG|4aVULN|5RCR|6ERES|7aDUR|8CDMG|9BEXP|aBPWR
255	31241 13162	   	172.12	DCR|3DMG|1AART|1VULN|1DUR	139DMG|2DUR|4CGEN|5AART|6RCR|7LWND|8VULN|aRCVC
256	31231 15344	   	172.12	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	137DMG|2DUR|4ZMB|5AART|6RMIN|8LSRHEA|9VULN|aRCR
257	31231 45263	   	172.12	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	137DMG|2DUR|4ZMB|5AART|6ERES|8LWND|9VULN|aRCR
258	31231 62663	   	172.12	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	136DMG|2DUR|4ZMB|5AART|7DUST|8CGEN|9VULN|aRCR
259	51521 12321	   	172.12	DCR|3VULN|1AART|1DMG|1DUR	145VULN|249LWND|3AART|4BPWR|6RCR|7CGEN|8DUR|aDMG
260	51521 14313	   	172.12	DCR|3VULN|1AART|1DMG|1DUR	145VULN|24LWND|3AART|4BPWR|6RCR|7FEWX|8DUR|9BEXP|aDMG
261	51521 15313	   	172.12	DCR|3VULN|1AART|1DMG|1DUR	145VULN|24LWND|3AART|4BPWR|6RCR|7BEXP|8DUR|9FEWX|aDMG
262	35613 31332	   	172.06	DCR|3DMG|2VULN|2ASPD|1DUR	157DMG|2ERES|3RCVC|47ASPD|67VULN|7BPWR|8CGEN|9RCR|aDUR
263	13361 31232	   	172.05	ACR|4VULN|1DMG|1CDMG|1ZMB	1LIT|2ZMB|3DMG|479aVULN|5RCR|6RPLT|8CDMG
264	51521 13341	   	172.02	DCR|3VULN|1AART|1DMG|1DUR	145VULN|248LWND|3AART|4BPWR|6RCR|7TLV|9DUR|aDMG
265	31415 33433	   	172.01	DCR|2VULN|2DMG|2CDMG|2DUR	19DMG|24DUR|35BELT|6RCR|79VULN|89CDMG|9BPWR|aFEWX
266	51521 11225	   	171.97	DCR|4VULN|2AART	1459VULN|24LWND|37AART|4BPWR|6RCR|8RPLT|aRCVC
267	35351 12315	   	171.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1aDMG|2ERES|3RCR|45VULN|6CDMG|7DUR|8BEXP|9ZMB
268	51521 11152	 * 	171.52	DCR|3VULN|2AART|1CDMG	145VULN|24LWND|37AART|4BPWR|6RCR|8RMIN|9CDMG|aRCVC
269	32223 51122	   	171.51	DCR|3DMG|2VULN|3DUR	135DMG|29VULN|4DMSP|6RCR|79CGEN|89aDUR|9BPWR
270	32123 56223	   	171.47	DCR|3VULN|2DMG|1AART	17DMG|257VULN|37FEWX|4BELT|6AART|7BPWR|8LHND|9LWND|aRCR
271	52511 43223	 * 	171.43	DCR|3VULN|1AART|1DMG|2ASPD	12aVULN|2BPWR|35ASPD|4LIT|6CGEN|7AART|8RCR|9DMG
272	35351 12352	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2ERES|3RCR|45VULN|6CDMG|79DUR|8BEXP|aAART
273	53164 33231	   	171.43	ACR|3VULN|2DMG|1ZMB|1DUR	15aVULN|2DUR|3aLIT|4RCR|6RPLT|7ZMB|8CGEN|9aDMG|aBPWR
274	35351 15223	   	171.42	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18DMG|2ERES|3RCR|45VULN|6CDMG|7ZMB|9DUST|aDUR
275	35351 12115	   	171.42	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1aDMG|2ERES|3RCR|45VULN|6CDMG|7DUR|8DUST|9ZMB
276	51521 11412	 * 	171.42	DCR|3VULN|2AART|2ZMB	145VULN|249LWND|37AART|4BPWR|6RCR|8aZMB
277	51521 11433	   	171.42	DCR|3VULN|2AART|2ZMB	145VULN|24LWND|37AART|4BPWR|6RCR|8aZMB|9BEXP
278	51521 13252	   	171.42	DCR|3VULN|2AART|1CDMG	145VULN|24LWND|38AART|4BPWR|6RCR|7TLV|9CDMG|aRCVC
279	55323 35212	 * 	171.33	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	15VULN|2CDMG|3BEXP|4FEWX|6DMG|7RCR|89ZMB|aAART
