0	Index      	 *	Score 	Summary	Detail	
1	12211 65115	 * 	199.75	DCR|3VULN|2AART|2DMG|1DUR	18DMG|2LSRHEA|389VULN|48TLV|57AART|6RCR|8BPWR|aDUR
174	63122 61153	   	177.53	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1ZMB	19ASPD|23VULN|4CDMG|5DMG|6RCVC|7ZMB|8AART|aRCR
175	13242 53312	   	177.50	DCR|2AART|2VULN|2DMG|1ASPD	16DMG|26VULN|3RPLT|48AART|5MBVNT|6BPWR|7ASPD|9RCR|aDUST
176	13242 53313	   	177.50	DCR|2AART|2VULN|2DMG|1ASPD	16DMG|26VULN|3RPLT|48AART|5MBVNT|6BPWR|7ASPD|9RCR|aERES
177	13242 53317	   	177.50	DCR|2AART|2VULN|2DMG|1ASPD	16DMG|26VULN|3RPLT|48AART|5MBVNT|6BPWR|7ASPD|9RCR|aTLV
178	35512 21116	   	177.47	DCR|3DMG|2VULN|2CDMG|1ASPD	1LHND|24CDMG|345DMG|4BPWR|6aVULN|7CGEN|8RCR|9ASPD
179	35516 13223	   	177.47	DCR|3VULN|2DMG|2CDMG|1DUR	1LHND|24CDMG|34DMG|4BPWR|57aVULN|6DMSP|8RCR|9DUR
180	13123 13262	   	177.37	DCR|3VULN|3DMG|1CDMG	17aDMG|236VULN|4CDMG|5RMIN|8LIT|9RCR
181	13161 43262	   	177.37	DCR|3VULN|3DMG|1CDMG	17aDMG|234VULN|5CDMG|6RMIN|8LIT|9RCR
182	23422 15423	   	177.37	DCR|3DMG|2VULN|1AART	135LIT|23aDMG|3BPWR|4AART|69VULN|7CGEN|8RCR
183	23422 24423	   	177.37	DCR|3DMG|2VULN|1AART	135LIT|23aDMG|3BPWR|4AART|6MLV|79VULN|8RCR
184	35512 22116	   	177.37	DCR|3DMG|2VULN|2CDMG|1ASPD	1LHND|24CDMG|345DMG|4BPWR|6aVULN|7ERES|8RCR|9ASPD
185	12211 62122	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2LSRHEA|38aVULN|4TLV|5AART|6RCR|7CDMG|9CGEN
186	13125 33425	   	177.32	DCR|3VULN|2DMG|2CDMG|1ASPD|1SELL	17DMG|23aVULN|47CDMG|57LHND|6SELL|7BPWR|8RCR|9ASPD
187	13122 25863	   	177.27	DCR|3VULN|3DMG|1CDMG	156DMG|23aVULN|4CDMG|7MBVNT|8CGEN|9RCR
188	13161 23262	   	177.27	DCR|3VULN|3DMG|1CDMG	16aDMG|234VULN|5CDMG|7ERES|8LIT|9RCR
189	13242 51317	   	177.27	DCR|3VULN|2DMG|1AART	16DMG|26aVULN|3RPLT|4AART|5MBVNT|6BPWR|79BEXP|8RCR
190	13242 51332	   	177.27	DCR|3VULN|2DMG|1AART	16DMG|26aVULN|3RPLT|4AART|5MBVNT|6BPWR|7BEXP|8RCR|9CGEN
191	13242 51361	   	177.27	DCR|3DMG|2VULN|1AART	169DMG|26VULN|3RPLT|4AART|5MBVNT|6BPWR|7BEXP|8RCR|aMLV
192	13242 51363	   	177.27	DCR|3DMG|2VULN|1AART	169DMG|26VULN|3RPLT|4AART|5MBVNT|6BPWR|7aBEXP|8RCR
193	13122 22652	   	177.26	DCR|3DMG|2VULN|1CDMG|1ZMB|1DUR	156DMG|23VULN|4CDMG|7CGEN|8DUR|9ZMB|aRCR
194	12211 62512	   	177.23	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2LSRHEA|39aVULN|4TLV|5AART|6RCR|7CDMG|8ERES
195	13242 51322	   	177.17	DCR|3VULN|2DMG|1AART	16DMG|26aVULN|3RPLT|4AART|5MBVNT|6BPWR|7BEXP|8RCR|9ERES
196	13242 51362	   	177.17	DCR|3DMG|2VULN|1AART	169DMG|26VULN|3RPLT|4AART|5MBVNT|6BPWR|7BEXP|8RCR|aTLV
197	12211 65121	   	177.16	DCR|2AART|2VULN|2DMG	18DMG|2LSRHEA|38VULN|48TLV|57AART|6RCR|8BPWR|9CGEN|aLIT
198	12211 65122	   	177.16	DCR|2VULN|2AART|2DMG	18DMG|2LSRHEA|38VULN|48TLV|57AART|6RCR|8BPWR|9CGEN|aMGNLIT
199	12211 65123	   	177.16	DCR|2AART|2VULN|2DMG	18DMG|2LSRHEA|38VULN|48TLV|57AART|6RCR|8BPWR|9aCGEN
200	12211 65131	   	177.16	DCR|2AART|2VULN|2DMG	18DMG|2LSRHEA|38VULN|48TLV|57AART|6RCR|8BPWR|9RPLT|aLHND
201	12211 65134	   	177.16	DCR|2AART|2VULN|2DMG	18DMG|2LSRHEA|38VULN|48TLV|57AART|6RCR|8BPWR|9RPLT|aLWND
202	12211 65136	   	177.16	DCR|2AART|2VULN|2DMG	18DMG|2LSRHEA|38VULN|48TLV|57AART|6RCR|8BPWR|9RPLT|aCGEN
203	12211 65133	   	177.06	DCR|2AART|2VULN|2DMG	18DMG|2LSRHEA|38VULN|48TLV|57AART|6RCR|8BPWR|9RPLT|aERES
204	12211 65161	   	177.06	DCR|2VULN|2AART|2DMG	18DMG|2LSRHEA|38VULN|48TLV|57AART|6RCR|8BPWR|9LHND|aERES
205	13165 31251	   	177.02	DCR|4VULN|1AART|1DMG|1DUR	1DMG|2348VULN|5LSRHEA|6AART|7DUR|9RCR|aLIT
206	13165 31253	   	177.02	DCR|4VULN|1AART|1DMG|1DUR	1DMG|2348VULN|5LSRHEA|6AART|7DUR|9RCR|aCGEN
207	13165 31252	   	176.92	DCR|4VULN|1AART|1DMG|1DUR	1DMG|2348VULN|5LSRHEA|6AART|7DUR|9RCR|aBASHEA
208	55513 31212	   	176.74	DCR|3DMG|1AART|1VULN|2CDMG	1BEXP|24CDMG|347DMG|4BPWR|5AART|6LHND|8CGEN|9RCR|aVULN
209	13411 63432	 * 	176.72	DCR|2VULN|2DMG|3CDMG|1ZMB	19DMG|25VULN|39LIT|4ERES|6RCR|7ZMB|89aCDMG|9BPWR
210	55513 12211	   	176.54	DCR|3DMG|1AART|1VULN|2CDMG	1BEXP|24CDMG|348DMG|4BPWR|5AART|67ERES|9RCR|aVULN
211	15333 23562	 * 	176.42	DCR|2VULN|2DMG|1AART|2ZMB|1SELL	1aDMG|2RPLT|3SELL|4aZMB|5RMIN|6BELT|7RCR|8AART|9aVULN|aBPWR
212	13155 23115	   	176.32	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DMG|238VULN|4DUR|5BELT|6ERES|7RCR|9ZMB|aAART
213	42262 33115	   	176.28	ACR|3VULN|3DMG|1DUR	19aVULN|2LIT|39aCGEN|4RCR|5DUR|67LWND|89aDMG|9aBPWR
214	13324 21341	 * 	176.28	DCR|2DMG|2AART|1VULN|2CDMG|1DUR	17DMG|2VULN|3DUST|45CDMG|69AART|8DUR|aRCR
215	13524 21241	   	176.28	DCR|2DMG|2AART|1VULN|2CDMG|1DUR	17DMG|2VULN|3DUR|45CDMG|69AART|8DUST|aRCR
216	13462 24113	   	176.16	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1ASPD	18DMG|29VULN|3LIT|4RCR|5DUR|6ASPD|7ZMB|aCDMG
217	35511 21212	   	176.14	DCR|3DMG|1AART|1VULN|2CDMG	1LHND|24CDMG|347DMG|4BPWR|5BEXP|6AART|8CGEN|9RCR|aVULN
218	13124 21332	   	176.10	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	17DMG|23VULN|4CDMG|5DUST|6AART|8DUR|9MLV|aRCR
219	13124 21366	   	176.10	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	17DMG|23VULN|4CDMG|5DUST|6AART|8DUR|9LSRICY|aRCR
220	23412 62314	   	176.06	DCR|2VULN|2DMG|2AART	13LIT|23DMG|3BPWR|4aVULN|5MLV|6RCR|79AART|8NUKE
221	35514 21212	   	176.04	DCR|3DMG|1AART|1VULN|2CDMG	1LHND|24CDMG|347DMG|4BPWR|5DUST|6AART|8CGEN|9RCR|aVULN
222	43334 13236	   	176.04	DCR|3VULN|1AART|1DMG|2CDMG	136VULN|25LWND|45CDMG|5BPWR|7DMG|8RCR|9CANHEL|aAART
223	35511 21412	   	176.04	DCR|3DMG|1AART|1VULN|2CDMG	1LHND|24CDMG|347DMG|4BPWR|5BEXP|6AART|8ERES|9RCR|aVULN
224	13621 26353	   	176.02	DCR|4VULN|2DMG|1CDMG	17DMG|267aVULN|3FEWX|4CDMG|57LWND|7BPWR|8RMIN|9RCR
225	13124 21162	   	176.00	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	17DMG|23VULN|4CDMG|5DUST|6AART|8ERES|9DUR|aRCR
226	13124 21231	   	176.00	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	17DMG|23VULN|4CDMG|58DUST|6AART|9DUR|aRCR
227	13124 21352	   	176.00	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	17DMG|23VULN|4CDMG|5DUST|6AART|8DUR|9ERES|aRCR
228	23411 62314	   	175.96	DCR|2VULN|2DMG|2AART	13LIT|23DMG|3BPWR|4aVULN|5TLV|6RCR|79AART|8NUKE
229	13321 26353	   	175.92	DCR|4VULN|2DMG|1CDMG	17DMG|267aVULN|3DUST|4CDMG|57LWND|7BPWR|8RMIN|9RCR
230	13621 26153	   	175.92	DCR|4VULN|2DMG|1CDMG	17DMG|267aVULN|3FEWX|4CDMG|57LWND|7BPWR|8NUKE|9RCR
231	13151 23111	   	175.87	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|237VULN|4DUR|5RCVC|6CDMG|8AART|9BEXP|aRCR
232	13625 53131	   	175.87	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|267VULN|3FEWX|4CDMG|5RCVC|8AART|9DUR|aRCR
233	15333 23132	 * 	175.82	DCR|2VULN|2DMG|1AART|2ZMB|1SELL	1aDMG|2RPLT|3SELL|4aZMB|5RMIN|6BELT|7RCR|8aVULN|9AART|aBPWR
234	13121 66353	   	175.82	DCR|4VULN|2DMG|1CDMG	17DMG|237aVULN|4CDMG|5BEXP|67DUST|7BPWR|8RMIN|9RCR
235	13125 62353	   	175.82	DCR|4VULN|2DMG|1CDMG	17DMG|237aVULN|4CDMG|5LHND|67DUST|7BPWR|8RMIN|9RCR
236	13321 26153	   	175.82	DCR|4VULN|2DMG|1CDMG	17DMG|267aVULN|3DUST|4CDMG|57LWND|7BPWR|8NUKE|9RCR
237	13151 23161	   	175.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|237VULN|4DUR|5RCVC|6CDMG|8AART|9DUST|aRCR
238	13141 23131	   	175.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|237VULN|4DUST|5RCVC|6CDMG|8AART|9DUR|aRCR
239	13325 53131	   	175.77	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|267VULN|3DUST|4CDMG|5RCVC|8AART|9DUR|aRCR
240	13121 66153	   	175.72	DCR|4VULN|2DMG|1CDMG	17DMG|237aVULN|4CDMG|5BEXP|67DUST|7BPWR|8NUKE|9RCR
241	13125 62153	   	175.72	DCR|4VULN|2DMG|1CDMG	17DMG|237aVULN|4CDMG|5LHND|67DUST|7BPWR|8NUKE|9RCR
242	63122 13263	   	175.59	DCR|3VULN|2DMG|1CDMG|1ASPD|1DUR	1ASPD|236VULN|4CDMG|57DMG|8LIT|9RCR|aDUR
243	63161 23263	   	175.59	DCR|3VULN|2DMG|1CDMG|1ASPD|1DUR	1ASPD|234VULN|5CDMG|67DMG|8LIT|9RCR|aDUR
244	13121 21421	   	175.58	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|23VULN|49CDMG|5BEXP|6AART|8FEWX|aRCR
245	13121 21521	   	175.58	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|23VULN|49CDMG|5BEXP|6AART|8LHND|aRCR
246	13121 21621	   	175.58	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|23VULN|49CDMG|5BEXP|6AART|8LWND|aRCR
247	13242 18311	   	175.57	DCR|3VULN|2AART|1DMG|1ASPD	1DMG|27aVULN|3RPLT|48AART|5MBVNT|6ASPD|9RCR
248	13242 83511	   	175.57	DCR|3VULN|2AART|1DMG|1ASPD	1DMG|28aVULN|3RPLT|46AART|5MBVNT|7ASPD|9RCR
249	12251 21352	 * 	175.48	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2LSRHEA|3aVULN|4RCR|5CDMG|6MLV|7TLV|8AART
250	12251 32351	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2LSRHEA|3aVULN|4RCR|5CDMG|6DUST|7RPLT|8AART
251	12251 41352	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2LSRHEA|3aVULN|4RCR|5CDMG|6CGEN|7TLV|8AART
252	12251 56312	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	17DMG|2LSRHEA|39VULN|4RCR|5CDMG|6LEGI|8AART|aLWND
253	12251 56331	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	17DMG|2LSRHEA|3aVULN|4RCR|5CDMG|6LEGI|8AART|9RPLT
254	13121 21221	   	175.48	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|23VULN|49CDMG|5BEXP|6AART|8DUST|aRCR
255	13124 21421	   	175.48	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|23VULN|49CDMG|5DUST|6AART|8FEWX|aRCR
256	13124 21521	   	175.48	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|23VULN|49CDMG|5DUST|6AART|8LHND|aRCR
257	13124 21621	   	175.48	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|23VULN|49CDMG|5DUST|6AART|8LWND|aRCR
258	12251 11352	   	175.38	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2LSRHEA|3aVULN|4RCR|5CDMG|6ERES|7TLV|8AART
259	12251 56311	   	175.38	ACR|2VULN|2DMG|1AART|1CDMG	17DMG|2LSRHEA|39VULN|4RCR|5CDMG|6LEGI|8AART|aVENICY
260	23422 15421	   	175.36	DCR|2VULN|2DMG|1AART|1CDMG	135LIT|23DMG|3BPWR|4AART|69VULN|7CGEN|8RCR|aCDMG
261	23422 24421	   	175.36	DCR|2VULN|2DMG|1AART|1CDMG	135LIT|23DMG|3BPWR|4AART|6MLV|79VULN|8RCR|aCDMG
262	16415 11132	   	175.22	DCR|3DMG|2VULN|1CDMG|1ZMB	135DMG|23LIT|3BPWR|4aVULN|6ZMB|7CDMG|8RCR|9RPLT
263	23415 11132	   	175.22	DCR|3DMG|2VULN|1CDMG|1ZMB	13LIT|235DMG|3BPWR|4aVULN|6ZMB|7CDMG|8RCR|9RPLT
264	13141 23421	   	175.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|237VULN|4DUST|5RCVC|6CDMG|8DUR|9AART|aRCR
265	13325 53421	   	175.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|267VULN|3DUST|4CDMG|5RCVC|8DUR|9AART|aRCR
266	23143 63326	   	175.15	DCR|2VULN|2DMG|1AART|2DUR	1LIT|2aDMG|3CGEN|4TLV|5aDUR|6AART|7RCR|8LHND|9aVULN|aBPWR
267	63122 51153	   	175.03	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1ZMB	19ASPD|23VULN|4CDMG|5DMG|6DMSP|7ZMB|8AART|aRCR
268	12211 62351	   	175.03	DCR|2AART|2DMG|1VULN|1CDMG	19DMG|2LSRHEA|3VULN|4TLV|5aAART|6RCR|7CDMG|8RCVC
269	13161 23635	   	175.02	DCR|3VULN|2DMG|1CDMG|1ZMB	16DMG|234VULN|5CDMG|7ERES|8RCR|9MGNLIT|aZMB
270	13122 42131	   	175.00	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	15DMG|23VULN|4CDMG|6RMIN|7MLV|8AART|9DUR|aRCR
271	12253 32245	 * 	174.98	ACR|3VULN|2DMG|2ZMB|1ASPD	1aDMG|2LSRHEA|38aVULN|4RCR|5LEGI|6ASPD|7BASHEA|9aZMB|aBPWR
272	13122 21462	   	174.97	DCR|3VULN|3DMG|1CDMG	156DMG|239VULN|4CDMG|7LHND|8FEWX|aRCR
273	13122 26522	   	174.97	DCR|3VULN|3DMG|1CDMG	156DMG|237VULN|4CDMG|8FEWX|9BEXP|aRCR
274	13122 26562	   	174.97	DCR|3VULN|3DMG|1CDMG	156DMG|237VULN|4CDMG|8FEWX|9LHND|aRCR
275	13161 21281	   	174.92	DCR|4VULN|2DMG|1CDMG	16DMG|2348VULN|5CDMG|7MBVNT|9RCVC|aRCR
276	13122 25348	   	174.92	DCR|3DMG|2VULN|1CDMG|1ZMB	156DMG|23VULN|4CDMG|7MBVNT|8RCR|9NUKE|aZMB
277	41325 11632	 * 	174.89	ACR|3VULN|2DMG|1AART	13aVULN|2BEXP|4BELT|5RCR|6aFEWX|7RMIN|8aDMG|9AART|aBPWR
278	12251 43611	   	174.88	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2LSRHEA|3aVULN|4RCR|5CDMG|6CGEN|7aAIRHEL|8LEGI|9AART|aBPWR
279	13122 34452	   	174.87	DCR|3VULN|2DMG|1CDMG|1ZMB|1SELL	15DMG|239VULN|4CDMG|6BEXP|7SELL|8RCR|aZMB
280	13122 26516	   	174.87	DCR|3VULN|3DMG|1CDMG	156DMG|237VULN|4CDMG|8FEWX|9LSRREG|aRCR
281	13242 52414	   	174.87	DCR|3VULN|2DMG|1AART	16DMG|267VULN|3RPLT|4AART|5MBVNT|6BPWR|8CGEN|9RCR|aMLV
282	13242 52416	   	174.87	DCR|3VULN|2DMG|1AART	16DMG|267VULN|3RPLT|4AART|5MBVNT|6BPWR|8CGEN|9RCR|aBEXP
283	13242 52418	   	174.87	DCR|3VULN|2DMG|1AART	16DMG|267VULN|3RPLT|4AART|5MBVNT|6BPWR|8CGEN|9RCR|aLHND
284	13242 52514	   	174.87	DCR|3VULN|2DMG|1AART	16DMG|267VULN|3RPLT|4AART|5MBVNT|6BPWR|8aMLV|9RCR
285	13242 51212	   	174.87	DCR|3VULN|2DMG|1AART	16DMG|26aVULN|3RPLT|4AART|5MBVNT|6BPWR|7BEXP|8CGEN|9RCR
286	13242 54514	   	174.77	DCR|3VULN|2DMG|1AART	16DMG|268VULN|3RPLT|4AART|5MBVNT|6BPWR|7ERES|9RCR|aCGEN
287	13242 52412	   	174.77	DCR|3VULN|2DMG|1AART	16DMG|267VULN|3RPLT|4AART|5MBVNT|6BPWR|8CGEN|9RCR|aDUST
288	13242 52413	   	174.77	DCR|3VULN|2DMG|1AART	16DMG|267VULN|3RPLT|4AART|5MBVNT|6BPWR|8CGEN|9RCR|aERES
289	13242 52417	   	174.77	DCR|3VULN|2DMG|1AART	16DMG|267VULN|3RPLT|4AART|5MBVNT|6BPWR|8CGEN|9RCR|aTLV
290	13242 52512	   	174.77	DCR|3VULN|2DMG|1AART	16DMG|267VULN|3RPLT|4AART|5MBVNT|6BPWR|8MLV|9RCR|aDUST
291	13242 52513	   	174.77	DCR|3VULN|2DMG|1AART	16DMG|267VULN|3RPLT|4AART|5MBVNT|6BPWR|8MLV|9RCR|aERES
292	13242 51412	   	174.77	DCR|3VULN|2DMG|1AART	16DMG|26aVULN|3RPLT|4AART|5MBVNT|6BPWR|7BEXP|8ERES|9RCR
293	13242 54612	   	174.77	DCR|3VULN|2DMG|1AART	16DMG|26aVULN|3RPLT|4AART|5MBVNT|6BPWR|7ERES|8LWND|9RCR
294	13242 54712	   	174.77	DCR|3VULN|2DMG|1AART	16DMG|26aVULN|3RPLT|4AART|5MBVNT|6BPWR|7ERES|8FEWX|9RCR
295	13242 55412	   	174.77	DCR|3VULN|2DMG|1AART	16DMG|26aVULN|3RPLT|4AART|5MBVNT|6BPWR|7RMIN|8DUST|9RCR
296	13122 24316	   	174.72	DCR|3VULN|3DMG|1CDMG|1SELL	156DMG|239VULN|4CDMG|7LIT|8SELL|aRCR
297	13242 54412	   	174.67	DCR|3VULN|2DMG|1AART	16DMG|26aVULN|3RPLT|4AART|5MBVNT|6BPWR|7ERES|8DUST|9RCR
298	13242 54512	   	174.67	DCR|3VULN|2DMG|1AART	16DMG|268VULN|3RPLT|4AART|5MBVNT|6BPWR|7ERES|9RCR|aDUST
299	13242 54513	   	174.67	DCR|3VULN|2DMG|1AART	16DMG|268VULN|3RPLT|4AART|5MBVNT|6BPWR|7aERES|9RCR
300	13242 51343	   	174.67	DCR|2AART|2VULN|2DMG	16DMG|26VULN|3RPLT|4aAART|5MBVNT|6BPWR|7BEXP|8RCR|9RCVC
301	23411 63432	 * 	174.63	DCR|2VULN|2DMG|2CDMG|2ZMB	139LIT|23DMG|39BPWR|49VULN|5TLV|6RCR|7aZMB|89CDMG
302	41316 62122	   	174.62	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	13aVULN|2BEXP|4RPLT|5DMG|6ZMB|7DUR|8RCR|9AART
303	12211 51142	 * 	174.56	DCR|2VULN|2DMG|1AART|3DUR	18DMG|28LSRHEA|3aVULN|4TLV|5AART|678DUR|8BPWR|9RCR
304	13123 26111	   	174.38	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|23VULN|47CDMG|5RMIN|67TLV|7BPWR|8AART|9BEXP|aRCR
305	13123 26161	   	174.38	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|23VULN|47CDMG|5RMIN|67TLV|7BPWR|8AART|9FEWX|aRCR
306	63165 31232	   	174.32	DCR|5VULN|1AART|1DUR|1ASPD	1ASPD|23489VULN|5LSRHEA|6AART|7DUR|aRCR
307	13462 26133	   	174.23	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|29aVULN|3LIT|4RCR|5DUR|6ASPD|7CDMG|8ZMB
308	21351 36411	   	174.12	DCR|3VULN|1AART|1DMG|2DUR	1LIT|26DUR|3RCVC|4LEGI|569VULN|6BPWR|7RCR|8DMG|aAART
309	63121 53131	   	174.05	DCR|4VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2367VULN|4CDMG|5BEXP|8AART|9DUR|aRCR
310	63161 63131	   	174.05	DCR|4VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2347VULN|5CDMG|6BEXP|8AART|9DUR|aRCR
311	63166 23131	   	174.05	DCR|4VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2347VULN|5FEWX|6CDMG|8AART|9DUR|aRCR
312	63124 53131	   	173.95	DCR|4VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2367VULN|4CDMG|5DUST|8AART|9DUR|aRCR
313	63161 33131	   	173.95	DCR|4VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2347VULN|5CDMG|6DUST|8AART|9DUR|aRCR
314	13411 62314	   	173.93	DCR|3VULN|2AART|1DMG	1DMG|25aVULN|3LIT|4ERES|6RCR|79AART|8NUKE
315	23412 63532	   	173.92	DCR|2VULN|2DMG|1AART|1ZMB	138LIT|23DMG|3BPWR|49VULN|5MLV|6RCR|7ZMB|aAART
316	23412 63631	   	173.92	DCR|2VULN|2DMG|1AART|1ZMB	13LIT|23DMG|3BPWR|48VULN|5MLV|6RCR|7ZMB|9LHND|aAART
317	23441 22153	   	173.89	DCR|3DMG|1AART|1VULN|1ZMB	135LIT|23aDMG|3BPWR|4RCVC|6ZMB|7RCR|8AART|9VULN
318	13432 63431	   	173.88	DCR|2VULN|2DMG|2CDMG|1ZMB	19DMG|2aVULN|39LIT|4RCVC|5MLV|6RCR|7ZMB|89CDMG|9BPWR
319	23411 63631	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	13LIT|23DMG|3BPWR|48VULN|5TLV|6RCR|7ZMB|9LHND|aAART
320	13431 63431	   	173.78	DCR|2VULN|2DMG|2CDMG|1ZMB	19DMG|2aVULN|39LIT|4RCVC|5TLV|6RCR|7ZMB|89CDMG|9BPWR
321	63122 11231	   	173.77	DCR|4VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2368VULN|4CDMG|5DMG|7ZMB|9DMSP|aRCR
322	63161 21231	   	173.77	DCR|4VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2348VULN|5CDMG|6DMG|7ZMB|9DMSP|aRCR
323	32142 54333	   	173.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	19LHND|2LIT|39VULN|4ZMB|5DUR|6AART|7RMIN|89DMG|9BPWR|aRCR
324	13126 66221	 * 	173.67	DCR|4VULN|2DMG|1AART|1CDMG|1MSE	17DMG|2378VULN|4CDMG|5MSE|67DUST|7BPWR|9AART|aRCR
325	12352 21212	   	173.67	ACR|2VULN|2DMG|1AART|2DUR	1aDMG|25aLSRHEA|35FEWX|4RCR|5aBPWR|68VULN|7aDUR|9AART
326	13621 26252	   	173.62	DCR|4VULN|2DMG|1CDMG	17DMG|2678VULN|3FEWX|4CDMG|57LWND|7BPWR|9RPLT|aRCR
327	11151 42336	   	173.56	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|2CGEN|3DUR|4AART|5ASPD|6RPLT|79aVULN|8RCR
328	12251 21312	 * 	173.55	ACR|3VULN|1AART|1DMG|1CDMG	1DMG|2LSRHEA|39aVULN|4RCR|5CDMG|6MLV|7TLV|8AART
329	12251 41312	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	1DMG|2LSRHEA|39aVULN|4RCR|5CDMG|6CGEN|7TLV|8AART
330	13321 26252	   	173.52	DCR|4VULN|2DMG|1CDMG	17DMG|2678VULN|3DUST|4CDMG|57LWND|7BPWR|9RPLT|aRCR
331	41353 51231	   	173.47	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	13VULN|2BEXP|45AART|6CDMG|7RCVC|8DMG|9DUR|aRCR
332	13125 53213	   	173.46	DCR|5VULN|1DMG|1CDMG	1DMG|2367aVULN|4CDMG|5LHND|8RCR|9BEXP
333	13125 53251	   	173.46	DCR|5VULN|1DMG|1CDMG	1DMG|23679VULN|4CDMG|5LHND|8RCR|aBELT
334	13125 53261	   	173.46	DCR|5VULN|1DMG|1CDMG	1DMG|2367aVULN|4CDMG|5LHND|8RCR|9LIT
335	12251 11312	   	173.45	ACR|3VULN|1AART|1DMG|1CDMG	1DMG|2LSRHEA|39aVULN|4RCR|5CDMG|6ERES|7TLV|8AART
336	35512 22126	 * 	173.43	DCR|3DMG|1VULN|2CDMG|1FLTHEA|1DUR	1LHND|24CDMG|345DMG|4BPWR|6VULN|7ERES|8RCR|9DUR|aFLTHEA
337	13524 21413	   	173.37	DCR|2DMG|3CDMG|1AART|1VULN|1DUR	17DMG|2VULN|3DUR|45aCDMG|6AART|8FEWX|9RCR
338	13524 21513	   	173.37	DCR|2DMG|3CDMG|1AART|1VULN|1DUR	17DMG|2VULN|3DUR|45aCDMG|6AART|8LHND|9RCR
339	13524 21613	   	173.37	DCR|2DMG|3CDMG|1AART|1VULN|1DUR	17DMG|2VULN|3DUR|45aCDMG|6AART|8LWND|9RCR
340	13125 53253	   	173.36	DCR|5VULN|1DMG|1CDMG	1DMG|23679VULN|4CDMG|5LHND|8RCR|aNUKE
341	63161 33421	   	173.35	DCR|4VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2347VULN|5CDMG|6DUST|8DUR|9AART|aRCR
342	12252 65111	   	173.34	ACR|2VULN|2DMG|1AART|1ZMB	17DMG|2LSRHEA|38VULN|4RCR|5LWND|6ZMB|9RCVC|aAART
343	13122 33246	   	173.32	DCR|4VULN|2DMG|1CDMG	15DMG|2378VULN|4CDMG|6BEXP|9BASICY|aRCR
344	13161 21231	   	173.32	DCR|4VULN|2DMG|1CDMG	16DMG|2348VULN|5CDMG|7MBVNT|9DMSP|aRCR
