0	Index      	 *	Score 	Summary	Detail	
1	23222 42526	 * 	180.39	DCR|3VULN|2DMG|1CDMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|59aVULN|7RCR|8CDMG
162	62213 43115	   	160.13	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2VULN|3RCVC|4DUST|5AART|6ZMB|7RCR|89DMG|aLWND
163	31622 63151	   	160.12	ACR|3DMG|2VULN|1DUR	1DUR|2BEXP|367DMG|4RCR|5LHND|89VULN|aDUST
164	62424 21323	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1RMIN|28VULN|39DMG|4RPLT|5MBVNT|6RCR|7DUR|aCDMG
165	21213 43111	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2VULN|3RCVC|4aDUST|5AART|6ZMB|7RCR|89DMG
166	21213 43116	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2VULN|3RCVC|4DUST|5AART|6ZMB|7RCR|89DMG|aERES
167	21213 43222	   	160.03	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2aVULN|3RCVC|48DUST|5AART|6ZMB|7RCR|9DMG
168	44212 43112	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|2ERES|3RCVC|4DUST|5AART|6ZMB|7RCR|89DMG|aVULN
169	54212 43112	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2ERES|3RCVC|4DUST|5AART|6ZMB|7RCR|89DMG|aVULN
170	62213 43111	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2VULN|3RCVC|4aDUST|5AART|6ZMB|7RCR|89DMG
171	62213 43113	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2VULN|3RCVC|4DUST|5AART|6ZMB|7RCR|89DMG|aCANSTR
172	62213 43116	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2VULN|3RCVC|4DUST|5AART|6ZMB|7RCR|89DMG|aERES
173	62213 43222	   	160.03	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2aVULN|3RCVC|48DUST|5AART|6ZMB|7RCR|9DMG
174	21213 11342	   	159.98	DCR|3VULN|1AART|1DMG	1MLV|26aVULN|3RCVC|4DUST|5AART|7DMG|8RMIN|9RCR
175	21213 11442	   	159.98	DCR|3VULN|1AART|1DMG	1MLV|26aVULN|3RCVC|4DUST|5AART|7DMG|8CGEN|9RCR
176	21213 51342	   	159.98	DCR|3VULN|1AART|1DMG	1MLV|26aVULN|3RCVC|46DUST|5AART|6BPWR|7DMG|8RMIN|9RCR
177	21213 51442	   	159.98	DCR|3VULN|1AART|1DMG	1MLV|26aVULN|3RCVC|46DUST|5AART|6BPWR|7DMG|8CGEN|9RCR
178	62213 11442	   	159.98	DCR|3VULN|1AART|1DMG	1RMIN|26aVULN|3RCVC|4DUST|5AART|7DMG|8CGEN|9RCR
179	21422 31624	 * 	159.97	DCR|4VULN|2DMG	19MLV|2678VULN|39DMG|4RPLT|59FEWX|9BPWR|aRCR
180	21111 33546	   	159.94	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1MLV|2aVULN|3ASPD|4DUR|5FEWX|67DMG|8CDMG|9RCR
181	21113 33546	   	159.94	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1MLV|2aVULN|3ASPD|4DUR|5LHND|67DMG|8CDMG|9RCR
182	23222 13546	   	159.94	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1MLV|27DMG|3ASPD|4DUR|5aVULN|6LHND|8CDMG|9RCR
183	21134 42112	   	159.80	DCR|3DMG|2VULN|1ASPD	1MLV|28VULN|3ASPD|4LHND|56aDMG|7RCR|9LIT
184	21134 42116	   	159.80	DCR|3VULN|2DMG|1ASPD	1MLV|28aVULN|3ASPD|4LHND|56DMG|7RCR|9LIT
185	21134 42235	   	159.80	DCR|3DMG|2VULN|1ASPD	1MLV|2aVULN|3ASPD|4LHND|569DMG|7RCR|8FEWX
186	21134 42335	   	159.80	DCR|3DMG|2VULN|1ASPD	1MLV|2aVULN|3ASPD|4LHND|569DMG|7RCR|8LWND
187	21134 62112	   	159.80	DCR|3VULN|2DMG|1ASPD	1MLV|268VULN|3ASPD|4LHND|5aDMG|7RCR|9LIT
188	21144 42112	   	159.80	DCR|3DMG|2VULN|1ASPD	1MLV|28VULN|3ASPD|4FEWX|56aDMG|7RCR|9LIT
189	21144 62112	   	159.80	DCR|3VULN|2DMG|1ASPD	1MLV|268VULN|3ASPD|4FEWX|5aDMG|7RCR|9LIT
190	21164 42112	   	159.80	DCR|3DMG|2VULN|1ASPD	1MLV|28VULN|3ASPD|4BEXP|56aDMG|7RCR|9LIT
191	21164 62112	   	159.80	DCR|3VULN|2DMG|1ASPD	1MLV|268VULN|3ASPD|4BEXP|5aDMG|7RCR|9LIT
192	23232 42112	   	159.80	DCR|3DMG|2VULN|1ASPD	1MLV|26aDMG|3ASPD|4LHND|58VULN|7RCR|9LIT
193	23232 42116	   	159.80	DCR|3VULN|2DMG|1ASPD	1MLV|26DMG|3ASPD|4LHND|58aVULN|7RCR|9LIT
194	23232 42235	   	159.80	DCR|3DMG|2VULN|1ASPD	1MLV|269DMG|3ASPD|4LHND|5aVULN|7RCR|8FEWX
195	23232 42335	   	159.80	DCR|3DMG|2VULN|1ASPD	1MLV|269DMG|3ASPD|4LHND|5aVULN|7RCR|8LWND
196	23232 42435	   	159.80	DCR|3DMG|2VULN|1ASPD	1MLV|269DMG|3ASPD|4LHND|5aVULN|7RCR|8BEXP
197	23232 62112	   	159.80	DCR|3VULN|2DMG|1ASPD	1MLV|2aDMG|3ASPD|4LHND|568VULN|7RCR|9LIT
198	23233 42135	   	159.80	DCR|3DMG|2VULN|1ASPD	1MLV|269DMG|3ASPD|4LHND|5FEWX|7RCR|8aVULN
199	23236 42135	   	159.80	DCR|3DMG|2VULN|1ASPD	1MLV|269DMG|3ASPD|4LHND|5LWND|7RCR|8aVULN
200	31623 43324	 * 	159.80	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1DUR|2BEXP|3DMG|4RCR|5CDMG|68ASPD|7CGEN|9VULN|aAART
201	21154 42112	   	159.70	DCR|3DMG|2VULN|1ASPD	1MLV|28VULN|3ASPD|4DUST|56aDMG|7RCR|9LIT
202	21154 62112	   	159.70	DCR|3VULN|2DMG|1ASPD	1MLV|268VULN|3ASPD|4DUST|5aDMG|7RCR|9LIT
203	23212 42112	   	159.70	DCR|3DMG|2VULN|1ASPD	1MLV|26aDMG|3ASPD|4DUST|58VULN|7RCR|9LIT
204	23212 62112	   	159.70	DCR|3VULN|2DMG|1ASPD	1MLV|2aDMG|3ASPD|4DUST|568VULN|7RCR|9LIT
205	23232 42635	   	159.70	DCR|3DMG|2VULN|1ASPD	1MLV|269DMG|3ASPD|4LHND|5aVULN|7RCR|8LEGI
206	23252 42112	   	159.70	DCR|3DMG|2VULN|1ASPD	1MLV|26aDMG|3ASPD|4LEGI|58VULN|7RCR|9LIT
207	23252 42235	   	159.70	DCR|3DMG|2VULN|1ASPD	1MLV|269DMG|3ASPD|4LEGI|5aVULN|7RCR|8FEWX
208	23252 42335	   	159.70	DCR|3DMG|2VULN|1ASPD	1MLV|269DMG|3ASPD|4LEGI|5aVULN|7RCR|8LWND
209	23252 62112	   	159.70	DCR|3VULN|2DMG|1ASPD	1MLV|2aDMG|3ASPD|4LEGI|568VULN|7RCR|9LIT
210	23253 42135	   	159.70	DCR|3DMG|2VULN|1ASPD	1MLV|269DMG|3ASPD|4LEGI|5FEWX|7RCR|8aVULN
211	31623 54123	   	159.58	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1aDUR|2BEXP|3DMG|4RCR|5CDMG|6DUST|7VULN|8AART|9ASPD
212	21213 43311	 * 	159.58	DCR|3VULN|1AART|2ZMB	1MLV|29aVULN|3RCVC|4DUST|5AART|68ZMB|7RCR
213	62213 43311	   	159.58	DCR|3VULN|1AART|2ZMB	1RMIN|29aVULN|3RCVC|4DUST|5AART|68ZMB|7RCR
214	32531 64223	   	159.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2CDMG|3VULN|4LWND|5DLOT|68AART|7RCR|9DMG|aLHND
215	32531 64221	   	159.47	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2CDMG|3VULN|4LWND|5DLOT|68AART|7RCR|9DMG|aERES
216	21123 31624	 * 	159.41	DCR|3VULN|2DMG|2ASPD	19MLV|278VULN|39ASPD|4RPLT|5RMIN|69DMG|9BPWR|aRCR
217	31623 32323	   	159.28	ACR|2DMG|1VULN|2CDMG|2DUR|1ASPD	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8ASPD|9LSRICY|aVULN
218	21114 32136	   	159.21	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	19MLV|28VULN|3ASPD|4DUR|5DMG|6RCVC|7RCR|aAART
219	21114 32155	   	159.21	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MLV|28VULN|3ASPD|4DUR|5DMG|6RCVC|7RCR|9CGEN|aAART
220	23222 32136	   	159.21	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	19MLV|2DMG|3ASPD|4DUR|58VULN|6RCVC|7RCR|aAART
221	23222 32155	   	159.21	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MLV|2DMG|3ASPD|4DUR|58VULN|6RCVC|7RCR|9CGEN|aAART
222	13133 31614	   	159.05	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|2RPLT|3RCR|4BEXP|5CDMG|6CGEN|78VULN|9DMG|aAART
223	51621 23262	   	159.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2BEXP|3DMG|4RCR|5LIT|6CDMG|7AART|8DUR|9ZMB|aVULN
224	35333 52163	   	158.98	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	18DUR|2AIRHEL|3CDMG|4RCR|5DMG|6RPLT|7ASPD|9AART|aVULN
225	14213 11355	   	158.97	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1SELL|26VULN|3BEXP|4CDMG|5AART|7DMG|8LIT|9DUR|aRCR
226	23222 23544	   	158.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|5VULN|6CGEN|7ZMB|8CDMG|9RCR|aAART
227	13113 31614	   	158.95	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|2RPLT|3RCR|4FEWX|5CDMG|6ERES|78VULN|9DMG|aAART
228	14523 21225	   	158.93	ACR|2VULN|2DMG|1ZMB|1DUR|1SELL	1SELL|2aVULN|3RCVC|4RCR|5CGEN|6aLIT|7ZMB|8DUR|9aDMG|aBPWR
229	22114 43236	   	158.90	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1MLV|2DUST|3ASPD|4aDUR|56DMG|7AART|8VULN|9RCR
230	13364 33622	 * 	158.84	DCR|3DMG|1AART|1VULN|1SELL	1SELL|2RPLT|3VULN|458DMG|6LWND|7RCR|9AART|aLIT
231	14212 56132	   	158.76	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	1SELL|258VULN|3BEXP|4CDMG|6DUR|7RCR|9MLV|aAART
232	14612 36132	   	158.76	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	1SELL|258VULN|3DUR|4CDMG|6LWND|7RCR|9MLV|aAART
233	21131 33544	   	158.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MLV|2VULN|3ASPD|4LHND|5FEWX|67DMG|8CDMG|9RCR|aAART
234	21114 42222	   	158.61	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2VULN|3ASPD|4DUR|56DMG|7RCR|8FEWX|9AART|aRCVC
235	21114 42422	   	158.61	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2VULN|3ASPD|4DUR|56DMG|7RCR|8BEXP|9AART|aRCVC
236	21114 62222	   	158.61	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|26VULN|3ASPD|4DUR|5DMG|7RCR|8FEWX|9AART|aRCVC
237	21114 62422	   	158.61	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|26VULN|3ASPD|4DUR|5DMG|7RCR|8BEXP|9AART|aRCVC
238	23222 42222	   	158.61	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8FEWX|9AART|aRCVC
239	23222 42422	   	158.61	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8BEXP|9AART|aRCVC
240	23222 62222	   	158.61	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8FEWX|9AART|aRCVC
241	23222 62422	   	158.61	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8BEXP|9AART|aRCVC
242	23223 42122	   	158.61	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5FEWX|7RCR|8VULN|9AART|aRCVC
243	31623 41114	   	158.57	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2BEXP|3DMG|4RCR|5CDMG|6ASPD|7aVULN|8ZMB|9LHND
244	31623 41116	   	158.57	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2BEXP|3aDMG|4RCR|5CDMG|6ASPD|7VULN|8ZMB|9LHND
245	31623 41234	   	158.57	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2BEXP|38DMG|4RCR|5CDMG|6ASPD|7VULN|9ZMB|aDMSP
246	31623 41235	   	158.57	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2BEXP|38DMG|4RCR|5CDMG|6ASPD|7VULN|9ZMB|aCGEN
247	31623 41236	   	158.57	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2BEXP|38DMG|4RCR|5CDMG|6ASPD|7VULN|9ZMB|aLIT
248	23212 13544	   	158.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MLV|27DMG|3ASPD|4DUST|5VULN|6LHND|8CDMG|9RCR|aAART
249	35333 64221	   	158.47	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|67VULN|8ASPD|9CGEN|aZMB
250	31623 41232	   	158.47	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2BEXP|38DMG|4RCR|5CDMG|6ASPD|7VULN|9ZMB|aBASHEA
251	31623 41233	   	158.47	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2BEXP|38DMG|4RCR|5CDMG|6ASPD|7VULN|9ZMB|aERES
252	31623 41632	   	158.47	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2BEXP|3DMG|4RCR|5CDMG|6ASPD|78VULN|9ZMB|aBASHEA
253	31623 41633	   	158.47	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2BEXP|3DMG|4RCR|5CDMG|6ASPD|78VULN|9ZMB|aERES
254	14422 23122	   	158.35	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|2aVULN|3DMSP|4RCR|5DUST|6CDMG|7AART|8RMIN|9DMG
255	14422 23422	   	158.35	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|2aVULN|3DMSP|4RCR|5DUST|6CDMG|7AART|8MLV|9DMG
256	13332 52622	 * 	158.34	DCR|3VULN|1AART|2CDMG|1SELL	1SELL|2RPLT|389VULN|49MLV|5DMSP|69CDMG|7RCR|9BPWR|aAART
257	13635 32622	 * 	158.33	DCR|3VULN|1AART|2CDMG|1SELL	1SELL|2RPLT|39CDMG|489VULN|569CGEN|7RCR|9BPWR|aAART
258	23212 32526	   	158.27	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4DUST|59aVULN|6RCVC|7RCR|8CDMG
259	23252 32526	   	158.27	DCR|3VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3ASPD|4LEGI|59aVULN|6RCVC|7RCR|8CDMG
260	23222 62144	 * 	158.26	DCR|3VULN|1DMG|3DUR|1ASPD	1MLV|2DMG|3ASPD|49aDUR|568VULN|7RCR
261	14422 23522	   	158.25	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|2aVULN|3DMSP|4RCR|5DUST|6CDMG|7AART|8TLV|9DMG
262	31623 34321	 * 	158.19	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2BEXP|3DMG|4RCR|5CDMG|6LEGI|7VULN|8RPLT|9aAART
263	31623 34216	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	1DUR|2BEXP|3aDMG|4RCR|5CDMG|6LEGI|78VULN|9LHND
264	51623 31631	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2BEXP|39DMG|4RCR|5CDMG|6ERES|78VULN|aDUR
265	23224 42523	   	158.05	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|5ZMB|6ERES|7RCR|8CDMG|9aVULN
266	11333 43626	 * 	158.04	DCR|2DMG|1AART|1VULN|2ZMB|1SELL	1SELL|2LWND|36ZMB|4VULN|5RPLT|7RCR|8aDMG|9AART
267	32562 33243	   	158.00	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2CDMG|38aVULN|4DMG|5ASPD|6CGEN|7LWND|9RCR
268	31625 31242	   	157.98	ACR|2DMG|1AART|1VULN|2DUR	15DUR|2BEXP|39DMG|4RCR|6RCVC|7MLV|8VULN|aAART
269	21213 11443	   	157.98	DCR|2VULN|1AART|1DMG|1FLTHEA	1MLV|26VULN|3RCVC|4DUST|5AART|7DMG|8CGEN|9RCR|aFLTHEA
270	21213 51443	   	157.98	DCR|2VULN|1AART|1DMG|1FLTHEA	1MLV|26VULN|3RCVC|46DUST|5AART|6BPWR|7DMG|8CGEN|9RCR|aFLTHEA
271	31621 25342	   	157.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2BEXP|3DMG|4RCR|5LIT|6CDMG|7ZMB|8FEWX|9AART|aVULN
272	21134 42153	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|28VULN|3ASPD|4LHND|56DMG|7RCR|9CGEN|aCDMG
273	23232 42153	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4LHND|58VULN|7RCR|9CGEN|aCDMG
274	23232 42525	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4LHND|59VULN|7RCR|8CDMG|aLSRICY
275	23233 42526	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4LHND|5FEWX|7RCR|8CDMG|9aVULN
276	31623 34236	   	157.79	ACR|3VULN|1DMG|1CDMG|1DUR	1DUR|2BEXP|3DMG|4RCR|5CDMG|6LEGI|78aVULN|9RCVC
277	21414 53331	 * 	157.78	DCR|3DMG|1VULN|3DUR|1CDMG	1MLV|2VULN|359DMG|478DUR|6CDMG|aRCR
278	23614 53331	   	157.78	DCR|3DMG|1VULN|3DUR|1CDMG	1MLV|259DMG|3VULN|478DUR|6CDMG|aRCR
279	21424 23235	   	157.73	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|28VULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|9RCVC|aAART
280	23624 23235	   	157.73	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|38VULN|4RPLT|5MBVNT|6RCR|7ZMB|9RCVC|aAART
281	23212 42525	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4DUST|59VULN|7RCR|8CDMG|aLSRICY
282	23212 42536	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4DUST|5aVULN|7RCR|8CDMG|9BEXP
283	23252 42153	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4LEGI|58VULN|7RCR|9CGEN|aCDMG
284	21134 42521	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|29VULN|3ASPD|4LHND|56DMG|7RCR|8CDMG|aERES
285	21134 42522	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|29VULN|3ASPD|4LHND|56DMG|7RCR|8CDMG|aTLV
286	21134 42523	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|29VULN|3ASPD|4LHND|56DMG|7RCR|8CDMG|aDUST
287	23213 42526	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4DUST|5FEWX|7RCR|8CDMG|9aVULN
288	23232 42521	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4LHND|59VULN|7RCR|8CDMG|aERES
289	23232 42522	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4LHND|59VULN|7RCR|8CDMG|aTLV
290	23232 42523	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4LHND|59VULN|7RCR|8CDMG|aDUST
291	21613 15242	   	157.66	DCR|4VULN|1AART|1DUR	17MLV|267aVULN|3DMSP|47DUST|5AART|7BPWR|8DUR|9RCR
292	21154 42122	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|28VULN|3ASPD|49DUST|56DMG|7RCR|aCDMG
293	23212 42122	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|49DUST|58VULN|7RCR|aCDMG
294	23212 42521	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4DUST|59VULN|7RCR|8CDMG|aERES
295	23212 42522	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4DUST|59VULN|7RCR|8CDMG|aTLV
296	23212 42523	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4aDUST|59VULN|7RCR|8CDMG
297	23252 42521	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4LEGI|59VULN|7RCR|8CDMG|aERES
298	23252 42522	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4LEGI|59VULN|7RCR|8CDMG|aTLV
299	23252 42523	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|26DMG|3ASPD|4LEGI|59VULN|7RCR|8CDMG|aDUST
300	31323 46457	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1DUR|2BEXP|3DUST|49VULN|5MBVNT|6aDMG|7RCR|8CDMG
301	21623 12242	   	157.56	DCR|4VULN|1AART|1DUR	1MLV|268aVULN|3DMSP|4DUR|5AART|7DUST|9RCR
302	14621 26112	   	157.55	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1SELL|28VULN|3DUR|4aDMG|5RMIN|6CDMG|7RCR|9LIT
303	14526 23231	 * 	157.45	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|28aVULN|3RCVC|4RCR|5FEWX|6CDMG|7AART|9CGEN
304	14526 23111	 * 	157.45	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|29aVULN|3RCVC|4RCR|5FEWX|6CDMG|7AART|8RMIN
305	24225 21224	   	157.35	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	1aMLV|2ZMB|3aASPD|47DUR|5LIT|6AART|8aVULN|9RCR|aBPWR
306	14522 23111	 * 	157.35	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|29aVULN|3RCVC|4RCR|5DUST|6CDMG|7AART|8RMIN
307	14522 23212	 * 	157.35	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|28aVULN|3RCVC|4RCR|5DUST|6CDMG|7AART|9BEXP
308	14522 23222	 * 	157.35	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|28aVULN|3RCVC|4RCR|5DUST|6CDMG|7AART|9FEWX
309	14522 23231	 * 	157.35	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|28aVULN|3RCVC|4RCR|5DUST|6CDMG|7AART|9CGEN
310	14522 23241	 * 	157.35	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|28aVULN|3RCVC|4RCR|5DUST|6CDMG|7AART|9RMIN
311	14522 23252	 * 	157.35	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|28aVULN|3RCVC|4RCR|5DUST|6CDMG|7AART|9LHND
312	14522 23262	 * 	157.35	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|28aVULN|3RCVC|4RCR|5DUST|6CDMG|7AART|9LWND
313	14522 23411	 * 	157.35	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|29aVULN|3RCVC|4RCR|5DUST|6CDMG|7AART|8MLV
314	21111 45226	   	157.33	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1MLV|2VULN|38ASPD|4DUR|5FEWX|6ZMB|7RCR|9AART|aDMG
315	21424 23124	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2aVULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|8AART|9LHND
316	21424 23134	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2aVULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|8AART|9FEWX
317	21424 23144	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2aVULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|8AART|9BEXP
318	21424 23154	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2aVULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|8AART|9LWND
319	21424 23171	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|29VULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|8AART|aDMSP
320	21424 23172	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|29VULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|8AART|aBELT
321	21424 23173	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1aMLV|29VULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|8AART
322	23624 23124	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3aVULN|4RPLT|5MBVNT|6RCR|7ZMB|8AART|9LHND
323	23624 23134	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3aVULN|4RPLT|5MBVNT|6RCR|7ZMB|8AART|9FEWX
324	23624 23144	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3aVULN|4RPLT|5MBVNT|6RCR|7ZMB|8AART|9BEXP
325	23624 23154	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3aVULN|4RPLT|5MBVNT|6RCR|7ZMB|8AART|9LWND
326	23624 23171	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|39VULN|4RPLT|5MBVNT|6RCR|7ZMB|8AART|aDMSP
