0	Index      	 *	Score 	Summary	Detail	
1	13233 13464	 * 	207.52	ACR|3DMG|3ZMB|3CDMG|1VULN|2DUR	179CDMG|2RCR|3RMIN|467DMG|579ZMB|79BPWR|89DUR|aVULN
167	35353 33163	   	182.13	ACR|3VULN|2DMG|1AART|1DUR	17DMG|246VULN|3DUR|5RCR|8AART|9BELT|aLEGI
168	13145 21312	   	182.13	ACR|4VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2RCR|3MLV|4ASPD|5DUR|6DMG|789aVULN
169	14116 32622	   	182.09	ACR|2VULN|1AART|3CDMG|1DMG|1ASPD	167CDMG|2TLV|3RCR|4AART|5ASPD|8DMG|9aVULN
170	63232 22533	   	181.82	ACR|4VULN|1AART|1FLTHEA|2DUR	1AART|2789VULN|3FLTHEA|4MLV|5RCR|6aDUR
171	11123 11226	   	181.76	ACR|2DMG|1AART|1VULN|2CDMG|2ZMB	17CDMG|2ERES|3RCR|4RMIN|57ZMB|67DMG|7BPWR|8AART|9FEWX|aVULN
172	11123 11251	   	181.76	ACR|2DMG|1AART|1VULN|2CDMG|2ZMB	17CDMG|2ERES|3RCR|4RMIN|57ZMB|67DMG|7BPWR|8AART|9MLV|aVULN
173	11123 11216	   	181.66	ACR|2DMG|1AART|1VULN|2CDMG|2ZMB	17CDMG|2ERES|3RCR|4RMIN|57ZMB|67DMG|7BPWR|8AART|9DUST|aVULN
174	11123 11232	   	181.66	ACR|2DMG|1AART|1VULN|2CDMG|2ZMB	17CDMG|29ERES|3RCR|4RMIN|57ZMB|67DMG|7BPWR|8AART|aVULN
175	13143 11571	   	181.64	ACR|3DMG|1AART|2CDMG|1ZMB|1ASPD	17CDMG|2RCR|37MLV|4ASPD|5ZMB|679DMG|7BPWR|8MBVNT|aAART
176	25661 12331	 * 	181.54	ACR|4VULN|3CDMG|1AART	1479VULN|249CDMG|3RCR|49BPWR|5FEWX|6DUST|89LIT|aAART
177	22323 63533	   	181.34	ACR|3VULN|2DMG|3DUR|1ZMB	189VULN|26MLV|369DUR|4RCVC|5RCR|69BPWR|79DMG|aZMB
178	12614 21633	   	181.26	ACR|3DMG|1AART|1VULN|2CDMG	14CDMG|2LHND|3RCR|5BEXP|689DMG|7VULN|aAART
179	22353 63531	   	181.23	ACR|4VULN|2DMG|3DUR	1489VULN|26MLV|369DUR|5RCR|69BPWR|79DMG|aDUST
180	22353 63532	   	181.23	ACR|4VULN|2DMG|3DUR	1489VULN|26MLV|369DUR|5RCR|69BPWR|79DMG|aMBVNT
181	35223 12662	 * 	181.09	ACR|3VULN|2DMG|2FLTHEA|1DUR	19DMG|289VULN|3LHND|4RCVC|5RCR|6FEWX|79FLTHEA|9BPWR|aDUR
182	31343 32563	   	181.03	ACR|3VULN|2DMG|1AART|1ASPD	17DMG|27MLV|3DUST|4ERES|5RCR|679VULN|7BPWR|8ASPD|aAART
183	35353 35313	   	181.03	ACR|3VULN|2DMG|1AART|1DUR	19DMG|246VULN|3DUR|5RCR|7CGEN|8LIT|aAART
184	31343 32343	   	181.03	ACR|3VULN|2DMG|1AART|1ASPD	17DMG|27MLV|3DUST|4ERES|5RCR|678VULN|7BPWR|9ASPD|aAART
185	13233 14431	   	180.84	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CDMG|2RCR|3RMIN|46DMG|5ZMB|7DUR|8AART|9LIT|aVULN
186	34343 32343	   	180.83	ACR|3VULN|2DMG|1AART|1ASPD	17DMG|27TLV|3DUST|4ERES|5RCR|678VULN|7BPWR|9ASPD|aAART
187	35353 31312	   	180.81	ACR|5VULN|1DMG|1CDMG|1DUR	1DMG|2468aVULN|3DUR|5RCR|7BEXP|9CDMG
188	35353 34312	   	180.81	ACR|5VULN|1DMG|1CDMG|1DUR	1DMG|2468aVULN|3DUR|5RCR|7LHND|9CDMG
189	13116 31251	   	180.75	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	19CDMG|2RCR|3MLV|4AART|5ASPD|6aVULN|7RCVC|8DMG
190	13216 34251	   	180.75	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	19CDMG|2RCR|3RMIN|4AART|5ASPD|6aVULN|7RCVC|8DMG
191	13523 13246	   	180.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CDMG|2RCR|3ERES|4RMIN|5ZMB|67DMG|8AART|9DUR|aVULN
192	15332 25332	   	180.73	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|2RPLT|3aAART|47VULN|5ZMB|6DMG|8RCR|9MLV
193	31343 32361	   	180.64	ACR|4VULN|3DMG	17aDMG|27MLV|3DUST|4ERES|5RCR|6789VULN|7BPWR
194	35356 33113	   	180.61	DCR|3VULN|2DMG|1AART|1DUR	17DMG|246VULN|3DUR|5DUST|8AART|9RCR|aRCVC
195	35112 16353	   	180.61	DCR|3VULN|2DMG|1AART|1ASPD	17DMG|279VULN|3ASPD|4RMIN|5LIT|67ERES|7BPWR|8RCR|aAART
196	14123 11351	   	180.56	ACR|2DMG|1AART|1VULN|2CDMG|2ZMB	17CDMG|2TLV|3RCR|4RMIN|57ZMB|67DMG|7BPWR|8VULN|9LIT|aAART
197	25663 11331	 * 	180.56	ACR|2VULN|1AART|1DMG|2CDMG|2ZMB	14VULN|24CDMG|3RCR|4BPWR|59ZMB|6DMG|7LWND|8LIT|aAART
198	22323 33531	   	180.52	ACR|4VULN|2DMG|2DUR	1689VULN|2MLV|39DUR|4RCVC|5RCR|79DMG|9BPWR|aBEXP
199	22323 33533	   	180.52	ACR|4VULN|2DMG|2DUR	1689VULN|2MLV|39DUR|4RCVC|5RCR|79DMG|9BPWR|aLHND
200	22323 33534	   	180.52	ACR|4VULN|2DMG|2DUR	1689VULN|2MLV|39DUR|4RCVC|5RCR|79DMG|9BPWR|aLWND
201	63232 22155	   	180.48	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1AART|27VULN|3FLTHEA|4MLV|5RCR|6DUR|8RMIN|9CDMG|aDMG
202	34343 32361	   	180.44	ACR|4VULN|3DMG	17aDMG|27TLV|3DUST|4ERES|5RCR|6789VULN|7BPWR
203	22323 33532	   	180.42	ACR|4VULN|2DMG|2DUR	1689VULN|2MLV|39DUR|4RCVC|5RCR|79DMG|9BPWR|aTLV
204	22323 33535	   	180.42	ACR|4VULN|2DMG|2DUR	1689VULN|2MLV|39DUR|4RCVC|5RCR|79DMG|9BPWR|aLEGI
205	11112 23416	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2ERES|3RCR|4AART|5LWND|6FEWX|7aDMG|89VULN
206	11113 53416	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2ERES|3RCR|4AART|5FEWX|6LHND|7aDMG|89VULN
207	11115 23416	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2ERES|3RCR|4AART|5LHND|6FEWX|7aDMG|89VULN
208	11112 63416	   	180.28	ACR|2DMG|2VULN|1AART|1CDMG	1CDMG|2ERES|3RCR|4AART|5LWND|6LEGI|7aDMG|89VULN
209	13233 12451	   	180.21	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	19CDMG|2RCR|3RMIN|46DMG|5ZMB|7LWND|8AART|aVULN
210	13233 15451	   	180.21	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	19CDMG|2RCR|3RMIN|46DMG|5ZMB|7BEXP|8AART|aVULN
211	13163 11221	   	180.21	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	17CDMG|2RCR|34MLV|57DUST|67DMG|7BPWR|8AART|9ZMB|aVULN
212	13233 53262	   	180.21	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	19CDMG|2RCR|3RMIN|47DMG|5ZMB|6MLV|8AART|aVULN
213	13123 13262	   	180.21	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	19CDMG|2RCR|3MLV|4RMIN|5ZMB|67DMG|8AART|aVULN
214	13233 16451	   	180.11	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	19CDMG|2RCR|3RMIN|46DMG|5ZMB|7DUST|8AART|aVULN
215	35353 33336	   	180.07	ACR|3VULN|3DMG|2DUR	179DMG|246VULN|39DUR|5RCR|89TLV|9BPWR|aRCVC
216	43313 35322	 * 	180.07	DCR|3VULN|2AART|3CDMG	1RCVC|237CDMG|479VULN|57CGEN|6aAART|7BPWR|8RCR
217	23553 31312	 * 	180.05	ACR|3VULN|2AART|1DMG|1ZMB	146VULN|2DUST|3ZMB|5RCR|7BEXP|8aAART|9DMG
218	25641 33221	   	179.98	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|2CDMG|3RCR|4LEGI|5AART|68LIT|78DMG|8BPWR|9LHND|aRPLT
219	25641 33223	   	179.98	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|2CDMG|3RCR|4LEGI|5AART|68LIT|78DMG|8BPWR|9LHND|aBEXP
220	25641 33231	   	179.98	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|2CDMG|3RCR|4LEGI|5AART|68LIT|78DMG|8BPWR|9CGEN|aFEWX
221	25641 33232	   	179.98	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|2CDMG|3RCR|4LEGI|5AART|68LIT|78DMG|8BPWR|9CGEN|aBEXP
222	25641 33233	   	179.98	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|2CDMG|3RCR|4LEGI|5AART|68LIT|78DMG|8BPWR|9CGEN|aLHND
223	14123 11361	   	179.95	ACR|3DMG|1VULN|2CDMG|2ZMB|1DUR	17CDMG|2TLV|3RCR|4RMIN|57ZMB|679DMG|7BPWR|8VULN|aDUR
224	25641 33222	   	179.88	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|2CDMG|3RCR|4LEGI|5AART|68LIT|78DMG|8BPWR|9LHND|aERES
225	43312 35322	   	179.87	DCR|3VULN|2AART|3CDMG	1RCVC|237CDMG|479VULN|57ERES|6aAART|7BPWR|8RCR
226	43315 35322	   	179.87	DCR|3VULN|2AART|3CDMG	1RCVC|237CDMG|479VULN|57TLV|6aAART|7BPWR|8RCR
227	63115 52212	 * 	179.87	DCR|3VULN|2AART|1DMG|1DUR	1aAART|256VULN|3DUR|4FEWX|7CGEN|8RCR|9DMG
228	25611 21421	   	179.79	ACR|2VULN|3CDMG|1AART|1DMG|1DUR	17VULN|249CDMG|3RCR|5FEWX|6DMG|8AART|aDUR
229	12621 21416	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2LHND|3RCR|4LWND|5AART|6aDMG|7ERES|89VULN
230	63232 22543	 * 	179.74	ACR|3VULN|1AART|2FLTHEA|1ZMB|1DUR	1AART|278VULN|3aFLTHEA|4MLV|5RCR|6DUR|9ZMB
231	63232 25253	   	179.64	ACR|2AART|1VULN|1DMG|1CDMG|1FLTHEA|2DUR	18AART|2VULN|3FLTHEA|4MLV|5RCR|6aDUR|7DMG|9CDMG
232	14145 21312	   	179.63	ACR|4VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2TLV|3RCR|4ASPD|5DUR|6DMG|789aVULN
233	13233 14615	   	179.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CDMG|2RCR|3RMIN|46DMG|5ZMB|7DUR|8DUST|9VULN|aAART
234	22351 36363	 * 	179.52	DCR|4VULN|1AART|1DMG|1DUR	1469VULN|2MLV|3DUR|5LWND|7RCR|8DMG|aAART
235	25621 21151	   	179.51	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	1VULN|29CDMG|3RCR|4LHND|5AART|6aDMG|7ERES|8ZMB
236	25613 31422	   	179.44	ACR|3VULN|3CDMG|1AART|1ZMB	17aVULN|249CDMG|3RCR|5ZMB|6FEWX|8AART
237	13123 11514	   	179.43	ACR|2DMG|3ZMB|3CDMG|1VULN	178CDMG|2RCR|3MLV|4RMIN|579ZMB|67DMG|7BPWR|aVULN
238	13523 11514	   	179.33	ACR|2DMG|3ZMB|3CDMG|1VULN	178CDMG|2RCR|3ERES|4RMIN|579ZMB|67DMG|7BPWR|aVULN
239	63363 61133	   	179.32	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1AART|24aVULN|3BELT|4BPWR|5ZMB|6DMG|7DUR|8RCR|9TLV
240	13235 66132	   	179.32	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1CDMG|2RCR|3RMIN|49DMG|5aDUR|67VULN|8ZMB
241	35356 33112	   	179.31	DCR|3VULN|2DMG|1AART|1DUR	17DMG|246VULN|3DUR|5DUST|8AART|9RCR|aMLV
242	35346 33112	   	179.31	DCR|3VULN|2DMG|1AART|1DUR	17DMG|26aVULN|3DUR|4ERES|5RMIN|8AART|9RCR
243	23243 33536	   	179.29	ACR|4VULN|2DMG|1ZMB	1689VULN|2DUST|3RCVC|49ERES|5RCR|79DMG|9BPWR|aZMB
244	35643 22312	 * 	179.28	DCR|3DMG|2VULN|3ASPD|1CDMG	137DMG|27VULN|4CDMG|5CGEN|679ASPD|7BPWR|8DUST|aRCR
245	23524 32361	   	179.28	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR|1ASPD	16VULN|2DUST|3ZMB|4DUR|5RCR|7FLTHEA|8ASPD|9DMG|aAART
246	35356 33111	   	179.21	DCR|3VULN|2DMG|1AART|1DUR	17DMG|246VULN|3DUR|5DUST|8AART|9RCR|aERES
247	13216 31436	   	179.17	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2RCR|3RMIN|4AART|5ASPD|68VULN|7DUR|9LWND|aDMG
248	63232 22633	   	179.17	ACR|3VULN|2AART|1FLTHEA|2DUR	18AART|279VULN|3FLTHEA|4MLV|5RCR|6aDUR
249	25615 21312	   	179.10	ACR|4VULN|1DMG|2CDMG|1DUR	179aVULN|24CDMG|3RCR|5DUR|6DMG|8LWND
250	12615 21312	   	179.10	ACR|4VULN|1DMG|2CDMG|1DUR	14CDMG|2LHND|3RCR|5DUR|6DMG|789aVULN
251	11143 11571	   	179.04	ACR|3DMG|1AART|2CDMG|1ZMB|1ASPD	17CDMG|27ERES|3RCR|4ASPD|5ZMB|679DMG|7BPWR|8MBVNT|aAART
252	14143 11261	   	179.04	ACR|3DMG|1AART|2CDMG|1ZMB|1ASPD	17CDMG|27TLV|3RCR|4ASPD|5ZMB|679DMG|7BPWR|8DUST|aAART
253	35353 33632	   	178.97	ACR|3VULN|3DMG|2DUR	179DMG|246VULN|39DUR|5RCR|89CGEN|9BPWR|aFEWX
254	13216 31151	   	178.90	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	19CDMG|2RCR|3RMIN|4AART|5ASPD|6VULN|7DUR|8ZMB|aDMG
255	13116 63422	   	178.83	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2RCR|3MLV|4AART|5ASPD|6LIT|789VULN|aZMB
256	13216 63422	   	178.83	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2RCR|3RMIN|4AART|5ASPD|6LIT|789VULN|aZMB
257	35323 33122	   	178.79	ACR|2VULN|2DMG|1AART|3DUR	17DMG|26VULN|39aDUR|4RCVC|5RCR|8AART
258	35353 33332	   	178.77	ACR|3VULN|3DMG|2DUR	179DMG|246VULN|39DUR|5RCR|89TLV|9BPWR|aFEWX
259	35353 33432	   	178.77	ACR|3VULN|3DMG|2DUR	179DMG|246VULN|39DUR|5RCR|89ERES|9BPWR|aFEWX
260	15331 25353	   	178.76	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	1CDMG|2RPLT|3AART|47VULN|59ASPD|6DMG|8RCR|aDUR
261	35422 36312	   	178.75	DCR|3VULN|2DMG|1CDMG|2DUR	15DMG|28aVULN|3BEXP|46DUR|7RCR|9CDMG
262	13141 21332	   	178.67	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|2RCR|3MLV|4ASPD|5FEWX|69DMG|78aVULN
263	13141 21612	   	178.67	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|2RCR|3MLV|4ASPD|5FEWX|68DMG|79aVULN
264	31343 32312	   	178.64	ACR|4VULN|2DMG|1CDMG	17DMG|27MLV|3DUST|4ERES|5RCR|678aVULN|7BPWR|9CDMG
265	35253 35312	   	178.64	ACR|4VULN|2DMG|1CDMG	18DMG|246aVULN|3LHND|5RCR|7LWND|9CDMG
266	13463 21612	   	178.57	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|2RCR|3BEXP|4ASPD|5ERES|68DMG|79aVULN
267	13541 21612	   	178.57	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|2RCR|3ERES|4ASPD|5FEWX|68DMG|79aVULN
268	35321 36361	 * 	178.56	DCR|3VULN|3DMG|1DUR	18aDMG|269VULN|3DUR|4RCVC|5LWND|7RCR
269	13213 53516	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	15CDMG|2RCR|3RMIN|4AART|6DUR|7LIT|8aVULN|9DMG
270	25621 33213	   	178.50	ACR|3DMG|2VULN|1AART|2CDMG|1MSE	18VULN|28CDMG|3RCR|4LHND|5AART|6LIT|789DMG|8BPWR|aMSE
271	43314 12262	   	178.48	DCR|2VULN|2DMG|1AART|2CDMG	1RCVC|23CDMG|46VULN|56DMG|6BPWR|7LHND|8AART|9LIT|aRCR
272	15331 25342	   	178.47	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD|1DUR	1aCDMG|2RPLT|3AART|47VULN|5ASPD|6DMG|8RCR|9DUR
273	13233 13321	   	178.45	ACR|3DMG|1AART|2CDMG|2ZMB	17CDMG|2RCR|3RMIN|467DMG|57ZMB|7BPWR|8DUST|9ERES|aAART
274	34343 32312	   	178.44	ACR|4VULN|2DMG|1CDMG	17DMG|27TLV|3DUST|4ERES|5RCR|678aVULN|7BPWR|9CDMG
275	13543 11234	   	178.43	ACR|2DMG|2AART|2CDMG|1ZMB|1ASPD	17CDMG|2RCR|379ERES|4ASPD|5ZMB|67DMG|7BPWR|8aAART
276	35253 33115	   	178.41	ACR|3VULN|2DMG|1CDMG|1ASPD|1DUR	17DMG|246VULN|3LHND|5RCR|8DUR|9CDMG|aASPD
277	13516 32351	   	178.35	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	19CDMG|2RCR|3ERES|4AART|5ASPD|6VULN|7DUST|8aDMG
278	44141 11231	   	178.35	ACR|2DMG|1AART|1VULN|2CDMG|2DUR	1RCVC|27DUR|3CGEN|47CDMG|5RCR|67DMG|7BPWR|8AART|9ERES|aVULN
279	11123 13246	   	178.34	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3RCR|4RMIN|5ZMB|67DMG|8AART|9DUR|aVULN
280	35353 33216	   	178.31	ACR|3VULN|2DMG|1CDMG|1ASPD|1DUR	17DMG|246VULN|3DUR|5RCR|8DUST|9CDMG|aASPD
281	13121 21631	   	178.25	ACR|3DMG|2VULN|2CDMG	1aCDMG|2RCR|3MLV|4RMIN|5aFEWX|689DMG|7aVULN|aBPWR
282	13231 64631	   	178.25	ACR|3DMG|2VULN|2CDMG	1aCDMG|2RCR|3RMIN|489DMG|5FEWX|6aVULN|7aCGEN|aBPWR
283	15332 21632	   	178.23	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|2RPLT|3aAART|48VULN|5ZMB|6DMG|7ERES|9RCR
284	15335 25332	   	178.23	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|2RPLT|3aAART|47VULN|5ERES|6DMG|8ZMB|9RCR
285	35251 33512	   	178.22	DCR|4VULN|2DMG|1CDMG	17DMG|246aVULN|3LHND|5LWND|8RCR|9CDMG
286	36563 11313	 * 	178.20	DCR|3AART|2DMG|1VULN|2ZMB	16DMG|234AART|5aZMB|7RCR|8LWND|9VULN
287	36563 11332	   	178.20	DCR|3AART|2DMG|1VULN|2ZMB	16DMG|234AART|59ZMB|7RCR|8LWND|aVULN
288	63232 25216	   	178.18	ACR|2AART|2VULN|1DMG|1FLTHEA|1DUR	18AART|2aVULN|3FLTHEA|4MLV|5RCR|6DUR|7DMG|9ERES
289	13521 21631	   	178.15	ACR|3DMG|2VULN|2CDMG	1aCDMG|2RCR|3ERES|4RMIN|5aFEWX|689DMG|7aVULN|aBPWR
290	33355 33512	   	178.12	DCR|4VULN|2DMG|1CDMG	17DMG|2LHND|3DUST|456aVULN|8RCR|9CDMG
291	13411 21612	   	178.05	ACR|3VULN|2DMG|2CDMG	14CDMG|2RCR|3BEXP|5FEWX|68DMG|79aVULN
292	13424 21332	   	178.05	ACR|3VULN|2DMG|2CDMG	15CDMG|2RCR|3BEXP|4LWND|69DMG|78aVULN
293	13424 21612	   	178.05	ACR|3VULN|2DMG|2CDMG	15CDMG|2RCR|3BEXP|4LWND|68DMG|79aVULN
294	13444 21332	   	178.05	ACR|3VULN|2DMG|2CDMG	15CDMG|2RCR|3BEXP|4LHND|69DMG|78aVULN
295	25663 11132	   	178.03	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR	14VULN|24CDMG|3RCR|4BPWR|5ZMB|69DMG|7LWND|8RMIN|aDUR
296	22253 33534	   	178.01	ACR|5VULN|2DMG	14689VULN|2MLV|39LHND|5RCR|79DMG|9BPWR|aRMIN
297	22253 33535	   	178.01	ACR|5VULN|2DMG	14689VULN|2MLV|39LHND|5RCR|79DMG|9BPWR|aLIT
298	25663 31231	   	178.01	ACR|3VULN|1DMG|2CDMG|1ZMB|1DUR	147VULN|24CDMG|3RCR|4BPWR|5ZMB|6FEWX|8RCVC|9DMG|aDUR
299	13236 12256	   	178.00	ACR|3DMG|2VULN|2CDMG|1SELL	19CDMG|2RCR|3RMIN|49aDMG|5SELL|6LIT|7BEXP|89VULN|9BPWR
300	35353 22161	   	177.99	ACR|3VULN|2DMG|2FLTHEA|1DUR	19DMG|249VULN|3DUR|5RCR|68aBEXP|79FLTHEA|9BPWR
301	35353 22162	   	177.99	ACR|3VULN|2DMG|2FLTHEA|1DUR	19DMG|249VULN|3DUR|5RCR|68BEXP|79FLTHEA|9BPWR|aLWND
302	35613 32161	 * 	177.99	ACR|3DMG|2VULN|2FLTHEA|1DUR	139DMG|29VULN|48BEXP|5RCR|6DUR|79FLTHEA|9BPWR|aLWND
303	35613 32162	   	177.99	ACR|3DMG|2VULN|2FLTHEA|1DUR	139DMG|29VULN|48BEXP|5RCR|6DUR|79FLTHEA|9BPWR|aCGEN
304	25613 12432	   	177.93	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1aVULN|24CDMG|3RCR|5ZMB|69DMG|7MLV|8DUR
305	14143 11312	   	177.93	ACR|2VULN|2DMG|2CDMG|1ZMB|1ASPD	17CDMG|27TLV|3RCR|4ASPD|5ZMB|67DMG|7BPWR|8aVULN|9MLV
306	22253 33531	   	177.91	ACR|5VULN|2DMG	14689VULN|2MLV|39LHND|5RCR|79DMG|9BPWR|aDUST
307	22253 33532	   	177.91	ACR|5VULN|2DMG	14689VULN|2MLV|39LHND|5RCR|79DMG|9BPWR|aMBVNT
308	22253 33536	   	177.91	ACR|5VULN|2DMG	14689VULN|2MLV|39LHND|5RCR|79DMG|9BPWR|aCANHEL
309	13236 11256	   	177.90	ACR|3DMG|2VULN|2CDMG|1SELL	19CDMG|2RCR|3RMIN|49aDMG|5SELL|6LIT|7DUST|89VULN|9BPWR
310	35613 32163	   	177.89	ACR|3DMG|2VULN|2FLTHEA|1DUR	139DMG|29VULN|48BEXP|5RCR|6DUR|79FLTHEA|9BPWR|aTLV
311	32316 64322	   	177.87	DCR|3DMG|2VULN|1AART	167DMG|24FEWX|3AART|5RMIN|8RCR|9aVULN
312	25615 23132	   	177.83	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1aVULN|24CDMG|3RCR|5DUR|69DMG|7ERES|8ZMB
313	23453 33531	   	177.81	ACR|5VULN|2DMG	14689VULN|2aDUST|39CGEN|5RCR|79DMG|9BPWR
314	13235 66221	   	177.74	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	1CDMG|2RCR|3RMIN|4DMG|589DUR|67VULN|aAART
315	13235 61231	   	177.74	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	1CDMG|2RCR|3RMIN|4DMG|578DUR|69VULN|aAART
316	25613 16231	   	177.71	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB	1aVULN|24CDMG|3RCR|5ZMB|6DMG|7DMSP|8AART|9ERES
317	35342 36213	   	177.66	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	19DMG|26VULN|3DUR|4ERES|5CGEN|7AART|8RCR|aZMB
318	25661 21232	   	177.55	ACR|3VULN|2DMG|2CDMG	147VULN|24CDMG|3RCR|4BPWR|5FEWX|69DMG|8RCVC|aERES
319	35253 33312	   	177.54	ACR|3VULN|3DMG|1ZMB	178DMG|246VULN|3LHND|5RCR|9ZMB|aFEWX
320	35253 33316	   	177.54	ACR|3VULN|3DMG|1ZMB	178DMG|246VULN|3LHND|5RCR|9ZMB|aDMSP
