0	Index      	 *	Score 	Summary	Detail	
1	13311 12343	 * 	214.74	紫4易伤3伤害1全技能	1核27最后敌人3等级4579易伤67a伤害7序列升级8全技能
210	13413 12614	   	185.59	紫4易伤2伤害1策反	1核27最后敌人35掉矿479a易伤67伤害7序列升级8策反
211	15613 12252	 * 	185.54	紫4易伤3策反1伤害1卖塔	1核28a策反348a易伤5基地爆炸6伤害78a低血量敌人8a序列升级9卖塔
212	13311 15614	   	185.49	紫4易伤2伤害1策反	1核2最后敌人3等级459a易伤67伤害8策反
213	13511 11521	   	185.49	紫3易伤2伤害1全技能	1核2最后敌人38金币生成45a易伤69伤害7全技能
214	13311 11553	   	185.39	紫3易伤2伤害1全技能	1核2最后敌人3等级459易伤6a伤害7全技能8金币生成
215	13411 11553	   	185.39	紫3易伤2伤害1全技能	1核2最后敌人3掉矿459易伤6a伤害7全技能8金币生成
216	16233 83461	   	185.38	紫2易伤2全技能1伤害1暴击	1核2时间3平台4加一57全技能6伤害89易伤a暴击
217	16233 83464	   	185.38	紫2全技能2易伤1伤害1喷火对愈	1核2时间3平台4加一57全技能6伤害89易伤a喷火对愈
218	12351 33132	   	185.24	紫3易伤1全技能1伤害1策反	1核2雷电3伤害49a易伤5金币生成6策反7时间8全技能
219	12362 53132	   	185.24	紫3易伤1全技能1伤害1策反	1核2雷电3伤害4策反5矿等69a易伤7时间8全技能
220	13311 12643	   	185.24	紫3易伤2伤害1暴击1策反	1核279最后敌人3等级457易伤67伤害7序列升级8策反a暴击
221	13311 12653	   	185.24	紫3易伤2伤害1暴击1策反	1核27最后敌人3等级457易伤67伤害7序列升级8策反9敌人爆炸a暴击
222	13311 12663	   	185.24	紫3易伤2伤害1暴击1策反	1核27最后敌人3等级457易伤67伤害7序列升级8策反9基地爆炸a暴击
223	13411 12156	   	185.24	紫3易伤2伤害1暴击1策反	1核27最后敌人3掉矿457易伤67伤害7序列升级8雷电9暴击a策反
224	13411 12643	   	185.24	紫3易伤2伤害1暴击1策反	1核279最后敌人3掉矿457易伤67伤害7序列升级8策反a暴击
225	13511 12331	   	185.09	紫3易伤2伤害1全技能	1核27最后敌人3金币生成457易伤67伤害7序列升级8全技能9敌人爆炸a矿等
226	13511 12332	   	185.09	紫3易伤2伤害1全技能	1核27最后敌人3金币生成457易伤67伤害7序列升级8全技能9a敌人爆炸
227	13511 12335	   	185.09	紫3易伤2伤害1全技能	1核27a最后敌人3金币生成457易伤67伤害7序列升级8全技能9敌人爆炸
228	13511 12336	   	185.09	紫3易伤2伤害1全技能	1核27最后敌人3金币生成457易伤67伤害7序列升级8全技能9敌人爆炸a雷电
229	13511 12363	   	185.09	紫3易伤2伤害1全技能	1核27最后敌人39金币生成457易伤67伤害7序列升级8全技能a随机矿
230	13511 12366	   	185.09	紫3易伤2伤害1全技能	1核27最后敌人39金币生成457易伤67伤害7序列升级8全技能a基地爆炸
231	13311 12331	   	184.99	紫3易伤2伤害1全技能	1核27最后敌人3等级457易伤67伤害7序列升级8全技能9敌人爆炸a矿等
232	13311 12332	   	184.99	紫3易伤2伤害1全技能	1核27最后敌人3等级457易伤67伤害7序列升级8全技能9a敌人爆炸
233	13311 12335	   	184.99	紫3易伤2伤害1全技能	1核27a最后敌人3等级457易伤67伤害7序列升级8全技能9敌人爆炸
234	13311 12336	   	184.99	紫3易伤2伤害1全技能	1核27最后敌人3等级457易伤67伤害7序列升级8全技能9敌人爆炸a雷电
235	13311 12365	   	184.99	紫3易伤2伤害1全技能	1核27最后敌人3等级457易伤67伤害7序列升级8全技能9金币生成a平台
236	13511 12315	   	184.99	紫3易伤2伤害1全技能	1核27最后敌人3金币生成457易伤67伤害7序列升级8全技能9掉矿a平台
237	13511 12362	   	184.99	紫3易伤2伤害1全技能	1核27最后敌人39金币生成457易伤67伤害7序列升级8全技能a等级
238	13511 12365	   	184.99	紫3易伤2伤害1全技能	1核27最后敌人39金币生成457易伤67伤害7序列升级8全技能a激光对愈
239	16233 75124	   	184.94	紫2易伤1全技能1伤害1暴击1策反	1核2时间3平台4加一5全技能6a易伤7策反8暴击9伤害
240	16233 74624	   	184.94	紫2易伤1全技能1伤害1暴击1策反	1核2时间3平台4加一5全技能6a易伤7暴击8策反9伤害
241	13311 12315	   	184.89	紫3易伤2伤害1全技能	1核27最后敌人3等级457易伤67伤害7序列升级8全技能9掉矿a平台
242	13311 12361	   	184.89	紫3易伤2伤害1全技能	1核27最后敌人3等级457易伤67伤害7序列升级8全技能9金币生成a核弹
243	13311 12362	   	184.89	紫3易伤2伤害1全技能	1核27最后敌人3等级457易伤67伤害7序列升级8全技能9金币生成a挖尘
244	13511 12311	   	184.89	紫3易伤2伤害1全技能	1核27最后敌人3金币生成457易伤67伤害7序列升级8全技能9掉矿a核弹
245	13511 12312	   	184.89	紫3易伤2伤害1全技能	1核27最后敌人3金币生成457易伤67伤害7序列升级8全技能9掉矿a挖尘
246	13511 15322	   	184.89	紫3伤害2易伤1全技能	1核2最后敌人3a金币生成45易伤679伤害8全技能
247	13511 15324	   	184.89	紫3伤害2易伤1全技能	1核2最后敌人3金币生成45易伤679伤害8全技能a基地爆炸
248	13511 15334	   	184.89	紫3易伤2伤害1全技能	1核2最后敌人3金币生成45a易伤67伤害8全技能9敌人爆炸
249	13511 15343	   	184.89	紫3易伤2伤害1全技能	1核2最后敌人3金币生成459易伤67伤害8全技能a随机矿
250	13511 15361	   	184.89	紫3易伤2伤害1全技能	1核2最后敌人39金币生成45a易伤67伤害8全技能
251	13512 15341	   	184.89	紫3易伤2伤害1全技能	1核25最后敌人3金币生成49a易伤67伤害8全技能
252	56361 33233	   	184.87	紫2易伤2伤害1全技能2时间1策反	18易伤2雷电38伤害4核5金币生成6策反78时间8序列升级9全技能a敌人爆炸
253	32614 32314	   	184.85	紫5易伤2伤害	17伤害2掉矿3679a易伤47矿等5核7序列升级8时间
254	36632 62321	   	184.83	紫3伤害2易伤1全技能	179伤害2等级37易伤47最后敌人5核6立即金币7序列升级8全技能a攻速
255	13311 15322	   	184.79	紫3伤害2易伤1全技能	1核2最后敌人3等级45易伤679伤害8全技能a金币生成
256	13311 15323	   	184.79	紫3伤害2易伤1全技能	1核2最后敌人3等级45易伤679伤害8全技能a基地爆炸
257	13311 15334	   	184.79	紫3易伤2伤害1全技能	1核2最后敌人3等级45a易伤67伤害8全技能9敌人爆炸
258	13311 15346	   	184.79	紫3易伤2伤害1全技能	1核2最后敌人3等级459易伤67伤害8全技能a基地爆炸
259	13311 15363	   	184.79	紫3伤害2易伤1全技能	1核2最后敌人3等级45易伤67a伤害8全技能9金币生成
260	13311 15366	   	184.79	紫3易伤2伤害1全技能	1核2最后敌人3等级45a易伤67伤害8全技能9金币生成
261	13311 12311	   	184.79	紫3易伤2伤害1全技能	1核27最后敌人3等级457易伤67伤害7序列升级8全技能9掉矿a核弹
262	13311 12312	   	184.79	紫3易伤2伤害1全技能	1核27最后敌人3等级457易伤67伤害7序列升级8全技能9掉矿a挖尘
263	13312 15341	   	184.79	紫3易伤2伤害1全技能	1核25最后敌人3等级49a易伤67伤害8全技能
264	13312 15343	   	184.79	紫3伤害2易伤1全技能	1核25最后敌人3等级49易伤67a伤害8全技能
265	13511 15313	   	184.79	紫3伤害2易伤1全技能	1核2最后敌人3金币生成45易伤67a伤害8全技能9掉矿
266	13511 15316	   	184.79	紫3易伤2伤害1全技能	1核2最后敌人3金币生成45a易伤67伤害8全技能9掉矿
267	13511 15326	   	184.79	紫3伤害2易伤1全技能	1核2最后敌人3金币生成45易伤679伤害8全技能a等级
268	13511 15342	   	184.79	紫3易伤2伤害1全技能	1核2最后敌人3金币生成459易伤67伤害8全技能a等级
269	56361 33231	   	184.77	紫2易伤2伤害1全技能2时间1策反	18易伤2雷电38伤害4核5金币生成6策反78时间8序列升级9全技能a掉矿
