0	Index      	 *	Score 	Summary	Detail	
1	62212 12542	 * 	202.40	ACR|3DMG|1BASARM|1VULN	1ERES|28CGEN|357DMG|4RCR|6VENFST|9BASARM|aVULN
162	11625 11225	 * 	179.35	3VULN|3DMG|2BEXP|3CDMG|1BASICY	19aCDMG|27BEXP|39aVULN|4LSRICY|5AAC|6BASICY|89aDMG|9aBPWR
163	62216 21513	 * 	179.24	ACR|2VULN|2DMG|1CDMG|1BEXP	1ERES|2CGEN|37DMG|4RCR|59VULN|6LIT|8BEXP|aCDMG
164	62212 35213	   	179.24	ACR|2VULN|2DMG|1CDMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6BEXP|7LIT|89VULN|aCDMG
165	65212 35213	   	179.24	ACR|2VULN|2DMG|1CDMG|1BEXP	1ERES|2MLV|35DMG|4RCR|6BEXP|7LIT|89VULN|aCDMG
166	63216 21513	   	179.14	ACR|2VULN|2DMG|1CDMG|1BEXP	1ERES|2AAC|37DMG|4RCR|59VULN|6LIT|8BEXP|aCDMG
167	63216 23533	   	179.14	ACR|2VULN|2DMG|1CDMG|1BEXP	1ERES|2AAC|39DMG|4RCR|57VULN|6LIT|8BEXP|aCDMG
168	63212 35213	   	179.14	ACR|2VULN|2DMG|1CDMG|1BEXP	1ERES|2AAC|35DMG|4RCR|6BEXP|7LIT|89VULN|aCDMG
169	11141 33144	   	178.74	ACR|1BASARM|1DMG|1BEXP|1CDMG	1CDMG|2BEXP|39DUR|4RPLT|5RCR|6RCVC|7FEWX|8DMG|aBASARM
170	11141 34261	   	178.64	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1CDMG|2BEXP|3DUR|4RPLT|5RCR|6RCVC|7ASPD|8LHND|9ERES|aBASARM
171	11141 33131	   	178.64	ACR|1BASARM|1DMG|1BEXP|1CDMG	1CDMG|2BEXP|3DUR|4RPLT|5RCR|6RCVC|7FEWX|8DMG|9TLV|aBASARM
172	11141 35161	   	178.64	ACR|1BASARM|1DMG|1BEXP|1CDMG	1CDMG|2BEXP|3DUR|4RPLT|5RCR|6RCVC|7LHND|8DMG|9ERES|aBASARM
173	11141 36324	   	178.64	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1CDMG|2BEXP|3DUR|4RPLT|5RCR|6RCVC|7AEFBLL|8LWND|9ASPD|aBASARM
174	11141 34131	   	178.54	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1CDMG|2BEXP|3DUR|4RPLT|5RCR|6RCVC|7ASPD|8LEGI|9TLV|aBASARM
175	11141 34161	   	178.54	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1CDMG|2BEXP|3DUR|4RPLT|5RCR|6RCVC|7ASPD|8LEGI|9ERES|aBASARM
176	11141 34324	   	178.54	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1CDMG|2BEXP|3DUR|4RPLT|5RCR|6RCVC|7ASPD|89DUST|aBASARM
177	11141 34351	   	178.54	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1CDMG|2BEXP|3DUR|4RPLT|5RCR|6RCVC|7ASPD|8DUST|9TLV|aBASARM
178	11541 33124	   	178.54	ACR|1BASARM|1DMG|1BEXP|1CDMG	1CDMG|2BEXP|39DUST|4RPLT|5RCR|6RCVC|7FEWX|8DMG|aBASARM
179	11541 33224	   	178.54	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1CDMG|2BEXP|38DUST|4RPLT|5RCR|6RCVC|7FEWX|9ASPD|aBASARM
180	11541 33314	   	178.54	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1CDMG|2BEXP|3DUST|4RPLT|5RCR|6RCVC|7FEWX|8LSRICY|9ASPD|aBASARM
181	65216 13322	 * 	178.14	ACR|2VULN|2DMG|2BEXP	1ERES|2MLV|3aDMG|4RCR|5aVULN|6LWND|7aBEXP|8LHND|9AME|aBPWR
182	65216 33322	   	178.14	ACR|2VULN|2DMG|2BEXP	1ERES|2MLV|3aDMG|4RCR|5aVULN|6FEWX|7aBEXP|8LHND|9AME|aBPWR
183	63212 35216	   	177.94	ACR|2VULN|2DMG|2BEXP	1ERES|2AAC|35DMG|4RCR|6aBEXP|7LIT|89VULN
184	23636 32251	 * 	177.81	ACR|1BASARM|1VULN|1ASPD|1AART	1LIT|2CGEN|3ERES|4VULN|5RCR|6RPLT|7TLV|8AART|9ASPD|aBASARM
185	11641 31323	   	177.68	ACR|2ASPD|1VULN|2BEXP|1CDMG	1CDMG|2aBEXP|3VULN|4RPLT|5RCR|6RCVC|7CGEN|89ASPD
186	11641 34333	   	177.68	ACR|2ASPD|1VULN|2BEXP|1CDMG	1CDMG|2aBEXP|3VULN|4RPLT|5RCR|6RCVC|78ASPD|9MLV
187	11641 34321	   	177.58	ACR|2ASPD|1VULN|2BEXP|1CDMG	1CDMG|2aBEXP|3VULN|4RPLT|5RCR|6RCVC|78ASPD|9DUST
188	51141 43131	   	177.55	ACR|1BASARM|2BEXP|1DMG|1SELL	1SELL|27BEXP|3DUR|4RPLT|5RCR|6FEWX|8DMG|9TLV|aBASARM
189	62212 14433	   	177.25	ACR|2ASPD|2DMG|1VULN	1ERES|2CGEN|35DMG|4RCR|6VENFST|7aASPD|8VULN|9RPLT
190	63212 14433	   	177.15	ACR|2ASPD|2DMG|1VULN	1ERES|2AAC|35DMG|4RCR|6SNITOX|7aASPD|8VULN|9RPLT
191	62212 14236	 * 	177.13	ACR|2DMG|1ASPD|1BASICY|1BEXP	1ERES|2CGEN|35DMG|4RCR|6VENFST|7ASPD|8LIT|9BEXP|aBASICY
192	11141 21442	   	176.93	ACR|2ASPD|1VULN|1CDMG|1BEXP|1AART	1CDMG|2BEXP|3DUR|4RPLT|5RCR|6MDPS|79ASPD|8AART|aVULN
193	11141 21434	 * 	176.72	ACR|2BEXP|1ASPD|1DMG|1AART|1CDMG	1CDMG|2aBEXP|3DUR|4RPLT|5RCR|6MDPS|7ASPD|8AART|9DMG
194	62212 14216	 * 	176.66	ACR|3DMG|2ASPD	1ERES|2CGEN|359DMG|4RCR|6VENFST|7aASPD|8LIT
195	11141 44131	   	176.61	ACR|1BASARM|1DMG|1BEXP|1CDMG	1CDMG|2BEXP|37DUR|4RPLT|5RCR|6FEWX|8DMG|9TLV|aBASARM
196	11141 53131	   	176.61	ACR|1BASARM|1DMG|1BEXP|1CDMG	1CDMG|2BEXP|36DUR|4RPLT|5RCR|7FEWX|8DMG|9TLV|aBASARM
197	62216 24322	 * 	176.60	ACR|3DMG|1VULN|2CDMG	1ERES|2CGEN|389DMG|4RCR|5VULN|6LIT|7aCDMG
198	62212 52326	 * 	176.56	ACR|3ASPD|2DMG	1ERES|2CGEN|35DMG|4RCR|6MDPS|7AME|89aASPD
199	63212 14216	   	176.56	ACR|3DMG|2ASPD	1ERES|2AAC|359DMG|4RCR|6SNITOX|7aASPD|8LIT
200	11141 41131	   	176.51	ACR|1BASARM|1DMG|1BEXP|1CDMG	1CDMG|2BEXP|3DUR|4RPLT|5RCR|6FEWX|7AEMAG|8DMG|9TLV|aBASARM
201	11141 54131	   	176.51	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1CDMG|2BEXP|36DUR|4RPLT|5RCR|7ASPD|8LEGI|9TLV|aBASARM
202	63216 24322	   	176.50	ACR|3DMG|1VULN|2CDMG	1ERES|2AAC|389DMG|4RCR|5VULN|6LIT|7aCDMG
203	13325 35313	 * 	176.42	DCR|1BASARM|2DMG|1VULN|2CDMG	17CDMG|279TLV|3RCVC|4VULN|5BASARM|67DMG|7BPWR|8MLV|aRCR
204	62213 56222	 * 	176.39	ACR|2VULN|2BEXP|1DMG|1AART	1ERES|2CGEN|3DMG|4RCR|5AART|6aBEXP|7AIRARM|89VULN
205	13325 35511	   	176.32	DCR|1BASARM|2DMG|1VULN|2CDMG	17CDMG|279TLV|3RCVC|4VULN|5BASARM|67DMG|7BPWR|8AAC|aRCR
206	11641 34323	 * 	176.27	ACR|2VULN|2ASPD|1BEXP|1CDMG	1CDMG|2BEXP|3aVULN|4RPLT|5RCR|6RCVC|78ASPD|9DUST
207	62212 12331	 * 	175.32	ACR|3DMG|1ASPD|1VULN	1ERES|2CGEN|357DMG|4RCR|6VENFST|8RPLT|9ASPD|aVULN
208	62212 14215	   	175.32	ACR|3DMG|1ASPD|1VULN	1ERES|2CGEN|359DMG|4RCR|6VENFST|7ASPD|8LIT|aVULN
209	65212 12331	   	175.32	ACR|3DMG|1ASPD|1VULN	1ERES|2MLV|357DMG|4RCR|6VENFST|8RPLT|9ASPD|aVULN
210	65212 12612	   	175.32	ACR|3DMG|1VULN|1ASPD	1ERES|2MLV|357DMG|4RCR|6VENFST|8VULN|9ASPD|aLWND
211	65212 12613	   	175.32	ACR|3DMG|1VULN|1ASPD	1ERES|2MLV|357DMG|4RCR|6VENFST|8VULN|9ASPD|aFEWX
212	63212 12612	   	175.22	ACR|3DMG|1VULN|1ASPD	1ERES|2AAC|357DMG|4RCR|6SNITOX|8VULN|9ASPD|aLWND
213	63212 12613	   	175.22	ACR|3DMG|1VULN|1ASPD	1ERES|2AAC|357DMG|4RCR|6SNITOX|8VULN|9ASPD|aFEWX
214	63212 12616	   	175.22	ACR|3DMG|1VULN|1ASPD	1ERES|2AAC|357DMG|4RCR|6SNITOX|8VULN|9ASPD|aLIT
215	63212 14215	   	175.22	ACR|3DMG|1ASPD|1VULN	1ERES|2AAC|359DMG|4RCR|6SNITOX|7ASPD|8LIT|aVULN
216	65212 12611	   	175.22	ACR|3DMG|1VULN|1ASPD	1ERES|2MLV|357DMG|4RCR|6VENFST|8VULN|9ASPD|aTLV
217	63212 12611	   	175.12	ACR|3DMG|1VULN|1ASPD	1ERES|2AAC|357DMG|4RCR|6SNITOX|8VULN|9ASPD|aTLV
218	63212 12614	   	175.12	ACR|3DMG|1VULN|1ASPD	1ERES|2AAC|357DMG|4RCR|6SNITOX|8VULN|9ASPD|aAIRARM
219	63212 12615	   	175.12	ACR|3DMG|1VULN|1ASPD	1aERES|2AAC|357DMG|4RCR|6SNITOX|8VULN|9ASPD
220	13116 36143	 * 	175.09	DCR|1BASARM|2BEXP|1VULN|1DMG|1CDMG	1CDMG|2TLV|3LWND|47BEXP|5DMG|6VULN|8CGEN|9BASARM|aRCR
221	13216 36143	   	175.09	DCR|1BASARM|2BEXP|1VULN|1DMG|1CDMG	1CDMG|2TLV|3DUR|47BEXP|5DMG|6VULN|8CGEN|9BASARM|aRCR
222	13116 36243	   	174.99	DCR|1BASARM|2BEXP|1VULN|1DMG|1CDMG	1CDMG|2TLV|3LWND|47BEXP|5DMG|6VULN|8ERES|9BASARM|aRCR
223	13216 36243	   	174.99	DCR|1BASARM|2BEXP|1VULN|1DMG|1CDMG	1CDMG|2TLV|3DUR|47BEXP|5DMG|6VULN|8ERES|9BASARM|aRCR
224	62212 26121	   	174.75	ACR|2ASPD|2DMG|1AART	1ERES|2CGEN|35DMG|4RCR|6ZMB|7AART|8aASPD|9LHND
225	62215 35113	   	174.75	ACR|2ASPD|2DMG|1CDMG	1aERES|2CGEN|3aDMG|4RCR|5LWND|6MDPS|7CDMG|8aASPD|9BELT|aBPWR
226	63214 14222	   	174.75	ACR|2ASPD|2DMG|1BEXP	18ERES|2AAC|38DMG|4RCR|5LHND|6LWND|78ASPD|8BPWR|9BEXP|aFEWX
227	65212 26121	   	174.75	ACR|2ASPD|2DMG|1AART	1ERES|2MLV|35DMG|4RCR|6ZMB|7AART|8aASPD|9LHND
228	15433 32141	 * 	174.70	DCR|2ASPD|1VULN|2BEXP|1DMG|2CDMG	17CDMG|2VULN|37ASPD|4ZMB|5MULARM|67BEXP|7BPWR|8FEWX|9DMG|aRCR
229	62212 26132	   	174.70	ACR|2DMG|1ASPD|1VULN|1AART	1ERES|2CGEN|35DMG|4RCR|6ZMB|7AART|8ASPD|9MLV|aVULN
230	62212 26141	   	174.70	ACR|2DMG|1ASPD|1VULN|1AART	1ERES|2CGEN|35DMG|4RCR|69ZMB|7AART|8ASPD|aVULN
231	62212 26153	   	174.70	ACR|2DMG|1VULN|1ASPD|1AART	1ERES|2aCGEN|35DMG|4RCR|6ZMB|7AART|8ASPD|9VULN
232	65212 26131	   	174.70	ACR|2DMG|1ASPD|1VULN|1AART	1ERES|29MLV|35DMG|4RCR|6ZMB|7AART|8ASPD|aVULN
233	62212 14233	   	174.65	ACR|2ASPD|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6VENFST|7aASPD|8LIT|9BEXP
234	62216 21236	 * 	174.65	ACR|3VULN|2DMG|1BEXP	1ERES|2CGEN|37DMG|4RCR|589VULN|6LIT|aBEXP
235	65212 14233	   	174.65	ACR|2ASPD|2DMG|1BEXP	1ERES|2MLV|35DMG|4RCR|6VENFST|7aASPD|8LIT|9BEXP
236	63212 26121	   	174.65	ACR|2ASPD|2DMG|1AART	1ERES|2AAC|35DMG|4RCR|6ZMB|7AART|8aASPD|9LHND
237	63214 14231	   	174.65	ACR|2ASPD|2DMG|1BEXP	18ERES|2AAC|38DMG|4RCR|5LHND|6LWND|78ASPD|8BPWR|9MBVNT|aBEXP
238	63214 14234	   	174.65	ACR|2ASPD|2DMG|1CDMG	18ERES|2AAC|38DMG|4RCR|5LHND|6LWND|78ASPD|8BPWR|9MBVNT|aCDMG
239	11625 32141	   	174.60	DCR|2ASPD|1VULN|2BEXP|1DMG|2CDMG	17CDMG|27BEXP|3VULN|4LSRICY|5AAC|67ASPD|7BPWR|8FEWX|9DMG|aRCR
240	62211 26151	   	174.60	ACR|2ASPD|1VULN|1DMG|1AART	15ERES|2CGEN|3DMG|4RCR|6ZMB|7AART|8aASPD|9VULN
241	62212 26112	   	174.60	ACR|2DMG|1ASPD|1VULN|1AART	1ERES|2CGEN|35DMG|4RCR|6ZMB|7AART|8ASPD|9AME|aVULN
242	62212 26152	   	174.60	ACR|2DMG|1VULN|1ASPD|1AART	1ERES|2CGEN|35DMG|4RCR|6ZMB|7AART|8ASPD|9VULN|aMDPS
243	63212 26132	   	174.60	ACR|2DMG|1ASPD|1VULN|1AART	1ERES|2AAC|35DMG|4RCR|6ZMB|7AART|8ASPD|9MLV|aVULN
244	63212 26141	   	174.60	ACR|2DMG|1ASPD|1VULN|1AART	1ERES|2AAC|35DMG|4RCR|69ZMB|7AART|8ASPD|aVULN
245	63212 26153	   	174.60	ACR|2DMG|1VULN|1ASPD|1AART	1ERES|2AAC|35DMG|4RCR|6ZMB|7AART|8ASPD|9VULN|aCGEN
246	63213 26151	   	174.60	ACR|2ASPD|1VULN|1DMG|1AART	1ERES|2AAC|3DMG|4RCR|5DMSP|6ZMB|7AART|8aASPD|9VULN
247	65212 26112	   	174.60	ACR|2DMG|1ASPD|1VULN|1AART	1ERES|2MLV|35DMG|4RCR|6ZMB|7AART|8ASPD|9AME|aVULN
248	62212 52324	   	174.55	ACR|2ASPD|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6MDPS|7AME|89ASPD|aBEXP
249	62212 54321	   	174.55	ACR|2ASPD|2DMG|1BEXP	1ERES|2CGEN|35DMG|4RCR|6MDPS|78ASPD|9DUST|aBEXP
250	63212 14233	   	174.55	ACR|2ASPD|2DMG|1BEXP	1ERES|2AAC|35DMG|4RCR|6SNITOX|7aASPD|8LIT|9BEXP
251	63216 21235	   	174.55	ACR|3VULN|2DMG|1BEXP	1ERES|2AAC|37DMG|4RCR|589VULN|6LIT|aBEXP
252	63212 51324	   	174.55	ACR|2ASPD|2DMG|1BEXP	1ERES|2AAC|35DMG|4RCR|6MDPS|7CGEN|89ASPD|aBEXP
253	63212 51325	   	174.55	ACR|2ASPD|2DMG|1AART	1ERES|2AAC|35DMG|4RCR|6MDPS|7CGEN|89ASPD|aAART
254	63211 26151	   	174.50	ACR|2ASPD|1VULN|1DMG|1AART	15ERES|2AAC|3DMG|4RCR|6ZMB|7AART|8aASPD|9VULN
255	63212 26112	   	174.50	ACR|2DMG|1ASPD|1VULN|1AART	1ERES|2AAC|35DMG|4RCR|6ZMB|7AART|8ASPD|9AME|aVULN
256	63212 26152	   	174.50	ACR|2DMG|1VULN|1ASPD|1AART	1ERES|2AAC|35DMG|4RCR|6ZMB|7AART|8ASPD|9VULN|aMDPS
257	65211 15112	   	174.27	ACR|1BASARM|1ASPD|1DMG	158ERES|28MLV|3DMG|4RCR|6VENFST|78CGEN|8BPWR|9BASARM|aASPD
258	63212 62421	 * 	174.22	ACR|3DMG|1ASPD|1BEXP	18ERES|2AAC|358DMG|4RCR|68AEFBLL|7RCVC|8BPWR|9ASPD|aBEXP
259	62211 41612	   	173.97	ACR|1BASARM|1ASPD|1DMG	156ERES|2CGEN|3DMG|4RCR|7AME|8FLTFST|9BASARM|aASPD
260	63213 14152	   	173.97	ACR|1BASARM|1ASPD|1DMG	19ERES|2AAC|3DMG|4RCR|5DMSP|6SNITOX|7ASPD|8MSLFST|aBASARM
261	63213 14162	   	173.97	ACR|1BASARM|1ASPD|1DMG	1ERES|2AAC|3DMG|4RCR|5DMSP|6SNITOX|7ASPD|8MSLFST|9AEFBLL|aBASARM
262	63211 14162	   	173.87	ACR|1BASARM|1ASPD|1DMG	15ERES|2AAC|3DMG|4RCR|6SNITOX|7ASPD|8MSLFST|9AEFBLL|aBASARM
263	11641 21142	 * 	173.83	ACR|2VULN|1ASPD|1CDMG|1BEXP|1AART	1CDMG|2BEXP|3aVULN|4RPLT|5RCR|6MDPS|7ASPD|8RCVC|9AART
264	62212 25252	   	173.41	ACR|2DMG|1ASPD|1VULN|1CDMG	1ERES|2CGEN|35DMG|4RCR|6ZMB|7CDMG|8DUR|9ASPD|aVULN
265	63215 36131	   	173.30	ACR|1BASARM|2DMG	1ERES|2AAC|38DMG|4RCR|5LWND|6MDPS|7RCVC|9LHND|aBASARM
266	22126 41413	   	173.24	ACR|2DMG|2VULN|2BEXP	1LIT|2aBEXP|3ERES|4CGEN|5RCR|6RMIN|7aDMG|8MLV|9aVULN|aBPWR
267	22126 42413	 * 	173.24	ACR|2ASPD|2VULN|2BEXP	1LIT|2aBEXP|3ERES|4CGEN|5RCR|6RMIN|7aASPD|8MLV|9aVULN|aBPWR
268	63212 34531	   	173.23	ACR|2DMG|2BEXP|1CDMG|2AAC	1ERES|2aAAC|35DMG|4RCR|68BEXP|7DUST|9CDMG
269	63216 34334	   	173.21	ACR|2ASPD|1VULN|1DMG|1CDMG	1ERES|2AAC|3DMG|4RCR|5VULN|6FEWX|78ASPD|9MBVNT|aCDMG
270	62212 25523	 * 	172.82	ACR|3DMG|1ASPD|1CDMG	1ERES|2aCGEN|358DMG|4RCR|6ZMB|7CDMG|9ASPD
271	15613 33143	 * 	172.81	DCR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	1CDMG|23VULN|4MLV|5ASPD|6BEXP|7LWND|8CGEN|9BASARM|aRCR
272	62212 12334	   	172.72	ACR|3DMG|1ASPD|1BEXP	1ERES|2CGEN|357DMG|4RCR|6VENFST|8RPLT|9ASPD|aBEXP
273	62212 12412	   	172.72	ACR|3DMG|1ASPD|1BEXP	1ERES|2CGEN|357DMG|4RCR|6VENFST|8BEXP|9ASPD|aLWND
274	62212 12413	   	172.72	ACR|3DMG|1ASPD|1BEXP	1ERES|2CGEN|357DMG|4RCR|6VENFST|8BEXP|9ASPD|aFEWX
275	62212 12416	   	172.72	ACR|3DMG|1ASPD|1BEXP	1ERES|2CGEN|357DMG|4RCR|6VENFST|8BEXP|9ASPD|aLIT
276	62212 12532	 * 	172.72	ACR|3DMG|1BASICY|1BEXP	1ERES|28CGEN|357DMG|4RCR|6VENFST|9BEXP|aBASICY
277	62212 25522	   	172.72	ACR|3DMG|1ASPD|1CDMG	1ERES|2CGEN|358DMG|4RCR|6ZMB|7CDMG|9ASPD|aMULARM
278	63212 25522	   	172.72	ACR|3DMG|1ASPD|1CDMG	1ERES|2AAC|358DMG|4RCR|6ZMB|7CDMG|9ASPD|aVENTOX
279	63212 25523	   	172.72	ACR|3DMG|1ASPD|1CDMG	1ERES|2AAC|358DMG|4RCR|6ZMB|7CDMG|9ASPD|aCGEN
280	65212 12334	   	172.72	ACR|3DMG|1ASPD|1BEXP	1ERES|2MLV|357DMG|4RCR|6VENFST|8RPLT|9ASPD|aBEXP
281	65212 12412	   	172.72	ACR|3DMG|1ASPD|1BEXP	1ERES|2MLV|357DMG|4RCR|6VENFST|8BEXP|9ASPD|aLWND
282	65212 12413	   	172.72	ACR|3DMG|1ASPD|1BEXP	1ERES|2MLV|357DMG|4RCR|6VENFST|8BEXP|9ASPD|aFEWX
283	11635 23143	 * 	172.71	DCR|2VULN|1BASARM|1DMG|1BEXP|1CDMG	1CDMG|2BEXP|35VULN|4AME|6LWND|7DMG|8CGEN|9BASARM|aRCR
284	13116 34143	   	172.71	DCR|2VULN|1BASARM|1DMG|1BEXP|1CDMG	1CDMG|2TLV|3LWND|4BEXP|5DMG|67VULN|8CGEN|9BASARM|aRCR
285	13216 34143	   	172.71	DCR|2VULN|1BASARM|1DMG|1BEXP|1CDMG	1CDMG|2TLV|3DUR|4BEXP|5DMG|67VULN|8CGEN|9BASARM|aRCR
286	15613 33243	   	172.71	DCR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	1CDMG|23VULN|4MLV|5ASPD|6BEXP|7LWND|8ERES|9BASARM|aRCR
287	62212 12411	   	172.62	ACR|3DMG|1ASPD|1BEXP	1ERES|2CGEN|357DMG|4RCR|6VENFST|8BEXP|9ASPD|aTLV
288	62212 12414	   	172.62	ACR|3DMG|1ASPD|1BEXP	1ERES|2CGEN|357DMG|4RCR|6VENFST|8BEXP|9ASPD|aSPLREG
289	62212 12415	   	172.62	ACR|3DMG|1ASPD|1BEXP	1aERES|2CGEN|357DMG|4RCR|6VENFST|8BEXP|9ASPD
290	62212 12432	   	172.62	ACR|3DMG|1BASICY|1BEXP	1ERES|2CGEN|357DMG|4RCR|6VENFST|8BEXP|9DUST|aBASICY
291	63212 12412	   	172.62	ACR|3DMG|1ASPD|1BEXP	1ERES|2AAC|357DMG|4RCR|6SNITOX|8BEXP|9ASPD|aLWND
292	63212 12413	   	172.62	ACR|3DMG|1ASPD|1BEXP	1ERES|2AAC|357DMG|4RCR|6SNITOX|8BEXP|9ASPD|aFEWX
293	63212 12416	   	172.62	ACR|3DMG|1ASPD|1BEXP	1ERES|2AAC|357DMG|4RCR|6SNITOX|8BEXP|9ASPD|aLIT
294	65212 12411	   	172.62	ACR|3DMG|1ASPD|1BEXP	1ERES|2MLV|357DMG|4RCR|6VENFST|8BEXP|9ASPD|aTLV
295	65212 12432	   	172.62	ACR|3DMG|1BASICY|1BEXP	1ERES|2MLV|357DMG|4RCR|6VENFST|8BEXP|9DUST|aBASICY
296	13116 34243	   	172.61	DCR|2VULN|1BASARM|1DMG|1BEXP|1CDMG	1CDMG|2TLV|3LWND|4BEXP|5DMG|67VULN|8ERES|9BASARM|aRCR
297	13216 34243	   	172.61	DCR|2VULN|1BASARM|1DMG|1BEXP|1CDMG	1CDMG|2TLV|3DUR|4BEXP|5DMG|67VULN|8ERES|9BASARM|aRCR
298	11635 23243	   	172.61	DCR|2VULN|1BASARM|1DMG|1BEXP|1CDMG	1CDMG|2BEXP|35VULN|4AME|6LWND|7DMG|8ERES|9BASARM|aRCR
299	63212 12411	   	172.52	ACR|3DMG|1ASPD|1BEXP	1ERES|2AAC|357DMG|4RCR|6SNITOX|8BEXP|9ASPD|aTLV
300	63212 12414	   	172.52	ACR|3DMG|1ASPD|1BEXP	1ERES|2AAC|357DMG|4RCR|6SNITOX|8BEXP|9ASPD|aVENICY
301	63212 12415	   	172.52	ACR|3DMG|1ASPD|1BEXP	1aERES|2AAC|357DMG|4RCR|6SNITOX|8BEXP|9ASPD
