0	Index      	 *	Score 	Summary	Detail	
1	26451 22134	 * 	220.25	ACR|1BASARM|2ASPD|2BEXP|1DMG	1ERES|28BEXP|3BASARM|4RCR|5MBVNT|6AAC|7DMG|9aASPD
156	11126 26633	   	196.00	ACR|3ASPD|1BASARM|1CDMG	134ASPD|2AAC|5RCR|6RMIN|7AME|8BASARM|9DUST|aCDMG
157	26451 33423	   	195.99	ACR|2BASARM|1ASPD|1BEXP|1CDMG	1ERES|2BEXP|39BASARM|4RCR|5MBVNT|6FEWX|7CDMG|8MULARM|aASPD
158	26453 33221	   	195.95	ACR|1BASARM|3BEXP|1CDMG|1AAC	1ERES|28aBEXP|3BASARM|4RCR|5CDMG|6RPLT|7LHND|9AAC
159	33162 11542	   	195.74	ACR|2DMG|1VULN|2BEXP|2AART	18AART|2VULN|3MLV|4RCR|5LWND|69BEXP|7aDMG
160	33165 11612	   	195.74	ACR|2DMG|1VULN|2BEXP|2AART	19AART|2VULN|3MLV|4RCR|5DUR|68BEXP|7aDMG
161	62513 13621	 * 	195.63	ACR|1VULN|2BEXP|1ASPD|1DMG|2CDMG	1MDPS|29BEXP|3RCR|4VULN|5aCDMG|6ZMB|7ASPD|8DMG
162	33531 45211	 * 	195.55	ACR|3VULN|2BASARM|1AART	1AART|239VULN|49LHND|5RCR|6AEMAG|7ZMB|89BASARM|9BPWR|aRCVC
163	62513 23621	   	195.53	ACR|1VULN|2BEXP|1ASPD|1DMG|2CDMG	1MDPS|29BEXP|3RCR|4VULN|5aCDMG|6ERES|7ASPD|8DMG
164	33531 52234	 * 	195.34	ACR|3VULN|2BASICY|2AART|1CDMG	1aAART|239VULN|49LHND|5RCR|6CGEN|7CDMG|89BASICY|9BPWR
165	26452 13332	   	195.26	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5aLWND|6VULN|7CDMG|8LHND|9ASPD
166	26452 13333	   	195.26	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5LWND|6VULN|7CDMG|8LHND|9ASPD|aRMIN
167	26452 33321	   	195.26	ACR|1BASARM|1DMG|1AART|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|58LWND|6FEWX|7CDMG|9AART|aDMG
168	26452 33322	   	195.26	ACR|1BASARM|1ASPD|1AART|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|58LWND|6FEWX|7CDMG|9AART|aASPD
169	26453 12332	   	195.26	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5CDMG|6DUR|7VULN|8aLWND|9ASPD
170	26453 12333	   	195.26	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5CDMG|6DUR|7VULN|8LWND|9ASPD|aRMIN
171	26453 13321	   	195.26	ACR|1BASARM|1DMG|1AART|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5CDMG|6DUR|78LWND|9AART|aDMG
172	26453 13322	   	195.26	ACR|1BASARM|1ASPD|1AART|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5CDMG|6DUR|78LWND|9AART|aASPD
173	26453 31311	   	195.26	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5CDMG|6RPLT|7ZMB|8VULN|9RMIN|aASPD
174	26453 32312	   	195.26	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5CDMG|6RPLT|7DMG|8VULN|9RMIN|aLWND
175	22235 12626	   	195.26	ACR|1BASARM|1ASPD|1AART|1BEXP|1CDMG	1ERES|2LHND|3BELT|4RCR|5BASARM|6AART|7DUR|8CDMG|9ASPD|aBEXP
176	22235 13626	   	195.26	ACR|1BASARM|1ASPD|1AART|1BEXP|1CDMG	1ERES|2LHND|3BELT|4RCR|5BASARM|6AART|7LWND|8CDMG|9ASPD|aBEXP
177	33531 63234	   	195.24	ACR|3VULN|2BASICY|2AART|1CDMG	1aAART|239VULN|49LHND|5RCR|6TLV|7CDMG|89BASICY|9BPWR
178	33531 45212	   	195.23	ACR|3VULN|2BASARM|1AART	1AART|239VULN|49LHND|5RCR|6AEMAG|7ZMB|89BASARM|9BPWR|aFEWX
179	33531 45213	   	195.23	ACR|3VULN|2BASARM|1AART	1AART|239VULN|49aLHND|5RCR|6AEMAG|7ZMB|89BASARM|9BPWR
180	26451 13332	   	195.16	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5MBVNT|6VULN|7CDMG|8aLWND|9ASPD
181	26453 32321	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5CDMG|6RPLT|7DMG|8VULN|9LSRREG|aLWND
182	26453 33331	   	195.16	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	19ERES|2BEXP|3BASARM|4RCR|5CDMG|6RPLT|7LHND|8VULN|aASPD
183	33162 11366	 * 	195.11	ACR|3VULN|2DMG|1BEXP|1AART	1AART|29aVULN|39MLV|4RCR|5LWND|6BEXP|79DMG|8RPLT|9BPWR
184	26451 24321	 * 	195.11	ACR|1BASARM|3BEXP|2VULN	19ERES|29aBEXP|3BASARM|4RCR|5MBVNT|6AAC|7CGEN|89VULN|9BPWR
185	26451 13333	   	195.06	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5MBVNT|6VULN|7CDMG|8LWND|9ASPD|aDUST
186	26451 13441	   	195.06	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5MBVNT|6VULN|7CDMG|8FLTFST|9ZMB|aASPD
187	26451 22314	   	195.06	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5MBVNT|6AAC|7DMG|8VULN|9RMIN|aCDMG
188	26451 33432	   	195.06	ACR|1BASARM|1ASPD|1AART|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5MBVNT|6FEWX|7CDMG|8MULARM|9AART|aASPD
189	26453 32323	   	195.06	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5CDMG|6RPLT|7DMG|8VULN|9LSRREG|aMSLFST
190	26451 14241	   	195.03	ACR|1BASARM|2BEXP|1VULN|1ASPD	1ERES|28BEXP|3BASARM|4RCR|5MBVNT|6VULN|7RMIN|9LWND|aASPD
191	11116 41633	   	195.02	ACR|3ASPD|1DMG|1BEXP|1AART|1CDMG	134ASPD|2AAC|4BPWR|5RCR|6BEXP|7AART|8DMG|9AEMAG|aCDMG
192	11126 41633	   	195.02	ACR|3ASPD|1DMG|1CDMG|1BEXP|1AART	134ASPD|2AAC|5RCR|6BEXP|7AART|8DMG|9AEMAG|aCDMG
193	26452 13321	   	195.01	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1SELL	1ERES|2BEXP|3BASARM|4RCR|5LWND|6VULN|7CDMG|8LHND|9SELL|aASPD
194	26453 12321	   	195.01	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1SELL	1ERES|2BEXP|3BASARM|4RCR|5CDMG|6DUR|7VULN|8LWND|9SELL|aASPD
195	26451 22322	   	194.96	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2BEXP|3BASARM|4RCR|5MBVNT|6AAC|7DMG|8VULN|9LSRREG|aCDMG
196	26451 11311	   	194.93	ACR|1BASARM|2BEXP|1VULN|1ASPD	1ERES|28BEXP|3BASARM|4RCR|5MBVNT|6VULN|7DUST|9RMIN|aASPD
197	26451 14211	   	194.93	ACR|1BASARM|2BEXP|1VULN|1ASPD	1ERES|28BEXP|3BASARM|4RCR|5MBVNT|6VULN|7RMIN|9DUST|aASPD
198	26451 22122	   	194.93	ACR|1BASARM|2BEXP|1DMG|1VULN	1ERES|28BEXP|3BASARM|4RCR|5MBVNT|6AAC|7DMG|9RPLT|aVULN
199	26451 13321	   	194.91	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1SELL	1ERES|2BEXP|3BASARM|4RCR|5MBVNT|6VULN|7CDMG|8LWND|9SELL|aASPD
200	33162 11632	   	194.91	ACR|3VULN|2DMG|1AART|1BEXP	1AART|289VULN|3MLV|4RCR|5LWND|6BEXP|7aDMG
201	26451 11323	 * 	194.83	ACR|1BASARM|2BEXP|1VULN|1DMG	1ERES|28BEXP|3BASARM|4RCR|5MBVNT|6VULN|7DUST|9LSRREG|aDMG
202	33462 11632	   	194.81	ACR|3VULN|2DMG|1AART|1BEXP	1AART|289VULN|3TLV|4RCR|5LWND|6BEXP|7aDMG
203	11366 31211	 * 	194.76	ACR|2ASPD|1VULN|1DMG|2CDMG|1BEXP	15ASPD|2AAC|35LHND|4RCR|5BPWR|6VULN|79CDMG|8BEXP|aDMG
204	11366 31223	   	194.76	ACR|2ASPD|1VULN|1DMG|2CDMG|1BEXP	15ASPD|2AAC|35LHND|4RCR|5BPWR|6VULN|7aCDMG|8BEXP|9DMG
205	11116 41131	 * 	194.55	ACR|3ASPD|2VULN|1BEXP|1AART	134ASPD|2AAC|4BPWR|5RCR|6BEXP|7AART|8BELT|9aVULN
206	11116 41433	   	194.55	ACR|3ASPD|2VULN|1BEXP|1AART	134ASPD|2AAC|4BPWR|5RCR|6BEXP|7AART|8LHND|9aVULN
207	11126 41131	   	194.55	ACR|3ASPD|2VULN|1AART|1BEXP	134ASPD|2AAC|5RCR|6BEXP|7AART|8BELT|9aVULN
208	11126 41433	   	194.55	ACR|3ASPD|2VULN|1AART|1BEXP	134ASPD|2AAC|5RCR|6BEXP|7AART|8LHND|9aVULN
209	11363 23231	 * 	194.49	ACR|3ASPD|2DMG|1VULN	179ASPD|2AAC|39LHND|4RCR|5aDMG|6VULN|89LIT|9BPWR
210	11363 44212	   	194.49	ACR|3DMG|2ASPD|1VULN	17ASPD|2AAC|37LHND|4RCR|567DMG|7BPWR|8VULN|9CGEN|aZMB
211	11363 44221	   	194.49	ACR|3DMG|2ASPD|1VULN	17ASPD|2AAC|37LHND|4RCR|567DMG|7BPWR|8VULN|9DUR|aFEWX
212	11363 44222	   	194.49	ACR|3DMG|2ASPD|1VULN	17ASPD|2AAC|37LHND|4RCR|567DMG|7BPWR|8VULN|9DUR|aRPLT
213	11363 44232	   	194.49	ACR|3DMG|2ASPD|1VULN	17ASPD|2AAC|37LHND|4RCR|567DMG|7BPWR|8VULN|9MLV|aZMB
214	11116 41533	   	194.45	ACR|3ASPD|2VULN|1BEXP|1AART	134ASPD|2AAC|4BPWR|5RCR|6BEXP|7AART|8LEGI|9aVULN
215	11126 41533	   	194.45	ACR|3ASPD|2VULN|1AART|1BEXP	134ASPD|2AAC|5RCR|6BEXP|7AART|8LEGI|9aVULN
216	11363 44223	   	194.39	ACR|3DMG|2ASPD|1VULN	17ASPD|2AAC|37LHND|4RCR|567DMG|7BPWR|8VULN|9DUR|aDUST
217	25453 12121	   	193.96	ACR|1BASARM|3BEXP|1DMG	1ERES|2LWND|3BASARM|4RCR|5RMIN|68aBEXP|7DMG|9AME
218	26452 22121	   	193.96	ACR|1BASARM|3BEXP|1DMG	1ERES|28aBEXP|3BASARM|4RCR|5LWND|6ZMB|7DMG|9AME
219	25451 13334	   	193.96	ACR|1BASARM|2VULN|1ASPD|1CDMG	1ERES|2LWND|3BASARM|4RCR|5MBVNT|6aVULN|7CDMG|8LHND|9ASPD
220	11266 51223	 * 	193.90	ACR|1BASARM|2ASPD|1VULN|1DMG|1BEXP|1CDMG|2MSE	15ASPD|2AAC|35MSE|4RCR|5BPWR|6VULN|7CDMG|8BEXP|9DMG|aBASARM
221	26451 22111	   	193.86	ACR|1BASARM|3BEXP|1DMG	1ERES|289BEXP|3BASARM|4RCR|5MBVNT|6AAC|7DMG|aDMSP
222	26451 22113	   	193.86	ACR|1BASARM|3BEXP|1DMG	1ERES|289BEXP|3BASARM|4RCR|5MBVNT|6AAC|7DMG|aFEWX
223	26451 22124	   	193.86	ACR|1BASARM|3BEXP|1DMG	1ERES|28aBEXP|3BASARM|4RCR|5MBVNT|6AAC|7DMG|9RPLT
224	26451 24131	   	193.86	ACR|1BASARM|3BEXP|1ASPD	1ERES|28aBEXP|3BASARM|4RCR|5MBVNT|6AAC|7CGEN|9ASPD
225	11116 41133	   	193.86	ACR|3ASPD|1VULN|1CDMG|1BEXP|1AART	134ASPD|2AAC|4BPWR|5RCR|6BEXP|7AART|8BELT|9VULN|aCDMG
226	11126 41133	   	193.86	ACR|3ASPD|1VULN|1BEXP|1AART|1CDMG	134ASPD|2AAC|5RCR|6BEXP|7AART|8BELT|9VULN|aCDMG
227	26451 22114	   	193.76	ACR|1BASARM|3BEXP|1DMG	1ERES|289BEXP|3BASARM|4RCR|5MBVNT|6AAC|7DMG|aMDPS
228	33164 42312	   	193.57	ACR|2VULN|2AART|1DMG|1BEXP|1CDMG	19AART|27VULN|3MLV|4RCR|5BEXP|6RPLT|8CDMG|aDMG
229	12463 23162	   	193.56	ACR|2ASPD|2DMG|1VULN|1AART	17ASPD|2LHND|3MLV|4RCR|5aDMG|6VULN|8ERES|9AART
230	32614 22353	   	193.46	ACR|1BASARM|1VULN|1AART|1BEXP|1CDMG|1AAC	1AART|2BEXP|3FLTFST|4VULN|5RCR|6LHND|7BASARM|8FEWX|9AAC|aCDMG
231	26451 14324	   	193.43	ACR|1BASARM|2VULN|1BEXP|1CDMG|1AAC	1ERES|2BEXP|3BASARM|4RCR|5MBVNT|68VULN|7RMIN|9AAC|aCDMG
232	32614 22351	   	193.34	ACR|1BASARM|1VULN|2BEXP|1AART|1AAC	1AART|2aBEXP|3FLTFST|4VULN|5RCR|6LHND|7BASARM|8FEWX|9AAC
233	11116 22312	   	193.25	ACR|3ASPD|2DMG|1BEXP|2AAC	134ASPD|29AAC|4BPWR|5RCR|6RMIN|78DMG|aBEXP
234	11116 22316	   	193.25	ACR|3ASPD|2DMG|1CDMG|2AAC	134ASPD|29AAC|4BPWR|5RCR|6RMIN|78DMG|aCDMG
235	11126 22312	   	193.25	ACR|3ASPD|2DMG|1BEXP|2AAC	134ASPD|29AAC|5RCR|6RMIN|78DMG|aBEXP
236	11126 22316	   	193.25	ACR|3ASPD|2DMG|1CDMG|2AAC	134ASPD|29AAC|5RCR|6RMIN|78DMG|aCDMG
237	32614 52223	   	193.24	ACR|1BASARM|1VULN|2BEXP|1AART|1AAC	1AART|28BEXP|3FLTFST|4VULN|5RCR|6MBVNT|7BASARM|9AAC|aRMIN
238	32614 52224	   	193.24	ACR|1BASARM|1VULN|2BEXP|1AART|1AAC	1AART|28BEXP|3FLTFST|4VULN|5RCR|6MBVNT|7BASARM|9AAC|aLWND
239	26451 14221	   	193.21	ACR|1BASARM|3BEXP|1VULN|1AAC	1ERES|28aBEXP|3BASARM|4RCR|5MBVNT|6VULN|7RMIN|9AAC
240	33164 14333	   	193.21	ACR|3BEXP|2DMG|1VULN|1AART	1AART|2VULN|3MLV|4RCR|567BEXP|89DMG|aDUR
241	62513 13532	 * 	193.15	ACR|2ASPD|1VULN|2BEXP|2CDMG	1MDPS|2aBEXP|3RCR|4VULN|5aCDMG|6ZMB|79ASPD|8aSPLARM|aBPWR
242	32614 52221	   	193.14	ACR|1BASARM|1VULN|2BEXP|1AART|1AAC	1AART|28BEXP|3FLTFST|4VULN|5RCR|6MBVNT|7BASARM|9AAC|aSNITOX
243	32614 52222	   	193.14	ACR|1BASARM|1VULN|2BEXP|1AART|1AAC	1AART|28BEXP|3FLTFST|4VULN|5RCR|6MBVNT|7BASARM|9AAC|aDUST
244	33164 14332	   	193.11	ACR|3BEXP|2DMG|1VULN|1AART	1AART|2VULN|3MLV|4RCR|567BEXP|89DMG|aAEMAG
245	32162 12334	 * 	193.08	ACR|3BEXP|1ASPD|1DMG|1AART|1CDMG	1AART|269BEXP|3MLV|4RCR|5LWND|7CDMG|8ASPD|aDMG
246	32164 12334	   	193.08	ACR|3BEXP|1ASPD|1DMG|1CDMG|1AART	1AART|269BEXP|3MLV|4RCR|5FEWX|7CDMG|8ASPD|aDMG
247	32165 12334	   	193.08	ACR|3BEXP|1ASPD|1DMG|1CDMG|1AART	1AART|269BEXP|3MLV|4RCR|5DUR|7CDMG|8ASPD|aDMG
248	15153 24213	 * 	192.81	2BASARM|3ASPD|2VULN|2BEXP|1AART	169ASPD|29LWND|37BEXP|4AART|5aVULN|89BASARM|9BPWR
249	11363 31562	 * 	192.78	ACR|3DMG|1ASPD|1BASICY|1CDMG	1ASPD|2AAC|3LHND|4RCR|59aDMG|6AME|7CDMG|8BASICY
250	32163 16335	 * 	192.75	ACR|1BASARM|2AART|1ASPD|1BEXP	16AART|2BEXP|3MLV|4RCR|59ERES|7LIT|8ASPD|aBASARM
251	33164 23262	   	192.72	ACR|1VULN|2BEXP|1ASPD|1DMG|1AART|1AAC	1AART|2VULN|3MLV|4RCR|58BEXP|6ASPD|7ZMB|9AAC|aDMG
252	33164 12142	   	192.59	ACR|2VULN|2BEXP|1DMG|1AART|1CDMG	1AART|28VULN|3MLV|4RCR|56BEXP|7CDMG|9RPLT|aDMG
253	33164 12324	   	192.59	ACR|2VULN|2BEXP|1DMG|1AART|1CDMG	1AART|29VULN|3MLV|4RCR|56BEXP|7CDMG|8CGEN|aDMG
254	33164 42332	   	192.59	ACR|2VULN|2BEXP|1DMG|1AART|1CDMG	1AART|27VULN|3MLV|4RCR|59BEXP|6RPLT|8CDMG|aDMG
255	15236 34448	   	192.51	ACR|3ASPD|3DMG	18aASPD|2aLWND|3BELT|4RCR|5MDPS|6MBVNT|79aDMG|aBPWR
256	33163 34352	   	192.49	ACR|2VULN|2BEXP|2AART|1DMG	17AART|28VULN|3MLV|4RCR|58ERES|68BEXP|8BPWR|9FEWX|aDMG
257	11363 14621	   	192.49	ACR|2ASPD|2DMG|1VULN|1CDMG	17ASPD|2AAC|367LHND|4RCR|57DMG|7BPWR|8ZMB|9CDMG|aVULN
258	11363 15521	   	192.49	ACR|2ASPD|2DMG|1VULN|1CDMG	18ASPD|2AAC|36LHND|4RCR|58DMG|78CGEN|8BPWR|9CDMG|aVULN
259	33163 34322	   	192.39	ACR|2VULN|2BEXP|2AART|1DMG	17AART|28VULN|3MLV|4RCR|58ERES|68BEXP|8BPWR|9DUST|aDMG
260	11363 14221	   	192.39	ACR|2ASPD|2DMG|1VULN|1CDMG	17ASPD|2AAC|367LHND|4RCR|57DMG|7BPWR|8ERES|9CDMG|aVULN
261	11363 14421	   	192.39	ACR|2ASPD|2DMG|1VULN|1CDMG	17ASPD|2AAC|367LHND|4RCR|57DMG|7BPWR|8CDMG|9TLV|aVULN
262	12463 21321	   	192.39	ACR|2ASPD|2DMG|1VULN|1CDMG	18ASPD|2LHND|3MLV|4RCR|5aDMG|6VULN|7ZMB|9CDMG
263	33463 34322	   	192.29	ACR|2VULN|2BEXP|2AART|1DMG	17AART|28VULN|3TLV|4RCR|58ERES|68BEXP|8BPWR|9DUST|aDMG
264	11363 21321	   	192.29	ACR|2ASPD|2DMG|1VULN|1CDMG	18ASPD|2AAC|3LHND|4RCR|5aDMG|6VULN|7ZMB|9CDMG
265	12563 21321	   	192.29	ACR|2ASPD|2DMG|1VULN|1CDMG	18ASPD|2LHND|3ERES|4RCR|5aDMG|6VULN|7ZMB|9CDMG
266	11363 12521	   	192.29	ACR|2ASPD|2DMG|1VULN|1CDMG	18ASPD|2AAC|36LHND|4RCR|58DMG|78AME|8BPWR|9CDMG|aVULN
267	11363 35521	   	192.29	ACR|2ASPD|2DMG|1VULN|1CDMG	18ASPD|2AAC|37LHND|4RCR|58DMG|68AME|8BPWR|9CDMG|aVULN
268	12463 31421	   	192.29	ACR|2ASPD|2DMG|1VULN|1CDMG	18ASPD|2LHND|3MLV|4RCR|59DMG|6AME|7CDMG|aVULN
269	12563 31421	   	192.19	ACR|2ASPD|2DMG|1VULN|1CDMG	18ASPD|2LHND|3ERES|4RCR|59DMG|6AME|7CDMG|aVULN
270	26451 14321	   	192.15	ACR|1BASARM|2VULN|2BEXP|1AAC	1ERES|2aBEXP|3BASARM|4RCR|5MBVNT|68VULN|7RMIN|9AAC
271	11363 62251	 * 	192.14	ACR|2VULN|2ASPD|2DMG	19ASPD|2AAC|3aLHND|4RCR|59DMG|6LWND|7FEWX|89VULN|9BPWR
272	15153 26213	 * 	192.04	3VULN|2BASARM|3ASPD|1BEXP|1AART	169ASPD|29LWND|3BEXP|4AART|57aVULN|89BASARM|9BPWR
273	11363 45213	   	191.96	ACR|1BASARM|2DMG|1ASPD	1ASPD|2AAC|3LHND|4RCR|56DMG|7CGEN|8FEWX|9ZMB|aBASARM
274	12462 42211	   	191.96	ACR|1BASARM|2ASPD|1DMG	1aASPD|2LHND|3MLV|4RCR|5LWND|6BASARM|7DMG|8CGEN|9DUST
275	15462 32323	   	191.96	ACR|1BASARM|2ASPD|1DMG	18ASPD|25LWND|3MLV|4RCR|6MDPS|7DMSP|9DMG|aBASARM
276	11363 62253	   	191.89	ACR|2VULN|2ASPD|2DMG|1SELL	19ASPD|2AAC|3LHND|4RCR|59DMG|6LWND|7FEWX|89VULN|9BPWR|aSELL
277	11363 42213	   	191.86	ACR|1BASARM|2DMG|1ASPD	1ASPD|2AAC|3LHND|4RCR|56DMG|7AME|8FEWX|9ZMB|aBASARM
278	11363 42253	   	191.86	ACR|1BASARM|2DMG|1ASPD	1ASPD|2AAC|3LHND|4RCR|56DMG|7AME|8FEWX|9RMIN|aBASARM
279	15562 32323	   	191.86	ACR|1BASARM|2ASPD|1DMG	18ASPD|25LWND|3ERES|4RCR|6MDPS|7DMSP|9DMG|aBASARM
280	12562 42211	   	191.86	ACR|1BASARM|2ASPD|1DMG	1aASPD|2LHND|3ERES|4RCR|5LWND|6BASARM|7DMG|8CGEN|9DUST
281	12462 42311	   	191.81	ACR|1BASARM|2ASPD|1DMG|1SELL	19ASPD|2LHND|3MLV|4RCR|5LWND|6BASARM|7DMG|8SELL|aLIT
282	12462 42313	   	191.81	ACR|1BASARM|2ASPD|1DMG|1SELL	19ASPD|2aLHND|3MLV|4RCR|5LWND|6BASARM|7DMG|8SELL
283	15562 33323	   	191.76	ACR|1BASARM|2ASPD|1DMG	18ASPD|25LWND|37ERES|4RCR|6MDPS|9DMG|aBASARM
284	12562 42311	   	191.71	ACR|1BASARM|2ASPD|1DMG|1SELL	19ASPD|2LHND|3ERES|4RCR|5LWND|6BASARM|7DMG|8SELL|aLIT
285	12562 42313	   	191.71	ACR|1BASARM|2ASPD|1DMG|1SELL	19ASPD|2aLHND|3ERES|4RCR|5LWND|6BASARM|7DMG|8SELL
286	22235 45121	 * 	191.64	ACR|1BASARM|2VULN|1BASICY|1CDMG	1ERES|2LHND|3BELT|4RCR|5BASARM|6LIT|7CDMG|8aVULN|9BASICY
287	12463 23163	   	191.62	ACR|3ASPD|1VULN|1DMG|1AART	17aASPD|2LHND|3MLV|4RCR|5DMG|6VULN|8ERES|9AART
288	11363 42353	   	191.61	ACR|1BASARM|2DMG|1ASPD|1SELL	1ASPD|2AAC|3LHND|4RCR|56DMG|7AME|8SELL|9RPLT|aBASARM
289	32614 22361	   	191.56	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP	1AART|2BEXP|3FLTFST|4VULN|5RCR|6LHND|7BASARM|8FEWX|9RPLT|aASPD
290	26451 14341	   	191.54	ACR|1BASARM|2VULN|1ASPD|1BEXP	1ERES|2BEXP|3BASARM|4RCR|5MBVNT|68VULN|7RMIN|9LWND|aASPD
291	31531 52235	   	191.52	ACR|2VULN|2BASICY|1ASPD|1AART|1CDMG	1AART|2RCVC|39VULN|49LHND|5RCR|6CGEN|7CDMG|89BASICY|9BPWR|aASPD
292	32614 22142	   	191.46	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP	1AART|2BEXP|3FLTFST|4VULN|5RCR|6LHND|7BASARM|8ERES|9DUR|aASPD
293	32614 22611	   	191.46	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP	1AART|2BEXP|3FLTFST|4VULN|5RCR|6LHND|7BASARM|8FLTARM|9ASPD|aLIT
294	32614 22613	   	191.46	ACR|1BASARM|1VULN|1ASPD|1BEXP|1AART	1AART|2BEXP|3FLTFST|4VULN|5RCR|6aLHND|7BASARM|8FLTARM|9ASPD
295	32614 22633	   	191.46	ACR|1BASARM|1VULN|1ASPD|1BEXP|1AART	1AART|2BEXP|3FLTFST|4VULN|5RCR|69LHND|7BASARM|8FLTARM|aASPD
296	32614 52323	   	191.46	ACR|1BASARM|1VULN|1DMG|1AART|1BEXP	1AART|2BEXP|3FLTFST|4VULN|5RCR|6MBVNT|7BASARM|8DUR|9LHND|aDMG
297	32614 52343	   	191.46	ACR|1BASARM|1VULN|1DMG|1BEXP|1AART	1AART|2BEXP|3FLTFST|4VULN|5RCR|6MBVNT|7BASARM|8DUR|9FEWX|aDMG
298	26451 14311	   	191.44	ACR|1BASARM|2VULN|1ASPD|1BEXP	1ERES|2BEXP|3BASARM|4RCR|5MBVNT|68VULN|7RMIN|9DUST|aASPD
299	31531 63235	   	191.42	ACR|2VULN|2BASICY|1ASPD|1AART|1CDMG	1AART|2RCVC|39VULN|49LHND|5RCR|6TLV|7CDMG|89BASICY|9BPWR|aASPD
300	33531 52232	   	191.38	ACR|3VULN|2BASICY|1BEXP|1CDMG|1AART	1AART|239VULN|49LHND|5RCR|6CGEN|7CDMG|89BASICY|9BPWR|aBEXP
301	32614 22112	   	191.36	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP	1AART|2BEXP|3FLTFST|4VULN|5RCR|6LHND|7BASARM|8ERES|9MBVNT|aASPD
302	32614 22114	   	191.36	ACR|1BASARM|1VULN|1DMG|1AART|1BEXP	1AART|2BEXP|3FLTFST|4VULN|5RCR|6LHND|7BASARM|8ERES|9MBVNT|aDMG
303	32614 22612	   	191.36	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP	1AART|2BEXP|3FLTFST|4VULN|5RCR|6LHND|7BASARM|8FLTARM|9ASPD|aAME
304	32614 52122	   	191.36	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP	1AART|2BEXP|3FLTFST|4VULN|5RCR|6MBVNT|7BASARM|8ERES|9DUR|aASPD
305	32614 52124	   	191.36	ACR|1BASARM|1VULN|1DMG|1AART|1BEXP	1AART|2BEXP|3FLTFST|4VULN|5RCR|6MBVNT|7BASARM|8ERES|9DUR|aDMG
306	32614 52132	   	191.36	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP	1AART|2BEXP|3FLTFST|4VULN|5RCR|6MBVNT|7BASARM|8ERES|9LHND|aASPD
307	32614 52134	   	191.36	ACR|1BASARM|1VULN|1DMG|1AART|1BEXP	1AART|2BEXP|3FLTFST|4VULN|5RCR|6MBVNT|7BASARM|8ERES|9LHND|aDMG
308	31531 34522	   	191.33	ACR|2VULN|2BEXP|2AART|1DMG	17AART|2RCVC|38VULN|48LHND|5RCR|68BEXP|8BPWR|9DUST|aDMG
309	12252 22421	 * 	191.28	ACR|3ASPD|2VULN|2BEXP	17aASPD|2LHND|3BELT|47aVENFST|5RCR|67VULN|7aBPWR|8FEWX|9aBEXP
310	15252 22421	   	191.28	ACR|3ASPD|2VULN|2BEXP	17aASPD|2LWND|3BELT|47aVENFST|5RCR|67VULN|7aBPWR|8FEWX|9aBEXP
