0	Index      	Bounty	 *	Score 	Summary	Detail	
1	52322 15112	5	 * 	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|28aVULN|37DUR|4CDMG|5TLV|6DMG|9RCR
177	32254 11212	10	   	247.71	DCR|5VULN|2TLV	1aLWND|2457aVULN|3BEXP|6RCR|8DUST|9aTLV|aBPWR
178	32354 11312	10	   	247.71	DCR|5VULN|2TLV	1aLWND|2457aVULN|3DUST|6RCR|8BEXP|9aTLV|aBPWR
179	32354 21112	10	   	247.71	DCR|5VULN|2TLV	1aLWND|2457aVULN|3DUST|6LHND|8RCR|9aTLV|aBPWR
180	32354 51112	10	   	247.71	DCR|5VULN|2TLV	1aLWND|2457aVULN|3DUST|6FEWX|8RCR|9aTLV|aBPWR
181	62154 11212	10	   	247.71	DCR|5VULN|2TLV	1aBEXP|2457aVULN|3LHND|6RCR|8DUST|9aTLV|aBPWR
182	62354 21112	10	   	247.71	DCR|5VULN|2TLV	1aBEXP|2457aVULN|3DUST|6LHND|8RCR|9aTLV|aBPWR
183	62252 42113	9	   	247.71	DCR|5VULN|2TLV	135BEXP|24569VULN|56BPWR|7aTLV|8RCR
184	12154 31112	9	   	247.69	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4MLV|567VULN|6BPWR|8RCR|9TLV|aLIT
185	12244 31112	9	   	247.69	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4FEWX|567VULN|6BPWR|8RCR|9TLV|aLIT
186	12244 31116	10	   	247.69	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4FEWX|567VULN|6BPWR|8RCR|9TLV|aLIT
187	12444 31112	9	   	247.69	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3CGEN|4FEWX|567VULN|6BPWR|8RCR|9TLV|aLIT
188	12654 31112	9	   	247.69	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LWND|4MLV|567VULN|6BPWR|8RCR|9TLV|aLIT
189	14611 21433	10	   	247.69	DCR|3VULN|2DUR|1TLV	1ASPD|2RPLT|35DUR|459VULN|5BPWR|6LWND|7TLV|8LIT|aRCR
190	12144 16113	5	   	247.63	DCR|2VULN|2DMG|2DUR|2ASPD|1CDMG	19ASPD|29DUR|3LHND|47DMG|59VULN|6RCR|8MBVNT|9BPWR|aCDMG
191	13114 15113	1	   	247.63	DCR|2VULN|2DMG|2DUR|2ASPD|1CDMG	19ASPD|29VULN|3LHND|47DUR|59DMG|6RCR|8MBVNT|9BPWR|aCDMG
192	15114 15113	2	   	247.63	DCR|2VULN|2DMG|2DUR|2ASPD|1CDMG	19ASPD|29VULN|3LHND|47DUR|59DMG|6RCR|8MBVNT|9BPWR|aCDMG
193	15114 15113	3	   	247.63	DCR|2VULN|2DMG|2DUR|2ASPD|1CDMG	19ASPD|29VULN|3LHND|47DUR|59DMG|6RCR|8MBVNT|9BPWR|aCDMG
194	12124 31112	9	   	247.59	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4ERES|567VULN|6BPWR|8RCR|9TLV|aLIT
195	12234 31112	9	   	247.59	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9TLV|aLIT
196	12234 31116	10	   	247.59	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9TLV|aLIT
197	12434 31112	9	   	247.59	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3CGEN|4DUST|567VULN|6BPWR|8RCR|9TLV|aLIT
198	12434 31116	10	   	247.59	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3CGEN|4DUST|567VULN|6BPWR|8RCR|9TLV|aLIT
199	12624 31112	9	   	247.59	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LWND|4ERES|567VULN|6BPWR|8RCR|9TLV|aLIT
200	12624 31116	10	   	247.59	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LWND|4ERES|567VULN|6BPWR|8RCR|9TLV|aLIT
201	32656 13112	6	   	247.55	DCR|4VULN|1DMG|2ASPD|1DUR	19LWND|249aVULN|3DUR|5DMG|6MBVNT|7RCR|89ASPD|9BPWR
202	12631 66112	2	   	247.49	DCR|3VULN|1TLV|1DUR|2ASPD|2LIT	1aASPD|2DUR|3aLIT|4LHND|5TLV|69aVULN|7RCR|8TBNT|aBPWR
203	11144 13331	10	   	247.46	DCR|4VULN|1TLV|1AART	1ASPD|2RMIN|3AART|4TLV|5689VULN|7LIT|aRCR
204	14611 31126	5	   	247.46	DCR|3VULN|2TLV|2DUR	1ASPD|2RPLT|35DUR|456VULN|5BPWR|7LHND|8RCR|9aTLV
205	14611 32126	5	   	247.46	DCR|3VULN|2TLV|2DUR	1ASPD|2RPLT|35DUR|456VULN|5BPWR|7FEWX|8RCR|9aTLV
206	32654 13312	6	   	247.46	DCR|3VULN|2TLV|2DUR	18LWND|245VULN|38DUR|6RCR|78TLV|8BPWR|9MBVNT|aLIT
207	32654 13332	6	   	247.46	DCR|3VULN|2TLV|2DUR	18LWND|245VULN|38DUR|6RCR|78TLV|8BPWR|9DUST|aLIT
208	12154 31326	10	   	247.45	DCR|4VULN|3DUR	1ASPD|268DUR|3LHND|4MLV|5679VULN|6BPWR|aRCR
209	12244 31326	10	   	247.45	DCR|4VULN|3DUR	1ASPD|268DUR|3MLV|4FEWX|5679VULN|6BPWR|aRCR
210	12124 31326	10	   	247.35	DCR|4VULN|3DUR	1ASPD|268DUR|3LHND|4ERES|5679VULN|6BPWR|aRCR
211	12234 31326	10	   	247.35	DCR|4VULN|3DUR	1ASPD|268DUR|3MLV|4DUST|5679VULN|6BPWR|aRCR
212	12434 31326	10	   	247.35	DCR|4VULN|3DUR	1ASPD|268DUR|3CGEN|4DUST|5679VULN|6BPWR|aRCR
213	12624 31326	10	   	247.35	DCR|4VULN|3DUR	1ASPD|268DUR|3LWND|4ERES|5679VULN|6BPWR|aRCR
214	32461 11163	7	   	247.35	DCR|3VULN|2DMG|1TLV|1AART	1LWND|247VULN|3ERES|5aDMG|6RCR|8AART|9TLV
215	12124 15113	2	   	247.20	DCR|2VULN|3DUR|2DMG|2ASPD	19ASPD|279DUR|3LHND|4aVULN|59DMG|6RCR|8MBVNT|9BPWR
216	12124 15113	3	   	247.20	DCR|2VULN|3DUR|2DMG|2ASPD	19ASPD|279DUR|3LHND|4aVULN|59DMG|6RCR|8MBVNT|9BPWR
217	12624 15113	3	   	247.20	DCR|2VULN|3DUR|2DMG|2ASPD	19ASPD|279DUR|3LWND|4aVULN|59DMG|6RCR|8MBVNT|9BPWR
218	16124 15113	1	   	247.20	DCR|2VULN|3DUR|2DMG|2ASPD	19ASPD|279DUR|3LHND|4aVULN|59DMG|6RCR|8MBVNT|9BPWR
219	42135 15113	1	   	247.10	DCR|2VULN|3DUR|2DMG|2ASPD	1LEGI|279DUR|3aVULN|49DMG|59ASPD|6RCR|8MBVNT|9BPWR
220	32254 11336	6	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1LWND|2459VULN|3BEXP|6RCR|7DUR|8TLV|aAART
221	32354 11336	6	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1LWND|2459VULN|3DUST|6RCR|7DUR|8TLV|aAART
222	12234 31153	9	   	246.79	DCR|3VULN|2DUR|1DMG|1CDMG	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9DMG|aCDMG
223	12434 31153	9	   	246.79	DCR|3VULN|2DUR|1DMG|1CDMG	1ASPD|26DUR|3CGEN|4DUST|567VULN|6BPWR|8RCR|9DMG|aCDMG
224	52111 16311	6	   	246.69	DCR|2VULN|3DMG|2TLV|1AART	139LHND|28VULN|49TLV|579DMG|6RCR|9BPWR|aAART
225	32225 33521	2	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RCR|8LIT|9ASPD|aDUR
226	52225 33521	2	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1LHND|236VULN|4CDMG|5TLV|7RCR|8LIT|9ASPD|aDUR
227	62225 33521	2	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1BEXP|236VULN|4CDMG|5TLV|7RCR|8LIT|9ASPD|aDUR
228	23325 33524	1	   	246.53	DCR|3VULN|2TLV|2ASPD|1CDMG	1MLV|26aVULN|3CGEN|4CDMG|5aTLV|7RCR|8LIT|9aASPD|aBPWR
229	62252 62111	9	   	246.39	DCR|4VULN|2DMG|1CDMG	135BEXP|2459VULN|5BPWR|67DMG|8RCR|aCDMG
230	25341 31116	9	   	246.21	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1MLV|267VULN|3DUR|4DMG|56FEWX|6BPWR|8RCR|9TLV|aAART
231	62531 21433	10	   	246.20	DCR|3VULN|2DMG|1TLV	1BEXP|259VULN|3RPLT|45DMG|5BPWR|6LWND|7TLV|8LIT|aRCR
232	13154 36112	1	   	246.19	DCR|3VULN|1TLV|2ASPD|1DUR|1CDMG	15ASPD|28aVULN|3LHND|4TLV|6CDMG|7DUR|9RCR
233	32634 11163	7	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1LWND|257VULN|3DUR|4RCVC|6RCR|8AART|9TLV|aDMG
234	25411 11431	10	   	246.10	DCR|3VULN|2DMG|1TLV	1MLV|27aVULN|3CGEN|4TLV|59DMG|6RCR|8LIT
235	52111 11441	9	   	246.10	DCR|3VULN|2DMG|1TLV	13LHND|279VULN|4TLV|5aDMG|6RCR|8LIT
236	62211 11441	9	   	246.10	DCR|3VULN|2DMG|1TLV	13BEXP|279VULN|4TLV|5aDMG|6RCR|8LIT
237	52111 11312	7	   	246.07	DCR|3VULN|2DMG|2TLV	139aLHND|278VULN|49TLV|59DMG|6RCR|9BPWR
238	52111 11313	7	   	246.07	DCR|3VULN|2DMG|2TLV	139LHND|278VULN|49TLV|59DMG|6RCR|9BPWR|aDMSP
239	52111 11315	7	   	246.07	DCR|3VULN|2DMG|2TLV	139LHND|278VULN|49TLV|59DMG|6RCR|9BPWR|aRPLT
240	52111 61312	5	   	246.07	DCR|3VULN|2DMG|2TLV	139aLHND|268VULN|49TLV|59DMG|7RCR|9BPWR
241	52111 61313	5	   	246.07	DCR|3VULN|2DMG|2TLV	139LHND|268VULN|49TLV|59DMG|7RCR|9BPWR|aDMSP
242	52111 61315	5	   	246.07	DCR|3VULN|2DMG|2TLV	139LHND|268VULN|49TLV|59DMG|7RCR|9BPWR|aRPLT
243	22344 31116	9	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1MLV|26DUST|3DUR|4DMG|567VULN|6BPWR|8RCR|9TLV|aAART
244	25342 31116	9	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1MLV|267VULN|3DUR|4DMG|56DUST|6BPWR|8RCR|9TLV|aAART
245	25143 16332	5	 * 	245.98	DCR|4VULN|2DUR|1DMG	18MLV|289aVULN|3LHND|4DMG|5MBVNT|6RCR|78DUR|8BPWR
246	32461 11162	10	   	245.98	DCR|4VULN|2DUR|1DMG	1aLWND|247aVULN|3ERES|5DMG|6RCR|8RMIN|9aDUR|aBPWR
247	32352 14116	9	   	245.97	DCR|3VULN|2DMG|2TLV	17aLWND|247VULN|357DUST|6RCR|7aBPWR|8aTLV|9aDMG
248	52111 11311	7	   	245.97	DCR|3VULN|2DMG|2TLV	139LHND|278VULN|49TLV|59DMG|6RCR|9BPWR|aLEGI
249	52111 11316	7	   	245.97	DCR|3VULN|2DMG|2TLV	139LHND|278VULN|49TLV|59DMG|6RCR|9BPWR|aMBVNT
250	52111 61311	5	   	245.97	DCR|3VULN|2DMG|2TLV	139LHND|268VULN|49TLV|59DMG|7RCR|9BPWR|aLEGI
251	52111 61316	5	   	245.97	DCR|3VULN|2DMG|2TLV	139LHND|268VULN|49TLV|59DMG|7RCR|9BPWR|aMBVNT
252	25344 11132	9	   	245.88	DCR|4VULN|2DUR|1DMG	1MLV|257aVULN|39DUR|4DMG|6RCR|8RMIN
253	25344 11133	10	   	245.88	DCR|4VULN|2DUR|1DMG	1MLV|257aVULN|39DUR|4DMG|6RCR|8RMIN
254	25323 23134	7	 * 	245.78	DCR|4VULN|2DUR|2CDMG	1MLV|268aVULN|39DUR|4ERES|56CDMG|6BPWR|7RCR
255	41651 11232	10	   	245.78	DCR|4VULN|2DUR|1DMG	1LEGI|2RMIN|347aVULN|4aBPWR|5DMG|6RCR|8aERES|9aDUR
256	32154 11332	6	   	245.75	DCR|4VULN|1TLV|1DUR	1LWND|2459VULN|3LHND|6RCR|7DUR|8TLV|aLIT
257	32254 11332	6	   	245.75	DCR|4VULN|1TLV|1DUR	1LWND|2459VULN|3BEXP|6RCR|7DUR|8TLV|aLIT
258	32254 15332	7	   	245.75	DCR|4VULN|1TLV|1DUR	1LWND|2459VULN|3BEXP|6RCR|7DUR|8TLV|aLIT
259	32654 11312	9	   	245.75	DCR|4VULN|1TLV|1DUR	1LWND|2457VULN|3DUR|6RCR|8FEWX|9TLV|aLIT
260	32654 12332	6	   	245.75	DCR|4VULN|1TLV|1DUR	1LWND|2459VULN|3DUR|6RCR|7LHND|8TLV|aLIT
261	32654 21112	9	   	245.75	DCR|4VULN|1TLV|1DUR	1LWND|2457VULN|3DUR|6LHND|8RCR|9TLV|aLIT
262	52354 11312	9	   	245.75	DCR|4VULN|1TLV|1DUR	1LHND|2457VULN|3DUR|6RCR|8FEWX|9TLV|aLIT
263	62154 11332	6	   	245.75	DCR|4VULN|1TLV|1DUR	1BEXP|2459VULN|3LHND|6RCR|7DUR|8TLV|aLIT
264	32634 11312	10	   	245.72	DCR|4VULN|2TLV|1DUR	1aLWND|257aVULN|3DUR|4RCVC|6RCR|8FEWX|9aTLV|aBPWR
265	32634 21112	10	   	245.72	DCR|4VULN|2TLV|1DUR	1aLWND|257aVULN|3DUR|4RCVC|6LHND|8RCR|9aTLV|aBPWR
266	32634 51112	10	   	245.72	DCR|4VULN|2TLV|1DUR	1aLWND|257aVULN|3DUR|4RCVC|6FEWX|8RCR|9aTLV|aBPWR
267	52334 11312	10	   	245.72	DCR|4VULN|2TLV|1DUR	1aLHND|257aVULN|3DUR|4RCVC|6RCR|8FEWX|9aTLV|aBPWR
268	52334 51112	10	   	245.72	DCR|4VULN|2TLV|1DUR	1aLHND|257aVULN|3DUR|4RCVC|6FEWX|8RCR|9aTLV|aBPWR
269	52354 21112	10	   	245.72	DCR|4VULN|2TLV|1DUR	16aLHND|245aVULN|3DUR|7LWND|8RCR|9aTLV|aBPWR
270	12254 11614	7	   	245.65	DCR|4VULN|1TLV|1DUR	1ASPD|2DUR|3MLV|457aVULN|6RCR|8TLV|9MBVNT
271	12254 11623	7	   	245.65	DCR|4VULN|1TLV|1DUR	1ASPD|2DUR|3MLV|457aVULN|6RCR|8TLV|9BBNT
272	32655 21223	10	   	245.65	DCR|4VULN|1TLV|1DUR	1LWND|2478VULN|3DUR|5TLV|6ERES|9RCR|aLIT
273	52355 21223	10	   	245.65	DCR|4VULN|1TLV|1DUR	1LHND|2478VULN|3DUR|5TLV|6ERES|9RCR|aLIT
274	32354 11332	6	   	245.65	DCR|4VULN|1TLV|1DUR	1LWND|2459VULN|3DUST|6RCR|7DUR|8TLV|aLIT
275	32354 15332	7	   	245.65	DCR|4VULN|1TLV|1DUR	1LWND|2459VULN|3DUST|6RCR|7DUR|8TLV|aLIT
276	32654 11212	9	   	245.65	DCR|4VULN|1TLV|1DUR	1LWND|2457VULN|3DUR|6RCR|8DUST|9TLV|aLIT
277	32654 12332	7	   	245.65	DCR|4VULN|1TLV|1DUR	1LWND|2459VULN|3DUR|6RCR|7DUST|8TLV|aLIT
278	52354 11212	9	   	245.65	DCR|4VULN|1TLV|1DUR	1LHND|2457VULN|3DUR|6RCR|8DUST|9TLV|aLIT
279	52354 12332	7	   	245.65	DCR|4VULN|1TLV|1DUR	1LHND|2459VULN|3DUR|6RCR|7DUST|8TLV|aLIT
280	62354 11332	6	   	245.65	DCR|4VULN|1TLV|1DUR	1BEXP|2459VULN|3DUST|6RCR|7DUR|8TLV|aLIT
281	32634 11212	10	   	245.62	DCR|4VULN|2TLV|1DUR	1aLWND|257aVULN|3DUR|4RCVC|6RCR|8DUST|9aTLV|aBPWR
282	52334 11212	10	   	245.62	DCR|4VULN|2TLV|1DUR	1aLHND|257aVULN|3DUR|4RCVC|6RCR|8DUST|9aTLV|aBPWR
283	52354 22112	10	   	245.62	DCR|4VULN|2TLV|1DUR	16aLHND|245aVULN|3DUR|7DUST|8RCR|9aTLV|aBPWR
284	62634 11212	10	   	245.62	DCR|4VULN|2TLV|1DUR	1aBEXP|257aVULN|3DUR|4RCVC|6RCR|8DUST|9aTLV|aBPWR
285	62652 21112	10	   	245.62	DCR|4VULN|2TLV|1DUR	16aBEXP|247aVULN|3DUR|5DUST|8RCR|9aTLV|aBPWR
286	32655 31113	9	   	245.52	DCR|4VULN|2TLV|1DUR	1LWND|247aVULN|3DUR|59TLV|6CGEN|8RCR
287	52355 31113	9	   	245.52	DCR|4VULN|2TLV|1DUR	1LHND|247aVULN|3DUR|59TLV|6CGEN|8RCR
288	62531 22126	9	   	245.10	DCR|2VULN|3DMG|1TLV|1DUR	1BEXP|25VULN|3RPLT|457DMG|5BPWR|6LWND|8DUR|9RCR|aTLV
289	32261 36112	2	   	244.95	DCR|4VULN|1DMG|1DUR|1CDMG	1LWND|238aVULN|4DMG|5CGEN|6CDMG|7DUR|9RCR
290	52261 36112	2	   	244.95	DCR|4VULN|1DMG|1DUR|1CDMG	1LHND|238aVULN|4DMG|5CGEN|6CDMG|7DUR|9RCR
291	25341 31112	9	   	244.86	DCR|3VULN|1TLV|1DMG|1DUR	1MLV|267VULN|3DUR|4DMG|56FEWX|6BPWR|8RCR|9TLV|aLIT
292	25341 31116	10	   	244.86	DCR|3VULN|1TLV|1DMG|1DUR	1MLV|267VULN|3DUR|4DMG|56FEWX|6BPWR|8RCR|9TLV|aLIT
293	26344 31112	9	   	244.86	DCR|3VULN|1TLV|1DMG|1DUR	1MLV|26LWND|3DUR|4DMG|567VULN|6BPWR|8RCR|9TLV|aLIT
294	52322 32114	5	   	244.82	DCR|3VULN|2DUR|1TLV|1CDMG	1aLHND|268VULN|3aDUR|4CDMG|5TLV|7aCGEN|9RCR|aBPWR
295	62622 33114	5	   	244.82	DCR|3VULN|2DUR|1TLV|1CDMG	1aBEXP|268VULN|3aDUR|4CDMG|5TLV|7aCGEN|9RCR|aBPWR
296	25323 23156	7	 * 	244.80	DCR|3VULN|2DUR|1DMG|2CDMG	1MLV|268VULN|3aDUR|4ERES|56CDMG|6BPWR|7RCR|9DMG
297	25323 23216	7	   	244.80	DCR|3VULN|2DUR|1DMG|2CDMG	1MLV|269VULN|3aDUR|4ERES|56CDMG|6BPWR|7RCR|8DMG
298	12124 11332	2	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2DUR|3LHND|49aVULN|5DMG|6RCR|7ZMB|8TLV
299	12124 11332	3	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2DUR|3LHND|49aVULN|5DMG|6RCR|7ZMB|8TLV
300	12144 11332	5	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2DUR|3LHND|4DMG|59aVULN|6RCR|7ZMB|8TLV
301	13114 11332	1	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|29aVULN|3LHND|4DUR|5DMG|6RCR|7ZMB|8TLV
302	15114 11332	2	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|29aVULN|3LHND|4DUR|5DMG|6RCR|7ZMB|8TLV
303	15114 11332	3	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|29aVULN|3LHND|4DUR|5DMG|6RCR|7ZMB|8TLV
304	16124 11332	1	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2DUR|3LHND|49aVULN|5DMG|6RCR|7ZMB|8TLV
305	25344 11312	9	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1MLV|257VULN|3DUR|4DMG|6RCR|8FEWX|9TLV|aLIT
306	52135 11332	1	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2DUR|39aVULN|4DMG|5ASPD|6RCR|7ZMB|8TLV
307	52335 11332	3	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|29aVULN|3DUR|4DMG|5ASPD|6RCR|7ZMB|8TLV
308	52635 11332	2	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|29aVULN|3DUR|4DMG|5ASPD|6RCR|7ZMB|8TLV
309	25344 21112	9	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1MLV|257VULN|3DUR|4DMG|6LHND|8RCR|9TLV|aLIT
310	32656 31112	9	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1LWND|247VULN|3DUR|5DMG|6CGEN|8RCR|9TLV|aLIT
311	52356 31112	9	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|247VULN|3DUR|5DMG|6CGEN|8RCR|9TLV|aLIT
312	13114 16222	1	   	244.71	DCR|2VULN|3DMG|2ASPD|1DUR|1NUKE|1AART	1aASPD|2aVULN|3LHND|4DUR|57aDMG|6RCR|8AART|9NUKE|aBPWR
313	15114 16222	2	   	244.71	DCR|2VULN|3DMG|2ASPD|1DUR|1NUKE|1AART	1aASPD|2aVULN|3LHND|4DUR|57aDMG|6RCR|8AART|9NUKE|aBPWR
314	15114 16222	3	   	244.71	DCR|2VULN|3DMG|2ASPD|1DUR|1NUKE|1AART	1aASPD|2aVULN|3LHND|4DUR|57aDMG|6RCR|8AART|9NUKE|aBPWR
315	21344 31411	7	 * 	244.70	ACR|4VULN|3DUR|2DMG	169MLV|2RCR|38aDUR|49DMG|5679VULN|69BPWR
316	25344 11212	9	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1MLV|257VULN|3DUR|4DMG|6RCR|8DUST|9TLV|aLIT
317	42135 11332	1	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LEGI|2DUR|39aVULN|4DMG|5ASPD|6RCR|7ZMB|8TLV
318	45135 11332	2	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LEGI|2DUR|39aVULN|4DMG|5ASPD|6RCR|7ZMB|8TLV
319	22344 31112	9	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1MLV|26DUST|3DUR|4DMG|567VULN|6BPWR|8RCR|9TLV|aLIT
320	22344 31116	10	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1MLV|26DUST|3DUR|4DMG|567VULN|6BPWR|8RCR|9TLV|aLIT
321	25324 11431	10	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1MLV|257VULN|3DUR|4ERES|6RCR|8LIT|9DMG|aTLV
322	25342 31112	9	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1MLV|267VULN|3DUR|4DMG|56DUST|6BPWR|8RCR|9TLV|aLIT
323	25342 31116	10	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1MLV|267VULN|3DUR|4DMG|56DUST|6BPWR|8RCR|9TLV|aLIT
324	32654 13112	9	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LWND|245VULN|3DUR|6RCR|7ERES|8DMG|9TLV|aLIT
325	32656 21112	9	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LWND|247VULN|3DUR|5DMG|6ERES|8RCR|9TLV|aLIT
326	52354 13112	9	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|245VULN|3DUR|6RCR|7ERES|8DMG|9TLV|aLIT
327	52356 21112	9	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|247VULN|3DUR|5DMG|6ERES|8RCR|9TLV|aLIT
328	32225 33116	2	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	18LWND|236VULN|4CDMG|5TLV|7RCR|9aDUR
329	32225 33426	2	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RCR|8RMIN|9aDUR
330	32623 41112	7	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LWND|28aVULN|35DUR|4CDMG|6TLV|7RMIN|9RCR
331	32623 42112	6	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LWND|28aVULN|35DUR|4CDMG|6TLV|7CGEN|9RCR
332	32623 45112	7	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LWND|28aVULN|35DUR|4CDMG|6TLV|7CGEN|9RCR
333	32623 46112	7	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LWND|28aVULN|35DUR|4CDMG|6TLV|7ZMB|9RCR
334	32663 41112	7	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LWND|28aVULN|34DUR|5CDMG|6TLV|7RMIN|9RCR
335	32663 42112	6	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LWND|28aVULN|34DUR|5CDMG|6TLV|7CGEN|9RCR
336	52322 22112	5	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|28aVULN|36DUR|4CDMG|5TLV|7CGEN|9RCR
337	52322 32612	5	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|26aVULN|38DUR|4CDMG|5TLV|7CGEN|9RCR
338	52322 35112	6	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|28aVULN|37DUR|4CDMG|5TLV|6CGEN|9RCR
339	52322 41112	7	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|28aVULN|36DUR|4CDMG|5TLV|7RMIN|9RCR
340	52322 42112	6	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|28aVULN|36DUR|4CDMG|5TLV|7CGEN|9RCR
341	52322 45112	7	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|28aVULN|36DUR|4CDMG|5TLV|7CGEN|9RCR
342	52322 46112	7	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|28aVULN|36DUR|4CDMG|5TLV|7ZMB|9RCR
343	52363 41112	7	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|28aVULN|34DUR|5CDMG|6TLV|7RMIN|9RCR
344	52363 42112	6	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|28aVULN|34DUR|5CDMG|6TLV|7CGEN|9RCR
345	62622 23112	5	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1BEXP|28aVULN|36DUR|4CDMG|5TLV|7CGEN|9RCR
346	62622 35112	6	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1BEXP|28aVULN|37DUR|4CDMG|5TLV|6CGEN|9RCR
347	62622 43112	6	   	244.62	DCR|3VULN|2DUR|1TLV|1CDMG	1BEXP|28aVULN|36DUR|4CDMG|5TLV|7CGEN|9RCR
348	25345 31113	9	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1MLV|27aVULN|3DUR|4DMG|59TLV|6CGEN|8RCR
349	32225 33215	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RCR|8TBNT|9aDUR
350	32654 13121	6	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1LWND|245VULN|38DUR|6RCR|7TLV|9BBNT|aCDMG
351	52225 33315	2	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|236VULN|4CDMG|5TLV|7RCR|8BBNT|9aDUR
