0	Index      	Bounty	 *	Score 	Summary	Detail	
1	43631 53323	10	 * 	273.95	DCR|4VULN|2TLV|2DUR|1CDMG	19TLV|269aVULN|38DUR|4CDMG|59CGEN|7RCR|9BPWR
171	42321 35132	9	   	249.23	DCR|4VULN|3TLV|1DMG	148TLV|2CGEN|3678VULN|58DUST|8BPWR|9DMG|aRCR
172	14164 23312	10	   	249.19	DCR|5VULN|1TLV|1AART	1LHND|2689aVULN|3AART|4RCVC|5TLV|7RCR
173	34124 23312	10	   	249.19	DCR|5VULN|1TLV|1AART	14BEXP|2689aVULN|3AART|5TLV|7RCR
174	34164 23312	10	   	249.19	DCR|5VULN|1TLV|1AART	1BEXP|2689aVULN|3AART|4RCVC|5TLV|7RCR
175	42352 13312	10	   	249.19	DCR|5VULN|1TLV|1AART	1TLV|2CGEN|3489aVULN|5AART|6MLV|7RCR
176	42352 13316	9	   	249.19	DCR|5VULN|1TLV|1AART	1TLV|2CGEN|3489aVULN|5AART|6MLV|7RCR
177	43232 23336	7	   	249.19	DCR|5VULN|1TLV|1AART	1TLV|2468aVULN|35LWND|7RCR|9AART
178	43511 23336	7	   	249.19	DCR|5VULN|1TLV|1AART	1TLV|2468aVULN|3RCVC|5LHND|7RCR|9AART
179	43513 23336	7	   	249.19	DCR|5VULN|1TLV|1AART	1TLV|2468aVULN|3RCVC|5LWND|7RCR|9AART
180	64322 21611	7	   	249.14	DCR|3VULN|2DUR|1TLV|1AART	17FEWX|279VULN|3TLV|4ASPD|5AART|67DUR|7BPWR|8RPLT|aRCR
181	43352 13312	10	   	249.09	DCR|5VULN|1TLV|1AART	1TLV|2489aVULN|3ERES|5AART|6MLV|7RCR
182	43352 13316	9	   	249.09	DCR|5VULN|1TLV|1AART	1TLV|2489aVULN|3ERES|5AART|6MLV|7RCR
183	43352 23312	10	   	249.09	DCR|5VULN|1TLV|1AART	1TLV|2489aVULN|3ERES|5AART|6CGEN|7RCR
184	43352 23316	9	   	249.09	DCR|5VULN|1TLV|1AART	1TLV|2489aVULN|3ERES|5AART|6CGEN|7RCR
185	11413 31113	1	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	1aLHND|27aVULN|3TLV|4BBNT|5AART|6LIT|8RCR|9aDUR|aBPWR
186	14413 31113	2	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	1aLHND|27aVULN|3TLV|4BBNT|5AART|6LIT|8RCR|9aDUR|aBPWR
187	31225 31113	1	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	1aBEXP|27aVULN|3TLV|4AART|5LIT|6TBNT|8RCR|9aDUR|aBPWR
188	34225 31113	2	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	1aBEXP|27aVULN|3TLV|4AART|5LIT|6TBNT|8RCR|9aDUR|aBPWR
189	34325 31113	3	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	1aBEXP|27aVULN|3TLV|4AART|5LIT|6TBNT|8RCR|9aDUR|aBPWR
190	61225 31113	1	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	1aFEWX|27aVULN|3TLV|4AART|5LIT|6TBNT|8RCR|9aDUR|aBPWR
191	64225 31113	2	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	1aFEWX|27aVULN|3TLV|4AART|5LIT|6TBNT|8RCR|9aDUR|aBPWR
192	64325 31113	3	   	249.04	DCR|3VULN|2DUR|1TLV|1AART	1aFEWX|27aVULN|3TLV|4AART|5LIT|6TBNT|8RCR|9aDUR|aBPWR
193	13312 12144	10	   	248.94	DCR|3VULN|2DUR|1TLV|1AART	1LHND|29DUR|37aVULN|4TLV|5AART|6LIT|8RCR
194	22611 23221	3	   	248.90	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|359DUR|45VULN|59BPWR|6FEWX|789DMG|aLHND
195	22611 23223	3	   	248.90	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|359DUR|45VULN|59BPWR|6FEWX|789DMG|aDMSP
196	22611 23226	3	   	248.90	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|359DUR|45VULN|59BPWR|6FEWX|789DMG|aZMB
197	22631 23221	4	   	248.90	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|359DUR|45VULN|59BPWR|6FEWX|789DMG|aLHND
198	22631 23223	4	   	248.90	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|359DUR|45VULN|59BPWR|6FEWX|789DMG|aDMSP
199	22631 23226	4	   	248.90	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|359DUR|45VULN|59BPWR|6FEWX|789DMG|aZMB
200	51225 31113	1	   	248.84	DCR|3VULN|2DUR|1TLV|1AART	1aDUST|27aVULN|3TLV|4AART|5LIT|6TBNT|8RCR|9aDUR|aBPWR
201	54225 31113	2	   	248.84	DCR|3VULN|2DUR|1TLV|1AART	1aDUST|27aVULN|3TLV|4AART|5LIT|6TBNT|8RCR|9aDUR|aBPWR
202	54325 31113	3	   	248.84	DCR|3VULN|2DUR|1TLV|1AART	1aDUST|27aVULN|3TLV|4AART|5LIT|6TBNT|8RCR|9aDUR|aBPWR
203	43352 33523	7	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	1aTLV|24aVULN|3ERES|5AART|6RPLT|7ZMB|8RCR|9aDUR|aBPWR
204	22611 32221	3	   	248.80	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|359DUR|45VULN|59BPWR|6DUST|789DMG|aLHND
205	22611 32223	3	   	248.80	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|359DUR|45VULN|59BPWR|6DUST|789DMG|aDMSP
206	22611 32226	3	   	248.80	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|359DUR|45VULN|59BPWR|6DUST|789DMG|aZMB
207	22631 32221	4	   	248.80	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|359DUR|45VULN|59BPWR|6DUST|789DMG|aLHND
208	22631 32223	4	   	248.80	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|359DUR|45VULN|59BPWR|6DUST|789DMG|aDMSP
209	22631 32226	4	   	248.80	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|359DUR|45VULN|59BPWR|6DUST|789DMG|aZMB
210	22615 23223	3	   	248.80	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|39aDUR|45VULN|6FEWX|789DMG|9BPWR
211	22635 23223	4	   	248.80	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|39aDUR|45VULN|6FEWX|789DMG|9BPWR
212	22615 32223	3	   	248.70	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|39aDUR|45VULN|6DUST|789DMG|9BPWR
213	22635 32223	4	   	248.70	ACR|2VULN|3DMG|3DUR|2TLV	1RCR|29TLV|39aDUR|45VULN|6DUST|789DMG|9BPWR
214	22611 23323	8	   	248.55	ACR|3VULN|3DUR|2TLV|1DMG	1RCR|28TLV|368DUR|4LHND|5LIT|789VULN|8BPWR|aDMG
215	13662 11313	9	   	248.41	DCR|3VULN|2DUR|1TLV|2AART	1LHND|23DUR|45AART|6TLV|789VULN|aRCR
216	43631 53311	10	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1TLV|26VULN|38DUR|4CDMG|5CGEN|7RCR|9LIT|aDMG
217	43631 23321	10	   	248.17	DCR|2VULN|3TLV|2DUR|1DMG|1CDMG	169TLV|29VULN|38DUR|4CDMG|59CGEN|7RCR|9BPWR|aDMG
218	42222 42421	3	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|2CGEN|3LIT|456DUR|7RCR|8aVULN|9DMG
219	43622 32316	10	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|28VULN|359DUR|4ASPD|6DMSP|7RCR|aDMG
220	43511 23326	7	   	247.84	DCR|5VULN|1TLV	1TLV|2468aVULN|3RCVC|5LHND|7RCR|9LIT
221	31115 25131	10	   	247.81	DCR|5VULN|2TLV	128BEXP|3CGEN|4578aVULN|68TLV|8BPWR|9RCR
222	42353 35131	9	   	247.81	DCR|5VULN|2TLV	18TLV|2CGEN|34678VULN|58FEWX|8BPWR|9RCR|aRCVC
223	42353 35133	10	   	247.81	DCR|5VULN|2TLV	18TLV|2CGEN|34678VULN|58FEWX|8BPWR|9RCR|aRCVC
224	42353 35133	9	   	247.81	DCR|5VULN|2TLV	18TLV|2CGEN|34678VULN|58aFEWX|8BPWR|9RCR
225	43611 32432	4	 * 	247.75	DCR|2VULN|3DUR|2TLV|1DMG	19TLV|25VULN|359DUR|4LEGI|59BPWR|6DUST|7DMG|89CGEN|aRCR
226	42353 35111	9	   	247.71	DCR|5VULN|2TLV	18TLV|2CGEN|34678VULN|58FEWX|8BPWR|9ERES|aRCR
227	42353 35121	8	   	247.71	DCR|5VULN|2TLV	18TLV|2CGEN|34678VULN|58FEWX|8BPWR|9ERES|aRCR
228	42353 35131	10	 * 	247.71	DCR|5VULN|3TLV	18aTLV|2CGEN|34678VULN|58FEWX|8BPWR|9RCR
229	42353 35132	9	   	247.71	DCR|5VULN|2TLV	18TLV|2CGEN|34678VULN|58FEWX|8BPWR|9RCR|aBBNT
230	43236 31531	4	   	247.71	DCR|5VULN|2TLV	18TLV|24678VULN|38LWND|5RPLT|8BPWR|9TBNT|aRCR
231	42321 32533	5	 * 	247.65	DCR|2VULN|3DUR|3TLV|1DMG	149TLV|2CGEN|39VULN|5DUST|6DMG|79aDUR|8RCR|9BPWR
232	42351 35131	9	   	247.61	DCR|5VULN|2TLV	18TLV|2CGEN|34678VULN|58DUST|8BPWR|9RCR|aRCVC
233	42351 35133	9	   	247.61	DCR|5VULN|2TLV	18TLV|2CGEN|34678VULN|58DUST|8BPWR|9RCR|aFEWX
234	42351 35133	10	   	247.61	DCR|5VULN|2TLV	18TLV|2CGEN|34678VULN|58DUST|8BPWR|9RCR|aRCVC
235	11551 14111	1	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	1LHND|269VULN|3RPLT|46DMG|5AART|6BPWR|7LWND|8TLV|aRCR
236	31351 14111	1	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	1BEXP|269VULN|3RPLT|46DMG|5AART|6BPWR|7LWND|8TLV|aRCR
237	34351 14111	2	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	1BEXP|269VULN|3RPLT|46DMG|5AART|6BPWR|7LWND|8TLV|aRCR
238	61351 14111	1	   	247.55	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|269VULN|3RPLT|46DMG|5AART|6BPWR|7LWND|8TLV|aRCR
239	42351 35111	9	   	247.51	DCR|5VULN|2TLV	18TLV|2CGEN|34678VULN|58DUST|8BPWR|9ERES|aRCR
240	42351 35121	8	   	247.51	DCR|5VULN|2TLV	18TLV|2CGEN|34678VULN|58DUST|8BPWR|9ERES|aRCR
241	42351 35131	10	   	247.51	DCR|5VULN|3TLV	18aTLV|2CGEN|34678VULN|58DUST|8BPWR|9RCR
242	42351 35132	9	   	247.51	DCR|5VULN|2TLV	18TLV|2CGEN|34678VULN|58DUST|8BPWR|9RCR|aBBNT
243	42351 31131	10	   	247.51	DCR|5VULN|2TLV	18TLV|2CGEN|3468aVULN|578DUST|8BPWR|9RCR
244	43331 63316	6	   	247.46	DCR|3VULN|2TLV|2DUR	18TLV|278VULN|3ERES|4ASPD|5BELT|68DUR|8BPWR|9LHND|aRCR
245	43331 63326	6	   	247.46	DCR|3VULN|2TLV|2DUR	18TLV|278VULN|3ERES|4ASPD|5BELT|68DUR|8BPWR|9FEWX|aRCR
246	43331 63336	6	   	247.46	DCR|3VULN|2TLV|2DUR	18TLV|278VULN|3ERES|4ASPD|5BELT|68DUR|8BPWR|9LWND|aRCR
247	11551 13111	1	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1LHND|269VULN|3RPLT|46DMG|5AART|6BPWR|7DUST|8TLV|aRCR
248	14551 13111	2	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1LHND|269VULN|3RPLT|46DMG|5AART|6BPWR|7DUST|8TLV|aRCR
249	31351 13111	1	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1BEXP|269VULN|3RPLT|46DMG|5AART|6BPWR|7DUST|8TLV|aRCR
250	34351 13111	2	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1BEXP|269VULN|3RPLT|46DMG|5AART|6BPWR|7DUST|8TLV|aRCR
251	51351 14111	1	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1DUST|269VULN|3RPLT|46DMG|5AART|6BPWR|7LWND|8TLV|aRCR
252	61351 13111	1	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|269VULN|3RPLT|46DMG|5AART|6BPWR|7DUST|8TLV|aRCR
253	64351 13111	2	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|269VULN|3RPLT|46DMG|5AART|6BPWR|7DUST|8TLV|aRCR
254	42352 33163	7	   	247.31	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1TLV|2CGEN|34VULN|5AART|68DMG|7RCR|9DUR|aLIT
255	42315 32521	7	   	247.29	DCR|2VULN|2DMG|2TLV|1DUR|1AART	17TLV|2CGEN|37VULN|4RPLT|5AART|67DMG|7BPWR|8RCR|9DUR|aLHND
256	42315 32523	7	   	247.29	DCR|2VULN|2DMG|2TLV|1DUR|1AART	17TLV|2CGEN|37VULN|4RPLT|5AART|67DMG|7BPWR|8RCR|9DUR|aBEXP
257	42315 32341	7	   	247.19	DCR|2VULN|2DMG|2TLV|1DUR|1AART	17TLV|2CGEN|37VULN|4RPLT|5AART|67DMG|7BPWR|8ERES|9DUR|aRCR
258	42315 32522	7	   	247.19	DCR|2VULN|2DMG|2TLV|1DUR|1AART	17TLV|2CGEN|37VULN|4RPLT|5AART|67DMG|7BPWR|8RCR|9DUR|aERES
259	43622 35212	9	   	247.12	DCR|3VULN|2DUR|1TLV|2ASPD	1TLV|27aVULN|35DUR|48ASPD|6DMSP|9RCR
260	42352 13315	9	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2CGEN|3489VULN|5AART|6MLV|7RCR|aDUR
261	14164 21313	9	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1LHND|2679VULN|3AART|4RCVC|5TLV|8DUR|aRCR
262	42352 11313	9	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2CGEN|3479VULN|5AART|6MLV|8DUR|aRCR
263	43152 11336	9	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2489VULN|36MLV|5AART|7DUR|aRCR
264	43232 23335	7	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2468VULN|35LWND|7RCR|9AART|aDUR
265	43511 23335	7	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2468VULN|3RCVC|5LHND|7RCR|9AART|aDUR
266	43513 23335	7	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2468VULN|3RCVC|5LWND|7RCR|9AART|aDUR
267	43232 24333	6	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2468VULN|35LWND|7DUR|9AART|aRCR
268	43511 23333	6	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2468VULN|3RCVC|5LHND|7DUR|9AART|aRCR
269	43513 24333	6	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2468VULN|3RCVC|5LWND|7DUR|9AART|aRCR
270	43352 13315	9	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2489VULN|3ERES|5AART|6MLV|7RCR|aDUR
271	43352 23315	9	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2489VULN|3ERES|5AART|6CGEN|7RCR|aDUR
272	43516 13333	6	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2458VULN|3RCVC|6DUST|7DUR|9AART|aRCR
273	42362 13316	10	   	246.90	DCR|4VULN|2TLV|2AART	1aTLV|2CGEN|389aVULN|45AART|6aMLV|7RCR|aBPWR
274	43511 51213	4	   	246.80	DCR|4VULN|2TLV|2AART	16TLV|2469VULN|3RCVC|58AART|6BPWR|7LWND|aRCR
275	44151 13321	1	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2DUR|3ASPD|4LIT|5CDMG|6RCR|789VULN|aMLV
276	44311 13325	4	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2ASPD|3LIT|4LHND|5CDMG|6RCR|789VULN|aDUR
277	41151 13325	2	   	246.55	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2DUST|3ASPD|4LIT|5CDMG|6RCR|789VULN|aDUR
278	44151 13322	1	   	246.55	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2DUR|3ASPD|4LIT|5CDMG|6RCR|789VULN|aERES
279	44151 13323	1	   	246.55	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2DUR|3ASPD|4LIT|5CDMG|6RCR|789VULN|aDUST
280	43152 22622	10	   	246.48	DCR|3VULN|1TLV|1DMG|1AART	1TLV|247VULN|3MLV|5AART|6LIT|8RCR|9DMG|aASPD
281	42322 33313	10	   	246.25	DCR|3VULN|2TLV|1DMG|1AART	14TLV|2CGEN|389VULN|5AART|6DMG|7RCR|aLIT
282	42322 33345	8	   	246.25	DCR|3VULN|2TLV|1DMG|1AART	14TLV|2CGEN|38aVULN|5AART|6DMG|7RCR|9LIT
283	42364 33313	10	   	246.25	DCR|3VULN|2TLV|1DMG|1AART	15TLV|2CGEN|389VULN|4AART|6DMG|7RCR|aLIT
284	43122 22625	9	   	246.25	DCR|3VULN|2TLV|1DMG|1AART	14TLV|27aVULN|3MLV|5AART|6LIT|8RCR|9DMG
285	43122 63313	10	   	246.25	DCR|3VULN|2TLV|1DMG|1AART	14TLV|289VULN|3MLV|5AART|6DMG|7RCR|aLIT
286	43152 63213	10	   	246.25	DCR|3VULN|2TLV|1DMG|1AART	18TLV|249VULN|3MLV|5AART|6DMG|7RCR|aLIT
287	43322 63313	10	   	246.15	DCR|3VULN|2TLV|1DMG|1AART	14TLV|289VULN|3ERES|5AART|6DMG|7RCR|aLIT
288	43352 63213	10	   	246.15	DCR|3VULN|2TLV|1DMG|1AART	18TLV|249VULN|3ERES|5AART|6DMG|7RCR|aLIT
289	13366 41111	2	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1LHND|2DUR|3RPLT|4AART|569VULN|7DMG|8TLV|aRCR
290	42352 33353	8	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2CGEN|348VULN|5AART|6DMG|7RCR|9BELT|aDUR
291	42352 33361	8	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2CGEN|348VULN|5AART|6DMG|7RCR|9DUR|aRPLT
292	34323 26532	9	   	246.10	DCR|3VULN|2DMG|1TLV	1BEXP|28aVULN|3TLV|4ASPD|5RCVC|6RCR|79DMG
293	42145 23112	9	   	246.07	DCR|3VULN|2DMG|2TLV	18TLV|23CGEN|48aVULN|5RCVC|68DMG|7RMIN|8BPWR|9RCR
294	42152 23112	9	   	246.07	DCR|3VULN|2DMG|2TLV	18TLV|234CGEN|58aVULN|68DMG|7RMIN|8BPWR|9RCR
295	42355 23112	10	   	246.07	DCR|3VULN|2DMG|2TLV	18TLV|2CGEN|348VULN|5RCVC|68DMG|7RMIN|8BPWR|9RCR|aLWND
296	42355 23113	10	   	246.07	DCR|3VULN|2DMG|2TLV	18TLV|2CGEN|348VULN|5RCVC|68DMG|7RMIN|8BPWR|9RCR|aLHND
297	42552 23112	9	   	246.07	DCR|3VULN|2DMG|2TLV	18TLV|24CGEN|3DMSP|58aVULN|68DMG|7RMIN|8BPWR|9RCR
298	42652 23112	9	   	246.07	DCR|3VULN|2DMG|2TLV	18TLV|24CGEN|3RCVC|58aVULN|68DMG|7RMIN|8BPWR|9RCR
299	43155 23112	9	   	246.07	DCR|3VULN|2DMG|2TLV	18TLV|24aVULN|38MLV|5RCVC|68DMG|7RMIN|8BPWR|9RCR
300	14513 11163	10	 * 	246.01	DCR|3VULN|1TLV|2CDMG|1DUR|1AART	1LHND|28aVULN|35CDMG|4DUR|6AART|7TLV|9RCR
301	42352 33362	8	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1TLV|2CGEN|348VULN|5AART|6DMG|7RCR|9DUR|aMBVNT
302	42351 22232	6	   	245.97	DCR|3VULN|2DMG|2TLV	19TLV|2CGEN|349VULN|5DUST|6RCR|7LHND|89DMG|9BPWR|aRMIN
303	42351 22236	6	   	245.97	DCR|3VULN|2DMG|2TLV	19TLV|2CGEN|349VULN|5DUST|6RCR|7LHND|89DMG|9BPWR|aBELT
304	42351 23232	6	   	245.97	DCR|3VULN|2DMG|2TLV	19TLV|2CGEN|349VULN|5DUST|6RCR|7FEWX|89DMG|9BPWR|aRMIN
305	42351 23236	6	   	245.97	DCR|3VULN|2DMG|2TLV	19TLV|2CGEN|349VULN|5DUST|6RCR|7FEWX|89DMG|9BPWR|aRCVC
306	42353 26232	6	   	245.97	DCR|3VULN|2DMG|2TLV	19TLV|2CGEN|349VULN|5FEWX|6RCR|7DUST|89DMG|9BPWR|aRMIN
307	42355 23111	9	   	245.97	DCR|3VULN|2DMG|2TLV	18TLV|2CGEN|348VULN|5RCVC|68DMG|7RMIN|8BPWR|9RCR|aBBNT
308	42355 23111	10	   	245.97	DCR|3VULN|2DMG|2TLV	18TLV|2CGEN|348VULN|5RCVC|68DMG|7RMIN|8BPWR|9RCR|aERES
309	42362 33313	10	   	245.94	DCR|3VULN|1TLV|1DMG|2AART	1TLV|2CGEN|389VULN|45AART|6DMG|7RCR|aLIT
310	43162 63313	10	   	245.94	DCR|3VULN|1TLV|1DMG|2AART	1TLV|289VULN|3MLV|45AART|6DMG|7RCR|aLIT
311	42351 22233	6	   	245.87	DCR|3VULN|2DMG|2TLV	19TLV|2CGEN|349VULN|5DUST|6RCR|7LHND|89DMG|9BPWR|aERES
312	42351 23233	6	   	245.87	DCR|3VULN|2DMG|2TLV	19TLV|2CGEN|349VULN|5DUST|6RCR|7FEWX|89DMG|9BPWR|aERES
313	42353 26233	6	   	245.87	DCR|3VULN|2DMG|2TLV	19TLV|2CGEN|349VULN|5FEWX|6RCR|7DUST|89DMG|9BPWR|aERES
314	42352 33423	10	   	245.87	DCR|3VULN|1TLV|1DMG|1DUR|1AART|1SELL	1TLV|2CGEN|34aVULN|5AART|6DMG|7RCR|8DUR|9SELL
315	43362 63313	10	   	245.84	DCR|3VULN|1TLV|1DMG|2AART	1TLV|289VULN|3ERES|45AART|6DMG|7RCR|aLIT
316	42141 21231	7	   	245.83	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|23CGEN|49VULN|5DUST|6RCR|7DUR|89DMG|9BPWR|aLIT
317	42141 21234	7	   	245.83	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|23CGEN|49VULN|5DUST|6RCR|7DUR|89DMG|9BPWR|aASPD
318	42541 21231	7	   	245.83	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|2CGEN|3DMSP|49VULN|5DUST|6RCR|7DUR|89DMG|9BPWR|aLIT
319	42641 21231	7	   	245.83	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|2CGEN|3RCVC|49VULN|5DUST|6RCR|7DUR|89DMG|9BPWR|aLIT
320	43151 21231	7	   	245.83	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|24VULN|39MLV|5DUST|6RCR|7DUR|89DMG|9BPWR|aLIT
321	43151 21234	7	   	245.83	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|24VULN|39MLV|5DUST|6RCR|7DUR|89DMG|9BPWR|aASPD
322	43512 51332	6	   	245.75	DCR|4VULN|1TLV|1DUR	1TLV|248aVULN|3RCVC|5DMSP|6RCR|7ASPD|9DUR
323	41414 21232	7	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|23DUST|49VULN|5ASPD|6RCR|7DUR|89DMG|9BPWR|aRMIN
324	41413 21231	7	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|23DUST|49VULN|5CGEN|6RCR|7DUR|89DMG|9BPWR|aLIT
325	41413 21234	7	   	245.73	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|23DUST|49VULN|5CGEN|6RCR|7DUR|89DMG|9BPWR|aASPD
326	22632 62152	10	   	245.73	ACR|4VULN|2TLV|2DUR|1AART|1SELL	1RCR|27TLV|37DUR|478aVULN|5AART|6SELL|7BPWR|9LIT
327	31115 25131	9	   	245.72	DCR|4VULN|2TLV|1DUR	128BEXP|3CGEN|4578VULN|68TLV|8BPWR|9RCR|aDUR
328	43162 63212	10	   	245.71	DCR|3VULN|2TLV|1DMG|2AART	18TLV|29aVULN|3MLV|45AART|6DMG|7RCR
329	22235 23223	1	 * 	245.68	ACR|3VULN|3DMG|2TLV|1DUR	1RCR|259VULN|39TLV|4BEXP|6FEWX|789DMG|9BPWR|aDUR
330	43236 23223	5	   	245.68	ACR|3VULN|3DMG|2TLV|1DUR	19TLV|249VULN|3LWND|5RCR|6FEWX|789DMG|9BPWR|aDUR
331	43236 53223	6	   	245.68	ACR|3VULN|3DMG|2TLV|1DUR	19TLV|249VULN|3LWND|5RCR|6BEXP|789DMG|9BPWR|aDUR
332	43236 63223	6	   	245.68	ACR|3VULN|3DMG|2TLV|1DUR	19TLV|249VULN|3LWND|5RCR|6FEWX|789DMG|9BPWR|aDUR
333	25311 32223	4	   	245.68	ACR|3VULN|3DMG|2TLV|1DUR	1RCR|29LHND|359VULN|45TLV|59BPWR|6DUST|789DMG|aDUR
334	41414 21233	7	   	245.63	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|23DUST|49VULN|5ASPD|6RCR|7DUR|89DMG|9BPWR|aERES
335	41415 21231	7	   	245.63	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|23DUST|49VULN|5ERES|6RCR|7DUR|89DMG|9BPWR|aLIT
336	43351 21231	7	   	245.63	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|24VULN|39ERES|5DUST|6RCR|7DUR|89DMG|9BPWR|aLIT
337	43351 21234	7	   	245.63	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|24VULN|39ERES|5DUST|6RCR|7DUR|89DMG|9BPWR|aASPD
338	43362 63212	10	   	245.61	DCR|3VULN|2TLV|1DMG|2AART	18TLV|29aVULN|3ERES|45AART|6DMG|7RCR
339	22235 32223	1	   	245.58	ACR|3VULN|3DMG|2TLV|1DUR	1RCR|259VULN|39TLV|4BEXP|6DUST|789DMG|9BPWR|aDUR
340	43236 12223	6	   	245.58	ACR|3VULN|3DMG|2TLV|1DUR	19TLV|249VULN|3LWND|5RCR|6DUST|789DMG|9BPWR|aDUR
341	43236 32223	5	   	245.58	ACR|3VULN|3DMG|2TLV|1DUR	19TLV|249VULN|3LWND|5RCR|6DUST|789DMG|9BPWR|aDUR
342	42323 25412	9	   	245.52	DCR|4VULN|2TLV|1DUR	14TLV|2CGEN|378aVULN|5FEWX|6RCR|9DUR
343	42323 25432	8	   	245.52	DCR|4VULN|2TLV|1DUR	14TLV|2CGEN|378aVULN|5FEWX|6RCR|9DUR
344	42321 25412	9	   	245.42	DCR|4VULN|2TLV|1DUR	14TLV|2CGEN|378aVULN|5DUST|6RCR|9DUR
345	42321 25432	8	   	245.42	DCR|4VULN|2TLV|1DUR	14TLV|2CGEN|378aVULN|5DUST|6RCR|9DUR
346	43323 25412	9	   	245.42	DCR|4VULN|2TLV|1DUR	14TLV|278aVULN|3ERES|5FEWX|6RCR|9DUR
