0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63124 23226	2	 * 	273.96	DCR|4VULN|3DUR|1CDMG	1DMSP|289DUR|389aVULN|4CDMG|5LIT|689CGEN|7RCR|89BPWR
168	31545 12323	1	   	248.35	DCR|4VULN|1TLV|1DUR	1LWND|2BEXP|3DUR|489aVULN|5LIT|6TLV|7RCR
169	32445 12323	3	   	248.35	DCR|4VULN|1DUR|1TLV	1LWND|2FEWX|3DUR|489aVULN|5LIT|6TLV|7RCR
170	32545 12323	2	   	248.35	DCR|4VULN|1DUR|1TLV	1LWND|2FEWX|3DUR|489aVULN|5LIT|6TLV|7RCR
171	25155 44333	1	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1LHND|2MBVNT|3469VULN|5DUR|7CDMG|8RCR|aASPD
172	25216 14333	7	   	248.22	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1SELL	1LHND|2DMG|379VULN|4SELL|5DUR|6TLV|8RCR|aASPD
173	13212 46622	9	   	248.22	DCR|3VULN|2DMG|1TLV|1AART|1SELL	1aDUST|2TLV|36aVULN|4SELL|5RMIN|7AART|8RCR|9aDMG|aBPWR
174	15216 14333	7	   	248.12	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1SELL	1DUST|2DMG|379VULN|4SELL|5DUR|6TLV|8RCR|aASPD
175	63121 37148	4	   	248.11	DCR|2VULN|3DUR|2DMG	1DMSP|268DUR|3LIT|4MBVNT|58DMG|78VULN|8BPWR|9RMIN|aRCR
176	11222 56112	4	   	247.94	DCR|2VULN|2DMG|2ASPD|2AART|1CDMG	1aDUST|2aASPD|35VULN|49AART|6CDMG|7RCR|8aDMG|aBPWR
177	25341 62333	2	 * 	247.61	DCR|2VULN|3DMG|2CDMG|1DUR	1LHND|23aDMG|4DUR|5DUST|6aCDMG|7MLV|8RCR|9aVULN|aBPWR
178	35341 62333	2	   	247.61	DCR|2VULN|3DMG|2CDMG|1DUR	1LWND|23aDMG|4DUR|5DUST|6aCDMG|7MLV|8RCR|9aVULN|aBPWR
179	63124 23242	2	   	247.55	DCR|3VULN|2DUR|1CDMG|1AART	1DMSP|28DUR|38aVULN|4CDMG|5LIT|68CGEN|7RCR|8BPWR|9AART
180	61121 25212	7	   	247.34	DCR|2VULN|2DMG|2DUR|1ASPD|1AART	1DMSP|2AART|3BELT|4RMIN|5aDUR|6ASPD|7RCR|8aVULN|9aDMG|aBPWR
181	21232 34325	4	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	17LHND|2ASPD|359VULN|4aDMG|6CDMG|8RCR
182	25231 43325	7	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	1LHND|2aDMG|369VULN|4ASPD|5CDMG|7RCVC|8RCR
183	25232 34325	4	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	17LHND|2aDMG|359VULN|4ASPD|6CDMG|8RCR
184	35231 43225	7	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	1LWND|2aDMG|369VULN|4ASPD|5CDMG|7RCVC|8RCR
185	35231 46221	6	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	1LWND|27DMG|369VULN|4ASPD|5CDMG|8RCR|aBEXP
186	35231 46222	6	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	1LWND|27DMG|369VULN|4ASPD|5CDMG|8RCR|aRMIN
187	31231 46221	6	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	1LWND|2ASPD|369VULN|47DMG|5CDMG|8RCR|aBEXP
188	31231 46222	6	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	1LWND|2ASPD|369VULN|47DMG|5CDMG|8RCR|aRMIN
189	21231 43325	7	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	1LHND|2ASPD|369VULN|4aDMG|5CDMG|7RCVC|8RCR
190	21231 44325	6	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	17LHND|2ASPD|369VULN|4aDMG|5CDMG|8RCR
191	21231 46325	7	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	17LHND|2ASPD|369VULN|4aDMG|5CDMG|8RCR
192	31231 43225	7	   	247.20	DCR|3VULN|2DMG|1CDMG|1ASPD	1LWND|2ASPD|369VULN|4aDMG|5CDMG|7RCVC|8RCR
193	63162 33242	6	   	247.15	DCR|2VULN|2DUR|2TLV|2LIT|1CDMG|1AART	1DMSP|28DUR|38LIT|4aVULN|5CDMG|68TLV|7RCR|8BPWR|9AART
194	25221 32123	8	   	247.11	DCR|3VULN|2DMG|1DUR	1LHND|2aDMG|369VULN|4DUR|5LIT|7RCR|8ZMB
195	25221 32211	8	   	247.11	DCR|3VULN|2DMG|1DUR	1LHND|2aDMG|369VULN|4DUR|5LIT|7RCR|8RPLT
196	25221 32423	7	   	247.11	DCR|3VULN|2DMG|1DUR	1LHND|2aDMG|369VULN|4DUR|5LIT|7RCR|8RMIN
197	25242 32123	8	   	247.11	DCR|3VULN|2DMG|1DUR	1LHND|2aDMG|369VULN|4LIT|5DUR|7RCR|8ZMB
198	25242 32211	8	   	247.11	DCR|3VULN|2DMG|1DUR	1LHND|2aDMG|369VULN|4LIT|5DUR|7RCR|8RPLT
199	25242 32423	7	   	247.11	DCR|3VULN|2DMG|1DUR	1LHND|2aDMG|369VULN|4LIT|5DUR|7RCR|8RMIN
200	35221 32123	8	   	247.11	DCR|3VULN|2DMG|1DUR	1LWND|2aDMG|369VULN|4DUR|5LIT|7RCR|8ZMB
201	35221 32211	8	   	247.11	DCR|3VULN|2DMG|1DUR	1LWND|2aDMG|369VULN|4DUR|5LIT|7RCR|8RPLT
202	35221 32332	10	   	247.11	DCR|3VULN|2DMG|1DUR	1LWND|29DMG|36aVULN|4DUR|5LIT|7RCR|8DMSP
203	35221 32333	9	   	247.11	DCR|3VULN|2DMG|1DUR	1LWND|29DMG|36aVULN|4DUR|5LIT|7RCR|8DMSP
204	35221 32423	7	   	247.11	DCR|3VULN|2DMG|1DUR	1LWND|2aDMG|369VULN|4DUR|5LIT|7RCR|8RMIN
205	35244 32123	8	   	247.11	DCR|3VULN|2DMG|1DUR	1LWND|2aDMG|369VULN|4LIT|5DUR|7RCR|8ZMB
206	35244 32211	8	   	247.11	DCR|3VULN|2DMG|1DUR	1LWND|2aDMG|369VULN|4LIT|5DUR|7RCR|8RPLT
207	35244 32332	10	   	247.11	DCR|3VULN|2DMG|1DUR	1LWND|29DMG|36aVULN|4LIT|5DUR|7RCR|8DMSP
208	35244 32333	9	   	247.11	DCR|3VULN|2DMG|1DUR	1LWND|29DMG|36aVULN|4LIT|5DUR|7RCR|8DMSP
209	25243 32623	7	   	247.11	DCR|3VULN|2DMG|1TLV	1LHND|2aDMG|369VULN|4LIT|5BEXP|7RCR|8TLV
210	35231 46223	6	   	247.10	DCR|3VULN|2DMG|1CDMG|1ASPD	1LWND|27DMG|369VULN|4ASPD|5CDMG|8RCR|aLEGI
211	31231 46223	6	   	247.10	DCR|3VULN|2DMG|1CDMG|1ASPD	1LWND|2ASPD|369VULN|47DMG|5CDMG|8RCR|aLEGI
212	31231 46224	6	   	247.10	DCR|3VULN|2DMG|1CDMG|1ASPD	1LWND|2ASPD|369VULN|47DMG|5CDMG|8RCR|aDUST
213	31231 46411	6	   	247.10	DCR|3VULN|2DMG|1CDMG|1ASPD	1LWND|2ASPD|369VULN|47DMG|5CDMG|8TBNT|aRCR
214	61142 22631	2	   	247.08	DCR|3VULN|2ASPD|1DUR|2LIT|1AART	1DMSP|2AART|3aLIT|4RMIN|5DUR|6RCR|78aVULN|9aASPD|aBPWR
215	25221 32525	7	   	247.07	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	1LHND|2DMG|369VULN|4DUR|5aLIT|7RCR|8ASPD
216	25221 32612	10	   	247.07	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	1LHND|2DMG|36aVULN|4DUR|59LIT|7RCR|8ASPD
217	25221 32625	8	   	247.07	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	1LHND|2DMG|369VULN|4DUR|5aLIT|7RCR|8ASPD
218	25242 32612	10	   	247.07	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	1LHND|2DMG|36aVULN|49LIT|5DUR|7RCR|8ASPD
219	35221 32525	7	   	247.07	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	1LWND|2DMG|369VULN|4DUR|5aLIT|7RCR|8ASPD
220	35221 32612	10	   	247.07	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	1LWND|2DMG|36aVULN|4DUR|59LIT|7RCR|8ASPD
221	35221 32625	8	   	247.07	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	1LWND|2DMG|369VULN|4DUR|5aLIT|7RCR|8ASPD
222	35232 16325	4	   	247.07	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	1LWND|2DMG|359VULN|4ASPD|6DUR|7aLIT|8RCR
223	31232 16325	4	   	247.07	DCR|3VULN|1DMG|1DUR|2LIT|1ASPD	1LWND|2ASPD|359VULN|4DMG|6DUR|7aLIT|8RCR
224	13242 12532	10	   	247.01	DCR|3VULN|2DMG|1TLV	1aDUST|2TLV|38aVULN|4LIT|5ERES|6RCR|7aDMG|9BELT|aBPWR
225	31262 31331	4	   	246.95	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG	1LWND|2aASPD|39VULN|4TLV|5aCGEN|6CDMG|7aDMG|8RCR|aBPWR
226	21311 21645	2	   	246.85	DCR|2VULN|3DMG|1DUR|1ASPD	1LHND|2ASPD|357DMG|4DUR|6RCR|8LIT|9aVULN
227	31311 21645	2	   	246.85	DCR|2VULN|3DMG|1DUR|1ASPD	1LWND|2ASPD|357DMG|4DUR|6RCR|8LIT|9aVULN
228	35224 36323	4	   	246.85	DCR|2VULN|3DMG|1DUR|1ASPD	1LWND|25aDMG|39VULN|4DUR|6ASPD|7LIT|8RCR
229	35231 16323	4	   	246.85	DCR|2VULN|3DMG|1DUR|1ASPD	1LWND|25aDMG|39VULN|4ASPD|6DUR|7LIT|8RCR
230	31231 16323	4	   	246.85	DCR|2VULN|3DMG|1DUR|1ASPD	1LWND|2ASPD|39VULN|45aDMG|6DUR|7LIT|8RCR
231	31426 51333	2	   	246.77	DCR|2VULN|3DUR|1DMG|1CDMG|1ASPD	1LWND|2ASPD|3CDMG|46aDUR|59VULN|7DMG|8RCR
232	11311 21645	2	   	246.75	DCR|2VULN|3DMG|1DUR|1ASPD	1DUST|2ASPD|357DMG|4DUR|6RCR|8LIT|9aVULN
233	21435 21326	2	   	246.75	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG	1LHND|24ASPD|3CDMG|56DMG|79VULN|8RCR|aTLV
234	21451 41331	2	   	246.75	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG	1LHND|2aASPD|3CDMG|49VULN|5aERES|6TLV|7aDMG|8RCR|aBPWR
235	31231 36226	5	   	246.75	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG	1LWND|26ASPD|39VULN|47DMG|5CDMG|8RCR|aTLV
236	31233 36226	4	   	246.75	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG	1LWND|26ASPD|39VULN|47DMG|5CDMG|8RCR|aTLV
237	31451 41331	2	   	246.75	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG	1LWND|2aASPD|3CDMG|49VULN|5aERES|6TLV|7aDMG|8RCR|aBPWR
238	35231 36226	5	   	246.75	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG	1LWND|27DMG|39VULN|46ASPD|5CDMG|8RCR|aTLV
239	35233 36226	4	   	246.75	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG	1LWND|27DMG|39VULN|46ASPD|5CDMG|8RCR|aTLV
240	21261 13222	9	   	246.71	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG|1SELL	19LHND|28ASPD|39VULN|4TLV|5CDMG|69DMG|7SELL|9BPWR|aRCR
241	31261 13222	9	   	246.71	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG|1SELL	19LWND|28ASPD|39VULN|4TLV|5CDMG|69DMG|7SELL|9BPWR|aRCR
242	25261 13122	9	   	246.71	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG|1SELL	19LHND|28DMG|39VULN|4TLV|5CDMG|69ASPD|7SELL|9BPWR|aRCR
243	35261 13122	9	   	246.71	DCR|2VULN|2DMG|2ASPD|1TLV|1CDMG|1SELL	19LWND|28DMG|39VULN|4TLV|5CDMG|69ASPD|7SELL|9BPWR|aRCR
244	13231 21361	5	 * 	246.67	DCR|2VULN|2DMG|2TLV|2CDMG|1ASPD	1DUST|2aTLV|39VULN|4ASPD|5aCDMG|6CGEN|7aDMG|8RCR|aBPWR
245	13231 61361	6	   	246.67	DCR|2VULN|2DMG|2TLV|2CDMG|1ASPD	1DUST|2aTLV|39VULN|4ASPD|5aCDMG|6CGEN|7aDMG|8RCR|aBPWR
246	13231 64361	7	   	246.67	DCR|2VULN|2DMG|2TLV|2CDMG|1ASPD	1DUST|2aTLV|39VULN|4ASPD|5aCDMG|6CGEN|7aDMG|8RCR|aBPWR
247	25245 23451	2	   	246.51	DCR|3VULN|3DMG	1aLHND|256DMG|3MBVNT|468VULN|6BPWR|7LIT|9RCR
248	25245 23454	2	   	246.51	DCR|3VULN|3DMG	1LHND|256DMG|3MBVNT|468VULN|6BPWR|7LIT|9RCR|aLWND
249	35245 23451	2	   	246.51	DCR|3VULN|3DMG	1LWND|256DMG|3MBVNT|468VULN|6BPWR|7LIT|9RCR|aLHND
250	35245 23452	2	   	246.51	DCR|3VULN|3DMG	1LWND|256DMG|3MBVNT|468VULN|6BPWR|7LIT|9RCR|aCGEN
251	63152 21631	6	 * 	246.44	DCR|2VULN|2DMG|2DUR|3LIT	1DMSP|25DUR|368LIT|46DMG|6BPWR|7RCR|9aVULN
252	15245 23451	2	   	246.41	DCR|3VULN|3DMG	1DUST|256DMG|3MBVNT|468VULN|6BPWR|7LIT|9RCR|aLHND
253	15245 23452	2	   	246.41	DCR|3VULN|3DMG	1DUST|256DMG|3MBVNT|468VULN|6BPWR|7LIT|9RCR|aCGEN
254	25245 21641	2	   	246.41	DCR|3VULN|3DMG	1LHND|256DMG|3MBVNT|468VULN|6BPWR|7BBNT|9RCR|aLIT
255	25245 23452	2	   	246.41	DCR|3VULN|3DMG	1LHND|256DMG|3MBVNT|468VULN|6BPWR|7LIT|9RCR|aBBNT
256	25245 23453	2	   	246.41	DCR|3VULN|3DMG	1LHND|256DMG|3MBVNT|468VULN|6BPWR|7LIT|9RCR|aTBNT
257	25245 23472	2	   	246.41	DCR|3VULN|3DMG	1LHND|256DMG|3MBVNT|468VULN|6BPWR|7LIT|9BBNT|aRCR
258	35245 21641	2	   	246.41	DCR|3VULN|3DMG	1LWND|256DMG|3MBVNT|468VULN|6BPWR|7BBNT|9RCR|aLIT
259	35245 23453	2	   	246.41	DCR|3VULN|3DMG	1LWND|256DMG|3MBVNT|468VULN|6BPWR|7LIT|9RCR|aDUST
260	15245 21641	2	   	246.31	DCR|3VULN|3DMG	1DUST|256DMG|3MBVNT|468VULN|6BPWR|7BBNT|9RCR|aLIT
261	21435 21325	2	 * 	246.16	DCR|2VULN|3DMG|2ASPD|1CDMG	1LHND|24ASPD|3CDMG|56aDMG|79VULN|8RCR
262	31231 36225	5	   	246.16	DCR|2VULN|3DMG|2ASPD|1CDMG	1LWND|26ASPD|39VULN|47aDMG|5CDMG|8RCR
263	31233 36225	4	   	246.16	DCR|2VULN|3DMG|2ASPD|1CDMG	1LWND|26ASPD|39VULN|47aDMG|5CDMG|8RCR
264	35231 36225	5	   	246.16	DCR|2VULN|3DMG|2ASPD|1CDMG	1LWND|27aDMG|39VULN|46ASPD|5CDMG|8RCR
265	35233 36225	4	   	246.16	DCR|2VULN|3DMG|2ASPD|1CDMG	1LWND|27aDMG|39VULN|46ASPD|5CDMG|8RCR
266	36342 15311	6	   	246.06	DCR|3VULN|2DMG|1CDMG|1AART	17LWND|2LHND|37aVULN|4AART|57DMG|6RCR|7BPWR|8CDMG|9CGEN
267	11435 21243	2	   	246.06	DCR|2VULN|3DMG|2ASPD|1CDMG	1DUST|24ASPD|3CDMG|569DMG|7aVULN|8RCR
268	12226 11263	1	 * 	245.86	DCR|3VULN|2TLV|1DUR|1CDMG|1ASPD	1DUST|2aTLV|3CDMG|4DUR|58aVULN|6ASPD|7aLHND|9RCR|aBPWR
269	13226 11263	2	   	245.86	DCR|3VULN|2TLV|1DUR|1CDMG|1ASPD	1DUST|2aTLV|3CDMG|4DUR|58aVULN|6ASPD|7aLHND|9RCR|aBPWR
270	21232 34326	4	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	17LHND|2ASPD|359VULN|4DMG|6CDMG|8RCR|aTLV
271	21232 36333	4	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|2ASPD|359VULN|4DMG|6CDMG|7LWND|8RCR|aDUR
272	21261 43325	7	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2ASPD|369VULN|4TLV|5CDMG|7RCVC|8RCR|aDMG
273	21261 43341	7	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2ASPD|36aVULN|4TLV|5CDMG|7RCVC|8RCR|9DMG
274	22451 13235	7	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|2FEWX|3DUR|4CDMG|579VULN|6DMG|8ASPD|aRCR
275	22451 33235	7	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|2FEWX|3DUR|4CDMG|569VULN|7DMG|8ASPD|aRCR
276	25231 43326	7	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2DMG|369VULN|4ASPD|5CDMG|7RCVC|8RCR|aTLV
277	25231 46333	6	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|2DMG|369VULN|4ASPD|5CDMG|7LWND|8RCR|aDUR
278	25231 54333	7	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|2DMG|379VULN|4ASPD|5CDMG|6LWND|8RCR|aDUR
279	25232 34326	4	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	17LHND|2DMG|359VULN|4ASPD|6CDMG|8RCR|aTLV
280	25232 36333	4	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|2DMG|359VULN|4ASPD|6CDMG|7LWND|8RCR|aDUR
281	25261 34333	7	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2DMG|379VULN|4TLV|5CDMG|6BEXP|8RCR|aASPD
282	25261 41333	6	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2DMG|369VULN|4TLV|5CDMG|7BEXP|8RCR|aASPD
283	25261 42333	7	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2DMG|369VULN|4TLV|5CDMG|7BEXP|8RCR|aASPD
284	25266 31333	4	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2DMG|359VULN|4TLV|6CDMG|7BEXP|8RCR|aASPD
285	31224 31225	4	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LWND|2ASPD|389VULN|4DUR|5DMG|6CDMG|7LHND|aRCR
286	31234 31225	5	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LWND|2ASPD|389VULN|4DMG|5DUR|6CDMG|7LHND|aRCR
287	31234 31225	4	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LWND|2ASPD|389VULN|4DMG|5DUR|6CDMG|7LHND|aRCR
288	31261 43225	7	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LWND|2ASPD|369VULN|4TLV|5CDMG|7RCVC|8RCR|aDMG
289	31261 43241	7	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LWND|2ASPD|36aVULN|4TLV|5CDMG|7RCVC|8RCR|9DMG
290	31312 31225	2	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LWND|2ASPD|3DMG|4DUR|589VULN|6CDMG|7LHND|aRCR
291	31426 11225	2	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LWND|2ASPD|3CDMG|4DUR|589VULN|6DMG|7LHND|aRCR
292	32451 13235	7	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LWND|2FEWX|3DUR|4CDMG|579VULN|6DMG|8ASPD|aRCR
293	32451 33235	7	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LWND|2FEWX|3DUR|4CDMG|569VULN|7DMG|8ASPD|aRCR
294	35231 43226	7	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LWND|2DMG|369VULN|4ASPD|5CDMG|7RCVC|8RCR|aTLV
295	35231 44333	6	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LWND|2DMG|369VULN|4ASPD|5CDMG|7LHND|8RCR|aDUR
296	35231 46333	7	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LWND|2DMG|369VULN|4ASPD|5CDMG|7LHND|8RCR|aDUR
297	35234 31225	4	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LWND|2DMG|389VULN|4ASPD|5DUR|6CDMG|7LHND|aRCR
298	35234 31225	5	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LWND|2DMG|389VULN|4ASPD|5DUR|6CDMG|7LHND|aRCR
299	21231 43326	7	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2ASPD|369VULN|4DMG|5CDMG|7RCVC|8RCR|aTLV
300	21231 44326	6	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	17LHND|2ASPD|369VULN|4DMG|5CDMG|8RCR|aTLV
301	21231 46326	7	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	17LHND|2ASPD|369VULN|4DMG|5CDMG|8RCR|aTLV
302	21231 46333	6	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|2ASPD|369VULN|4DMG|5CDMG|7LWND|8RCR|aDUR
303	21231 54333	7	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|2ASPD|379VULN|4DMG|5CDMG|6LWND|8RCR|aDUR
304	31231 43226	7	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LWND|2ASPD|369VULN|4DMG|5CDMG|7RCVC|8RCR|aTLV
305	31231 44333	6	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LWND|2ASPD|369VULN|4DMG|5CDMG|7LHND|8RCR|aDUR
306	31231 46333	7	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LWND|2ASPD|369VULN|4DMG|5CDMG|7LHND|8RCR|aDUR
307	31223 36323	5	   	245.78	DCR|2VULN|2DMG|2DUR|1ASPD	1LWND|2ASPD|39VULN|45DUR|6aDMG|7LIT|8RCR
308	35223 26323	6	   	245.78	DCR|2VULN|2DMG|2DUR|1ASPD	1LWND|2aDMG|39VULN|45DUR|6ASPD|7LIT|8RCR
309	35223 36323	5	   	245.78	DCR|2VULN|2DMG|2DUR|1ASPD	1LWND|2aDMG|39VULN|45DUR|6ASPD|7LIT|8RCR
310	35225 36323	4	   	245.78	DCR|2VULN|2DMG|2DUR|1ASPD	1LWND|2aDMG|39VULN|45DUR|6ASPD|7LIT|8RCR
311	23141 21652	1	 * 	245.78	ACR|5VULN|3ASPD|1DMG	18LHND|2RCR|34689VULN|568ASPD|68BPWR|7DLOT|aDMG
312	33141 21652	1	   	245.78	ACR|5VULN|3ASPD|1DMG	18LWND|2RCR|34689VULN|568ASPD|68BPWR|7DLOT|aDMG
313	25221 32621	7	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1LHND|2DMG|369VULN|4DUR|5LIT|7RCR|8TLV|aBEXP
314	25226 13423	6	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LHND|2DMG|39aVULN|4DUR|5TLV|6MLV|7LIT|8RCR
315	25226 33423	5	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1LHND|2DMG|39aVULN|4DUR|5TLV|6ZMB|7LIT|8RCR
316	25242 32621	7	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1LHND|2DMG|369VULN|4LIT|5DUR|7RCR|8TLV|aBEXP
317	35221 32621	7	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1LWND|2DMG|369VULN|4DUR|5LIT|7RCR|8TLV|aBEXP
318	35226 13423	6	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1LWND|2DMG|39aVULN|4DUR|5TLV|6MLV|7LIT|8RCR
319	13231 41241	7	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1DUST|2TLV|36aVULN|4ASPD|5CDMG|7RCVC|8RCR|9DMG
320	13231 41441	8	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1DUST|2TLV|36aVULN|4ASPD|5CDMG|7RCVC|8RCR|9DMG
321	25261 42333	6	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2DMG|369VULN|4TLV|5CDMG|7DUST|8RCR|aASPD
322	25266 32333	4	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2DMG|359VULN|4TLV|6CDMG|7DUST|8RCR|aASPD
323	22225 12663	1	   	245.70	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	15LHND|2aTLV|3CDMG|4DUR|6aVULN|7FEWX|8aDMG|9RCR|aBPWR
324	23225 12663	2	   	245.70	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	15LHND|2aTLV|3CDMG|4DUR|6aVULN|7FEWX|8aDMG|9RCR|aBPWR
325	13252 22212	8	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1DUST|2TLV|39aVULN|4BELT|5DMG|6DUR|7LIT|8RCR
326	15253 62212	8	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1DUST|2DMG|39aVULN|4BELT|5DUR|6TLV|7LIT|8RCR
327	25221 32622	7	   	245.67	DCR|3VULN|1DMG|1DUR|1TLV	1LHND|2DMG|369VULN|4DUR|5LIT|7RCR|8TLV|aDUST
328	25242 32622	7	   	245.67	DCR|3VULN|1DMG|1DUR|1TLV	1LHND|2DMG|369VULN|4LIT|5DUR|7RCR|8TLV|aDUST
329	35221 32622	7	   	245.67	DCR|3VULN|1DMG|1DUR|1TLV	1LWND|2DMG|369VULN|4DUR|5LIT|7RCR|8TLV|aDUST
330	13246 11311	6	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1DUST|2TLV|369VULN|4LIT|5RPLT|7DUR|8RCR|aDMG
331	13246 31311	5	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1DUST|2TLV|369VULN|4LIT|5RPLT|7DUR|8RCR|aDMG
332	13231 14226	8	   	245.66	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD|1NUKE	1DUST|2TLV|389VULN|4ASPD|5CDMG|6DMG|7NUKE|aRCR
333	13231 42241	6	   	245.66	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	17DUST|2TLV|36aVULN|4ASPD|5CDMG|8RCR|9DMG
