0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32635 53111	9	 * 	269.66	DCR|4VULN|2DUR|2AART|1CDMG	17ZMB|2357VULN|49AART|67DUR|7BPWR|8CDMG|aRCR
180	12662 21141	6	   	240.71	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1CGEN|289VULN|3TLV|4CDMG|5LHND|6RCR|7DUR|aAART
181	12662 22141	7	   	240.71	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1CGEN|289VULN|3TLV|4CDMG|5LHND|6RCR|7DUR|aAART
182	34631 33241	6	   	240.71	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1ZMB|2DUR|358VULN|4LHND|6CDMG|7TLV|9RCR|aAART
183	22661 21141	6	   	240.61	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1ERES|289VULN|3TLV|4CDMG|5BEXP|6RCR|7DUR|aAART
184	22662 21141	6	   	240.61	DCR|3VULN|1DUR|1TLV|1CDMG|1AART	1ERES|289VULN|3TLV|4CDMG|5LHND|6RCR|7DUR|aAART
185	22662 22141	7	   	240.61	DCR|3VULN|1DUR|1TLV|1CDMG|1AART	1ERES|289VULN|3TLV|4CDMG|5LHND|6RCR|7DUR|aAART
186	32352 35315	8	   	240.52	DCR|3VULN|2DMG|1AART	1ZMB|29aVULN|3LHND|4AART|5LIT|68DMG|7RCR
187	34331 33314	5	   	240.49	DCR|3VULN|2DUR|1TLV	17ZMB|27DUR|3LWND|4LHND|567VULN|7BPWR|8LIT|9RCR|aTLV
188	34335 33314	4	   	240.49	DCR|3VULN|2DUR|1TLV	17ZMB|27DUR|3LWND|4LHND|567VULN|7BPWR|8LIT|9RCR|aTLV
189	52334 22314	7	   	240.39	DCR|3VULN|2DUR|1TLV|1NUKE	18FEWX|268VULN|3BEXP|4LIT|58DUR|7NUKE|8BPWR|9RCR|aTLV
190	12322 66135	2	   	240.39	DCR|3VULN|2DUR|1CDMG|1ASPD	13CGEN|29aVULN|4CDMG|5ASPD|6RCR|78DUR
191	22522 21261	8	   	240.29	DCR|3VULN|2DUR|1CDMG|1ASPD	1ERES|246VULN|3RCVC|57DUR|8RCR|9ASPD|aCDMG
192	34331 53261	5	   	240.26	DCR|3VULN|3DUR|1ASPD	17ZMB|267DUR|3LWND|4LHND|567VULN|67BPWR|8RCR|9MLV|aASPD
193	12113 22345	5	   	240.25	DCR|3VULN|2DUR|2LIT|1AART	1CGEN|289VULN|34LIT|5AART|6RCR|7aDUR
194	12114 22345	4	   	240.25	DCR|3VULN|2DUR|2LIT|1AART	1CGEN|289VULN|34LIT|5AART|6RCR|7aDUR
195	22422 21261	8	   	240.19	DCR|3VULN|2DUR|1CDMG|1ASPD	13ERES|246VULN|57DUR|8RCR|9ASPD|aCDMG
196	34331 53251	5	   	240.16	DCR|3VULN|3DUR|1ASPD	17ZMB|267DUR|3LWND|4LHND|567VULN|67BPWR|8RCR|9ERES|aASPD
197	22516 21362	7	 * 	240.15	ACR|4VULN|2DMG|1DUR|1ASPD	1aERES|256aVULN|3RCVC|4RCR|7DUR|8ASPD|9aDMG|aBPWR
198	22516 23362	6	   	240.15	ACR|4VULN|2DMG|1DUR|1ASPD	1aERES|256aVULN|3RCVC|4RCR|7DUR|8ASPD|9aDMG|aBPWR
199	32525 61323	4	   	240.08	DCR|3VULN|2DMG|2AART|1NUKE	17aZMB|25aVULN|38AART|4NUKE|6RCR|9aDMG|aBPWR
200	32634 61323	5	   	240.08	DCR|3VULN|2DMG|2AART|1NUKE	17aZMB|23aVULN|48AART|5NUKE|6RCR|9aDMG|aBPWR
201	52523 32216	8	   	240.05	DCR|2VULN|2DUR|1DMG|2CDMG|1ASPD	145FEWX|29VULN|3DMG|6RCR|79DUR|89CDMG|9BPWR|aASPD
202	22416 21362	7	   	240.05	ACR|4VULN|2DMG|1DUR|1ASPD	13aERES|256aVULN|4RCR|7DUR|8ASPD|9aDMG|aBPWR
203	22416 23362	6	   	240.05	ACR|4VULN|2DMG|1DUR|1ASPD	13aERES|256aVULN|4RCR|7DUR|8ASPD|9aDMG|aBPWR
204	53323 22512	5	   	240.04	DCR|4VULN|1TLV|1DUR	125FEWX|3TLV|4789VULN|6DUR|aRCR
205	53323 32511	6	   	240.04	DCR|4VULN|1TLV|1DUR	125FEWX|3TLV|4789VULN|6RCR|aDUR
206	53323 42511	5	   	240.04	DCR|4VULN|1TLV|1DUR	125FEWX|3TLV|4789VULN|6RCR|aDUR
207	22522 11551	8	   	239.99	DCR|2VULN|2DUR|1DMG|1TLV|2LIT	1aERES|24VULN|3RCVC|5aDUR|6DMG|7TLV|8aLIT|9RCR|aBPWR
208	22522 11561	9	   	239.99	DCR|2VULN|2DUR|1DMG|1TLV|2LIT	1aERES|24VULN|3RCVC|5aDUR|6DMG|7TLV|8aLIT|9RCR|aBPWR
209	22522 11651	7	   	239.99	DCR|2VULN|2DUR|1DMG|1TLV|2LIT	1aERES|24VULN|3RCVC|5aDUR|6DMG|7TLV|8aLIT|9RCR|aBPWR
210	22522 23225	10	   	239.94	DCR|4VULN|1TLV|1DUR	1ERES|2467VULN|3RCVC|5DUR|8RCR|9LWND|aTLV
211	22522 23245	10	   	239.94	DCR|4VULN|1DUR|1TLV	1ERES|2467VULN|3RCVC|5DUR|8RCR|9LHND|aTLV
212	22522 23255	10	   	239.94	DCR|4VULN|1TLV|1DUR	1ERES|2467VULN|3RCVC|5DUR|8RCR|9FEWX|aTLV
213	22422 11551	8	   	239.89	DCR|2VULN|2DUR|1DMG|1TLV|2LIT	13aERES|24VULN|5aDUR|6DMG|7TLV|8aLIT|9RCR|aBPWR
214	22422 11561	9	   	239.89	DCR|2VULN|2DUR|1DMG|1TLV|2LIT	13aERES|24VULN|5aDUR|6DMG|7TLV|8aLIT|9RCR|aBPWR
215	22422 11651	7	   	239.89	DCR|2VULN|2DUR|1DMG|1TLV|2LIT	13aERES|24VULN|5aDUR|6DMG|7TLV|8aLIT|9RCR|aBPWR
216	22422 23225	10	   	239.84	DCR|4VULN|1TLV|1DUR	13ERES|2467VULN|5DUR|8RCR|9LWND|aTLV
217	22422 23245	10	   	239.84	DCR|4VULN|1DUR|1TLV	13ERES|2467VULN|5DUR|8RCR|9LHND|aTLV
218	22422 23255	10	   	239.84	DCR|4VULN|1DUR|1TLV	13ERES|2467VULN|5DUR|8RCR|9FEWX|aTLV
219	24123 12151	2	   	239.84	DCR|2VULN|3DUR|1DMG|1AART|1SELL	19ERES|259DUR|3LIT|4SELL|6DMG|7AART|89VULN|9BPWR|aRCR
220	24123 12151	3	   	239.84	DCR|2VULN|3DUR|1DMG|1AART|1SELL	19ERES|259DUR|3LIT|4SELL|6DMG|7AART|89VULN|9BPWR|aRCR
221	62513 52133	10	 * 	239.80	DCR|2VULN|3DUR|2DMG	18LHND|28VULN|37DMG|4ERES|589DUR|6RPLT|8BPWR|aRCR
222	32313 32264	6	   	239.80	DCR|2VULN|3DUR|2DMG	1ZMB|2aVULN|3LHND|4ERES|58aDUR|6RCR|7BEXP|9aDMG|aBPWR
223	32313 35264	7	   	239.80	DCR|2VULN|3DUR|2DMG	1ZMB|2aVULN|3LHND|4ERES|58aDUR|6RCR|7BEXP|9aDMG|aBPWR
224	32313 35364	8	   	239.80	DCR|2VULN|3DUR|2DMG	1ZMB|2aVULN|3LHND|4ERES|58aDUR|6RCR|7BEXP|9aDMG|aBPWR
225	32313 36264	7	   	239.80	DCR|2VULN|3DUR|2DMG	1ZMB|2aVULN|3LHND|4ERES|58aDUR|6RCR|7FEWX|9aDMG|aBPWR
226	32313 36364	8	   	239.80	DCR|2VULN|3DUR|2DMG	1ZMB|2aVULN|3LHND|4ERES|58aDUR|6RCR|7FEWX|9aDMG|aBPWR
