0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31333 22241	8	 * 	275.09	DCR|4VULN|2DMG|1TLV|1CDMG	1MLV|2678VULN|3CDMG|4TLV|56DMG|6BPWR|9BBNT|aRCR
170	16311 61631	2	   	253.09	DCR|3VULN|2DMG|2DUR|2SELL	15SELL|27DMG|3LWND|478VULN|67DUR|7BPWR|9RMIN|aRCR
171	16211 61631	3	   	252.99	DCR|3VULN|2DMG|2DUR|2SELL	15SELL|27DMG|3DUST|478VULN|67DUR|7BPWR|9RMIN|aRCR
172	16231 61631	4	   	252.99	DCR|3VULN|2DMG|2DUR|2SELL	15SELL|27DMG|3DUST|478VULN|67DUR|7BPWR|9RMIN|aRCR
173	16311 61513	2	   	252.99	DCR|3VULN|2DMG|2DUR|2SELL	15SELL|27DMG|3LWND|47aVULN|67DUR|7BPWR|8RCR|9BBNT
174	31411 14316	7	   	252.99	DCR|5VULN|1DUR|1AART	1MLV|2578aVULN|3AART|4DUR|6LWND|9RCR
175	31333 21334	6	   	252.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MLV|26VULN|3CDMG|4TLV|56DMG|6BPWR|7LHND|8DUR|9RCR|aASPD
176	31333 25252	9	   	252.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MLV|26VULN|3CDMG|4TLV|56DMG|6BPWR|7ZMB|8ASPD|9RCR|aDUR
177	31333 25256	10	   	252.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MLV|26VULN|3CDMG|4TLV|56DMG|6BPWR|7ZMB|8ASPD|9RCR|aDUR
178	31333 26334	7	   	252.79	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	1MLV|26VULN|3CDMG|4TLV|56DMG|6BPWR|7DUST|8DUR|9RCR|aASPD
179	41431 21231	5	   	252.76	DCR|4VULN|1DUR|1ASPD|1AART	1LHND|2ASPD|3AART|456aVULN|7DUR|8RCR|9LIT
180	41431 53231	7	   	252.76	DCR|4VULN|1DUR|1ASPD|1AART	1LHND|2ASPD|3AART|457aVULN|6DUR|8RCR|9LIT
181	31252 16351	2	   	252.65	DCR|3VULN|2DMG|1DUR|1CDMG	17MLV|247VULN|37DMG|5BELT|6RCR|7BPWR|8RPLT|9CDMG|aDUR
182	41431 53313	6	   	252.65	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1LHND|2ASPD|3AART|458VULN|67DUR|9RCR|aTLV
183	41411 33313	5	   	252.65	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1LHND|2ASPD|3AART|47DUR|568VULN|9RCR|aTLV
184	41431 33313	4	   	252.65	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1LHND|2ASPD|3AART|468VULN|57DUR|9RCR|aTLV
185	31242 11351	2	   	252.55	DCR|3VULN|2DMG|1DUR|1CDMG	1MLV|247VULN|34DMG|4BPWR|5BELT|6RCR|8RPLT|9CDMG|aDUR
186	21441 43313	7	   	252.55	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1DUST|2ASPD|3AART|46DUR|578VULN|9RCR|aTLV
187	31333 25155	10	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1MLV|26aVULN|3CDMG|4TLV|56DMG|6BPWR|7ZMB|8ERES|9RCR
188	31333 21612	10	   	252.30	DCR|3VULN|2DMG|1TLV|1CDMG|1SELL	1MLV|26aVULN|3CDMG|4TLV|56DMG|6BPWR|7SELL|8RPLT|9RCR
189	31333 21613	9	   	252.30	DCR|3VULN|2DMG|1TLV|1CDMG|1SELL	1MLV|26aVULN|3CDMG|4TLV|56DMG|6BPWR|7SELL|8RPLT|9RCR
190	65353 23221	4	   	252.28	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	19BEXP|2DUR|39aVULN|4ASPD|5DMG|6TBNT|7RCR|89CDMG|9BPWR
191	31122 63534	10	   	252.16	DCR|4VULN|1DMG|1DUR	1MLV|289aVULN|3DMSP|4DUR|5DMG|6RCR|7LIT
192	11233 21653	10	   	252.06	DCR|3VULN|2DMG|1TLV|1CDMG|2SELL	17SELL|268VULN|3CGEN|4TLV|56DMG|6BPWR|9RCR|aCDMG
193	11233 22553	10	   	252.06	DCR|3VULN|2DMG|1TLV|1CDMG|2SELL	18SELL|267VULN|3CGEN|4TLV|56DMG|6BPWR|9RCR|aCDMG
194	65321 63313	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1BEXP|25DUR|34aVULN|6RCR|7LWND|8TLV|9DMG
195	11421 13611	10	   	251.98	DCR|4VULN|2DUR|1CDMG|1SELL	1SELL|2479VULN|37DUR|5BELT|67CGEN|7BPWR|8RCR|aCDMG
196	11421 13624	8	   	251.98	DCR|4VULN|2DUR|1CDMG|1SELL	1SELL|247aVULN|37DUR|5BELT|67CGEN|7BPWR|8RCR|9CDMG
197	12345 11845	3	 * 	251.92	DCR|3VULN|2DMG|2ASPD|1SELL	1SELL|2BELT|3MBVNT|48aVULN|58ASPD|6RCR|78DMG|8BPWR|9LIT
198	12514 33122	2	 * 	251.80	DCR|3VULN|3ASPD|1DMG|1DUR|1SELL	1SELL|2BELT|37DUST|467VULN|567ASPD|67BPWR|8DUR|9RCR|aDMG
199	56236 31144	10	 * 	251.70	DCR|4VULN|3DUR	189LWND|27ERES|3689VULN|489DUR|5MBVNT|89BPWR|aRCR
200	65321 51313	6	   	251.70	DCR|4VULN|3DUR	19BEXP|256DUR|3489VULN|7RPLT|9BPWR|aRCR
201	65361 21313	5	   	251.70	DCR|4VULN|3DUR	19BEXP|245DUR|3689VULN|7RPLT|9BPWR|aRCR
202	65321 51333	6	   	251.60	DCR|4VULN|3DUR	1BEXP|256DUR|3489VULN|7RPLT|aRCR
203	65361 21333	5	   	251.60	DCR|4VULN|3DUR	1BEXP|245DUR|3689VULN|7RPLT|aRCR
204	11421 13612	10	   	251.56	DCR|4VULN|3DUR|1SELL	1SELL|2479VULN|37aDUR|5BELT|67CGEN|7BPWR|8RCR
205	11421 13641	10	   	251.56	DCR|4VULN|3DUR|1SELL	1SELL|247aVULN|379DUR|5BELT|67CGEN|7BPWR|8RCR
206	31243 41313	2	   	251.55	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	18MLV|24VULN|34DMG|4BPWR|5TLV|6AART|7DUR|9RCR|aCDMG
207	11432 56232	10	   	250.87	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1SELL	1SELL|25aVULN|3DUR|4LWND|6DMG|7TLV|8RCR|9CDMG
208	11423 41135	7	   	250.87	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1SELL	1SELL|248VULN|3DUR|5DMG|6BELT|7CDMG|9TLV|aRCR
209	31253 41116	2	   	250.84	DCR|3VULN|2TLV|1DMG|1DUR|1AART	1MLV|24aVULN|3DMG|58TLV|6AART|7DUR|9RCR
210	11553 36111	1	 * 	250.58	DCR|2VULN|3DUR|1DMG|2LIT|1CDMG|1SELL	1SELL|2aVULN|3CDMG|45aDUR|6RCR|7DMG|8FEWX|9aLIT|aBPWR
211	11553 36111	2	 * 	250.58	DCR|2VULN|3DUR|1DMG|2LIT|1CDMG|1SELL	1SELL|2aVULN|3CDMG|45aDUR|6RCR|7DMG|8FEWX|9aLIT|aBPWR
212	31562 36311	3	   	250.00	DCR|3VULN|2DMG|1TLV|1ASPD	18MLV|289VULN|3TLV|4ASPD|5RCVC|6RCR|78DMG|8BPWR|aBEXP
213	31562 36312	3	   	250.00	DCR|3VULN|2DMG|1TLV|1ASPD	18MLV|289VULN|3TLV|4ASPD|5RCVC|6RCR|78DMG|8BPWR|aLHND
214	31562 36313	3	   	250.00	DCR|3VULN|2DMG|1TLV|1ASPD	18aMLV|289VULN|3TLV|4ASPD|5RCVC|6RCR|78DMG|8BPWR
215	61441 33313	5	   	249.65	DCR|3VULN|1DMG|2AART|1DUR|1ASPD	1BEXP|2ASPD|37AART|4DUR|568VULN|9RCR|aDMG
216	65321 62323	6	   	249.38	DCR|4VULN|2DUR|1ASPD	1BEXP|25DUR|3479VULN|6RCR|8MLV|aASPD
217	31262 36315	3	   	249.31	DCR|3VULN|3DMG|1ASPD	18MLV|289VULN|3ERES|4ASPD|5RCVC|6RCR|78aDMG|8BPWR
218	11432 14353	10	   	249.30	DCR|3VULN|2DUR|2TLV|1CDMG|1SELL	1SELL|258VULN|39DUR|48LWND|68TLV|7RCR|8BPWR|aCDMG
219	12636 33322	3	   	249.26	DCR|3VULN|3DMG|1ASPD|1SELL	1SELL|2BELT|37LWND|467DMG|567VULN|67BPWR|8BEXP|9RCR|aASPD
220	31124 31316	5	 * 	249.12	DCR|3VULN|3DUR|2TLV	18MLV|259VULN|3DMSP|48aDUR|6RCR|78TLV|8BPWR
221	12234 43353	2	   	249.06	DCR|3VULN|3DMG|1ASPD|1SELL	1SELL|2BELT|378DMG|4RCVC|579VULN|6RCR|7BPWR|aASPD
222	11412 14332	9	   	248.88	DCR|3VULN|3DUR|2TLV|1SELL	1SELL|258VULN|39aDUR|48BEXP|68TLV|7RCR|8BPWR
223	11432 14352	9	   	248.88	DCR|3VULN|3DUR|2TLV|1SELL	1SELL|258VULN|39aDUR|48LWND|68TLV|7RCR|8BPWR
224	11422 36263	9	   	248.88	DCR|3VULN|3DUR|2TLV|1SELL	1SELL|24aVULN|39aDUR|5ZMB|6BEXP|7aTLV|8RCR|aBPWR
225	11422 36353	8	   	248.88	DCR|3VULN|3DUR|2TLV|1SELL	1SELL|24aVULN|38aDUR|5ZMB|6BEXP|7aTLV|9RCR|aBPWR
226	31244 41311	2	   	248.46	DCR|3VULN|2DMG|1DUR|1AART	1MLV|248VULN|34DMG|4BPWR|5ERES|6AART|7DUR|9RCR|aBEXP
227	31244 41312	2	   	248.46	DCR|3VULN|2DMG|1DUR|1AART	1aMLV|248VULN|34DMG|4BPWR|5ERES|6AART|7DUR|9RCR
228	41431 51313	7	   	248.27	DCR|3VULN|2ASPD|1TLV|1DUR|1AART	1LHND|27ASPD|3AART|458VULN|6DUR|9RCR|aTLV
229	41431 41313	5	   	248.27	DCR|3VULN|2ASPD|1TLV|1DUR|1AART	1LHND|26ASPD|3AART|458VULN|7DUR|9RCR|aTLV
230	41432 21313	4	   	248.27	DCR|3VULN|2ASPD|1TLV|1DUR|1AART	1LHND|25ASPD|3AART|468VULN|7DUR|9RCR|aTLV
231	41431 23313	7	   	248.27	DCR|4VULN|1DMG|1ASPD|1AART	1LHND|2ASPD|3AART|4578VULN|6BEXP|9RCR|aDMG
232	41432 53313	7	   	248.27	DCR|4VULN|1DMG|1ASPD|1AART	1LHND|2ASPD|3AART|4678VULN|5BEXP|9RCR|aDMG
233	51431 53313	7	   	248.27	DCR|4VULN|1DMG|1ASPD|1AART	1LWND|2ASPD|3AART|4BEXP|5678VULN|9RCR|aDMG
234	11412 56233	10	   	248.22	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1SELL	1SELL|25aVULN|3DUR|4BEXP|6DMG|7TLV|8RCR|9ASPD
235	11423 36233	10	   	248.22	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1SELL	1SELL|24aVULN|3DUR|5DMG|6BEXP|7TLV|8RCR|9ASPD
236	31242 16214	2	   	248.16	DCR|3VULN|3DMG|1AART	179MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8AART|aLHND
237	31242 16221	2	   	248.16	DCR|3VULN|3DMG|1AART	17aMLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8AART|9DMSP
238	31242 16222	2	   	248.16	DCR|3VULN|3DMG|1AART	17MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8AART|9DMSP|aCGEN
239	31242 16223	2	   	248.16	DCR|3VULN|3DMG|1AART	17MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8AART|9DMSP|aRCVC
240	31242 16225	2	   	248.16	DCR|3VULN|3DMG|1AART	17MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8AART|9DMSP|aRMIN
241	31242 16226	2	   	248.16	DCR|3VULN|3DMG|1AART	17MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8AART|9DMSP|aBEXP
242	31242 16231	2	   	248.16	DCR|3VULN|3DMG|1AART	17MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8AART|9FEWX|aZMB
243	31242 16234	2	   	248.16	DCR|3VULN|3DMG|1AART	17MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8AART|9FEWX|aLHND
244	31242 16235	2	   	248.16	DCR|3VULN|3DMG|1AART	17MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8AART|9FEWX|aCGEN
245	31242 16236	2	   	248.16	DCR|3VULN|3DMG|1AART	17MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8AART|9aFEWX
246	31242 16251	2	   	248.16	DCR|3VULN|3DMG|1AART	17MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8AART|9LHND|aZMB
247	11423 66233	10	   	248.12	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1SELL	1SELL|24aVULN|3DUR|5DMG|6DUST|7TLV|8RCR|9ASPD
248	11233 21652	10	   	248.07	DCR|3VULN|2DMG|1TLV|1AART|2SELL	17SELL|268VULN|3CGEN|4TLV|56DMG|6BPWR|9RCR|aAART
249	11233 22552	10	   	248.07	DCR|3VULN|2DMG|1TLV|1AART|2SELL	18SELL|267VULN|3CGEN|4TLV|56DMG|6BPWR|9RCR|aAART
250	31242 16212	2	   	248.06	DCR|3VULN|3DMG|1AART	179MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8AART|aDUST
251	31242 16232	2	   	248.06	DCR|3VULN|3DMG|1AART	17MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8AART|9FEWX|aERES
252	31242 16252	2	   	248.06	DCR|3VULN|3DMG|1AART	17MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8AART|9LHND|aERES
253	31411 13316	6	   	248.03	DCR|4VULN|2DUR|1AART	1MLV|258aVULN|3AART|47DUR|6LWND|9RCR
254	31411 32525	8	   	248.03	DCR|4VULN|2DUR|1AART	1MLV|257aVULN|3AART|48DUR|6BELT|9RCR
255	31413 33316	4	   	248.03	DCR|4VULN|2DUR|1AART	1MLV|268aVULN|3AART|47DUR|5LHND|9RCR
256	31421 33316	4	   	248.03	DCR|4VULN|2DUR|1AART	1MLV|268aVULN|3AART|4LHND|57DUR|9RCR
257	31246 34221	2	 * 	248.01	DCR|2VULN|3DUR|2DMG	1MLV|24VULN|34DMG|4BPWR|589DUR|6LIT|7RCR|aBBNT
258	31246 34222	2	   	248.01	DCR|2VULN|3DUR|2DMG	1MLV|24VULN|34DMG|4BPWR|589DUR|6LIT|7RCR|aERES
259	31246 34223	2	   	248.01	DCR|2VULN|3DUR|2DMG	1MLV|24VULN|34DMG|4BPWR|589DUR|6LIT|7RCR|aMBVNT
260	12222 46131	1	   	247.99	DCR|4VULN|2DUR|1AART|1SELL	1SELL|2AART|389aVULN|4FEWX|59BEXP|6RCR|79DUR|9BPWR
261	11421 13613	10	   	247.99	DCR|4VULN|2DUR|1AART|1SELL	1SELL|2479VULN|37DUR|5BELT|67CGEN|7BPWR|8RCR|aAART
262	12514 33124	2	 * 	247.99	DCR|3VULN|3ASPD|1TLV|1DUR|1SELL	1SELL|2BELT|37DUST|467VULN|567ASPD|67BPWR|8DUR|9RCR|aTLV
263	11642 25212	5	   	247.82	DCR|3VULN|3DMG|1AART|1SELL	1SELL|258VULN|3DMSP|4AART|689DMG|78ZMB|8BPWR|aRCR
264	41431 13316	7	   	247.74	DCR|5VULN|1ASPD|1AART	1LHND|2ASPD|3AART|4578aVULN|6LWND|9RCR
265	12234 43235	2	   	247.72	DCR|3VULN|3DMG|1AART|1SELL	1SELL|2BELT|37aDMG|4RCVC|57aVULN|6RCR|7aBPWR|8AART|9aERES
266	31134 31315	5	 * 	247.67	DCR|4VULN|2TLV|1DMG	18MLV|2589VULN|3DMSP|4LEGI|6RCR|78TLV|8BPWR|aDMG
267	11513 36334	1	 * 	247.46	DCR|2VULN|3DMG|2CDMG|1TLV|1SELL	1SELL|28VULN|38CDMG|4MLV|5TLV|6RCR|78aDMG|8BPWR|9LWND
268	11513 36334	2	 * 	247.46	DCR|2VULN|3DMG|2CDMG|1TLV|1SELL	1SELL|28VULN|38CDMG|4MLV|5TLV|6RCR|78aDMG|8BPWR|9LWND
269	11513 36324	1	 * 	247.36	DCR|2VULN|3DMG|2CDMG|1TLV|1SELL	1SELL|28VULN|38CDMG|4MLV|5TLV|6RCR|78aDMG|8BPWR|9LEGI
270	11513 36324	2	 * 	247.36	DCR|2VULN|3DMG|2CDMG|1TLV|1SELL	1SELL|28VULN|38CDMG|4MLV|5TLV|6RCR|78aDMG|8BPWR|9LEGI
271	12524 26311	4	   	247.32	DCR|4VULN|2TLV|1DMG|1SELL	1SELL|2BELT|34TLV|578aVULN|6DMG|9RCR
272	12524 26311	3	   	247.32	DCR|4VULN|2TLV|1DMG|1SELL	1SELL|2BELT|34TLV|578aVULN|6DMG|9RCR
273	31252 16342	2	   	247.31	DCR|3VULN|2DMG|1TLV	17MLV|247VULN|37DMG|5BELT|6RCR|7BPWR|8RPLT|9LIT|aTLV
274	31246 34331	2	   	247.21	DCR|3VULN|2DMG|1DUR	1MLV|249VULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8LHND|aLWND
275	31242 11342	2	   	247.21	DCR|3VULN|2DMG|1TLV	1MLV|247VULN|34DMG|4BPWR|5BELT|6RCR|8RPLT|9LIT|aTLV
276	31252 11154	2	   	247.14	DCR|5VULN|1DMG	1MLV|2478aVULN|3DMG|5BELT|6RCR|9FEWX
277	31252 11164	2	   	247.14	DCR|5VULN|1DMG	1MLV|2478aVULN|3DMG|5BELT|6RCR|9BEXP
278	31252 11254	2	   	247.14	DCR|5VULN|1DMG	1MLV|2479aVULN|3DMG|5BELT|6RCR|8LHND
279	31252 31124	2	   	247.14	DCR|5VULN|1DMG	1MLV|2478aVULN|3DMG|5BELT|6LWND|9RCR
280	31252 41124	2	   	247.14	DCR|5VULN|1DMG	1MLV|2478aVULN|3DMG|5BELT|6LHND|9RCR
281	31253 41316	2	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	18MLV|24aVULN|3DMG|5TLV|6AART|7DUR|9RCR
282	31122 63531	9	   	247.11	DCR|3VULN|2DMG|1DUR	1MLV|289VULN|3DMSP|4DUR|5aDMG|6RCR|7LIT
283	31411 14313	7	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	1MLV|2578VULN|3AART|4DUR|6LWND|9RCR|aCDMG
284	51621 21233	6	   	247.00	DCR|3VULN|2DUR|1DMG|1ASPD	137LWND|2ASPD|47DUR|5RPLT|678VULN|7BPWR|9RCR|aDMG
285	51621 26233	7	   	247.00	DCR|3VULN|2DUR|1DMG|1ASPD	137LWND|2ASPD|47DUR|5RPLT|678VULN|7BPWR|9RCR|aDMG
286	65321 12361	10	   	246.93	DCR|3VULN|3DUR|1AART	1BEXP|257DUR|348VULN|6LIT|9AART|aRCR
287	11313 55311	1	   	246.90	DCR|5VULN|1DMG|1SELL	1SELL|2468aVULN|3DMG|5CGEN|7BELT|9RCR
288	11313 55311	2	   	246.90	DCR|5VULN|1DMG|1SELL	1SELL|2468aVULN|3DMG|5CGEN|7BELT|9RCR
289	11313 55335	1	   	246.90	DCR|5VULN|1DMG|1SELL	1SELL|24689VULN|3DMG|5CGEN|7BELT|aRCR
290	11313 55335	2	   	246.90	DCR|5VULN|1DMG|1SELL	1SELL|24689VULN|3DMG|5CGEN|7BELT|aRCR
291	11553 34311	2	   	246.85	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1SELL	1SELL|27VULN|3CDMG|45DUR|6RCR|8LIT|9TLV|aDMG
292	11553 34311	1	   	246.85	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1SELL	1SELL|27VULN|3CDMG|45DUR|6RCR|8LIT|9TLV|aDMG
293	31242 16123	2	   	246.71	DCR|3VULN|3DMG	17MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8LHND|9BBNT|aLIT
294	31242 16531	2	   	246.71	DCR|3VULN|3DMG	17MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8ERES|9LIT|aBEXP
295	41318 27433	3	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1LHND|2ASPD|3MBVNT|47DUR|569VULN|8DMG|aRCR
296	31242 16532	2	   	246.61	DCR|3VULN|3DMG	17MLV|247VULN|347DMG|47BPWR|5BELT|6RCR|8aERES|9LIT
297	12345 11861	3	 * 	246.61	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG|1SELL	1SELL|2BELT|3MBVNT|48VULN|58ASPD|6RCR|78DMG|8BPWR|9CDMG|aDUR
298	12514 33126	2	 * 	246.32	DCR|3VULN|3ASPD|2DUR|1SELL	1SELL|2BELT|37DUST|467VULN|567ASPD|67BPWR|8aDUR|9RCR
299	31333 25252	10	   	246.30	DCR|2VULN|2DMG|1TLV|1CDMG|1ASPD|1AART	1MLV|26VULN|3CDMG|4TLV|56DMG|6BPWR|7ZMB|8ASPD|9RCR|aAART
300	31124 34311	5	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1MLV|257VULN|3DMSP|4DUR|6RCR|8LIT|9TLV|aDMG
301	21441 33313	5	   	245.73	DCR|3VULN|2AART|1TLV|1DUR|1ASPD	1DUST|2ASPD|37AART|4DUR|568VULN|9RCR|aTLV
302	31246 34111	2	   	245.64	DCR|2VULN|2DMG|2DUR|1ASPD|1SELL	1MLV|24VULN|34DMG|4BPWR|59DUR|6LIT|7RCR|8SELL|aASPD
303	31245 23313	2	   	245.51	DCR|2VULN|3DMG|1TLV|1AART	1MLV|24VULN|348DMG|4BPWR|5LIT|6AART|7BBNT|9RCR|aTLV
304	31411 14231	7	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1MLV|257VULN|3AART|4aDUR|6LWND|8RCR|9DMG
305	31411 14631	9	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1MLV|257VULN|3AART|4aDUR|6LWND|8DMG|9RCR
306	31252 16122	2	   	245.39	DCR|4VULN|2DMG	17MLV|2478VULN|37DMG|5BELT|6RCR|7BPWR|9RMIN|aLHND
307	31252 16125	2	   	245.39	DCR|4VULN|2DMG	17MLV|2478VULN|37DMG|5BELT|6RCR|7BPWR|9RMIN|aZMB
308	31252 16126	2	   	245.39	DCR|4VULN|2DMG	17MLV|2478VULN|37DMG|5BELT|6RCR|7BPWR|9RMIN|aRPLT
309	31252 16142	2	   	245.39	DCR|4VULN|2DMG	17MLV|2478VULN|37DMG|5BELT|6RCR|7BPWR|9ZMB|aLHND
310	31252 16153	2	   	245.39	DCR|4VULN|2DMG	17MLV|2478VULN|37DMG|5BELT|6RCR|7BPWR|9FEWX|aRPLT
311	31252 16163	2	   	245.39	DCR|4VULN|2DMG	17MLV|2478VULN|37DMG|5BELT|6RCR|7BPWR|9BEXP|aRPLT
312	31252 16214	2	   	245.39	DCR|4VULN|2DMG	17MLV|247aVULN|37DMG|5BELT|6RCR|7BPWR|89LHND
313	31252 16253	2	   	245.39	DCR|4VULN|2DMG	17MLV|2479VULN|37DMG|5BELT|6RCR|7BPWR|8LHND|aRPLT
314	31252 36124	2	   	245.39	DCR|4VULN|2DMG	17MLV|248aVULN|37DMG|5BELT|67LWND|7BPWR|9RCR
315	11432 14153	10	   	245.39	DCR|3VULN|2DUR|1TLV|1CDMG|1SELL	1SELL|258VULN|39DUR|4LWND|6TLV|7RCR|aCDMG
316	11432 14352	10	   	245.31	DCR|3VULN|2DUR|2TLV|1AART|1SELL	1SELL|258VULN|39DUR|48LWND|68TLV|7RCR|8BPWR|aAART
317	31252 16123	2	   	245.29	DCR|4VULN|2DMG	17MLV|2478VULN|37DMG|5BELT|6RCR|7BPWR|9RMIN|aERES
318	31252 16131	2	   	245.29	DCR|4VULN|2DMG	17aMLV|2478VULN|37DMG|5BELT|6RCR|7BPWR|9ERES
319	31252 16132	2	   	245.29	DCR|4VULN|2DMG	17MLV|2478VULN|37DMG|5BELT|6RCR|7BPWR|9ERES|aRPLT
320	31252 16133	2	   	245.29	DCR|4VULN|2DMG	17MLV|2478VULN|37DMG|5BELT|6RCR|7BPWR|9ERES|aLHND
321	31252 16143	2	   	245.29	DCR|4VULN|2DMG	17MLV|2478VULN|37DMG|5BELT|6RCR|7BPWR|9ZMB|aERES
322	31242 11122	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6RCR|9RMIN|aLHND
323	31242 11125	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6RCR|9RMIN|aZMB
324	31242 11126	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6RCR|9RMIN|aRPLT
325	31242 11142	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6RCR|9ZMB|aLHND
326	31242 11145	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6RCR|9ZMB|aRMIN
327	31242 11146	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6RCR|9ZMB|aRPLT
328	31242 11153	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6RCR|9FEWX|aRPLT
329	31242 11155	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6RCR|9FEWX|aDMSP
330	31242 11156	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6RCR|9FEWX|aLWND
331	31242 11163	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6RCR|9BEXP|aRPLT
332	31242 11165	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6RCR|9BEXP|aDMSP
333	31242 11166	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6RCR|9BEXP|aLWND
334	31242 11214	2	   	245.29	DCR|4VULN|2DMG	1MLV|247aVULN|34DMG|4BPWR|5BELT|6RCR|89LHND
335	31242 11253	2	   	245.29	DCR|4VULN|2DMG	1MLV|2479VULN|34DMG|4BPWR|5BELT|6RCR|8LHND|aRPLT
336	31242 11414	2	   	245.29	DCR|4VULN|2DMG	1MLV|247aVULN|34DMG|4BPWR|5BELT|6RCR|8CGEN|9RMIN
337	31242 13154	2	   	245.29	DCR|4VULN|2DMG	1MLV|248aVULN|34DMG|4BPWR|57BELT|6RCR|9FEWX
338	31242 13164	2	   	245.29	DCR|4VULN|2DMG	1MLV|248aVULN|34DMG|4BPWR|57BELT|6RCR|9BEXP
339	31242 13254	2	   	245.29	DCR|4VULN|2DMG	1MLV|249aVULN|34DMG|4BPWR|57BELT|6RCR|8LHND
340	31242 31123	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6LWND|9RCR|aRPLT
341	31242 31145	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6LWND|9ZMB|aRCR
342	31242 41123	2	   	245.29	DCR|4VULN|2DMG	1MLV|2478VULN|34DMG|4BPWR|5BELT|6LHND|9RCR|aRPLT
343	31242 41224	2	   	245.29	DCR|4VULN|2DMG	1MLV|247aVULN|34DMG|4BPWR|5BELT|68LHND|9RCR
344	31242 61124	2	   	245.29	DCR|4VULN|2DMG	1MLV|248aVULN|34DMG|4BPWR|5BELT|6ZMB|7CGEN|9RCR
