0	Index      	 *	Score 	Summary	Detail	
1	61365 23331	 * 	190.15	ACR|4VULN|1AART|1DMG|1CDMG	179aVULN|2BEXP|3RCR|4DMG|5CDMG|6AIRHEA|8AART
168	63615 11133	   	171.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4DUR|5BEXP|6RCVC|7AART|8DMG|9RCR|aCDMG
169	63121 11363	   	171.40	DCR|3VULN|2DMG|2DUR|1ZMB	18aVULN|2ZMB|38DMG|4LHND|5ERES|6RCVC|78DUR|8BPWR|9RCR
170	63121 31363	   	171.40	DCR|3VULN|2DMG|2DUR|1ZMB	18aVULN|2ZMB|38DMG|46LHND|5ERES|78DUR|8BPWR|9RCR
171	63123 11363	   	171.40	DCR|3VULN|2DMG|2DUR|1ZMB	18aVULN|2ZMB|38DMG|4LHND|5TLV|6RCVC|78DUR|8BPWR|9RCR
172	63123 31363	   	171.40	DCR|3VULN|2DMG|2DUR|1ZMB	18aVULN|2ZMB|38DMG|46LHND|5TLV|78DUR|8BPWR|9RCR
173	66335 22312	 * 	171.32	ACR|3VULN|1AART|2ZMB|2DUR	14aVULN|26DUR|3RCR|5AART|79ZMB|8RPLT
174	63612 31233	   	171.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4DUR|5RMIN|6DMG|7AART|8ERES|9RCR|aCDMG
175	63612 41133	   	171.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4DUR|5RMIN|6NUKE|7AART|8DMG|9RCR|aCDMG
176	65513 31233	   	171.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	12VULN|3CGEN|4DUR|5ZMB|6DMG|7AART|8ERES|9RCR|aCDMG
177	61324 12523	 * 	171.30	ACR|3AART|2VULN|1DMG|1DUR	1aVULN|2BEXP|3RCR|4LIT|589AART|6DMG|7DUR
178	55315 32131	   	171.30	ACR|2AART|2VULN|1DMG|1ZMB	17BEXP|27VULN|3RCR|4RCVC|5aAART|67CGEN|7BPWR|8DMG|9ZMB
179	61315 32131	   	171.30	ACR|2AART|2VULN|1DMG|1ZMB	17VULN|27BEXP|3RCR|4RCVC|5aAART|67CGEN|7BPWR|8DMG|9ZMB
180	61355 32131	   	171.30	ACR|2AART|2VULN|1DMG|1ZMB	17VULN|27BEXP|3RCR|4DMSP|5aAART|67CGEN|7BPWR|8DMG|9ZMB
181	63145 12123	   	171.28	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4DUR|59AART|6RCVC|7RCR|8LWND|aCDMG
182	63145 12323	   	171.28	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4DUR|59AART|6RCVC|7RCR|8LHND|aCDMG
183	61315 36111	   	171.24	ACR|3VULN|1AART|1DMG|1DUR	17aVULN|2BEXP|3RCR|4RCVC|5AART|6CGEN|8DMG|9DUR
184	15643 31233	   	171.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1TLV|2DUR|34VULN|5ZMB|6DMG|7AART|8ERES|9RCR|aCDMG
185	63143 61233	   	171.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2ZMB|36DMG|4DUR|5TLV|7AART|8ERES|9RCR|aCDMG
186	23143 12211	   	171.21	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1NUKE|2DUR|3DMG|4AART|5aVULN|6RCVC|7RCR|8ASPD|9ZMB
187	66335 11222	   	171.14	ACR|3VULN|1AART|2CDMG|1DUR	14aVULN|2DUR|3RCR|5AART|6RCVC|78CDMG|9CGEN
188	66335 11232	   	171.14	ACR|3VULN|1AART|2CDMG|1DUR	14aVULN|2DUR|3RCR|5AART|6RCVC|78CDMG|9FEWX
189	61324 16233	   	171.10	ACR|2AART|2VULN|1DMG|1ZMB	1aVULN|2BEXP|3RCR|48LIT|59AART|6DMG|7ZMB
190	61315 36131	   	171.10	ACR|2AART|2VULN|1DMG|1ZMB	17VULN|2BEXP|3RCR|4RCVC|5aAART|6CGEN|8DMG|9ZMB
191	61361 35121	   	171.03	ACR|2VULN|2AART|1DMG|2DUR	1aVULN|2BEXP|3RCR|4DMG|56DUR|79AART|8ERES
192	55324 13332	   	171.00	ACR|2DMG|2AART|1VULN|1ZMB	1BEXP|2VULN|3RCR|4LIT|59AART|67DMG|8ZMB|aERES
193	61324 13332	   	171.00	ACR|2DMG|2AART|1VULN|1ZMB	1VULN|2BEXP|3RCR|4LIT|59AART|67DMG|8ZMB|aERES
194	61324 13334	   	171.00	ACR|2AART|2DMG|1VULN|1ZMB	1VULN|2BEXP|3RCR|4LIT|59AART|67DMG|8ZMB|aDUST
195	61324 13335	   	171.00	ACR|2AART|2DMG|1VULN|1ZMB	1VULN|2BEXP|3RCR|4LIT|59AART|67DMG|8ZMB|aBASICY
196	63611 11134	   	170.92	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	139VULN|2ZMB|4DUR|5DUST|6RCVC|7AART|8DMG|aRCR
197	66312 62323	   	170.64	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2DUR|3RCR|4BELT|5DMSP|6AART|7LHND|aDMG
198	66313 62323	   	170.64	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2DUR|3RCR|4BELT|5RCVC|6AART|7LHND|aDMG
199	66331 11114	   	170.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	14VULN|29DUR|3RCR|5ERES|6RCVC|7AART|8DMG|aZMB
200	66333 11114	   	170.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	14VULN|29DUR|3RCR|5TLV|6RCVC|7AART|8DMG|aZMB
201	61254 12213	   	170.35	DCR|2VULN|2DMG|1AART|1DUR	1aVULN|2BEXP|3LIT|4DUR|5AART|68DMG|7RCR|9LWND
202	45413 12223	   	170.35	DCR|2VULN|2DMG|1AART|1DUR	1LWND|2aVULN|3LIT|4LHND|5AART|68DMG|7RCR|9DUR
203	66335 11323	   	170.32	ACR|3VULN|1AART|1CDMG|2DUR	14aVULN|2aDUR|3RCR|5AART|6RCVC|7CDMG|8LWND|9aCGEN|aBPWR
204	66335 11333	   	170.32	ACR|3VULN|1AART|1CDMG|2DUR	14aVULN|2aDUR|3RCR|5AART|6RCVC|7CDMG|8LWND|9aBEXP|aBPWR
205	61361 14222	   	170.24	ACR|3VULN|1AART|1DMG|1DUR	18aVULN|28BEXP|3RCR|4DMG|5DUR|68FEWX|7AART|8BPWR|9RPLT
206	61361 14233	   	170.24	ACR|3VULN|1AART|1DMG|1DUR	189VULN|28BEXP|3RCR|4DMG|5DUR|68FEWX|7AART|8BPWR|aRPLT
207	66335 22331	   	170.20	ACR|2VULN|2AART|2DUR|1ZMB|1ASPD	14VULN|26DUR|3RCR|59AART|7ZMB|8RPLT|aASPD
208	61365 22113	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2BEXP|3RCR|4DMG|5CDMG|6AIRHEA|7CGEN|8ZMB|aAART
209	61331 15216	   	170.14	ACR|4VULN|1DMG|1ZMB|1DUR	169aVULN|2BEXP|3RCR|4BELT|5DMG|7ZMB|8DUR
210	61361 22116	   	170.14	ACR|4VULN|1DMG|1ZMB|1DUR	189aVULN|2BEXP|3RCR|4DMG|5DUR|6ZMB|7BELT
211	61361 14232	   	170.14	ACR|3VULN|1AART|1DMG|1DUR	189VULN|28BEXP|3RCR|4DMG|5DUR|68FEWX|7AART|8BPWR|aERES
212	66335 21131	   	170.12	ACR|3VULN|1AART|1CDMG|2DUR	148VULN|26DUR|3RCR|5AART|7CDMG|9FEWX|aLHND
213	66335 21322	   	170.12	ACR|3VULN|1AART|1CDMG|2DUR	14aVULN|26DUR|3RCR|5AART|7CDMG|8LWND|9CGEN
214	61363 35312	   	170.08	ACR|4VULN|2DMG	169aVULN|2BEXP|3RCR|4aDMG|56CGEN|6aBPWR|7FEWX|8aMLV
215	66335 21121	   	170.02	ACR|3VULN|1AART|1CDMG|2DUR	148VULN|26DUR|3RCR|5AART|7CDMG|9CGEN|aERES
216	23143 22121	   	170.01	DCR|2AART|2VULN|1DMG|2DUR	1NUKE|26DUR|3DMG|49AART|5aVULN|7RCR|8LWND
217	23143 22321	   	170.01	DCR|2AART|2VULN|1DMG|2DUR	1NUKE|26DUR|3DMG|49AART|5aVULN|7RCR|8LHND
218	23145 22521	   	170.01	DCR|2AART|2VULN|1DMG|2DUR	1NUKE|26DUR|3DMG|49AART|5LWND|7RCR|8aVULN
219	55332 22622	   	169.98	ACR|4VULN|2DMG	1aBEXP|289aVULN|3RCR|4BELT|57DMSP|6aDMG|aBPWR
220	55332 23622	   	169.98	ACR|4VULN|2DMG	17aBEXP|289aVULN|3RCR|4BELT|5DMSP|6aDMG|aBPWR
221	55333 22622	   	169.98	ACR|4VULN|2DMG	1aBEXP|289aVULN|3RCR|4BELT|5RCVC|6aDMG|7DMSP|aBPWR
222	55333 23622	   	169.98	ACR|4VULN|2DMG	17aBEXP|289aVULN|3RCR|4BELT|5RCVC|6aDMG|aBPWR
223	61332 22622	   	169.98	ACR|4VULN|2DMG	189aVULN|2aBEXP|3RCR|4BELT|57DMSP|6aDMG|aBPWR
224	61332 23622	   	169.98	ACR|4VULN|2DMG	189aVULN|27aBEXP|3RCR|4BELT|5DMSP|6aDMG|aBPWR
225	61333 22622	   	169.98	ACR|4VULN|2DMG	189aVULN|2aBEXP|3RCR|4BELT|5RCVC|6aDMG|7DMSP|aBPWR
226	61333 23622	   	169.98	ACR|4VULN|2DMG	189aVULN|27aBEXP|3RCR|4BELT|5RCVC|6aDMG|aBPWR
227	55311 61111	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	1BEXP|26aVULN|3RCR|4RCVC|5ERES|7AART|8DMG|9DUR
228	61311 61111	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	16aVULN|2BEXP|3RCR|4RCVC|5ERES|7AART|8DMG|9DUR
229	61351 61111	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	16aVULN|2BEXP|3RCR|4DMSP|5ERES|7AART|8DMG|9DUR
230	66331 11151	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	14aVULN|2DUR|3RCR|5ERES|6RCVC|7AART|8DMG|9BEXP
231	66331 11362	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	14aVULN|2DUR|3RCR|5ERES|6RCVC|7AART|8RPLT|9DMG
232	66333 11151	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	14aVULN|2DUR|3RCR|5TLV|6RCVC|7AART|8DMG|9BEXP
233	66333 11362	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	14aVULN|2DUR|3RCR|5TLV|6RCVC|7AART|8RPLT|9DMG
234	23143 22431	   	169.91	DCR|2AART|2VULN|1DMG|2DUR	1NUKE|26DUR|3DMG|4aAART|59VULN|7RCR|8ERES
235	61363 31243	   	169.88	ACR|4VULN|2DMG	169aVULN|2BEXP|3RCR|48DMG|56CGEN|6BPWR|7RCVC
236	66335 21123	   	169.87	ACR|3VULN|1AART|1CDMG|2DUR|1SELL	148VULN|26DUR|3RCR|5AART|7CDMG|9CGEN|aSELL
237	66331 11121	   	169.84	ACR|3VULN|1AART|1DMG|1DUR	14aVULN|2DUR|3RCR|5ERES|6RCVC|7AART|8DMG|9DUST
238	66333 11121	   	169.84	ACR|3VULN|1AART|1DMG|1DUR	14aVULN|2DUR|3RCR|5TLV|6RCVC|7AART|8DMG|9DUST
239	55311 61131	   	169.80	ACR|2VULN|2AART|1DMG|1ZMB	1BEXP|26VULN|3RCR|4RCVC|5ERES|7aAART|8DMG|9ZMB
240	61311 61131	   	169.80	ACR|2VULN|2AART|1DMG|1ZMB	16VULN|2BEXP|3RCR|4RCVC|5ERES|7aAART|8DMG|9ZMB
241	61351 61131	   	169.80	ACR|2VULN|2AART|1DMG|1ZMB	16VULN|2BEXP|3RCR|4DMSP|5ERES|7aAART|8DMG|9ZMB
242	61331 11432	   	169.78	ACR|4VULN|2DMG	168aVULN|2BEXP|3RCR|4BELT|5aDMG|7aTLV|9RMIN|aBPWR
243	61363 34312	   	169.78	ACR|4VULN|2DMG	169aVULN|2BEXP|3RCR|4aDMG|56CGEN|6aBPWR|7DUST|8aERES
244	66331 11162	   	169.69	ACR|3VULN|1AART|1DMG|1DUR|1SELL	14aVULN|2DUR|3RCR|5ERES|6RCVC|7AART|8DMG|9SELL
245	66333 11162	   	169.69	ACR|3VULN|1AART|1DMG|1DUR|1SELL	14aVULN|2DUR|3RCR|5TLV|6RCVC|7AART|8DMG|9SELL
246	61363 12312	   	169.68	ACR|4VULN|2DMG	179aVULN|2BEXP|3RCR|4aDMG|5CGEN|6DUST|8aERES|aBPWR
247	66362 22113	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	189VULN|2DUR|3RCR|4DMG|5DUST|6ZMB|7BELT|aCDMG
248	23143 22611	   	169.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1NUKE|26DUR|3DMG|4AART|5aVULN|7RCR|8RMIN|9ZMB
249	23143 22411	   	169.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1NUKE|26DUR|3DMG|4AART|5aVULN|7RCR|8ERES|9ZMB
250	55315 32113	   	169.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17BEXP|27VULN|3RCR|4RCVC|5AART|67CGEN|7BPWR|8DMG|9DUR|aCDMG
251	61315 32113	   	169.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|27BEXP|3RCR|4RCVC|5AART|67CGEN|7BPWR|8DMG|9DUR|aCDMG
252	61355 32113	   	169.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|27BEXP|3RCR|4DMSP|5AART|67CGEN|7BPWR|8DMG|9DUR|aCDMG
253	23143 23531	   	169.41	DCR|3VULN|1AART|1DMG|2DUR	1NUKE|26DUR|3DMG|4AART|58aVULN|7LHND|9RCR
254	23143 26531	   	169.41	DCR|3VULN|1AART|1DMG|2DUR	1NUKE|26DUR|3DMG|4AART|58aVULN|7FEWX|9RCR
255	23143 34531	   	169.41	DCR|3VULN|1AART|1DMG|2DUR	1NUKE|27DUR|3DMG|4AART|58aVULN|6BEXP|9RCR
256	21145 22521	   	169.41	DCR|2AART|2VULN|1DMG|2DUR	1NUKE|2LWND|3DMG|46DUR|59AART|7RCR|8aVULN
257	23125 22521	   	169.41	DCR|2AART|2VULN|1DMG|2DUR	1NUKE|26DUR|3DMG|4LHND|59AART|7RCR|8aVULN
258	62115 61131	   	169.36	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	16aVULN|2RCVC|3ASPD|4DUR|5BEXP|7AART|8DMG|9RCR
259	62116 31131	   	169.36	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	15aVULN|2RCVC|3ASPD|4DUR|6FEWX|7AART|8DMG|9RCR
260	65115 11131	   	169.36	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	12aVULN|3ASPD|4DUR|5BEXP|6RCVC|7AART|8DMG|9RCR
261	55331 16233	   	169.33	ACR|3VULN|2DMG|1CDMG	1BEXP|26aVULN|3RCR|4BELT|59DMG|7CDMG|8LHND
262	61331 16233	   	169.33	ACR|3VULN|2DMG|1CDMG	16aVULN|2BEXP|3RCR|4BELT|59DMG|7CDMG|8LHND
263	61331 16235	 * 	169.33	ACR|3DMG|2VULN|1CDMG	16VULN|2BEXP|3RCR|4BELT|59aDMG|7CDMG|8LHND
264	65116 31132	   	169.26	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	125VULN|3ASPD|4DUR|6FEWX|7AART|8DMG|9RCR|aDUST
265	65112 31231	   	169.26	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	12aVULN|3ASPD|4DUR|5RMIN|6DMG|7AART|8ERES|9RCR
266	65112 61131	   	169.26	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	12aVULN|3ASPD|4DUR|5RMIN|6ERES|7AART|8DMG|9RCR
267	66335 11331	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2DUR|3RCR|5AART|6RCVC|7CDMG|8LWND|9BEXP|aDMG
268	55324 12113	   	169.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|2VULN|3RCR|4LIT|5AART|6aDMG|7DUR|8CDMG|9LWND
269	55324 12121	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|29VULN|3RCR|4LIT|5AART|6DMG|7DUR|8CDMG|aFEWX
270	55324 12122	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|29VULN|3RCR|4LIT|5AART|6DMG|7DUR|8CDMG|aMLV
271	61324 12113	   	169.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2BEXP|3RCR|4LIT|5AART|6aDMG|7DUR|8CDMG|9LWND
272	61324 12121	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2BEXP|3RCR|4LIT|5AART|6DMG|7DUR|8CDMG|aFEWX
273	61324 12122	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2BEXP|3RCR|4LIT|5AART|6DMG|7DUR|8CDMG|aMLV
274	61324 12124	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2BEXP|3RCR|4LIT|5AART|6DMG|7DUR|8CDMG|aRMIN
275	61324 12125	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2BEXP|3RCR|4LIT|5AART|6DMG|7DUR|8CDMG|aRPLT
276	61324 12143	   	169.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2BEXP|3RCR|4LIT|5AART|6aDMG|7DUR|8CDMG|9DMSP
277	61324 12163	   	169.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2BEXP|3RCR|4LIT|5AART|6aDMG|7DUR|8CDMG|9RCVC
278	61324 12363	   	169.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2BEXP|3RCR|4LIT|5AART|6aDMG|7DUR|8FEWX|9CDMG
279	61315 36113	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2BEXP|3RCR|4RCVC|5AART|6CGEN|8DMG|9DUR|aCDMG
280	61365 23111	   	169.23	ACR|3VULN|2DMG|1CDMG	178VULN|2aBEXP|3RCR|49DMG|5CDMG|6AIRHEA
281	61365 23112	   	169.23	ACR|3VULN|2DMG|1CDMG	178VULN|2BEXP|3RCR|49DMG|5CDMG|6AIRHEA|aFEWX
282	61365 23113	   	169.23	ACR|3VULN|2DMG|1CDMG	178VULN|2BEXP|3RCR|49DMG|5CDMG|6AIRHEA|aMGNLIT
283	61331 16633	   	169.23	ACR|3VULN|2DMG|1CDMG	16aVULN|2BEXP|3RCR|4BELT|59DMG|7CDMG|8DUST
284	43145 12221	   	169.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18LWND|2ZMB|38DMG|48DUR|5AART|6RCVC|7RCR|8BPWR|9DUST|aVULN
285	61315 26211	   	169.12	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	17aVULN|2BEXP|3RCR|4RCVC|5AART|6DUR|8ASPD|9ZMB
286	66335 13211	   	169.12	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	14aVULN|2DUR|3RCR|5AART|6RCVC|7FEWX|8ASPD|9ZMB
287	66335 32211	   	169.12	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	14aVULN|2DUR|3RCR|5AART|6BEXP|7RCVC|8ASPD|9ZMB
288	66335 33211	   	169.12	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	14aVULN|2DUR|3RCR|5AART|67BEXP|8ASPD|9ZMB
289	61543 31323	 * 	169.04	DCR|3VULN|3ZMB|1AART|1ASPD	146VULN|2BEXP|3CGEN|568ZMB|6BPWR|7ASPD|9RCR|aAART
290	65533 31323	   	169.04	DCR|3VULN|3ZMB|1AART|1ASPD	126VULN|3CGEN|4FEWX|568ZMB|6BPWR|7ASPD|9RCR|aAART
291	66335 12221	   	169.02	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	14aVULN|2DUR|3RCR|5AART|6RCVC|7ZMB|8ASPD|9DUST
292	23143 12551	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1NUKE|2DUR|3DMG|4AART|58aVULN|6RCVC|7RCR|9BEXP
293	23144 12134	   	168.85	DCR|2VULN|2DMG|1AART|2DUR	1NUKE|27DUR|38DMG|4AART|57ERES|67VULN|7BPWR|9TLV|aRCR
294	23143 12521	   	168.82	DCR|3VULN|1AART|1DMG|1DUR	1NUKE|2DUR|3DMG|4AART|58aVULN|6RCVC|7RCR|9DUST
295	65112 31134	   	168.79	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	12VULN|3ASPD|4DUR|5RMIN|68DMG|7AART|9TLV|aRCR
296	13312 22363	 * 	168.41	DCR|3VULN|2DMG|1CDMG|1DUR|1SELL	18TLV|2LHND|38aVULN|4SELL|5CDMG|6DUR|78DMG|8BPWR|9RCR
297	13351 22363	 * 	168.41	DCR|3VULN|2DMG|1CDMG|1DUR|1SELL	18TLV|2LHND|38aVULN|4CDMG|5SELL|6DUR|78DMG|8BPWR|9RCR
298	33312 22363	 * 	168.41	DCR|3VULN|2DMG|1CDMG|1DUR|1SELL	18ERES|2LHND|38aVULN|4SELL|5CDMG|6DUR|78DMG|8BPWR|9RCR
299	33351 22363	 * 	168.41	DCR|3VULN|2DMG|1CDMG|1DUR|1SELL	18ERES|2LHND|38aVULN|4CDMG|5SELL|6DUR|78DMG|8BPWR|9RCR
300	65261 23131	 * 	168.41	DCR|3VULN|2AART|1ZMB|1DUR	124VULN|3LWND|5aAART|6RCVC|7DUR|8RCR|9ZMB
301	61324 12531	   	168.39	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1VULN|2BEXP|3RCR|4LIT|58AART|6DMG|79DUR|aCDMG
302	33163 61413	   	168.31	DCR|3VULN|2DMG|1ZMB|1DUR	1ERES|2LHND|36DMG|49aVULN|5ZMB|7DUR|8RCR
303	63121 61413	   	168.31	DCR|3VULN|2DMG|1ZMB|1DUR	19aVULN|2ZMB|36DMG|4LHND|5ERES|7DUR|8RCR
304	63123 61413	   	168.31	DCR|3VULN|2DMG|1ZMB|1DUR	19aVULN|2ZMB|36DMG|4LHND|5TLV|7DUR|8RCR
305	66311 33312	   	168.24	ACR|3VULN|1AART|1DMG|1DUR	179VULN|2DUR|3RCR|4BELT|5DMG|6RMIN|8LHND|aAART
306	66311 34112	   	168.24	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2DUR|3RCR|4BELT|5DMG|6RMIN|7LHND|aAART
307	63115 12121	   	168.18	DCR|2AART|2VULN|1DMG|1ZMB	1aVULN|2ZMB|3DMG|4DUST|59AART|6RCVC|7RCR|8LWND
308	63115 12321	   	168.18	DCR|2AART|2VULN|1DMG|1ZMB	1aVULN|2ZMB|3DMG|4DUST|59AART|6RCVC|7RCR|8LHND
309	43115 12521	   	168.18	DCR|2AART|2VULN|1DMG|1ZMB	1LWND|2ZMB|3DMG|4DUST|59AART|6RCVC|7RCR|8aVULN
310	66331 61332	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	149VULN|2DUR|3RCR|5ERES|6DMG|7BELT|8LHND|aAART
311	66333 61312	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	149VULN|2DUR|3RCR|5TLV|6DMG|7BELT|8LHND|aAART
312	66363 31332	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	169VULN|2DUR|3RCR|4DMG|56ERES|6BPWR|7BELT|8LHND|aAART
313	66311 11312	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	169VULN|2DUR|3RCR|4BELT|5DMG|7TLV|8LHND|aAART
314	66311 33512	   	168.12	ACR|3VULN|2DMG|2DUR	17aVULN|29DUR|3RCR|4BELT|5aDMG|6RMIN|8aCGEN|aBPWR
315	43161 42311	   	168.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2ZMB|35DMG|4LIT|6CDMG|7RCR|8VULN|9AART|aFEWX
316	43161 42312	   	168.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2ZMB|35DMG|4LIT|6CDMG|7RCR|8VULN|9AART|aRPLT
317	43161 42313	   	168.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2ZMB|35DMG|4LIT|6CDMG|7RCR|8VULN|9AART|aBEXP
318	63161 42111	   	168.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2ZMB|35DMG|4LIT|6CDMG|7RCR|8LWND|9AART|aFEWX
319	63161 42112	   	168.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2ZMB|35DMG|4LIT|6CDMG|7RCR|8LWND|9AART|aRPLT
320	63161 42113	   	168.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2ZMB|35DMG|4LIT|6CDMG|7RCR|8LWND|9AART|aBEXP
321	53225 22613	 * 	168.05	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1BEXP|2CDMG|3DMSP|4DUST|5RCR|6FLTHEA|79VULN|8DMG|aAART
322	55311 61113	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|26VULN|3RCR|4RCVC|5ERES|7AART|8DMG|9DUR|aCDMG
323	61311 61113	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2BEXP|3RCR|4RCVC|5ERES|7AART|8DMG|9DUR|aCDMG
324	61351 61113	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2BEXP|3RCR|4DMSP|5ERES|7AART|8DMG|9DUR|aCDMG
325	66331 11153	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2DUR|3RCR|5ERES|6RCVC|7AART|8DMG|9BEXP|aCDMG
326	66333 11153	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2DUR|3RCR|5TLV|6RCVC|7AART|8DMG|9BEXP|aCDMG
327	66335 23121	   	167.92	ACR|3VULN|2AART|2DUR	14aVULN|26DUR|3RCR|59AART|7FEWX|8LWND
328	66335 23321	   	167.92	ACR|3VULN|2AART|2DUR	14aVULN|26DUR|3RCR|59AART|7FEWX|8LHND
329	66363 31232	   	167.92	ACR|3VULN|2DMG|2DUR	16aVULN|28DUR|3RCR|4aDMG|56aERES|6aBPWR|7BELT|9RMIN
330	61361 33611	   	167.92	ACR|3VULN|2DMG|2DUR	18aVULN|2BEXP|3RCR|49DMG|56DUR|7CGEN
331	66311 11232	   	167.92	ACR|3VULN|2DMG|2DUR	16aVULN|28DUR|3RCR|4BELT|5aDMG|7aTLV|9RMIN|aBPWR
332	66311 31422	   	167.92	ACR|3VULN|2DMG|2DUR	18aVULN|27DUR|3RCR|4BELT|5aDMG|6RMIN|9aTLV|aBPWR
333	66311 33222	   	167.92	ACR|3VULN|2DMG|2DUR	17aVULN|28DUR|3RCR|4BELT|5aDMG|6RMIN|9aTLV|aBPWR
334	66331 61232	   	167.92	ACR|3VULN|2DMG|2DUR	14aVULN|28DUR|3RCR|5aERES|6aDMG|7BELT|9RMIN|aBPWR
335	66333 61232	   	167.92	ACR|3VULN|2DMG|2DUR	14aVULN|28DUR|3RCR|5aTLV|6aDMG|7BELT|9RMIN|aBPWR
336	63115 13531	   	167.58	DCR|3VULN|1AART|1DMG|1ZMB	18aVULN|2ZMB|3DMG|4DUST|5AART|6RCVC|7LHND|9RCR
