0	Index      	 *	Score 	Summary	Detail	
1	11132 14365	 * 	195.37	ACR|2AART|2VULN|2DMG|2ASPD|1DUR	1aLIT|27AART|3aVULN|46DMG|5RCR|8DUR|9aASPD|aBPWR
175	11232 16525	   	174.02	DCR|2VULN|2DMG|1AART|1ZMB	13aLIT|2AART|3aBPWR|4aDMG|57VULN|6ZMB|8RCR|9aLWND
176	11132 14421	   	173.95	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5RCR|9BASHEA|aRCVC
177	11136 15521	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	1aLIT|2AART|35VULN|47DMG|6ZMB|8RCR|9LWND
178	11232 15553	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	13LIT|2AART|3BPWR|47DMG|5aVULN|6ZMB|8RCR|9MLV
179	11232 16515	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	13aLIT|2AART|3aBPWR|4aDMG|57VULN|6ZMB|8RCR|9aDUST
180	33242 13522	   	173.73	ACR|3VULN|1AART|1DMG|2DUR	17LHND|27DUR|3RCR|4LWND|5CGEN|678VULN|7BPWR|9DMG|aAART
181	33261 13522	   	173.73	ACR|3VULN|1AART|1DMG|2DUR	17LHND|27DUR|3RCR|4CGEN|5LWND|678VULN|7BPWR|9DMG|aAART
182	11136 15511	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1aLIT|2AART|35VULN|47DMG|6ZMB|8RCR|9DUST
183	11136 15513	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2AART|35VULN|47DMG|6ZMB|8RCR|9DUST|aBEXP
184	11136 15522	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2AART|35VULN|47DMG|6ZMB|8RCR|9LWND|aERES
185	11232 15543	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	13LIT|2AART|3BPWR|47DMG|5aVULN|6ZMB|8RCR|9ERES
186	11332 15264	 * 	173.67	DCR|2AART|2DMG|1VULN|2ZMB|1DUR	1LIT|23AART|47DMG|5VULN|68ZMB|9DUR|aRCR
187	11332 16264	 * 	173.67	DCR|2AART|2VULN|1DMG|2ZMB|1DUR	1LIT|23AART|4DMG|57VULN|68ZMB|9DUR|aRCR
188	11136 32423	   	173.67	DCR|3VULN|2DMG|1AART	1LIT|2AART|356VULN|48DMG|7BEXP|9MLV|aRCR
189	11136 15512	   	173.62	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2AART|35VULN|47DMG|6ZMB|8RCR|9DUST|aERES
190	11111 31444	   	173.47	DCR|3DMG|2VULN|1AART	1LIT|2AART|34VULN|5DUST|6VENICY|789DMG|aRCR
191	11132 66533	   	173.43	ACR|3VULN|1AART|1DMG|2DUR	1LIT|2AART|378VULN|4DMG|5RCR|6LEGI|9aDUR
192	11112 26532	   	173.37	DCR|4VULN|1AART|1CDMG	1LIT|2AART|3479VULN|5RPLT|6RCR|8CDMG|aFEWX
193	11112 26535	   	173.37	DCR|4VULN|1AART|1CDMG	1LIT|2AART|3479VULN|5aRPLT|6RCR|8CDMG
194	11112 26536	   	173.37	DCR|4VULN|1AART|1CDMG	1LIT|2AART|3479VULN|5RPLT|6RCR|8CDMG|aBEXP
195	11152 26533	   	173.37	DCR|4VULN|1AART|1CDMG	14LIT|2AART|379aVULN|5RPLT|6RCR|8CDMG
196	11132 44243	   	173.25	ACR|2AART|2VULN|1DMG|1CDMG	1LIT|27AART|3aVULN|4DMG|5RCR|6RCVC|8FEWX|9CDMG
197	11132 55131	   	173.07	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1LIT|2AART|39VULN|4DMG|5RCR|6MBVNT|7DUR|8ASPD|aCDMG
198	11312 24443	   	173.00	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1LIT|23AART|4DUR|5RPLT|6RCR|7ZMB|8CDMG|9aVULN
199	61323 11211	   	172.93	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1TLV|2RCR|3CGEN|49AART|5ASPD|6DMG|7CDMG|8DUR|aVULN
200	11136 15224	 * 	172.87	DCR|2VULN|2DMG|1AART|2ZMB	1LIT|2AART|35VULN|47DMG|68ZMB|9BEXP|aRCR
201	11116 34413	   	172.85	DCR|3VULN|2AART|1CDMG|1ASPD	1aLIT|25AART|349VULN|6CDMG|7ASPD|8RCR
202	11132 31426	   	172.85	ACR|2AART|2DMG|1VULN|1CDMG	1LIT|2aAART|3VULN|48DMG|5RCR|6VENICY|7RCVC|9CDMG
203	11132 14411	   	172.75	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5RCR|9BEXP|aMLV
204	11132 14415	   	172.75	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5RCR|9BEXP|aLHND
205	11132 14416	   	172.75	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5RCR|9aBEXP
206	11132 14431	   	172.75	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5RCR|9LHND|aMLV
207	11162 32543	   	172.73	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2AART|38aVULN|4ASPD|5RCR|6ERES|7ZMB|9CDMG
208	31314 22611	   	172.72	DCR|3VULN|1AART|1DMG|1DUR	1aLHND|2AART|38aVULN|4DUR|5DLOT|6RCR|7DMG|9aBEXP|aBPWR
209	11122 15353	   	172.65	ACR|3VULN|2AART|1DMG	1LIT|27AART|39aVULN|4NUKE|5RCR|6DMG|8CGEN
210	11132 14252	   	172.65	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|46aDMG|5RCR|8FEWX|9LSRHEA
211	11132 14422	   	172.65	ACR|3DMG|2AART|1VULN	1aLIT|27AART|3VULN|468DMG|5RCR|9BASHEA
212	11132 14423	   	172.65	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5RCR|9BASHEA|aBELT
213	11132 14424	   	172.65	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5RCR|9BASHEA|aRMIN
214	11132 14425	   	172.65	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5RCR|9BASHEA|aBEXP
215	11132 14435	   	172.65	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5RCR|9LHND|aLEGI
216	11132 14436	   	172.65	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5RCR|9LHND|aERES
217	11132 14451	   	172.65	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5RCR|9MBVNT|aMLV
218	11132 14453	   	172.65	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5RCR|9MBVNT|aBEXP
219	11132 14461	   	172.65	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5RCR|9DUST|aMLV
220	11132 14463	   	172.65	ACR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5RCR|9DUST|aBEXP
221	11132 21523	   	172.65	ACR|3VULN|2AART|1DMG	1LIT|29AART|38aVULN|4DMG|5RCR|6CGEN|7TLV
222	11132 66522	   	172.65	ACR|3VULN|2AART|1DMG	1LIT|29AART|378VULN|4DMG|5RCR|6LEGI|aFEWX
223	11132 51554	   	172.65	ACR|3VULN|2AART|1DMG	1LIT|28AART|39aVULN|4DMG|5RCR|6MBVNT|7CGEN
224	11112 26351	   	172.65	DCR|5VULN|1AART	18LIT|2AART|34789VULN|5RPLT|6RCR|8BPWR|aLWND
225	11112 26353	   	172.65	DCR|5VULN|1AART	18LIT|2AART|34789VULN|5RPLT|6RCR|8BPWR|aLHND
226	11112 26354	   	172.65	DCR|5VULN|1AART	18LIT|2AART|34789VULN|5RPLT|6RCR|8BPWR|aBELT
227	11112 26355	   	172.65	DCR|5VULN|1AART	18LIT|2AART|34789VULN|5aRPLT|6RCR|8BPWR
228	11112 26223	   	172.63	DCR|4VULN|1AART|1ZMB	1LIT|2AART|347aVULN|5RPLT|6RCR|8RCVC|9ZMB
229	11112 21246	   	172.62	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|349VULN|5RPLT|6RCR|7LHND|8DUR|aDMG
230	11132 32166	   	172.55	ACR|2AART|2VULN|1DMG|1CDMG	1LIT|2aAART|39VULN|4DMG|5RCR|6VENICY|7CDMG|8RCVC
231	11112 26352	   	172.55	DCR|5VULN|1AART	18LIT|2AART|34789VULN|5RPLT|6RCR|8BPWR|aDUST
232	31314 22311	   	172.52	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2AART|39aVULN|4DUR|5DLOT|6RCR|7DMG|8CGEN
233	31314 22621	   	172.52	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2AART|38aVULN|4DUR|5DLOT|6RCR|7DMG|9RMIN
234	31316 36523	   	172.52	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2AART|378VULN|4DUR|5DUST|6RCR|9LWND|aDMG
235	31324 22631	   	172.52	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|2AART|38aVULN|4LWND|5DLOT|6RCR|7DMG|9ASPD
236	31324 22211	   	172.52	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|2AART|39aVULN|4LWND|5DLOT|6RCR|7DMG|8ASPD
237	61323 11225	   	172.49	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2RCR|3CGEN|4AART|5ASPD|6DMG|7CDMG|8DUR|9VULN|aZMB
238	31314 22111	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2AART|39aVULN|4DUR|5DLOT|6RCR|7DMG|8ERES
239	31314 22661	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2AART|38aVULN|4DUR|5DLOT|6RCR|7DMG|9TLV
240	31364 22211	   	172.42	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|2AART|39aVULN|4DUST|5DLOT|6RCR|7DMG|8ASPD
241	11132 22263	   	172.30	ACR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|39aVULN|4DMG|5RCR|6CGEN|7ZMB|8BEXP
242	11132 22523	   	172.30	ACR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|38aVULN|4DMG|5RCR|6CGEN|7ZMB|9DMSP
243	11132 22533	   	172.30	ACR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|38aVULN|4DMG|5RCR|6CGEN|7ZMB|9BEXP
244	11132 22563	   	172.30	ACR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|38aVULN|4DMG|5RCR|69CGEN|7ZMB
245	31145 21115	   	172.28	DCR|2AART|2VULN|2CDMG|1ZMB	1LHND|23AART|47CDMG|5MBVNT|6RCR|8ZMB|9aVULN
246	11132 31435	   	172.28	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|3aVULN|48DMG|5RCR|6VENICY|7RCVC|9DUR
247	11122 12263	   	172.20	ACR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|39aVULN|4NUKE|5RCR|6DMG|7ZMB|8BEXP
248	11122 12523	   	172.20	ACR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|38aVULN|4NUKE|5RCR|6DMG|7ZMB|9DMSP
249	11122 12533	   	172.20	ACR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|38aVULN|4NUKE|5RCR|6DMG|7ZMB|9BEXP
250	11122 12552	   	172.20	ACR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|389VULN|4NUKE|5RCR|6DMG|7ZMB|aFEWX
251	11122 12555	   	172.20	ACR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|389VULN|4NUKE|5RCR|6DMG|7ZMB|aRPLT
252	11122 12556	   	172.20	ACR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|389VULN|4NUKE|5RCR|6DMG|7ZMB|aMLV
253	11232 15525	   	172.08	DCR|3DMG|1AART|1VULN|1ZMB	13aLIT|2AART|3aBPWR|47aDMG|5VULN|6ZMB|8RCR|9aLWND
254	11136 16521	   	171.88	DCR|3VULN|1AART|1DMG|1ZMB	1aLIT|2AART|357VULN|4DMG|6ZMB|8RCR|9LWND
255	11232 15515	   	171.88	DCR|3DMG|1AART|1VULN|1ZMB	13aLIT|2AART|3aBPWR|47aDMG|5VULN|6ZMB|8RCR|9aDUST
256	11232 16553	   	171.88	DCR|3VULN|1AART|1DMG|1ZMB	13LIT|2AART|3BPWR|4DMG|57aVULN|6ZMB|8RCR|9MLV
257	11223 34435	   	171.86	DCR|2AART|2VULN|2DMG	13aLIT|27AART|3aBPWR|4NUKE|5DUST|6aVULN|8aDMG|9RCR
258	31545 24131	   	171.84	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|27AART|3RCVC|4CDMG|5MBVNT|6RCR|8ZMB|9DMG|aVULN
259	11136 16511	   	171.78	DCR|3VULN|1AART|1DMG|1ZMB	1aLIT|2AART|357VULN|4DMG|6ZMB|8RCR|9DUST
260	11136 16513	   	171.78	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|357VULN|4DMG|6ZMB|8RCR|9DUST|aBEXP
261	11136 16522	   	171.78	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|357VULN|4DMG|6ZMB|8RCR|9LWND|aERES
262	11232 16543	   	171.78	DCR|3VULN|1AART|1DMG|1ZMB	13LIT|2AART|3BPWR|4DMG|57aVULN|6ZMB|8RCR|9ERES
263	23225 21354	   	171.76	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2DUR|3RCR|47RCVC|5AART|6DMG|8ZMB|9aVULN
264	11323 32435	   	171.76	DCR|2AART|2VULN|2DMG	1aLIT|23AART|4NUKE|57DUST|6aVULN|8aDMG|9RCR|aBPWR
265	11136 16512	   	171.68	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|357VULN|4DMG|6ZMB|8RCR|9DUST|aERES
266	11232 16635	   	171.62	DCR|2VULN|2DMG|1AART|1ZMB	13aLIT|2AART|3aBPWR|4aDMG|57VULN|6ZMB|8aLWND|9RCR
267	11233 12135	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	13aLIT|2AART|3aBPWR|4aDMG|58DUST|6ZMB|7aVULN|9RCR
268	11136 15631	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	1aLIT|2AART|35VULN|47DMG|6ZMB|8LWND|9RCR
269	11136 15632	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2AART|35VULN|47DMG|6ZMB|8LWND|9RCR|aERES
270	62134 13522	   	171.13	ACR|3VULN|1AART|1DMG|2DUR	17TLV|27DUR|3LWND|4RCR|5LHND|678VULN|7BPWR|9DMG|aAART
271	21543 31621	   	171.12	DCR|3VULN|1AART|2CDMG|1DUR	1FEWX|2AART|3RCVC|47CDMG|59aVULN|6DUR|8RCR
272	11162 15214	   	171.10	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|27AART|3VULN|4ASPD|5RCR|6DMG|8RPLT|9ZMB|aCDMG
273	11162 16214	   	171.10	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|28AART|3VULN|4ASPD|5RCR|6DMG|7RPLT|9ZMB|aCDMG
274	11132 14361	   	170.97	ACR|2AART|2DMG|1VULN|1ASPD|1DUR	1aLIT|27AART|3VULN|46DMG|5RCR|8DUR|9ASPD
275	11132 14364	   	170.97	ACR|2AART|2DMG|1VULN|1ASPD|1DUR	1LIT|27AART|3VULN|46DMG|5RCR|8DUR|9ASPD|aFEWX
276	11162 15632	   	170.97	ACR|2AART|2VULN|1DMG|1ASPD|1DUR	1LIT|27AART|3aVULN|4ASPD|5RCR|6DMG|8DUR|9FEWX
277	11136 16224	 * 	170.94	DCR|3VULN|1AART|1DMG|2ZMB	1LIT|2AART|357VULN|4DMG|68ZMB|9BEXP|aRCR
278	11132 14362	   	170.87	ACR|2AART|2DMG|1VULN|1ASPD|1DUR	1LIT|27AART|3VULN|46DMG|5RCR|8DUR|9ASPD|aERES
279	11132 35535	   	170.87	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	1LIT|28AART|3aVULN|4DMG|5RCR|6VENICY|7DUR|9ASPD
280	11331 14535	 * 	170.83	DCR|2AART|2DMG|1VULN|2ASPD	1aLIT|23AART|4aDMG|5RCVC|6LWND|7VULN|8aASPD|9RCR|aBPWR
281	11112 26321	   	170.82	DCR|4VULN|1AART|1ZMB	18LIT|2AART|3478VULN|5RPLT|6RCR|8BPWR|9ZMB|aLHND
282	11112 26325	   	170.82	DCR|4VULN|1AART|1ZMB	18LIT|2AART|3478VULN|5RPLT|6RCR|8BPWR|9ZMB|aDMSP
283	11132 14241	   	170.74	ACR|2AART|2DMG|1VULN|1CDMG	1LIT|27AART|3VULN|46DMG|5RCR|8FEWX|9CDMG|aLHND
284	11132 14245	   	170.74	ACR|2AART|2DMG|1VULN|1CDMG	1LIT|27AART|3VULN|46DMG|5RCR|8FEWX|9CDMG|aDMSP
285	11112 26324	   	170.72	DCR|4VULN|1AART|1ZMB	18LIT|2AART|3478VULN|5RPLT|6RCR|8BPWR|9ZMB|aTLV
286	11112 26326	   	170.72	DCR|4VULN|1AART|1ZMB	18LIT|2AART|3478VULN|5RPLT|6RCR|8BPWR|9ZMB|aERES
287	11112 26623	   	170.72	DCR|4VULN|1AART|1ZMB	1LIT|2AART|347aVULN|58RPLT|6RCR|9ZMB
288	31313 33442	   	170.64	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1LHND|2AART|358VULN|4DUR|6ERES|7RCR|9CDMG|aASPD
289	11132 14244	   	170.64	ACR|2AART|2DMG|1VULN|1CDMG	1LIT|27AART|3VULN|46DMG|5RCR|8FEWX|9CDMG|aTLV
290	11132 14246	   	170.64	ACR|2AART|2DMG|1VULN|1CDMG	1LIT|27AART|3VULN|46DMG|5RCR|8FEWX|9CDMG|aERES
291	11132 66353	   	170.64	ACR|2AART|2VULN|1DMG|1CDMG	1LIT|2aAART|37VULN|4DMG|5RCR|6LEGI|8LHND|9CDMG
292	11132 25643	   	170.64	ACR|2AART|2VULN|1DMG|1CDMG	1LIT|27AART|3aVULN|4DMG|5RCR|6CGEN|8ERES|9CDMG
293	62263 31323	 * 	170.63	DCR|2DMG|1AART|1VULN|3DUR|1CDMG	1TLV|23aDUR|46DMG|5CDMG|7VULN|8RCR|9AART
294	31314 22221	 * 	170.61	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1aLHND|2AART|3aVULN|4DUR|5DLOT|6RCR|7DMG|8aASPD|9RMIN|aBPWR
295	11112 26563	   	170.61	DCR|3VULN|2AART|1CDMG	1LIT|2aAART|347VULN|5RPLT|6RCR|8CDMG|9DUST
296	11122 15146	   	170.54	ACR|2AART|2VULN|1DMG|1CDMG	1LIT|27AART|39VULN|4NUKE|5RCR|6DMG|8DUST|aCDMG
297	11162 12266	   	170.53	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1LIT|2AART|39VULN|4ASPD|5RCR|6DMG|7ZMB|8BEXP|aDUR
298	11162 12363	   	170.53	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1LIT|2AART|39VULN|4ASPD|5RCR|6DMG|7ZMB|8LHND|aDUR
299	11162 12536	   	170.53	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1LIT|2AART|38VULN|4ASPD|5RCR|6DMG|7ZMB|9BEXP|aDUR
300	11162 12561	   	170.53	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1LIT|2AART|38VULN|4ASPD|5RCR|6DMG|7ZMB|9DUR|aBEXP
301	11132 35433	   	170.43	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1LIT|2AART|38VULN|4DMG|5RCR|6VENICY|7DUR|9ASPD|aZMB
302	11162 12517	   	170.43	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1LIT|2AART|38VULN|4ASPD|5RCR|6DMG|7ZMB|9MBVNT|aDUR
303	11132 31411	   	170.34	ACR|3DMG|1AART|1VULN|1ASPD	1LIT|2AART|3VULN|48aDMG|5RCR|6VENICY|7RCVC|9ASPD
304	11132 31432	   	170.34	ACR|3DMG|1AART|1VULN|1DUR	1LIT|2AART|3VULN|48aDMG|5RCR|6VENICY|7RCVC|9DUR
305	11132 15214	   	170.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2AART|3VULN|46DMG|5RCR|7CGEN|8RPLT|9ZMB|aCDMG
306	11132 22256	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2AART|3aVULN|4DMG|5RCR|6CGEN|7ZMB|8BEXP|9CDMG
307	11132 22356	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2AART|3aVULN|4DMG|5RCR|6CGEN|7ZMB|8LHND|9CDMG
308	11132 22541	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2AART|38VULN|4DMG|5RCR|6CGEN|7ZMB|9CDMG|aLHND
309	11132 22546	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2AART|38VULN|4DMG|5RCR|6CGEN|7ZMB|9CDMG|aBEXP
310	11132 22643	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2AART|3aVULN|4DMG|5RCR|68CGEN|7ZMB|9CDMG
311	11132 26614	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2AART|38VULN|4DMG|5RCR|6CGEN|7RPLT|9ZMB|aCDMG
312	11112 24363	   	170.27	DCR|3VULN|1AART|1CDMG|1ZMB	1LIT|2AART|34aVULN|5RPLT|6RCR|7ZMB|8BEXP|9CDMG
313	11112 24413	   	170.27	DCR|3VULN|1AART|1CDMG|1ZMB	1LIT|2AART|34aVULN|5RPLT|6RCR|7ZMB|8CDMG|9BEXP
314	11112 24433	   	170.27	DCR|3VULN|1AART|1CDMG|1ZMB	1LIT|2AART|34aVULN|5RPLT|6RCR|7ZMB|8CDMG|9FEWX
315	11112 24441	   	170.27	DCR|3VULN|1AART|1CDMG|1ZMB	1aLIT|2AART|349VULN|5RPLT|6RCR|7ZMB|8CDMG
316	11112 24443	   	170.27	DCR|3VULN|1AART|1CDMG|1ZMB	1LIT|2AART|349VULN|5RPLT|6RCR|7ZMB|8CDMG|aBEXP
317	11112 26521	   	170.27	DCR|3VULN|1AART|1CDMG|1ZMB	1aLIT|2AART|347VULN|5RPLT|6RCR|8CDMG|9ZMB
318	11112 26523	   	170.27	DCR|3VULN|1AART|1CDMG|1ZMB	1LIT|2AART|347VULN|5RPLT|6RCR|8CDMG|9ZMB|aBEXP
319	11112 26524	   	170.27	DCR|3VULN|1AART|1CDMG|1ZMB	1LIT|2AART|347VULN|5RPLT|6RCR|8CDMG|9ZMB|aFEWX
320	11342 61413	   	170.22	DCR|2AART|2VULN|1DMG|1CDMG	1LIT|23AART|4CDMG|5MLV|6DMG|7ERES|8RCR|9aVULN
321	11132 13214	   	170.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2AART|3VULN|46DMG|5RCR|7TLV|8RPLT|9ZMB|aCDMG
322	11132 22544	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2AART|38VULN|4DMG|5RCR|6CGEN|7ZMB|9CDMG|aTLV
323	11122 16614	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2AART|38VULN|4NUKE|5RCR|6DMG|7RPLT|9ZMB|aCDMG
324	11116 36511	 * 	170.19	DCR|3VULN|3AART|1CDMG	1LIT|257AART|34aVULN|6CDMG|8RCR|9LHND
325	11132 11561	   	170.17	ACR|2VULN|2DMG|1AART|1ASPD	1aLIT|2AART|38VULN|46DMG|5RCR|7BEXP|9ASPD
326	11132 11564	   	170.17	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|38VULN|46DMG|5RCR|7BEXP|9ASPD|aFEWX
327	11112 24442	   	170.17	DCR|3VULN|1AART|1CDMG|1ZMB	1LIT|2AART|349VULN|5RPLT|6RCR|7ZMB|8CDMG|aERES
328	11112 24463	   	170.17	DCR|3VULN|1AART|1CDMG|1ZMB	1LIT|2AART|34aVULN|5RPLT|6RCR|7ZMB|8CDMG|9DUST
329	11112 26522	   	170.17	DCR|3VULN|1AART|1CDMG|1ZMB	1LIT|2AART|347VULN|5RPLT|6RCR|8CDMG|9ZMB|aERES
330	11132 11377	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|39VULN|46DMG|5RCR|7BEXP|8MBVNT|aDUR
331	11132 11517	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|38VULN|46DMG|5RCR|7BEXP|9MBVNT|aDUR
332	11132 11562	   	170.07	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|38VULN|46DMG|5RCR|7BEXP|9ASPD|aERES
333	11132 12266	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|39VULN|46DMG|5RCR|7DUST|8BEXP|aDUR
334	11132 12363	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|39VULN|46DMG|5RCR|7DUST|8LHND|aDUR
335	11132 12536	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|38VULN|46DMG|5RCR|7DUST|9BEXP|aDUR
336	11132 12561	   	170.07	ACR|2VULN|2DMG|1AART|1ASPD	1aLIT|2AART|38VULN|46DMG|5RCR|7DUST|9ASPD
337	11132 12563	   	170.07	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|38VULN|46DMG|5RCR|7DUST|9ASPD|aBEXP
338	11132 12564	   	170.07	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|38VULN|46DMG|5RCR|7DUST|9ASPD|aFEWX
339	11132 13632	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|3aVULN|46DMG|5RCR|7TLV|8DUR|9FEWX
340	11132 13641	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1aLIT|2AART|39VULN|46DMG|5RCR|7TLV|8DUR
341	11132 13644	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|39VULN|46DMG|5RCR|7TLV|8DUR|aBEXP
342	11132 13645	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|39VULN|46DMG|5RCR|7TLV|8DUR|aLWND
343	11132 13646	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|39VULN|46DMG|5RCR|7TLV|8DUR|aLHND
344	11132 35442	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	19LIT|2AART|38VULN|4aDMG|5RCR|6VENICY|7DUR
345	11132 52465	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|39VULN|4aDMG|5RCR|6MBVNT|7FEWX|8DUR
346	11132 54465	   	170.07	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|39VULN|4aDMG|5RCR|6MBVNT|7BEXP|8DUR
347	11162 13518	   	170.07	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|38VULN|4ASPD|5RCR|6aDMG|7CGEN|9MBVNT
348	11132 12517	   	169.97	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|38VULN|46DMG|5RCR|7DUST|9MBVNT|aDUR
349	11132 12562	   	169.97	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|38VULN|46DMG|5RCR|7DUST|9ASPD|aERES
350	11132 13642	   	169.97	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|39VULN|46DMG|5RCR|7TLV|8DUR|aERES
