0	Index      	 *	Score 	Summary	Detail	
1	25412 21225	 * 	178.68	DCR|4VULN|1AART|1DMG|1ZMB	1RPLT|2348VULN|5LSRREG|6ZMB|7DMG|9RCR|aAART
171	24225 25213	   	158.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RPLT|27DMG|3LHND|4CDMG|5VULN|6MBVNT|8DUR|9RCR|aAART
172	24225 27213	   	158.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2DMG|3LHND|4CDMG|57VULN|6MBVNT|8DUR|9RCR|aAART
173	22533 12136	   	158.48	ACR|3DMG|1VULN|1CDMG|1DUR	1RPLT|2DUST|3RCR|469DMG|5VULN|7TLV|8DUR|aCDMG
174	22533 36136	   	158.48	ACR|3DMG|1VULN|1CDMG|1DUR	1RPLT|2DUST|3RCR|489DMG|5VULN|6TLV|7DUR|aCDMG
175	22325 36252	   	158.42	DCR|3VULN|3CDMG|1AART	1RPLT|27DUST|3CGEN|479CDMG|567VULN|7BPWR|8AART|aRCR
176	24335 63331	   	158.07	DCR|3VULN|1DMG|1CDMG|1ASPD	1RPLT|2DMG|3CANSTR|45aVULN|6RCR|7DUST|8CDMG|9ASPD
177	23612 23643	 * 	158.01	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1RPLT|2CGEN|35ASPD|45VULN|5BPWR|6LHND|7AART|8DMG|9DUR|aRCR
178	25411 62111	   	158.00	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1RPLT|234VULN|5LIT|6DUR|7ASPD|8CDMG|9RCR|aDMG
179	35515 23321	   	158.00	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1FEWX|2ASPD|3DMG|456VULN|7MLV|8CDMG|9RCR|aDUR
180	24112 14316	   	157.81	DCR|2VULN|2DMG|1AART	1RPLT|26DMG|3LWND|49VULN|5DUST|7MBVNT|8RCR|aAART
181	24212 14316	   	157.81	DCR|2VULN|2DMG|1AART	1RPLT|26DMG|3LHND|49VULN|5DUST|7MBVNT|8RCR|aAART
182	24412 14311	   	157.81	DCR|2VULN|2DMG|1AART	1RPLT|26DMG|3BEXP|49VULN|5DUST|7MBVNT|8RCR|aAART
183	21533 31332	   	157.77	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RPLT|2LHND|3RCR|4LIT|58DMG|6CDMG|7ZMB|9AART|aDUR
184	21535 35332	   	157.77	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RPLT|2LHND|3RCR|4LIT|5ZMB|6CDMG|78DMG|9AART|aDUR
185	21436 12222	   	157.73	DCR|3VULN|1DMG|1CDMG|1ZMB	1RPLT|245LHND|345VULN|45BPWR|6CDMG|7FEWX|8RCR|9ZMB|aDMG
186	21436 14222	   	157.73	DCR|3VULN|1DMG|1CDMG|1ZMB	1RPLT|245LHND|345VULN|45BPWR|6CDMG|7LWND|8RCR|9ZMB|aDMG
187	35533 26231	 * 	157.63	DCR|3VULN|1DMG|2ASPD|1ZMB	17FEWX|27ASPD|3DMG|4LHND|5RMIN|679VULN|7BPWR|8RCR|aZMB
188	21436 11222	   	157.63	DCR|3VULN|1DMG|1CDMG|1ZMB	1RPLT|245LHND|345VULN|45BPWR|6CDMG|7DUST|8RCR|9ZMB|aDMG
189	22533 11133	 * 	157.59	ACR|2DMG|2AART|1VULN	1RPLT|2DUST|3RCR|46DMG|5VULN|7LIT|8CGEN|9aAART
190	13531 16134	   	157.53	DCR|3DMG|1VULN|1CDMG|1ZMB	14LHND|2RMIN|357DMG|6ZMB|8RCR|9CDMG|aVULN
191	25413 32222	   	157.53	DCR|3VULN|1DMG|1CDMG|1ZMB	1RPLT|234VULN|5CDMG|6LHND|7FEWX|8RCR|9ZMB|aDMG
192	25413 34222	   	157.53	DCR|3VULN|1DMG|1CDMG|1ZMB	1RPLT|234VULN|5CDMG|6LHND|7LWND|8RCR|9ZMB|aDMG
193	24335 61233	   	157.45	DCR|2VULN|2DMG|1ZMB|1ASPD	1RPLT|29DMG|3CANSTR|45VULN|6RCR|7ZMB|8LWND|aASPD
194	24335 61333	   	157.45	DCR|2VULN|2DMG|1ZMB|1ASPD	1RPLT|29DMG|3CANSTR|45VULN|6RCR|7ZMB|8BEXP|aASPD
195	25413 12222	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	1RPLT|234VULN|5CDMG|6LEGI|7FEWX|8RCR|9ZMB|aDMG
196	25413 14222	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	1RPLT|234VULN|5CDMG|6LEGI|7LWND|8RCR|9ZMB|aDMG
197	25413 31222	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	1RPLT|234VULN|5CDMG|6LHND|7DUST|8RCR|9ZMB|aDMG
198	35236 36121	 * 	157.34	DCR|4VULN|1CDMG|2DUR|1ASPD	1FEWX|2ASPD|3aDUR|4678VULN|5CDMG|9RCR
199	25413 11222	   	157.33	DCR|3VULN|1DMG|1CDMG|1ZMB	1RPLT|234VULN|5CDMG|6LEGI|7DUST|8RCR|9ZMB|aDMG
200	24311 62413	 * 	157.17	DCR|2DMG|2AART|1VULN	1RPLT|28DMG|3CANSTR|4RCVC|5VULN|6RCR|7LHND|9aAART
201	24332 62413	   	157.17	DCR|2DMG|2AART|1VULN	15RPLT|28DMG|3CANSTR|4VULN|6RCR|7LHND|9aAART
202	24335 62113	   	157.17	DCR|2VULN|2AART|1DMG	1RPLT|2DMG|3CANSTR|45VULN|6RCR|78LHND|9aAART
203	24335 62213	   	157.17	DCR|2VULN|2AART|1DMG	18RPLT|2DMG|3CANSTR|45VULN|6RCR|7LHND|9aAART
204	24613 23533	   	157.16	DCR|3VULN|2DMG|1DUR|1SELL	1RPLT|2aDMG|3DUR|459VULN|6SELL|7RCVC|8RCR
205	24311 63413	   	157.07	DCR|2DMG|2AART|1VULN	1RPLT|28DMG|3CANSTR|4RCVC|5VULN|6RCR|7DUST|9aAART
206	24332 63413	   	157.07	DCR|2DMG|2AART|1VULN	15RPLT|28DMG|3CANSTR|4VULN|6RCR|7DUST|9aAART
207	22233 46221	   	156.96	DCR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2DUST|3CDMG|47VULN|5aDMG|6BEXP|8ZMB|9RCR
208	24422 36221	   	156.96	DCR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2aDMG|3BEXP|4CDMG|57VULN|6DUST|8ZMB|9RCR
209	25223 46221	   	156.96	DCR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|27VULN|3CDMG|4DUST|5aDMG|6BEXP|8ZMB|9RCR
210	25261 36221	   	156.96	DCR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|27VULN|3CDMG|4aDMG|5BEXP|6DUST|8ZMB|9RCR
211	24311 62412	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1RPLT|28DMG|3CANSTR|4RCVC|5VULN|6RCR|7LHND|9AART|aZMB
212	24332 62412	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	15RPLT|28DMG|3CANSTR|4VULN|6RCR|7LHND|9AART|aZMB
213	24335 62112	   	156.73	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3CANSTR|45VULN|6RCR|78LHND|9AART|aZMB
214	24335 62212	   	156.73	DCR|2VULN|1AART|1DMG|1ZMB	18RPLT|2DMG|3CANSTR|45VULN|6RCR|7LHND|9AART|aZMB
215	24335 61111	   	156.63	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3CANSTR|45VULN|6RCR|7ZMB|8ERES|9AART|aFEWX
216	24335 61112	   	156.63	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3CANSTR|45VULN|6RCR|7ZMB|8ERES|9AART|aRMIN
217	24311 63412	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1RPLT|28DMG|3CANSTR|4RCVC|5VULN|6RCR|7DUST|9AART|aZMB
218	24332 63412	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	15RPLT|28DMG|3CANSTR|4VULN|6RCR|7DUST|9AART|aZMB
219	25416 31333	   	156.58	DCR|3VULN|1AART|1DMG	1RPLT|234VULN|5AART|6DMG|7FEWX|8RMIN|9RCR|aERES
220	13536 34211	 * 	156.50	ACR|2DMG|1AART|1VULN|2ZMB	1478LHND|2RMIN|37DMG|5RCR|67ZMB|7BPWR|9AART|aVULN
221	23363 51143	 * 	156.49	ACR|2VULN|2AART|3ASPD	1RPLT|2aCGEN|3MGNSTR|4RCR|56aASPD|79AART|8aVULN|aBPWR
222	25416 32333	   	156.48	DCR|3VULN|1AART|1DMG	1RPLT|234VULN|5AART|6DMG|7DUST|8RMIN|9RCR|aERES
223	22533 14544	   	156.45	ACR|2DMG|1AART|1VULN|1ZMB	1RPLT|2DUST|3RCR|46DMG|5VULN|7MBVNT|8ZMB|9LWND|aAART
224	24613 33112	   	156.36	DCR|3VULN|1DMG|1CDMG|2DUR	1RPLT|2DMG|3aDUR|456VULN|7LIT|8CDMG|9RCR
225	22533 14524	   	156.35	ACR|2DMG|1AART|1VULN|1ZMB	1RPLT|2DUST|3RCR|46DMG|5VULN|7MBVNT|8ZMB|9LEGI|aAART
226	22533 14531	   	156.35	ACR|2DMG|1AART|1VULN|1ZMB	1RPLT|29DUST|3RCR|46DMG|5VULN|7MBVNT|8ZMB|aAART
227	24361 23141	 * 	156.08	ACR|3VULN|1DMG|1CDMG|1ASPD	1RPLT|2DMG|3CANSTR|4RCR|5DUST|68aVULN|7ASPD|9CDMG
228	24361 21611	 * 	155.98	ACR|2DMG|1AART|1VULN|2DUR	1RPLT|2aDMG|3aCANSTR|4RCR|5DUST|6VULN|7BELT|8aDUR|9AART|aBPWR
229	22132 51154	 * 	155.86	DCR|3DMG|1VULN|3DUR|1ASPD	1RPLT|257DUST|367DUR|467DMG|67BPWR|8RCR|9VULN|aASPD
230	22533 11123	   	155.58	ACR|3DMG|2VULN	1RPLT|2DUST|3RCR|469DMG|5aVULN|7LIT|8CGEN
231	22533 24142	   	155.58	ACR|3DMG|2VULN	1RPLT|2DUST|3RCR|48aDMG|59VULN|6LHND|7CGEN
232	35533 26211	   	155.50	DCR|2VULN|2DMG|2ASPD|1DUR	17FEWX|27ASPD|3aDMG|4LHND|5RMIN|67VULN|7BPWR|8RCR|9DUR
233	22554 12232	   	155.48	ACR|2VULN|1AART|1DMG|1ASPD	1RPLT|2DUST|3RCR|4LIT|5AART|67VULN|8LHND|9ASPD|aDMG
234	22533 12342	   	155.48	ACR|3DMG|2VULN	1RPLT|2DUST|3RCR|46aDMG|59VULN|7TLV|8LHND
235	22533 12642	   	155.48	ACR|3DMG|2VULN	1RPLT|2DUST|3RCR|46aDMG|59VULN|7TLV|8FEWX
236	22533 14352	   	155.48	ACR|3DMG|2VULN	1RPLT|2DUST|3RCR|46aDMG|59VULN|7MBVNT|8RMIN
237	22533 14452	   	155.48	ACR|3DMG|2VULN	1RPLT|2DUST|3RCR|46aDMG|59VULN|7MBVNT|8MLV
238	22533 22142	   	155.48	ACR|3DMG|2VULN	1RPLT|2DUST|3RCR|48aDMG|59VULN|6LHND|7TLV
239	22533 31142	   	155.48	ACR|3DMG|2VULN	1RPLT|2DUST|3RCR|48aDMG|59VULN|6TLV|7FEWX
240	22533 34142	   	155.48	ACR|3DMG|2VULN	1RPLT|2DUST|3RCR|48aDMG|59VULN|6TLV|7LWND
241	22533 51142	   	155.48	ACR|3DMG|2VULN	1RPLT|2DUST|3RCR|48aDMG|59VULN|6ERES|7FEWX
242	22534 31142	   	155.48	ACR|3DMG|2VULN	1RPLT|2DUST|3RCR|48aDMG|5ERES|69VULN|7FEWX
243	22535 31142	   	155.48	ACR|3DMG|2VULN	1RPLT|2DUST|3RCR|48aDMG|5TLV|69VULN|7FEWX
244	25412 21221	   	155.48	DCR|4VULN|1DMG|1ZMB	1RPLT|2348VULN|5LSRREG|6ZMB|7DMG|9RCR|aFEWX
245	25412 21226	   	155.48	DCR|4VULN|1DMG|1ZMB	1RPLT|2348VULN|5LSRREG|6ZMB|7DMG|9RCR|aCGEN
246	21432 22431	   	155.48	DCR|3VULN|1AART|1DMG	1RPLT|24LHND|346VULN|4BPWR|5LSRREG|7AART|8DMG|9RCR|aFEWX
247	21432 22434	   	155.48	DCR|3VULN|1AART|1DMG	1RPLT|24LHND|346VULN|4BPWR|5LSRREG|7AART|8DMG|9RCR|aLWND
248	21432 22436	   	155.48	DCR|3VULN|1AART|1DMG	1aRPLT|24LHND|346VULN|4BPWR|5LSRREG|7AART|8DMG|9RCR
249	24365 31133	   	155.47	ACR|2VULN|2DMG|1ZMB|1ASPD	1RPLT|29DMG|3CANSTR|4RCR|58VULN|6ZMB|7BEXP|aASPD
250	24512 23343	   	155.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2DMG|35CGEN|45VULN|5BPWR|6LHND|7AART|8ZMB|9DUR|aRCR
251	24112 14446	   	155.41	DCR|2VULN|2DMG|1AART	1RPLT|26DMG|3LWND|48VULN|5DUST|7MBVNT|9RCR|aAART
252	24212 14446	   	155.41	DCR|2VULN|2DMG|1AART	1RPLT|26DMG|3LHND|48VULN|5DUST|7MBVNT|9RCR|aAART
253	24613 11511	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2aDMG|3DUR|45VULN|6BEXP|7LIT|8RCR|9CDMG
254	22533 12542	   	155.38	ACR|3DMG|2VULN	1RPLT|2DUST|3RCR|46aDMG|59VULN|7TLV|8LEGI
255	21432 22435	   	155.38	DCR|3VULN|1AART|1DMG	1RPLT|24LHND|346VULN|4BPWR|5LSRREG|7AART|8DMG|9RCR|aCANSTR
256	22433 33642	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2DUST|39VULN|4LIT|57DMG|6CDMG|8RCR|aDUR
257	25423 14322	   	155.29	DCR|3VULN|1AART|1ASPD|1DUR	1RPLT|23aVULN|4ASPD|58LIT|6RCR|7DUR|9AART
258	25613 14322	   	155.29	DCR|3VULN|1AART|1ASPD|1DUR	1RPLT|24aVULN|3ASPD|58LIT|6RCR|7DUR|9AART
259	23365 22413	   	155.29	ACR|2DMG|2AART|1VULN	1RPLT|2CGEN|3MGNSTR|4RCR|5VULN|68DMG|7MLV|9aAART
260	23365 23413	   	155.19	ACR|2DMG|2AART|1VULN	1RPLT|2CGEN|3MGNSTR|4RCR|5VULN|68DMG|7NUKE|9aAART
261	23365 25113	   	155.19	ACR|2VULN|2AART|1DMG	1RPLT|2CGEN|3MGNSTR|4RCR|57VULN|6DMG|8ERES|9aAART
262	23365 35113	   	155.19	ACR|2VULN|2AART|1DMG	1RPLT|2CGEN|3MGNSTR|4RCR|56VULN|7DMG|8ERES|9aAART
263	21252 32112	   	155.18	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2LHND|3CDMG|4AART|5DUST|6CGEN|7DMG|8aVULN|9RCR
264	21252 32113	   	155.18	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2LHND|3CDMG|4AART|5DUST|6CGEN|7aDMG|8VULN|9RCR
265	24352 13142	   	155.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2DMG|3CANSTR|4ERES|59VULN|6ZMB|7AART|8DUR|aRCR
266	24311 65222	   	155.16	DCR|3DMG|2VULN	1RPLT|27aDMG|3CANSTR|4RCVC|58VULN|6RCR|9MLV
267	24332 65222	   	155.16	DCR|3DMG|2VULN	15RPLT|27aDMG|3CANSTR|48VULN|6RCR|9MLV
268	25242 21312	   	155.13	DCR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1RPLT|26VULN|34CDMG|5ZMB|7BEXP|8RCR|9DUR|aDMG
269	24311 65232	   	155.06	DCR|3DMG|2VULN	1RPLT|27aDMG|3CANSTR|4RCVC|58VULN|6RCR|9DUST
270	24332 65232	   	155.06	DCR|3DMG|2VULN	15RPLT|27aDMG|3CANSTR|48VULN|6RCR|9DUST
271	22233 44221	   	155.03	DCR|3DMG|1VULN|1CDMG|1ZMB	1RPLT|2DUST|3CDMG|4VULN|57aDMG|6BEXP|8ZMB|9RCR
272	24422 34221	   	155.03	DCR|3DMG|1VULN|1CDMG|1ZMB	1RPLT|27aDMG|3BEXP|4CDMG|5VULN|6DUST|8ZMB|9RCR
273	25223 44221	   	155.03	DCR|3DMG|1VULN|1CDMG|1ZMB	1RPLT|2VULN|3CDMG|4DUST|57aDMG|6BEXP|8ZMB|9RCR
274	25261 34221	   	155.03	DCR|3DMG|1VULN|1CDMG|1ZMB	1RPLT|2VULN|3CDMG|47aDMG|5BEXP|6DUST|8ZMB|9RCR
275	24213 36124	   	155.01	DCR|5VULN|1DMG	1RPLT|2DMG|3LHND|45678VULN|9LWND|aRCR
276	35515 23313	   	154.98	DCR|3VULN|1DMG|2CDMG|1ASPD	1FEWX|2ASPD|3DMG|456VULN|7MLV|89CDMG|aRCR
277	24511 11512	 * 	154.97	DCR|2VULN|2DMG|2CDMG	1RPLT|2aDMG|3CGEN|4aVULN|5RMIN|6BEXP|7LIT|8RCR|9aCDMG|aBPWR
278	25423 12222	   	154.97	DCR|3VULN|1AART|2ASPD	1RPLT|23aVULN|48ASPD|5LIT|6RCR|7LHND|9AART
279	25613 12222	   	154.97	DCR|3VULN|1AART|2ASPD	1RPLT|24aVULN|38ASPD|5LIT|6RCR|7LHND|9AART
280	24113 36334	   	154.91	DCR|5VULN|1DMG	1RPLT|2DMG|3LWND|45679VULN|8DUST|aRCR
281	13423 32236	 * 	154.88	DCR|2VULN|1AART|1DMG|2ZMB	18LHND|2RMIN|3AART|48ZMB|5BELT|6RCVC|78VULN|8BPWR|9DMG|aRCR
282	25423 15222	   	154.87	DCR|3VULN|1AART|2ASPD	1RPLT|23aVULN|48ASPD|5LIT|6RCR|7DUST|9AART
283	25613 15222	   	154.87	DCR|3VULN|1AART|2ASPD	1RPLT|24aVULN|38ASPD|5LIT|6RCR|7DUST|9AART
284	23365 31611	   	154.85	ACR|2VULN|1AART|1DMG|1ZMB	1RPLT|2CGEN|3MGNSTR|4RCR|56VULN|7ZMB|8DMG|9AART|aFEWX
285	23365 31612	   	154.85	ACR|2VULN|1AART|1DMG|1ZMB	1RPLT|2CGEN|3MGNSTR|4RCR|56VULN|7ZMB|8DMG|9AART|aRMIN
286	23365 22412	   	154.85	ACR|2DMG|1AART|1VULN|1ZMB	1RPLT|2CGEN|3MGNSTR|4RCR|5VULN|68DMG|7MLV|9AART|aZMB
287	23365 25112	   	154.75	ACR|2VULN|1AART|1DMG|1ZMB	1RPLT|2CGEN|3MGNSTR|4RCR|57VULN|6DMG|8ERES|9AART|aZMB
288	23365 35112	   	154.75	ACR|2VULN|1AART|1DMG|1ZMB	1RPLT|2CGEN|3MGNSTR|4RCR|56VULN|7DMG|8ERES|9AART|aZMB
289	21325 32553	   	154.68	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2LHND|3CGEN|4CDMG|56VULN|7BELT|8RCR|9AART|aDMG
290	23225 32553	   	154.68	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2CGEN|3LHND|4CDMG|56VULN|7BELT|8RCR|9AART|aDMG
291	24333 35135	 * 	154.48	DCR|2VULN|1AART|1DMG|1FLTHEA	1RPLT|2DMG|3CANSTR|47VULN|5AART|6CGEN|8TLV|9RCR|aFLTHEA
292	22563 41131	   	154.21	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1RPLT|2DUST|3RCR|4ASPD|5CDMG|6BEXP|7DUR|8AART|9aVULN
293	22556 31332	   	154.18	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|2DUST|3RCR|4LIT|5VULN|6ERES|7AART|8aDMG|9ASPD
294	35422 15221	   	154.18	ACR|2DMG|1AART|1VULN|1ASPD	1FEWX|2ASPD|3AART|4RCR|5DUST|6BEXP|7DLOT|8VULN|9aDMG
295	35422 25231	   	154.18	ACR|2DMG|1AART|1VULN|1ASPD	1FEWX|2ASPD|3AART|4RCR|5DUST|6LHND|7DLOT|8VULN|9aDMG
296	21432 12612	   	154.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RPLT|24LHND|34VULN|4BPWR|5LSRREG|6ZMB|7ASPD|8DMG|9AART|aRCR
297	21432 51612	   	154.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RPLT|24LHND|34VULN|4BPWR|5LSRREG|6ASPD|7ZMB|8DMG|9AART|aRCR
298	23345 31612	   	154.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2CGEN|3MGNSTR|4DUR|56VULN|7ZMB|8DMG|9AART|aRCR
299	22563 21131	   	154.11	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1RPLT|2DUST|3RCR|4ASPD|5CDMG|6MBVNT|7DUR|8AART|9aVULN
300	35422 35231	   	154.08	ACR|2DMG|1AART|1VULN|1ASPD	1FEWX|2ASPD|3AART|4RCR|5DUST|6LEGI|7DLOT|8VULN|9aDMG
301	21261 25243	   	153.98	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2LHND|3CDMG|47DMG|5BEXP|6MBVNT|8RCR|9VULN|aAART
302	24121 25243	   	153.98	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|27DMG|3LWND|4CDMG|5BEXP|6MBVNT|8RCR|9VULN|aAART
303	24221 25243	   	153.98	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|27DMG|3LHND|4CDMG|5BEXP|6MBVNT|8RCR|9VULN|aAART
304	24632 15212	   	153.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RPLT|27DMG|3DUR|4ERES|5AIRHEL|6ZMB|8VULN|9AART|aRCR
305	22531 31326	   	153.93	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1RPLT|2DUST|3RCR|4DMG|5ASPD|69VULN|7FEWX|8CDMG|aZMB
306	22533 41326	   	153.93	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1RPLT|2DUST|3RCR|4DMG|59VULN|6ASPD|7FEWX|8CDMG|aZMB
307	23666 32223	   	153.88	ACR|3VULN|1DMG|1CDMG|1ASPD	1RPLT|2CGEN|3ASPD|4DMG|5RCR|6LWND|789VULN|aCDMG
308	24335 13335	   	153.88	DCR|2VULN|1AART|1DMG|1FLTHEA	1RPLT|2DMG|3CANSTR|45VULN|6AART|7TLV|8CGEN|9RCR|aFLTHEA
309	22533 36342	   	153.83	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RPLT|2DUST|3RCR|4aDMG|5VULN|6TLV|7DUR|8CDMG|9ZMB
310	21561 33613	 * 	153.78	ACR|2VULN|2DMG|2ASPD	1RPLT|278aLHND|3RCR|45ASPD|6aVULN|9aDMG|aBPWR
311	22531 36142	   	153.71	ACR|2VULN|2DMG|1ASPD|1DUR	1RPLT|2DUST|3RCR|48DMG|5ASPD|69VULN|7DUR|aNUKE
312	21532 33453	   	153.68	ACR|2VULN|2DMG|1CDMG	1RPLT|2LHND|3RCR|4LIT|5CGEN|6CDMG|78DMG|9aVULN
313	21436 12211	   	153.67	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|245LHND|345VULN|45BPWR|6CDMG|7FEWX|8RCR|9DUR|aDMG
314	21436 14211	   	153.67	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|245LHND|345VULN|45BPWR|6CDMG|7LWND|8RCR|9DUR|aDMG
315	23642 34331	   	153.61	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1RPLT|2CGEN|3ASPD|4CDMG|5ZMB|6RCR|7FEWX|8aDMG|9VULN
316	21436 12234	 * 	153.59	DCR|5VULN|1CDMG	1RPLT|245LHND|3459aVULN|45BPWR|6CDMG|7FEWX|8RCR
317	21533 33553	   	153.58	ACR|2VULN|2DMG|1CDMG	1RPLT|2LHND|3RCR|4LIT|57DMG|6CDMG|8TLV|9aVULN
318	21533 35233	   	153.58	ACR|2VULN|2DMG|1CDMG	1RPLT|2LHND|3RCR|4LIT|59DMG|6CDMG|7NUKE|8aVULN
319	22533 11343	   	153.58	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|46DMG|59VULN|7LIT|8CDMG|aRMIN
320	22533 11345	   	153.58	ACR|2VULN|2DMG|1CDMG	1aRPLT|2DUST|3RCR|46DMG|59VULN|7LIT|8CDMG
321	22533 21364	   	153.58	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|48DMG|59VULN|6LHND|7CDMG|aLWND
322	22533 21365	   	153.58	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|48DMG|59VULN|6LHND|7CDMG|aLIT
323	22533 21562	   	153.58	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|4aDMG|59VULN|6LHND|7CDMG|8FEWX
324	22533 61341	   	153.58	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|4aDMG|59VULN|6RCVC|7LIT|8CDMG
325	22552 33223	   	153.58	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|4LIT|5CGEN|6CDMG|79DMG|8aVULN
326	21436 11211	   	153.57	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|245LHND|345VULN|45BPWR|6CDMG|7DUST|8RCR|9DUR|aDMG
327	22531 36143	   	153.56	ACR|2VULN|2DMG|1ASPD|1DUR|1SELL	1RPLT|2DUST|3RCR|48DMG|5ASPD|69VULN|7DUR|aSELL
328	22616 52212	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	13RPLT|25DUST|45VULN|5BPWR|6RCR|7ZMB|8CDMG|9DUR|aDMG
329	21436 11234	   	153.49	DCR|5VULN|1CDMG	1RPLT|245LHND|3459aVULN|45BPWR|6CDMG|7DUST|8RCR
330	22533 11344	   	153.48	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|46DMG|59VULN|7LIT|8CDMG|aDLOT
331	22533 11353	   	153.48	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|46DMG|5aVULN|7LIT|8CDMG|9TLV
332	22533 12254	   	153.48	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|46DMG|5aVULN|7TLV|8RCVC|9CDMG
333	22533 12423	   	153.48	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|46DMG|59VULN|7TLV|8CGEN|aCDMG
334	22533 13662	   	153.48	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|46DMG|59VULN|7LHND|8CDMG|aNUKE
335	22533 13663	   	153.48	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|46DMG|59VULN|7LHND|8CDMG|aTLV
336	22533 21362	   	153.48	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|48DMG|59VULN|6LHND|7CDMG|aNUKE
337	22533 21363	   	153.48	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|48DMG|59VULN|6LHND|7CDMG|aTLV
338	22533 31321	   	153.48	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|4aDMG|59VULN|6TLV|7FEWX|8CDMG
339	22535 31321	   	153.48	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|4aDMG|5TLV|69VULN|7FEWX|8CDMG
340	22553 33353	   	153.48	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|4LIT|57DMG|6CDMG|8TLV|9aVULN
341	22553 35223	   	153.48	ACR|2VULN|2DMG|1CDMG	1RPLT|2DUST|3RCR|4LIT|59DMG|6CDMG|7NUKE|8aVULN
