0	Index      	 *	Score 	Summary	Detail	
1	25123 63326	 * 	196.64	DCR|3VULN|2DMG|1AART|2DUR|1ASPD	1aDUR|2ASPD|36aVULN|4AART|5BEXP|7FEWX|8RCR|9aDMG|aBPWR
163	21323 61511	   	171.63	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|267VULN|3CGEN|4AART|5RCR|8CDMG|9LIT|aZMB
164	21323 13212	   	171.53	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|29aVULN|3CGEN|4AART|5RCR|6ZMB|7CDMG|8DUST
165	21423 61511	   	171.53	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|267VULN|3TLV|4AART|5RCR|8CDMG|9LIT|aZMB
166	62233 66223	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	1MLV|25DMG|3CGEN|4RMIN|6AART|7aVULN|8RCR|9ZMB
167	21254 26221	   	171.41	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|23aVULN|4ASPD|5MLV|6DMG|7ZMB|8RCR|9CDMG
168	21255 26221	   	171.41	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|23aVULN|4ASPD|5CGEN|6DMG|7ZMB|8RCR|9CDMG
169	41124 26221	   	171.41	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	12aVULN|3ASPD|4DUR|5MLV|6DMG|7ZMB|8RCR|9CDMG
170	41125 26221	   	171.41	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	12aVULN|3ASPD|4DUR|5CGEN|6DMG|7ZMB|8RCR|9CDMG
171	42124 26221	   	171.41	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	12aVULN|2BPWR|3ASPD|4DUR|5MLV|6DMG|7ZMB|8RCR|9CDMG
172	42125 26221	   	171.41	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	12aVULN|2BPWR|3ASPD|4DUR|5CGEN|6DMG|7ZMB|8RCR|9CDMG
173	21251 26221	   	171.31	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|23aVULN|4ASPD|5ERES|6DMG|7ZMB|8RCR|9CDMG
174	41121 26221	   	171.31	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	12aVULN|3ASPD|4DUR|5ERES|6DMG|7ZMB|8RCR|9CDMG
175	42121 26221	   	171.31	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	12aVULN|2BPWR|3ASPD|4DUR|5ERES|6DMG|7ZMB|8RCR|9CDMG
176	21321 42222	   	171.11	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	16DUR|27VULN|3CGEN|4AART|5DMG|8RCR|9aZMB
177	21324 22226	   	171.11	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	15DUR|27VULN|3CGEN|4AART|69ZMB|8RCR|aDMG
178	21321 42231	   	171.08	DCR|2VULN|1AART|1DMG|3DUR|1ZMB	169DUR|27VULN|3CGEN|4AART|5DMG|8RCR|aZMB
179	21421 42222	   	171.01	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	16DUR|27VULN|3TLV|4AART|5DMG|8RCR|9aZMB
180	24421 42222	   	171.01	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	16DUR|2ERES|37VULN|4AART|5DMG|8RCR|9aZMB
181	21421 42231	   	170.98	DCR|2VULN|1AART|1DMG|3DUR|1ZMB	169DUR|27VULN|3TLV|4AART|5DMG|8RCR|aZMB
182	24421 42231	   	170.98	DCR|2VULN|1AART|1DMG|3DUR|1ZMB	169DUR|2ERES|37VULN|4AART|5DMG|8RCR|aZMB
183	46111 31226	   	170.66	DCR|2VULN|2DMG|1AART|1FLTHEA	1aVULN|2FLTHEA|36aCGEN|4LWND|5LHND|7aDMG|8AART|9RCR|aBPWR
184	46131 31226	   	170.66	DCR|2VULN|2DMG|1AART|1FLTHEA	1aVULN|2FLTHEA|36aCGEN|4BEXP|5LHND|7aDMG|8AART|9RCR|aBPWR
185	44323 61223	   	170.62	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|24ERES|3FEWX|56DMG|7AART|8RCR|9ZMB
186	11651 61312	   	170.58	DCR|3VULN|1AART|1DMG|1ZMB	19LWND|267VULN|3DUST|4AART|5DMG|8RCR|aZMB
187	13251 61312	   	170.58	DCR|3VULN|1AART|1DMG|1ZMB	19LWND|2DUST|367VULN|4AART|5DMG|8RCR|aZMB
188	13251 61336	   	170.58	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2DUST|367VULN|4AART|5DMG|8RCR|9FEWX|aZMB
189	31551 61312	   	170.58	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|267VULN|39LWND|4AART|5DMG|8RCR|aZMB
190	46423 32221	   	170.46	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	13VULN|2FLTHEA|4BEXP|5DUR|6DMG|7CDMG|8LHND|9AART|aRCR
191	11254 62223	   	170.46	DCR|4VULN|1AART|1ZMB|1ASPD	1LWND|237aVULN|4ASPD|5MLV|6AART|8RCR|9ZMB
192	11255 62223	   	170.46	DCR|4VULN|1AART|1ZMB|1ASPD	1LWND|237aVULN|4ASPD|5CGEN|6AART|8RCR|9ZMB
193	41136 62223	   	170.46	DCR|4VULN|1AART|1ZMB|1ASPD	127aVULN|3ASPD|4RMIN|5LWND|6AART|8RCR|9ZMB
194	42136 62223	   	170.46	DCR|4VULN|1AART|1ZMB|1ASPD	127aVULN|2BPWR|3ASPD|4RMIN|5LWND|6AART|8RCR|9ZMB
195	21122 62235	   	170.14	DCR|3VULN|2AART|2DUR|1ASPD	19DUR|27aVULN|3ASPD|46AART|5ERES|8RCR
196	25122 62235	   	170.14	DCR|3VULN|2AART|2DUR|1ASPD	19DUR|2ASPD|37aVULN|46AART|5ERES|8RCR
197	11155 62212	   	170.03	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1LWND|27VULN|34ASPD|5CGEN|6AART|8RCR|9CDMG|aDMG
198	21125 24223	   	170.01	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	17DUR|27VULN|3aASPD|4AART|5DMG|67LWND|7BPWR|8RCR|9CGEN
199	25125 24231	   	170.01	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	17DUR|27ASPD|39VULN|4AART|5DMG|67LWND|7BPWR|8RCR|aLHND
200	21321 42211	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|27VULN|3aCGEN|4AART|5DMG|8RCR|9CDMG
201	21321 42216	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|27VULN|3CGEN|4AART|5DMG|8RCR|9CDMG|aLWND
202	21125 24213	   	169.91	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	17DUR|27VULN|3aASPD|4AART|5DMG|67LWND|7BPWR|8RCR|9CANSTR
203	21125 24243	   	169.91	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	17DUR|27VULN|3aASPD|4AART|5DMG|67LWND|7BPWR|8RCR|9ERES
204	25121 12426	   	169.91	DCR|2DMG|1AART|1VULN|2ASPD|2DUR	1aDUR|2aASPD|3VULN|4AART|5NUKE|6BEXP|7RMIN|8RCR|9aDMG|aBPWR
205	25121 32426	   	169.91	DCR|2DMG|1AART|1VULN|2ASPD|2DUR	1aDUR|2aASPD|3VULN|4AART|5NUKE|6FEWX|7RMIN|8RCR|9aDMG|aBPWR
206	25125 24233	   	169.91	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	17DUR|27ASPD|39VULN|4AART|5DMG|67LWND|7BPWR|8RCR|aERES
207	21421 42211	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|27VULN|3TLV|4AART|5DMG|8RCR|9CDMG|aCGEN
208	21421 42212	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|27VULN|3TLV|4AART|5DMG|8RCR|9CDMG|aFEWX
209	21421 42215	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|27VULN|3TLV|4AART|5DMG|8RCR|9CDMG|aLIT
210	21421 42216	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|27VULN|3TLV|4AART|5DMG|8RCR|9CDMG|aMLV
211	24421 42211	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|2ERES|37VULN|4AART|5DMG|8RCR|9CDMG|aCGEN
212	24421 42212	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|2ERES|37VULN|4AART|5DMG|8RCR|9CDMG|aFEWX
213	21124 22263	   	169.79	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	15DUR|27aVULN|3ASPD|4AART|6ZMB|8RCR|9CGEN
214	25124 22263	   	169.79	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	15DUR|2ASPD|37aVULN|4AART|6ZMB|8RCR|9CGEN
215	25125 24232	   	169.76	DCR|2VULN|1AART|1DMG|2ASPD|2DUR|1SELL	17DUR|27ASPD|39VULN|4AART|5DMG|67LWND|7BPWR|8RCR|aSELL
216	21255 61212	   	169.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|23VULN|4ASPD|5CGEN|6DMSP|7AART|8RCR|9CDMG|aDMG
217	41125 61212	   	169.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	12VULN|3ASPD|4DUR|5CGEN|6DMSP|7AART|8RCR|9CDMG|aDMG
218	42125 61212	   	169.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	12VULN|2BPWR|3ASPD|4DUR|5CGEN|6DMSP|7AART|8RCR|9CDMG|aDMG
219	21125 42235	   	169.71	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	16DUR|27VULN|3aASPD|4AART|5DMG|8RCR|9ERES
220	21122 42223	   	169.69	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	16DUR|27aVULN|3ASPD|4AART|5ERES|8RCR|9ZMB
221	21124 22233	   	169.69	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	15DUR|27aVULN|3ASPD|4AART|6ZMB|8RCR|9TLV
222	21126 42223	   	169.69	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	16DUR|27aVULN|3ASPD|4AART|5TLV|8RCR|9ZMB
223	25122 42223	   	169.69	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	16DUR|2ASPD|37aVULN|4AART|5ERES|8RCR|9ZMB
224	25124 22233	   	169.69	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	15DUR|2ASPD|37aVULN|4AART|6ZMB|8RCR|9TLV
225	25126 42223	   	169.69	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	16DUR|2ASPD|37aVULN|4AART|5TLV|8RCR|9ZMB
226	41165 11212	   	169.43	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	12VULN|36ASPD|4FEWX|5CGEN|7AART|8RCR|9CDMG|aDMG
227	42165 11212	   	169.43	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	12VULN|2BPWR|36ASPD|4FEWX|5CGEN|7AART|8RCR|9CDMG|aDMG
228	21323 26262	   	169.43	ACR|3VULN|2AART|1ZMB|1DUR	1DUR|279VULN|3CGEN|48AART|5RCR|6LHND|aZMB
229	21125 62263	   	169.35	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1DUR|27VULN|3ASPD|46AART|5DMG|8RCR|9CGEN|aRMIN
230	21321 62262	   	169.35	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1DUR|27VULN|39CGEN|46AART|5DMG|8RCR|aASPD
231	21423 26262	   	169.33	ACR|3VULN|2AART|1ZMB|1DUR	1DUR|279VULN|3TLV|48AART|5RCR|6LHND|aZMB
232	21254 11223	   	169.31	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	1DUR|23aVULN|46ASPD|5MLV|7AART|8RCR|9ZMB
233	21255 11223	   	169.31	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	1DUR|23aVULN|46ASPD|5CGEN|7AART|8RCR|9ZMB
234	41124 11223	   	169.31	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	12aVULN|36ASPD|4DUR|5MLV|7AART|8RCR|9ZMB
235	41125 11223	   	169.31	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	12aVULN|36ASPD|4DUR|5CGEN|7AART|8RCR|9ZMB
236	42124 11223	   	169.31	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	12aVULN|2BPWR|36ASPD|4DUR|5MLV|7AART|8RCR|9ZMB
237	42125 11223	   	169.31	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	12aVULN|2BPWR|36ASPD|4DUR|5CGEN|7AART|8RCR|9ZMB
238	21242 51124	 * 	169.27	DCR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|238VULN|4RPLT|5BEXP|6RCR|7FLTHEA|9ZMB|aDMG
239	21125 62211	   	169.25	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1DUR|27VULN|3ASPD|46AART|5DMG|8RCR|9MBVNT|aLHND
240	21125 62215	   	169.25	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1DUR|27VULN|3ASPD|46AART|5DMG|8RCR|9MBVNT|aMLV
241	21125 62233	   	169.25	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1DUR|27VULN|3ASPD|46AART|5DMG|8RCR|9ERES|aRMIN
242	25125 62211	   	169.25	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1DUR|2ASPD|37VULN|46AART|5DMG|8RCR|9MBVNT|aLHND
243	25125 62233	   	169.25	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1DUR|2ASPD|37VULN|46AART|5DMG|8RCR|9ERES|aRMIN
244	21321 62246	   	169.25	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1DUR|27VULN|3CGEN|46AART|5DMG|8RCR|9DUST|aASPD
245	24413 61222	 * 	169.21	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	14DUR|2ERES|3VULN|56DMG|7AART|8RCR|9aZMB
246	21251 11223	   	169.21	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	1DUR|23aVULN|46ASPD|5ERES|7AART|8RCR|9ZMB
247	41121 11223	   	169.21	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	12aVULN|36ASPD|4DUR|5ERES|7AART|8RCR|9ZMB
248	41651 11223	   	169.21	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	12aVULN|3DUR|46ASPD|5ERES|7AART|8RCR|9ZMB
249	42121 11223	   	169.21	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	12aVULN|2BPWR|36ASPD|4DUR|5ERES|7AART|8RCR|9ZMB
250	42651 11223	   	169.21	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	12aVULN|2BPWR|3DUR|46ASPD|5ERES|7AART|8RCR|9ZMB
251	45421 11223	   	169.21	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	13aVULN|26ASPD|4DUR|5ERES|7AART|8RCR|9ZMB
252	24413 61231	   	169.18	DCR|2DMG|1AART|1VULN|3DUR|1ZMB	149DUR|2ERES|3VULN|56DMG|7AART|8RCR|aZMB
253	21243 51124	   	169.17	DCR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|238VULN|4RPLT|5DUST|6RCR|7FLTHEA|9ZMB|aDMG
254	21125 62213	   	169.15	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1DUR|27VULN|3ASPD|46AART|5DMG|8RCR|9MBVNT|aERES
255	25125 62213	   	169.15	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1DUR|2ASPD|37VULN|46AART|5DMG|8RCR|9MBVNT|aERES
256	21214 61226	   	169.15	DCR|2VULN|2DMG|1AART|2DUR	1aDUR|23VULN|4aCGEN|5CANSTR|6LWND|7aDMG|8AART|9RCR|aBPWR
257	26431 31226	   	169.15	DCR|2VULN|2DMG|1AART|2DUR	1aDUR|2CANSTR|3aVULN|46CGEN|5LHND|7aDMG|8AART|9RCR|aBPWR
258	21125 62212	   	169.01	DCR|2AART|2VULN|1DMG|1ASPD|1DUR|1SELL	1DUR|27VULN|3ASPD|46AART|5DMG|8RCR|9MBVNT|aSELL
259	25125 62212	   	169.01	DCR|2AART|2VULN|1DMG|1ASPD|1DUR|1SELL	1DUR|2ASPD|37VULN|46AART|5DMG|8RCR|9MBVNT|aSELL
260	23262 52153	 * 	168.91	DCR|3VULN|2DMG|3DUR	15aDUR|2DUST|36aVULN|4ERES|7RCR|8MLV|9aDMG|aBPWR
261	21125 12422	   	168.91	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1DUR|2VULN|3ASPD|4AART|59DMG|6BEXP|7RMIN|8RCR|aZMB
262	21125 12442	   	168.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|29VULN|3ASPD|4AART|5DMG|6BEXP|7RMIN|8RCR|aZMB
263	21125 22426	   	168.91	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|2VULN|3ASPD|4AART|59DMG|6LWND|7RMIN|8RCR|aZMB
264	25125 12422	   	168.91	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3VULN|4AART|59DMG|6BEXP|7RMIN|8RCR|aZMB
265	21125 15422	   	168.81	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|2VULN|3ASPD|4AART|59DMG|6BEXP|7ERES|8RCR|aZMB
266	21321 62324	   	168.62	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|27VULN|3CGEN|46AART|5DMG|8FEWX|9ZMB|aRCR
267	21321 62424	   	168.62	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|27VULN|3CGEN|46AART|5DMG|8LHND|9ZMB|aRCR
268	11151 23572	   	168.56	DCR|2VULN|2DMG|1AART|2ASPD	19LWND|29VULN|34ASPD|5ERES|69DMG|7AART|8MBVNT|9BPWR|aRCR
269	14521 22234	   	168.55	DCR|2VULN|2DMG|1AART|1DUR	16LWND|2ERES|3DUR|4AART|56DMG|6BPWR|79VULN|8RCR|aMLV
270	21321 62124	   	168.52	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|27VULN|3CGEN|46AART|5DMG|8DUST|9ZMB|aRCR
271	21421 62324	   	168.52	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|27VULN|3TLV|46AART|5DMG|8FEWX|9ZMB|aRCR
272	64323 25313	 * 	168.46	DCR|2VULN|1AART|2FLTHEA|2DUR|1ZMB	17MLV|2AART|37FLTHEA|4ZMB|5TLV|67DUR|7BPWR|8RCR|9aVULN
273	14521 22231	   	168.45	DCR|2DMG|2VULN|1AART|1DUR	16LWND|2ERES|3DUR|4AART|56DMG|6BPWR|79VULN|8RCR|aLEGI
274	14521 22232	   	168.45	DCR|2VULN|2DMG|1AART|1DUR	16LWND|2ERES|3DUR|4AART|56DMG|6BPWR|79VULN|8RCR|aDUST
275	14521 22233	   	168.45	DCR|2VULN|2DMG|1AART|1DUR	16LWND|2ERES|3DUR|4AART|56DMG|6BPWR|79VULN|8RCR|aTLV
276	21421 62124	   	168.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|27VULN|3TLV|46AART|5DMG|8DUST|9ZMB|aRCR
277	22653 21213	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	13DUR|2RCVC|4aVULN|5DMG|6CGEN|7AART|8RCR|9CDMG
278	21323 61213	   	168.01	ACR|4VULN|1AART|1ASPD|1DUR	1DUR|2679VULN|3CGEN|4AART|5RCR|8MGNLIT|aASPD
279	21323 61365	   	168.01	ACR|4VULN|1AART|1ASPD|1DUR	1DUR|267aVULN|3CGEN|4AART|5RCR|8LWND|9ASPD
280	24413 61211	   	168.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUR|2ERES|3VULN|56DMG|7AART|8RCR|9CDMG|aCGEN
281	24413 61212	   	168.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUR|2ERES|3VULN|56DMG|7AART|8RCR|9CDMG|aFEWX
282	21423 61213	   	167.91	ACR|4VULN|1AART|1DUR|1ASPD	1DUR|2679VULN|3TLV|4AART|5RCR|8MGNLIT|aASPD
283	24423 61213	   	167.91	ACR|4VULN|1AART|1DUR|1ASPD	1DUR|2ERES|3679VULN|4AART|5RCR|8MGNLIT|aASPD
284	41323 33572	   	167.84	DCR|3VULN|1AART|1DMG|2ZMB	129VULN|39ERES|4LWND|5DMG|69ZMB|7AART|8MBVNT|9BPWR|aRCR
285	42323 33572	   	167.84	DCR|3VULN|1AART|1DMG|2ZMB	129VULN|29BPWR|39ERES|4LWND|5DMG|69ZMB|7AART|8MBVNT|aRCR
286	21124 22211	   	167.79	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	15DUR|27VULN|3ASPD|4AART|6ZMB|8RCR|9CDMG|aCGEN
287	21124 22212	   	167.79	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	15DUR|27VULN|3ASPD|4AART|6ZMB|8RCR|9CDMG|aFEWX
288	21124 22215	   	167.79	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	15DUR|27VULN|3ASPD|4AART|6ZMB|8RCR|9CDMG|aLIT
289	25124 22211	   	167.79	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	15DUR|2ASPD|37VULN|4AART|6ZMB|8RCR|9CDMG|aCGEN
290	25124 22212	   	167.79	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	15DUR|2ASPD|37VULN|4AART|6ZMB|8RCR|9CDMG|aFEWX
291	25124 22215	   	167.79	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	15DUR|2ASPD|37VULN|4AART|6ZMB|8RCR|9CDMG|aLIT
292	21324 22212	   	167.79	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	15DUR|27VULN|3CGEN|4AART|6ZMB|8RCR|9CDMG|aASPD
293	21255 11215	 * 	167.75	DCR|2VULN|2AART|2ASPD|1CDMG|1DUR	1DUR|23VULN|46ASPD|5CGEN|7aAART|8RCR|9CDMG
294	41125 11215	   	167.75	DCR|2VULN|2AART|2ASPD|1CDMG|1DUR	12VULN|36ASPD|4DUR|5CGEN|7aAART|8RCR|9CDMG
295	42125 11215	   	167.75	DCR|2VULN|2AART|2ASPD|1CDMG|1DUR	12VULN|2BPWR|36ASPD|4DUR|5CGEN|7aAART|8RCR|9CDMG
296	21321 62233	   	167.71	DCR|2AART|2VULN|1DMG|2DUR	19DUR|27VULN|3CGEN|46AART|5DMG|8RCR|aMLV
297	21321 62234	   	167.71	DCR|2AART|2VULN|1DMG|2DUR	19DUR|27VULN|3CGEN|46AART|5DMG|8RCR|aLIT
298	21124 22216	   	167.69	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	15DUR|27VULN|3ASPD|4AART|6ZMB|8RCR|9CDMG|aTLV
299	25124 22216	   	167.69	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	15DUR|2ASPD|37VULN|4AART|6ZMB|8RCR|9CDMG|aTLV
300	21421 62233	   	167.61	DCR|2AART|2VULN|1DMG|2DUR	19DUR|27VULN|3TLV|46AART|5DMG|8RCR|aMLV
301	21421 62234	   	167.61	DCR|2AART|2VULN|1DMG|2DUR	19DUR|27VULN|3TLV|46AART|5DMG|8RCR|aLIT
302	21421 62236	   	167.61	DCR|2AART|2VULN|1DMG|2DUR	19DUR|27VULN|3TLV|46AART|5DMG|8RCR|aLWND
303	24421 62233	   	167.61	DCR|2AART|2VULN|1DMG|2DUR	19DUR|2ERES|37VULN|46AART|5DMG|8RCR|aMLV
304	21321 62231	   	167.61	DCR|2AART|2VULN|1DMG|2DUR	19DUR|27VULN|3CGEN|46AART|5DMG|8RCR|aLEGI
305	21321 62236	   	167.61	DCR|2AART|2VULN|1DMG|2DUR	19DUR|27VULN|3CGEN|46AART|5DMG|8RCR|aNUKE
306	21323 61522	   	167.56	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|267VULN|3CGEN|4AART|5RCR|8CDMG|9RMIN|aASPD
307	21323 61532	   	167.56	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|267VULN|39CGEN|4AART|5RCR|8CDMG|aASPD
308	21421 62231	   	167.51	DCR|2AART|2VULN|1DMG|2DUR	19DUR|27VULN|3TLV|46AART|5DMG|8RCR|aLEGI
309	21421 62235	   	167.51	DCR|2AART|2VULN|1DMG|2DUR	19DUR|27VULN|3TLV|46AART|5DMG|8RCR|aERES
310	24421 62231	   	167.51	DCR|2AART|2VULN|1DMG|2DUR	19DUR|2ERES|37VULN|46AART|5DMG|8RCR|aLEGI
311	21423 61532	   	167.46	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|267VULN|3TLV|4AART|5RCR|8CDMG|9CGEN|aASPD
312	21323 13452	   	167.42	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	1DUR|2aVULN|3CGEN|49AART|5RCR|6ZMB|7CDMG|8BEXP
313	21323 13252	   	167.32	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	1DUR|2aVULN|3CGEN|49AART|5RCR|6ZMB|7CDMG|8DUST
314	21321 42224	   	167.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|27VULN|3CGEN|4AART|5DMG|8RCR|9ZMB|aRMIN
315	21321 42226	   	167.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|27VULN|3CGEN|4AART|5DMG|8RCR|9ZMB|aFEWX
316	21324 22266	   	167.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	15DUR|27VULN|39CGEN|4AART|6ZMB|8RCR|aDMG
317	24321 23223	   	167.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	16DUR|2ERES|37FEWX|4AART|56DMG|6BPWR|8RCR|9ZMB|aVULN
318	14521 26223	   	167.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	16LWND|2ERES|37DUR|4AART|56DMG|6BPWR|8RCR|9ZMB|aVULN
319	21211 62266	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	1DUR|23VULN|4CGEN|5ERES|69DMG|7RCR|8FEWX|aAART
320	21421 42224	   	167.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|27VULN|3TLV|4AART|5DMG|8RCR|9ZMB|aRMIN
321	21421 42226	   	167.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|27VULN|3TLV|4AART|5DMG|8RCR|9ZMB|aFEWX
322	21421 42262	   	167.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|27VULN|3TLV|4AART|5DMG|8RCR|9CGEN|aZMB
323	24321 21223	   	167.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	16DUR|27ERES|3FEWX|4AART|56DMG|6BPWR|8RCR|9ZMB|aVULN
324	24421 41223	   	167.06	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|27ERES|3aVULN|4AART|5DMG|8RCR|9ZMB
325	21323 61255	   	167.04	ACR|3VULN|1AART|1DMG|1DUR	1DUR|267VULN|39CGEN|4AART|5RCR|8MGNLIT|aDMG
326	21323 61635	   	167.04	ACR|3VULN|1AART|1DMG|1DUR	1DUR|267VULN|39CGEN|4AART|5RCR|8RCVC|aDMG
