0	Index      	 *	Score 	Summary	Detail	
1	26332 12416	 * 	199.51	DCR|4VULN|2DMG|1AART|1DUR	128aVULN|39DMG|4BEXP|5DUR|6AART|7RCR
168	16522 33351	 * 	173.45	ACR|2AART|2VULN|1CDMG|2DUR|1ASPD	1FEWX|2aVULN|3RCR|49AART|58DUR|6ASPD|7CDMG
169	21225 35261	   	173.35	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	18VULN|2MLV|3ASPD|4DUR|5CGEN|6RCR|7FLTHEA|9AART|aDMG
170	23151 13266	   	173.29	DCR|3VULN|1AART|1DMG|1ZMB	15aVULN|235LWND|4AART|5BPWR|6RCVC|7ZMB|8RCR|9DMG
171	21432 12316	   	173.16	DCR|2VULN|2DMG|1AART|1DUR	18VULN|2MLV|3RCVC|4BEXP|5DUR|6AART|7RCR|9aDMG
172	42432 12336	   	173.16	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|29VULN|3RCVC|4BEXP|5DUR|6AART|7RCR|8aDMG
173	26332 23436	 * 	173.13	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	12VULN|3DMG|4BEXP|58aDUR|6CDMG|7RCR|9AART
174	26332 12236	   	173.11	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3DMG|4BEXP|58DUR|6AART|7RCR|9LWND
175	26332 12256	   	173.11	DCR|3VULN|1AART|1DMG|2DUR	12aVULN|3DMG|4BEXP|58DUR|6AART|7RCR|9LHND
176	26332 12433	   	173.11	DCR|3VULN|1AART|1DMG|2DUR	128VULN|3DMG|4BEXP|5aDUR|6AART|7RCR|9LWND
177	26332 12453	   	173.11	DCR|3VULN|1AART|1DMG|2DUR	128VULN|3DMG|4BEXP|5aDUR|6AART|7RCR|9LHND
178	23265 13153	   	173.06	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18VULN|28LWND|3RPLT|4DUR|5DUST|68DMG|7AART|8BPWR|9ZMB|aRCR
179	15124 61444	 * 	173.04	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	18FEWX|28ASPD|3DMG|4DUR|5RCR|6MBVNT|78VULN|8BPWR|9AART|aZMB
180	26332 12463	   	173.01	DCR|3VULN|1AART|1DMG|2DUR	128VULN|3DMG|4BEXP|59DUR|6AART|7RCR|aLEGI
181	53413 23336	   	172.37	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1SELL	1ZMB|2SELL|3LHND|4CDMG|5aDMG|6VULN|7ASPD|8RCR|9AART
182	16522 33411	   	172.36	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	19FEWX|28aVULN|3RCR|4AART|5DUR|6ASPD|7CDMG
183	14323 15261	 * 	172.32	DCR|3VULN|3DMG	14FEWX|2RCVC|348DMG|4BPWR|5RPLT|69aVULN|7RCR
184	31228 31761	   	172.27	DCR|3DMG|2VULN|1AART	14BASHEA|2MBVNT|34VULN|4BPWR|56aDMG|7LWND|8AART|9RCR
185	31228 31762	   	172.27	DCR|3VULN|2DMG|1AART	14BASHEA|2MBVNT|34aVULN|4BPWR|56DMG|7LWND|8AART|9RCR
186	23623 51411	   	172.02	DCR|3VULN|1AART|1DMG|1DUR	158VULN|2LWND|3AART|4RMIN|6RCR|7DUR|9DMG|aFEWX
187	23623 51413	   	172.02	DCR|3VULN|1AART|1DMG|1DUR	158VULN|2LWND|3AART|4RMIN|6RCR|7DUR|9DMG|aLHND
188	33211 11235	   	171.92	ACR|4VULN|2DMG|1DUR	1aBASHEA|2LHND|368aVULN|4DUR|5RCR|7CGEN|9aDMG|aBPWR
189	33211 23235	   	171.92	ACR|4VULN|2DMG|1DUR	1aBASHEA|2LHND|378aVULN|4DUR|5RCR|6CGEN|9aDMG|aBPWR
190	16521 31411	   	171.84	ACR|3VULN|1AART|1DMG|1ASPD	1aFEWX|278VULN|3RCR|4AART|5LWND|6ASPD|9DMG
191	16521 31412	   	171.84	ACR|3VULN|1AART|1DMG|1ASPD	1FEWX|278VULN|3RCR|4AART|5LWND|6ASPD|9DMG|aLHND
192	16521 31413	   	171.84	ACR|3VULN|1AART|1DMG|1ASPD	1FEWX|278VULN|3RCR|4AART|5LWND|6ASPD|9DMG|aLIT
193	14323 15136	   	171.76	DCR|2VULN|2DMG|1AART|1DUR	14FEWX|2RCVC|34DMG|4BPWR|5RPLT|68VULN|7RCR|9AART|aDUR
194	23624 53322	   	171.72	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|25LWND|3AART|4RMIN|5BPWR|6RCR|7ASPD|8CDMG|9RCVC|aDMG
195	23623 53322	   	171.62	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2LWND|3AART|4RMIN|6RCR|7ASPD|8CDMG|9RCVC|aDMG
196	16641 23231	   	171.38	DCR|3VULN|1AART|1DMG|1ZMB	145FEWX|256VULN|3AART|5BPWR|7ZMB|8RCR|9DMSP|aDMG
197	31848 33425	 * 	171.31	DCR|3DMG|2VULN|3DUR	17aBASHEA|2MBVNT|3MLV|47aDUR|578DMG|6RCR|7aBPWR|9aVULN
198	31213 41561	   	171.25	DCR|2VULN|2DMG|1AART|2DUR	1BASHEA|2MBVNT|38VULN|4AART|56DUR|7aDMG|9RCR
199	23522 14263	   	171.24	ACR|3VULN|3DMG	168VULN|2LWND|3RCR|4TLV|5LIT|79aDMG
200	23553 51311	   	171.14	ACR|2VULN|1AART|2CDMG|2ZMB|1DUR	18VULN|2LWND|3RCR|4AART|5BELT|68ZMB|78CDMG|8BPWR|9RMIN|aDUR
201	23553 51321	   	171.14	ACR|2VULN|1AART|2CDMG|2ZMB|1DUR	18VULN|2LWND|3RCR|4AART|5BELT|68ZMB|78CDMG|8BPWR|9DUR|aRPLT
202	26223 33333	   	171.05	DCR|3VULN|2DMG|1CDMG|1ASPD	126VULN|3RPLT|4CDMG|5LWND|7ASPD|8RCR|9aDMG
203	23553 51323	   	171.04	ACR|2VULN|1AART|2CDMG|2ZMB|1DUR	18VULN|2LWND|3RCR|4AART|5BELT|68ZMB|78CDMG|8BPWR|9DUR|aERES
204	23543 23421	   	170.94	ACR|3VULN|1AART|2ZMB|1CDMG	167VULN|2LWND|3RCR|47ZMB|567ERES|67BPWR|8AART|9BELT|aCDMG
205	23543 23432	   	170.94	ACR|3VULN|1AART|2ZMB|1CDMG	167VULN|2LWND|3RCR|47ZMB|567ERES|67BPWR|8AART|9CGEN|aCDMG
206	31342 61521	   	170.90	ACR|3VULN|1AART|1DMG|1ZMB	1BASHEA|2MBVNT|3DMSP|4AART|5RCR|689VULN|7DMG|aZMB
207	31248 37234	   	170.85	DCR|2VULN|2DMG|1AART|1ASPD	19BASHEA|2MBVNT|39VULN|4RMIN|59DMG|6RCR|7RPLT|8AART|9BPWR|aASPD
208	23543 23412	 * 	170.82	ACR|3VULN|3ZMB|1AART	167VULN|2LWND|3RCR|47aZMB|567ERES|67BPWR|8AART|9BEXP
209	26253 35232	   	170.71	DCR|3VULN|1AART|1DMG|2DUR	126VULN|3RPLT|49DUR|5RMIN|7RCR|8DMG|aAART
210	31216 47232	   	170.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BASHEA|2MBVNT|36VULN|4AART|5CDMG|7DMG|8DUR|9ZMB|aRCR
211	16214 23161	   	170.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	14FEWX|28aVULN|3DUR|5ZMB|6CDMG|7RCR|9AART
212	16235 23161	   	170.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	15FEWX|28aVULN|3DUR|4ZMB|6CDMG|7RCR|9AART
213	23543 23633	   	170.54	ACR|3VULN|2DMG|2ZMB	167VULN|2LWND|3RCR|47ZMB|567ERES|67BPWR|8LIT|9aDMG
214	11264 25131	   	170.51	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1FEWX|2TLV|3ASPD|48aVULN|5ZMB|6CDMG|7RCR|9AART
215	36153 32234	   	170.46	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	1BASHEA|267DMG|3ASPD|4MLV|5VULN|8RCR|9AART|aDUR
216	23451 26333	   	170.43	DCR|3VULN|2DMG|2CDMG	167VULN|2LWND|3ERES|4RPLT|56CDMG|6BPWR|8RCR|9aDMG
217	23451 63333	   	170.43	DCR|3VULN|2DMG|2CDMG	167VULN|2LWND|37ERES|4RPLT|57CDMG|7BPWR|8RCR|9aDMG
218	53233 33641	   	170.26	DCR|3VULN|3ZMB|1AART|1SELL	18aZMB|2SELL|3CANHEL|48aVULN|5RCVC|68aLWND|7RCR|8aBPWR|9AART
219	23553 51313	 * 	170.24	ACR|2VULN|1AART|3CDMG|2ZMB	18VULN|2LWND|3RCR|4AART|5BELT|68ZMB|78aCDMG|8BPWR|9RMIN
220	26312 23131	   	170.22	DCR|4VULN|1AART|1DMG|1CDMG|1DUR|1MSE	128aVULN|3DMG|4MSE|5DUR|6CDMG|7RCR|9AART
221	31213 85118	   	170.10	DCR|3VULN|1AART|1CDMG|2DUR	1BASHEA|2MBVNT|39aVULN|4AART|58DUR|6RCR|7CDMG
222	21224 25242	   	170.08	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR|1ASPD	1VULN|2MLV|3ASPD|4DUR|5ZMB|69CDMG|7RCR|8DMG|aAART
223	23623 53342	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|29LWND|3AART|4RMIN|6RCR|7ASPD|8CDMG|aDMG
224	23636 31153	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2LWND|3AART|4CDMG|5RPLT|6RCR|8MLV|9DMG|aDUR
225	23555 13313	   	169.93	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	17VULN|27LWND|3RCR|4AART|5RPLT|67ASPD|7BPWR|8BELT|9DMG|aDUR
226	23636 31353	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2LWND|3AART|4CDMG|5RPLT|6RCR|8ERES|9DMG|aDUR
227	16513 26112	   	169.88	ACR|4VULN|2DMG	147FEWX|2579VULN|3RCR|67DMG|7BPWR|8TLV|aLIT
228	16513 26113	   	169.88	ACR|4VULN|2DMG	147FEWX|2579VULN|3RCR|67DMG|7BPWR|8TLV|aCGEN
229	23514 11235	   	169.88	ACR|4VULN|2DMG	168aVULN|2LWND|3RCR|4aFEWX|5SNIHEL|7CGEN|9aDMG|aBPWR
230	31227 33871	   	169.84	ACR|2VULN|2DMG|1AART|1ZMB	14BASHEA|2MBVNT|34VULN|4BPWR|5RCR|6ZMB|7MLV|8aDMG|9AART
231	16513 26332	   	169.78	ACR|4VULN|2DMG	147FEWX|257aVULN|3RCR|67DMG|7BPWR|8DUST|9NUKE
232	16215 12336	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	14FEWX|29VULN|3DUR|5CGEN|6AART|7RCR|8aDMG
233	21632 12116	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	13VULN|28MLV|4BEXP|5DUR|6AART|7RCR|9aDMG
234	21632 12616	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	13VULN|2MLV|48BEXP|5DUR|6AART|7RCR|9aDMG
235	26132 12116	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|38MLV|4BEXP|5DUR|6AART|7RCR|9aDMG
236	26132 12616	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|3MLV|48BEXP|5DUR|6AART|7RCR|9aDMG
237	26332 12166	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|3aDMG|4BEXP|5DUR|6AART|7RCR|89MLV
238	26332 12321	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|38DMG|4BEXP|5DUR|6AART|7RCR|9CGEN|aFEWX
239	26332 12323	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|38DMG|4BEXP|5DUR|6AART|7RCR|9CGEN|aLHND
240	26332 12324	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|38DMG|4BEXP|5DUR|6AART|7RCR|9CGEN|aLIT
241	26332 12325	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|38DMG|4BEXP|5DUR|6AART|7RCR|9CGEN|aRMIN
242	26332 12331	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|38DMG|4BEXP|5DUR|6AART|7RCR|9LWND|aLHND
243	26332 12332	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|38DMG|4BEXP|5DUR|6AART|7RCR|9LWND|aRPLT
244	26332 12334	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|38DMG|4aBEXP|5DUR|6AART|7RCR|9LWND
245	26332 12351	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|38DMG|4BEXP|5DUR|6AART|7RCR|9LHND|aLWND
246	26332 12352	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|38DMG|4BEXP|5DUR|6AART|7RCR|9LHND|aRPLT
247	26332 12354	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|38DMG|4aBEXP|5DUR|6AART|7RCR|9LHND
248	26332 12614	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|39DMG|48BEXP|5DUR|6AART|7RCR|aFEWX
249	26332 12626	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	12VULN|3aDMG|48BEXP|5DUR|6AART|7RCR|9CGEN
250	42632 12326	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	19CGEN|23VULN|4BEXP|5DUR|6AART|7RCR|8aDMG
251	21632 23242	   	169.73	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	13VULN|2MLV|4BEXP|5DUR|69CDMG|7RCR|8DMG|aAART
252	26132 23242	   	169.73	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	12VULN|3MLV|4BEXP|5DUR|69CDMG|7RCR|8DMG|aAART
253	42632 23242	   	169.73	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1CGEN|23VULN|4BEXP|5DUR|69CDMG|7RCR|8DMG|aAART
254	23522 14213	   	169.68	ACR|4VULN|2DMG	1689VULN|2LWND|3RCR|4TLV|5LIT|7aDMG
255	23522 14262	   	169.68	ACR|4VULN|2DMG	168aVULN|2LWND|3RCR|4TLV|5LIT|79DMG
256	23636 31432	   	169.67	DCR|3VULN|1AART|1CDMG|1ZMB	178VULN|2LWND|3AART|4CDMG|5RPLT|6RCR|9BEXP|aZMB
257	16211 12416	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	14FEWX|28VULN|3DUR|5ERES|6AART|7RCR|9aDMG
258	26332 12613	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	12VULN|39DMG|48BEXP|5DUR|6AART|7RCR|aLEGI
259	62632 12326	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	1ERES|23VULN|49BEXP|5DUR|6AART|7RCR|8aDMG
260	26332 23542	   	169.63	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	12VULN|3DMG|4BEXP|5DUR|69CDMG|7RCR|8ERES|aAART
261	26332 23642	   	169.63	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	12VULN|3DMG|4BEXP|5DUR|69CDMG|7RCR|8NUKE|aAART
262	25632 23242	   	169.63	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	13VULN|2TLV|4BEXP|5DUR|69CDMG|7RCR|8DMG|aAART
263	25151 73332	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	17VULN|2TLV|37DMG|4DMSP|5MBVNT|67LHND|7BPWR|8RCR|9AART|aZMB
264	23636 31422	   	169.57	DCR|3VULN|1AART|1CDMG|1ZMB	178VULN|2LWND|3AART|4CDMG|5RPLT|6RCR|9LEGI|aZMB
265	62632 12316	   	169.55	DCR|2VULN|2DMG|1AART|1DUR	19ERES|23VULN|4BEXP|5DUR|6AART|7RCR|8aDMG
266	25161 73332	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	17VULN|24TLV|37DMG|5MBVNT|67LHND|7BPWR|8RCR|9AART|aZMB
