0	Index      	 *	Score 	Summary	Detail	
1	12423 15362	 * 	181.00	ACR|4VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|489aVULN|58CDMG|6RPLT|7AART|8BPWR
168	32333 11314	   	158.63	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2ZMB|3LWND|4LIT|59VULN|6RCR|7DMG|8AART|aRCVC
169	32364 11314	   	158.63	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2ZMB|3LWND|49VULN|5LIT|6RCR|7DMG|8AART|aRCVC
170	22516 42313	   	158.58	DCR|3VULN|1AART|1DMG	1LIT|2BELT|35LWND|459VULN|5BPWR|6DMG|7RCR|8FEWX|aAART
171	13242 11356	   	158.56	DCR|2VULN|1AART|1DMG|2DUR	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9aDUR
172	13233 13662	   	158.51	DCR|2VULN|2DMG|1AART	1LHND|27VULN|3LIT|4DUST|5aDMG|6BEXP|8RCR|9AART
173	13233 53662	   	158.51	DCR|2VULN|2DMG|1AART	1LHND|26VULN|3LIT|4DUST|5aDMG|7BEXP|8RCR|9AART
174	21233 53662	   	158.51	DCR|2VULN|2DMG|1AART	1LIT|2BEXP|3LHND|4DUST|5aDMG|67VULN|8RCR|9AART
175	21533 33662	   	158.51	DCR|2VULN|2DMG|1AART	1LIT|2BEXP|37VULN|4DUST|5aDMG|6LHND|8RCR|9AART
176	26533 13612	   	158.51	DCR|2VULN|2DMG|1AART	1LIT|2FEWX|37VULN|4DUST|5aDMG|6BEXP|8RCR|9AART
177	22516 42113	   	158.48	DCR|3VULN|1AART|1DMG	1LIT|2BELT|35LWND|459VULN|5BPWR|6DMG|7RCR|8DUST|aAART
178	23533 13662	   	158.41	DCR|2VULN|2DMG|1AART	1LIT|2LEGI|37VULN|4DUST|5aDMG|6BEXP|8RCR|9AART
179	31213 33164	 * 	158.38	DCR|2VULN|1AART|1DMG|2ZMB	1ERES|2aVULN|3LHND|4CGEN|5aZMB|6DMG|7RCR|8aMLV|9AART|aBPWR
180	31513 33164	   	158.38	DCR|2VULN|1AART|1DMG|2ZMB	1ERES|2aVULN|3LWND|4CGEN|5aZMB|6DMG|7RCR|8aMLV|9AART|aBPWR
181	12423 15226	   	158.21	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2RCVC|3RCR|4VULN|5CDMG|6RPLT|7AART|8LWND|9DMG|aZMB
182	12423 15315	   	158.19	ACR|2VULN|1AART|2CDMG|1DUR	18LHND|2RCVC|3RCR|48VULN|58CDMG|6RPLT|7AART|8BPWR|9MLV|aDUR
183	13143 16531	   	158.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2VULN|3FEWX|4AART|5DMG|6RCVC|7ZMB|8CDMG|9RCR|aASPD
184	12423 15126	   	158.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2RCVC|3RCR|4VULN|5CDMG|6RPLT|7AART|8DUST|9DMG|aZMB
185	12423 15335	   	158.09	ACR|2VULN|1AART|2CDMG|1DUR	18LHND|2RCVC|3RCR|48VULN|58CDMG|6RPLT|7AART|8BPWR|9TLV|aDUR
186	13343 16521	   	158.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2VULN|3DUST|4AART|5DMG|6RCVC|7ZMB|8CDMG|9RCR|aASPD
187	23311 56125	   	158.03	DCR|2VULN|1AART|2CDMG|1ZMB	1aLIT|2LEGI|3aCDMG|4LWND|5BELT|6RCR|7AART|8ZMB|9aVULN|aBPWR
188	31423 22536	   	157.91	DCR|2VULN|2DMG|1AART	1ERES|24VULN|37DMG|59BEXP|6CGEN|8RCR|aAART
189	33442 41331	   	157.81	DCR|3DMG|1AART|1CDMG|1DUR	1ERES|25LHND|356DMG|4AART|5BPWR|7DUR|8LIT|9RCR|aCDMG
190	33443 31622	   	157.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2LHND|39DMG|4AART|5CGEN|6ASPD|7DUR|8RCR|aVULN
191	12432 32126	   	157.76	ACR|2DMG|1AART|1VULN|1ASPD	1LHND|29RCVC|3RCR|4ASPD|5CGEN|67DMG|8VULN|aAART
192	12423 32625	   	157.74	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2RCVC|3RCR|48VULN|5CDMG|6CGEN|7DUR|9ZMB|aDMG
193	12423 22625	   	157.64	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2RCVC|3RCR|48VULN|5CDMG|6ERES|7DUR|9ZMB|aDMG
194	12422 13324	   	157.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2RCVC|3RCR|4VULN|5LIT|6ZMB|7BEXP|8AART|9DMG|aCDMG
195	12412 12324	   	157.61	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2RCVC|3RCR|4LWND|5LIT|6ZMB|7VULN|8AART|9DMG|aCDMG
196	13242 13131	   	157.57	DCR|3VULN|2DMG	1aLHND|24aVULN|3LIT|5MBVNT|6RCR|7RCVC|8BEXP|9aDMG|aBPWR
197	12412 51326	   	157.49	ACR|2DMG|1AART|1VULN|1DUR	1LHND|2RCVC|3RCR|4LWND|5LIT|6VULN|79DMG|8AART|aDUR
198	12412 51342	   	157.49	ACR|2DMG|1AART|1VULN|1DUR	1LHND|2RCVC|3RCR|4LWND|5LIT|6VULN|7aDMG|8AART|9DUR
199	32316 13152	 * 	157.47	DCR|3VULN|1AART|2ZMB	19ERES|29ZMB|345LWND|6RCR|7AART|89aVULN|9BPWR
200	13143 62113	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2aVULN|3FEWX|4AART|5DMG|6NUKE|7RCR|8LWND|9ZMB
201	13143 62622	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2VULN|3FEWX|4AART|59DMG|6NUKE|7RCR|8ZMB|aLWND
202	13212 11326	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	14LHND|2VULN|3LIT|5MBVNT|6RCR|79DMG|8AART|aZMB
203	32322 11312	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3LWND|4BEXP|5LIT|6RCR|7aDMG|8AART|9VULN
204	32333 11311	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2ZMB|3aLWND|4LIT|59VULN|6RCR|7DMG|8AART
205	32333 11315	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2ZMB|3LWND|4LIT|59VULN|6RCR|7DMG|8AART|aFEWX
206	32333 11332	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3LWND|4LIT|5VULN|6RCR|7aDMG|8AART|9FEWX
207	32333 12222	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3LWND|4LIT|5VULN|6RCR|7FEWX|8AART|9aDMG
208	32333 14222	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3LWND|4LIT|5VULN|6RCR|7LHND|8AART|9aDMG
209	32334 11312	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3LWND|4LIT|5BEXP|6RCR|7aDMG|8AART|9VULN
210	32364 11311	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2ZMB|3aLWND|49VULN|5LIT|6RCR|7DMG|8AART
211	32364 11315	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2ZMB|3LWND|49VULN|5LIT|6RCR|7DMG|8AART|aFEWX
212	32364 11332	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3LWND|4VULN|5LIT|6RCR|7aDMG|8AART|9FEWX
213	32364 12222	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3LWND|4VULN|5LIT|6RCR|7FEWX|8AART|9aDMG
214	32364 14222	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3LWND|4VULN|5LIT|6RCR|7LHND|8AART|9aDMG
215	12423 15352	   	157.29	ACR|2VULN|3CDMG|1AART	18LHND|2RCVC|3RCR|48VULN|589CDMG|6RPLT|7AART|8BPWR|aMLV
216	12426 61312	   	157.25	ACR|3VULN|1AART|1DUR|2RCVC	1LHND|26RCVC|3RCR|48aVULN|5AART|7DUR|9CGEN
217	23323 36615	   	157.24	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LIT|2LEGI|3CDMG|47ZMB|5DMG|6RCR|8AART|9BEXP|aVULN
218	13143 62621	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2VULN|3FEWX|4AART|59DMG|6NUKE|7RCR|8ZMB|aTLV
219	31434 11315	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|29VULN|3DMG|4LIT|5BEXP|6RCR|7NUKE|8AART|aZMB
220	32333 11312	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	1aERES|2ZMB|3LWND|4LIT|59VULN|6RCR|7DMG|8AART
221	32333 11313	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2ZMB|3LWND|4LIT|59VULN|6RCR|7DMG|8AART|aSNIHEL
222	32333 11322	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3LWND|4LIT|5VULN|6RCR|7aDMG|8AART|9DUST
223	32364 11312	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	1aERES|2ZMB|3LWND|49VULN|5LIT|6RCR|7DMG|8AART
224	32364 11313	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2ZMB|3LWND|49VULN|5LIT|6RCR|7DMG|8AART|aSNIHEL
225	32364 11322	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3LWND|4VULN|5LIT|6RCR|7aDMG|8AART|9DUST
226	33432 63336	   	157.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2LHND|3DMG|4ASPD|5CGEN|6aVULN|7RCR|8DUR|9AART
227	31425 22511	   	157.20	DCR|3VULN|2DMG|1ASPD	1ERES|249VULN|37DMG|5ASPD|6DUST|8RCR|aBEXP
228	31425 22512	   	157.20	DCR|3VULN|2DMG|1ASPD	1ERES|249VULN|37DMG|5ASPD|6DUST|8RCR|aCGEN
229	12423 15351	   	157.19	ACR|2VULN|3CDMG|1AART	18LHND|2RCVC|3RCR|48VULN|589CDMG|6RPLT|7AART|8BPWR|aDUST
230	12426 61332	   	157.15	ACR|3VULN|1AART|1DUR|2RCVC	1LHND|26RCVC|3RCR|48aVULN|5AART|7DUR|9ERES
231	11442 31235	   	157.11	DCR|2VULN|2DMG|1AART	19LHND|259CGEN|35DMG|4AART|59BPWR|6LIT|7RMIN|89VULN|aRCR
232	31425 22513	   	157.10	DCR|3VULN|2DMG|1ASPD	1aERES|249VULN|37DMG|5ASPD|6DUST|8RCR
233	21542 11217	 * 	157.07	DCR|2VULN|2AART|1DMG	1LIT|2BEXP|34VULN|5MBVNT|6RCR|7DMG|8DUST|9aAART
234	11441 11235	   	157.01	DCR|2VULN|2DMG|1AART	19LHND|29CGEN|36DMG|4AART|5LIT|7RMIN|89VULN|9BPWR|aRCR
235	12426 23532	   	156.94	ACR|2VULN|1AART|1CDMG|1ZMB	16LHND|2RCVC|3RCR|4aVULN|5AART|7BEXP|8CDMG|9ZMB
236	11442 31215	   	156.91	DCR|2VULN|2DMG|1AART	1LHND|25CGEN|35DMG|4AART|5BPWR|6LIT|7RMIN|89VULN|aRCR
237	33442 31235	   	156.91	DCR|2VULN|2DMG|1AART	19ERES|259LHND|35DMG|4AART|59BPWR|6LIT|7RMIN|89VULN|aRCR
238	31411 15336	 * 	156.88	DCR|2DMG|1AART|1VULN|1FLTHEA	1ERES|2VULN|3aDMG|4LWND|5AART|6DUST|7FLTHEA|8RCR|9DMSP
239	11441 11215	   	156.81	DCR|2VULN|2DMG|1AART	1LHND|2CGEN|36DMG|4AART|5LIT|7RMIN|89VULN|aRCR
240	33441 11235	   	156.81	DCR|2VULN|2DMG|1AART	19ERES|29LHND|36DMG|4AART|5LIT|7RMIN|89VULN|9BPWR|aRCR
241	33442 31215	   	156.81	DCR|2VULN|2DMG|1AART	1ERES|25LHND|35DMG|4AART|5BPWR|6LIT|7RMIN|89VULN|aRCR
242	21324 13636	   	156.80	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1LIT|2BEXP|36CDMG|4ZMB|5AART|7CGEN|8RCR|9VULN|aDMG
243	12422 22562	   	156.79	ACR|2VULN|1AART|1DMG|1ASPD	1LHND|2RCVC|3RCR|47VULN|5LIT|6ERES|8ASPD|9AART|aDMG
244	31411 15316	   	156.78	DCR|2DMG|1AART|1VULN|1FLTHEA	19ERES|2VULN|3aDMG|4LWND|5AART|6DUST|7FLTHEA|8RCR
245	31411 15343	 * 	156.78	DCR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2aVULN|3DMG|4LWND|5AART|6DUST|7FLTHEA|8RCR|9AIRHEA
246	31434 13312	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2VULN|3aDMG|4LIT|5BEXP|6RCR|7FEWX|8ZMB|9AART
247	32333 13462	   	156.73	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2ZMB|37LWND|4LIT|58VULN|6RCR|9AART|aDMG
248	32333 15462	   	156.73	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2ZMB|3LWND|4LIT|58VULN|6RCR|7DMSP|9AART|aDMG
249	31441 11242	   	156.71	DCR|2VULN|2DMG|1AART	1ERES|28VULN|36DMG|4AART|59LIT|7RMIN|aRCR
250	33441 11215	   	156.71	DCR|2VULN|2DMG|1AART	1ERES|2LHND|36DMG|4AART|5LIT|7RMIN|89VULN|aRCR
251	23112 32424	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	13LIT|2LEGI|3BPWR|4ZMB|5DUR|6RCR|79VULN|8CDMG|aAART
252	32333 11262	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3LWND|4LIT|5VULN|6RCR|7aDMG|8DUST|9AART
253	32364 11262	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3LWND|4VULN|5LIT|6RCR|7aDMG|8DUST|9AART
254	21323 36334	   	156.04	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LIT|2BEXP|3CDMG|47ZMB|5DMG|6RCR|8ERES|9VULN|aAART
255	26323 36334	   	156.04	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LIT|2FEWX|3CDMG|47ZMB|5DMG|6RCR|8TLV|9VULN|aAART
256	13242 11286	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8DUST|9ZMB|aAART
257	23323 36334	   	155.94	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LIT|2LEGI|3CDMG|47ZMB|5DMG|6RCR|8ERES|9VULN|aAART
258	12422 12224	   	155.94	ACR|3VULN|1AART|1ZMB	1LHND|2RCVC|3RCR|479VULN|5LIT|6ZMB|8RPLT|aAART
259	23321 53125	   	155.93	DCR|2VULN|1AART|2CDMG|1ZMB	1LIT|2LEGI|38CDMG|4ZMB|5MBVNT|6RCR|79VULN|aAART
260	32222 11366	 * 	155.83	DCR|1AART|1VULN|1DMG|2ZMB|2DUR	1ERES|29ZMB|3aDUR|4VULN|5LIT|6RCR|7DMG|8AART
261	32222 11346	   	155.79	DCR|1AART|1VULN|1DMG|3DUR|1ZMB	1ERES|2ZMB|39aDUR|4VULN|5LIT|6RCR|7DMG|8AART
262	21315 26316	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2BEXP|3CDMG|4LWND|5aVULN|6ERES|7AART|8RCR|9DMG
263	21315 36316	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2BEXP|3CDMG|4LWND|5aVULN|6TLV|7AART|8RCR|9DMG
264	21332 36316	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2BEXP|3CDMG|4TLV|5aVULN|6LWND|7AART|8RCR|9DMG
265	12432 32442	   	155.68	ACR|3DMG|1VULN|1ASPD|1DUR	1LHND|2RCVC|3RCR|4ASPD|5CGEN|678DMG|9DUR|aVULN
266	16443 32131	 * 	155.64	ACR|3VULN|2DMG|1SELL	12aLHND|2aBPWR|3RCR|4DMSP|5RMIN|6aDMG|79aVULN|8SELL
267	31421 32614	   	155.51	DCR|2VULN|2DMG|1AART	1ERES|24VULN|36DMG|5LIT|7RMIN|8RPLT|9RCR|aAART
268	31433 32614	   	155.51	DCR|2VULN|2DMG|1AART	1ERES|25VULN|36DMG|4LIT|7RMIN|8RPLT|9RCR|aAART
269	13141 63212	   	155.41	DCR|3VULN|1AART|1CDMG|1ASPD	1LHND|268VULN|3FEWX|4AART|5CGEN|7CDMG|9ASPD|aRCR
270	13141 12542	   	155.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|29VULN|3FEWX|4AART|5CGEN|6RCVC|7DMG|8CDMG|aRCR
271	13142 12542	   	155.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|29VULN|3FEWX|4AART|5RMIN|6RCVC|7DMG|8CDMG|aRCR
272	31443 21212	   	155.38	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ERES|2VULN|3DMG|4AART|56CDMG|7DUR|8CGEN|9ASPD|aRCR
273	31443 21412	   	155.38	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ERES|2VULN|3DMG|4AART|56CDMG|7DUR|8MLV|9ASPD|aRCR
274	13242 15131	   	155.36	DCR|3VULN|2DMG	17aLHND|24aVULN|3LIT|5MBVNT|6RCR|8BEXP|9aDMG|aBPWR
275	21542 11822	   	155.36	DCR|3VULN|2DMG	19LIT|2BEXP|349VULN|5MBVNT|6RCR|79DMG|8BELT|9BPWR|aLHND
276	12423 23356	 * 	155.35	ACR|3VULN|1DMG|1CDMG	1LHND|2RCVC|3RCR|48aVULN|5CDMG|6ERES|7LIT|9DMG
277	21333 52612	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1LIT|2BEXP|3CDMG|4TLV|5aDMG|6DUR|79VULN|8RCR
278	21345 21612	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1LIT|2BEXP|3CDMG|4DUR|59VULN|6ERES|7aDMG|8RCR
279	21345 31612	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1LIT|2BEXP|3CDMG|4DUR|59VULN|6TLV|7aDMG|8RCR
280	21346 12612	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1LIT|2BEXP|3CDMG|4DUR|5aDMG|6TLV|79VULN|8RCR
281	26333 52612	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1LIT|2FEWX|3CDMG|4TLV|5aDMG|6DUR|79VULN|8RCR
282	13342 12542	   	155.28	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|29VULN|3DUST|4AART|5RMIN|6RCVC|7DMG|8CDMG|aRCR
283	31441 22115	   	155.28	DCR|2VULN|1AART|1DMG|3DUR	18ERES|28VULN|3DMG|4AART|56LIT|789DUR|8BPWR|aRCR
284	21542 11824	   	155.26	DCR|3VULN|2DMG	19LIT|2BEXP|349VULN|5MBVNT|6RCR|79DMG|8BELT|9BPWR|aDUST
285	21542 16231	   	155.26	DCR|3VULN|2DMG	1aLIT|2BEXP|34aVULN|5MBVNT|6RCR|7LEGI|8DMSP|9aDMG|aBPWR
286	23333 52612	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1LIT|2LEGI|3CDMG|4TLV|5aDMG|6DUR|79VULN|8RCR
287	23345 21612	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1LIT|2LEGI|3CDMG|4DUR|59VULN|6ERES|7aDMG|8RCR
288	23345 31612	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1LIT|2LEGI|3CDMG|4DUR|59VULN|6TLV|7aDMG|8RCR
289	23346 12612	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1LIT|2LEGI|3CDMG|4DUR|5aDMG|6TLV|79VULN|8RCR
290	13242 16431	   	155.16	DCR|3DMG|2VULN	1LHND|24VULN|3LIT|5MBVNT|6RCR|7RPLT|89aDMG
291	31612 11127	   	155.16	DCR|3VULN|2DMG	18ERES|28aVULN|3MBVNT|49CGEN|5LIT|6RCR|78DMG|8BPWR
292	11423 53353	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1LHND|2CGEN|3aDMG|4aVULN|5ZMB|6aERES|7RCR|8DUR|9CANHEL|aBPWR
293	31113 33353	   	154.95	DCR|2VULN|2DMG|1ZMB|1DUR	1ERES|2aVULN|3LEGI|4CGEN|5ZMB|6aDMG|7RCR|8DUR|9aCANHEL|aBPWR
294	32361 42531	   	154.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ZMB|3LWND|4VULN|5AART|6CGEN|7DMG|8CDMG|9RCR|aASPD
295	32361 42533	   	154.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3LWND|4VULN|5AART|6CGEN|7DMG|8CDMG|9RCR|aDUR
296	21333 52663	   	154.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2BEXP|3CDMG|4TLV|5DMG|6DUR|7VULN|8RCR|9AART|aZMB
297	12426 43322	 * 	154.92	ACR|1AART|1DMG|2CDMG|1VULN	18LHND|2RCVC|3RCR|4VULN|5AART|689CGEN|78CDMG|8BPWR|aDMG
298	31424 13353	 * 	154.91	DCR|5VULN|1DMG	1ERES|24568VULN|3DMG|7BEXP|9CGEN|aRCR
299	13143 32315	   	154.88	DCR|3VULN|1AART|1DMG	18LHND|279VULN|3FEWX|4AART|5DMG|6LIT|aRCR
300	21561 32315	   	154.88	DCR|3VULN|1AART|1DMG	1LIT|2BEXP|379VULN|4AART|5DMG|68LHND|aRCR
301	12426 21312	   	154.88	ACR|3VULN|1AART|1DUR	16LHND|2RCVC|3RCR|48aVULN|5AART|7DUR|9CGEN
302	12426 21362	   	154.88	ACR|3VULN|1AART|1DUR	16LHND|2RCVC|3RCR|48aVULN|5AART|7DUR|9MLV
303	21323 36616	   	154.87	DCR|2DMG|1AART|2ZMB|1CDMG	1LIT|29BEXP|3CDMG|47ZMB|5aDMG|6RCR|8AART
304	31424 13323	   	154.81	DCR|5VULN|1DMG	1ERES|24568VULN|3DMG|7BEXP|9TLV|aRCR
305	13343 32315	   	154.78	DCR|3VULN|1AART|1DMG	18LHND|279VULN|3DUST|4AART|5DMG|6LIT|aRCR
306	23561 32315	   	154.78	DCR|3VULN|1AART|1DMG	1LIT|2LEGI|379VULN|4AART|5DMG|68LHND|aRCR
307	31441 21222	   	154.78	DCR|3VULN|1AART|1DMG	1ERES|289VULN|3DMG|4AART|56LIT|7RMIN|aRCR
308	12426 21332	   	154.78	ACR|3VULN|1AART|1DUR	16LHND|2RCVC|3RCR|48aVULN|5AART|7DUR|9ERES
309	12426 21342	   	154.78	ACR|3VULN|1AART|1DUR	16LHND|2RCVC|3RCR|48aVULN|5AART|7DUR|9NUKE
310	12426 21352	   	154.78	ACR|3VULN|1AART|1DUR	16LHND|2RCVC|3RCR|48aVULN|5AART|7DUR|9TLV
311	12433 25431	 * 	154.75	ACR|2DMG|1VULN|2ZMB|2ASPD	1LHND|2RCVC|3RCR|4aASPD|5BEXP|6LIT|7aZMB|8VULN|9aDMG|aBPWR
312	31211 63145	   	154.71	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|289VULN|3LHND|4CGEN|5AART|6CDMG|7DUR|aRCR
313	12423 61612	   	154.70	ACR|1AART|1VULN|1DMG|2CDMG|2RCVC	1LHND|26RCVC|3RCR|4VULN|58CDMG|7RMIN|9AART|aDMG
314	31111 63145	   	154.61	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|289VULN|3LEGI|4CGEN|5AART|6CDMG|7DUR|aRCR
315	11421 31542	   	154.48	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2CGEN|3DMG|49VULN|5AART|6BEXP|7RCVC|8CDMG|aRCR
316	31624 72632	   	154.48	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2VULN|3MBVNT|4BEXP|5AART|67DMG|8CDMG|9RCR|aLHND
317	31624 73632	   	154.48	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|28VULN|3MBVNT|4BEXP|5AART|6DMG|7CDMG|9RCR|aLHND
318	23542 11731	 * 	154.47	DCR|2VULN|2DMG|2ZMB	1aLIT|2LEGI|34VULN|5MBVNT|6RCR|7aDMG|8RMIN|9aZMB|aBPWR
319	11423 63262	   	154.43	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2CGEN|3aDMG|4VULN|5ZMB|6BEXP|7RCR|8LIT|9AART
320	11421 11542	   	154.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2CGEN|3DMG|49VULN|5AART|6DUST|7RCVC|8CDMG|aRCR
321	33421 31542	   	154.38	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2LHND|3DMG|49VULN|5AART|6BEXP|7RCVC|8CDMG|aRCR
322	31411 21542	   	154.38	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|29VULN|3DMG|4LWND|5AART|6LHND|7RCVC|8CDMG|aRCR
323	12341 12215	   	154.38	DCR|2AART|2VULN|1DMG	1LHND|2RCVC|3LWND|47AART|5LIT|6DMG|89VULN|aRCR
324	31624 72634	   	154.38	DCR|2DMG|1AART|1VULN|1CDMG	1aERES|2VULN|3MBVNT|4BEXP|5AART|67DMG|8CDMG|9RCR
325	31624 73634	   	154.38	DCR|2VULN|1AART|1DMG|1CDMG	1aERES|28VULN|3MBVNT|4BEXP|5AART|6DMG|7CDMG|9RCR
326	23542 12223	   	154.37	DCR|3VULN|1AART|2ASPD	19LIT|2LEGI|349VULN|5MBVNT|6RCR|7BELT|89ASPD|9BPWR|aAART
327	31443 13212	   	154.36	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ERES|2VULN|3DMG|4AART|5CDMG|67DUR|8CGEN|9ASPD|aRCR
328	31443 13412	   	154.36	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ERES|2VULN|3DMG|4AART|5CDMG|67DUR|8MLV|9ASPD|aRCR
329	12426 21324	   	154.35	ACR|2VULN|1AART|1CDMG|1DUR	16LHND|29RCVC|3RCR|48VULN|5AART|7DUR|aCDMG
330	13613 62531	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2VULN|3TLV|4CGEN|5ZMB|6AART|7DMG|8CDMG|9RCR|aASPD
331	31213 62531	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2VULN|3LHND|4CGEN|5ZMB|6AART|7DMG|8CDMG|9RCR|aASPD
332	31213 62534	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2VULN|3LHND|4CGEN|5ZMB|6AART|7DMG|8CDMG|9RCR|aDUR
333	31513 62531	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2VULN|3LWND|4CGEN|5ZMB|6AART|7DMG|8CDMG|9RCR|aASPD
334	31513 62533	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2VULN|3LWND|4CGEN|5ZMB|6AART|7DMG|8CDMG|9RCR|aDUR
