0	Index      	 *	Score 	Summary	Detail	
1	11361 42115	 * 	221.98	ACR|2VULN|3DMG|1ASPD|1AART|1BEXP	1AART|26VULN|3FEWX|4RCR|58aDMG|7ASPD|9BEXP
163	11656 32211	   	194.68	ACR|2VULN|1ASPD|1DMG|1CDMG|1AART|1AAC	1AART|26VULN|3CDMG|4RCR|5DUR|7DMG|8MDPS|9AAC|aASPD
164	11652 11412	   	194.61	ACR|2VULN|2DMG|2CDMG|1AART	1AART|2aVULN|3aCDMG|4RCR|5MLV|6RCVC|78DMG|9aERES|aBPWR
165	11654 32211	   	194.58	ACR|2VULN|1ASPD|1DMG|1CDMG|1AART|1AAC	1AART|26VULN|3CDMG|4RCR|5LEGI|7DMG|8MDPS|9AAC|aASPD
166	11653 11412	   	194.51	ACR|2VULN|2DMG|2CDMG|1AART	1AART|2aVULN|3aCDMG|4RCR|5AME|6RCVC|78DMG|9aERES|aBPWR
167	11262 42523	   	194.40	ACR|2VULN|3DMG|1AART|1AAC	1AART|29VULN|39DUR|4RCR|5LHND|6DUST|789DMG|9BPWR|aAAC
168	11262 42532	   	194.40	ACR|3DMG|2VULN|1AART|1AAC	1AART|2aVULN|3aDUR|4RCR|5LHND|6DUST|78aDMG|9AAC|aBPWR
169	11261 12123	   	194.30	ACR|2VULN|3DMG|1AART|1AAC	1AART|27VULN|3DUR|4RCR|578DMG|67ERES|7BPWR|9DMSP|aAAC
170	11261 12143	   	194.30	ACR|2VULN|3DMG|1AART|1AAC	1AART|27VULN|3DUR|4RCR|578DMG|67ERES|7BPWR|9MLV|aAAC
171	11361 12123	   	194.30	ACR|2VULN|3DMG|1AART|1AAC	1AART|27VULN|3FEWX|4RCR|578DMG|67ERES|7BPWR|9DMSP|aAAC
172	11361 12143	   	194.30	ACR|2VULN|3DMG|1AART|1AAC	1AART|27VULN|3FEWX|4RCR|578DMG|67ERES|7BPWR|9MLV|aAAC
173	11361 12163	   	194.30	ACR|2VULN|3DMG|1AART|1AAC	1AART|27VULN|3FEWX|4RCR|578DMG|67ERES|7BPWR|9CGEN|aAAC
174	11261 12132	   	194.20	ACR|2VULN|3DMG|1AART|1AAC	1AART|27VULN|3DUR|4RCR|578DMG|67ERES|7BPWR|9MDPS|aAAC
175	11361 12132	   	194.20	ACR|2VULN|3DMG|1AART|1AAC	1AART|27VULN|3FEWX|4RCR|578DMG|67ERES|7BPWR|9MDPS|aAAC
176	13561 43232	   	193.61	ACR|3BEXP|2DMG|1VULN|1AART	1AART|28aBEXP|38DUR|4RCR|5aDMG|6VULN|78ZMB|8aBPWR|9aLHND
177	11364 53331	   	193.57	ACR|2VULN|2AART|1ASPD|1CDMG|1BEXP	15AART|2aVULN|3FEWX|4RCR|6ASPD|7BEXP|8LWND|9CDMG
178	11361 43152	   	193.56	ACR|4VULN|2DMG|1AART	1AART|267aVULN|378FEWX|4RCR|57DMG|7BPWR|9RPLT
179	11361 43351	   	193.46	ACR|4VULN|2DMG|1AART	1AART|2679VULN|37FEWX|4RCR|57DMG|7BPWR|8AEMAG|aLHND
180	11361 43352	   	193.46	ACR|4VULN|2DMG|1AART	1AART|2679VULN|37FEWX|4RCR|57DMG|7BPWR|8AEMAG|aLWND
181	11361 43311	   	193.46	ACR|4VULN|2DMG|1AART	1AART|267aVULN|37FEWX|4RCR|57DMG|7BPWR|8AEMAG|9CGEN
182	11361 43324	   	193.46	ACR|4VULN|2DMG|1AART	1AART|267aVULN|37FEWX|4RCR|57DMG|7BPWR|8AEMAG|9DMSP
183	11361 43341	   	193.46	ACR|4VULN|2DMG|1AART	1AART|267aVULN|37FEWX|4RCR|57DMG|7BPWR|8AEMAG|9RMIN
184	11261 45311	   	193.36	ACR|4VULN|2DMG|1AART	1AART|267aVULN|3DUR|4RCR|58DMG|9CGEN
185	13366 13363	 * 	193.21	ACR|3BEXP|2ASPD|1VULN|1AART	1AART|279BEXP|3aDUST|4RCR|5VULN|6aASPD|8aLWND|aBPWR
186	62336 22262	 * 	193.18	ACR|3DMG|3BEXP|1VULN	1RCVC|2aDUR|36aBEXP|4SNIFST|5RCR|7VULN|89aDMG|aBPWR
187	11651 22215	 * 	193.03	ACR|3VULN|3CDMG|1BASICY|1AART	1AART|25aVULN|35aCDMG|4RCR|5aBPWR|6RPLT|7ERES|8BASICY|9aLHND
188	11655 13211	   	192.82	ACR|1VULN|1ASPD|1DMG|1CDMG|1BEXP|1AART|1AAC	1AART|2VULN|3CDMG|4RCR|5LHND|6FEWX|7BEXP|8DMG|9AAC|aASPD
189	11656 13211	   	192.82	ACR|1VULN|1ASPD|1DMG|1CDMG|1BEXP|1AART|1AAC	1AART|2VULN|3CDMG|4RCR|5DUR|6FEWX|7BEXP|8DMG|9AAC|aASPD
190	11651 22211	 * 	192.78	ACR|2VULN|2CDMG|1DMG|1BASICY|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6RPLT|7ERES|8BASICY|9LHND|aDMG
191	11651 22225	   	192.78	ACR|2VULN|1ASPD|1BASICY|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6RPLT|7ERES|8BASICY|9ASPD|aCGEN
192	11651 22241	   	192.78	ACR|2VULN|1DMG|1BASICY|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6RPLT|7ERES|8BASICY|9FEWX|aDMG
193	11654 13211	   	192.72	ACR|1VULN|1ASPD|1DMG|1CDMG|1BEXP|1AART|1AAC	1AART|2VULN|3CDMG|4RCR|5LEGI|6FEWX|7BEXP|8DMG|9AAC|aASPD
194	11362 13622	 * 	192.69	ACR|2VULN|2BEXP|2AART|1ASPD	19AART|2aVULN|3FEWX|4RCR|5aLHND|6ASPD|7ZMB|8aBEXP|aBPWR
195	13566 13122	   	192.69	ACR|2VULN|2BEXP|2AART|1ASPD	19AART|2aBEXP|3DUR|4RCR|5aVULN|6ASPD|7ZMB|8aLHND|aBPWR
196	13366 33161	   	192.69	ACR|2VULN|2BEXP|1ASPD|1AART|1CDMG	1AART|27BEXP|3DUST|4RCR|57VULN|67DUR|7BPWR|8LHND|9CDMG|aASPD
197	13366 33323	   	192.69	ACR|2VULN|2BEXP|1DMG|1AART|1CDMG	1AART|27BEXP|3DUST|4RCR|57VULN|67DUR|7BPWR|8BELT|9DMG|aCDMG
198	11651 22221	   	192.68	ACR|2VULN|1ASPD|2CDMG|1BASICY|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6RPLT|7aERES|8BASICY|9ASPD
199	11651 22223	   	192.68	ACR|2VULN|1ASPD|1BASICY|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6RPLT|7ERES|8BASICY|9ASPD|aDUST
200	11651 31422	   	192.68	ACR|2VULN|2DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6CGEN|78DMG|9LWND|aRPLT
201	11651 31423	   	192.68	ACR|2VULN|2DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6CGEN|78DMG|9LWND|aFEWX
202	11651 31613	   	192.68	ACR|2VULN|2DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6CGEN|7aDMG|8LIT|9LHND
203	11651 62113	   	192.68	ACR|2VULN|2DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6aDMG|7LIT|8CGEN|9LHND
204	55431 33312	   	192.65	ACR|3BEXP|3BASICY|1VULN|1AART|1AAC|1SELL	134BEXP|234BASICY|34BPWR|5RCR|6VULN|7CGEN|8SELL|9AART|aAAC
205	11651 12152	   	192.58	ACR|2VULN|2DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6LHND|79DMG|8ERES|aRPLT
206	11651 12153	   	192.58	ACR|2VULN|2DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6LHND|79DMG|8ERES|aFEWX
207	11651 12352	   	192.58	ACR|2VULN|2DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6LHND|79DMG|8AME|aRPLT
208	11651 12353	   	192.58	ACR|2VULN|2DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6LHND|79DMG|8AME|aFEWX
209	11651 31431	   	192.58	ACR|2VULN|2DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6CGEN|78DMG|9MDPS|aZMB
210	11651 31432	   	192.58	ACR|2VULN|2DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6CGEN|78DMG|9MDPS|aLIT
211	11651 62313	   	192.58	ACR|2VULN|2DMG|2CDMG|1AART	1AART|25VULN|35CDMG|4RCR|5BPWR|6aDMG|7LIT|8AME|9LHND
212	13361 43331	   	192.49	ACR|2VULN|2BEXP|1DMG|1CDMG|1AART	1AART|27BEXP|3DUST|4RCR|5DMG|6aVULN|8LWND|9CDMG
213	13362 13631	   	192.49	ACR|2VULN|2BEXP|1ASPD|1CDMG|1AART	1AART|27BEXP|3DUST|4RCR|5LHND|6ASPD|8aVULN|9CDMG
214	13366 13331	   	192.49	ACR|2VULN|2BEXP|1ASPD|1CDMG|1AART	1AART|27BEXP|3DUST|4RCR|5aVULN|6ASPD|8LWND|9CDMG
215	13361 44113	   	192.39	ACR|2VULN|2BEXP|1DMG|1CDMG|1AART	1AART|2aBEXP|3DUST|4RCR|5DMG|67VULN|8CDMG|9MDPS
216	13361 44133	   	192.39	ACR|2VULN|2BEXP|1DMG|1AART|1CDMG	1AART|2aBEXP|3DUST|4RCR|5DMG|67VULN|8CDMG|9ERES
217	13366 14113	   	192.39	ACR|2VULN|2BEXP|1ASPD|1CDMG|1AART	1AART|2aBEXP|3DUST|4RCR|57VULN|6ASPD|8CDMG|9MDPS
218	13366 14133	   	192.39	ACR|2VULN|2BEXP|1ASPD|1AART|1CDMG	1AART|2aBEXP|3DUST|4RCR|57VULN|6ASPD|8CDMG|9ERES
219	11651 22232	   	192.37	ACR|2VULN|1BASICY|2CDMG|1AART|1BEXP|1AAC	1AART|25VULN|35CDMG|4RCR|5BPWR|6RPLT|7ERES|8BASICY|9AAC|aBEXP
220	11361 42331	   	192.34	ACR|2VULN|2ASPD|1DMG|1CDMG|1AART|1SELL	1AART|26VULN|3FEWX|4RCR|5DMG|7aASPD|8SELL|9CDMG
