0	Index      	Bounty	 *	Score 	Summary	Detail	
1	41414 31322	4	 * 	286.47	DCR|4VULN|2DMG|2ASPD|2CDMG	19ASPD|247aVULN|39DMG|5TBNT|6RCR|89CDMG|9BPWR
172	43225 33331	5	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1ASPD|24DUR|379VULN|5DMG|6MLV|8CDMG|aRCR
173	43412 13331	6	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1ASPD|26DUR|3DMG|479VULN|5MLV|8CDMG|aRCR
174	23223 21326	4	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|24DUR|35aVULN|6LIT|7TLV|8RCR|9DMG
175	23224 21326	5	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|24DUR|35aVULN|6LIT|7TLV|8RCR|9DMG
176	23225 36326	4	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|24DUR|37aVULN|5TLV|6LIT|8RCR|9DMG
177	23226 14126	9	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|24DUR|39aVULN|5LIT|6TLV|7RCR|8DMG
178	23226 16326	6	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|24DUR|37aVULN|5LIT|6TLV|8RCR|9DMG
179	23226 21326	6	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|24DUR|36aVULN|5LIT|7TLV|8RCR|9DMG
180	41215 22411	10	   	260.35	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1ASPD|23aVULN|4DUST|5DMG|69DUR|7CDMG|8RCR
181	41642 41146	10	   	260.25	DCR|3VULN|3ASPD|1DMG|1DUR	156ASPD|256VULN|3MBVNT|4DLOT|56BPWR|7LIT|8DUR|9DMG|aRCR
182	41263 23262	9	   	260.21	DCR|3VULN|2DMG|2ASPD|1DUR	1aASPD|23aVULN|4RMIN|5LHND|6DUR|7aDMG|8RCR|9RPLT|aBPWR
183	42222 12133	9	   	260.21	DCR|3VULN|2DMG|2ASPD|1DUR	19ASPD|2LWND|39aVULN|4DUR|5MLV|6RPLT|7RCR|89DMG|9BPWR
184	43252 12133	9	   	260.21	DCR|3VULN|2DMG|2ASPD|1DUR	19ASPD|2DUR|39aVULN|4LWND|5MLV|6RPLT|7RCR|89DMG|9BPWR
185	51123 13651	2	   	260.21	DCR|4VULN|3DUR	178BEXP|2LHND|378DUR|4LIT|5ERES|678aVULN|78BPWR|9RCR
186	51323 13651	3	   	260.21	DCR|4VULN|3DUR	178BEXP|2LHND|378DUR|4LIT|5ERES|678aVULN|78BPWR|9RCR
187	23412 12356	6	   	260.20	DCR|4VULN|1DMG|1TLV|1DUR	158CGEN|2DUR|3DMG|4567VULN|5BPWR|9RCR|aTLV
188	23412 15126	7	   	260.20	DCR|4VULN|1DMG|1TLV|1DUR	15CGEN|2DUR|3DMG|4568VULN|5BPWR|7RCR|9DMSP|aTLV
189	23412 15226	8	   	260.20	DCR|4VULN|1DMG|1TLV|1DUR	15CGEN|2DUR|3DMG|4568VULN|5BPWR|7RCR|9DMSP|aTLV
190	23412 15226	9	   	260.20	DCR|4VULN|1DMG|1TLV|1DUR	159CGEN|2DUR|3DMG|4568VULN|5BPWR|7RCR|aTLV
191	42226 12133	9	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	19ASPD|2LWND|39aVULN|4DUR|5ERES|6RPLT|7RCR|89DMG|9BPWR
192	43256 12133	9	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	19ASPD|2DUR|39aVULN|4LWND|5ERES|6RPLT|7RCR|89DMG|9BPWR
193	33223 23433	10	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	1ERES|246DUR|368VULN|5RPLT|6BPWR|7ASPD|9RCR|aDMG
194	33412 15126	7	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	15ERES|2DUR|3DMG|4568VULN|5BPWR|7RCR|9DMSP|aTLV
195	33412 15226	8	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	15ERES|2DUR|3DMG|4568VULN|5BPWR|7RCR|9DMSP|aTLV
196	21223 62188	3	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2357VULN|4MBVNT|6DMG|8DUR|9RCR|aTLV
197	21223 63188	3	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1CGEN|2358VULN|4MBVNT|6DMG|7DUR|9RCR|aTLV
198	41223 23552	10	   	259.96	DCR|3VULN|2ASPD|1DMG|2AART|1TLV	17ASPD|237VULN|48AART|5BELT|6RCR|7BPWR|9DMG|aTLV
199	41241 23236	8	   	259.91	DCR|3VULN|2DMG|2ASPD|1DUR	1aASPD|23aVULN|4LEGI|5ERES|6DUR|7aDMG|8RCR|9BBNT|aBPWR
200	31616 81314	7	   	259.91	DCR|4VULN|3DUR	17ERES|2679VULN|3MBVNT|4BELT|567DUR|67BPWR|8RCR|aLIT
201	41642 22721	7	 * 	259.69	DCR|3VULN|3DUR|3ASPD	157ASPD|257VULN|3MBVNT|4DLOT|57BPWR|67aDUR|8TBNT|9RCR
202	41212 62122	9	   	259.69	DCR|4VULN|2DUR|2ASPD	1aASPD|238aVULN|4DUST|5RPLT|6BEXP|7RCR|9aDUR|aBPWR
203	43512 12153	6	   	259.69	DCR|4VULN|2DUR|2ASPD	15ASPD|28DUR|3CGEN|4567VULN|5BPWR|9RCR|aBEXP
204	41362 15131	7	   	259.59	DCR|4VULN|2DUR|2ASPD	15ASPD|268aVULN|3CGEN|45DUR|5BPWR|7RCR|9BBNT
205	41362 15231	8	   	259.59	DCR|4VULN|2DUR|2ASPD	15ASPD|268aVULN|3CGEN|45DUR|5BPWR|7RCR|9BBNT
206	43512 12132	6	   	259.59	DCR|4VULN|2DUR|2ASPD	15ASPD|28DUR|3CGEN|4567VULN|5BPWR|9ERES|aRCR
207	43512 12152	6	   	259.59	DCR|4VULN|2DUR|2ASPD	15ASPD|28DUR|3CGEN|4567VULN|5BPWR|9RCR|aDUST
208	43512 25131	7	   	259.59	DCR|4VULN|2DUR|2ASPD	15ASPD|26DUR|3CGEN|458aVULN|5BPWR|7RCR|9BBNT
209	43512 25231	8	   	259.59	DCR|4VULN|2DUR|2ASPD	15ASPD|26DUR|3CGEN|458aVULN|5BPWR|7RCR|9BBNT
210	45141 12113	4	   	259.42	DCR|3VULN|3DMG|2ASPD|1NUKE	19ASPD|239DMG|4NUKE|5TBNT|679VULN|8RCR|9BPWR|aRMIN
211	45141 12111	4	   	259.32	DCR|3VULN|3DMG|2ASPD|1NUKE	19ASPD|239DMG|4NUKE|5TBNT|679VULN|8RCR|9BPWR|aERES
212	56115 21121	8	   	259.11	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1BEXP|26DUR|3CDMG|4ERES|567VULN|6BPWR|8RCR|9AART|aDMG
213	23223 11631	4	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	17CGEN|247DUR|357VULN|6BBNT|7BPWR|8RCR|9TLV|aCDMG
214	23224 11631	5	   	258.96	DCR|3VULN|3DUR|1TLV|1CDMG	17CGEN|247DUR|357VULN|6BBNT|7BPWR|8RCR|9TLV|aCDMG
215	43512 15112	10	   	258.77	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	15ASPD|2DUR|3CGEN|456VULN|5BPWR|7RCR|8FEWX|9TLV|aDMG
216	42213 51326	6	   	258.77	DCR|3VULN|2ASPD|2CDMG|1TLV|1DUR	19ASPD|2LWND|359VULN|4BELT|6TLV|7DUR|89CDMG|9BPWR|aRCR
217	33223 11631	4	   	258.76	DCR|3VULN|3DUR|1TLV|1CDMG	17ERES|247DUR|357VULN|6BBNT|7BPWR|8RCR|9TLV|aCDMG
218	33224 11631	5	   	258.76	DCR|3VULN|3DUR|1TLV|1CDMG	17ERES|247DUR|357VULN|6BBNT|7BPWR|8RCR|9TLV|aCDMG
219	43512 12351	6	   	258.75	DCR|4VULN|2ASPD|1DUR|1CDMG	15ASPD|2DUR|38CGEN|4567VULN|5BPWR|9RCR|aCDMG
220	43512 15121	7	   	258.75	DCR|4VULN|2ASPD|1DUR|1CDMG	15ASPD|2DUR|3CGEN|4568VULN|5BPWR|7RCR|9DMSP|aCDMG
221	43512 15211	10	   	258.75	DCR|4VULN|2ASPD|1DUR|1CDMG	15ASPD|2DUR|3CGEN|4568VULN|5BPWR|7RCR|9MLV|aCDMG
222	43512 15221	9	   	258.75	DCR|4VULN|2ASPD|1DUR|1CDMG	15ASPD|2DUR|39CGEN|4568VULN|5BPWR|7RCR|aCDMG
223	43512 15221	8	   	258.75	DCR|4VULN|2ASPD|1DUR|1CDMG	15ASPD|2DUR|3CGEN|4568VULN|5BPWR|7RCR|9DMSP|aCDMG
224	41432 21413	10	 * 	258.74	DCR|4VULN|3ASPD|1DMG	178ASPD|278aVULN|3DMG|4LHND|578MLV|6BELT|78BPWR|9RCR
225	31616 81321	7	   	258.68	DCR|3VULN|3DUR|1DMG|1AART	17ERES|267VULN|3MBVNT|4BELT|567DUR|67BPWR|8RCR|9AART|aDMG
226	33412 15313	7	   	258.66	DCR|3VULN|2DMG|2CDMG|1DUR	15ERES|2DUR|3aDMG|456VULN|5BPWR|7RCR|89CDMG
227	43512 15231	10	   	258.65	DCR|4VULN|2ASPD|1DUR|1CDMG	15ASPD|2DUR|3CGEN|4568VULN|5BPWR|7RCR|9DUST|aCDMG
228	41223 21311	8	   	258.58	DCR|4VULN|2ASPD|2TLV|1AART	19ASPD|239aVULN|4AART|5BELT|6RCR|7RCVC|89TLV|9BPWR
229	23412 12153	6	   	258.54	DCR|4VULN|2DUR|1DMG	15CGEN|28DUR|3DMG|4567VULN|5BPWR|9RCR|aBEXP
230	23412 15253	9	   	258.54	DCR|4VULN|2DUR|1DMG	15CGEN|29DUR|3DMG|4568VULN|5BPWR|7RCR|aBEXP
231	23412 15253	10	   	258.54	DCR|4VULN|2DUR|1DMG	15CGEN|29DUR|3DMG|4568VULN|5BPWR|7RCR|aRCVC
232	41423 12241	9	   	258.54	DCR|4VULN|3ASPD|1DMG	159ASPD|269aVULN|3DMG|4FEWX|79BEXP|8RCR|9BPWR
233	41423 13241	9	   	258.54	DCR|4VULN|3ASPD|1DMG	159ASPD|269aVULN|3DMG|4FEWX|79LWND|8RCR|9BPWR
234	41411 32311	6	   	258.48	DCR|4VULN|2ASPD|1DMG|1AART	17ASPD|2468VULN|3DMG|5AART|9RPLT|aRCR
235	41411 32363	6	   	258.48	DCR|4VULN|2ASPD|1DMG|1AART	17ASPD|2468VULN|3DMG|5AART|9RCR|aFEWX
236	41223 23342	10	   	258.48	DCR|4VULN|2ASPD|2TLV|1AART	17ASPD|2379VULN|4AART|5BELT|6RCR|7BPWR|8aTLV
237	23412 15631	8	   	258.44	DCR|4VULN|2DUR|1DMG	15CGEN|28DUR|3DMG|456aVULN|5BPWR|7RCR|9BBNT
238	21462 15131	7	   	258.44	DCR|4VULN|2DUR|1DMG	15CGEN|268aVULN|3DMG|45DUR|5BPWR|7RCR|9BBNT
239	21462 15231	8	   	258.44	DCR|4VULN|2DUR|1DMG	15CGEN|268aVULN|3DMG|45DUR|5BPWR|7RCR|9BBNT
240	23232 12536	6	   	258.44	DCR|4VULN|2DUR|1DMG	1CGEN|25DUR|3567VULN|4RMIN|5BPWR|8TBNT|9DMG|aRCR
241	23412 12132	6	   	258.44	DCR|4VULN|2DUR|1DMG	15CGEN|28DUR|3DMG|4567VULN|5BPWR|9ERES|aRCR
242	23412 12152	6	   	258.44	DCR|4VULN|2DUR|1DMG	15CGEN|28DUR|3DMG|4567VULN|5BPWR|9RCR|aDUST
243	23412 14632	9	   	258.44	DCR|4VULN|2DUR|1DMG	15CGEN|27DUR|3DMG|4569VULN|5BPWR|8ERES|aRCR
244	23412 15251	10	   	258.44	DCR|4VULN|2DUR|1DMG	15CGEN|29DUR|3DMG|4568VULN|5BPWR|7RCR|aERES
245	23412 15252	9	   	258.44	DCR|4VULN|2DUR|1DMG	15CGEN|29DUR|3DMG|4568VULN|5BPWR|7RCR|aDUST
246	23412 25131	7	   	258.44	DCR|4VULN|2DUR|1DMG	15CGEN|26DUR|3DMG|458aVULN|5BPWR|7RCR|9BBNT
247	23412 25231	8	   	258.44	DCR|4VULN|2DUR|1DMG	15CGEN|26DUR|3DMG|458aVULN|5BPWR|7RCR|9BBNT
248	41411 32361	6	   	258.38	DCR|4VULN|2ASPD|1DMG|1AART	17ASPD|2468VULN|3DMG|5AART|9RCR|aERES
249	41411 32362	6	   	258.38	DCR|4VULN|2ASPD|1DMG|1AART	17ASPD|2468VULN|3DMG|5AART|9RCR|aTBNT
250	33223 43631	4	 * 	258.34	DCR|4VULN|2DUR|2CDMG	17ERES|24DUR|3579VULN|67CDMG|7BPWR|8RCR|aZMB
251	33223 43633	4	   	258.34	DCR|4VULN|2DUR|2CDMG	17ERES|24DUR|3579VULN|67CDMG|7BPWR|8RCR|aMLV
252	33223 43635	4	   	258.34	DCR|4VULN|2DUR|2CDMG	17ERES|24DUR|3579VULN|67CDMG|7BPWR|8RCR|aBEXP
253	33224 43631	5	   	258.34	DCR|4VULN|2DUR|2CDMG	17ERES|24DUR|3579VULN|67CDMG|7BPWR|8RCR|aZMB
254	33224 43633	5	   	258.34	DCR|4VULN|2DUR|2CDMG	17ERES|24DUR|3579VULN|67CDMG|7BPWR|8RCR|aMLV
255	33232 12536	6	   	258.34	DCR|4VULN|2DUR|1DMG	1ERES|25DUR|3567VULN|4RMIN|5BPWR|8TBNT|9DMG|aRCR
256	33412 12142	6	   	258.34	DCR|4VULN|2DUR|1DMG	15ERES|28DUR|3DMG|4567VULN|5BPWR|9CGEN|aRCR
257	33223 32551	10	   	258.34	DCR|4VULN|2DUR|1DMG	1ERES|24DUR|389aVULN|5RPLT|6DMG|7RCR
258	31462 15131	7	   	258.24	DCR|4VULN|2DUR|1DMG	15ERES|268aVULN|3DMG|45DUR|5BPWR|7RCR|9BBNT
259	31462 15231	8	   	258.24	DCR|4VULN|2DUR|1DMG	15ERES|268aVULN|3DMG|45DUR|5BPWR|7RCR|9BBNT
260	33412 15631	8	   	258.24	DCR|4VULN|2DUR|1DMG	15ERES|28DUR|3DMG|456aVULN|5BPWR|7RCR|9BBNT
261	33412 25131	7	   	258.24	DCR|4VULN|2DUR|1DMG	15ERES|26DUR|3DMG|458aVULN|5BPWR|7RCR|9BBNT
262	33412 25231	8	   	258.24	DCR|4VULN|2DUR|1DMG	15ERES|26DUR|3DMG|458aVULN|5BPWR|7RCR|9BBNT
263	41314 43322	5	 * 	258.22	DCR|3VULN|3CDMG|2ASPD|1TLV|1AART	17ASPD|257VULN|3CGEN|4TLV|678CDMG|7BPWR|9AART|aRCR
264	41682 32442	9	 * 	258.19	DCR|3VULN|3ASPD|3CDMG|1DUR	189ASPD|289VULN|3MBVNT|4LHND|5MLV|689CDMG|7RCR|89BPWR|aDUR
265	41682 32443	10	   	258.19	DCR|3VULN|3ASPD|3CDMG|1DUR	189ASPD|289VULN|3MBVNT|4LHND|5MLV|689CDMG|7RCR|89BPWR|aDUR
266	21223 13511	7	   	258.15	DCR|5VULN|2ASPD|1AART	19CGEN|2369aVULN|4AART|5BELT|79ASPD|8RCR|9BPWR
267	21223 14511	6	   	258.15	DCR|5VULN|2ASPD|1AART	19CGEN|2369aVULN|4AART|5BELT|79ASPD|8RCR|9BPWR
268	41223 16511	6	   	258.15	DCR|5VULN|2ASPD|1AART	19ASPD|2369aVULN|4AART|5BELT|79CGEN|8RCR|9BPWR
269	13213 55621	8	   	258.11	DCR|5VULN|2DUR	19FEWX|2CGEN|3579aVULN|4BELT|69DUR|8RCR|9BPWR
270	12633 51631	8	   	258.11	DCR|5VULN|2DUR	17FEWX|2BELT|3ZMB|4578aVULN|67DUR|7BPWR|9RCR
271	41223 23241	9	   	258.05	DCR|5VULN|2ASPD|1AART	17ASPD|2379aVULN|4AART|5BELT|6RCR|7BPWR|8CGEN
272	41223 23244	10	   	258.05	DCR|5VULN|2ASPD|1AART	17ASPD|2379aVULN|4AART|5BELT|6RCR|7BPWR|8CGEN
273	23232 64126	8	   	257.85	DCR|3VULN|2DUR|1DMG|1CDMG	1CGEN|25DUR|35aVULN|4RMIN|5BPWR|6LIT|7RCR|8DMG|9CDMG
274	23412 25262	10	   	257.85	DCR|3VULN|2DUR|1DMG|1CDMG	15CGEN|26DUR|3DMG|458VULN|5BPWR|7RCR|9CDMG|aLIT
275	41642 44163	7	 * 	257.81	DCR|5VULN|3ASPD	156ASPD|25689VULN|3MBVNT|4DLOT|56BPWR|7FEWX|aRCR
276	41642 44163	6	   	257.81	DCR|5VULN|3ASPD	156ASPD|25689VULN|3MBVNT|4DLOT|56BPWR|7BEXP|aRCR
277	33232 64126	8	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|25DUR|35aVULN|4RMIN|5BPWR|6LIT|7RCR|8DMG|9CDMG
278	41642 41263	6	   	257.71	DCR|5VULN|3ASPD	156ASPD|25679VULN|3MBVNT|4DLOT|56BPWR|8DUST|aRCR
279	43213 53151	7	   	257.68	DCR|4VULN|2DUR|1ASPD	1ASPD|26DUR|357aVULN|4BELT|8RCR|9LIT
280	43213 62151	6	   	257.68	DCR|4VULN|2DUR|1ASPD	1ASPD|27DUR|356aVULN|4BELT|8RCR|9LIT
281	43213 62151	7	   	257.68	DCR|4VULN|2DUR|1ASPD	1ASPD|27DUR|356aVULN|4BELT|8RCR|9LIT
282	51123 13653	2	   	257.63	DCR|3VULN|3DUR|1DMG	178BEXP|2LHND|378DUR|4LIT|5ERES|678VULN|78BPWR|9RCR|aDMG
283	51323 13653	3	   	257.63	DCR|3VULN|3DUR|1DMG	178BEXP|2LHND|378DUR|4LIT|5ERES|678VULN|78BPWR|9RCR|aDMG
284	13412 14261	10	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	15FEWX|2CGEN|3DMG|456aVULN|5BPWR|7DUR|8RCR|9CDMG
285	13412 22451	10	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	15FEWX|2CGEN|3DMG|459aVULN|5BPWR|6DUR|7CDMG|8RCR
286	23412 12351	6	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	158CGEN|2DUR|3DMG|4567VULN|5BPWR|9RCR|aCDMG
287	23412 15121	7	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	15CGEN|2DUR|3DMG|4568VULN|5BPWR|7RCR|9DMSP|aCDMG
288	23412 15151	7	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	159CGEN|2DUR|3DMG|4568VULN|5BPWR|7RCR|aCDMG
289	23412 15161	10	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	15CGEN|2DUR|3DMG|456aVULN|5BPWR|7RCR|8FEWX|9CDMG
290	23412 15211	10	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	15CGEN|2DUR|3DMG|4568VULN|5BPWR|7RCR|9MLV|aCDMG
291	23412 15221	9	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	159CGEN|2DUR|3DMG|4568VULN|5BPWR|7RCR|aCDMG
292	23412 15221	8	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	15CGEN|2DUR|3DMG|4568VULN|5BPWR|7RCR|9DMSP|aCDMG
293	23412 15226	10	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	159CGEN|2DUR|3DMG|4568VULN|5BPWR|7RCR|aCDMG
294	23412 15251	8	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	159CGEN|2DUR|3DMG|4568VULN|5BPWR|7RCR|aCDMG
295	23412 15263	10	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	15CGEN|2DUR|3DMG|4568VULN|5BPWR|7RCR|9CDMG|aMLV
296	23412 35261	10	   	257.60	DCR|4VULN|1DMG|1DUR|1CDMG	156CGEN|2DUR|3DMG|458aVULN|5BPWR|7RCR|9CDMG
297	43113 12421	10	   	257.55	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	19ASPD|29DUR|3LHND|4BELT|58VULN|6AART|79DMG|9BPWR|aRCR
298	21243 53331	3	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CGEN|2359VULN|4MLV|6DMG|7DUR|8CDMG|aRCR
299	21253 42631	4	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1CGEN|2359VULN|4LHND|6CDMG|7DMG|8TLV|aRCR
300	21263 42631	3	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1CGEN|2359VULN|4BEXP|6CDMG|7DMG|8TLV|aRCR
301	21263 42631	4	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1CGEN|2359VULN|4FEWX|6CDMG|7DMG|8TLV|aRCR
302	23412 15231	10	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	15CGEN|2DUR|3DMG|4568VULN|5BPWR|7RCR|9DUST|aCDMG
303	43216 35321	10	   	257.45	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	19ASPD|27DUR|39VULN|4BELT|5AART|69DMG|8LEGI|9BPWR|aRCR
304	23232 36326	5	   	257.43	DCR|3VULN|3DUR|1DMG	1CGEN|25aDUR|357VULN|4RMIN|5BPWR|6LIT|8RCR|9DMG
305	23232 64122	10	   	257.43	DCR|3VULN|3DUR|1DMG	1CGEN|25aDUR|359VULN|4RMIN|5BPWR|6LIT|7RCR|8DMG
306	23232 64126	9	   	257.43	DCR|3VULN|3DUR|1DMG	1CGEN|25aDUR|359VULN|4RMIN|5BPWR|6LIT|7RCR|8DMG
307	23232 66326	6	   	257.43	DCR|3VULN|3DUR|1DMG	1CGEN|25aDUR|357VULN|4RMIN|5BPWR|6LIT|8RCR|9DMG
308	41423 23242	10	   	257.41	DCR|2VULN|2DMG|3ASPD|2DUR	159ASPD|29VULN|37DMG|4FEWX|69DUR|8RCR|9BPWR|aBEXP
309	41423 23242	9	   	257.41	DCR|2VULN|2DMG|3ASPD|2DUR	159ASPD|29VULN|37DMG|4FEWX|69DUR|8RCR|9BPWR|aRMIN
310	41423 23243	9	   	257.41	DCR|2VULN|2DMG|3ASPD|2DUR	159ASPD|29VULN|37DMG|4aFEWX|69DUR|8RCR|9BPWR
311	43423 13242	10	   	257.41	DCR|2VULN|2DMG|3ASPD|2DUR	159ASPD|29DUR|37DMG|4FEWX|69VULN|8RCR|9BPWR|aBEXP
312	43423 13242	9	   	257.41	DCR|2VULN|2DMG|3ASPD|2DUR	159ASPD|29DUR|37DMG|4FEWX|69VULN|8RCR|9BPWR|aRMIN
313	43423 13243	9	   	257.41	DCR|2VULN|2DMG|3ASPD|2DUR	159ASPD|29DUR|37DMG|4aFEWX|69VULN|8RCR|9BPWR
314	33412 15161	10	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	15ERES|2DUR|3DMG|456aVULN|5BPWR|7RCR|8FEWX|9CDMG
315	21213 42631	4	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1CGEN|2359VULN|4DUST|6CDMG|7DMG|8TLV|aRCR
316	21214 42631	5	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1CGEN|2359VULN|4DUST|6CDMG|7DMG|8TLV|aRCR
317	31243 53331	3	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1ERES|2359VULN|4MLV|6DMG|7DUR|8CDMG|aRCR
318	31253 42631	4	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1ERES|2359VULN|4LHND|6CDMG|7DMG|8TLV|aRCR
319	31263 42631	3	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1ERES|2359VULN|4BEXP|6CDMG|7DMG|8TLV|aRCR
320	31263 42631	4	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1ERES|2359VULN|4FEWX|6CDMG|7DMG|8TLV|aRCR
321	31263 52361	3	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1ERES|2357VULN|4BEXP|6DMG|8CDMG|9TLV|aRCR
322	33412 15115	7	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	15ERES|2DUR|3DMG|4568VULN|5BPWR|7RCR|9BEXP|aCDMG
323	33412 15121	7	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	15ERES|2DUR|3DMG|4568VULN|5BPWR|7RCR|9DMSP|aCDMG
324	33412 15211	10	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	15ERES|2DUR|3DMG|4568VULN|5BPWR|7RCR|9MLV|aCDMG
325	33412 15215	8	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	15ERES|2DUR|3DMG|4568VULN|5BPWR|7RCR|9BEXP|aCDMG
326	33412 15221	8	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	15ERES|2DUR|3DMG|4568VULN|5BPWR|7RCR|9DMSP|aCDMG
327	33412 15221	10	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	15ERES|2DUR|3DMG|4568VULN|5BPWR|7RCR|9CGEN|aCDMG
328	33412 15231	10	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	15ERES|2DUR|3DMG|4568VULN|5BPWR|7RCR|9ZMB|aCDMG
329	33412 15261	10	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	15ERES|2DUR|3DMG|4568VULN|5BPWR|7RCR|9FEWX|aCDMG
330	33412 15315	7	   	257.32	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	15ERES|2DUR|3DMG|456VULN|5BPWR|7RCR|89CDMG|aTLV
331	41642 18431	8	   	257.31	DCR|3VULN|2DMG|2ASPD|1CDMG	15ASPD|257VULN|3MBVNT|4DLOT|5BPWR|68DMG|9CDMG|aRCR
332	41423 23241	10	   	257.31	DCR|2VULN|2DMG|3ASPD|2DUR	159ASPD|29VULN|37DMG|4FEWX|69DUR|8RCR|9BPWR|aDUST
333	43233 24413	6	   	257.31	DCR|2VULN|2DMG|3ASPD|2DUR	159ASPD|26DUR|39VULN|4RMIN|7BBNT|89DMG|9BPWR|aRCR
334	43423 13241	10	   	257.31	DCR|2VULN|2DMG|3ASPD|2DUR	159ASPD|29DUR|37DMG|4FEWX|69VULN|8RCR|9BPWR|aDUST
335	31213 42631	4	   	257.30	DCR|4VULN|1DMG|1TLV|1CDMG	1ERES|2359VULN|4DUST|6CDMG|7DMG|8TLV|aRCR
336	31214 42631	5	   	257.30	DCR|4VULN|1DMG|1TLV|1CDMG	1ERES|2359VULN|4DUST|6CDMG|7DMG|8TLV|aRCR
337	23211 25431	9	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18CGEN|28DUR|37aVULN|4BELT|5DMG|68ASPD|8BPWR|9RCR
338	23211 25434	10	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18CGEN|28DUR|37aVULN|4BELT|5DMG|68ASPD|8BPWR|9RCR
339	41362 15213	9	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	15ASPD|268VULN|3CGEN|45DUR|5BPWR|7RCR|9MLV|aDMG
340	41362 15222	10	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	15ASPD|268VULN|39CGEN|45DUR|5BPWR|7RCR|aDMG
341	43512 25213	9	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	15ASPD|26DUR|3CGEN|458VULN|5BPWR|7RCR|9MLV|aDMG
342	43512 25222	10	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	15ASPD|26DUR|39CGEN|458VULN|5BPWR|7RCR|aDMG
343	33211 25431	9	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	18ERES|28DUR|37aVULN|4BELT|5DMG|68ASPD|8BPWR|9RCR
