0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63437 32436	8	 * 	279.53	DCR|3VULN|2DMG|2TLV|1DUR|1ASPD|1AART	18TLV|2MBVNT|38DMG|4ASPD|5DUR|6AART|789VULN|8BPWR|aRCR
165	33354 12236	1	   	255.66	DCR|3VULN|2DUR|2TLV|1DMG	12ERES|35TLV|458VULN|5BPWR|69DUR|7RCR|aDMG
166	63211 11213	4	   	255.66	DCR|3VULN|2DUR|2TLV|2CDMG	17TLV|2MBVNT|3DLOT|457VULN|67CDMG|7BPWR|8RCR|9aDUR
167	63211 11611	4	   	255.66	DCR|3VULN|2DUR|2TLV|2CDMG	17TLV|2MBVNT|3DLOT|457VULN|67CDMG|7BPWR|89DUR|aRCR
168	63213 11213	5	   	255.66	DCR|3VULN|2DUR|2TLV|2CDMG	17TLV|2MBVNT|3DLOT|457VULN|67CDMG|7BPWR|8RCR|9aDUR
169	63213 11611	5	   	255.66	DCR|3VULN|2DUR|2TLV|2CDMG	17TLV|2MBVNT|3DLOT|457VULN|67CDMG|7BPWR|89DUR|aRCR
170	63231 11213	3	   	255.66	DCR|3VULN|2DUR|2TLV|2CDMG	17TLV|2MBVNT|3DLOT|457VULN|67CDMG|7BPWR|8RCR|9aDUR
171	63231 11611	3	   	255.66	DCR|3VULN|2DUR|2TLV|2CDMG	17TLV|2MBVNT|3DLOT|457VULN|67CDMG|7BPWR|89DUR|aRCR
172	62512 13321	9	   	255.53	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD|1AART	1TLV|248VULN|3AART|5DMG|6ASPD|7LHND|9CDMG|aRCR
173	12512 13321	9	   	255.53	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD|1AART	1MLV|248VULN|3AART|5DMG|6ASPD|7DUR|9CDMG|aRCR
174	62512 24231	7	   	255.43	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD|1AART	1TLV|246VULN|3AART|5DMG|7CDMG|8LEGI|9ASPD|aRCR
175	62511 31532	10	   	255.41	DCR|4VULN|1TLV|1CDMG|1AART	1TLV|246aVULN|3AART|5RPLT|7RCR|8CDMG|9LIT
176	62624 31133	9	   	255.10	DCR|3VULN|2DUR|2TLV|1ASPD	17TLV|279VULN|3MBVNT|4CGEN|5ASPD|67DUR|7BPWR|8LIT|aRCR
177	63411 63413	10	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2MBVNT|38DMG|4LHND|579VULN|6RCR|aDUR
178	12512 24135	6	   	254.85	DCR|4VULN|2DMG|1AART	17MLV|2467VULN|3AART|57DMG|7BPWR|8DUST|9LEGI|aRCR
179	12512 24214	6	   	254.85	DCR|4VULN|2DMG|1AART	17MLV|2467VULN|3AART|57DMG|7BPWR|8ERES|9MBVNT|aRCR
180	12341 22334	6	   	254.82	DCR|4VULN|2DUR|1TLV	19MLV|259aVULN|3BEXP|4TLV|6RCR|7BELT|89DUR|9BPWR
181	12512 43135	5	   	254.75	DCR|4VULN|2DMG|1AART	1MLV|2467VULN|3AART|56DMG|6BPWR|8DUST|9LEGI|aRCR
182	12512 43214	5	   	254.75	DCR|4VULN|2DMG|1AART	1MLV|2467VULN|3AART|56DMG|6BPWR|8ERES|9MBVNT|aRCR
183	63154 43261	7	   	254.72	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	15TLV|2MBVNT|3DUR|478VULN|6DMG|9RCR|aCDMG
184	63154 43261	8	   	254.72	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	15TLV|2MBVNT|3DUR|478VULN|6DMG|9RCR|aCDMG
185	62513 11151	4	   	254.65	DCR|3VULN|2TLV|1DMG|2CDMG|1AART	17TLV|247VULN|3AART|5MBVNT|67CDMG|7BPWR|8RCVC|9DMG|aRCR
186	62533 11151	3	   	254.65	DCR|3VULN|2TLV|1DMG|2CDMG|1AART	17TLV|247VULN|3AART|5MBVNT|67CDMG|7BPWR|8RCVC|9DMG|aRCR
187	66112 32136	3	   	254.62	ACR|4VULN|3DUR|3TLV|2LIT	178TLV|2aLIT|3RCR|4RCVC|578aVULN|678DUR|78aBPWR|9aCGEN
188	66132 32136	3	   	254.62	ACR|4VULN|3DUR|3TLV|2LIT	178TLV|2aLIT|3RCR|4DMSP|578aVULN|678DUR|78aBPWR|9aCGEN
189	66132 32136	4	   	254.62	ACR|4VULN|3DUR|3TLV|2LIT	178TLV|2aLIT|3RCR|4RCVC|578aVULN|678DUR|78aBPWR|9aCGEN
190	21141 23643	7	   	254.62	DCR|4VULN|2DUR|1TLV	1FEWX|2579VULN|3CGEN|4TLV|6RCR|8aDUR
191	41141 23233	7	   	254.62	DCR|4VULN|2DUR|1TLV	1LWND|2578VULN|3CGEN|4TLV|6RCR|9aDUR
192	41141 23233	8	   	254.62	DCR|4VULN|2DUR|1TLV	1LWND|2578VULN|3CGEN|4TLV|6RCR|9aDUR
193	62215 23233	9	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2578VULN|35CGEN|4LEGI|5BPWR|6RCR|9aDUR
194	62215 23233	10	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2578VULN|35CGEN|4LEGI|5BPWR|6RCR|9aDUR
195	62215 23233	8	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2578VULN|35CGEN|4LEGI|5BPWR|6RCR|9aDUR
196	62215 23233	7	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2578VULN|35CGEN|4LEGI|5BPWR|6RCR|9aDUR
197	62233 23643	7	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2479VULN|3CGEN|5BEXP|6RCR|8aDUR
198	62234 23233	9	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2478VULN|3CGEN|5LHND|6RCR|9aDUR
199	62234 23233	10	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2478VULN|3CGEN|5LHND|6RCR|9aDUR
200	62234 23233	8	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2478VULN|3CGEN|5LHND|6RCR|9aDUR
201	62234 23233	7	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2478VULN|3CGEN|5LHND|6RCR|9aDUR
202	62321 23643	7	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2479VULN|3BEXP|5CGEN|6RCR|8aDUR
203	31546 12232	3	   	254.52	DCR|4VULN|2DUR|1TLV	14ERES|2DMSP|348aVULN|4BPWR|5TLV|69DUR|7RCR
204	62211 23233	8	   	254.52	DCR|4VULN|2DUR|1TLV	1TLV|2578VULN|3CGEN|4LEGI|6RCR|9aDUR
205	62211 23233	7	   	254.52	DCR|4VULN|2DUR|1TLV	1TLV|2578VULN|3CGEN|4LEGI|6RCR|9aDUR
206	62211 23233	10	   	254.52	DCR|4VULN|2DUR|1TLV	1TLV|2578VULN|3CGEN|4LEGI|6RCR|9aDUR
207	62211 23233	9	   	254.52	DCR|4VULN|2DUR|1TLV	1TLV|2578VULN|3CGEN|4LEGI|6RCR|9aDUR
208	62211 23643	7	   	254.52	DCR|4VULN|2DUR|1TLV	1TLV|2579VULN|3CGEN|4LEGI|6RCR|8aDUR
209	62231 23643	7	   	254.52	DCR|4VULN|2DUR|1TLV	1TLV|2479VULN|3CGEN|5DUST|6RCR|8aDUR
210	62624 12232	2	   	254.52	DCR|4VULN|2DUR|1TLV	1TLV|258aVULN|35ERES|4RCVC|5BPWR|69DUR|7RCR
211	63341 47713	10	   	254.52	DCR|4VULN|2DUR|1TLV	1TLV|2MBVNT|3CGEN|4589VULN|6aDUR|7RCR
212	63341 47713	9	   	254.52	DCR|4VULN|2DUR|1TLV	1TLV|2MBVNT|3CGEN|4589VULN|6aDUR|7RCR
213	63156 21114	8	 * 	254.48	ACR|3VULN|3DUR|2DMG|3TLV	17aTLV|2MBVNT|367DUR|47aVULN|5RCR|7aBPWR|8aDMG|9DMSP
214	13421 65313	3	   	254.45	DCR|3VULN|3DMG|1TLV	17MLV|2MBVNT|379DMG|4BBNT|57aVULN|6RCR|7BPWR|8TLV
215	66112 32162	3	   	254.42	ACR|4VULN|3DUR|3TLV|2LIT	178TLV|2aLIT|3RCR|4RCVC|5789VULN|678DUR|78BPWR
216	66132 32162	3	   	254.42	ACR|4VULN|3DUR|3TLV|2LIT	178TLV|2aLIT|3RCR|4DMSP|5789VULN|678DUR|78BPWR
217	66132 32162	4	   	254.42	ACR|4VULN|3DUR|3TLV|2LIT	178TLV|2aLIT|3RCR|4RCVC|5789VULN|678DUR|78BPWR
218	63411 63416	10	   	254.35	DCR|3VULN|3DMG|1TLV	1TLV|2MBVNT|38aDMG|4LHND|579VULN|6RCR
219	12512 24122	9	   	254.17	DCR|3VULN|2DMG|1CDMG|1AART	1MLV|246VULN|3AART|59DMG|7CDMG|8LIT|aRCR
220	12341 26215	7	 * 	253.91	DCR|4VULN|3CDMG|2TLV	189MLV|258aVULN|3BEXP|4aTLV|6RCR|78aCDMG|8aBPWR
221	62223 26235	7	 * 	253.81	DCR|4VULN|3CDMG|3TLV	148TLV|289aVULN|3CGEN|5aBEXP|6RCR|78aCDMG|8aBPWR
222	62234 12211	4	   	253.79	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2458VULN|35CGEN|5BPWR|6DUR|7FEWX|9CDMG|aRCR
223	62234 16211	4	   	253.79	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2458VULN|35CGEN|5BPWR|6DUR|7BEXP|9CDMG|aRCR
224	62234 22316	4	   	253.79	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2457VULN|35CGEN|5BPWR|6BELT|8DUR|9CDMG|aRCR
225	12423 26432	8	   	253.70	DCR|4VULN|2DMG	17MLV|2479VULN|3RPLT|57DMG|6RCVC|7BPWR|8RCR|aLIT
226	12341 23641	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|2579VULN|3BEXP|4TLV|6RCR|8DUR|aCDMG
227	21141 23641	7	   	253.69	DCR|4VULN|1DUR|1TLV|1CDMG	1FEWX|2579VULN|3CGEN|4TLV|6RCR|8DUR|aCDMG
228	41141 23231	8	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2578VULN|3CGEN|4TLV|6RCR|9DUR|aCDMG
229	41141 23231	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2578VULN|3CGEN|4TLV|6RCR|9DUR|aCDMG
230	62215 23231	9	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2578VULN|35CGEN|4LEGI|5BPWR|6RCR|9DUR|aCDMG
231	62215 23231	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2578VULN|35CGEN|4LEGI|5BPWR|6RCR|9DUR|aCDMG
232	62215 23231	8	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2578VULN|35CGEN|4LEGI|5BPWR|6RCR|9DUR|aCDMG
233	62233 23641	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2479VULN|3CGEN|5BEXP|6RCR|8DUR|aCDMG
234	62234 23231	9	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2478VULN|3CGEN|5LHND|6RCR|9DUR|aCDMG
235	62234 23231	8	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2478VULN|3CGEN|5LHND|6RCR|9DUR|aCDMG
236	62234 23231	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2478VULN|3CGEN|5LHND|6RCR|9DUR|aCDMG
237	62321 23641	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2479VULN|3BEXP|5CGEN|6RCR|8DUR|aCDMG
238	12362 14531	2	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1MLV|2689VULN|3CDMG|4TLV|5BEXP|7DUR|aRCR
239	63483 12183	5	   	253.67	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG|1SELL	18TLV|2MBVNT|38DMG|4LIT|5CDMG|6SELL|78VULN|8BPWR|9DUR|aRCR
240	32432 23612	10	   	253.60	DCR|2VULN|2DUR|2TLV|1DMG|1CDMG|1ASPD	1ERES|2aTLV|3DMG|4ASPD|5RMIN|6aDUR|7CDMG|8RCR|9aVULN|aBPWR
241	32631 42231	5	   	253.59	DCR|4VULN|1DUR|1TLV|1CDMG	1ERES|2TLV|3LHND|4568VULN|7RCR|9DUR|aCDMG
242	32631 52231	5	   	253.59	DCR|4VULN|1DUR|1TLV|1CDMG	16ERES|2TLV|3LHND|4568VULN|6BPWR|7RCR|9DUR|aCDMG
243	32635 42231	5	   	253.59	DCR|4VULN|1DUR|1TLV|1CDMG	15ERES|2TLV|3LHND|4568VULN|5BPWR|7RCR|9DUR|aCDMG
244	41241 42231	5	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2568VULN|3ERES|4TLV|7RCR|9DUR|aCDMG
245	41253 35211	5	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2468VULN|3ERES|5DUR|7TLV|9CDMG|aRCR
246	41255 22231	4	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2458VULN|3ERES|6TLV|7RCR|9DUR|aCDMG
247	62211 23231	8	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2578VULN|3CGEN|4LEGI|6RCR|9DUR|aCDMG
248	62211 23231	7	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2578VULN|3CGEN|4LEGI|6RCR|9DUR|aCDMG
249	62211 23231	9	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2578VULN|3CGEN|4LEGI|6RCR|9DUR|aCDMG
250	62211 23641	7	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2579VULN|3CGEN|4LEGI|6RCR|8DUR|aCDMG
251	62231 23641	7	   	253.59	DCR|4VULN|1DUR|1TLV|1CDMG	1TLV|2479VULN|3CGEN|5DUST|6RCR|8DUR|aCDMG
252	63341 47711	9	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2MBVNT|3CGEN|4589VULN|6DUR|7RCR|aCDMG
253	12512 21325	7	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1MLV|2468VULN|3AART|5DMG|7LWND|9DUR|aRCR
254	12512 22325	6	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1MLV|2468VULN|3AART|5DMG|7LWND|9DUR|aRCR
255	12513 11661	4	   	253.51	DCR|4VULN|2CDMG|1DUR|1AART	17MLV|2479VULN|3AART|5MBVNT|67CDMG|7BPWR|8DUR|aRCR
256	12533 11661	3	   	253.51	DCR|4VULN|2CDMG|1DUR|1AART	17MLV|2479VULN|3AART|5MBVNT|67CDMG|7BPWR|8DUR|aRCR
257	51163 12151	3	   	253.51	DCR|4VULN|3LIT|1DUR|1AART	178DUST|2478VULN|34CGEN|478BPWR|5DUR|678LIT|9AART|aRCR
258	62511 31312	10	   	253.51	DCR|4VULN|1DMG|1TLV|1AART	1TLV|246aVULN|3AART|5RPLT|7RCR|8FEWX|9DMG
259	62222 11511	1	 * 	253.51	DCR|2VULN|2DUR|2ASPD|2TLV|1CDMG|1AART	17TLV|27ASPD|3ZMB|4CDMG|5AART|67VULN|7BPWR|89DUR|aRCR
260	21141 23352	9	   	253.51	DCR|4VULN|2ASPD|1TLV	19FEWX|2579VULN|3CGEN|4TLV|6RCR|89ASPD|9BPWR|aLIT
261	52163 32531	1	   	253.50	DCR|2VULN|2DUR|2TLV|1DMG|1CDMG|1ASPD	1DUST|24TLV|34VULN|4BPWR|57DUR|6CDMG|8DMG|9RCR|aASPD
262	12512 23125	6	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1MLV|2467VULN|3AART|5DMG|8DUST|9DUR|aRCR
263	62233 26251	7	   	253.39	DCR|3VULN|2TLV|1DMG|2CDMG	18TLV|248VULN|3CGEN|5BEXP|6RCR|78CDMG|8BPWR|9LIT|aDMG
264	62321 26251	7	   	253.39	DCR|3VULN|2TLV|1DMG|2CDMG	18TLV|248VULN|3BEXP|5CGEN|6RCR|78CDMG|8BPWR|9LIT|aDMG
265	62423 22153	5	   	253.39	DCR|3VULN|2TLV|1DMG|2CDMG	18TLV|248VULN|3RPLT|5DMG|6LIT|78CDMG|8BPWR|9RCVC|aRCR
266	52156 11141	8	   	253.38	DCR|3VULN|2DMG|2DUR	167DUST|29DUR|37CGEN|479VULN|5MBVNT|79BPWR|89DMG|aRCR
267	53156 11141	8	   	253.38	DCR|3VULN|2DMG|2DUR	167DUST|29CGEN|37DUR|479VULN|5MBVNT|79BPWR|89DMG|aRCR
268	62512 23334	10	   	253.36	DCR|3VULN|2TLV|1DMG|2AART|1ASPD	17TLV|246VULN|39AART|5DMG|8ASPD|aRCR
269	62512 23135	6	   	253.31	DCR|4VULN|1DMG|1TLV|1AART	1TLV|2467VULN|3AART|5DMG|8DUST|9LEGI|aRCR
270	62512 23214	6	   	253.31	DCR|4VULN|1DMG|1TLV|1AART	1TLV|2467VULN|3AART|5DMG|8ERES|9MBVNT|aRCR
271	51263 12151	3	   	253.31	DCR|4VULN|3LIT|1DUR|1AART	178DUST|2478VULN|34ERES|478BPWR|5DUR|678LIT|9AART|aRCR
272	62231 26251	7	   	253.29	DCR|3VULN|2TLV|1DMG|2CDMG	18TLV|248VULN|3CGEN|5DUST|6RCR|78CDMG|8BPWR|9LIT|aDMG
273	62511 31122	10	   	252.99	DCR|5VULN|1TLV|1AART	1TLV|2469aVULN|3AART|5RPLT|7RCR|8CGEN
274	62511 31234	9	   	252.99	DCR|5VULN|1TLV|1AART	1TLV|2469aVULN|3AART|5RPLT|7RCR|8LWND
275	62511 31236	10	   	252.99	DCR|5VULN|1TLV|1AART	1TLV|2469aVULN|3AART|5RPLT|7RCR|8LWND
276	62511 31334	9	   	252.99	DCR|5VULN|1TLV|1AART	1TLV|2469aVULN|3AART|5RPLT|7RCR|8FEWX
277	62511 31336	10	   	252.99	DCR|5VULN|1TLV|1AART	1TLV|2469aVULN|3AART|5RPLT|7RCR|8FEWX
278	62512 24112	9	   	252.83	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1TLV|246VULN|3AART|5DMG|7CDMG|8LIT|9RCVC|aRCR
279	32435 16311	7	   	252.79	DCR|2VULN|2DMG|1DUR|1TLV|1CDMG|1ASPD	17ERES|2TLV|37DMG|4ASPD|5CDMG|67VULN|7BPWR|8RCR|9MLV|aDUR
280	32435 16331	7	   	252.79	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1ASPD	17ERES|2TLV|37DMG|4ASPD|5CDMG|67VULN|7BPWR|8RCR|9RMIN|aDUR
281	11245 36231	7	   	252.65	DCR|3VULN|2DMG|1DUR|1CDMG	17MLV|2DMSP|37DMG|4DUR|5CDMG|679VULN|7BPWR|8LWND|aRCR
282	11245 36313	7	   	252.65	DCR|3VULN|2DMG|1DUR|1CDMG	179MLV|2DMSP|37DMG|4DUR|5CDMG|67aVULN|7BPWR|8RCR
283	11245 36331	8	   	252.65	DCR|3VULN|2DMG|1DUR|1CDMG	17MLV|2DMSP|37DMG|4DUR|5CDMG|679VULN|7BPWR|8LWND|aRCR
284	11245 36331	7	   	252.65	DCR|3VULN|2DMG|1DUR|1CDMG	17MLV|2DMSP|37DMG|4DUR|5CDMG|679VULN|7BPWR|8RCR|aRMIN
285	11245 36333	7	   	252.65	DCR|3VULN|2DMG|1DUR|1CDMG	17MLV|2DMSP|37DMG|4DUR|5CDMG|679VULN|7BPWR|8RCR|aFEWX
286	63437 32416	8	   	252.62	DCR|2VULN|2DMG|2TLV|1DUR|1ASPD|1AART	18TLV|2MBVNT|38DMG|4ASPD|5DUR|6AART|78VULN|8BPWR|9DMSP|aRCR
287	12362 15511	2	   	252.55	DCR|3VULN|2DMG|1TLV|1CDMG	1MLV|269VULN|3CDMG|4TLV|59BEXP|7ERES|89DMG|9BPWR|aRCR
288	12366 25211	2	   	252.55	DCR|3VULN|2DMG|1TLV|1CDMG	1MLV|279VULN|3CDMG|4TLV|59DMG|6ERES|89LWND|9BPWR|aRCR
289	63437 32453	8	   	252.52	DCR|2VULN|2DMG|2TLV|1DUR|1ASPD|1AART	18TLV|2MBVNT|38DMG|4ASPD|5DUR|6AART|78VULN|8BPWR|9DLOT|aRCR
290	63433 32426	8	   	252.52	DCR|2VULN|2DMG|2TLV|1DUR|1ASPD|1AART	18TLV|2MBVNT|38DMG|4ASPD|5DUST|6AART|78VULN|8BPWR|9DUR|aRCR
291	25116 12151	1	 * 	252.48	DCR|3VULN|3LIT|1DMG|1TLV|1ASPD	178FEWX|2ASPD|378VULN|4CGEN|5DMG|678LIT|78BPWR|9TLV|aRCR
292	32422 45311	3	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	19ERES|2TLV|39DMG|4CDMG|5MLV|679VULN|8RCR|9BPWR|aRMIN
293	32422 45313	3	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	19ERES|2TLV|39DMG|4CDMG|5MLV|679VULN|8RCR|9BPWR|aFEWX
294	12512 24314	10	   	252.37	DCR|3VULN|2DMG|2CDMG|1AART	18MLV|246VULN|3AART|58DMG|78CDMG|8BPWR|9LWND|aRCR
295	63411 63411	9	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1TLV|2MBVNT|38DMG|4LHND|579VULN|6RCR|aCDMG
296	63411 63451	8	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1TLV|2MBVNT|38DMG|4LHND|579VULN|6RCR|aCDMG
297	12341 26232	7	   	252.26	DCR|4VULN|2CDMG|1TLV	18MLV|2589VULN|3BEXP|4TLV|6RCR|78CDMG|8BPWR|aLIT
298	63426 41263	4	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	16TLV|2MBVNT|3DMG|4CGEN|568VULN|6BPWR|7ASPD|9RCR|aDUR
299	63446 41263	3	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	16TLV|2MBVNT|3DMG|4CGEN|568VULN|6BPWR|7ASPD|9RCR|aDUR
300	62512 24214	5	   	252.17	DCR|3VULN|2DMG|2TLV|1AART	17TLV|247VULN|3AART|57DMG|6RCVC|7BPWR|8ERES|9MBVNT|aRCR
301	62512 34214	6	   	252.17	DCR|3VULN|2DMG|2TLV|1AART	17TLV|247VULN|3AART|57DMG|6DMSP|7BPWR|8ERES|9MBVNT|aRCR
302	21141 62316	8	   	252.15	DCR|3VULN|3ASPD|1DMG|1TLV	18FEWX|258VULN|3CGEN|4TLV|678ASPD|8BPWR|9DMG|aRCR
303	12362 14231	2	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	18MLV|269VULN|38CDMG|4TLV|5BEXP|78DUR|8BPWR|aRCR
304	16362 14231	1	   	252.15	DCR|3VULN|2DUR|2CDMG|1TLV	18MLV|269VULN|38CDMG|4TLV|5BEXP|78DUR|8BPWR|aRCR
305	13424 61382	3	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	18MLV|2MBVNT|3DMG|4BBNT|58DUR|6RCR|789VULN|8BPWR|aTLV
306	21241 62316	8	   	252.05	DCR|3VULN|3ASPD|1DMG|1TLV	18FEWX|258VULN|3ERES|4TLV|678ASPD|8BPWR|9DMG|aRCR
307	13743 27531	10	   	251.95	DCR|3VULN|3DMG|1CDMG	17MLV|2MBVNT|3CDMG|47aVULN|579DMG|6RCVC|7BPWR|8RCR
308	32153 52511	7	 * 	251.92	DCR|2VULN|2DMG|2TLV|2CDMG|1DUR	1ERES|29TLV|36CDMG|4CGEN|59VULN|7DUR|89DMG|9BPWR|aRCR
309	32153 52511	6	   	251.92	DCR|2VULN|2DMG|2TLV|2CDMG|1DUR	1ERES|29TLV|36CDMG|4CGEN|59VULN|7DUR|89DMG|9BPWR|aRCR
310	32154 32511	4	   	251.92	DCR|2VULN|2DMG|2TLV|2CDMG|1DUR	1ERES|29TLV|35CDMG|4CGEN|69VULN|7DUR|89DMG|9BPWR|aRCR
311	32164 32511	3	   	251.92	DCR|2VULN|2DMG|2TLV|2CDMG|1DUR	1ERES|29TLV|34CDMG|5CGEN|69VULN|7DUR|89DMG|9BPWR|aRCR
312	15114 23363	10	 * 	251.90	DCR|4VULN|3DUR	189MLV|2FEWX|389DUR|4BEXP|5ERES|6RCR|789aVULN|89BPWR
313	23114 23364	10	   	251.90	DCR|4VULN|3DUR	189FEWX|2CGEN|389DUR|4BEXP|5ERES|6RCR|789aVULN|89BPWR
314	63718 11412	10	   	251.82	DCR|2VULN|2DMG|2TLV|2CDMG|1DUR	1aTLV|2MBVNT|34CDMG|5aDMG|6ERES|7RCR|8DUR|9aVULN|aBPWR
315	12512 45122	5	   	251.62	DCR|3VULN|2DMG|1ASPD|1AART	18MLV|246VULN|3AART|56DMG|6BPWR|7LIT|9ASPD|aRCR
316	62221 31616	2	   	251.61	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1AART	1TLV|25aVULN|3ASPD|4TBNT|6CDMG|7DUR|8AART|9RCR
317	12654 31483	7	   	251.39	DCR|3VULN|2DUR|1TLV|1ASPD	17MLV|278VULN|3MBVNT|4TLV|5ASPD|67DUR|7BPWR|9LIT|aRCR
318	62234 43131	4	   	251.21	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|245VULN|35CGEN|5BPWR|6CDMG|7DMG|8DUR|9RMIN|aRCR
319	12234 43411	4	   	251.21	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1MLV|245VULN|35CGEN|5BPWR|6CDMG|7DMG|8TLV|9DUR|aRCR
320	12341 23551	7	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1MLV|257VULN|3BEXP|4TLV|6RCR|8DMG|9CDMG|aDUR
321	21141 23551	7	   	251.11	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1FEWX|257VULN|3CGEN|4TLV|6RCR|8DMG|9CDMG|aDUR
322	21141 23631	9	   	251.11	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1FEWX|257VULN|3CGEN|4TLV|6RCR|8CDMG|9DMG|aDUR
323	21141 23633	10	   	251.11	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1FEWX|257VULN|3CGEN|4TLV|6RCR|8CDMG|9DMG|aDUR
324	41141 23631	9	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LWND|257VULN|3CGEN|4TLV|6RCR|8CDMG|9DMG|aDUR
325	41141 23633	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LWND|257VULN|3CGEN|4TLV|6RCR|8CDMG|9DMG|aDUR
326	62215 23631	9	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|257VULN|35CGEN|4LEGI|5BPWR|6RCR|8CDMG|9DMG|aDUR
327	62215 23633	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|257VULN|35CGEN|4LEGI|5BPWR|6RCR|8CDMG|9DMG|aDUR
328	62233 23551	7	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|247VULN|3CGEN|5BEXP|6RCR|8DMG|9CDMG|aDUR
329	62233 23631	9	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|247VULN|3CGEN|5BEXP|6RCR|8CDMG|9DMG|aDUR
330	62233 23633	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|247VULN|3CGEN|5BEXP|6RCR|8CDMG|9DMG|aDUR
331	62234 23631	9	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|247VULN|3CGEN|5LHND|6RCR|8CDMG|9DMG|aDUR
