0	Index      	 *	Score 	Summary	Detail	
1	21616 32421	 * 	228.87	DCR|2VULN|2DMG|2ASPD|3CDMG|1DUR	1aASPD|2DUR|348CDMG|5aDMG|6aVULN|7MBVNT|9RCR|aBPWR
160	21274 38174	   	200.80	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	18ASPD|2DUR|3MBVNT|48CGEN|5RMIN|68VULN|7RCR|8BPWR|9DMG|aCDMG
161	24233 25315	   	200.77	DCR|3DMG|1MDPS|1AART|1VULN|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6DUR|7LHND|8AART|9VULN|aRCR
162	24233 53315	   	200.77	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6BEXP|7DUR|8AART|9VULN|aRCR
163	23135 24137	 * 	200.60	DCR|3ASPD|1VULN|1AART|1DMG|1AAC|1ZMB	13aASPD|2AAC|4DMG|5ZMB|6VULN|7AART|8RCR|9MBVNT
164	24136 26121	   	200.52	DCR|3ASPD|2DMG|1VULN|1CDMG	139ASPD|24DMG|5aFEWX|6VULN|7CDMG|8RCR
165	24136 26123	   	200.52	DCR|3ASPD|2DMG|1VULN|1CDMG	139ASPD|24DMG|5FEWX|6VULN|7CDMG|8RCR|aRPLT
166	21224 64631	   	200.49	DCR|3VULN|3ASPD|2DUR	158ASPD|28DUR|3MBVNT|4RPLT|689VULN|7RCR|8BPWR|aLWND
167	21224 64633	   	200.49	DCR|3VULN|3ASPD|2DUR	158ASPD|28DUR|3MBVNT|4RPLT|689VULN|7RCR|8BPWR|aCGEN
168	21224 64635	   	200.49	DCR|3VULN|3ASPD|2DUR	158ASPD|28DUR|3MBVNT|4RPLT|689VULN|7RCR|8BPWR|aRMIN
169	21224 64636	   	200.49	DCR|3VULN|3ASPD|2DUR	158ASPD|28DUR|3MBVNT|4RPLT|689VULN|7RCR|8BPWR|aLHND
170	21224 64638	   	200.49	DCR|3VULN|3ASPD|2DUR	158ASPD|28DUR|3MBVNT|4RPLT|689VULN|7RCR|8BPWR|aDMSP
171	21224 64672	   	200.49	DCR|3VULN|3ASPD|2DUR	158ASPD|28DUR|3MBVNT|4RPLT|68aVULN|7RCR|8BPWR|9DMSP
172	24131 26121	   	200.42	DCR|3ASPD|2DMG|1VULN|1CDMG	139ASPD|24DMG|5DUST|6VULN|7CDMG|8RCR|aFEWX
173	24131 26123	   	200.42	DCR|3ASPD|2DMG|1VULN|1CDMG	139ASPD|24DMG|5DUST|6VULN|7CDMG|8RCR|aCGEN
174	24131 26124	   	200.42	DCR|3ASPD|2DMG|1VULN|1CDMG	139ASPD|24DMG|5DUST|6VULN|7CDMG|8RCR|aMLV
175	24131 26126	   	200.42	DCR|3ASPD|2DMG|1VULN|1CDMG	139ASPD|24DMG|5DUST|6VULN|7CDMG|8RCR|aBEXP
176	24131 26136	   	200.42	DCR|3ASPD|2DMG|1VULN|1CDMG	13aASPD|24DMG|5DUST|6VULN|7CDMG|8RCR|9CGEN
177	24136 26122	   	200.42	DCR|3ASPD|2DMG|1VULN|1CDMG	139ASPD|24DMG|5FEWX|6VULN|7CDMG|8RCR|aDUST
178	24131 26125	   	200.32	DCR|3ASPD|2DMG|1VULN|1CDMG	139ASPD|24DMG|5DUST|6VULN|7CDMG|8RCR|aTLV
179	24233 51314	   	200.08	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD|1AAC	1ASPD|234DMG|5MDPS|6BEXP|7RCR|8AART|9VULN|aAAC
180	24132 26341	   	200.06	DCR|2VULN|2DMG|2ASPD|1ZMB	13ASPD|24DMG|5ZMB|6LWND|78VULN|9RCR|aRMIN
181	24132 26343	   	200.06	DCR|2VULN|2DMG|2ASPD|1ZMB	13ASPD|24DMG|5ZMB|6LWND|78VULN|9RCR|aFEWX
182	23633 41312	   	200.04	DCR|2VULN|2DMG|2ASPD|1AAC|1DUR	16ASPD|2AAC|3DUR|4CGEN|56DMG|6BPWR|7aVULN|8RCR|9BEXP
183	23633 41322	   	200.04	DCR|2VULN|2DMG|2ASPD|1AAC|1DUR	16ASPD|2AAC|3DUR|4CGEN|56DMG|6BPWR|7aVULN|8RCR|9FEWX
184	22223 63416	   	200.04	DCR|2VULN|2DMG|1MDPS|2ASPD|1DUR	16ASPD|2CGEN|35DMG|46VULN|6BPWR|7MDPS|8RCR|9BEXP|aDUR
185	24225 21161	   	199.99	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	1ASPD|23DMG|4CGEN|5ZMB|67VULN|8MBVNT|9CDMG|aRCR
186	24132 26342	   	199.96	DCR|2VULN|2DMG|2ASPD|1ZMB|1MSE	13ASPD|24DMG|5ZMB|6LWND|78VULN|9RCR|aMSE
187	21362 61333	   	199.94	DCR|2VULN|2DMG|2ASPD|1AAC|1DUR	13ASPD|2DUR|4AAC|5MLV|69DMG|7aVULN|8RCR
188	22223 63426	   	199.94	DCR|2VULN|1MDPS|2DMG|2ASPD|1DUR	16ASPD|2CGEN|35DMG|46VULN|6BPWR|7MDPS|8RCR|9DUST|aDUR
189	23223 58181	   	199.89	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC|1ZMB	1ASPD|2AAC|35DMG|47VULN|6MBVNT|8CDMG|9ZMB|aRCR
190	23135 24315	   	199.85	DCR|2AART|2ASPD|1VULN|1DMG|1AAC|1ZMB	13ASPD|2AAC|4DMG|5ZMB|6VULN|79AART|8BEXP|aRCR
191	24522 11114	   	199.68	DCR|2VULN|2AART|1ASPD|1DMG|1AAC	1ASPD|2DMG|3RMIN|4aVULN|5DMSP|69AART|7AAC|8RCR
192	23223 16325	   	199.45	DCR|2DMG|1AART|1VULN|1ASPD|1AAC|1ZMB|1DUR	1ASPD|2AAC|35DMG|4VULN|6AART|7LHND|8RCR|9DUR|aZMB
193	23233 14325	   	199.45	DCR|2DMG|1VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	1ASPD|2AAC|35DMG|4LWND|6AART|7VULN|8RCR|9DUR|aZMB
194	23132 24416	   	199.33	DCR|2DMG|2ASPD|1VULN|1AART|1AAC|1DUR	13ASPD|2AAC|48DMG|5RMIN|6VULN|7AART|9DUR|aRCR
195	24233 42133	   	199.21	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD	1ASPD|234DMG|5MDPS|6MLV|7RCR|8AART|9RCVC|aVULN
196	21225 64621	   	198.89	DCR|2VULN|2ASPD|1AART|3DUR	18ASPD|258DUR|3MBVNT|4RPLT|68VULN|7RCR|8BPWR|9AART|aRCVC
