0	Index      	 *	Score 	Summary	Detail	
1	12271 71534	 * 	218.70	DCR|3VULN|2ASPD|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|46ASPD|567VULN|6BPWR|8CDMG|9RCR|aDMG
157	62432 23111	   	190.71	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1AART|2ERES|3VULN|4DMG|5CDMG|6DUR|7BELT|8ASPD|9SPLREG|aRCR
158	62453 23311	   	190.71	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1AART|2ERES|3VULN|4DUR|5CDMG|6ASPD|7BELT|8DMG|9SPLREG|aRCR
159	12173 21554	 * 	190.56	DCR|1SPLARM|2VULN|1AART|1ASPD|1ZMB	1RCVC|2MBVNT|3SPLARM|4ZMB|5AME|6ASPD|7AART|8aVULN|9RCR
160	12872 31533	   	190.54	DCR|3VULN|2ASPD|1CDMG	1aRCVC|2MBVNT|357VULN|45ASPD|5BPWR|6DUST|8CDMG|9RCR
161	12116 41554	   	190.46	DCR|1SPLARM|2VULN|1AART|1ASPD|1ZMB	1RCVC|2MBVNT|3SPLARM|4ERES|5ASPD|6ZMB|7AART|8aVULN|9RCR
162	12271 37713	   	190.31	DCR|2VULN|2ASPD|1CDMG|2DUR	1RCVC|2MBVNT|37DUR|47ASPD|57VULN|6RMIN|7BPWR|8FEWX|9RCR|aCDMG
163	15312 22165	   	190.27	DCR|2VULN|2AART|1CDMG|1DUR	1RCVC|29AART|3DUST|4CDMG|5aVULN|6DUR|7RCR|8LWND
164	15155 21332	 * 	190.25	DCR|2AART|2ASPD|1DMG|1CDMG	1RCVC|2aAART|36ASPD|4AME|5CDMG|7CGEN|8RCR|9DMG
165	15255 22332	   	190.25	DCR|2AART|2ASPD|1DMG|1CDMG	1RCVC|2aAART|3CGEN|4AME|5CDMG|67ASPD|8RCR|9DMG
166	12872 24213	   	190.23	DCR|3VULN|1MDPS|2ASPD|1CDMG	1RCVC|2MBVNT|357VULN|45ASPD|5BPWR|6MDPS|8MLV|9RCR|aCDMG
167	33313 24426	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1RPLT|2BELT|3DUR|4AELBLL|5CDMG|6aVULN|7RCR|8ASPD|9AART
168	63161 12116	   	190.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|36VULN|4CDMG|5LHND|7RCR|8LWND|9CGEN|aDMG
169	63161 12126	   	190.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|36VULN|4CDMG|5LHND|7RCR|8LWND|9AME|aDMG
170	63161 12141	   	190.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|36VULN|4CDMG|5LHND|7RCR|8LWND|9RPLT|aDMG
171	63161 12222	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2DUR|36VULN|4CDMG|5LHND|7RCR|8VENFST|9CGEN|aASPD
172	63161 12225	   	190.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|36VULN|4CDMG|5LHND|7RCR|8VENFST|9CGEN|aDMG
173	63161 12316	   	190.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|36VULN|4CDMG|5LHND|7RCR|8FEWX|9CGEN|aDMG
174	63161 12326	   	190.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|36VULN|4CDMG|5LHND|7RCR|8FEWX|9AME|aDMG
175	63161 12341	   	190.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|36VULN|4CDMG|5LHND|7RCR|8FEWX|9RPLT|aDMG
176	44222 21232	   	190.16	DCR|3VULN|1ASPD|1DMG|1DUR	1DUR|25AME|3DMSP|457VULN|5BPWR|6RCR|8CGEN|9ASPD|aDMG
177	12271 21825	   	190.13	DCR|3VULN|1ASPD|1DMG|1DUR	1RCVC|2MBVNT|3DUR|4ASPD|579VULN|6RPLT|8RCR|aDMG
178	12872 31532	   	190.13	DCR|3VULN|2ASPD|1CDMG|1MSE	1RCVC|2MBVNT|357VULN|45ASPD|5BPWR|6DUST|8CDMG|9RCR|aMSE
179	12872 31534	   	190.13	DCR|3VULN|2ASPD|1CDMG	1RCVC|2MBVNT|357VULN|45ASPD|5BPWR|6DUST|8CDMG|9RCR|aERES
180	12872 24113	   	190.13	DCR|3VULN|1MDPS|2ASPD|1CDMG	1RCVC|2MBVNT|357VULN|45ASPD|5BPWR|6MDPS|8ERES|9RCR|aCDMG
181	63161 12232	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2DUR|36VULN|4CDMG|5LHND|7RCR|8VENFST|9ERES|aASPD
182	63161 12235	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|36VULN|4CDMG|5LHND|7RCR|8VENFST|9ERES|aDMG
183	26221 21232	   	190.06	DCR|3VULN|1ASPD|1DMG|1DUR	1MLV|2DUR|3DMSP|457VULN|6RCR|8CGEN|9ASPD|aDMG
184	44221 21232	   	190.06	DCR|3VULN|1ASPD|1DMG|1DUR	1DUR|2AME|3DMSP|457VULN|6RCR|8CGEN|9ASPD|aDMG
185	44222 21132	   	190.06	DCR|3VULN|1DMG|1ASPD|1DUR	1DUR|25AME|3DMSP|457VULN|5BPWR|6RCR|8TLV|9ASPD|aDMG
186	44222 21332	   	190.06	DCR|3VULN|1ASPD|1DMG|1DUR	1DUR|25AME|3DMSP|457VULN|5BPWR|6RCR|8ERES|9ASPD|aDMG
187	43321 13264	   	190.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2BEXP|3ASPD|4DMG|58VULN|6LWND|7CGEN|9RCR|aAART
188	63123 21521	   	190.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|2DUR|38VULN|4LWND|5ASPD|6LHND|7DMG|9RCR|aBEXP
189	26221 21132	   	189.96	DCR|3VULN|1DMG|1ASPD|1DUR	1MLV|2DUR|3DMSP|457VULN|6RCR|8TLV|9ASPD|aDMG
190	26221 21332	   	189.96	DCR|3VULN|1ASPD|1DMG|1DUR	1MLV|2DUR|3DMSP|457VULN|6RCR|8ERES|9ASPD|aDMG
191	44221 21132	   	189.96	DCR|3VULN|1DMG|1ASPD|1DUR	1DUR|2AME|3DMSP|457VULN|6RCR|8TLV|9ASPD|aDMG
192	44221 21332	   	189.96	DCR|3VULN|1ASPD|1DMG|1DUR	1DUR|2AME|3DMSP|457VULN|6RCR|8ERES|9ASPD|aDMG
193	12722 24457	   	189.92	DCR|1AART|2CDMG|1ASPD|1DMG|1ZMB|1DUR	1RCVC|2MBVNT|35CDMG|4ZMB|6RCR|7DUR|8AART|9DMG|aASPD
194	42221 13264	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2DMG|3LEGI|4ASPD|58VULN|6LWND|7CGEN|9RCR|aAART
195	42223 23264	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2DMG|3LEGI|4ASPD|5FEWX|68VULN|7CGEN|9RCR|aAART
196	61113 11153	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|2BEXP|3aVULN|4DUST|5ASPD|6DUR|7DMG|8LHND|9RCR
197	61313 11553	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|2BEXP|3LHND|4DUST|5ASPD|6DUR|7DMG|8aVULN|9RCR
198	63113 21253	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|2DUR|3aVULN|4DUST|5ASPD|6LHND|7DMG|8BEXP|9RCR
199	63113 61153	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|2DUR|3aVULN|4DUST|5ASPD|6FEWX|7DMG|8LHND|9RCR
200	63123 21522	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1AART|2DUR|38VULN|4LWND|5ASPD|6LHND|7DMG|9RCR|aSELL
201	63123 21525	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|2DUR|38VULN|4LWND|5ASPD|6LHND|7DMG|9RCR|aMBVNT
202	63123 21526	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1MSE	1AART|2DUR|38VULN|4LWND|5ASPD|6LHND|7DMG|9RCR|aMSE
203	63123 26523	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AART|2DUR|38VULN|4LWND|5ASPD|6LHND|7AAC|9RCR|aDMG
204	12842 61341	   	189.89	DCR|2VULN|1ASPD|1DMG|1CDMG|2ZMB	1RCVC|2MBVNT|35VULN|45ZMB|5BPWR|6CDMG|7FEWX|8ASPD|9DMG|aRCR
205	12271 74714	   	189.86	DCR|2VULN|2ASPD|1DMG|2DUR	1RCVC|2MBVNT|3aDUR|46ASPD|56VULN|6BPWR|7DMG|8FEWX|9RCR
206	12842 67341	   	189.79	DCR|2VULN|1ASPD|1DMG|1CDMG|2ZMB	1RCVC|2MBVNT|35VULN|45ZMB|5BPWR|6CDMG|7DUST|8ASPD|9DMG|aRCR
207	31345 33343	 * 	189.76	DCR|3VULN|1MDPS|1AART|1CDMG|1AAC|1DUR	1RPLT|2DUR|3AAC|4AART|5CDMG|6RCR|7MDPS|89aVULN
208	12271 28821	   	189.73	DCR|3VULN|2ASPD|2DUR	1RCVC|2MBVNT|37DUR|47ASPD|579VULN|6RPLT|7BPWR|8RCR|aBEXP
209	12271 28824	   	189.73	DCR|3VULN|2ASPD|2DUR	1RCVC|2MBVNT|37DUR|47ASPD|579VULN|6RPLT|7BPWR|8RCR|aCGEN
210	12271 28822	   	189.63	DCR|3VULN|2ASPD|2DUR	1RCVC|2MBVNT|37DUR|47ASPD|579VULN|6RPLT|7BPWR|8RCR|aTLV
211	12762 24453	 * 	189.61	DCR|2DMG|3CDMG|1AART|2DUR	1RCVC|2MBVNT|35aCDMG|4AME|6RCR|7aDUR|8AART|9aDMG|aBPWR
212	12782 24453	   	189.61	DCR|2DMG|3CDMG|1AART|2DUR	1RCVC|2MBVNT|35aCDMG|4CGEN|6RCR|7aDUR|8AART|9aDMG|aBPWR
213	42221 12156	 * 	189.59	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1DUR|2DMG|3LEGI|4ASPD|5VULN|6LWND|7AART|8LHND|9RCR|aNUKE
214	63123 21156	   	189.59	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1AART|2DUR|3VULN|4LWND|5ASPD|6LHND|7DMG|8LEGI|9RCR|aNUKE
215	14114 14122	   	189.54	DCR|3VULN|1AART|1ASPD|1AAC	1RCVC|2SNIFST|3AAC|4AART|57aVULN|6RCR|8BELT|9ASPD
216	14114 14132	   	189.54	DCR|3VULN|1AART|1DMG|1AAC	1RCVC|2SNIFST|3AAC|4AART|57aVULN|6RCR|8BELT|9DMG
217	63161 33212	   	189.53	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AART|2DUR|38VULN|4CDMG|5LHND|6LIT|7DMG|9RCR|aAAC
218	12744 24453	   	189.51	DCR|2DMG|3CDMG|1AART|2DUR	1RCVC|2MBVNT|34aCDMG|5ERES|6RCR|7aDUR|8AART|9aDMG|aBPWR
219	13551 21135	   	189.44	DCR|3VULN|1AART|1ASPD	1RCVC|2LWND|357VULN|4ERES|6RCR|8TLV|9ASPD|aAART
220	13552 21135	   	189.44	DCR|3VULN|1AART|1ASPD	1RCVC|2LWND|357VULN|45ERES|5BPWR|6RCR|8TLV|9ASPD|aAART
221	13562 22342	   	189.42	DCR|3ASPD|2VULN|1MDPS|1CDMG	1RCVC|2LWND|35VULN|458ASPD|5BPWR|6MDPS|7RCR|9CGEN|aCDMG
222	12271 72531	   	189.38	DCR|2VULN|2ASPD|1CDMG|2DUR|1AAC	1RCVC|2MBVNT|37DUR|46ASPD|56VULN|6BPWR|8CDMG|9RCR|aAAC
223	62432 34123	   	189.33	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1AART|2ERES|3VULN|4aDMG|5CDMG|6LIT|7RCR|8ZMB|9AME
224	13562 22362	   	189.32	DCR|3ASPD|2VULN|1MDPS|1CDMG	1RCVC|2LWND|35VULN|458ASPD|5BPWR|6MDPS|7RCR|9CDMG|aDUST
225	13562 22363	   	189.32	DCR|3ASPD|2VULN|1MDPS|1CDMG	1RCVC|2LWND|35VULN|458ASPD|5BPWR|6MDPS|7RCR|9CDMG|aTLV
226	11122 21516	   	189.15	DCR|3VULN|1ASPD|1CDMG	1RCVC|2RMIN|35BEXP|457VULN|5BPWR|6RCR|8RPLT|9ASPD|aCDMG
227	11122 21561	   	189.15	DCR|3VULN|1DMG|1CDMG	1RCVC|2RMIN|35BEXP|457VULN|5BPWR|6RCR|8RPLT|9CDMG|aDMG
228	11322 21516	   	189.15	DCR|3VULN|1ASPD|1CDMG	1RCVC|2RMIN|35FEWX|457VULN|5BPWR|6RCR|8RPLT|9ASPD|aCDMG
229	11322 21561	   	189.15	DCR|3VULN|1DMG|1CDMG	1RCVC|2RMIN|35FEWX|457VULN|5BPWR|6RCR|8RPLT|9CDMG|aDMG
230	11422 21516	   	189.15	DCR|3VULN|1ASPD|1CDMG	1RCVC|2RMIN|35LHND|457VULN|5BPWR|6RCR|8RPLT|9ASPD|aCDMG
231	11422 21561	   	189.15	DCR|3VULN|1DMG|1CDMG	1RCVC|2RMIN|35LHND|457VULN|5BPWR|6RCR|8RPLT|9CDMG|aDMG
232	13622 21561	   	189.15	DCR|3VULN|1DMG|1CDMG	1RCVC|25LWND|3RMIN|457VULN|5BPWR|6RCR|8RPLT|9CDMG|aDMG
233	11322 53424	   	189.09	DCR|2VULN|1AART|1ASPD|1CDMG	1RCVC|2RMIN|35FEWX|45VULN|5BPWR|6CDMG|7AART|8ASPD|9RCR|aMLV
234	11121 21516	   	189.05	DCR|3VULN|1ASPD|1CDMG	1RCVC|2RMIN|3BEXP|457VULN|6RCR|8RPLT|9ASPD|aCDMG
235	11121 21561	   	189.05	DCR|3VULN|1DMG|1CDMG	1RCVC|2RMIN|3BEXP|457VULN|6RCR|8RPLT|9CDMG|aDMG
236	11321 21516	   	189.05	DCR|3VULN|1ASPD|1CDMG	1RCVC|2RMIN|3FEWX|457VULN|6RCR|8RPLT|9ASPD|aCDMG
237	11321 21561	   	189.05	DCR|3VULN|1DMG|1CDMG	1RCVC|2RMIN|3FEWX|457VULN|6RCR|8RPLT|9CDMG|aDMG
238	11421 21516	   	189.05	DCR|3VULN|1ASPD|1CDMG	1RCVC|2RMIN|3LHND|457VULN|6RCR|8RPLT|9ASPD|aCDMG
239	11421 21561	   	189.05	DCR|3VULN|1DMG|1CDMG	1RCVC|2RMIN|3LHND|457VULN|6RCR|8RPLT|9CDMG|aDMG
240	13621 21561	   	189.05	DCR|3VULN|1DMG|1CDMG	1RCVC|2LWND|3RMIN|457VULN|6RCR|8RPLT|9CDMG|aDMG
241	12872 38442	 * 	189.03	DCR|3ASPD|2VULN|1DMG|1AAC	1RCVC|2MBVNT|35VULN|458ASPD|5BPWR|6DUST|7AAC|9RCR|aDMG
242	11315 33421	   	188.99	DCR|2VULN|1AART|1ASPD|1CDMG	1RCVC|2RMIN|3FEWX|4CDMG|5aVULN|6DMSP|7AART|8ASPD|9RCR
243	11321 53424	   	188.99	DCR|2VULN|1AART|1ASPD|1CDMG	1RCVC|2RMIN|3FEWX|45VULN|6CDMG|7AART|8ASPD|9RCR|aMLV
244	11322 53326	   	188.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1RCVC|2RMIN|35FEWX|45VULN|5BPWR|6CDMG|7AART|8AAC|9RCR|aASPD
245	11322 53423	   	188.99	DCR|2VULN|1AART|1ASPD|1CDMG	1RCVC|2RMIN|35FEWX|45VULN|5BPWR|6CDMG|7AART|8ASPD|9RCR|aERES
246	11322 53425	   	188.99	DCR|2VULN|1AART|1ASPD|1CDMG|1MSE	1RCVC|2RMIN|35FEWX|45VULN|5BPWR|6CDMG|7AART|8ASPD|9RCR|aMSE
247	11325 53421	   	188.99	DCR|2VULN|1AART|1ASPD|1CDMG	1RCVC|2RMIN|35FEWX|4aVULN|6CDMG|7AART|8ASPD|9RCR
248	11621 21516	   	188.95	DCR|3VULN|1ASPD|1CDMG	1RCVC|2RMIN|3DUST|457VULN|6RCR|8RPLT|9ASPD|aCDMG
249	11621 21561	   	188.95	DCR|3VULN|1DMG|1CDMG	1RCVC|2RMIN|3DUST|457VULN|6RCR|8RPLT|9CDMG|aDMG
250	11622 21516	   	188.95	DCR|3VULN|1ASPD|1CDMG	1RCVC|2RMIN|35DUST|457VULN|5BPWR|6RCR|8RPLT|9ASPD|aCDMG
251	11622 21561	   	188.95	DCR|3VULN|1DMG|1CDMG	1RCVC|2RMIN|35DUST|457VULN|5BPWR|6RCR|8RPLT|9CDMG|aDMG
252	11422 21413	   	188.90	DCR|3VULN|1DMG|1CDMG|1SELL	1RCVC|2RMIN|35LHND|457VULN|5BPWR|6RCR|8SELL|9DMG|aCDMG
253	13622 21413	   	188.90	DCR|3VULN|1DMG|1CDMG|1SELL	1RCVC|25LWND|3RMIN|457VULN|5BPWR|6RCR|8SELL|9DMG|aCDMG
254	11321 53326	   	188.89	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1RCVC|2RMIN|3FEWX|45VULN|6CDMG|7AART|8AAC|9RCR|aASPD
255	11321 53423	   	188.89	DCR|2VULN|1AART|1ASPD|1CDMG	1RCVC|2RMIN|3FEWX|45VULN|6CDMG|7AART|8ASPD|9RCR|aERES
256	11321 53425	   	188.89	DCR|2VULN|1AART|1ASPD|1CDMG|1MSE	1RCVC|2RMIN|3FEWX|45VULN|6CDMG|7AART|8ASPD|9RCR|aMSE
257	12271 28813	   	188.87	DCR|2VULN|2ASPD|1CDMG|2DUR	19RCVC|2MBVNT|37DUR|47ASPD|57VULN|6RPLT|7BPWR|8RCR|aCDMG
258	22232 34412	   	188.83	DCR|2VULN|1AART|1ASPD|1CDMG	1MLV|2LWND|3AART|4CDMG|5ASPD|6LIT|7RCR|8SPLREG|9aVULN
259	11421 21413	   	188.80	DCR|3VULN|1DMG|1CDMG|1SELL	1RCVC|2RMIN|3LHND|457VULN|6RCR|8SELL|9DMG|aCDMG
260	13621 21413	   	188.80	DCR|3VULN|1DMG|1CDMG|1SELL	1RCVC|2LWND|3RMIN|457VULN|6RCR|8SELL|9DMG|aCDMG
261	11122 21261	   	188.74	DCR|4VULN|1ASPD	1RCVC|2RMIN|35BEXP|457aVULN|5BPWR|6RCR|8CGEN|9ASPD
262	11322 21261	   	188.74	DCR|4VULN|1ASPD	1RCVC|2RMIN|35FEWX|457aVULN|5BPWR|6RCR|8CGEN|9ASPD
263	11422 21261	   	188.74	DCR|4VULN|1ASPD	1RCVC|2RMIN|35LHND|457aVULN|5BPWR|6RCR|8CGEN|9ASPD
264	13622 21261	   	188.74	DCR|4VULN|1ASPD	1RCVC|25LWND|3RMIN|457aVULN|5BPWR|6RCR|8CGEN|9ASPD
