0	Index      	 *	Score 	Summary	Detail	
1	14122 32332	 * 	190.88	DCR|3VULN|3DMG|3ASPD	178DMG|2RMIN|39aVULN|478ASPD|578ERES|6RCR|78BPWR
163	12262 14353	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|23FEWX|4LHND|6RCR|7CDMG|8VULN|9ZMB|aAART
164	13262 14353	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|24LWND|3FEWX|6RCR|7CDMG|8VULN|9ZMB|aAART
165	15311 14113	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2BEXP|4MLV|5ZMB|6RCR|7CDMG|8TLV|9VULN|aAART
166	11332 45321	   	169.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2LHND|4CDMG|5CGEN|6DUR|7AART|8RCR|9ASPD|aVULN
167	13332 45321	   	169.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	13DMG|2LWND|4CDMG|5CGEN|6DUR|7AART|8RCR|9ASPD|aVULN
168	44321 22431	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2RCR|3DMG|4ASPD|5CDMG|6ERES|7RMIN|8AART|9aVULN
169	11353 62233	   	169.71	DCR|3DMG|1AART|1VULN|2DUR	13aDMG|2LHND|4AART|5aBEXP|6VULN|7LIT|8aDUR|9RCR|aBPWR
170	11356 62233	   	169.71	DCR|3DMG|1AART|1VULN|2DUR	13aDMG|2LHND|4AART|5aFEWX|6VULN|7LIT|8aDUR|9RCR|aBPWR
171	16511 14113	   	169.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	12DMG|2BPWR|3RMIN|4DUST|5ZMB|6RCR|7CDMG|8TLV|9VULN|aAART
172	11342 44123	   	169.62	DCR|3DMG|1AART|1VULN|1ASPD	135DMG|2LHND|4FEWX|6RCR|7AART|8RMIN|9VULN|aASPD
173	13342 44123	   	169.62	DCR|3DMG|1AART|1VULN|1ASPD	135DMG|2LWND|4FEWX|6RCR|7AART|8RMIN|9VULN|aASPD
174	16123 16522	 * 	169.55	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	12DMG|2BPWR|3RPLT|4aCDMG|5RCR|6FEWX|7AART|8DUR|9VULN
175	16312 36242	   	169.42	DCR|3DMG|1AART|2CDMG|1DUR	129DMG|29BPWR|39ERES|4DUST|5DUR|6RCR|7AART|89CDMG|aCGEN
176	11311 14413	   	169.40	DCR|2DMG|2AART|1CDMG|1ZMB|1ASPD	13DMG|2LHND|4MLV|5ZMB|6RCR|7CDMG|8aAART|9ASPD
177	13311 14413	   	169.40	DCR|2DMG|2AART|1CDMG|1ZMB|1ASPD	13DMG|2LWND|4MLV|5ZMB|6RCR|7CDMG|8aAART|9ASPD
178	15332 55122	 * 	169.38	DCR|2DMG|2AART|2CDMG|1ZMB	13DMG|2BEXP|49CDMG|5CGEN|6RCR|7aAART|8ZMB
179	14363 42833	   	169.36	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|25RMIN|3MBVNT|47BEXP|67VULN|7BPWR|8CDMG|9RCR|aAART
180	11361 14413	   	169.30	DCR|2DMG|2AART|1CDMG|1ZMB|1ASPD	13DMG|2LHND|4TLV|5ZMB|6RCR|7CDMG|8aAART|9ASPD
181	13361 14413	   	169.30	DCR|2DMG|2AART|1CDMG|1ZMB|1ASPD	13DMG|2LWND|4TLV|5ZMB|6RCR|7CDMG|8aAART|9ASPD
182	16331 14413	   	169.30	DCR|2DMG|2AART|1CDMG|1ZMB|1ASPD	12DMG|2BPWR|3ERES|4LWND|5ZMB|6RCR|7CDMG|8aAART|9ASPD
183	11332 45334	   	169.13	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	13DMG|2LHND|4aCDMG|5CGEN|6DUR|7AART|8RCR|9VULN
184	13332 45334	   	169.13	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	13DMG|2LWND|4aCDMG|5CGEN|6DUR|7AART|8RCR|9VULN
185	23162 32524	   	168.91	DCR|3DMG|2VULN|2ASPD	127FEWX|3aVULN|47aERES|578DMG|6RCR|7aBPWR|9aASPD
186	11353 61315	   	168.88	DCR|2AART|2DMG|1VULN|1ZMB	13DMG|2LHND|49AART|5BEXP|6VULN|7RCR|8ZMB|aCGEN
187	11353 61611	   	168.88	DCR|2AART|2DMG|1VULN|1ZMB	13DMG|2LHND|49AART|5BEXP|6VULN|7RCR|8CGEN|aZMB
188	13353 61315	   	168.88	DCR|2AART|2DMG|1VULN|1ZMB	13DMG|2LWND|49AART|5BEXP|6VULN|7RCR|8ZMB|aCGEN
189	14122 32562	   	168.81	DCR|3DMG|2VULN|2ASPD	179DMG|2RMIN|39VULN|47ASPD|57ERES|6RCR|79BPWR|89AIRHEL|aRPLT
190	14122 32563	   	168.81	DCR|3DMG|2VULN|2ASPD	179DMG|2RMIN|39VULN|47ASPD|57ERES|6RCR|79BPWR|89AIRHEL|aCGEN
191	11353 61312	   	168.78	DCR|2AART|2DMG|1VULN|1ZMB	13DMG|2LHND|49AART|5BEXP|6VULN|7RCR|8ZMB|aDUST
192	11356 61312	   	168.78	DCR|2AART|2DMG|1VULN|1ZMB	13DMG|2LHND|49AART|5FEWX|6VULN|7RCR|8ZMB|aDUST
193	13353 61312	   	168.78	DCR|2AART|2DMG|1VULN|1ZMB	13DMG|2LWND|49AART|5BEXP|6VULN|7RCR|8ZMB|aDUST
194	13356 61312	   	168.78	DCR|2AART|2DMG|1VULN|1ZMB	13DMG|2LWND|49AART|5FEWX|6VULN|7RCR|8ZMB|aDUST
195	16312 36235	   	168.72	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	12DMG|2BPWR|3ERES|4DUST|5DUR|6RCR|7AART|8CDMG|9VULN|aRCVC
196	44236 22313	   	168.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2RCR|3FEWX|4CDMG|56DMG|7RMIN|8VULN|9ASPD|aAART
197	44236 23232	   	168.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2RCR|3FEWX|4CDMG|56DMG|7BELT|8DUR|9VULN|aAART
198	14146 22221	   	168.61	DCR|3VULN|2DMG|1ZMB|1DUR	17DMG|2RMIN|379VULN|4DUR|5ZMB|67CGEN|7BPWR|8RCR|aLWND
199	14323 42387	   	168.56	DCR|3VULN|3DMG|1ASPD	178DMG|2RMIN|3MBVNT|4ASPD|5789CGEN|678VULN|78BPWR|aRCR
200	14146 22223	   	168.51	DCR|3VULN|2DMG|1ZMB|1DUR	17DMG|2RMIN|379VULN|4DUR|5ZMB|67CGEN|7BPWR|8RCR|aCANHEL
201	12553 62211	   	168.44	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	16DMG|2FEWX|3RPLT|4RCR|5RCVC|7AART|8VULN|9DUR|aCDMG
202	11352 44233	   	168.18	DCR|3DMG|1AART|1VULN|1ZMB	13aDMG|2LHND|4AART|5ZMB|6ERES|7VULN|8MGNSTR|9RCR
203	13352 43233	   	168.18	DCR|3DMG|1AART|1VULN|1ZMB	13aDMG|2LWND|4AART|5ZMB|6ERES|7VULN|8MGNSTR|9RCR
204	44231 22252	 * 	168.13	ACR|2VULN|2AART|2CDMG|1DUR	1CGEN|2RCR|3FEWX|46CDMG|5DUR|7aAART|89VULN
205	12355 35221	   	168.07	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	1DMG|2FEWX|3SELL|48aVULN|5AART|6TLV|7RCR|9ASPD
206	16341 13152	 * 	167.93	DCR|2DMG|3ZMB|1AART|1DUR|1ASPD	12DMG|2BPWR|3ERES|4DUR|578ZMB|6RCR|9AART|aASPD
207	12552 21222	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2FEWX|3RPLT|4RCR|5CDMG|6RMIN|79VULN|8ZMB|aAART
208	12355 23326	   	167.83	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1DMG|2FEWX|3SELL|47VULN|5AART|6DMSP|8RCR|9CDMG|aZMB
209	16123 16326	 * 	167.74	ACR|2DMG|2AART|1VULN|1CDMG	12DMG|2BPWR|3RPLT|4CDMG|5RCR|6FEWX|78AART|9MLV|aVULN
210	11342 46131	   	167.70	DCR|3DMG|2VULN|2DUR	135DMG|2aLHND|4FEWX|6RCR|7aVULN|8RPLT|9aDUR|aBPWR
211	13342 46131	   	167.70	DCR|3DMG|2VULN|2DUR	135DMG|2aLWND|4FEWX|6RCR|7aVULN|8RPLT|9aDUR|aBPWR
212	12555 31221	 * 	167.70	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG	1DMG|2FEWX|3RPLT|4RCR|589ZMB|6CDMG|7VULN|aAART
213	14321 82282	 * 	167.69	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1DMG|2RMIN|3MBVNT|4ASPD|59CDMG|6RCR|7aAART|8VULN
214	44333 62121	   	167.69	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2RCR|36DMG|4RPLT|5ZMB|7AART|8ERES|9ASPD|aVULN
215	44333 62213	   	167.69	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2RCR|36DMG|4RPLT|5ZMB|7AART|8VULN|9DUR|aTLV
216	16123 16336	   	167.64	ACR|2DMG|2AART|1VULN|1CDMG	12DMG|2BPWR|3RPLT|4CDMG|5RCR|6FEWX|78AART|9DUST|aVULN
217	13332 55421	   	167.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	13DMG|2LWND|4CDMG|5CGEN|6RCR|7AART|8LHND|9ASPD|aVULN
218	55352 13231	   	167.52	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1MSE	1LWND|2MSE|37DMG|4AART|5ZMB|6RCR|8CDMG|9aVULN
219	14321 82251	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2RMIN|3MBVNT|4ASPD|5CDMG|6RCR|7AART|8aVULN|9DMSP
220	16312 36211	   	167.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	12DMG|2BPWR|3ERES|4DUST|5DUR|6RCR|7AART|8CDMG|9BEXP|aVULN
221	16312 36232	   	167.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	12DMG|2BPWR|3ERES|4DUST|5DUR|6RCR|7AART|8CDMG|9VULN|aCGEN
222	16312 36236	   	167.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	12DMG|2BPWR|3ERES|4DUST|5DUR|6RCR|7AART|8CDMG|9VULN|aRPLT
223	14321 82124	   	167.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	19DMG|2RMIN|3MBVNT|4ASPD|5CDMG|6RCR|7AART|8ERES|aVULN
224	14321 82228	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2RMIN|3MBVNT|4ASPD|5CDMG|6RCR|7AART|8aVULN|9SNIHEL
225	14321 82261	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2RMIN|3MBVNT|4ASPD|5CDMG|6RCR|7AART|8aVULN|9ERES
226	14321 82834	   	167.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	18DMG|2RMIN|3MBVNT|4ASPD|5CDMG|6RCR|7AART|9ERES|aVULN
227	14322 87224	   	167.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	19DMG|2RMIN|3MBVNT|4ASPD|5ERES|6RCR|7AART|8CDMG|aVULN
228	16312 36233	   	167.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	12DMG|2BPWR|3ERES|4aDUST|5DUR|6RCR|7AART|8CDMG|9VULN
229	44235 32221	   	167.12	ACR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2RCR|3FEWX|4CDMG|5AART|6TLV|78aVULN|9ASPD
230	44236 11223	   	167.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2RCR|3FEWX|4CDMG|5aDMG|6RPLT|79VULN|8ZMB
231	11332 55322	   	166.99	DCR|2DMG|1AART|1VULN|2CDMG	13DMG|2LHND|49CDMG|5CGEN|6RCR|7AART|8RMIN|aVULN
232	13332 55322	   	166.99	DCR|2DMG|1AART|1VULN|2CDMG	13DMG|2LWND|49CDMG|5CGEN|6RCR|7AART|8RMIN|aVULN
233	12552 34323	 * 	166.86	ACR|3DMG|1VULN|2CDMG|1ZMB	17aDMG|2FEWX|3RPLT|4RCR|57CDMG|67CGEN|7BPWR|8VULN|9ZMB
234	13552 34323	   	166.86	ACR|3DMG|1VULN|2CDMG|1ZMB	17aDMG|2LWND|3RPLT|4RCR|57CDMG|67CGEN|7BPWR|8VULN|9ZMB
235	14122 32625	   	166.81	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	17DMG|2RMIN|3VULN|47ASPD|57ERES|6RCR|7BPWR|8AART|9VENICY|aDUR
236	16321 13632	   	166.80	DCR|3DMG|1AART|1ZMB|1DUR|1ASPD	129DMG|2BPWR|3ERES|4CGEN|5DUR|6RCR|7ZMB|8AART|aASPD
237	16341 14312	   	166.77	DCR|2DMG|1VULN|2CDMG|1ZMB|1DUR|1ASPD	12DMG|2BPWR|3ERES|4DUR|5ZMB|6RCR|7aCDMG|8VULN|9ASPD
238	14343 42761	   	166.75	DCR|2VULN|2DMG|1AART|2DUR	17DMG|25RMIN|3MBVNT|47DUR|67VULN|7BPWR|8AART|9LWND|aRCR
239	14343 42751	   	166.65	DCR|2VULN|2DMG|1AART|2DUR	17DMG|25RMIN|3MBVNT|47DUR|67VULN|7BPWR|8AART|9DUST|aRCR
240	13336 14554	   	166.62	DCR|3DMG|1AART|2CDMG|1DUR	139DMG|269LWND|49CDMG|5MBVNT|7RCR|8AART|9BPWR|aDUR
241	14132 54711	   	166.61	DCR|3DMG|2VULN|1CDMG	18aDMG|2RMIN|38VULN|4RPLT|58FEWX|6MBVNT|7RCR|8BPWR|9CDMG
242	14146 22213	   	166.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2RMIN|37VULN|4DUR|5ZMB|67CGEN|7BPWR|8RCR|9LWND|aCDMG
243	44235 23222	   	166.60	ACR|3VULN|1AART|2CDMG	1CGEN|2RCR|3FEWX|49CDMG|5AART|6DMSP|78aVULN
244	15353 26323	   	166.52	DCR|3DMG|1AART|1VULN|1ASPD	137DMG|2BEXP|4AART|5FEWX|6ERES|8RCR|9VULN|aASPD
245	12361 45331	   	166.51	DCR|2VULN|2DMG|1AART|1DUR|1SELL	15DMG|2FEWX|3SELL|4CGEN|6DUR|7AART|8RCR|9aVULN
246	11311 16233	   	166.47	DCR|3DMG|2VULN|1ZMB	13aDMG|2LHND|4aMLV|5ZMB|6RCR|7RPLT|8CGEN|9aVULN|aBPWR
247	13311 16233	   	166.47	DCR|3DMG|2VULN|1ZMB	13aDMG|2LWND|4aMLV|5ZMB|6RCR|7RPLT|8CGEN|9aVULN|aBPWR
248	15311 16253	   	166.47	DCR|3DMG|2VULN|1ZMB	13aDMG|2BEXP|4aMLV|5ZMB|6RCR|7RPLT|8CGEN|9aVULN|aBPWR
249	13336 14387	   	166.41	DCR|3DMG|2VULN|1CDMG	13aDMG|26LWND|4CDMG|5MBVNT|7RCR|89VULN
250	11315 14422	   	166.39	DCR|2DMG|1AART|1VULN|2CDMG	13DMG|2LHND|4MLV|5RMIN|6RCR|79CDMG|8AART|aVULN
251	11332 52422	   	166.39	DCR|2DMG|1AART|1VULN|2CDMG	13DMG|2LHND|49CDMG|5CGEN|6RCR|7RMIN|8AART|aVULN
252	12262 14422	   	166.39	DCR|2DMG|1AART|1VULN|2CDMG	15DMG|23FEWX|4LHND|6RCR|79CDMG|8AART|aVULN
253	13262 14422	   	166.39	DCR|2DMG|1AART|1VULN|2CDMG	15DMG|24LWND|3FEWX|6RCR|79CDMG|8AART|aVULN
254	13315 14422	   	166.39	DCR|2DMG|1AART|1VULN|2CDMG	13DMG|2LWND|4MLV|5RMIN|6RCR|79CDMG|8AART|aVULN
255	13332 52422	   	166.39	DCR|2DMG|1AART|1VULN|2CDMG	13DMG|2LWND|49CDMG|5CGEN|6RCR|7RMIN|8AART|aVULN
256	14222 14422	   	166.39	DCR|2DMG|1AART|1VULN|2CDMG	15DMG|2RMIN|3LWND|4CGEN|6RCR|79CDMG|8AART|aVULN
257	11352 36613	   	166.38	DCR|2AART|2DMG|2CDMG|1ZMB	13DMG|2LHND|4aAART|5ZMB|67CDMG|8RCR|9LWND
258	16312 36326	   	166.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	12DMG|2BPWR|3ERES|4DUST|5DUR|6RCR|7AART|8ZMB|9RCVC|aVULN
259	11311 16153	   	166.37	DCR|3DMG|2VULN|1ZMB	13aDMG|2LHND|4aMLV|5ZMB|6RCR|7RPLT|8ERES|9aVULN|aBPWR
260	11311 16653	   	166.37	DCR|3DMG|2VULN|1ZMB	13aDMG|2LHND|4aMLV|5ZMB|6RCR|7RPLT|8TLV|9aVULN|aBPWR
261	13311 16153	   	166.37	DCR|3DMG|2VULN|1ZMB	13aDMG|2LWND|4aMLV|5ZMB|6RCR|7RPLT|8ERES|9aVULN|aBPWR
262	13311 16653	   	166.37	DCR|3DMG|2VULN|1ZMB	13aDMG|2LWND|4aMLV|5ZMB|6RCR|7RPLT|8TLV|9aVULN|aBPWR
263	15311 16153	   	166.37	DCR|3DMG|2VULN|1ZMB	13aDMG|2BEXP|4aMLV|5ZMB|6RCR|7RPLT|8ERES|9aVULN|aBPWR
264	14162 12136	   	166.37	DCR|3DMG|2VULN|1ZMB	15aDMG|2RMIN|3aVULN|4ERES|6RCR|7DMSP|8ZMB|9aLIT|aBPWR
265	16431 16233	   	166.37	DCR|3DMG|2VULN|1ZMB	12aDMG|2aBPWR|3TLV|4aLWND|5ZMB|6RCR|7RPLT|8CGEN|9aVULN
266	11331 52422	   	166.29	DCR|2DMG|1AART|1VULN|2CDMG	13DMG|2LHND|49CDMG|5ERES|6RCR|7RMIN|8AART|aVULN
267	13331 52422	   	166.29	DCR|2DMG|1AART|1VULN|2CDMG	13DMG|2LWND|49CDMG|5ERES|6RCR|7RMIN|8AART|aVULN
268	16322 14422	   	166.29	DCR|2DMG|1AART|1VULN|2CDMG	12DMG|2BPWR|3ERES|4CGEN|5FEWX|6RCR|79CDMG|8AART|aVULN
269	16341 13153	   	166.28	DCR|2DMG|3ZMB|1AART|2DUR	12DMG|2BPWR|3ERES|4aDUR|578ZMB|6RCR|9AART
270	11361 16233	   	166.27	DCR|3DMG|2VULN|1ZMB	13aDMG|2LHND|4aTLV|5ZMB|6RCR|7RPLT|8CGEN|9aVULN|aBPWR
271	13361 16233	   	166.27	DCR|3DMG|2VULN|1ZMB	13aDMG|2LWND|4aTLV|5ZMB|6RCR|7RPLT|8CGEN|9aVULN|aBPWR
272	14162 11136	   	166.27	DCR|3DMG|2VULN|1ZMB	15aDMG|2RMIN|3aVULN|47ERES|6RCR|8ZMB|9aLIT|aBPWR
273	11361 16153	   	166.17	DCR|3DMG|2VULN|1ZMB	13aDMG|2LHND|4aTLV|5ZMB|6RCR|7RPLT|8ERES|9aVULN|aBPWR
274	13361 16153	   	166.17	DCR|3DMG|2VULN|1ZMB	13aDMG|2LWND|4aTLV|5ZMB|6RCR|7RPLT|8ERES|9aVULN|aBPWR
275	16411 16233	   	166.17	DCR|3DMG|2VULN|1ZMB	12aDMG|2aBPWR|3TLV|4aDUST|5ZMB|6RCR|7RPLT|8CGEN|9aVULN
276	14121 24334	   	166.15	DCR|3DMG|2VULN|1CDMG|1ASPD	189DMG|2RMIN|38VULN|4ASPD|5CDMG|678ERES|8BPWR|aRCR
277	16312 36132	   	166.10	DCR|3DMG|2AART|2DUR	12aDMG|2aBPWR|3ERES|49aDUST|5aDUR|6RCR|78AART
278	16312 36162	   	166.10	DCR|3DMG|2AART|2DUR	12aDMG|2aBPWR|39ERES|4aDUST|5aDUR|6RCR|78AART
279	31362 14422	   	166.09	DCR|2DMG|1AART|1VULN|2CDMG	1DUST|2TLV|35DMG|4ERES|6RCR|79CDMG|8AART|aVULN
280	61162 32632	   	166.08	DCR|3DMG|1AART|1VULN	1RCVC|27FEWX|3VULN|47ERES|579DMG|6RCR|7BPWR|8AART|aCGEN
281	11353 36321	   	165.97	DCR|3DMG|1AART|2ASPD|1ZMB	137DMG|2LHND|4AART|57BEXP|67ASPD|7BPWR|8RCR|9RCVC|aZMB
282	13353 36321	   	165.97	DCR|3DMG|1AART|2ASPD|1ZMB	137DMG|2LWND|4AART|57BEXP|67ASPD|7BPWR|8RCR|9RCVC|aZMB
283	16326 42232	   	165.87	ACR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3ERES|4CGEN|5RCR|68VULN|7DMSP|9AART|aDUR
284	65322 47334	   	165.86	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|29DUST|3MBVNT|4ASPD|59DMG|69VULN|7AART|8RMIN|9BPWR|aRCR
285	12262 14313	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|23FEWX|4LHND|6RCR|7CDMG|8VULN|9ASPD|aAART
286	12462 14313	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2FEWX|34LWND|6RCR|7CDMG|8VULN|9ASPD|aAART
287	13262 14313	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|24LWND|3FEWX|6RCR|7CDMG|8VULN|9ASPD|aAART
288	16522 14313	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	12DMG|2BPWR|3RMIN|4CGEN|5FEWX|6RCR|7CDMG|8VULN|9ASPD|aAART
289	16121 44111	   	165.78	DCR|2VULN|2DMG|2CDMG|1ZMB	12DMG|2BPWR|3RPLT|47CDMG|5ZMB|69VULN|8RCR|aMLV
290	16121 44112	   	165.78	DCR|2VULN|2DMG|2CDMG|1ZMB	12DMG|2BPWR|3RPLT|47CDMG|5ZMB|69VULN|8RCR|aLWND
291	16326 41232	   	165.77	ACR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|37ERES|4CGEN|5RCR|68VULN|9AART|aDUR
292	12626 14113	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2FEWX|3CGEN|4ASPD|6RCR|7CDMG|8TLV|9VULN|aAART
293	12626 14322	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15DMG|2FEWX|3CGEN|4ASPD|6RCR|7CDMG|8VULN|9DLOT|aAART
294	14122 32134	   	165.71	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	17DMG|2RMIN|3VULN|47ASPD|57ERES|6RCR|7BPWR|8BELT|9DUR|aAART
295	16521 14113	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	12DMG|2BPWR|3RMIN|4CGEN|5DUR|6RCR|7CDMG|8TLV|9VULN|aAART
296	16121 44113	   	165.68	DCR|2VULN|2DMG|2CDMG|1ZMB	12DMG|2BPWR|3RPLT|47CDMG|5ZMB|69VULN|8RCR|aDUST
297	14321 86113	   	165.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	17DMG|2RMIN|3MBVNT|4ASPD|5CDMG|6RCR|8TLV|9VULN|aAART
298	14321 86322	   	165.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	17DMG|2RMIN|3MBVNT|4ASPD|5CDMG|6RCR|8VULN|9DLOT|aAART
299	14321 82812	 * 	165.51	DCR|2DMG|2AART|2ASPD|1CDMG	18DMG|2RMIN|3MBVNT|49ASPD|5CDMG|6RCR|7aAART
300	16123 42122	   	165.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	12DMG|2BPWR|3RPLT|4CDMG|5RCR|6ZMB|7FEWX|8NUKE|9VULN|aAART
301	16123 42342	   	165.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	12DMG|2BPWR|3RPLT|4CDMG|5RCR|6ZMB|7FEWX|8VULN|9BASICY|aAART
302	16525 33332	 * 	165.38	DCR|3DMG|1VULN|1CDMG|1FLTHEA	12aDMG|2BPWR|3RMIN|4CGEN|5RCVC|6FLTHEA|7RCR|8CDMG|9VULN
303	12553 62131	   	165.34	ACR|2VULN|2DMG|1AART	16DMG|2FEWX|3RPLT|4RCR|5RCVC|7AART|8ERES|9aVULN
304	16153 22183	   	165.33	DCR|3DMG|1AART|1VULN|1CDMG	127DMG|2BPWR|3RPLT|4VULN|5DUST|6MBVNT|8CDMG|9AART|aRCR
305	44233 22251	   	165.30	ACR|3VULN|1AART|2CDMG	1CGEN|2RCR|3FEWX|46CDMG|5DUST|7AART|89aVULN
306	16156 21231	   	165.30	DCR|3DMG|2VULN|2DUR	125DMG|2aBPWR|3RPLT|4aVULN|6LHND|7RCR|8aBEXP|9aDUR
307	16156 21331	   	165.30	DCR|3DMG|2VULN|2DUR	125DMG|2aBPWR|3RPLT|4aVULN|6LHND|7RCR|8aLWND|9aDUR
308	65322 42741	   	165.26	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|27DUST|3MBVNT|4ASPD|57DMG|67VULN|7BPWR|8AART|9LWND|aRCR
309	16321 14413	   	165.24	DCR|2DMG|2AART|1CDMG|1DUR|1ASPD	12DMG|2BPWR|3ERES|4CGEN|5DUR|6RCR|7CDMG|8aAART|9ASPD
310	16312 36126	   	165.21	DCR|2DMG|2AART|1VULN|1DUR	12DMG|2BPWR|3ERES|4DUST|5DUR|6RCR|78AART|9MLV|aVULN
311	16312 36153	   	165.21	DCR|2DMG|2AART|1VULN|1DUR	12DMG|2BPWR|3ERES|4DUST|5DUR|6RCR|78AART|9VULN|aFEWX
312	65322 42734	   	165.16	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|27DUST|3MBVNT|4ASPD|57DMG|67VULN|7BPWR|8AART|9NUKE|aRCR
313	16113 44113	   	165.15	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	12DMG|2BPWR|3RPLT|4SELL|5RCR|6ZMB|7CDMG|8TLV|9VULN|aAART
314	16312 36152	   	165.11	DCR|2DMG|2AART|1VULN|1DUR	12DMG|2BPWR|3aERES|4DUST|5DUR|6RCR|78AART|9VULN
315	31322 36156	   	165.11	DCR|2VULN|2AART|1DMG|1ASPD	1DUST|2TLV|3DMG|4ASPD|5ERES|6RCR|78AART|9aVULN
316	44333 22423	   	165.05	ACR|3DMG|1VULN|1CDMG|1ZMB	1CGEN|2RCR|37aDMG|4RPLT|5ZMB|6MBVNT|8CDMG|9VULN
317	14321 48634	 * 	164.98	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1ASPD	1DMG|2RMIN|3MBVNT|4ASPD|5CDMG|6VULN|7AART|8ZMB|9FLTHEA|aRCR
318	11332 56622	   	164.98	DCR|3DMG|1VULN|1FLTHEA|1CDMG	13aDMG|2LHND|4CDMG|5CGEN|6RCR|7LIT|8FLTHEA|9VULN
319	13332 56622	   	164.98	DCR|3DMG|1VULN|1FLTHEA|1CDMG	13aDMG|2LWND|4CDMG|5CGEN|6RCR|7LIT|8FLTHEA|9VULN
320	11136 21126	   	164.82	DCR|2VULN|2DMG|1AART|1ZMB	15DMG|2LHND|3LIT|45VULN|5BPWR|6ERES|7ZMB|8BEXP|9AART|aRCR
321	16356 11232	   	164.69	ACR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	124DMG|24BPWR|349ERES|5RCR|6ASPD|7VULN|8ZMB|aCDMG
322	16332 32616	   	164.61	DCR|2DMG|2AART|1VULN|1DUR	12DMG|2BPWR|3ERES|4LWND|5DUR|6RCR|7LEGI|89AART|aVULN
