0	Index      	 *	Score 	Summary	Detail	
1	23645 31436	 * 	176.48	DCR|3VULN|1AART|1DMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|58aVULN|6RCR|7LIT|9DMG
162	53125 21224	   	157.80	DCR|2VULN|2DMG|2ASPD|1DUR	14ASPD|2CGEN|39VULN|5aDMG|6RCVC|7DUR|8RCR
163	12433 66212	   	157.68	DCR|3VULN|1AART|1DMG	1ERES|2BASICY|3LIT|4DMG|59aVULN|6LWND|7AART|8RCR
164	23234 14221	 * 	157.52	ACR|2AART|2VULN|1CDMG|1DUR	1DLOT|2aAART|3RPLT|4FEWX|5RCR|6CDMG|79VULN|8DUR
165	14143 13431	   	157.50	ACR|2DMG|1AART|1VULN|2ZMB	18ERES|2FEWX|3RPLT|48ZMB|5RCR|68DMG|7AART|8BPWR|9VULN|aLHND
166	14143 13433	   	157.50	ACR|2DMG|1AART|1VULN|2ZMB	18ERES|2FEWX|3RPLT|48ZMB|5RCR|68DMG|7AART|8BPWR|9VULN|aLIT
167	15143 13412	   	157.50	ACR|2DMG|1AART|1VULN|2ZMB	18ERES|2LHND|3RPLT|48ZMB|5RCR|68DMG|7AART|8BPWR|9MLV|aVULN
168	15143 13431	   	157.50	ACR|2DMG|1AART|1VULN|2ZMB	18ERES|2aLHND|3RPLT|48ZMB|5RCR|68DMG|7AART|8BPWR|9VULN
169	51533 12131	 * 	157.47	ACR|2VULN|3ASPD|1DMG|2CDMG	124ASPD|2BPWR|3DMG|5RCR|6LWND|78VULN|9aCDMG
170	51533 32131	   	157.47	ACR|2VULN|3ASPD|1DMG|2CDMG	124ASPD|2BPWR|3DMG|5RCR|6BEXP|78VULN|9aCDMG
171	51533 42131	   	157.47	ACR|2VULN|3ASPD|1DMG|2CDMG	124ASPD|2BPWR|3DMG|5RCR|6FEWX|78VULN|9aCDMG
172	41166 31233	   	157.46	DCR|3VULN|1AART|1ZMB|1ASPD	1BEXP|2ASPD|3RPLT|49aVULN|5ZMB|6DUST|7RCR|8AART
173	51535 21141	 * 	157.44	DCR|3VULN|3ASPD|1DMG	124ASPD|2BPWR|3DMG|589VULN|6RCR|7MBVNT|aMLV
174	51535 21143	   	157.44	DCR|3VULN|3ASPD|1DMG	124ASPD|2BPWR|3DMG|589VULN|6RCR|7MBVNT|aBEXP
175	23244 14221	   	157.42	ACR|2AART|2VULN|1CDMG|1DUR	1DLOT|2aAART|3RPLT|4DUST|5RCR|6CDMG|79VULN|8DUR
176	16133 13312	   	157.40	ACR|2VULN|1AART|1DMG|2ZMB	1ERES|2aVULN|3RPLT|48ZMB|5RCR|6DMG|7AART|9MLV
177	15143 13432	   	157.40	ACR|2DMG|1AART|1VULN|2ZMB	18ERES|2LHND|3RPLT|48ZMB|5RCR|68DMG|7AART|8BPWR|9VULN|aDUST
178	51533 11382	 * 	157.40	ACR|3DMG|1AART|3ASPD	124ASPD|2BPWR|39aDMG|5RCR|6LWND|7MBVNT|8AART
179	51533 52131	   	157.37	ACR|2VULN|3ASPD|1DMG|2CDMG	124ASPD|2BPWR|3DMG|5RCR|6DUST|78VULN|9aCDMG
180	51535 21144	   	157.34	DCR|3VULN|3ASPD|1DMG	124ASPD|2BPWR|3DMG|589VULN|6RCR|7MBVNT|aERES
181	16133 13332	   	157.30	ACR|2VULN|1AART|1DMG|2ZMB	1ERES|2aVULN|3RPLT|48ZMB|5RCR|6DMG|7AART|9TLV
182	23431 35314	   	157.29	DCR|2VULN|1AART|1FLTHEA|1ASPD|1DUR	1DLOT|2AART|3DUST|4FEWX|5aVULN|6RCR|7FLTHEA|8ASPD|9DUR
183	21613 21135	   	157.21	DCR|2VULN|2DMG|1AART	1DLOT|2LSRREG|3AART|4CGEN|59DMG|68VULN|7LWND|aRCR
184	21613 25135	   	157.21	DCR|2VULN|2DMG|1AART	1DLOT|2LSRREG|3AART|4CGEN|59DMG|68VULN|7LHND|aRCR
185	21634 21135	   	157.21	DCR|2VULN|2DMG|1AART	1DLOT|2LSRREG|3AART|49DMG|5CGEN|68VULN|7LWND|aRCR
186	26131 24223	   	157.17	DCR|3VULN|1AART|1CDMG	1DLOT|2RPLT|389VULN|4LIT|5RCVC|6RCR|7CDMG|aAART
187	21613 22135	   	157.11	DCR|2VULN|2DMG|1AART	1DLOT|2LSRREG|3AART|4CGEN|59DMG|68VULN|7DUST|aRCR
188	21634 22135	   	157.11	DCR|2VULN|2DMG|1AART	1DLOT|2LSRREG|3AART|49DMG|5CGEN|68VULN|7DUST|aRCR
189	11523 55323	   	157.05	ACR|2VULN|1AART|2CDMG|1ZMB	123ERES|2aBPWR|4RCR|5AART|6aVULN|7ZMB|8aLWND|9aCDMG
190	23678 33443	   	157.00	DCR|2AART|2DMG|1CDMG|1DUR	1DLOT|25AART|3MBVNT|4DUR|6FEWX|7CDMG|8RCR|9aDMG
191	11523 13233	 * 	156.99	ACR|2VULN|1AART|3DUR|2ZMB	123ERES|29BPWR|4RCR|5AART|69aDUR|79VULN|89ZMB
192	26113 54642	   	156.98	DCR|2VULN|1AART|1DMG|2ASPD	1DLOT|2RPLT|38VULN|48LHND|5MBVNT|68ASPD|7RCR|8BPWR|9AART|aDMG
193	26153 24642	   	156.98	DCR|2VULN|1AART|1DMG|2ASPD	1DLOT|2RPLT|38VULN|48ASPD|58LHND|6MBVNT|7RCR|8BPWR|9AART|aDMG
194	23674 63413	   	156.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4DUR|5RCR|6ZMB|7RPLT|8CDMG|9aVULN
195	11523 55231	   	156.95	ACR|2DMG|1AART|1VULN|1ZMB	123ERES|2BPWR|4RCR|5AART|6VULN|7ZMB|8aDMG|9LWND
196	23431 31355	   	156.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3DUST|4FEWX|5VULN|6RCR|7ZMB|8BELT|9DMG|aCDMG
197	23432 31261	   	156.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3DUST|4FEWX|5BEXP|6RCR|7ZMB|8DMG|9CDMG|aVULN
198	23642 31475	   	156.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|7LIT|8VULN|9DMG|aCDMG
199	23644 31475	   	156.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7LIT|8VULN|9DMG|aCDMG
200	23644 33416	   	156.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7RPLT|8CDMG|9VULN|aDMG
201	23645 33446	   	156.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7RPLT|8CDMG|9LHND|aDMG
202	23647 33416	   	156.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5FEWX|6RCR|7RPLT|8CDMG|9VULN|aDMG
203	23531 42112	   	156.85	DCR|2AART|2VULN|1ZMB|1ASPD	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8FEWX|aASPD
204	23531 42512	   	156.85	DCR|2AART|2VULN|1ZMB|1ASPD	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8LWND|aASPD
205	23531 42612	   	156.85	DCR|2AART|2VULN|1ZMB|1ASPD	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8BEXP|aASPD
206	11523 55211	   	156.85	ACR|2DMG|1AART|1VULN|1ZMB	123ERES|2BPWR|4RCR|5AART|6VULN|7ZMB|8aDMG|9DUST
207	11523 55213	   	156.85	ACR|2VULN|1AART|1DMG|1ZMB	123ERES|2BPWR|4RCR|5AART|6aVULN|7ZMB|8DMG|9DUST
208	11523 51522	   	156.85	ACR|2VULN|1AART|1DMG|1ZMB	123ERES|2BPWR|4RCR|5AART|68VULN|7DUST|9DMG|aZMB
209	23535 43211	   	156.83	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|23AART|4ZMB|5ASPD|6DUST|7DMG|8RCR|9VULN|aLWND
210	23535 43212	   	156.83	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|23AART|4ZMB|5ASPD|6DUST|7DMG|8RCR|9VULN|aFEWX
211	23535 43213	   	156.83	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|23AART|4ZMB|5ASPD|6DUST|7DMG|8RCR|9VULN|aLIT
212	23643 31726	   	156.83	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|29AART|3MBVNT|4ZMB|5DMG|6FEWX|7DUR|8RCR|aVULN
213	52126 53221	   	156.78	DCR|2VULN|1AART|1DMG|2ASPD	14ASPD|2MLV|3aVULN|5LWND|6DMG|7RCVC|8RCR|9AART
214	23413 41232	 * 	156.77	DCR|3DMG|1AART|2ASPD	1DLOT|2AART|39DUST|4RMIN|59aDMG|6RCVC|79ASPD|8RCR|9BPWR
215	51533 12522	 * 	156.77	ACR|1AART|3ASPD|1DMG|1VULN|1CDMG	124ASPD|2BPWR|3DMG|5RCR|6LWND|7VULN|8CDMG|9LIT|aAART
216	23531 42212	   	156.75	DCR|2AART|2VULN|1ZMB|1ASPD	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8DUST|aASPD
217	23531 42411	   	156.75	DCR|2AART|2VULN|1ZMB|1DUR	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8DUR|aERES
218	23531 42413	   	156.75	DCR|2AART|2VULN|1ZMB|1DUR	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8DUR|aDUST
219	52123 53221	   	156.68	DCR|2VULN|1AART|1DMG|2ASPD	14ASPD|2MLV|3aVULN|5LEGI|6DMG|7RCVC|8RCR|9AART
220	23453 43232	   	156.67	DCR|3DMG|1AART|2ASPD	1DLOT|2AART|39DUST|49ASPD|5NUKE|6RCVC|79aDMG|8RCR|9BPWR
221	23231 13611	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DLOT|2AART|3RPLT|4FEWX|59VULN|6CDMG|7ZMB|8RCR|aDUR
222	23264 23611	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DLOT|2AART|3RPLT|4CDMG|59VULN|6BEXP|7ZMB|8RCR|aDUR
223	51535 21122	 * 	156.64	DCR|2VULN|3ASPD|1DMG|2ZMB	124ASPD|2BPWR|3DMG|58VULN|6RCR|7MBVNT|9aZMB
224	23645 37412	   	156.59	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8RCVC|9LHND
225	23642 38422	   	156.59	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5LHND|6RCR|7DMG|8RCVC|9VULN
226	23645 31323	   	156.59	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|29AART|3MBVNT|4ZMB|5VULN|6RCR|7LIT|8RCVC|aDMG
227	23628 37233	 * 	156.57	DCR|2AART|2DMG|1VULN	1DLOT|25AART|3MBVNT|469FEWX|79DMG|8RCR|9BPWR|aVULN
228	23241 13611	   	156.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DLOT|2AART|3RPLT|4DUST|59VULN|6CDMG|7ZMB|8RCR|aDUR
229	16133 13265	   	156.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|7AART|8LIT|9DUR|aCDMG
230	23431 31361	   	156.42	DCR|3VULN|1AART|1ZMB	1DLOT|2AART|3DUST|4FEWX|59aVULN|6RCR|7ZMB|8BELT
231	23431 31515	   	156.42	DCR|3VULN|1AART|1ZMB	1DLOT|2AART|3DUST|4FEWX|59aVULN|6RCR|7ZMB|8RMIN
232	23431 33515	   	156.42	DCR|3VULN|1AART|1ZMB	1DLOT|2AART|3DUST|4FEWX|59aVULN|6RCR|7CGEN|8ZMB
233	23642 35271	   	156.42	DCR|3VULN|1AART|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|79aVULN|8BELT
234	23644 35271	   	156.42	DCR|3VULN|1AART|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|79aVULN|8BELT
235	23645 32271	   	156.42	DCR|3VULN|1AART|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|59aVULN|6RCR|7LHND|8BELT
236	23645 33221	   	156.42	DCR|3VULN|1AART|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|59aVULN|6RCR|7RPLT|8CGEN
237	23645 35141	   	156.42	DCR|3VULN|1AART|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|57aVULN|6RCR|8FEWX|9BELT
238	16112 31524	   	156.38	DCR|3VULN|1AART|1DMG	146ERES|24aVULN|3RPLT|4BPWR|5LSRHEA|7DMG|8RCR|9AART
239	23624 31213	   	156.35	ACR|2VULN|1AART|1DMG|1ZMB	1DLOT|2AART|3MBVNT|4FEWX|5RCR|6DUST|7ZMB|8DMG|9aVULN
240	23624 31216	   	156.35	ACR|2DMG|1AART|1VULN|1ZMB	1DLOT|2AART|3MBVNT|4FEWX|5RCR|6DUST|7ZMB|8aDMG|9VULN
241	23645 31446	   	156.32	DCR|3VULN|1AART|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|58aVULN|6RCR|7LIT|9ERES
242	23645 34116	   	156.32	DCR|3VULN|1AART|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|59aVULN|6RCR|7TLV|8FEWX
243	12136 56213	   	156.28	DCR|3VULN|1AART|1DMG	18ERES|2BASICY|367VULN|4MBVNT|5AART|9RCR|aDMG
244	23111 54132	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	1DLOT|2AART|3LIT|46DMG|5AIRHEL|7VULN|8CDMG|9RCR|aMLV
245	23111 54133	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	1DLOT|2AART|3LIT|46DMG|5AIRHEL|7VULN|8CDMG|9RCR|aFEWX
246	23111 54135	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	1DLOT|2AART|3LIT|46DMG|5AIRHEL|7VULN|8CDMG|9RCR|aCGEN
247	23111 34136	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	1DLOT|2AART|3LIT|4aDMG|5AIRHEL|6DMSP|7VULN|8CDMG|9RCR
248	62153 34131	   	156.11	DCR|2VULN|2DMG|1AART	1LHND|2FEWX|38DMG|4BEXP|5AART|69VULN|7TLV|aRCR
249	61633 33363	   	156.10	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	17LHND|2ASPD|3AART|4FEWX|5DMG|68VULN|9RCR|aDUR
250	23645 31428	 * 	156.07	DCR|2AART|2VULN|2ZMB	1DLOT|29AART|3MBVNT|4aZMB|58VULN|6RCR|7LIT
251	21623 51225	   	156.06	DCR|2VULN|1AART|1DMG|1DUR	1DLOT|2LSRREG|3AART|4LHND|59VULN|6RCR|7ERES|8DMG|aDUR
252	23643 34716	   	156.03	DCR|2DMG|1AART|1VULN|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5aDMG|6FEWX|7LHND|8RCR|9VULN
253	23645 33426	   	156.02	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5aVULN|6RCR|7RPLT|8CDMG|9RCVC
254	62133 34131	   	156.01	DCR|2VULN|2DMG|1AART	1LHND|2FEWX|38DMG|4DUST|5AART|69VULN|7TLV|aRCR
255	66133 34131	   	156.01	DCR|2VULN|2DMG|1AART	1LHND|2BEXP|38DMG|4DUST|5AART|69VULN|7TLV|aRCR
256	61612 36331	   	156.01	DCR|3VULN|1AART|1CDMG|1ASPD	1LHND|2ASPD|3AART|4CGEN|568VULN|7LWND|9CDMG|aRCR
257	55612 33331	   	155.91	DCR|3VULN|1AART|1CDMG|1ASPD	1ASPD|2LHND|3AART|4CGEN|568VULN|7DUST|9CDMG|aRCR
258	61612 33331	   	155.91	DCR|3VULN|1AART|1CDMG|1ASPD	1LHND|2ASPD|3AART|4CGEN|568VULN|7DUST|9CDMG|aRCR
259	23635 13117	   	155.81	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1DLOT|2AART|3MBVNT|49MLV|59VULN|6CDMG|7DUR|89ZMB|9BPWR|aRCR
260	61652 33331	   	155.81	DCR|3VULN|1AART|1CDMG|1ASPD	1LHND|2ASPD|3AART|4ERES|568VULN|7DUST|9CDMG|aRCR
261	16223 11245	   	155.65	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|27VULN|3ZMB|4ASPD|5LHND|6DUR|8RCR|9CDMG|aDMG
262	16231 11245	   	155.65	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|27VULN|3ZMB|4BEXP|5ASPD|6DUR|8RCR|9CDMG|aDMG
263	23645 13127	   	155.61	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1DLOT|2AART|3MBVNT|48ZMB|59VULN|6CDMG|7DUR|aRCR
264	23322 12666	 * 	155.56	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1DLOT|2AART|3ASPD|49DUR|5LHND|6CDMG|7VULN|8DMG|aRCR
265	51533 32123	   	155.45	ACR|2VULN|3ASPD|1DMG|1ZMB|1DUR	124ASPD|2BPWR|3DMG|5RCR|6BEXP|78VULN|9ZMB|aDUR
266	51533 42123	   	155.45	ACR|2VULN|3ASPD|1DMG|1ZMB|1DUR	124ASPD|2BPWR|3DMG|5RCR|6FEWX|78VULN|9ZMB|aDUR
267	51535 21133	   	155.44	DCR|2VULN|3ASPD|1DMG|1CDMG	124ASPD|2BPWR|3DMG|58VULN|6RCR|7MBVNT|9CDMG|aFEWX
268	56133 23243	 * 	155.41	DCR|3VULN|1AART|2ASPD|1DUR	17ASPD|27aVULN|3RPLT|4DUST|5DUR|67LHND|7BPWR|8AART|9RCR
269	51533 52123	   	155.35	ACR|2VULN|3ASPD|1DMG|1ZMB|1DUR	124ASPD|2BPWR|3DMG|5RCR|6DUST|78VULN|9ZMB|aDUR
270	51535 21134	   	155.34	DCR|2VULN|3ASPD|1DMG|1CDMG	124ASPD|2BPWR|3DMG|58VULN|6RCR|7MBVNT|9CDMG|aERES
271	51533 15312	   	155.32	ACR|1AART|3ASPD|1DMG|1VULN|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6LWND|7FEWX|8AART|9VULN|aZMB
272	52161 32235	   	155.30	DCR|2VULN|2DMG|2ASPD|1DUR	16ASPD|2MLV|3aVULN|4BEXP|59DMG|7DUR|8RCR
273	23511 42432	   	155.26	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1DLOT|23AART|4ASPD|5DMSP|6VULN|7RCR|8DUR|9LWND|aDMG
274	51533 11312	   	155.22	ACR|1AART|3ASPD|1DMG|1VULN|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6LWND|7MBVNT|8AART|9VULN|aZMB
275	51533 11371	   	155.22	ACR|1AART|3ASPD|1DMG|1VULN|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6LWND|7MBVNT|8AART|9ZMB|aVULN
276	51533 61312	   	155.22	ACR|1AART|3ASPD|1DMG|1VULN|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6LHND|7MBVNT|8AART|9VULN|aZMB
277	52123 52235	   	155.20	DCR|2VULN|2DMG|2ASPD|1DUR	14ASPD|2MLV|3aVULN|5LEGI|69DMG|7DUR|8RCR
278	51533 12163	   	155.09	ACR|2VULN|2DMG|3ASPD	124ASPD|2BPWR|3aDMG|5RCR|6LWND|78VULN|9FEWX
279	51533 32113	   	155.09	ACR|2VULN|2DMG|3ASPD	124ASPD|2BPWR|3aDMG|5RCR|6BEXP|78VULN|9LHND
280	51533 42113	   	155.09	ACR|2VULN|2DMG|3ASPD	124ASPD|2BPWR|3aDMG|5RCR|6FEWX|78VULN|9LHND
281	23153 63224	   	155.07	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DLOT|2AART|3LIT|4LWND|5DUR|6VULN|7DMG|8RCR|9ASPD|aCDMG
282	51533 52113	   	154.99	ACR|2VULN|2DMG|3ASPD	124ASPD|2BPWR|3aDMG|5RCR|6DUST|78VULN|9LHND
283	51533 21153	   	154.99	ACR|2VULN|2DMG|3ASPD	124ASPD|2BPWR|38DMG|5RCR|6RMIN|7aVULN|9DLOT
284	23216 63121	   	154.96	DCR|2DMG|1AART|2ZMB|1DUR	1DLOT|2AART|3RPLT|4RCVC|5aDMG|6RCR|7DUR|8aZMB|9aCGEN|aBPWR
285	23324 23116	   	154.95	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DLOT|28AART|3ASPD|4DUR|5VULN|6TLV|7CDMG|9RCR|aZMB
286	23515 42132	   	154.94	DCR|2AART|1VULN|1DMG|2ASPD	1DLOT|23AART|45ASPD|6VULN|7RCR|8FEWX|9LWND|aDMG
287	42132 66131	   	154.91	DCR|2VULN|2DMG|1AART	1BEXP|2FEWX|38DMG|4DUST|59VULN|6RMIN|7AART|aRCR
288	23515 42232	   	154.84	DCR|2AART|1VULN|1DMG|2ASPD	1DLOT|23AART|45ASPD|6VULN|7RCR|8DUST|9LWND|aDMG
289	42132 36131	   	154.81	DCR|2VULN|2DMG|1AART	1BEXP|2FEWX|38DMG|4DUST|59VULN|6ERES|7AART|aRCR
290	66132 36131	   	154.81	DCR|2VULN|2DMG|1AART	1LHND|2BEXP|38DMG|4DUST|59VULN|6ERES|7AART|aRCR
291	23234 14361	 * 	154.79	ACR|3VULN|1AART|1CDMG	1DLOT|2AART|3RPLT|4FEWX|5RCR|6CDMG|79aVULN|8BELT
292	23624 65221	   	154.77	ACR|2AART|2VULN|1ZMB|1DUR	1DLOT|2aAART|3MBVNT|4FEWX|5RCR|6ZMB|79VULN|8DUR
293	16133 14331	   	154.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|7ASPD|8LIT|9CDMG|aAART
294	23645 37131	   	154.69	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8FEWX|9CGEN
295	23645 37331	   	154.69	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8BEXP|9CGEN
296	23432 31225	   	154.69	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|29AART|3DUST|4FEWX|5BEXP|6RCR|7ZMB|8DMG|aVULN
297	23644 33742	   	154.69	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5LWND|6RCR|7RPLT|8DMG|9VULN
298	23624 38814	   	154.59	ACR|3VULN|1AART|1CDMG	1DLOT|2AART|3MBVNT|4FEWX|5RCR|6DUST|789VULN|aCDMG
299	52122 51221	   	154.58	DCR|2VULN|1AART|1DMG|2ASPD	14ASPD|2MLV|3aVULN|57LHND|6DMG|8RCR|9AART
300	52132 54221	   	154.58	DCR|2VULN|1AART|1DMG|2ASPD	17ASPD|24MLV|3aVULN|5LHND|6DMG|8RCR|9AART
301	12115 41336	   	154.48	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2BASICY|36VULN|4LWND|5AART|7CDMG|8BEXP|9RCR|aDMG
302	52133 54221	   	154.48	DCR|2VULN|1AART|1DMG|2ASPD	17ASPD|24MLV|3aVULN|5LEGI|6DMG|8RCR|9AART
303	11523 55332	   	154.47	ACR|2VULN|3ZMB|1AART	123ERES|29BPWR|4RCR|5AART|69VULN|79aZMB|89LWND
304	11523 52232	   	154.47	ACR|2VULN|3ZMB|1AART	123ERES|29BPWR|4RCR|5AART|69VULN|79LWND|89aZMB
305	23112 53523	   	154.45	DCR|2AART|2DMG|1ZMB|1ASPD	1DLOT|29AART|3LIT|4aDMG|5ZMB|6ASPD|7LWND|8RCR
306	23431 31561	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3DUST|4FEWX|5aVULN|6RCR|7ZMB|8RMIN|9CDMG
307	23431 31661	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3DUST|4FEWX|5aVULN|6RCR|7ZMB|8MLV|9CDMG
308	23431 33561	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3DUST|4FEWX|5aVULN|6RCR|7CGEN|8ZMB|9CDMG
309	23642 31528	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6RCR|7LIT|8CDMG|9aVULN
310	23644 31528	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5LWND|6RCR|7LIT|8CDMG|9aVULN
311	23645 31521	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7LIT|8CDMG|aCGEN
312	23645 31523	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7LIT|8CDMG|aBEXP
313	23645 31524	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7LIT|8CDMG|aLWND
314	23645 33228	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7RPLT|8CGEN|aCDMG
315	23645 33412	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7RPLT|8CDMG|aFEWX
316	23645 33415	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7RPLT|8CDMG|aMLV
317	23645 33418	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7RPLT|8CDMG|aRMIN
318	23645 33473	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5aVULN|6RCR|7RPLT|8CDMG|9BEXP
319	23645 35241	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|57VULN|6RCR|8BEXP|9CDMG|aLWND
320	23645 35242	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|57VULN|6RCR|8BEXP|9CDMG|aCGEN
321	23645 35243	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|57VULN|6RCR|8BEXP|9CDMG|aDMSP
322	23647 33413	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5FEWX|6RCR|7RPLT|8CDMG|9aVULN
323	23322 16622	   	154.40	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1DLOT|2AART|37ASPD|4DUR|5LHND|6CDMG|89VULN|aRCR
324	23324 16222	   	154.40	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1DLOT|2AART|37ASPD|4DUR|59VULN|6CDMG|8FEWX|aRCR
325	23326 16622	   	154.40	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1DLOT|2AART|37ASPD|4DUR|5FEWX|6CDMG|89VULN|aRCR
