0	Index      	 *	Score 	Summary	Detail	
1	14223 35523	 * 	207.70	DCR|5VULN|2DMG|1AART	15689VULN|2AART|3aDMG|4ERES|7RCR
158	22263 31436	   	184.29	ACR|3VULN|1AART|3CDMG|3DUR	1AART|289CDMG|389VULN|4LSRICY|5RCR|6LIT|789DUR|89BPWR|aRCVC
159	22263 31431	   	184.19	ACR|3VULN|1AART|3CDMG|3DUR	1AART|289CDMG|389VULN|4LSRICY|5RCR|6LIT|789DUR|89BPWR|aTLV
160	22263 31432	   	184.19	ACR|3VULN|1AART|3CDMG|3DUR	1AART|289CDMG|389VULN|4LSRICY|5RCR|6LIT|789DUR|89BPWR|aDUST
161	22263 31434	   	184.19	ACR|3VULN|1AART|3CDMG|3DUR	1AART|289CDMG|389VULN|4LSRICY|5RCR|6LIT|789DUR|89BPWR|aVENICY
162	22136 13343	   	184.07	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB|1DUR	18AART|2CDMG|35DMG|4VULN|6DUR|7ZMB|9CGEN|aRCR
163	22131 21562	   	183.90	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2CDMG|39DMG|4aVULN|5DUR|6LIT|7NUKE|8RCR
164	22231 21562	   	183.90	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2CDMG|3aVULN|4DUR|59DMG|6LIT|7NUKE|8RCR
165	22333 51342	   	183.88	DCR|3VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|35ASPD|458VULN|5BPWR|6DMG|7CGEN|9NUKE|aRCR
166	22133 55315	 * 	183.83	5VULN|3DMG|1AART|1CDMG|1ASPD	1AART|2CDMG|356DMG|4578aVULN|5BPWR|9ASPD
167	22133 32343	   	183.81	DCR|2AART|2VULN|2DMG|1CDMG	18AART|2CDMG|35DMG|45VULN|5BPWR|6RMIN|7FEWX|9CGEN|aRCR
168	22133 36343	   	183.81	DCR|2AART|2VULN|2DMG|1CDMG	18AART|2CDMG|35DMG|45VULN|5BPWR|6RMIN|7LWND|9CGEN|aRCR
169	23621 15613	   	183.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2RCVC|39DMG|4ZMB|5CGEN|6DUR|7RCR|8aVULN
170	22166 21242	   	183.73	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3DMG|4LIT|57aVULN|6ZMB|8LWND|9RCR
171	22133 33343	   	183.71	DCR|2AART|2VULN|2DMG|1CDMG	18AART|2CDMG|35DMG|45VULN|5BPWR|6RMIN|7DUST|9CGEN|aRCR
172	22133 62343	   	183.71	DCR|2AART|2VULN|2DMG|1CDMG	18AART|2CDMG|35DMG|45VULN|5BPWR|6ERES|7FEWX|9CGEN|aRCR
173	23156 31316	 * 	183.67	DCR|2VULN|1AART|3CDMG|2FLTHEA|1ASPD	1AART|2RCVC|35aCDMG|4RMIN|6RCR|7ASPD|8aVULN|9aFLTHEA|aBPWR
174	22133 63343	   	183.61	DCR|2AART|2VULN|2DMG|1CDMG	18AART|2CDMG|35DMG|45VULN|5BPWR|6ERES|7DUST|9CGEN|aRCR
175	22163 23261	   	183.38	DCR|2VULN|2DMG|1AART|2CDMG	1AART|2aCDMG|3aDMG|4LIT|5TLV|6DLOT|7RPLT|8RCR|9aVULN|aBPWR
176	22133 35334	   	183.37	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|35DMG|45VULN|5BPWR|6RMIN|7LIT|8DMSP|9ZMB|aRCR
177	22133 35634	   	183.37	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|35DMG|45VULN|5BPWR|6RMIN|7LIT|8RCVC|9ZMB|aRCR
178	22136 21333	   	183.27	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|35DMG|48VULN|6ZMB|7CGEN|9LHND|aRCR
179	22136 21363	   	183.27	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|35DMG|48VULN|6ZMB|7CGEN|9FEWX|aRCR
180	22136 22663	   	183.27	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|35DMG|49VULN|6ZMB|7FEWX|8MLV|aRCR
181	22136 34163	   	183.27	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|35DMG|49VULN|6RMIN|7ZMB|8LHND|aRCR
182	22136 34333	   	183.27	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|35DMG|48VULN|6RMIN|7ZMB|9LHND|aRCR
183	22136 34363	   	183.27	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|35DMG|48VULN|6RMIN|7ZMB|9FEWX|aRCR
184	22133 55363	 * 	183.21	5VULN|3DMG|1AART|2CDMG	1AART|2aCDMG|356DMG|45789VULN|5BPWR
185	22133 23543	   	183.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|35DMG|45VULN|5BPWR|6ZMB|78DUST|9CGEN|aRCR
186	22136 21312	   	183.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|35DMG|48VULN|6ZMB|7CGEN|9NUKE|aRCR
187	22136 64333	   	183.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|35DMG|48VULN|6ERES|7ZMB|9LHND|aRCR
188	22136 34312	   	183.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|35DMG|48VULN|6RMIN|7ZMB|9NUKE|aRCR
189	22213 23464	 * 	183.16	DCR|2VULN|1AART|3ZMB|1DMG|1CDMG	1AART|2CDMG|35VULN|456ZMB|5BPWR|7CGEN|8LIT|9DMG|aRCR
190	22133 23316	   	183.14	3VULN|2AART|2DMG|2CDMG|2FLTHEA|1ZMB	18AART|2aCDMG|35DMG|45aVULN|5aBPWR|6ZMB|7DUST|9aFLTHEA
191	22136 64312	   	183.07	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AART|2CDMG|35DMG|48VULN|6ERES|7ZMB|9NUKE|aRCR
192	22212 78136	 * 	183.06	DCR|2VULN|1AART|3ZMB|2CDMG|1FLTHEA	1AART|27CDMG|37VULN|467ZMB|5MBVNT|7BPWR|8FEWX|9FLTHEA|aRCR
193	22212 18623	   	182.88	DCR|2VULN|1AART|2CDMG|1DMG|2ZMB|1DUR	1AART|27CDMG|37VULN|47ZMB|5MBVNT|6RPLT|7BPWR|8DUR|9DMG|aRCR
194	22213 54233	   	182.82	DCR|2VULN|1AART|3ZMB|1DMG|1CDMG|1SELL	1AART|2CDMG|35VULN|457ZMB|5BPWR|6DMG|8SELL|9LEGI|aRCR
195	13563 33324	   	182.60	ACR|2VULN|2DMG|1AART|2DUR|1ASPD	1aVULN|2CGEN|3RMIN|4RCR|5aDMG|6AART|7FEWX|8ASPD|9aDUR|aBPWR
196	22133 24116	 * 	182.58	3VULN|2DMG|1AART|2CDMG|2FLTHEA|2ZMB|1DUR	1AART|2aCDMG|35DMG|45aVULN|5aBPWR|67ZMB|8DUR|9aFLTHEA
197	14224 23433	   	182.47	DCR|2VULN|2DMG|1AART|2ZMB	1aVULN|2AART|3aDMG|4ERES|5DLOT|6RCR|78ZMB|9aBEXP|aBPWR
198	21631 43111	 * 	182.26	ACR|3VULN|1AART|1DMG|2CDMG	1AART|27aLIT|3DMG|478BEXP|5RCR|67aVULN|7aBPWR|9aCDMG
199	22336 15522	   	182.07	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|3ASPD|49aVULN|5DMG|6LWND|7LIT|8RCR
200	22336 25522	   	182.07	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|3ASPD|49aVULN|5DMG|6LHND|7LIT|8RCR
201	22131 21522	   	181.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DMG|49aVULN|5DUR|6LIT|7NUKE|8RCR
202	22231 21522	   	181.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|39aVULN|4DUR|5DMG|6LIT|7NUKE|8RCR
203	22211 35634	   	181.96	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2CDMG|38VULN|4ZMB|5DUR|6BELT|7DMG|9RCR|aASPD
204	21636 12221	   	181.90	DCR|2AART|2VULN|2DMG|1DUR	16AART|2LIT|35DMG|45BEXP|5BPWR|7DUR|8RCR|9aVULN
205	21636 15211	   	181.90	DCR|2AART|2VULN|2DMG|1DUR	16AART|2LIT|35DMG|45BEXP|5BPWR|7aVULN|8RCR|9DUR
206	21652 12221	   	181.80	DCR|2AART|2VULN|2DMG|1DUR	16AART|2LIT|34DMG|5FEWX|7DUR|8RCR|9aVULN
207	21652 15211	   	181.80	DCR|2AART|2VULN|2DMG|1DUR	16AART|2LIT|34DMG|5FEWX|7aVULN|8RCR|9DUR
208	21352 43362	   	181.76	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2LIT|3TLV|49DMG|5LHND|6RCR|7aVULN|8CDMG
209	22135 13424	   	181.74	DCR|2VULN|1AART|1DMG|2CDMG|2ASPD	1AART|2aCDMG|3DMG|4aVULN|5DUST|6RPLT|7RCR|8ERES|9aASPD|aBPWR
210	21626 53321	   	181.67	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1AART|2LIT|38DMG|4ZMB|5RCR|6ASPD|7DUST|9aVULN
211	22221 26451	   	181.64	DCR|3VULN|1AART|2CDMG|1DMG	1AART|29CDMG|39aVULN|4FEWX|5DMG|69LIT|7RCVC|8RCR|9BPWR
212	23613 35521	   	181.47	DCR|3VULN|2DMG|1AART	1AART|2RCVC|36DMG|489VULN|5CGEN|7RCR|aLWND
213	23613 35522	   	181.47	DCR|3VULN|2DMG|1AART	1AART|2RCVC|36DMG|489VULN|5aCGEN|7RCR
214	23613 35523	   	181.47	DCR|3VULN|2DMG|1AART	1AART|2RCVC|36DMG|489VULN|5CGEN|7RCR|aBEXP
215	24363 35333	   	181.47	DCR|3VULN|2DMG|1AART	1AART|29CGEN|3RMIN|45aVULN|68DMG|7RCR
216	22243 24333	   	181.43	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|358VULN|45CGEN|5BPWR|6DMG|7ZMB|9LHND|aRCR
217	22243 24363	   	181.43	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|358VULN|45CGEN|5BPWR|6DMG|7ZMB|9FEWX|aRCR
218	22133 55343	   	181.38	4VULN|3DMG|1AART|2CDMG|1ZMB	1AART|2aCDMG|356DMG|4578VULN|5BPWR|9ZMB
219	23613 35532	   	181.37	DCR|3DMG|2VULN|1AART	1AART|2RCVC|36aDMG|48VULN|5CGEN|7RCR|9DUST
220	22216 13663	   	181.33	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|379VULN|4ZMB|5DMG|6LWND|8MLV|aRCR
221	22216 23663	   	181.33	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|379VULN|4ZMB|5DMG|6LHND|8MLV|aRCR
222	22243 24312	   	181.33	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|358VULN|45CGEN|5BPWR|6DMG|7ZMB|9NUKE|aRCR
223	21561 43331	   	181.27	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	1AART|27LIT|3ASPD|47DUR|5RCR|67aVULN|7BPWR|8DMG|9CGEN
224	22332 38362	   	181.23	DCR|3VULN|1AART|2CDMG|2ASPD|1ZMB	1AART|27CDMG|37ASPD|478VULN|5MBVNT|6RCVC|7BPWR|9ZMB|aRCR
225	22213 52343	 * 	181.08	DCR|2AART|2VULN|1DMG|2ZMB|1CDMG	18AART|2CDMG|35VULN|45ZMB|5BPWR|6DMG|7FEWX|9CGEN|aRCR
226	22213 53343	   	180.98	DCR|2AART|2VULN|1DMG|2ZMB|1CDMG	18AART|2CDMG|35VULN|45ZMB|5BPWR|6DMG|7DUST|9CGEN|aRCR
227	22133 65243	   	180.98	DCR|2VULN|2DMG|1AART|2CDMG	1AART|2aCDMG|35DMG|45VULN|5BPWR|6ERES|7LIT|8LWND|9RCR
228	14213 35112	   	180.87	DCR|3DMG|2VULN|1AART	15VULN|2AART|36aDMG|4RMIN|7RCR|8LHND|9DMSP
229	14213 35125	   	180.87	DCR|3VULN|2DMG|1AART	15aVULN|2AART|36DMG|4RMIN|7RCR|8LHND|9FEWX
230	14213 35133	   	180.87	DCR|3VULN|2DMG|1AART	15aVULN|2AART|36DMG|4RMIN|7RCR|8LHND|9CGEN
231	14213 35134	   	180.87	DCR|3DMG|2VULN|1AART	15VULN|2AART|36aDMG|4RMIN|7RCR|8LHND|9CGEN
232	14213 35142	   	180.87	DCR|3DMG|2VULN|1AART	15VULN|2AART|36aDMG|4RMIN|7RCR|8LHND|9RCVC
233	14213 35161	   	180.87	DCR|3VULN|2DMG|1AART	15aVULN|2AART|36DMG|4RMIN|7RCR|8LHND|9LIT
234	14213 35233	   	180.87	DCR|3VULN|2DMG|1AART	15aVULN|2AART|36DMG|4RMIN|7RCR|89CGEN
235	14213 35241	   	180.87	DCR|3VULN|2DMG|1AART	15aVULN|2AART|36DMG|4RMIN|7RCR|8CGEN|9BELT
236	14213 35263	   	180.87	DCR|3VULN|2DMG|1AART	15aVULN|2AART|36DMG|4RMIN|7RCR|8CGEN|9FEWX
237	14213 35512	   	180.87	DCR|3VULN|2DMG|1AART	158VULN|2AART|36DMG|4RMIN|7RCR|9RPLT|aLHND
238	14213 35623	   	180.87	DCR|3VULN|2DMG|1AART	15aVULN|2AART|36DMG|4RMIN|7RCR|8BEXP|9MLV
239	14213 55333	   	180.87	DCR|3VULN|2DMG|1AART	15aVULN|2AART|38DMG|4RMIN|69CGEN|7RCR
240	14313 35333	   	180.87	DCR|3VULN|2DMG|1AART	15aVULN|2AART|39CGEN|4RMIN|68DMG|7RCR
241	14313 35341	   	180.87	DCR|3VULN|2DMG|1AART	15aVULN|2AART|3CGEN|4RMIN|68DMG|7RCR|9BELT
242	14313 35363	   	180.87	DCR|3VULN|2DMG|1AART	15aVULN|2AART|3CGEN|4RMIN|68DMG|7RCR|9FEWX
243	14213 35252	   	180.77	DCR|3DMG|2VULN|1AART	15VULN|2AART|36aDMG|4RMIN|7RCR|8CGEN|9ERES
244	14213 35511	   	180.77	DCR|3VULN|2DMG|1AART	158VULN|2AART|36DMG|4RMIN|7RCR|9RPLT|aDUST
245	14213 35531	   	180.77	DCR|3VULN|2DMG|1AART	158VULN|2AART|36DMG|4RMIN|7RCR|9DUST|aFEWX
246	14223 35112	   	180.77	DCR|3VULN|2DMG|1AART	156VULN|2AART|3aDMG|4ERES|7RCR|8LHND|9DMSP
247	14223 35132	   	180.77	DCR|3VULN|2DMG|1AART	156VULN|2AART|3aDMG|4ERES|7RCR|8LHND|9CGEN
248	14223 35142	   	180.77	DCR|3VULN|2DMG|1AART	156VULN|2AART|3aDMG|4ERES|7RCR|8LHND|9RCVC
249	14223 35612	   	180.77	DCR|3VULN|2DMG|1AART	156VULN|2AART|3aDMG|4ERES|7RCR|8BEXP|9DMSP
250	14223 35632	   	180.77	DCR|3VULN|2DMG|1AART	156VULN|2AART|3aDMG|4ERES|7RCR|8BEXP|9CGEN
251	14313 35352	   	180.77	DCR|3DMG|2VULN|1AART	15VULN|2AART|3CGEN|4RMIN|68aDMG|7RCR|9ERES
252	14213 35533	   	180.67	DCR|3VULN|2DMG|1AART	158VULN|2AART|36DMG|4RMIN|7RCR|9DUST|aTLV
253	14223 35262	   	180.67	DCR|3VULN|2DMG|1AART	156VULN|2AART|3aDMG|4ERES|7RCR|8CGEN|9MBVNT
254	14213 35513	   	180.62	DCR|3VULN|2DMG|1AART|1SELL	158VULN|2AART|36DMG|4RMIN|7RCR|9RPLT|aSELL
255	14223 15532	   	180.57	DCR|3VULN|2DMG|1AART	158VULN|2AART|3aDMG|46ERES|7RCR|9DUST
256	21561 43312	 * 	180.47	ACR|2VULN|1AART|1DMG|2ZMB|2DUR|1ASPD	1AART|27LIT|3ASPD|47DUR|5RCR|67VULN|7BPWR|8DMG|9aZMB
257	46121 21522	   	180.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|39aVULN|4AART|5DMG|6LIT|7NUKE|8RCR
258	22331 65522	   	179.95	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2CDMG|3ASPD|49aVULN|5DUR|6ZMB|7LIT|8RCR
259	21642 43322	   	179.93	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2LIT|3DMG|4RMIN|5LHND|6RCR|79aVULN|8CDMG
260	21352 43322	   	179.83	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2LIT|3TLV|4DMG|5LHND|6RCR|79aVULN|8CDMG
261	22215 13326	   	179.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|39VULN|4ZMB|5DUST|6RPLT|7RCR|8DUR|aDMG
262	22221 51253	   	179.67	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3VULN|4FEWX|58aDMG|6LHND|7DUR|9RCR
263	14153 35321	   	179.66	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	1VULN|29AART|3RCVC|4ASPD|5CGEN|68DMG|7RCR|aCDMG
264	22135 51253	   	179.57	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|38aDMG|4VULN|5DUST|6LHND|7DUR|9RCR
265	22211 26451	   	179.52	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	1AART|29CDMG|39aVULN|4ZMB|5DUR|69LIT|7RCVC|8RCR|9BPWR
266	22221 13126	   	179.46	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2CDMG|39VULN|4FEWX|5aDMG|6RPLT|7RCR|8LHND
267	22225 13126	   	179.46	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2CDMG|39VULN|4FEWX|5RPLT|6aDMG|7RCR|8LHND
268	24363 35331	   	179.46	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29CGEN|3RMIN|45VULN|68DMG|7RCR|aCDMG
269	22135 13126	   	179.36	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2CDMG|3aDMG|49VULN|5DUST|6RPLT|7RCR|8LHND
270	22221 13526	   	179.36	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2CDMG|39VULN|4FEWX|5aDMG|6RPLT|7RCR|8DUST
271	22225 13526	   	179.36	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2CDMG|39VULN|4FEWX|5RPLT|6aDMG|7RCR|8DUST
272	14216 43222	   	179.33	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|2AART|3DMG|4RMIN|5LIT|6RCR|8BEXP|9CDMG
273	22213 62163	 * 	179.32	DCR|4VULN|1AART|2ZMB|1CDMG	1AART|2CDMG|3569VULN|45ZMB|5BPWR|7LWND|8LHND|aRCR
274	22213 62363	   	179.32	DCR|4VULN|1AART|2ZMB|1CDMG	1AART|2CDMG|3569VULN|45ZMB|5BPWR|7LWND|8FEWX|aRCR
275	22213 62463	   	179.32	DCR|4VULN|1AART|2ZMB|1CDMG	1AART|2CDMG|3568VULN|45ZMB|5BPWR|7LWND|9FEWX|aRCR
276	22213 64163	   	179.32	DCR|4VULN|1AART|2ZMB|1CDMG	1AART|2CDMG|3567VULN|45ZMB|5BPWR|8LHND|9FEWX|aRCR
277	22213 64613	   	179.32	DCR|4VULN|1AART|2ZMB|1CDMG	1AART|2CDMG|3567VULN|45ZMB|5BPWR|89RPLT|aRCR
278	22213 64623	   	179.32	DCR|4VULN|1AART|2ZMB|1CDMG	1AART|2CDMG|3567VULN|45ZMB|5BPWR|8RPLT|9DMSP|aRCR
279	21561 43323	   	179.27	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1AART|27LIT|3ASPD|47DUR|5RCR|67VULN|7BPWR|8DMG|9CDMG|aFEWX
280	22163 62372	   	179.26	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2CDMG|39DMG|4LIT|5TLV|6aVULN|7RCR|8MBVNT
281	22133 45143	   	179.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2CDMG|35DMG|45VULN|5BPWR|6RCVC|7CGEN|8DUR|9ERES|aRCR
282	22136 16163	   	179.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2CDMG|35DMG|49VULN|6DUR|7DMSP|8LHND|aRCR
283	22136 16333	   	179.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2CDMG|35DMG|48VULN|6DUR|7DMSP|9LHND|aRCR
284	22136 16363	   	179.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2CDMG|35DMG|48VULN|6DUR|7DMSP|9FEWX|aRCR
285	22166 22261	   	179.19	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	1AART|29CDMG|3DMG|4LIT|5aVULN|6ZMB|7RCR|8RPLT
286	22213 61143	   	179.10	DCR|3VULN|1AART|2ZMB|1CDMG|1ASPD|1DUR	1AART|2CDMG|356VULN|45ZMB|5BPWR|7ASPD|8DUR|9CGEN|aRCR
287	22213 65133	   	179.10	DCR|3VULN|1AART|2ZMB|1CDMG|1ASPD|1DUR	1AART|2CDMG|356VULN|45ZMB|5BPWR|7CGEN|8DUR|9ASPD|aRCR
288	14313 35412	   	179.09	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	15VULN|2AART|3CGEN|4RMIN|69DMG|7RCR|8DUR|aASPD
289	13314 65333	   	179.07	DCR|3VULN|2DMG|1AART	16aVULN|29CGEN|38DMG|4RMIN|5AART|7RCR
290	11563 31252	 * 	178.99	ACR|3DMG|2VULN|1AART	19VULN|2ERES|3RMIN|4RCR|59aDMG|6AART|7DMSP|89CGEN|9BPWR
291	11563 32252	   	178.99	ACR|3DMG|2VULN|1AART	19VULN|2ERES|37RMIN|4RCR|59aDMG|6AART|89CGEN|9BPWR
292	22136 13143	   	178.93	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB|1DUR	1AART|28CDMG|35DMG|4VULN|6DUR|7ZMB|9CGEN|aRCR
293	22136 13623	   	178.93	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB|1DUR	1AART|29CDMG|35DMG|4VULN|6DUR|7ZMB|8MLV|aRCR
294	22156 24323	   	178.93	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB|1DUR	1AART|29CDMG|35DMG|4DUR|6MLV|7ZMB|8VULN|aRCR
295	14213 35231	   	178.86	DCR|2VULN|2DMG|1AART|1CDMG	15VULN|2AART|36DMG|4RMIN|7RCR|89CGEN|aCDMG
296	14213 35411	   	178.86	DCR|2VULN|2DMG|1AART|1FLTHEA	15VULN|2AART|36DMG|4RMIN|7RCR|8FLTHEA|9DMSP|aFEWX
297	14213 35422	   	178.86	DCR|2VULN|2DMG|1AART|1FLTHEA	15VULN|2AART|36DMG|4RMIN|7RCR|8FLTHEA|9LHND|aFEWX
298	14213 35423	   	178.86	DCR|2VULN|2DMG|1AART|1FLTHEA	15VULN|2AART|36DMG|4RMIN|7RCR|8FLTHEA|9LHND|aRPLT
299	14213 35432	   	178.86	DCR|2VULN|2DMG|1AART|1FLTHEA	15VULN|2AART|36DMG|4RMIN|7RCR|8FLTHEA|9BEXP|aBELT
300	14213 35433	   	178.86	DCR|2VULN|2DMG|1AART|1FLTHEA	15VULN|2AART|36DMG|4RMIN|7RCR|8FLTHEA|9BEXP|aLWND
301	14213 55331	   	178.86	DCR|2VULN|2DMG|1AART|1CDMG	15VULN|2AART|38DMG|4RMIN|69CGEN|7RCR|aCDMG
302	14313 35331	   	178.86	DCR|2VULN|2DMG|1AART|1CDMG	15VULN|2AART|39CGEN|4RMIN|68DMG|7RCR|aCDMG
303	11563 35133	   	178.79	ACR|3DMG|2VULN|1AART	19VULN|29ERES|3RMIN|4RCR|59aDMG|6AART|7MBVNT|8RPLT|9BPWR
304	14223 55331	   	178.76	DCR|2VULN|2DMG|1AART|1CDMG	15VULN|2AART|38DMG|4ERES|69CGEN|7RCR|aCDMG
305	14213 35412	   	178.76	DCR|2VULN|2DMG|1AART|1FLTHEA	15VULN|2AART|36DMG|4RMIN|7RCR|8FLTHEA|9DMSP|aDUST
306	14213 35413	   	178.76	DCR|2VULN|2DMG|1AART|1FLTHEA	15VULN|2AART|36DMG|4RMIN|7RCR|8FLTHEA|9DMSP|aLEGI
307	14213 35421	   	178.76	DCR|2VULN|2DMG|1AART|1FLTHEA	15VULN|2AART|36DMG|4RMIN|7RCR|8FLTHEA|9LHND|aERES
308	14213 35431	   	178.76	DCR|2VULN|2DMG|1AART|1FLTHEA	15VULN|2AART|36DMG|4RMIN|7RCR|8FLTHEA|9BEXP|aERES
309	22133 31123	   	178.68	DCR|2VULN|2DMG|1AART|2CDMG	1AART|29CDMG|35DMG|45VULN|5BPWR|6RMIN|7CGEN|8LHND|aRCR
310	22133 32143	   	178.68	DCR|2VULN|2DMG|1AART|2CDMG	1AART|28CDMG|35DMG|45VULN|5BPWR|6RMIN|7FEWX|9CGEN|aRCR
311	22133 32623	   	178.68	DCR|2VULN|2DMG|1AART|2CDMG	1AART|29CDMG|35DMG|45VULN|5BPWR|6RMIN|7FEWX|8MLV|aRCR
312	22133 36143	   	178.68	DCR|2VULN|2DMG|1AART|2CDMG	1AART|28CDMG|35DMG|45VULN|5BPWR|6RMIN|7LWND|9CGEN|aRCR
313	22133 36623	   	178.68	DCR|2VULN|2DMG|1AART|2CDMG	1AART|29CDMG|35DMG|45VULN|5BPWR|6RMIN|7LWND|8MLV|aRCR
314	22133 42123	   	178.68	DCR|2VULN|2DMG|1AART|2CDMG	1AART|29CDMG|35DMG|45VULN|5BPWR|6RCVC|7LWND|8LHND|aRCR
315	14224 23213	   	178.62	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|2AART|3aDMG|4ERES|5DLOT|6RCR|7ZMB|89aBEXP|aBPWR
316	14224 23533	   	178.62	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|2AART|3aDMG|4ERES|5DLOT|6RCR|7ZMB|8DMSP|9aBEXP|aBPWR
317	14213 32143	   	178.60	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	15VULN|2AART|36DMG|4RMIN|7CDMG|8DUR|9CGEN|aRCR
318	22133 33143	   	178.58	DCR|2VULN|2DMG|1AART|2CDMG	1AART|28CDMG|35DMG|45VULN|5BPWR|6RMIN|7DUST|9CGEN|aRCR
319	22133 61123	   	178.58	DCR|2VULN|2DMG|1AART|2CDMG	1AART|29CDMG|35DMG|45VULN|5BPWR|6ERES|7CGEN|8LHND|aRCR
320	22133 62143	   	178.58	DCR|2VULN|2DMG|1AART|2CDMG	1AART|28CDMG|35DMG|45VULN|5BPWR|6ERES|7FEWX|9CGEN|aRCR
321	22133 62623	   	178.58	DCR|2VULN|2DMG|1AART|2CDMG	1AART|29CDMG|35DMG|45VULN|5BPWR|6ERES|7FEWX|8MLV|aRCR
322	22133 66143	   	178.58	DCR|2VULN|2DMG|1AART|2CDMG	1AART|28CDMG|35DMG|45VULN|5BPWR|6ERES|7LWND|9CGEN|aRCR
323	22133 66623	   	178.58	DCR|2VULN|2DMG|1AART|2CDMG	1AART|29CDMG|35DMG|45VULN|5BPWR|6ERES|7LWND|8MLV|aRCR
324	22213 25231	 * 	178.51	DCR|3VULN|1AART|3ZMB|1CDMG|1SELL	1AART|2CDMG|357VULN|456ZMB|5BPWR|8SELL|9BELT|aRCR
325	22133 63143	   	178.48	DCR|2VULN|2DMG|1AART|2CDMG	1AART|28CDMG|35DMG|45VULN|5BPWR|6ERES|7DUST|9CGEN|aRCR
