0	Index      	 *	Score 	Summary	Detail	
1	31334 41134	 * 	199.57	ACR|4VULN|1AART|1DMG|2CDMG	1679VULN|29CGEN|3RCVC|4RCR|5AART|89CDMG|9BPWR|aDMG
166	34263 22334	   	177.81	ACR|3VULN|2AART|1CDMG|1ASPD|1DUR	13aVULN|2CDMG|4DUR|5RCR|69AART|7CGEN|8ASPD
167	31152 41142	 * 	177.80	DCR|5VULN|1AART|1CDMG	1567aVULN|2CGEN|3LWND|4AART|8CDMG|9RCR
168	51133 12412	   	177.67	ACR|2VULN|2DMG|1AART|2DUR	1RCVC|27ERES|3LHND|4RCR|57VULN|67DUR|7BPWR|8aDMG|9AART
169	55133 12412	   	177.67	ACR|2VULN|2DMG|1AART|2DUR	1RCVC|27TLV|3LHND|4RCR|57VULN|67DUR|7BPWR|8aDMG|9AART
170	34263 31111	   	177.67	ACR|3VULN|1AART|2ASPD|1CDMG|2DUR	138VULN|2CDMG|49DUR|5RCR|6aASPD|7AART
171	31333 44234	   	177.65	ACR|3VULN|1AART|1DMG|1CDMG	15aVULN|2CGEN|3RCVC|4RCR|6DMG|7AART|8DUST|9CDMG
172	24344 53342	   	177.62	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1DUR|2aCDMG|3MBVNT|4LIT|5MGNLIT|6RCR|7aDMG|8ZMB|9aVULN|aBPWR
173	31333 41235	   	177.60	ACR|4VULN|1AART|1DMG	157aVULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9LIT
174	33163 41512	   	177.59	ACR|4VULN|1AART|1CDMG|1ZMB	178aVULN|24LHND|3CDMG|5RCR|6AART|9ZMB
175	63133 12412	   	177.57	ACR|2VULN|2DMG|1AART|2DUR	17CGEN|2RCVC|3LHND|4RCR|57VULN|67DUR|7BPWR|8aDMG|9AART
176	24343 53342	   	177.52	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1DUR|2aCDMG|3MBVNT|4LIT|5CANHEL|6RCR|7aDMG|8ZMB|9aVULN|aBPWR
177	31333 41242	   	177.50	ACR|4VULN|1AART|1DMG	157aVULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9ERES
178	31423 32533	   	177.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	17VULN|235CGEN|45DMG|5BPWR|6CDMG|8AART|9RCR|aASPD
179	33531 61116	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	18VULN|2LHND|3DMG|4DUR|5ZMB|6RCR|7CGEN|9AART|aCDMG
180	24213 26133	   	177.37	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|38VULN|5RCR|6AART|7DMG|9ASPD|aRCVC
181	34263 26323	   	177.37	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13VULN|2CDMG|49DUR|5RCR|6AART|7DMG|8ASPD|aRCVC
182	36113 26133	   	177.37	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	18VULN|24DUR|3CDMG|5RCR|6AART|7DMG|9ASPD|aRCVC
183	43133 12412	   	177.37	ACR|2VULN|2DMG|1AART|2DUR	17ERES|2RCVC|3LHND|4RCR|57VULN|67DUR|7BPWR|8aDMG|9AART
184	34263 21321	   	177.37	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	137VULN|2CDMG|4DUR|5RCR|6AART|8ASPD|9LIT|aZMB
185	33531 33245	   	177.36	DCR|3VULN|2DMG|2ASPD|1ZMB|1DUR	178VULN|2LHND|38DMG|4DUR|5ZMB|68ASPD|8BPWR|9FEWX|aRCR
186	31336 12412	   	177.27	ACR|2VULN|2DMG|1AART|2DUR	17VULN|2CGEN|3RCVC|4RCR|57LWND|67DUR|7BPWR|8aDMG|9AART
187	33531 33235	   	177.26	DCR|3VULN|2DMG|2ASPD|1ZMB|1DUR	178VULN|2LHND|38DMG|4DUR|5ZMB|68ASPD|8BPWR|9DUST|aRCR
188	31333 41255	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9CDMG|aRPLT
189	36336 31226	   	177.15	DCR|3VULN|1AART|1DMG|2DUR|1ASPD	145VULN|25DUR|3RPLT|5BPWR|6ASPD|7AART|8RCR|9LWND|aDMG
190	31333 41251	   	177.05	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9CDMG|aTLV
191	31333 41252	   	177.05	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9CDMG|aMBVNT
192	31333 41256	   	177.05	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9CDMG|aLEGI
193	31333 41124	   	177.00	ACR|4VULN|1AART|1DMG	157aVULN|2CGEN|3RCVC|4RCR|6DMG|8RPLT|9AART
194	33232 52254	   	177.00	DCR|3VULN|2DMG|2ZMB|1DUR|1ASPD	158VULN|2LHND|38ZMB|4DUR|6ASPD|78DMG|8BPWR|9RCR|aBELT
195	33232 52255	   	177.00	DCR|3VULN|2DMG|2ZMB|1DUR|1ASPD	158VULN|2LHND|38ZMB|4DUR|6ASPD|78DMG|8BPWR|9RCR|aRMIN
196	32421 62315	 * 	176.90	ACR|5VULN|1AART|1ASPD	1589aVULN|2LIT|3RCR|4LHND|6ASPD|7AART
197	32431 62315	   	176.90	ACR|5VULN|1AART|1ASPD	1589aVULN|2LIT|3RCR|4LWND|6ASPD|7AART
198	33232 52252	   	176.90	DCR|3VULN|2DMG|2ZMB|1DUR|1ASPD	158VULN|2LHND|38ZMB|4DUR|6ASPD|78DMG|8BPWR|9RCR|aDUST
199	33232 52253	   	176.90	DCR|3VULN|2DMG|2ZMB|1DUR|1ASPD	158VULN|2LHND|38ZMB|4DUR|6ASPD|78DMG|8BPWR|9RCR|aTLV
200	36212 52253	   	176.80	DCR|3VULN|2DMG|2ZMB|1DUR|1ASPD	158VULN|2DUR|38ZMB|4DUST|6ASPD|78DMG|8BPWR|9RCR|aTLV
201	34263 31323	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13VULN|2CDMG|49DUR|5RCR|6ASPD|7AART|8DMG|aRCVC
202	34263 31121	   	176.77	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	138VULN|2CDMG|4DUR|5RCR|6ASPD|7AART|9LIT|aZMB
203	34263 31262	   	176.77	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	13aVULN|2CDMG|4DUR|5RCR|6ASPD|7AART|8ZMB|9LHND
204	24213 36212	 * 	176.75	ACR|3VULN|1DMG|3DUR|2ASPD|1CDMG	147DUR|2CDMG|379VULN|5RCR|67ASPD|7BPWR|8LWND|aDMG
205	33525 62231	   	176.67	DCR|3VULN|2DMG|2ZMB|1CDMG	178VULN|2LHND|37DMG|4BEXP|5ERES|67ZMB|7BPWR|9RCR|aCDMG
206	34263 36321	   	176.67	ACR|3VULN|1AART|2ASPD|1CDMG|2DUR	137VULN|2CDMG|47DUR|5RCR|67ASPD|7BPWR|8CGEN|9AART|aBEXP
207	34263 36322	   	176.67	ACR|3VULN|1AART|2ASPD|1CDMG|2DUR	137VULN|2CDMG|47DUR|5RCR|67ASPD|7BPWR|8CGEN|9AART|aLWND
208	32424 62122	   	176.58	ACR|2VULN|2DMG|2AART	16VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|78AART|9MLV|aBEXP
209	32424 62123	   	176.58	ACR|2VULN|2DMG|2AART	16VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|78AART|9MLV|aRMIN
210	34263 36121	   	176.57	ACR|3VULN|1AART|2ASPD|1CDMG|2DUR	137VULN|2CDMG|47DUR|5RCR|67ASPD|7BPWR|8ERES|9AART|aBEXP
211	34263 36122	   	176.57	ACR|3VULN|1AART|2ASPD|1CDMG|2DUR	137VULN|2CDMG|47DUR|5RCR|67ASPD|7BPWR|8ERES|9AART|aLWND
212	32424 62121	   	176.48	ACR|2VULN|2DMG|2AART	16VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|78AART|9MLV|aERES
213	31251 13335	   	176.47	DCR|3VULN|2DMG|1AART	16aVULN|2CGEN|3SNIHEL|49DMG|5AART|7ERES|8RCR
214	31333 22336	   	176.40	ACR|4VULN|1AART|1DMG	1579VULN|2CGEN|3RCVC|4RCR|6BEXP|8DMG|aAART
215	31333 32335	   	176.40	ACR|4VULN|1AART|1DMG	1579VULN|2CGEN|3RCVC|4RCR|6FEWX|8DMG|aAART
216	24213 21146	   	176.17	ACR|3VULN|2AART|1CDMG|2DUR	14DUR|2CDMG|37aVULN|5RCR|69AART|8FEWX
217	24213 21436	   	176.17	ACR|3VULN|2AART|1CDMG|2DUR	14DUR|2CDMG|37aVULN|5RCR|69AART|8LHND
218	36113 21146	   	176.17	ACR|3VULN|2AART|1CDMG|2DUR	17aVULN|24DUR|3CDMG|5RCR|69AART|8FEWX
219	36113 21436	   	176.17	ACR|3VULN|2AART|1CDMG|2DUR	17aVULN|24DUR|3CDMG|5RCR|69AART|8LHND
220	31434 41132	   	176.10	ACR|4VULN|1AART|2CDMG	1679VULN|239CGEN|4RCR|5AART|89CDMG|9BPWR|aLHND
221	31434 41133	   	176.10	ACR|4VULN|1AART|2CDMG	1679VULN|239aCGEN|4RCR|5AART|89CDMG|9BPWR
222	24213 26131	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|38VULN|5RCR|6AART|7DMG|9ASPD|aBEXP
223	24213 26132	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|38VULN|5RCR|6AART|7DMG|9ASPD|aLWND
224	24213 26135	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|38VULN|5RCR|6AART|7DMG|9ASPD|aCGEN
225	34263 26321	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13VULN|2CDMG|49DUR|5RCR|6AART|7DMG|8ASPD|aBEXP
226	34263 26322	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13VULN|2CDMG|49DUR|5RCR|6AART|7DMG|8ASPD|aLWND
227	36113 26131	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	18VULN|24DUR|3CDMG|5RCR|6AART|7DMG|9ASPD|aBEXP
228	36113 26132	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	18VULN|24DUR|3CDMG|5RCR|6AART|7DMG|9ASPD|aLWND
229	36113 26135	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	18VULN|24DUR|3CDMG|5RCR|6AART|7DMG|9ASPD|aCGEN
230	24213 26362	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|3aVULN|5RCR|6AART|7DMG|8ASPD|9LHND
231	36113 26362	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1aVULN|24DUR|3CDMG|5RCR|6AART|7DMG|8ASPD|9LHND
232	24213 26134	   	175.97	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|38VULN|5RCR|6AART|7DMG|9ASPD|aERES
233	36113 26134	   	175.97	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	18VULN|24DUR|3CDMG|5RCR|6AART|7DMG|9ASPD|aERES
234	31333 41323	   	175.95	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2CGEN|3RCVC|4RCR|6DMG|8CDMG|9RPLT|aAART
235	31333 41362	   	175.95	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|2CGEN|3RCVC|4RCR|6DMG|8CDMG|9LHND|aAART
236	51133 12414	   	175.74	ACR|3VULN|1AART|1DMG|2DUR	1RCVC|27ERES|3LHND|4RCR|57aVULN|67DUR|7BPWR|8DMG|9AART
237	24213 22264	   	175.72	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	14DUR|2CDMG|39aVULN|5RCR|6AART|7CGEN|8ZMB
238	34263 21513	   	175.72	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	137VULN|2CDMG|48DUR|5RCR|6AART|9ZMB|aRMIN
239	36113 22264	   	175.72	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	19aVULN|24DUR|3CDMG|5RCR|6AART|7CGEN|8ZMB
240	32412 12632	   	175.67	ACR|3VULN|2AART|1CDMG|1DUR	178VULN|2LIT|3RCR|4CDMG|5LHND|69AART|aDUR
241	63133 12414	   	175.64	ACR|3VULN|1AART|1DMG|2DUR	17CGEN|2RCVC|3LHND|4RCR|57aVULN|67DUR|7BPWR|8DMG|9AART
242	32412 13613	   	175.57	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1VULN|2LIT|3RCR|4CDMG|5LHND|6AART|7DUR|8aDMG|9ASPD
243	22453 13226	 * 	175.54	ACR|2VULN|2AART|1DMG|3DUR	145DUR|2LIT|3RCR|67AART|8aVULN|9DMG
244	31334 61114	   	175.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	18VULN|2CGEN|3RCVC|4RCR|5AART|6CDMG|79DUR|aDMG
245	32421 62115	 * 	175.52	ACR|4VULN|2AART|1ASPD	159aVULN|2LIT|3RCR|4LHND|6ASPD|78AART
246	32431 62115	   	175.52	ACR|4VULN|2AART|1ASPD	159aVULN|2LIT|3RCR|4LWND|6ASPD|78AART
247	22214 13334	   	175.51	DCR|4VULN|1AART|1CDMG|1DUR	1DUR|2LIT|389aVULN|4CDMG|5LWND|6AART|7RCR
248	31434 31136	   	175.51	ACR|3VULN|1AART|2CDMG|1ZMB	179VULN|239CGEN|4RCR|5AART|6RCVC|89CDMG|9BPWR|aZMB
249	34422 52341	 * 	175.48	DCR|4VULN|3CDMG|1DMG	156aVULN|256CDMG|3BELT|4RPLT|56BPWR|7RCR|8MBVNT|9DMG
250	24213 21312	   	175.47	ACR|3VULN|1AART|3DUR|1CDMG|1ASPD	149DUR|2CDMG|37aVULN|5RCR|6AART|8ASPD
251	36113 21312	   	175.47	ACR|3VULN|1AART|3DUR|1CDMG|1ASPD	17aVULN|249DUR|3CDMG|5RCR|6AART|8ASPD
252	24213 31362	   	175.47	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|3aVULN|5RCR|6ASPD|7AART|8DMG|9LHND
253	34263 31321	   	175.47	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13VULN|2CDMG|49DUR|5RCR|6ASPD|7AART|8DMG|aBEXP
254	34263 31322	   	175.47	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13VULN|2CDMG|49DUR|5RCR|6ASPD|7AART|8DMG|aLWND
255	34263 31325	   	175.47	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13VULN|2CDMG|49DUR|5RCR|6ASPD|7AART|8DMG|aCGEN
256	34263 31334	   	175.47	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13VULN|2CDMG|4aDUR|5RCR|6ASPD|7AART|8DMG|9MLV
257	36113 31362	   	175.47	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1aVULN|24DUR|3CDMG|5RCR|6ASPD|7AART|8DMG|9LHND
258	43133 12414	   	175.44	ACR|3VULN|1AART|1DMG|2DUR	17ERES|2RCVC|3LHND|4RCR|57aVULN|67DUR|7BPWR|8DMG|9AART
259	34263 31314	   	175.37	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13VULN|2CDMG|4aDUR|5RCR|6ASPD|7AART|8DMG|9ERES
260	34263 31324	   	175.37	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13VULN|2CDMG|49DUR|5RCR|6ASPD|7AART|8DMG|aERES
261	31336 12414	   	175.34	ACR|3VULN|1AART|1DMG|2DUR	17aVULN|2CGEN|3RCVC|4RCR|57LWND|67DUR|7BPWR|8DMG|9AART
262	34241 31362	   	175.33	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	13VULN|2CDMG|46AART|5ZMB|7BEXP|8LWND|9DMG|aRCR
263	24213 26243	   	175.30	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	14DUR|2CDMG|3VULN|5RCR|69AART|7DMG|8ZMB|aRCVC
264	36113 26243	   	175.30	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|24DUR|3CDMG|5RCR|69AART|7DMG|8ZMB|aRCVC
265	24532 11122	   	175.28	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3FEWX|4RMIN|5RCR|69AART|7aVULN|8DMG
266	25132 11122	   	175.28	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1DUR|2FEWX|3CDMG|4RMIN|5RCR|69AART|7aVULN|8DMG
267	21133 32212	   	175.25	ACR|3VULN|1AART|1DMG|3DUR	137DUR|23CGEN|37BPWR|4RCR|578VULN|67LWND|9DMG|aAART
268	21135 22212	   	175.25	ACR|3VULN|1AART|1DMG|3DUR	137DUR|23CGEN|37BPWR|4RCR|57LWND|678VULN|9DMG|aAART
269	32412 12531	   	175.23	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	179VULN|2LIT|3RCR|4CDMG|5LHND|6AART|8ASPD|aZMB
270	31323 32534	   	175.14	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|25CGEN|3aRCVC|45DMG|5BPWR|6CDMG|8AART|9RCR
271	22441 52313	   	175.08	ACR|4VULN|1AART|1ZMB|1DUR	1DUR|2LIT|3RCR|4589VULN|6CGEN|7AART|aZMB
272	31333 41231	   	174.95	ACR|3VULN|2AART|1DMG	157VULN|2CGEN|3RCVC|4RCR|6DMG|8aAART|9LIT
273	21232 26212	   	174.93	ACR|2DMG|2AART|1VULN|1ZMB|1DUR	1DUR|2CGEN|3TLV|4RCR|5VULN|67AART|8aDMG|9ZMB
274	21232 26214	   	174.93	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	1DUR|2CGEN|3TLV|4RCR|5aVULN|67AART|8DMG|9ZMB
275	34261 36222	   	174.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	13VULN|2CDMG|49DUR|5BEXP|6AART|7DMG|8ZMB|aRCR
276	36521 21232	   	174.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	1VULN|27DUR|38DMG|4BEXP|5ZMB|6AART|9CDMG|aRCR
277	36521 21432	   	174.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	18VULN|27DUR|3DMG|4BEXP|5ZMB|6AART|9CDMG|aRCR
278	24213 31112	   	174.87	ACR|3VULN|1AART|3DUR|1CDMG|1ASPD	149DUR|2CDMG|38aVULN|5RCR|6ASPD|7AART
279	36113 31112	   	174.87	ACR|3VULN|1AART|3DUR|1CDMG|1ASPD	18aVULN|249DUR|3CDMG|5RCR|6ASPD|7AART
280	33163 46222	   	174.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1aVULN|24LHND|3CDMG|5RCR|6AART|7DMG|8ZMB|9DUR
281	34263 26212	   	174.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2CDMG|4DUR|5RCR|6AART|7DMG|8ZMB|9ERES|aLHND
282	34263 26213	   	174.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2CDMG|4DUR|5RCR|6AART|7DMG|8ZMB|9ERES|aFEWX
283	34263 26231	   	174.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2CDMG|4DUR|5RCR|6AART|7DMG|8ZMB|9MLV|aERES
284	34263 26233	   	174.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2CDMG|4DUR|5RCR|6AART|7DMG|8ZMB|9MLV|aLSRHEA
285	31334 31131	   	174.72	ACR|3VULN|1AART|2CDMG|1DUR	179VULN|29CGEN|36RCVC|4RCR|5AART|89CDMG|9BPWR|aDUR
286	31423 36224	   	174.66	DCR|2VULN|2DMG|1AART|1CDMG	1aVULN|235CGEN|45DMG|5BPWR|6CDMG|7RCR|8DUST|9AART
287	34263 26211	   	174.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2CDMG|4DUR|5RCR|6AART|7DMG|8ZMB|9aERES
288	36336 26212	 * 	174.63	DCR|3VULN|1AART|1DMG|3DUR	145VULN|259DUR|3RPLT|5BPWR|6AART|7DMG|8RCR|aLHND
289	36336 26213	   	174.63	DCR|3VULN|1AART|1DMG|3DUR	145VULN|259DUR|3aRPLT|5BPWR|6AART|7DMG|8RCR
290	33232 52245	   	174.60	DCR|3VULN|2DMG|2ZMB|1DUR|1ASPD	158VULN|2LHND|38ZMB|4DUR|6ASPD|78DMG|8BPWR|9FEWX|aRCR
291	52621 31234	 * 	174.59	ACR|3DMG|2VULN|2DUR	16RCVC|28aLIT|3RCR|48DUR|58aDMG|7MBVNT|8aBPWR|9aVULN
292	31333 41221	   	174.51	ACR|3VULN|1AART|1DMG|1ZMB	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9ZMB|aRPLT
293	31333 41224	   	174.51	ACR|3VULN|1AART|1DMG|1ZMB	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9ZMB|aBELT
294	31333 41232	   	174.51	ACR|3VULN|1AART|1DMG|1ZMB	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9LIT|aZMB
295	33232 52235	   	174.50	DCR|3VULN|2DMG|2ZMB|1DUR|1ASPD	158VULN|2LHND|38ZMB|4DUR|6ASPD|78DMG|8BPWR|9DUST|aRCR
296	26311 11316	   	174.47	DCR|3VULN|2AART|1DMG|1DUR	1DUR|26AART|3LIT|4DMG|589VULN|7LWND|aRCR
297	26311 13313	   	174.47	DCR|3VULN|2AART|1DMG|1DUR	1DUR|26AART|3LIT|4DMG|589VULN|7LHND|aRCR
298	23113 26166	   	174.45	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	149DUR|29LHND|3CDMG|5RCR|6AART|7DMG|89VULN|9BPWR|aRCVC
299	31334 42131	   	174.42	ACR|3VULN|1AART|2CDMG|1DUR	169VULN|29CGEN|37RCVC|4RCR|5AART|89CDMG|9BPWR|aDUR
300	31333 41223	   	174.41	ACR|3VULN|1AART|1DMG|1ZMB	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9ZMB|aLEGI
301	31333 41225	   	174.41	ACR|3VULN|1AART|1DMG|1ZMB	157VULN|2CGEN|3RCVC|4RCR|6DMG|8AART|9ZMB|aDUST
302	22451 31514	 * 	174.34	ACR|3DMG|2VULN|3DUR	14aDUR|2LIT|3RCR|59aDMG|6RCVC|7MBVNT|8aVULN|aBPWR
303	34263 21335	   	174.28	ACR|3VULN|1AART|2ASPD|1CDMG|1DUR	137VULN|2CDMG|4DUR|5RCR|6AART|89ASPD|aRCVC
304	31433 41235	   	174.20	ACR|4VULN|1AART|1DMG	157aVULN|23CGEN|4RCR|6DMG|8AART|9LIT
305	31334 32134	   	174.14	ACR|2VULN|1AART|1DMG|2CDMG|3RCVC	19VULN|29CGEN|367RCVC|4RCR|5AART|89CDMG|9BPWR|aDMG
306	33521 26232	   	174.13	DCR|2DMG|2AART|1VULN|1CDMG|1ZMB	1VULN|2LHND|38DMG|4BEXP|5ZMB|67AART|9CDMG|aRCR
307	33521 26432	   	174.13	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	18VULN|2LHND|3DMG|4BEXP|5ZMB|67AART|9CDMG|aRCR
308	31433 41242	   	174.10	ACR|4VULN|1AART|1DMG	157aVULN|23CGEN|4RCR|6DMG|8AART|9ERES
309	33511 33254	   	174.02	DCR|3VULN|2DMG|2ASPD|1ZMB	178VULN|2LHND|38DMG|4DUST|5ZMB|68ASPD|8BPWR|9RCR|aRCVC
310	24213 26241	   	173.99	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	14DUR|2CDMG|3VULN|5RCR|69AART|7DMG|8ZMB|aBEXP
311	24213 26242	   	173.99	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	14DUR|2CDMG|3VULN|5RCR|69AART|7DMG|8ZMB|aLWND
312	36113 26241	   	173.99	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|24DUR|3CDMG|5RCR|69AART|7DMG|8ZMB|aBEXP
313	36113 26242	   	173.99	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|24DUR|3CDMG|5RCR|69AART|7DMG|8ZMB|aLWND
314	31323 32535	   	173.97	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|25CGEN|3RCVC|45DMG|5BPWR|6CDMG|8AART|9RCR|aRPLT
315	31323 32531	   	173.87	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|25CGEN|3RCVC|45DMG|5BPWR|6CDMG|8AART|9RCR|aTLV
316	31323 32532	   	173.87	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|25CGEN|3RCVC|45DMG|5BPWR|6CDMG|8AART|9RCR|aMBVNT
317	31323 32536	   	173.87	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|25CGEN|3RCVC|45DMG|5BPWR|6CDMG|8AART|9RCR|aLEGI
318	21433 32412	   	173.87	ACR|2VULN|2DMG|1AART|2DUR	17DUR|23CGEN|4RCR|57VULN|67LWND|7BPWR|8aDMG|9AART
319	21435 22412	   	173.87	ACR|2VULN|2DMG|1AART|2DUR	17DUR|23CGEN|4RCR|57LWND|67VULN|7BPWR|8aDMG|9AART
320	31436 12412	   	173.87	ACR|2VULN|2DMG|1AART|2DUR	17VULN|23CGEN|4RCR|57LWND|67DUR|7BPWR|8aDMG|9AART
321	34263 31243	   	173.86	ACR|2VULN|2AART|1CDMG|1ZMB|1ASPD|1DUR	13VULN|2CDMG|4DUR|5RCR|6ASPD|79AART|8ZMB|aRCVC
322	21133 23412	   	173.77	ACR|2VULN|2DMG|1AART|2DUR	13DUR|23CGEN|3BPWR|4RCR|56VULN|7LWND|8aDMG|9AART
323	21133 34412	   	173.77	ACR|2VULN|2DMG|1AART|2DUR	13DUR|23CGEN|3BPWR|4RCR|57VULN|6LWND|8aDMG|9AART
324	21135 24412	   	173.77	ACR|2VULN|2DMG|1AART|2DUR	13DUR|23CGEN|3BPWR|4RCR|5LWND|67VULN|8aDMG|9AART
325	32413 42132	 * 	173.72	ACR|3VULN|3ZMB|1FLTHEA|1CDMG	17aVULN|2LIT|3RCR|4CDMG|5FLTHEA|689ZMB
326	34263 31135	   	173.68	ACR|3VULN|1AART|2ASPD|1CDMG|1DUR	138VULN|2CDMG|4DUR|5RCR|69ASPD|7AART|aRCVC
327	31433 41251	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|23CGEN|4RCR|6DMG|8AART|9CDMG|aTLV
328	31433 41252	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|23CGEN|4RCR|6DMG|8AART|9CDMG|aMBVNT
329	31433 41124	   	173.60	ACR|4VULN|1AART|1DMG	157aVULN|23CGEN|4RCR|6DMG|8RPLT|9AART
330	33521 21165	   	173.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	19VULN|2LHND|38DMG|4BEXP|5ZMB|6AART|7DUR|aRCR
331	34263 21162	   	173.53	ACR|4VULN|1AART|1CDMG|1DUR	137aVULN|2CDMG|4DUR|5RCR|6AART|8FEWX|9LHND
