0	Index      	 *	Score 	Summary	Detail	
1	16211 16116	 * 	209.24	ACR|3VULN|3DMG|1AART|1ZMB	19aVULN|29aERES|3RCR|4AART|5ZMB|6RPLT|7CGEN|89aDMG|9aBPWR
162	16212 14263	   	180.61	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9FEWX|aDUST
163	16212 21248	   	180.61	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	19VULN|29ERES|3RCR|4AART|5DUR|6FEWX|79DMG|8MBVNT|9BPWR|aASPD
164	16212 14251	   	180.51	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9LSRREG|aAIRHEL
165	16212 41242	   	180.51	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	19VULN|29ERES|3RCR|4AART|5DUR|6DUST|79DMG|8MBVNT|9BPWR|aASPD
166	16213 63126	   	180.48	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|29ERES|3RCR|4AART|5aLWND|6CDMG|7BEXP|8aDMG|aBPWR
167	16216 34312	   	180.48	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|28ERES|3RCR|4AART|5MLV|6BEXP|78DMG|8BPWR|9CDMG|aLHND
168	16212 14232	   	180.47	ACR|2VULN|2DMG|1AART|1DUR|1ASPD|1SELL	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9SELL|aLHND
169	16212 14234	   	180.47	ACR|2VULN|2DMG|1AART|1ASPD|1DUR|1SELL	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9SELL|aLIT
170	16212 14235	   	180.47	ACR|2VULN|2DMG|1AART|1DUR|1ASPD|1SELL	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9SELL|aBEXP
171	16212 14236	   	180.47	ACR|2VULN|2DMG|1AART|1DUR|1ASPD|1SELL	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9SELL|aCGEN
172	12216 14121	   	180.41	DCR|4VULN|1AART|2ZMB|2DUR	149aVULN|23DUR|5AART|6aZMB|7aLHND|8RCR|aBPWR
173	16216 34311	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|28aERES|3RCR|4AART|5MLV|6BEXP|78DMG|8BPWR|9CDMG
174	16216 34313	   	180.38	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|28ERES|3RCR|4AART|5MLV|6BEXP|78DMG|8BPWR|9CDMG|aDUST
175	16212 14231	   	180.37	ACR|2VULN|2DMG|1AART|1DUR|1ASPD|1SELL	18VULN|28aERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9SELL
176	16212 14233	   	180.37	ACR|2VULN|2DMG|1AART|1DUR|1ASPD|1SELL	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9SELL|aDUST
177	16212 14253	   	180.37	ACR|2VULN|2DMG|1AART|1DUR|1ASPD|1SELL	18VULN|28ERES|3RCR|4AART|5DUR|6ASPD|78DMG|8BPWR|9LSRREG|aSELL
178	12335 22616	   	180.34	DCR|3VULN|2DMG|1ZMB|1DUR|1ASPD	17aVULN|2DUR|3aFEWX|4RMIN|5ZMB|6RCR|8ASPD|9aDMG|aBPWR
179	12216 15121	   	180.21	DCR|4VULN|1AART|2ZMB|2DUR	149aVULN|23DUR|5AART|6aZMB|7aDUST|8RCR|aBPWR
180	16211 65311	 * 	180.11	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1aVULN|2ERES|3RCR|4AART|5ZMB|69CDMG|7LIT|8DMG
181	11222 52467	 * 	180.10	DCR|3VULN|3DMG|1DUR|1ASPD	17aVULN|2aBEXP|3DUR|4ASPD|59aDMG|6MBVNT|8RCR|aBPWR
182	13124 23346	   	179.97	DCR|3VULN|2DMG|2CDMG|1DUR	16aVULN|2RPLT|3DUST|4aCDMG|56FEWX|6aBPWR|7RCR|8DUR|9aDMG
183	32123 21212	   	179.95	DCR|2AART|2VULN|2ZMB|1CDMG|2DUR	18DUR|25AART|3aZMB|48VULN|68LWND|7RCR|8BPWR|9CDMG
184	32123 21213	   	179.91	DCR|2AART|2VULN|3DUR|1CDMG|1ZMB	18aDUR|25AART|3ZMB|48VULN|68LWND|7RCR|8BPWR|9CDMG
185	16223 23163	   	179.89	ACR|4VULN|1AART|1CDMG|1ZMB	1456VULN|2ERES|3RCR|7CGEN|8ZMB|9CDMG|aAART
186	16223 26163	   	179.89	ACR|4VULN|1AART|1CDMG|1ZMB	1456VULN|2ERES|3RCR|7RMIN|8ZMB|9CDMG|aAART
187	16212 14126	   	179.76	ACR|2AART|2VULN|1DMG|2DUR|1ASPD	19VULN|2ERES|3RCR|48AART|5aDUR|6ASPD|7DMG
188	32123 34121	   	179.55	DCR|3VULN|2AART|2ZMB|2DUR	1aDUR|25AART|36ZMB|49aVULN|7aLHND|8RCR|aBPWR
189	32123 23121	   	179.52	DCR|3VULN|2AART|3DUR|1ZMB	17aDUR|25AART|3ZMB|49aVULN|6aLWND|8RCR|aBPWR
190	32213 33156	   	179.52	DCR|3VULN|2AART|3DUR|1ZMB	149DUR|2aAART|349VULN|49BPWR|5TLV|6ZMB|79MLV|8RCR
191	32213 34156	   	179.52	DCR|3VULN|2AART|3DUR|1ZMB	149DUR|2aAART|349VULN|49BPWR|5TLV|6ZMB|79CGEN|8RCR
192	32123 35121	   	179.35	DCR|3VULN|2AART|2ZMB|2DUR	1aDUR|25AART|36ZMB|49aVULN|7aDUST|8RCR|aBPWR
193	32123 13121	   	179.32	DCR|3VULN|2AART|3DUR|1ZMB	17aDUR|25AART|3ZMB|49aVULN|6aDUST|8RCR|aBPWR
