0	Index      	 *	Score 	Summary	Detail	
1	24163 22742	 * 	195.13	ACR|3VULN|3DMG|3ZMB	1RPLT|2BELT|39aDMG|4MBVNT|5RCR|69aVULN|7NUKE|89aZMB|9aBPWR
171	11211 63312	   	176.98	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|23aVULN|4RCR|5ERES|6RCVC|7AART|8DUR|9DMG
172	11212 63312	   	176.98	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|23aVULN|4RCR|5TLV|6RCVC|7AART|8DUR|9DMG
173	41414 13131	   	176.94	ACR|2VULN|2DMG|1AART|1ZMB	1TLV|25VULN|3RCVC|4RCR|6aDMG|7AART|8ZMB|9DMSP
174	11213 54851	   	176.90	ACR|4VULN|1DMG|2ASPD|1CDMG	16ASPD|236aVULN|4RCR|5MBVNT|6BPWR|7DMG|8DUST|9CDMG
175	51413 33252	   	176.85	ACR|3VULN|2DMG|2CDMG	1aCGEN|27aVULN|3RCVC|4RCR|56CDMG|8BEXP|9aDMG|aBPWR
176	11265 14151	 * 	176.81	DCR|4VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|235aVULN|4MBVNT|6DMG|7RCR|8DUR|9CDMG
177	11414 53323	   	176.68	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|257aVULN|3RCVC|4RCR|6AART|8CGEN|9ZMB
178	11213 54114	   	176.60	ACR|4VULN|3ASPD|1DMG|1DUR	169ASPD|236aVULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR
179	11414 53123	   	176.58	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|257aVULN|3RCVC|4RCR|6AART|8ERES|9ZMB
180	33125 11521	 * 	176.44	DCR|3DMG|3CDMG|1VULN|2ZMB	138CDMG|234LHND|38BPWR|58ZMB|68aDMG|7RCR|9VULN
181	11265 14254	   	176.32	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|235VULN|4MBVNT|6DMG|7RCR|8LIT|9ZMB|aAART
182	11265 14644	   	176.32	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|235VULN|4MBVNT|6DMG|7RCR|8ZMB|9LIT|aAART
183	11265 14724	   	176.32	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|235VULN|4MBVNT|6DMG|7RCR|8BEXP|9ZMB|aAART
184	32632 11521	   	176.24	DCR|3DMG|3CDMG|1VULN|2ZMB	158CDMG|28ZMB|3LEGI|4DMSP|68aDMG|7RCR|8BPWR|9VULN
185	11225 64133	   	176.02	DCR|4VULN|2DMG|2ASPD	17ASPD|2378VULN|47DMG|5RMIN|6RCVC|7BPWR|9MGNSTR|aRCR
186	51213 22452	   	175.95	ACR|3VULN|2DMG|2CDMG	1aCGEN|23aVULN|4RCR|58CDMG|6RCVC|7FEWX|9aDMG|aBPWR
187	11213 37812	   	175.93	ACR|4VULN|1AART|1CDMG|1ASPD	1ASPD|237aVULN|4RCR|5MBVNT|6CDMG|8RCVC|9AART
188	11233 57428	   	175.92	DCR|4VULN|2DMG|2ASPD	1aASPD|236aVULN|467FEWX|5MBVNT|6aBPWR|8aDMG|9RCR
189	11253 53428	   	175.92	DCR|4VULN|2DMG|2ASPD	1aASPD|236aVULN|467BEXP|5MBVNT|6aBPWR|8aDMG|9RCR
190	51213 23216	   	175.65	ACR|3VULN|1AART|1DMG|1CDMG	1CGEN|237VULN|4RCR|5CDMG|6RCVC|8BEXP|9AART|aDMG
191	51213 23516	   	175.65	ACR|3VULN|1AART|1DMG|1CDMG	1CGEN|237VULN|4RCR|5CDMG|6RCVC|8LHND|9AART|aDMG
192	11213 54135	   	175.58	ACR|4VULN|1DMG|2ASPD|2DUR	16ASPD|236aVULN|4RCR|5MBVNT|6BPWR|7DMG|89DUR
193	32354 36123	 * 	175.44	DCR|3VULN|3CDMG|2ZMB|2DUR|1ASPD	156CDMG|28ZMB|38DUR|458VULN|58BPWR|7RCR|9DUST|aASPD
194	31145 32151	 * 	175.37	DCR|2DMG|3CDMG|1AART|1VULN|1ASPD	136CDMG|23FEWX|36BPWR|4BEXP|56DMG|7AART|8RCR|9ASPD|aVULN
195	11213 34278	   	175.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|23VULN|4RCR|5MBVNT|6CDMG|7DMG|8CGEN|9AART|aZMB
196	51211 51522	   	175.30	ACR|4VULN|1AART|1DMG	1CGEN|239aVULN|4RCR|5ERES|6AART|7FEWX|8DMG
197	51212 51522	   	175.30	ACR|4VULN|1AART|1DMG	1CGEN|239aVULN|4RCR|5TLV|6AART|7FEWX|8DMG
198	41211 51522	   	175.20	ACR|4VULN|1AART|1DMG	1TLV|239aVULN|4RCR|5ERES|6AART|7FEWX|8DMG
199	11214 65323	   	175.18	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|235aVULN|4RCR|6RCVC|7AART|8CGEN|9ZMB
200	11213 54152	   	175.13	ACR|3VULN|1DMG|2ASPD|1CDMG|2DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8aDUR|9CDMG
201	11214 53212	   	175.10	ACR|5VULN|1AART|1ASPD	1ASPD|2357aVULN|4RCR|6AART|8LHND|9FEWX
202	11214 53353	   	175.10	ACR|5VULN|1AART|1ASPD	1ASPD|2357aVULN|4RCR|6AART|8CGEN|9LIT
203	11214 53433	   	175.10	ACR|5VULN|1AART|1ASPD	1ASPD|2357aVULN|4RCR|6AART|8RMIN|9CGEN
204	11214 53621	   	175.10	ACR|5VULN|1AART|1ASPD	1ASPD|23578VULN|4RCR|6AART|9aFEWX
205	11214 53622	   	175.10	ACR|5VULN|1AART|1ASPD	1ASPD|23578VULN|4RCR|6AART|9FEWX|aLWND
206	11214 53623	   	175.10	ACR|5VULN|1AART|1ASPD	1ASPD|23578VULN|4RCR|6AART|9FEWX|aRMIN
207	11214 53631	   	175.10	ACR|5VULN|1AART|1ASPD	1ASPD|23578VULN|4RCR|6AART|9BEXP|aFEWX
208	11214 65123	   	175.08	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|235aVULN|4RCR|6RCVC|7AART|8ERES|9ZMB
209	11214 52311	   	175.08	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6AART|7TLV|8DUR|9DMG|aBELT
210	11214 52313	   	175.08	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6AART|7TLV|8DUR|9DMG|aLWND
211	11214 55211	   	175.08	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6AART|7DUR|8TLV|9DMG|aBELT
212	11214 55213	   	175.08	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6AART|7DUR|8TLV|9DMG|aLWND
213	11514 52312	   	175.08	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|25aVULN|3DMSP|4RCR|6AART|7TLV|8DUR|9DMG
214	11214 53163	   	175.00	ACR|5VULN|1AART|1ASPD	1ASPD|2357aVULN|4RCR|6AART|8ERES|9LIT
215	11214 53224	   	175.00	ACR|5VULN|1AART|1ASPD	1ASPD|2357aVULN|4RCR|6AART|8LHND|9ERES
216	11214 53313	   	175.00	ACR|5VULN|1AART|1ASPD	1ASPD|2357aVULN|4RCR|6AART|8CGEN|9NUKE
217	11214 53413	   	175.00	ACR|5VULN|1AART|1ASPD	1ASPD|2357aVULN|4RCR|6AART|8RMIN|9NUKE
218	11214 53632	   	175.00	ACR|5VULN|1AART|1ASPD	1ASPD|23578VULN|4RCR|6AART|9BEXP|aTLV
219	51213 51316	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1CGEN|23VULN|4RCR|5CDMG|6TLV|7DMSP|8aDMG|9AART
220	11214 52315	   	174.98	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6AART|7aTLV|8DUR|9DMG
221	41414 13122	   	174.91	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|25aVULN|3RCVC|4RCR|6DMG|7AART|8ZMB|9DUST
222	11214 52234	   	174.90	ACR|5VULN|1AART|1ASPD	1ASPD|2359aVULN|4RCR|6AART|7TLV|8LEGI
223	11214 53113	   	174.90	ACR|5VULN|1AART|1ASPD	1ASPD|2357aVULN|4RCR|6AART|8ERES|9NUKE
224	11213 52151	   	174.88	ACR|4VULN|2ASPD|1CDMG|1ZMB|1DUR	16ASPD|236aVULN|4RCR|5MBVNT|6BPWR|7ZMB|8DUR|9CDMG
225	41514 13321	   	174.87	ACR|2VULN|2DMG|1AART|2DUR	1aTLV|25VULN|3DMSP|4RCR|6aDMG|7AART|8aDUR|9BELT|aBPWR
226	11216 51321	   	174.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|23VULN|4RCR|5LIT|6ZMB|7RPLT|8CDMG|9DMG|aAART
227	51213 36311	   	174.81	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1CGEN|23VULN|4RCR|56CDMG|7ZMB|8DMG|9AART|aLHND
228	51213 36313	   	174.81	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1CGEN|23VULN|4RCR|56CDMG|7ZMB|8DMG|9AART|aBEXP
229	51213 36314	   	174.81	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1CGEN|23VULN|4RCR|56CDMG|7ZMB|8DMG|9AART|aFEWX
230	51213 36315	   	174.81	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1CGEN|23VULN|4RCR|56CDMG|7ZMB|8DMG|9AART|aRMIN
231	51513 36312	   	174.81	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1CGEN|2aVULN|3DMSP|4RCR|56CDMG|7ZMB|8DMG|9AART
232	41212 13321	   	174.77	ACR|2VULN|2DMG|1AART|2DUR	15aTLV|23VULN|4RCR|6aDMG|7AART|8aDUR|9BELT|aBPWR
233	11213 35356	   	174.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|23VULN|4RCR|5MBVNT|6CDMG|7CGEN|8ZMB|9DMG|aAART
234	11513 54124	   	174.74	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	16ASPD|26VULN|3DMSP|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9ZMB|aAART
235	41214 13612	   	174.70	ACR|4VULN|1AART|1DMG	1TLV|235aVULN|4RCR|6DMG|7AART|8CGEN|9FEWX
236	41214 13623	   	174.70	ACR|4VULN|1AART|1DMG	1TLV|2359VULN|4RCR|6DMG|7AART|8aCGEN
237	11213 44124	   	174.64	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	16ASPD|23VULN|4RCR|5MBVNT|7DMG|8DUR|9ZMB|aAART
238	11213 44684	   	174.64	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	16ASPD|23VULN|4RCR|5MBVNT|7DMG|8ZMB|9DUR|aAART
239	41214 13235	   	174.60	ACR|4VULN|1AART|1DMG	1TLV|2359VULN|4RCR|6DMG|7AART|8LEGI|aMLV
240	41214 13632	   	174.60	ACR|4VULN|1AART|1DMG	1TLV|235aVULN|4RCR|6DMG|7AART|8CGEN|9DUST
241	41214 13231	   	174.50	ACR|4VULN|1AART|1DMG	1TLV|2359VULN|4RCR|6DMG|7AART|8LEGI|aERES
242	41214 13232	   	174.50	ACR|4VULN|1AART|1DMG	1aTLV|2359VULN|4RCR|6DMG|7AART|8LEGI
243	41214 13233	   	174.50	ACR|4VULN|1AART|1DMG	1TLV|2359VULN|4RCR|6DMG|7AART|8LEGI|aSNIHEL
244	41212 13234	   	174.50	ACR|4VULN|1AART|1DMG	15TLV|239aVULN|4RCR|6DMG|7AART|8LEGI
245	11213 65841	   	174.48	ACR|2VULN|2DMG|1AART|2ASPD	18ASPD|23VULN|4RCR|5MBVNT|68LIT|78DMG|8BPWR|9FEWX|aAART
246	41214 13311	   	174.48	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1TLV|235VULN|4RCR|6DMG|7AART|8DUR|9ASPD|aBELT
247	41214 13313	   	174.48	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1TLV|235VULN|4RCR|6DMG|7AART|8DUR|9ASPD|aLWND
248	41214 13363	   	174.48	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1TLV|235VULN|4RCR|6DMG|7AART|8DUR|9LIT|aASPD
249	11211 53312	   	174.48	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|23aVULN|4RCR|5ERES|6DMSP|7AART|8DUR|9DMG
250	11212 53312	   	174.48	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|23aVULN|4RCR|5TLV|6DMSP|7AART|8DUR|9DMG
251	41514 13312	   	174.48	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1TLV|25aVULN|3DMSP|4RCR|6DMG|7AART|8DUR|9ASPD
252	11221 12455	   	174.46	DCR|2VULN|2DMG|1AART|2ASPD	1aASPD|23VULN|46DMG|5CGEN|7RCR|8BASHEA|9AART
253	13212 36416	   	174.45	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2RCVC|3LWND|4RCR|57VULN|68CDMG|9AART|aDMG
254	41214 13315	   	174.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1aTLV|235VULN|4RCR|6DMG|7AART|8DUR|9ASPD
255	41212 13312	   	174.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	15TLV|23aVULN|4RCR|6DMG|7AART|8DUR|9ASPD
256	11213 54635	   	174.35	ACR|4VULN|1DMG|2ASPD|1ZMB	16ASPD|236aVULN|4RCR|5MBVNT|6BPWR|7DMG|8ZMB|9CGEN
257	51413 26312	   	174.28	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2aVULN|36RCVC|4RCR|5CDMG|7ZMB|8DMG|9AART
258	11213 54615	   	174.25	ACR|4VULN|1DMG|2ASPD|1ZMB	16ASPD|236aVULN|4RCR|5MBVNT|6BPWR|7DMG|8ZMB|9ERES
259	51143 61112	   	174.17	DCR|2VULN|2DMG|1AART|1CDMG	1CGEN|28VULN|3LWND|4RCVC|5CDMG|6aDMG|7AART|9RCR
260	13634 31312	 * 	174.03	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2RCVC|3CGEN|46CDMG|5aVULN|7RCR|8DMG|9AART
261	13634 31316	   	174.03	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1ASPD|2RCVC|3CGEN|46CDMG|5VULN|7RCR|8aDMG|9AART
262	11213 37411	   	174.03	ACR|4VULN|1AART|1CDMG|1ASPD	1ASPD|2378VULN|4RCR|5MBVNT|6CDMG|9AART|aLWND
263	11213 37413	   	174.03	ACR|4VULN|1AART|1CDMG|1ASPD	1ASPD|2378VULN|4RCR|5MBVNT|6CDMG|9AART|aBEXP
264	11213 37415	   	174.03	ACR|4VULN|1AART|1CDMG|1ASPD	1ASPD|2378VULN|4RCR|5MBVNT|6CDMG|9AART|aBELT
265	11213 37417	   	174.03	ACR|4VULN|1AART|1CDMG|1ASPD	1ASPD|2378VULN|4RCR|5MBVNT|6CDMG|9AART|aFEWX
266	11213 37418	   	174.03	ACR|4VULN|1AART|1CDMG|1ASPD	1ASPD|2378VULN|4RCR|5MBVNT|6CDMG|9AART|aRPLT
267	11513 37412	   	174.03	ACR|4VULN|1AART|1CDMG|1ASPD	1ASPD|278aVULN|3DMSP|4RCR|5MBVNT|6CDMG|9AART
268	24111 21463	 * 	173.99	ACR|2VULN|2DMG|1AART|2ZMB	1RPLT|2BELT|3aDMG|4DUST|5RCR|6aVULN|7DMSP|8aZMB|9AART|aBPWR
269	11225 12365	   	173.96	DCR|2VULN|2DMG|1AART|2ASPD	19ASPD|23VULN|46DMG|5RMIN|7RCR|8LIT|aAART
270	13434 31212	   	173.93	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2RCVC|3ERES|46CDMG|5aVULN|7RCR|8DMG|9AART
271	13434 31216	   	173.93	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1ASPD|2RCVC|3ERES|46CDMG|5VULN|7RCR|8aDMG|9AART
272	11213 37414	   	173.93	ACR|4VULN|1AART|1CDMG|1ASPD	1ASPD|2378VULN|4RCR|5MBVNT|6CDMG|9AART|aLEGI
273	11213 37416	   	173.93	ACR|4VULN|1AART|1CDMG|1ASPD	1ASPD|2378VULN|4RCR|5MBVNT|6CDMG|9AART|aDUST
274	51213 62143	   	173.87	ACR|3VULN|2DMG|1CDMG|1DUR	1CGEN|23aVULN|4RCR|5CDMG|69DMG|7DUR|8MLV
275	11213 54733	   	173.77	ACR|3VULN|2DMG|2ASPD|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8BEXP|9DUR
276	11214 11113	   	173.77	ACR|3VULN|2DMG|2ASPD|1DUR	19ASPD|235VULN|4RCR|6aDMG|7LHND|8DUR
277	11214 11166	   	173.77	ACR|3VULN|2DMG|2ASPD|1DUR	1aASPD|235VULN|4RCR|6aDMG|7LHND|8DUR|9aDUST|aBPWR
278	11214 12166	   	173.77	ACR|3VULN|2DMG|2ASPD|1DUR	1aASPD|235VULN|4RCR|6aDMG|7LWND|8DUR|9aDUST|aBPWR
279	11422 16325	   	173.76	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2aVULN|3RCVC|4DMG|5LIT|6AART|7DUR|8RCR|9CDMG
280	11213 54837	   	173.67	ACR|3VULN|2DMG|2ASPD|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8DUST|9DUR
281	51216 23611	   	173.64	ACR|2VULN|2DMG|1AART|1ZMB	168CGEN|23VULN|4RCR|5ZMB|7AART|9aDMG
282	51213 36323	   	173.60	ACR|3VULN|1DMG|2CDMG|1ZMB|1DUR	1CGEN|23aVULN|4RCR|56CDMG|7ZMB|8DMG|9DUR
283	41514 13131	   	173.54	ACR|2VULN|2DMG|1AART|1ZMB	1TLV|25VULN|39DMSP|4RCR|6aDMG|7AART|8ZMB
284	11214 51423	 * 	173.52	ACR|4VULN|2AART|1ASPD	1ASPD|235aVULN|4RCR|68AART|79DUST
285	11213 33753	   	173.50	ACR|3VULN|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|23aVULN|4RCR|5MBVNT|67CDMG|8ZMB|9DMG
286	11213 33461	   	173.50	ACR|3VULN|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|238VULN|4RCR|5MBVNT|67CDMG|9DMG|aZMB
287	11213 52113	   	173.50	ACR|3VULN|3ASPD|1DMG|1ZMB|1DUR	169ASPD|236VULN|4RCR|5MBVNT|6BPWR|7ZMB|8DUR|aDMG
288	11213 37561	   	173.50	ACR|3VULN|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|68CDMG|9DMG|aZMB
289	51213 33212	   	173.50	ACR|4VULN|1AART|2CDMG	1CGEN|237aVULN|4RCR|56CDMG|8BEXP|9AART
290	51213 33612	   	173.50	ACR|4VULN|1AART|2CDMG	1CGEN|237aVULN|4RCR|56CDMG|8FEWX|9AART
291	51213 34252	   	173.45	ACR|3VULN|2DMG|2CDMG	1aCGEN|23aVULN|4RCR|56CDMG|7LWND|8DMSP|9aDMG|aBPWR
292	51213 35252	   	173.45	ACR|3VULN|2DMG|2CDMG	17aCGEN|23aVULN|4RCR|56CDMG|8BEXP|9aDMG|aBPWR
293	51513 33252	   	173.45	ACR|3VULN|2DMG|2CDMG	1aCGEN|27aVULN|3DMSP|4RCR|56CDMG|8BEXP|9aDMG|aBPWR
294	41212 13131	   	173.44	ACR|2VULN|2DMG|1AART|1ZMB	15TLV|23VULN|4RCR|6aDMG|7AART|8ZMB|9DMSP
295	11214 14332	   	173.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LIT|8DUR|9AART|aLWND
296	11214 14334	   	173.38	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|235VULN|4RCR|6DMG|7LIT|8DUR|9AART|aBEXP
297	11214 14336	   	173.38	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|235VULN|4RCR|6DMG|7LIT|8DUR|9AART|aCGEN
298	11214 45332	   	173.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6LIT|7DMG|8DUR|9AART|aLWND
299	11221 12434	   	173.35	DCR|3VULN|2DMG|2ASPD|1DUR	19ASPD|239VULN|46DMG|5CGEN|7RCR|89BASHEA|9BPWR|aDUR
300	24163 21283	   	173.28	ACR|2VULN|2DMG|1AART|2ASPD	1RPLT|2BELT|3aDMG|4MBVNT|5RCR|6aVULN|7DMSP|8AART|9aASPD|aBPWR
301	11214 53262	   	173.28	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|2357VULN|4RCR|6AART|8LHND|9LWND|aZMB
302	11214 53324	   	173.28	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|2357VULN|4RCR|6AART|8CGEN|9ZMB|aLIT
303	11514 53323	   	173.28	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|257aVULN|3DMSP|4RCR|6AART|8CGEN|9ZMB
304	11214 14335	   	173.28	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|235VULN|4RCR|6DMG|7LIT|8DUR|9AART|aDUST
305	41214 15112	   	173.26	ACR|4VULN|1AART|1DMG|1SELL	1TLV|235aVULN|4RCR|6DMG|7SELL|8CGEN|9AART
306	11265 14113	   	173.25	DCR|3VULN|2DMG|2ASPD|1DUR	19ASPD|235VULN|4MBVNT|6aDMG|7RCR|8DUR
307	11213 43668	   	173.25	ACR|3VULN|2DMG|3ASPD	16aASPD|23aVULN|4RCR|5MBVNT|7BEXP|8LHND|9aDMG|aBPWR
308	11213 46468	   	173.25	ACR|3VULN|2DMG|3ASPD	16aASPD|23aVULN|4RCR|5MBVNT|7LWND|8BEXP|9aDMG|aBPWR
309	11213 47488	   	173.25	ACR|3VULN|2DMG|3ASPD	16aASPD|23aVULN|4RCR|5MBVNT|7FEWX|8BEXP|9aDMG|aBPWR
310	11413 54151	   	173.24	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	16ASPD|26aVULN|3RCVC|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9CDMG
311	11214 52114	   	173.18	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|235aVULN|4RCR|6AART|7TLV|8ZMB|9BELT
312	11214 52133	   	173.18	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|235aVULN|4RCR|6AART|7TLV|8ZMB|9DMSP
313	11214 52162	   	173.18	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|235aVULN|4RCR|6AART|7TLV|8ZMB|9LWND
314	11214 53124	   	173.18	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|2357VULN|4RCR|6AART|8ERES|9ZMB|aLIT
315	11214 53326	   	173.18	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|2357VULN|4RCR|6AART|8CGEN|9ZMB|aERES
316	11514 53123	   	173.18	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|257aVULN|3DMSP|4RCR|6AART|8ERES|9ZMB
317	11213 54713	   	173.15	ACR|3VULN|2DMG|3ASPD	169ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8BEXP
318	11213 81488	   	173.15	ACR|3VULN|2DMG|3ASPD	18aASPD|23aVULN|4RCR|5MBVNT|6FEWX|7DUST|9aDMG|aBPWR
319	11214 52122	   	173.08	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|235aVULN|4RCR|6AART|7TLV|8ZMB|9DUST
320	11214 53126	   	173.08	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|2357VULN|4RCR|6AART|8aERES|9ZMB
321	11214 56423	   	173.08	ACR|4VULN|1AART|1ZMB|1ASPD	1ASPD|235aVULN|4RCR|6AART|7MBVNT|8SNIHEL|9ZMB
322	11214 11233	   	173.05	ACR|3VULN|1AART|1DMG|2ASPD	1aASPD|235VULN|4RCR|6DMG|7LHND|8LIT|9AART
323	11214 14633	   	173.05	ACR|3VULN|1AART|1DMG|2ASPD	1aASPD|235VULN|4RCR|6DMG|7LIT|8LHND|9AART
324	51213 51312	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	1CGEN|23aVULN|4RCR|5CDMG|6TLV|7DMSP|8DMG|9AART
325	51213 56312	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	17CGEN|23aVULN|4RCR|5CDMG|6TLV|8DMG|9AART
326	11213 54813	   	173.05	ACR|3VULN|2DMG|3ASPD	169ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8DUST
327	13312 36341	   	172.93	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ASPD|2RCVC|3FEWX|4RCR|57VULN|6CDMG|89DMG|aZMB
328	51413 23252	   	172.91	ACR|3VULN|2DMG|1CDMG	1aCGEN|27aVULN|36RCVC|4RCR|5CDMG|8BEXP|9aDMG|aBPWR
329	41214 13326	   	172.83	ACR|3VULN|1AART|1DMG|2DUR	1TLV|235VULN|4RCR|6DMG|7AART|8aDUR|9BELT
330	11214 32163	 * 	172.83	ACR|3VULN|1AART|3DUR|1ZMB|1ASPD	1ASPD|235VULN|4RCR|689DUR|7ZMB|aAART
331	11214 11151	   	172.78	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|235VULN|4RCR|6DMG|7LHND|8DUR|9LIT|aAART
332	11214 12151	   	172.78	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LWND|8DUR|9LIT|aAART
333	11214 14351	   	172.78	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|235VULN|4RCR|6DMG|7LIT|8DUR|9BEXP|aAART
334	11214 14361	   	172.78	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LIT|8DUR|9LWND|aAART
335	11214 14421	   	172.78	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|235VULN|4RCR|6DMG|7LIT|8BEXP|9DUR|aAART
336	11422 11154	   	172.77	DCR|2VULN|2DMG|1AART|2ASPD	19ASPD|28VULN|3RCVC|49DMG|59LIT|6AART|7BELT|9BPWR|aRCR
337	11221 12432	 * 	172.73	DCR|3VULN|2DMG|3ASPD	19aASPD|239VULN|46DMG|5CGEN|7RCR|89BASHEA|9BPWR
338	11214 56421	   	172.63	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|235VULN|4RCR|6AART|7MBVNT|8SNIHEL|9ZMB|aCDMG
339	15323 13663	   	172.60	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	17ASPD|2FEWX|3RCR|4LIT|5aVULN|6AART|8ZMB|9DMG
340	24111 26263	   	172.58	ACR|2VULN|2DMG|1AART|2ASPD	1RPLT|2BELT|3aDMG|48DUST|5RCR|6aVULN|7aASPD|9AART|aBPWR
341	11213 64221	   	172.55	ACR|3VULN|1AART|1DMG|2ASPD	17ASPD|237VULN|4RCR|5MBVNT|67LIT|7BPWR|8LWND|9DMG|aAART
342	11213 64441	   	172.55	ACR|3VULN|1AART|1DMG|2ASPD	17ASPD|237VULN|4RCR|5MBVNT|67LIT|7BPWR|8DMG|9FEWX|aAART
343	11213 64471	   	172.55	ACR|3VULN|1AART|1DMG|2ASPD	17ASPD|237VULN|4RCR|5MBVNT|67LIT|7BPWR|8DMG|9LWND|aAART
