0	Index      	 *	Score 	Summary	Detail	
1	22412 14322	 * 	188.40	DCR|3DMG|2VULN|1AART|2DUR	19DUR|269DMG|3LWND|4VENICY|59VULN|7RCR|8RPLT|9BPWR|aAART
158	12136 23116	   	165.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR|1SELL	1DUST|26DMG|3ASPD|4CDMG|5VULN|7DUR|8SELL|9RCR|aAART
159	12631 33116	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1DUST|2DMG|3DUR|4CDMG|56VULN|7ASPD|8SELL|9RCR|aAART
160	12633 14116	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1DUST|2DMG|3DUR|4CDMG|5ASPD|67VULN|8SELL|9RCR|aAART
161	22231 33116	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1DUR|2DMG|3CDMG|4DUST|56VULN|7ASPD|8SELL|9RCR|aAART
162	22233 14116	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1DUR|2DMG|3CDMG|4DUST|5ASPD|67VULN|8SELL|9RCR|aAART
163	22412 14324	   	165.20	DCR|3DMG|2VULN|2DUR	19DUR|269DMG|3LWND|4VENICY|59VULN|7RCR|8RPLT|9BPWR|aBEXP
164	22412 14326	   	165.20	DCR|3DMG|2VULN|2DUR	19DUR|269DMG|3LWND|4VENICY|59VULN|7RCR|8RPLT|9BPWR|aLHND
165	22633 63232	   	165.10	DCR|3VULN|2DMG|2DUR	13DUR|28DMG|4LIT|569VULN|7RCR|aRMIN
166	22633 63236	   	165.10	DCR|3VULN|2DMG|2DUR	13DUR|28DMG|4LIT|569VULN|7RCR|aDMSP
167	22633 63233	   	165.00	DCR|3VULN|2DMG|2DUR	13DUR|28DMG|4LIT|569VULN|7RCR|aERES
168	43311 63152	   	164.92	DCR|2AART|2VULN|1DMG|1CDMG	14CGEN|2CDMG|35AART|68VULN|7DMG|9LIT|aRCR
169	32321 15442	   	164.90	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1SELL	1ERES|2SELL|3AART|4VULN|5CDMG|6DMG|7ZMB|8RCR|9aASPD
170	22633 63231	   	164.85	DCR|3VULN|2DMG|2DUR|1SELL	13DUR|28DMG|4LIT|569VULN|7RCR|aSELL
171	22622 21616	 * 	164.68	ACR|2VULN|2DMG|3DUR|1ZMB	137DUR|26DMG|4RCR|5ZMB|8CGEN|9aVULN
172	22622 33356	   	164.48	ACR|2DMG|1AART|3DUR|1CDMG|1ZMB	137DUR|2aDMG|4RCR|5ZMB|6CDMG|8FEWX|9AART
173	22622 21123	   	164.48	ACR|2DMG|1AART|3DUR|1CDMG|1ZMB	137DUR|26DMG|4RCR|5ZMB|8BEXP|9AART|aCDMG
174	22622 21254	   	164.38	ACR|2DMG|1AART|3DUR|1CDMG|1ZMB	137DUR|26DMG|4RCR|5ZMB|8CANSTR|9AART|aCDMG
175	33322 23232	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2CDMG|3AART|49VULN|5BELT|6DMG|7RMIN|8ZMB|aRCR
176	33322 23262	   	164.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2CDMG|3AART|4VULN|5BELT|69DMG|7RMIN|8ZMB|aRCR
177	33322 26232	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2CDMG|3AART|49VULN|5BELT|6DMG|7CGEN|8ZMB|aRCR
178	33322 26262	   	164.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2CDMG|3AART|4VULN|5BELT|69DMG|7CGEN|8ZMB|aRCR
179	22261 33623	   	164.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3CDMG|4BEXP|56VULN|7ASPD|8AART|9FEWX|aRCR
180	22263 13653	   	164.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3CDMG|4BEXP|5ASPD|69VULN|7DMSP|8AART|aRCR
181	22263 14623	   	164.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3CDMG|4BEXP|5ASPD|67VULN|8AART|9FEWX|aRCR
182	43212 43633	   	164.35	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1CGEN|2CDMG|3RMIN|4VULN|5ASPD|69DMG|7DUR|8AART|aRCR
183	33322 21232	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2CDMG|3AART|49VULN|5BELT|6DMG|7NUKE|8ZMB|aRCR
184	33322 21262	   	164.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2CDMG|3AART|4VULN|5BELT|69DMG|7NUKE|8ZMB|aRCR
185	12263 14613	   	164.25	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUST|2DMG|3CDMG|4BEXP|5ASPD|67VULN|8AART|9DUR|aRCR
186	12633 13653	   	164.25	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUST|2DMG|3DUR|4CDMG|5ASPD|69VULN|7DMSP|8AART|aRCR
187	22233 13653	   	164.25	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3CDMG|4DUST|5ASPD|69VULN|7DMSP|8AART|aRCR
188	33326 68412	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	19ERES|2CDMG|3AART|48VULN|5MBVNT|6ZMB|7DMG|aRCR
189	12231 23653	   	164.15	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	14DUST|2DMG|3CDMG|5DUR|69VULN|7ASPD|8AART|aRCR
190	62241 62211	   	163.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1NUKE|2AART|3RMIN|4ZMB|5VULN|6RCR|7ASPD|8DMG|9FEWX|aCDMG
191	62241 62231	   	163.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1NUKE|2AART|3RMIN|4ZMB|5VULN|6RCR|7ASPD|8DMG|9BEXP|aCDMG
192	22261 34433	   	163.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3CDMG|47BEXP|56VULN|8ASPD|9AART|aRCR
193	43263 11334	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2CDMG|3RMIN|4RCR|5DUST|69VULN|7DMG|8DUR|aAART
194	43263 13134	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2CDMG|3RMIN|4RCR|5DUST|69VULN|7DUR|8DMG|aAART
195	33265 13134	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2CDMG|3RMIN|4RCR|5FEWX|69VULN|7DUR|8DMG|aAART
196	22622 11335	   	163.64	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|2DMG|4RCR|5ZMB|6BEXP|7DUST|8AART|9VULN|aCDMG
197	33263 11334	   	163.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2CDMG|3RMIN|4RCR|5DUST|69VULN|7DMG|8DUR|aAART
198	33263 13134	   	163.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2CDMG|3RMIN|4RCR|5DUST|69VULN|7DUR|8DMG|aAART
199	33263 34134	   	163.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2CDMG|3RMIN|4RCR|5DUST|6DUR|79VULN|8DMG|aAART
200	62266 33342	   	163.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1NUKE|26AART|3RMIN|4DMG|5MBVNT|7ZMB|8RCR|9VULN|aCDMG
201	43152 42333	   	163.48	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR|1ASPD	1CGEN|27CDMG|3VULN|4ZMB|5ASPD|6DMG|8DUR|9AART|aRCR
202	62241 61332	   	163.46	DCR|3VULN|1AART|1ZMB|1ASPD	1NUKE|2AART|3RMIN|4ZMB|589VULN|6RCR|7FEWX|aASPD
203	33322 53263	   	163.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2CDMG|3AART|4VULN|5BELT|6RCVC|7RCR|8ZMB|9DMG|aDUR
204	43335 13326	   	163.31	DCR|2DMG|1AART|2ZMB|1CDMG|1ASPD	19CGEN|2CDMG|3AART|4RCVC|5RPLT|69DMG|79ZMB|8RCR|9BPWR|aASPD
205	22415 13324	   	163.22	ACR|3DMG|2VULN|2DUR	19DUR|269DMG|3LWND|4VENICY|5RCR|79VULN|8RPLT|9BPWR|aBEXP
206	22415 13326	   	163.22	ACR|3DMG|2VULN|2DUR	19DUR|269DMG|3LWND|4VENICY|5RCR|79VULN|8RPLT|9BPWR|aLHND
207	22415 33321	   	163.22	ACR|3VULN|2DMG|2DUR	19DUR|29DMG|36LWND|4VENICY|5RCR|79aVULN|8RPLT|9BPWR
208	22415 33324	   	163.22	ACR|3DMG|2VULN|2DUR	19DUR|29aDMG|36LWND|4VENICY|5RCR|79VULN|8RPLT|9BPWR
209	12663 14222	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|29DMG|3DUR|4VULN|5FEWX|6LEGI|7RCR|8CDMG|aAART
210	22633 63211	   	163.09	DCR|2VULN|2DMG|1CDMG|2DUR	13DUR|28DMG|4LIT|56VULN|7RCR|9CDMG|aFEWX
211	22633 63215	   	163.09	DCR|2VULN|2DMG|1CDMG|2DUR	13DUR|28DMG|4LIT|56VULN|7RCR|9CDMG|aMLV
212	22633 63216	   	163.09	DCR|2VULN|2DMG|1CDMG|2DUR	13DUR|28DMG|4LIT|56VULN|7RCR|9CDMG|aLWND
213	22634 33213	   	163.09	DCR|2VULN|2DMG|1CDMG|2DUR	13DUR|28DMG|4LIT|5DMSP|6aVULN|7RCR|9CDMG
214	22635 33213	   	163.09	DCR|2VULN|2DMG|1CDMG|2DUR	13DUR|28DMG|45LIT|6aVULN|7RCR|9CDMG
215	12136 12433	   	163.03	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1DUST|2DMG|3ASPD|47CDMG|56VULN|8BEXP|9AART|aRCR
216	12136 22433	   	163.03	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1DUST|26DMG|3ASPD|47CDMG|5VULN|8BEXP|9AART|aRCR
217	63232 54333	   	162.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1NUKE|24DUST|36CDMG|56VULN|6BPWR|7DMG|8DUR|9AART|aRCR
218	62431 36132	   	162.92	DCR|3DMG|1AART|1VULN|1DUR	1NUKE|2AART|356DMG|4RPLT|5BPWR|7DUR|8LWND|9VULN|aRCR
219	62431 36222	   	162.92	DCR|3DMG|1AART|1VULN|1DUR	1NUKE|2AART|356DMG|4RPLT|5BPWR|7DUR|8VULN|9LWND|aRCR
220	33326 82418	   	162.89	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2CDMG|3AART|46VULN|5MBVNT|7ASPD|8RCR|9DUR|aZMB
221	32661 11316	   	162.89	ACR|2DMG|2VULN|1AART|1SELL	1aERES|2SELL|3TLV|4RCR|5LEGI|6aVULN|7aDMG|8RCVC|9AART|aBPWR
222	33322 53265	   	162.81	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1ERES|2aCDMG|3AART|4VULN|5BELT|6RCVC|7RCR|8ZMB|9DMG
223	12123 62155	   	162.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUST|2DMG|3ASPD|48VULN|5CGEN|6DUR|7ZMB|9RCR|aAART
224	22622 33626	 * 	162.80	ACR|2AART|1DMG|3DUR|2ZMB|1CDMG	137DUR|2DMG|4RCR|59ZMB|6CDMG|8aAART
225	22622 32133	 * 	162.74	ACR|2AART|1DMG|2CDMG|2DUR|1ZMB	13DUR|2DMG|4RCR|5ZMB|67CDMG|8RCVC|9aAART
226	12122 62155	   	162.71	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUST|2DMG|3ASPD|48VULN|5TLV|6DUR|7ZMB|9RCR|aAART
227	33552 22432	   	162.69	DCR|2DMG|1AART|1VULN|2CDMG	1ERES|23CDMG|4LHND|5VULN|6LWND|7RCR|89DMG|aAART
228	33326 22266	   	162.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3AART|4aVULN|5MBVNT|6DMG|7ASPD|8DUST|9RCR
229	22626 61232	 * 	162.49	ACR|2VULN|1AART|1DMG|3DUR	13aDUR|2DMG|4RCR|5AART|68RMIN|7aVULN|9aLIT|aBPWR
230	22622 31134	   	162.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|2DMG|4RCR|5ZMB|6CDMG|7ERES|8VULN|9DUST|aAART
231	12256 33613	   	162.34	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|1ZMB	1DUST|2DMG|36CDMG|4ZMB|5VULN|79DUR|8AART|aRCR
232	22626 61321	   	162.29	ACR|2VULN|1AART|1DMG|3DUR	139DUR|2DMG|4RCR|5AART|6RMIN|7aVULN|8BELT
233	22626 13315	   	162.29	ACR|2DMG|1AART|1VULN|3DUR	138DUR|28DMG|4RCR|5AART|68DUST|7RPLT|8BPWR|9LHND|aVULN
234	22626 13322	   	162.29	ACR|2DMG|1AART|1VULN|3DUR	138DUR|28DMG|4RCR|5AART|68DUST|7RPLT|8BPWR|9VULN|aRMIN
235	22622 21122	   	162.28	ACR|2DMG|2AART|3DUR|1ZMB	137DUR|26DMG|4RCR|5ZMB|8BEXP|9aAART
236	22611 62142	 * 	162.27	DCR|3DMG|3DUR|2ZMB|2ASPD	134DUR|28aDMG|5RMIN|6RCR|7aZMB|9aASPD|aBPWR
237	22626 13325	   	162.19	ACR|2DMG|1AART|1VULN|3DUR	138DUR|28DMG|4RCR|5AART|68DUST|7RPLT|8BPWR|9VULN|aTLV
238	22263 32613	 * 	162.19	DCR|2DMG|1VULN|2CDMG|3DUR|2ASPD	168DUR|28DMG|37CDMG|4BEXP|58ASPD|8BPWR|9VULN|aRCR
239	33326 22772	   	162.12	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3AART|49VULN|5MBVNT|6DMG|7ASPD|8RCVC|aRCR
240	22251 12344	   	161.97	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3CDMG|4ZMB|5LHND|68aVULN|7BASICY|9RCR
241	22252 12344	   	161.97	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3CDMG|4ZMB|5LWND|68aVULN|7BASICY|9RCR
242	22612 42122	 * 	161.91	DCR|3DMG|2VULN|3DUR	134DUR|278DMG|57LWND|67VULN|7BPWR|9LIT|aRCR
243	22613 42122	   	161.91	DCR|3DMG|2VULN|3DUR	134DUR|278DMG|57LHND|67VULN|7BPWR|9LIT|aRCR
244	22653 24233	   	161.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	13DUR|24DMG|5CDMG|6VULN|7NUKE|8DUST|9AART|aRCR
245	62336 52212	 * 	161.90	DCR|2AART|2DMG|1CDMG|1DUR	1NUKE|27AART|3BEXP|48DMG|5DUR|6RCR|9FEWX|aCDMG
246	22256 33533	   	161.84	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|1ZMB	17DUR|2DMG|36CDMG|4ZMB|5VULN|8BEXP|9AART|aRCR
247	22613 36612	   	161.81	DCR|3VULN|2DMG|3DUR	134DUR|26DMG|56LHND|6BPWR|789VULN|aRCR
248	22256 33233	   	161.74	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|1ZMB	17DUR|2DMG|36CDMG|4ZMB|5VULN|8DUST|9AART|aRCR
249	22612 41112	   	161.71	DCR|3VULN|2DMG|3DUR	134DUR|28DMG|5LWND|679VULN|aRCR
250	22613 41112	   	161.71	DCR|3VULN|2DMG|3DUR	134DUR|28DMG|5LHND|679VULN|aRCR
251	22651 22212	   	161.71	DCR|3VULN|2DMG|3DUR	138DUR|24DMG|5RMIN|68ERES|789VULN|8BPWR|aRCR
252	22622 12616	   	161.54	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	13DUR|2DMG|4RCR|5ZMB|6BEXP|7LIT|8aAART|9VULN
253	22653 13311	 * 	161.52	DCR|3DMG|1AART|3DUR|1CDMG	138DUR|246DMG|5CDMG|7BEXP|9AART|aRCR
254	22612 33115	   	161.50	DCR|3DMG|1AART|3DUR|1ASPD	134DUR|268DMG|56LWND|6BPWR|7RCR|9ASPD|aAART
255	22613 33115	   	161.50	DCR|3DMG|1AART|3DUR|1ASPD	134DUR|268DMG|56LHND|6BPWR|7RCR|9ASPD|aAART
256	33521 32123	   	161.49	ACR|2VULN|3CDMG|1DMG|1ZMB|1DUR	1ERES|234CDMG|5RCR|6DMG|7ZMB|89VULN|aDUR
257	33521 32143	   	161.49	ACR|2DMG|3CDMG|1VULN|1ZMB|1DUR	1ERES|234CDMG|5RCR|69DMG|7ZMB|8VULN|aDUR
258	22626 32132	   	161.48	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	13DUR|2DMG|4RCR|5AART|6LWND|7ASPD|8FEWX|9VULN|aCDMG
259	62352 24134	   	161.39	ACR|2DMG|1AART|1VULN|1CDMG	1NUKE|2AART|3BEXP|4RCR|5CDMG|69DMG|7MBVNT|8TLV|aVULN
260	22624 23531	   	161.38	ACR|3DMG|1VULN|1CDMG|2DUR	13DUR|268DMG|4RCR|5TLV|7VENICY|9VULN|aCDMG
261	22212 34532	   	161.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2DMG|3CDMG|4LWND|5FEWX|6VULN|7ZMB|8RCR|9ASPD|aAART
262	22432 34532	   	161.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2DMG|3LWND|4CDMG|5FEWX|6VULN|7ZMB|8RCR|9ASPD|aAART
263	33521 32331	   	161.36	ACR|3CDMG|1AART|1VULN|1DMG|1ZMB	1ERES|234CDMG|5RCR|6DMG|7ZMB|8AART|9VULN|aFEWX
264	33521 32334	   	161.36	ACR|3CDMG|1AART|1VULN|1DMG|1ZMB	1ERES|234CDMG|5RCR|6DMG|7ZMB|8AART|9VULN|aLWND
265	22626 12361	   	161.28	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	13DUR|2DMG|4RCR|5AART|6DUST|7ASPD|8BASHEA|9VULN|aCDMG
266	12211 24532	   	161.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2DMG|3CDMG|4LWND|5VULN|6DUR|7ZMB|8RCR|9ASPD|aAART
267	12251 34532	   	161.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2DMG|3CDMG|4ZMB|5LHND|6DUR|7VULN|8RCR|9ASPD|aAART
268	12252 34532	   	161.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2DMG|3CDMG|4ZMB|5LWND|6DUR|7VULN|8RCR|9ASPD|aAART
269	12431 24532	   	161.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2DMG|3LWND|4CDMG|5VULN|6DUR|7ZMB|8RCR|9ASPD|aAART
270	22231 44532	   	161.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2DMG|3CDMG|4DUST|5VULN|6LHND|7ZMB|8RCR|9ASPD|aAART
271	33521 32332	   	161.26	ACR|3CDMG|1AART|1VULN|1DMG|1ZMB	1ERES|234CDMG|5RCR|6DMG|7ZMB|8AART|9VULN|aDUST
272	33521 32335	   	161.26	ACR|3CDMG|1AART|1VULN|1DMG|1ZMB	1ERES|234CDMG|5RCR|6DMG|7ZMB|8AART|9VULN|aMBVNT
273	33521 32336	   	161.26	ACR|3CDMG|1AART|1VULN|1DMG|1ZMB	1ERES|234CDMG|5RCR|6DMG|7ZMB|8AART|9VULN|aTLV
274	62263 52212	   	161.20	DCR|2DMG|1AART|2ZMB|1CDMG|2DUR	1NUKE|2AART|3RMIN|49DMG|5BELT|6CDMG|79DUR|89ZMB|9BPWR|aRCR
275	22622 11363	   	161.17	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	13DUR|29DMG|4RCR|5ZMB|6BEXP|7DUST|8AART|aCDMG
276	22634 33214	   	161.16	DCR|3DMG|1VULN|1CDMG|2DUR	13DUR|28aDMG|4LIT|5DMSP|6VULN|7RCR|9CDMG
277	22635 33214	   	161.16	DCR|3DMG|1VULN|1CDMG|2DUR	13DUR|28aDMG|45LIT|6VULN|7RCR|9CDMG
278	33522 23222	 * 	160.98	DCR|3CDMG|1AART|1VULN|1DMG|1DUR	1ERES|234CDMG|5DUST|6RCR|7VULN|8DUR|9AART|aDMG
279	33322 53222	   	160.96	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2CDMG|3AART|4aVULN|5BELT|6RCVC|7RCR|8ZMB|9DUR
280	33322 53231	   	160.96	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ERES|2CDMG|3AART|49VULN|5BELT|6RCVC|7RCR|8ZMB|aASPD
281	62336 21433	   	160.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2AART|3BEXP|4DMG|5DUR|69VULN|7CDMG|8LHND|aRCR
282	22622 22162	   	160.86	ACR|2VULN|2DMG|2DUR|1ZMB	13DUR|26DMG|4RCR|5ZMB|7LWND|8aVULN|9RPLT
283	33322 13263	   	160.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	16ERES|2CDMG|3AART|4VULN|5BELT|7RCR|8ZMB|9DMG|aDUR
284	22622 21615	 * 	160.74	ACR|2DMG|1VULN|3DUR|1FLTHEA|1ZMB	137DUR|26DMG|4RCR|5ZMB|8CGEN|9VULN|aFLTHEA
285	22621 61132	   	160.72	ACR|2VULN|2DMG|3DUR|1ASPD	136DUR|29DMG|4RCR|59BEXP|79VULN|8MBVNT|9BPWR|aASPD
286	62431 33632	   	160.68	DCR|3DMG|1AART|1VULN	1NUKE|2AART|356DMG|4RPLT|5BPWR|7LIT|8RCR|9DUST|aVULN
287	22622 21235	   	160.64	ACR|2DMG|1VULN|3DUR|1CDMG|1ZMB	137DUR|26DMG|4RCR|5ZMB|8CANSTR|9CDMG|aVULN
288	22624 21315	   	160.64	ACR|2DMG|1VULN|3DUR|1FLTHEA|1ZMB	137DUR|26DMG|4RCR|5TLV|8ZMB|9VULN|aFLTHEA
289	22624 31141	 * 	160.64	ACR|2VULN|1DMG|3DUR|1CDMG|1ZMB	139DUR|2DMG|4RCR|59TLV|6CDMG|7ERES|89VULN|9BPWR|aZMB
290	33326 82438	   	160.61	DCR|3VULN|1AART|1CDMG|1ASPD	1ERES|2CDMG|3AART|46aVULN|5MBVNT|7ASPD|8RCR|9MLV
291	22622 23345	   	160.57	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	13DUR|26DMG|4RCR|5ZMB|7SNIHEL|8CDMG|9AART|aLWND
292	33326 82461	   	160.51	DCR|3VULN|1AART|1CDMG|1ASPD	1aERES|2CDMG|3AART|469VULN|5MBVNT|7ASPD|8RCR
293	22622 23341	   	160.47	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	13DUR|26DMG|4RCR|5ZMB|7SNIHEL|8CDMG|9AART|aERES
294	22622 23342	   	160.47	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	13DUR|26DMG|4RCR|5ZMB|7SNIHEL|8CDMG|9AART|aMBVNT
295	22622 23343	   	160.47	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	13DUR|26DMG|4RCR|5ZMB|7SNIHEL|8CDMG|9AART|aDUST
296	22633 63242	   	160.45	DCR|2VULN|2DMG|2DUR|1ZMB	13DUR|28DMG|4LIT|56VULN|7RCR|9CGEN|aZMB
297	65233 13353	   	160.44	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1NUKE|2LWND|3CDMG|4DUR|5ASPD|689VULN|7AART|aRCR
298	43354 23232	   	160.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2CDMG|3AART|4LWND|5DUR|6DMG|7LIT|89VULN|aRCR
299	43365 23232	   	160.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2CDMG|3AART|4DUR|5LHND|6DMG|7LIT|89VULN|aRCR
300	12135 34522	   	160.30	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUST|2DMG|3ASPD|4CDMG|5FEWX|6DUR|79aVULN|8RCR
301	22612 33623	   	160.30	DCR|2VULN|2DMG|3DUR|1ASPD	134DUR|26DMG|56LWND|6BPWR|7RCR|89VULN|aASPD
302	22622 42142	 * 	160.29	ACR|3DMG|3DUR|2ZMB|2ASPD	136DUR|28aDMG|4RCR|5aZMB|7RMIN|9aASPD|aBPWR
303	22622 21342	 * 	160.27	ACR|3DMG|3ZMB|3DUR	137DUR|26aDMG|4RCR|58aZMB|9aFEWX|aBPWR
304	22622 21352	   	160.27	ACR|3DMG|3ZMB|3DUR	137DUR|26aDMG|4RCR|58aZMB|9aLHND|aBPWR
305	33326 21432	   	160.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3AART|48VULN|5MBVNT|6DMG|7CGEN|9ASPD|aRCR
306	33326 22442	   	160.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3AART|48VULN|5MBVNT|6DMG|7ASPD|9RMIN|aRCR
307	33326 22452	   	160.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3AART|48VULN|5MBVNT|6DMG|7ASPD|9CGEN|aRCR
308	33326 48432	   	160.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3AART|48VULN|5MBVNT|6RMIN|7DMG|9ASPD|aRCR
309	33326 82242	   	160.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3AART|46VULN|5MBVNT|7ASPD|8DMG|9RMIN|aRCR
310	33326 82252	   	160.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3AART|46VULN|5MBVNT|7ASPD|8DMG|9CGEN|aRCR
311	33326 84232	   	160.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3AART|46VULN|5MBVNT|7CGEN|8DMG|9ASPD|aRCR
312	43315 13326	   	160.21	DCR|2DMG|1AART|2ZMB|1CDMG|1ASPD	149CGEN|2CDMG|3AART|5RPLT|69DMG|79ZMB|8RCR|9BPWR|aASPD
313	33322 13265	   	160.20	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	16ERES|2aCDMG|3AART|4VULN|5BELT|7RCR|8ZMB|9DMG
314	22622 41123	   	160.15	ACR|1AART|1VULN|1DMG|3DUR|1ZMB|1ASPD	136DUR|2DMG|4RCR|5ZMB|7ASPD|8NUKE|9AART|aVULN
315	33326 22362	   	160.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3AART|49VULN|5MBVNT|6DMG|7ASPD|8TLV|aRCR
316	33326 22412	   	160.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19ERES|2CDMG|3AART|48VULN|5MBVNT|6DMG|7ASPD|aRCR
