0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22123 43542	4	 * 	258.64	DCR|4VULN|2DUR|1DMG	18MLV|2RPLT|3LWND|48DUR|5789VULN|6RCR|8BPWR|aDMG
167	51321 43341	5	   	238.57	DCR|4VULN|2DUR	19LHND|29DUR|3LWND|4CGEN|5RPLT|6RCR|789aVULN|9BPWR
168	11121 46341	8	   	238.57	DCR|4VULN|2DUR	19BEXP|29DUR|3FEWX|4CGEN|5RPLT|679aVULN|8RCR|9BPWR
169	11321 46341	8	   	238.57	DCR|4VULN|2DUR	19BEXP|29DUR|3LWND|4CGEN|5RPLT|679aVULN|8RCR|9BPWR
170	32261 17623	3	   	238.57	DCR|4VULN|2DUR	148ZMB|2RPLT|348aVULN|48BPWR|5MBVNT|68DUR|7RCR|9LHND
171	32261 17633	3	   	238.57	DCR|4VULN|2DUR	148ZMB|2RPLT|3489VULN|48BPWR|5MBVNT|68DUR|7RCR|aDMSP
172	22212 56334	5	   	238.57	DCR|4VULN|2DUR	19MLV|2RPLT|379aVULN|4LWND|5CGEN|6RCR|89DUR|9BPWR
173	22213 41341	5	   	238.57	DCR|4VULN|2DUR	19MLV|2RPLT|389aVULN|4LWND|5FEWX|6RCR|79DUR|9BPWR
174	22215 41341	5	   	238.57	DCR|4VULN|2DUR	19MLV|2RPLT|389aVULN|4LWND|5LHND|6RCR|79DUR|9BPWR
175	22123 43521	4	   	238.47	DCR|4VULN|2DUR	18MLV|2RPLT|3LWND|48DUR|578aVULN|6RCR|8BPWR|9MBVNT
176	32261 17631	3	   	238.47	DCR|4VULN|2DUR	148ZMB|2RPLT|3489VULN|48BPWR|5MBVNT|68DUR|7RCR|aERES
177	64324 33223	10	   	238.41	DCR|2VULN|2DUR|2TLV|1DMG|1NUKE|1AART	12TLV|35DUR|45VULN|5BPWR|6NUKE|7ERES|8AART|9DMG|aRCR
178	62336 33211	1	   	238.41	DCR|4VULN|2TLV|1ASPD	18TLV|2ASPD|3ERES|457aVULN|6RCR|9RCVC
179	62336 33225	1	   	238.41	DCR|4VULN|2TLV|1ASPD	18TLV|2ASPD|3ERES|457aVULN|6RCR|9FEWX
180	62336 33235	1	   	238.41	DCR|4VULN|2TLV|1ASPD	18TLV|2ASPD|3ERES|457aVULN|6RCR|9LHND
181	62336 33242	1	   	238.41	DCR|4VULN|2TLV|1ASPD	18TLV|2ASPD|3ERES|457aVULN|6RCR|9CGEN
182	62336 33261	1	   	238.31	DCR|4VULN|2TLV|1ASPD	18TLV|2ASPD|39ERES|457aVULN|6RCR
183	44333 23136	4	   	238.22	ACR|2VULN|3DMG|3DUR|2LIT	1RCR|27aDMG|3MLV|47aDUR|5TBNT|67VULN|7aBPWR|8LHND|9aLIT
184	12452 15111	2	   	237.82	DCR|3VULN|1DMG|1CDMG|1ASPD	1BEXP|2ASPD|3DMG|49aVULN|5LIT|6DUST|7CDMG|8RCR
185	32311 15441	3	   	237.66	DCR|3VULN|1DMG|1TLV|1DUR	19ZMB|2RPLT|3TLV|49LHND|5DMG|6DUR|7RCR|89aVULN|9BPWR
186	32331 15441	4	   	237.66	DCR|3VULN|1DMG|1TLV|1DUR	19ZMB|2RPLT|3TLV|49FEWX|5DMG|6DUR|7RCR|89aVULN|9BPWR
187	32263 34234	3	   	237.64	DCR|4VULN|1DUR|1CDMG	145ZMB|2RPLT|345aVULN|45BPWR|6MLV|7CDMG|8DUR|9RCR
188	11677 42111	7	   	237.59	DCR|3VULN|2DUR|1CDMG	1BEXP|26DUR|3MBVNT|4CDMG|5LIT|79aVULN|8RCR
189	61335 11343	8	   	237.56	DCR|3VULN|2CDMG|1TLV|1DUR	1TLV|2aFEWX|3MLV|4DUR|5aCDMG|6ZMB|79aVULN|8RCR|aBPWR
190	22263 13251	3	   	237.54	DCR|4VULN|1DUR|1CDMG	14MLV|2RPLT|3479VULN|4BPWR|5LWND|6DUR|8CDMG|aRCR
191	63222 14236	1	   	237.49	DCR|2VULN|2DUR|2TLV|2LIT|1CDMG	17TLV|2CDMG|37VULN|48LIT|5CGEN|67DUR|7BPWR|9LWND|aRCR
192	32311 15451	3	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|2RPLT|3TLV|4LHND|5DMG|6DUR|7RCR|89aVULN
193	32331 15451	4	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|2RPLT|3TLV|4FEWX|5DMG|6DUR|7RCR|89aVULN
194	62213 41352	5	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1TLV|2RPLT|389VULN|4LWND|5FEWX|6RCR|7DUR|aDMG
195	21162 13551	7	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1MLV|2FEWX|3ZMB|469VULN|5DUR|7TLV|8DMG|aRCR
196	31262 13551	7	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|2FEWX|3RMIN|469VULN|5DUR|7TLV|8DMG|aRCR
197	22262 12251	6	   	237.44	DCR|4VULN|1DUR|1CDMG	1MLV|2RPLT|3679VULN|4CDMG|5DUR|8BEXP|aRCR
198	22613 23251	4	   	237.44	DCR|4VULN|1DUR|1CDMG	1MLV|2RPLT|3DUR|4LWND|5679VULN|8CDMG|aRCR
199	32262 11643	10	   	237.44	DCR|4VULN|1DUR|1CDMG	1ZMB|2RPLT|368aVULN|4CDMG|5DUR|7RCR|9CGEN
200	32262 11651	8	   	237.44	DCR|4VULN|1DUR|1CDMG	1ZMB|2RPLT|3689VULN|4CDMG|5DUR|7RCR|aRMIN
201	32262 11653	8	   	237.44	DCR|4VULN|1DUR|1CDMG	1ZMB|2RPLT|3689VULN|4CDMG|5DUR|7RCR|aLHND
202	32262 11663	10	   	237.44	DCR|4VULN|1DUR|1CDMG	1ZMB|2RPLT|368aVULN|4CDMG|5DUR|7RCR|9MLV
203	11221 24251	5	   	237.44	DCR|4VULN|1DUR|1CDMG	1BEXP|2DUR|3MLV|4679VULN|5RPLT|8CDMG|aRCR
204	11221 44251	6	   	237.44	DCR|4VULN|1DUR|1CDMG	1BEXP|2DUR|3MLV|4679VULN|5RPLT|8CDMG|aRCR
205	13321 24251	5	   	237.44	DCR|4VULN|1DUR|1CDMG	1BEXP|2MLV|3DUR|4679VULN|5RPLT|8CDMG|aRCR
206	13321 44251	6	   	237.44	DCR|4VULN|1DUR|1CDMG	1BEXP|2MLV|3DUR|4679VULN|5RPLT|8CDMG|aRCR
207	15321 24251	5	   	237.44	DCR|4VULN|1DUR|1CDMG	1BEXP|2RMIN|3DUR|4679VULN|5RPLT|8CDMG|aRCR
208	22123 23251	4	   	237.44	DCR|4VULN|1DUR|1CDMG	1MLV|2RPLT|3LWND|4DUR|5679VULN|8CDMG|aRCR
209	22262 12651	8	   	237.44	DCR|4VULN|1DUR|1CDMG	1MLV|2RPLT|3689VULN|4CDMG|5DUR|7BEXP|aRCR
210	51221 23251	5	   	237.44	DCR|4VULN|1DUR|1CDMG	1LHND|2DUR|3MLV|4679VULN|5RPLT|8CDMG|aRCR
211	51221 43251	6	   	237.44	DCR|4VULN|1DUR|1CDMG	1LHND|2DUR|3MLV|4679VULN|5RPLT|8CDMG|aRCR
212	51226 23251	4	   	237.44	DCR|4VULN|1DUR|1CDMG	1LHND|2DUR|3MLV|4679VULN|5RPLT|8CDMG|aRCR
213	51326 23251	2	   	237.44	DCR|4VULN|1DUR|1CDMG	1LHND|2DUR|3679VULN|4MLV|5RPLT|8CDMG|aRCR
214	62213 24251	5	   	237.44	DCR|4VULN|1TLV|1CDMG	1TLV|2RPLT|3679VULN|4LWND|5FEWX|8CDMG|aRCR
215	62215 23251	5	   	237.44	DCR|4VULN|1TLV|1CDMG	1TLV|2RPLT|3679VULN|4LWND|5LHND|8CDMG|aRCR
216	62261 12251	6	   	237.44	DCR|4VULN|1TLV|1CDMG	1TLV|2RPLT|3679VULN|4CDMG|5FEWX|8BEXP|aRCR
217	62263 12251	6	   	237.44	DCR|4VULN|1TLV|1CDMG	1TLV|2RPLT|3679VULN|4CDMG|5LWND|8BEXP|aRCR
218	44353 33321	3	   	237.44	ACR|3VULN|2DMG|2DUR|1TLV	1RCR|29DMG|3MLV|489VULN|5TBNT|6RPLT|79DUR|9BPWR|aTLV
219	44363 33321	4	   	237.44	ACR|3VULN|2DMG|2DUR|1TLV	1RCR|29DMG|3MLV|489VULN|5TBNT|6RPLT|79DUR|9BPWR|aTLV
220	63222 14226	1	   	237.39	DCR|2VULN|2DUR|2TLV|2LIT|1CDMG	17TLV|2CDMG|37VULN|48LIT|5CGEN|67DUR|7BPWR|9DUST|aRCR
221	11651 14461	7	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1BEXP|2DUR|3MBVNT|469VULN|5RCVC|7TLV|8DMG|aRCR
222	32264 21532	8	   	237.36	DCR|3VULN|2CDMG|1TLV|1DUR	1ZMB|2RPLT|359VULN|45CDMG|5BPWR|6DUST|7RCR|8TLV|aDUR
223	61421 41338	2	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1TLV|2FEWX|3DMG|4RMIN|5MBVNT|6DUR|78aVULN|9RCR
224	62122 43352	4	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1TLV|2RPLT|3LWND|4DUR|5LEGI|6RCR|789VULN|aDMG
225	62262 12161	6	   	237.36	DCR|3VULN|2CDMG|1TLV|1DUR	1TLV|2RPLT|367VULN|48CDMG|5DUR|9FEWX|aRCR
226	62261 12111	6	   	237.36	DCR|3VULN|2CDMG|1TLV|1DUR	1TLV|2RPLT|367VULN|48CDMG|5FEWX|9DUR|aRCR
227	62263 12111	6	   	237.36	DCR|3VULN|2CDMG|1TLV|1DUR	1TLV|2RPLT|367VULN|48CDMG|5LWND|9DUR|aRCR
228	62263 12136	6	   	237.36	DCR|3VULN|2CDMG|1TLV|1DUR	1TLV|2RPLT|367VULN|48CDMG|5LWND|9RCR|aDUR
229	62266 12111	6	   	237.36	DCR|3VULN|2CDMG|1DUR|1TLV	1TLV|2RPLT|367VULN|48CDMG|5BEXP|9DUR|aRCR
230	12111 43542	7	   	237.35	ACR|4VULN|2DUR|1DMG|1ASPD	18BEXP|2ASPD|3RCR|48DUR|5RPLT|6789VULN|8BPWR|aDMG
231	63262 45312	1	   	237.34	DCR|4VULN|1TLV|1CDMG	1TLV|2CDMG|356aVULN|4MBVNT|7RCR|8RCVC|9LWND
232	22222 13251	4	   	237.34	DCR|4VULN|1DUR|1CDMG	1MLV|2RPLT|3579VULN|4DUST|6DUR|8CDMG|aRCR
233	22262 12451	6	   	237.34	DCR|4VULN|1DUR|1CDMG	1MLV|2RPLT|3679VULN|4CDMG|5DUR|8DUST|aRCR
234	22623 23251	4	   	237.34	DCR|4VULN|1DUR|1CDMG	1MLV|2RPLT|3DUR|4DUST|5679VULN|8CDMG|aRCR
235	32262 11652	8	   	237.34	DCR|4VULN|1DUR|1CDMG	1ZMB|2RPLT|3689VULN|4CDMG|5DUR|7RCR|aBBNT
236	62221 23251	4	   	237.34	DCR|4VULN|1TLV|1CDMG	1TLV|2RPLT|3679VULN|4DUST|5LWND|8CDMG|aRCR
237	62222 42251	4	   	237.34	DCR|4VULN|1TLV|1CDMG	1TLV|2RPLT|3579VULN|4DUST|6CDMG|8FEWX|aRCR
238	62223 24251	4	   	237.34	DCR|4VULN|1TLV|1CDMG	1TLV|2RPLT|3679VULN|4DUST|5FEWX|8CDMG|aRCR
239	62223 24251	5	   	237.34	DCR|4VULN|1TLV|1CDMG	1TLV|2RPLT|3679VULN|4DUST|5FEWX|8CDMG|aRCR
240	62225 23251	5	   	237.34	DCR|4VULN|1TLV|1CDMG	1TLV|2RPLT|3679VULN|4DUST|5LHND|8CDMG|aRCR
241	66326 32321	1	   	237.29	DCR|2VULN|2DUR|2TLV|2LIT|1CDMG	19TLV|27DUR|3CDMG|48LIT|56VULN|aRCR
242	62222 42111	4	   	237.26	DCR|3VULN|2CDMG|1TLV|1DUR	1TLV|2RPLT|357VULN|4DUST|68CDMG|9DUR|aRCR
243	62222 42136	4	   	237.26	DCR|3VULN|2CDMG|1TLV|1DUR	1TLV|2RPLT|357VULN|4DUST|68CDMG|9RCR|aDUR
244	62262 12141	6	   	237.26	DCR|3VULN|2CDMG|1TLV|1DUR	1TLV|2RPLT|367VULN|48CDMG|5DUR|9LEGI|aRCR
245	62262 12151	6	   	237.26	DCR|3VULN|2CDMG|1TLV|1DUR	1TLV|2RPLT|367VULN|48CDMG|5DUR|9DUST|aRCR
246	53411 62133	1	 * 	237.26	DCR|2VULN|2DUR|2CDMG|1DMG	1LHND|2aCDMG|3LIT|4DMG|5TBNT|6RCR|7aVULN|8LWND|9aDUR|aBPWR
247	12138 82425	5	   	237.25	ACR|4VULN|2DUR|1DMG|1ASPD	18BEXP|2ASPD|3RCR|4MBVNT|58DUR|6789VULN|8BPWR|aDMG
248	42162 13533	10	   	237.15	ACR|4VULN|2DUR|3TLV|1ASPD	1RCR|278TLV|3ZMB|468aVULN|58DUR|8BPWR|9ASPD
249	14611 31413	6	   	237.04	ACR|3VULN|3DMG|2DUR	189BEXP|2RCR|3MBVNT|45DUR|689DMG|789VULN|89BPWR|aFEWX
250	14611 31417	6	   	237.04	ACR|3VULN|3DMG|2DUR	189BEXP|2RCR|3MBVNT|45DUR|689DMG|789VULN|89BPWR|aLHND
251	14611 33413	7	   	237.04	ACR|3VULN|3DMG|2DUR	189BEXP|2RCR|3MBVNT|45DUR|689DMG|789VULN|89BPWR|aFEWX
252	14611 33417	7	   	237.04	ACR|3VULN|3DMG|2DUR	189BEXP|2RCR|3MBVNT|45DUR|689DMG|789VULN|89BPWR|aLHND
253	14617 41413	6	   	237.04	ACR|3VULN|3DMG|2DUR	189BEXP|2RCR|3MBVNT|46DUR|589DMG|789VULN|89BPWR|aFEWX
254	14617 43413	7	   	237.04	ACR|3VULN|3DMG|2DUR	189BEXP|2RCR|3MBVNT|46DUR|589DMG|789VULN|89BPWR|aFEWX
255	14611 31411	6	   	236.94	ACR|3VULN|3DMG|2DUR	189BEXP|2RCR|3MBVNT|45DUR|689DMG|789VULN|89BPWR|aLEGI
256	14611 31418	6	   	236.94	ACR|3VULN|3DMG|2DUR	189BEXP|2RCR|3MBVNT|45DUR|689DMG|789VULN|89BPWR|aTBNT
257	14611 33411	7	   	236.94	ACR|3VULN|3DMG|2DUR	189BEXP|2RCR|3MBVNT|45DUR|689DMG|789VULN|89BPWR|aLEGI
258	14611 33418	7	   	236.94	ACR|3VULN|3DMG|2DUR	189BEXP|2RCR|3MBVNT|45DUR|689DMG|789VULN|89BPWR|aTBNT
259	14617 41411	6	   	236.94	ACR|3VULN|3DMG|2DUR	189BEXP|2RCR|3MBVNT|46DUR|589DMG|789VULN|89BPWR|aLEGI
260	14617 43411	7	   	236.94	ACR|3VULN|3DMG|2DUR	189BEXP|2RCR|3MBVNT|46DUR|589DMG|789VULN|89BPWR|aLEGI
261	32263 22212	3	   	236.94	DCR|5VULN|1AART	145ZMB|2RPLT|34568VULN|45BPWR|7CGEN|9AART|aRCR
262	32263 25212	3	   	236.94	DCR|5VULN|1AART	145ZMB|2RPLT|34568VULN|45BPWR|7MLV|9AART|aRCR
263	32263 36212	3	   	236.94	DCR|5VULN|1AART	145ZMB|2RPLT|34578VULN|45BPWR|6MLV|9AART|aRCR
264	44231 73242	8	   	236.84	ACR|3VULN|3DMG|2DUR	1RCR|28aDMG|3BEXP|4MBVNT|5RPLT|68DUR|789VULN|8BPWR
265	44231 44242	8	   	236.84	ACR|3VULN|3DMG|2DUR	1RCR|28aDMG|3BEXP|4MBVNT|5RPLT|689VULN|78DUR|8BPWR
266	44231 44272	9	   	236.84	ACR|3VULN|3DMG|2DUR	1RCR|28aDMG|3BEXP|4MBVNT|5RPLT|689VULN|78DUR|8BPWR
267	44353 33322	3	   	236.84	ACR|3VULN|3DMG|2DUR	1RCR|29aDMG|3MLV|489VULN|5TBNT|6RPLT|79DUR|9BPWR
268	44363 33322	4	   	236.84	ACR|3VULN|3DMG|2DUR	1RCR|29aDMG|3MLV|489VULN|5TBNT|6RPLT|79DUR|9BPWR
269	32263 24312	3	   	236.84	DCR|5VULN|1AART	145ZMB|2RPLT|34567VULN|45BPWR|8ERES|9AART|aRCR
270	32263 66212	3	   	236.84	DCR|5VULN|1AART	145ZMB|2RPLT|34578VULN|45BPWR|6ERES|9AART|aRCR
271	42453 33323	2	 * 	236.79	ACR|3VULN|3DUR|2TLV|1DMG	1RCR|29TLV|3DMG|489VULN|5TBNT|6RPLT|79aDUR|9BPWR
272	12138 82428	5	 * 	236.72	ACR|5VULN|2DUR|1ASPD	18BEXP|2ASPD|3RCR|4MBVNT|58DUR|6789aVULN|8BPWR
273	62226 53311	2	   	236.71	DCR|3VULN|1TLV|1DUR|1ASPD	1TLV|2RPLT|3DMSP|4LIT|59aVULN|6ASPD|7DUR|8RCR
274	62336 33342	1	   	236.61	DCR|3VULN|1TLV|1DUR|1ASPD	1TLV|2ASPD|3ERES|457VULN|6RCR|8LHND|9LIT|aDUR
275	62336 33142	1	   	236.51	DCR|3VULN|1TLV|1DUR|1ASPD	1TLV|2ASPD|3ERES|457VULN|6RCR|8DUST|9LIT|aDUR
276	32322 25442	6	   	236.34	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	19ZMB|2RPLT|3TLV|49DUR|5ASPD|6BEXP|7RCR|89VULN|9BPWR|aDMG
277	34134 33351	5	   	236.24	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	15ZMB|2TLV|3LHND|45DUR|5BPWR|69VULN|7DMG|8ASPD|aRCR
278	61335 31313	9	   	236.24	DCR|2VULN|2DUR|2CDMG|1TLV|1ASPD	1TLV|2aFEWX|3MLV|49DUR|5aCDMG|6ASPD|7aVULN|8RCR|aBPWR
279	51633 31333	4	   	236.24	DCR|2VULN|2DMG|2DUR|1AART	19LHND|29DUR|3MBVNT|4AART|5aDMG|6LWND|79VULN|8RCR|9BPWR
280	52132 16241	6	   	236.21	ACR|4VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|2ASPD|3RCR|4DMG|5DUR|689aVULN|7CDMG
281	32261 11312	7	   	236.21	DCR|3VULN|2ASPD|1DUR|1CDMG	19ZMB|2RPLT|369VULN|4CDMG|5FEWX|7RCR|89ASPD|9BPWR|aDUR
282	11654 82412	3	 * 	236.18	ACR|4VULN|3ASPD|1DUR|1CDMG	189BEXP|2DUR|3MBVNT|489ASPD|5RCR|6789VULN|89BPWR|aCDMG
283	14613 47412	4	   	236.18	ACR|4VULN|3ASPD|1DUR|1CDMG	189BEXP|2RCR|3MBVNT|4DUR|5689VULN|789ASPD|89BPWR|aCDMG
284	14614 82412	4	   	236.18	ACR|4VULN|3ASPD|1DUR|1CDMG	189BEXP|2RCR|3MBVNT|4DUR|589ASPD|6789VULN|89BPWR|aCDMG
285	32264 32612	7	   	236.17	DCR|3VULN|2CDMG|1DUR|2LIT	18ZMB|2RPLT|358VULN|45CDMG|58BPWR|6ERES|78LIT|9RCR|aDUR
286	32264 32613	7	   	236.17	DCR|3VULN|2CDMG|1TLV|2LIT	18ZMB|2RPLT|358VULN|45CDMG|58BPWR|6ERES|78LIT|9RCR|aTLV
287	11232 35551	5	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1BEXP|25DUR|3MLV|4ASPD|69VULN|7TLV|8DMG|aRCR
288	12232 35551	5	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1BEXP|2ASPD|3RMIN|45DUR|69VULN|7TLV|8DMG|aRCR
289	13332 35551	5	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1BEXP|2MLV|35DUR|4ASPD|69VULN|7TLV|8DMG|aRCR
290	24132 25351	5	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1MLV|2TLV|3LHND|45DUR|69VULN|7DMG|8ASPD|aRCR
291	34132 33351	5	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1ZMB|2TLV|3LHND|45DUR|69VULN|7DMG|8ASPD|aRCR
292	34134 33351	4	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1ZMB|2TLV|3LHND|45DUR|69VULN|7DMG|8ASPD|aRCR
293	34162 13351	5	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1ZMB|2TLV|3LHND|49VULN|56DUR|7DMG|8ASPD|aRCR
294	32322 11342	8	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1ZMB|2RPLT|3TLV|46DUR|5ASPD|79VULN|8RCR|aDMG
295	34522 11342	8	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1ZMB|2TLV|3RPLT|46DUR|5ASPD|79VULN|8RCR|aDMG
296	14612 31412	6	   	236.11	ACR|3VULN|3DMG|1DUR|1CDMG	189BEXP|2RCR|3MBVNT|4DUR|5RCVC|689DMG|789VULN|89BPWR|aCDMG
297	14612 33412	7	   	236.11	ACR|3VULN|3DMG|1DUR|1CDMG	189BEXP|2RCR|3MBVNT|4DUR|5RCVC|689DMG|789VULN|89BPWR|aCDMG
298	14616 31412	6	   	236.11	ACR|3VULN|3DMG|1DUR|1CDMG	189BEXP|2RCR|3MBVNT|4DUR|5DMSP|689DMG|789VULN|89BPWR|aCDMG
299	14616 33412	7	   	236.11	ACR|3VULN|3DMG|1DUR|1CDMG	189BEXP|2RCR|3MBVNT|4DUR|5DMSP|689DMG|789VULN|89BPWR|aCDMG
300	62114 21336	1	   	236.04	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|2ASPD|3BEXP|4DUST|5aDUR|6DMG|78VULN|9RCR
301	24215 31343	8	   	236.03	DCR|3VULN|2TLV|2CDMG|1ASPD	1MLV|2aTLV|3FEWX|4LWND|5aCDMG|6ASPD|79aVULN|8RCR|aBPWR
302	22123 43512	4	   	236.00	DCR|3VULN|2DUR|1DMG	18MLV|2RPLT|3LWND|48DUR|578VULN|6RCR|8BPWR|9RCVC|aDMG
303	22123 43562	4	   	236.00	DCR|3VULN|2DUR|1DMG	18MLV|2RPLT|3LWND|48DUR|578VULN|6RCR|8BPWR|9BEXP|aDMG
304	51321 43342	5	   	236.00	DCR|3VULN|2DUR|1DMG	19LHND|29DUR|3LWND|4CGEN|5RPLT|6RCR|789VULN|9BPWR|aDMG
305	11121 46342	8	   	236.00	DCR|3VULN|2DUR|1DMG	19BEXP|29DUR|3FEWX|4CGEN|5RPLT|679VULN|8RCR|9BPWR|aDMG
306	11321 46342	8	   	236.00	DCR|3VULN|2DUR|1DMG	19BEXP|29DUR|3LWND|4CGEN|5RPLT|679VULN|8RCR|9BPWR|aDMG
307	32121 21441	5	   	236.00	DCR|3VULN|2DUR|1DMG	19ZMB|2RPLT|3LWND|49DUR|5DMG|6RCR|7MLV|89aVULN|9BPWR
308	32261 17621	3	   	236.00	DCR|3VULN|2DUR|1DMG	148ZMB|2RPLT|348VULN|48BPWR|5MBVNT|68DUR|7RCR|9LHND|aDMG
309	22213 41342	5	   	236.00	DCR|3VULN|2DUR|1DMG	19MLV|2RPLT|389VULN|4LWND|5FEWX|6RCR|79DUR|9BPWR|aDMG
310	22215 41342	5	   	236.00	DCR|3VULN|2DUR|1DMG	19MLV|2RPLT|389VULN|4LWND|5LHND|6RCR|79DUR|9BPWR|aDMG
311	62232 13256	3	   	235.98	ACR|4VULN|2DUR|1TLV|1CDMG	1TLV|2RPLT|3579VULN|4RCR|6aDUR|8CDMG
312	42162 11511	10	   	235.90	ACR|4VULN|2DUR|2TLV|1AART	1RCR|28TLV|37ZMB|468aVULN|58DUR|8BPWR|9AART
313	42162 11512	9	   	235.90	ACR|4VULN|2DUR|2TLV|1AART	1RCR|28TLV|37ZMB|468aVULN|58DUR|8BPWR|9AART
314	22123 43522	4	   	235.90	DCR|3VULN|2DUR|1DMG	18MLV|2RPLT|3LWND|48DUR|578VULN|6RCR|8BPWR|9MBVNT|aDMG
315	22212 55334	4	   	235.90	DCR|3VULN|2DUR|2TLV	19MLV|2RPLT|39aVULN|4LWND|57TLV|6RCR|89DUR|9BPWR
316	62212 51334	5	   	235.90	DCR|3VULN|2DUR|2TLV	19TLV|2RPLT|39aVULN|47LWND|5CGEN|6RCR|89DUR|9BPWR
317	62212 51334	4	   	235.90	DCR|3VULN|2DUR|2TLV	19TLV|2RPLT|39aVULN|47LWND|5MLV|6RCR|89DUR|9BPWR
318	62213 41343	5	   	235.90	DCR|3VULN|2DUR|2TLV	19TLV|2RPLT|389VULN|4LWND|5FEWX|6RCR|79DUR|9BPWR|aMLV
319	31253 13662	1	   	235.90	DCR|3VULN|2DUR|1DMG	18ZMB|2TBNT|37LHND|468VULN|58DUR|8BPWR|9RCR|aDMG
320	32121 22441	5	   	235.90	DCR|3VULN|2DUR|1DMG	19ZMB|2RPLT|3LWND|49DUR|5DMG|6RCR|7ERES|89aVULN|9BPWR
321	32612 53342	8	   	235.90	DCR|3VULN|2DUR|1DMG	14ZMB|2RPLT|34DUR|4BPWR|5CGEN|69aVULN|7DMG|8RCR
322	62336 33221	1	   	235.83	DCR|3VULN|1DMG|2TLV|1ASPD	18TLV|2ASPD|3ERES|457VULN|6RCR|9FEWX|aDMG
323	62336 33231	1	   	235.83	DCR|3VULN|1DMG|2TLV|1ASPD	18TLV|2ASPD|3ERES|457VULN|6RCR|9LHND|aDMG
324	62262 33532	3	   	235.81	DCR|4VULN|2TLV	14TLV|2RPLT|346aVULN|4BPWR|5BBNT|7ZMB|8RCR|9LIT
325	32221 16311	7	   	235.81	DCR|4VULN|1DMG	1ZMB|2RPLT|369aVULN|4DUST|5DMG|7LIT|8RCR
326	62122 43343	4	   	235.80	DCR|3VULN|2DUR|2TLV	19TLV|2RPLT|3LWND|49DUR|5LEGI|6RCR|789VULN|9BPWR|aMLV
327	62212 55333	5	 * 	235.80	DCR|3VULN|2DUR|3TLV	179TLV|2RPLT|39aVULN|4LWND|5CGEN|6RCR|89DUR|9BPWR
328	62212 55333	4	   	235.80	DCR|3VULN|2DUR|3TLV	179TLV|2RPLT|39aVULN|4LWND|5MLV|6RCR|89DUR|9BPWR
329	11443 33161	10	   	235.80	DCR|3VULN|2DUR|1DMG	1BEXP|28DUR|3RPLT|479VULN|5LHND|6DMG|aRCR
330	22123 41442	4	   	235.80	DCR|3VULN|2DUR|1DMG	1MLV|2RPLT|3LWND|47DUR|589VULN|6RCR|aDMG
331	32261 17352	3	   	235.80	DCR|3VULN|2DUR|1DMG	14ZMB|2RPLT|349VULN|4BPWR|5MBVNT|68DUR|7RCR|aDMG
332	32261 17512	3	   	235.80	DCR|3VULN|2DUR|1DMG	14ZMB|2RPLT|348VULN|4BPWR|5MBVNT|69DUR|7RCR|aDMG
333	32622 53342	8	   	235.80	DCR|3VULN|2DUR|1DMG	1ZMB|2RPLT|34DUR|5CGEN|69aVULN|7DMG|8RCR
334	34234 32226	5	   	235.80	DCR|3VULN|2DUR|2TLV	15ZMB|28TLV|3FEWX|45DUR|5BPWR|679VULN|aRCR
335	62352 52233	5	   	235.80	DCR|3VULN|2DUR|3TLV	139TLV|2RPLT|49DUR|5CGEN|6RCR|7LWND|89aVULN|9BPWR
336	62352 53233	5	   	235.80	DCR|3VULN|2DUR|3TLV	139TLV|2RPLT|49DUR|5CGEN|6RCR|7LHND|89aVULN|9BPWR
337	64331 52233	4	   	235.80	DCR|3VULN|2DUR|3TLV	129TLV|39DUR|4CGEN|5RPLT|6RCR|7LWND|89aVULN|9BPWR
338	64331 53233	4	   	235.80	DCR|3VULN|2DUR|3TLV	129TLV|39DUR|4CGEN|5RPLT|6RCR|7LHND|89aVULN|9BPWR
