0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22326 33553	2	 * 	281.27	DCR|5VULN|3DUR|3ASPD	1BELT|25689VULN|389DUR|489ASPD|7TBNT|89BPWR|aRCR
162	32133 62382	2	   	253.49	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1LEGI|28VULN|38DMG|4TBNT|58DUR|6MBVNT|7RCR|8BPWR|9AART|aTLV
163	22363 51216	7	   	253.47	DCR|2VULN|3DMG|1TLV|2LIT|1AART	1BELT|29VULN|3AART|49LIT|5TLV|6RCR|7LWND|89aDMG|9BPWR
164	22363 52216	7	   	253.47	DCR|2VULN|3DMG|1TLV|2LIT|1AART	1BELT|29VULN|3AART|49LIT|5TLV|6RCR|7LHND|89aDMG|9BPWR
165	12115 36112	4	   	253.44	DCR|3VULN|3DMG|1TLV	1aDMSP|2TLV|369VULN|456DMG|6BPWR|7RCR|8DUST
166	12115 36114	4	   	253.44	DCR|3VULN|3DMG|1TLV	1DMSP|2TLV|369VULN|456DMG|6BPWR|7RCR|8DUST|aBEXP
167	12115 36115	4	   	253.44	DCR|3VULN|3DMG|1TLV	1DMSP|2TLV|369VULN|456DMG|6BPWR|7RCR|8DUST|aRCVC
168	12115 36513	4	   	253.44	DCR|3VULN|3DMG|1TLV	1DMSP|2TLV|369VULN|456DMG|6BPWR|7RCR|8FEWX|aBBNT
169	12155 36112	3	   	253.44	DCR|3VULN|3DMG|1TLV	1aDMSP|2TLV|369VULN|456DMG|6BPWR|7RCR|8DUST
170	12435 36112	3	   	253.44	DCR|3VULN|3DMG|1TLV	1aDMSP|2TLV|356DMG|469VULN|6BPWR|7RCR|8DUST
171	12115 36113	4	   	253.34	DCR|3VULN|3DMG|1TLV	1DMSP|2TLV|369VULN|456DMG|6BPWR|7RCR|8DUST|aBBNT
172	12155 36113	3	   	253.34	DCR|3VULN|3DMG|1TLV	1DMSP|2TLV|369VULN|456DMG|6BPWR|7RCR|8DUST|aBBNT
173	12435 36113	3	   	253.34	DCR|3VULN|3DMG|1TLV	1DMSP|2TLV|356DMG|469VULN|6BPWR|7RCR|8DUST|aBBNT
174	22126 31435	7	   	253.34	DCR|3VULN|3DMG|3CDMG	1BELT|247VULN|34DUST|47BPWR|579DMG|678CDMG|aRCR
175	63212 42632	2	   	253.32	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	1CGEN|24VULN|34aDUR|4BPWR|5CDMG|6DMG|7MLV|8TLV|9RCR
176	12115 36152	4	   	253.31	DCR|2VULN|3DMG|1TLV|1DUR	1DMSP|2TLV|36VULN|456DMG|6BPWR|7RCR|8DUST|9ASPD|aDUR
177	22344 31353	2	   	253.30	DCR|3VULN|2DUR|1DMG|2CDMG	1BELT|278VULN|38DUR|4RMIN|58CDMG|6RCR|8BPWR|9DMG|aASPD
178	12413 16122	10	   	253.28	DCR|2VULN|3DMG|2TLV|1DUR	1DMSP|28TLV|38aDMG|4DUR|5LWND|68VULN|7RCR|8BPWR|9BEXP
179	12413 16126	9	   	253.28	DCR|2VULN|3DMG|2TLV|1DUR	1DMSP|28TLV|38aDMG|4DUR|5LWND|68VULN|7RCR|8BPWR|9BEXP
180	12413 16142	10	   	253.28	DCR|2VULN|3DMG|2TLV|1DUR	1DMSP|28TLV|38aDMG|4DUR|5LWND|68VULN|7RCR|8BPWR|9FEWX
181	12414 16122	10	   	253.28	DCR|2VULN|3DMG|2TLV|1DUR	1DMSP|28TLV|38aDMG|4DUR|5LHND|68VULN|7RCR|8BPWR|9BEXP
182	22353 12463	6	   	253.25	DCR|3VULN|3DMG|2ASPD|1AART	15BELT|24aVULN|3AART|6RCR|79aDMG|8aASPD|aBPWR
183	12413 13182	10	   	253.18	DCR|2VULN|3DMG|2TLV|1DUR	1DMSP|28TLV|38aDMG|4DUR|5LWND|68VULN|7MBVNT|8BPWR|9RCR
184	12413 13187	9	   	253.18	DCR|2VULN|3DMG|2TLV|1DUR	1DMSP|28TLV|38aDMG|4DUR|5LWND|68VULN|7MBVNT|8BPWR|9RCR
185	12413 13257	7	   	253.18	DCR|2VULN|3DMG|2TLV|1DUR	1DMSP|29TLV|39aDMG|4DUR|5LWND|69VULN|7MBVNT|8RCR|9BPWR
186	12413 13457	8	   	253.18	DCR|2VULN|3DMG|2TLV|1DUR	1DMSP|29TLV|39aDMG|4DUR|5LWND|69VULN|7MBVNT|8RCR|9BPWR
187	12413 16116	9	   	253.18	DCR|2VULN|3DMG|2TLV|1DUR	1DMSP|28TLV|38aDMG|4DUR|5LWND|68VULN|7RCR|8BPWR|9DUST
188	12414 13182	10	   	253.18	DCR|2VULN|3DMG|2TLV|1DUR	1DMSP|28TLV|38aDMG|4DUR|5LHND|68VULN|7MBVNT|8BPWR|9RCR
189	31313 35642	8	   	253.15	DCR|3VULN|3DMG|2ASPD|1AART	1LEGI|2AART|389DMG|4FEWX|58ASPD|6RCR|78aVULN|8BPWR
190	12143 31366	7	   	253.07	DCR|3VULN|2TLV|1DUR|2LIT|1CDMG	1DMSP|26TLV|357VULN|45LIT|5BPWR|8RCR|9CDMG|aDUR
191	12143 32366	6	   	253.07	DCR|3VULN|2TLV|1DUR|2LIT|1CDMG	1DMSP|26TLV|357VULN|45LIT|5BPWR|8RCR|9CDMG|aDUR
192	12115 62334	3	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	1DMSP|27TLV|37aVULN|4CDMG|5MLV|67DUR|7BPWR|8LHND|9RCR
193	32425 32111	9	   	252.90	DCR|4VULN|3DUR|1CDMG	1LEGI|269aVULN|3CDMG|4aLWND|56aDUR|6aBPWR|7RMIN|8RCR
194	22633 22463	7	   	252.84	DCR|3VULN|3TLV|2CDMG|1DUR	1BELT|27aVULN|39aTLV|4DUR|5LIT|6aCDMG|8RCR|aBPWR
195	22452 23511	4	   	252.80	DCR|4VULN|2DMG|2CDMG	1aBELT|2479VULN|39CDMG|5RCVC|69DMG|8RCR|9BPWR
196	22515 33511	6	   	252.80	DCR|4VULN|2DMG|2CDMG	13aBELT|2479VULN|59DMG|69CDMG|8RCR|9BPWR
197	22422 31345	3	   	252.71	DCR|3VULN|3DUR|3CDMG	1BELT|28aVULN|38aCDMG|4ZMB|5RMIN|6ASPD|78aDUR|8aBPWR|9RCR
198	22622 31345	2	   	252.71	DCR|3VULN|3DUR|3CDMG	1BELT|28aVULN|38aCDMG|4ZMB|5RMIN|6ASPD|78aDUR|8aBPWR|9RCR
199	32515 11432	3	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	1LEGI|247VULN|34TLV|4BPWR|5aDUR|6CDMG|8CGEN|9RCR
200	32512 11432	3	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	1LEGI|247VULN|34TLV|4BPWR|5CDMG|6aDUR|8CGEN|9RCR
201	22126 31336	9	   	252.70	DCR|4VULN|2DMG|2CDMG	1BELT|2479VULN|34DUST|47BPWR|57DMG|67CDMG|8BEXP|aRCR
202	22452 23513	4	   	252.70	DCR|4VULN|2DMG|2CDMG	1BELT|2479VULN|39CDMG|5RCVC|69DMG|8RCR|9BPWR|aERES
203	22515 33513	6	   	252.70	DCR|4VULN|2DMG|2CDMG	13BELT|2479VULN|59DMG|69CDMG|8RCR|9BPWR|aERES
204	22126 23462	9	   	252.65	DCR|3VULN|2DMG|1TLV|2LIT	1BELT|24aVULN|34aDUST|4aBPWR|58DMG|6TLV|7aLIT|9RCR
205	22316 32441	2	   	252.61	DCR|3VULN|3DUR|1TLV	1BELT|246VULN|347DUR|4BPWR|5ASPD|8TLV|9RCR|aLHND
206	22316 32442	2	   	252.61	DCR|3VULN|3DUR|1TLV	1BELT|246VULN|347DUR|4BPWR|5ASPD|8TLV|9RCR|aCGEN
207	22316 32443	2	   	252.61	DCR|3VULN|3DUR|1TLV	1BELT|246VULN|347DUR|4BPWR|5ASPD|8TLV|9RCR|aRCVC
208	22136 31345	2	   	252.61	DCR|3VULN|3DUR|3CDMG|1NUKE	1BELT|28aVULN|3NUKE|48aCDMG|5ZMB|6ASPD|78aDUR|8aBPWR|9RCR
209	54621 21133	8	   	252.60	DCR|4VULN|3DUR|1CDMG	168DUST|2678VULN|345DUR|68BPWR|9CDMG|aRCR
210	22632 11231	9	   	252.55	DCR|2VULN|2DUR|1TLV|3CDMG|1DMG	1BELT|27VULN|3TLV|47DUR|578CDMG|6RCVC|7BPWR|9RCR|aDMG
211	22632 11235	10	   	252.55	DCR|2VULN|2DUR|1TLV|3CDMG|1DMG	1BELT|27VULN|3TLV|47DUR|578CDMG|6RCVC|7BPWR|9RCR|aDMG
212	22351 14212	9	 * 	252.54	DCR|4VULN|3LIT|1DMG|2AART	1BELT|2489VULN|35AART|6RCR|789LIT|89BPWR|aDMG
213	12521 15363	2	   	252.53	DCR|4VULN|2TLV|2LIT	1DMSP|28TLV|3DUST|458aVULN|68LIT|7RCR|8BPWR|9ASPD
214	12122 16443	10	   	252.48	DCR|3VULN|3DUR|2TLV	1DMSP|29TLV|369VULN|469DUR|5RCVC|69BPWR|7LEGI|8RPLT|aRCR
215	12123 16443	10	   	252.48	DCR|3VULN|3DUR|2TLV	15DMSP|29TLV|369VULN|469DUR|69BPWR|7LEGI|8RPLT|aRCR
216	12121 22551	4	   	252.38	DCR|3VULN|3DUR|2TLV	1DMSP|29TLV|359VULN|479DUR|6TBNT|8RCR|9BPWR|aBELT
217	12121 22553	4	   	252.38	DCR|3VULN|3DUR|2TLV	1DMSP|29TLV|359VULN|479DUR|6TBNT|8RCR|9BPWR|aRMIN
218	12121 22554	4	   	252.38	DCR|3VULN|3DUR|2TLV	1DMSP|29TLV|359VULN|479DUR|6TBNT|8RCR|9BPWR|aLWND
219	12125 22551	3	   	252.38	DCR|3VULN|3DUR|2TLV	1DMSP|29TLV|349VULN|579DUR|6TBNT|8RCR|9BPWR|aBELT
220	12125 22553	3	   	252.38	DCR|3VULN|3DUR|2TLV	1DMSP|29TLV|349VULN|579DUR|6TBNT|8RCR|9BPWR|aRMIN
221	12521 22551	3	   	252.38	DCR|3VULN|3DUR|2TLV	1DMSP|29TLV|379DUR|459VULN|6TBNT|8RCR|9BPWR|aBELT
222	12521 22553	3	   	252.38	DCR|3VULN|3DUR|2TLV	1DMSP|29TLV|379DUR|459VULN|6TBNT|8RCR|9BPWR|aRMIN
223	33431 63134	6	   	252.38	DCR|3VULN|3DUR|3TLV	1LEGI|2BELT|357TLV|457DUR|57BPWR|67aVULN|8FEWX|9RCR
224	12413 16125	10	 * 	252.31	DCR|2VULN|2DMG|3TLV|2DUR	1DMSP|28aTLV|38DMG|4aDUR|5LWND|68VULN|7RCR|8aBPWR|9aBEXP
225	12513 16125	10	   	252.31	DCR|2VULN|2DMG|3TLV|2DUR	1DMSP|28aTLV|38DUR|4aDMG|5LWND|68VULN|7RCR|8aBPWR|9aBEXP
226	12121 22555	4	   	252.28	DCR|3VULN|3DUR|3TLV	1DMSP|29aTLV|359VULN|479DUR|6TBNT|8RCR|9BPWR
227	12121 22556	4	   	252.28	DCR|3VULN|3DUR|2TLV	1DMSP|29TLV|359VULN|479DUR|6TBNT|8RCR|9BPWR|aDUST
228	22633 61161	9	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	1BELT|2aVULN|3TLV|48DUR|5LIT|67DMG|9RCR
229	22344 31325	2	 * 	252.22	DCR|4VULN|2DUR|3CDMG	1BELT|278aVULN|38DUR|4RMIN|58aCDMG|6RCR|8aBPWR|9aLWND
230	12121 31225	10	   	252.21	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|2aTLV|3aVULN|49DUR|5CGEN|6aDMG|7RCR|8RCVC|aBPWR
231	12121 31325	10	   	252.21	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|2aTLV|3aVULN|49DUR|58CGEN|6aDMG|7RCR|aBPWR
232	12121 31435	10	   	252.21	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|2aTLV|3aVULN|48DUR|5CGEN|6aDMG|7RCR|9RCVC|aBPWR
233	12411 16125	10	   	252.21	DCR|2VULN|2DMG|3TLV|2DUR	1DMSP|28aTLV|38DMG|4aDUR|5DUST|68VULN|7RCR|8aBPWR|9aBEXP
234	12413 16126	10	   	252.21	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|28TLV|38DMG|4aDUR|5LWND|68VULN|7RCR|8BPWR|9BEXP
235	12111 66125	10	   	252.21	DCR|2VULN|2DMG|3TLV|2DUR	1DMSP|28aTLV|38VULN|4aDMG|5DUST|68DUR|7RCR|8aBPWR|9aBEXP
236	12511 16125	10	   	252.21	DCR|2VULN|2DMG|3TLV|2DUR	1DMSP|28aTLV|38DUR|4aDMG|5DUST|68VULN|7RCR|8aBPWR|9aBEXP
237	12513 16122	10	   	252.21	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|28TLV|38DUR|4aDMG|5LWND|68VULN|7RCR|8BPWR|9BEXP
238	12513 16126	9	   	252.21	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|28TLV|38DUR|4aDMG|5LWND|68VULN|7RCR|8BPWR|9BEXP
239	12513 16142	10	   	252.21	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|28TLV|38DUR|4aDMG|5LWND|68VULN|7RCR|8BPWR|9FEWX
240	12514 16122	10	   	252.21	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|28TLV|38DUR|4aDMG|5LHND|68VULN|7RCR|8BPWR|9BEXP
241	12411 16123	10	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|28TLV|38DMG|4aDUR|5DUST|68VULN|7RCR|8BPWR|9BEXP
242	12413 16113	10	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|28TLV|38DMG|4aDUR|5LWND|68VULN|7RCR|8BPWR|9DUST
243	12413 16115	10	   	252.11	DCR|2VULN|2DMG|3TLV|2DUR	1DMSP|28aTLV|38DMG|4aDUR|5LWND|68VULN|7RCR|8aBPWR|9aDUST
244	12414 16113	10	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|28TLV|38DMG|4aDUR|5LHND|68VULN|7RCR|8BPWR|9DUST
245	12121 31625	10	   	252.11	DCR|2VULN|2DMG|3TLV|2DUR	1DMSP|28aTLV|3aVULN|49DUR|5CGEN|6aDMG|7RCR|aBPWR
246	12413 13187	10	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|28TLV|38DMG|4aDUR|5LWND|68VULN|7MBVNT|8BPWR|9RCR
247	12413 13476	10	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|2aTLV|3aDMG|49DUR|5LWND|6aVULN|7MBVNT|8RCR|aBPWR
248	12513 13182	10	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|28TLV|38DUR|4aDMG|5LWND|68VULN|7MBVNT|8BPWR|9RCR
249	12513 13187	9	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|28TLV|38DUR|4aDMG|5LWND|68VULN|7MBVNT|8BPWR|9RCR
250	12513 13257	7	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|29TLV|39DUR|4aDMG|5LWND|69VULN|7MBVNT|8RCR|9BPWR
251	12513 13457	8	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|29TLV|39DUR|4aDMG|5LWND|69VULN|7MBVNT|8RCR|9BPWR
252	12513 16115	10	   	252.11	DCR|2VULN|2DMG|3TLV|2DUR	1DMSP|28aTLV|38DUR|4aDMG|5LWND|68VULN|7RCR|8aBPWR|9aDUST
253	12513 16116	9	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|28TLV|38DUR|4aDMG|5LWND|68VULN|7RCR|8BPWR|9DUST
254	12514 13182	10	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1DMSP|28TLV|38DUR|4aDMG|5LHND|68VULN|7MBVNT|8BPWR|9RCR
255	22144 31315	3	   	252.02	DCR|4VULN|2DUR|3CDMG	1BELT|278aVULN|38DUST|4RMIN|58aCDMG|6RCR|8aBPWR|9aDUR
256	22244 31315	2	   	252.02	DCR|4VULN|2DUR|3CDMG	1BELT|278aVULN|38DUST|4RMIN|58aCDMG|6RCR|8aBPWR|9aDUR
257	63211 33341	2	   	252.02	DCR|4VULN|2DUR|1TLV	1CGEN|2457VULN|34DUR|4BPWR|6LHND|8MBVNT|9TLV|aRCR
258	32122 32111	9	   	251.92	DCR|4VULN|2DUR|3CDMG	1LEGI|269aVULN|3DUST|4aDUR|56aCDMG|6aBPWR|7RMIN|8RCR
259	23135 43423	2	 * 	251.81	DCR|3VULN|3DUR|3LIT|1CDMG	1BELT|24aLIT|34aDUR|4aBPWR|5CDMG|6CGEN|79aVULN|8RCR
260	23235 43423	3	   	251.81	DCR|3VULN|3DUR|3LIT|1CDMG	1BELT|24aLIT|34aDUR|4aBPWR|5CDMG|6CGEN|79aVULN|8RCR
261	22123 25453	10	   	251.31	DCR|3VULN|1TLV|2CDMG|1DUR|2LIT	1BELT|247VULN|34DUST|47BPWR|57LIT|67CDMG|8DUR|9RCR|aTLV
262	12413 16124	10	   	251.28	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DMSP|28TLV|38DMG|4DUR|5LWND|68VULN|7RCR|8BPWR|9BEXP|aCDMG
263	12413 16132	10	   	251.28	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DMSP|28TLV|38DMG|4DUR|5LWND|68VULN|7RCR|8BPWR|9CDMG|aZMB
264	12413 16133	9	   	251.28	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DMSP|28TLV|38DMG|4DUR|5LWND|68VULN|7RCR|8BPWR|9CDMG|aRMIN
265	12413 16135	10	   	251.28	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DMSP|28TLV|38DMG|4DUR|5LWND|68VULN|7RCR|8BPWR|9CDMG|aCGEN
266	12413 16136	10	   	251.28	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DMSP|28TLV|38DMG|4DUR|5LWND|68VULN|7RCR|8BPWR|9CDMG|aLHND
267	12414 16132	10	   	251.28	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DMSP|28TLV|38DMG|4DUR|5LHND|68VULN|7RCR|8BPWR|9CDMG|aZMB
268	12414 16133	9	   	251.28	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DMSP|28TLV|38DMG|4DUR|5LHND|68VULN|7RCR|8BPWR|9CDMG|aRMIN
