0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32334 11156	2	 * 	284.02	DCR|5VULN|2TLV|1DMG|1DUR	1RPLT|2DMG|35TLV|4589aVULN|5BPWR|6RCR|7DUR
162	32334 11142	2	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1RPLT|2DMG|35TLV|458VULN|5BPWR|6RCR|79DUR|aDMSP
163	32334 11143	2	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1RPLT|2DMG|35TLV|458VULN|5BPWR|6RCR|79DUR|aBEXP
164	32334 11144	2	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1RPLT|2DMG|35TLV|458VULN|5BPWR|6RCR|79DUR|aLHND
165	32334 11145	2	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1RPLT|2DMG|35TLV|458VULN|5BPWR|6RCR|79DUR|aRCVC
166	32334 11333	2	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1RPLT|2DMG|35TLV|459VULN|5BPWR|6RCR|7aDUR|8BELT
167	32334 31151	2	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1RPLT|2DMG|35TLV|458VULN|5BPWR|6LWND|79DUR|aRCR
168	32334 51141	2	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1RPLT|2DMG|35TLV|458VULN|5BPWR|6BEXP|79DUR|aRCR
169	33121 12632	6	   	259.22	DCR|3VULN|2TLV|2DUR|1DMG	1RPLT|28aVULN|3DMG|4aDUR|5BEXP|6RCR|7DUST|9aTLV|aBPWR
170	32335 11146	2	   	259.12	DCR|3VULN|2TLV|2DUR|1DMG	1RPLT|2DMG|35TLV|48aVULN|6RCR|79DUR
171	32334 13152	2	   	259.09	DCR|4VULN|2TLV|1DMG|1AART	1RPLT|2DMG|35TLV|4589VULN|5BPWR|6RCR|7LWND|aAART
172	32334 15152	2	   	259.09	DCR|4VULN|2TLV|1DMG|1AART	1RPLT|2DMG|35TLV|4589VULN|5BPWR|6RCR|7LHND|aAART
173	31114 15162	4	   	258.94	DCR|4VULN|2DMG|1TLV	1RPLT|28CGEN|35DMG|457aVULN|5BPWR|6RCR|9TLV
174	31134 15162	3	   	258.94	DCR|4VULN|2DMG|1TLV	1RPLT|28CGEN|35DMG|457aVULN|5BPWR|6RCR|9TLV
175	32634 13116	1	   	258.94	DCR|4VULN|2DMG|1TLV	1RPLT|2TLV|35DMG|458aVULN|5BPWR|6RCR|7LWND|9BELT
176	32634 13151	1	   	258.94	DCR|4VULN|2DMG|1TLV	1RPLT|2TLV|35DMG|4589VULN|5BPWR|6RCR|7LWND|aRMIN
177	32634 13163	1	   	258.94	DCR|4VULN|2DMG|1TLV	1RPLT|2TLV|35DMG|458aVULN|5BPWR|6RCR|7LWND|9LHND
178	32125 13156	4	   	258.84	DCR|4VULN|2DMG|1TLV	1RPLT|23DMG|489aVULN|5TLV|6RCR|7LWND
179	32634 13153	1	   	258.84	DCR|4VULN|2DMG|1TLV	1RPLT|2TLV|35DMG|4589VULN|5BPWR|6RCR|7LWND|aERES
180	63221 32632	9	   	258.70	DCR|4VULN|2DMG|1TLV|1SELL	1SELL|248aVULN|3DLOT|58DMG|6RCR|78LWND|8BPWR|9TLV
181	63221 32633	10	   	258.70	DCR|4VULN|2DMG|1TLV|1SELL	1SELL|248aVULN|3DLOT|58DMG|6RCR|78LWND|8BPWR|9TLV
182	33133 15531	5	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|257VULN|3DMG|4ASPD|6RCR|8CDMG|9TLV|aDUR
183	33133 11136	5	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|258VULN|3DMG|4ASPD|6RCR|7DUR|9TLV|aCDMG
184	33133 15636	5	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|257VULN|3DMG|4ASPD|6RCR|8DUR|9TLV|aCDMG
185	33133 21535	7	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|259VULN|3DMG|4ASPD|6DUR|7CDMG|8RCR|aTLV
186	33133 24136	7	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|258VULN|3DMG|4ASPD|6DUR|7RCR|9TLV|aCDMG
187	33133 24356	8	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1RPLT|259VULN|3DMG|4ASPD|6DUR|7RCR|8TLV|aCDMG
188	32334 12233	2	   	258.18	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|35TLV|459VULN|5BPWR|6RCR|7CDMG|8TBNT|aDUR
189	32334 21233	2	   	258.18	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|35TLV|459VULN|5BPWR|6CDMG|7RCR|8TBNT|aDUR
190	32334 11123	2	   	258.18	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|35TLV|458VULN|5BPWR|6RCR|7DUR|9BBNT|aCDMG
191	32334 11133	2	   	258.18	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1RPLT|2DMG|35TLV|458VULN|5BPWR|6RCR|7DUR|9TBNT|aCDMG
192	53325 42221	10	 * 	258.13	DCR|3VULN|3DMG|2DUR|1SELL	1RMIN|24aDMG|34DUR|4aBPWR|58aVULN|6SELL|7RCR|9aMLV
193	32535 21331	2	   	258.07	DCR|3DMG|1VULN|2TLV|2DUR|2CDMG	1RPLT|248DMG|34DUR|48BPWR|58TLV|68CDMG|7RCR|9VULN|aBELT
194	32535 21332	2	   	258.07	DCR|3DMG|1VULN|2TLV|2DUR|2CDMG	1RPLT|248DMG|34DUR|48BPWR|58TLV|68CDMG|7RCR|9VULN|aLWND
195	32535 21334	2	   	258.07	DCR|3DMG|1VULN|2TLV|2DUR|2CDMG	1RPLT|248DMG|34DUR|48BPWR|58TLV|68CDMG|7RCR|9VULN|aBEXP
196	32111 21311	5	   	257.97	DCR|3DMG|1VULN|2TLV|2DUR|2CDMG	1RPLT|238DMG|49DUR|58TLV|68CDMG|7RCR|8BPWR|aVULN
197	32115 21311	4	   	257.97	DCR|3DMG|1VULN|2TLV|2DUR|2CDMG	1RPLT|238DMG|49DUR|58TLV|68CDMG|7RCR|8BPWR|aVULN
198	32535 21333	2	 * 	257.97	DCR|3DMG|1VULN|3TLV|2DUR|2CDMG	1RPLT|248DMG|34DUR|48BPWR|58aTLV|68CDMG|7RCR|9VULN
199	32535 21336	2	   	257.97	DCR|3DMG|1VULN|2TLV|2DUR|2CDMG	1RPLT|248DMG|34DUR|48BPWR|58TLV|68CDMG|7RCR|9VULN|aDUST
200	33364 42341	5	   	257.95	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1CDMG	1RPLT|27VULN|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8TLV|9CDMG|aDUR
201	33364 42373	5	   	257.95	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1CDMG	1RPLT|27VULN|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8TLV|9DUR|aCDMG
202	33166 11332	3	   	257.95	DCR|3VULN|2DMG|1TLV|2CDMG	1RPLT|258VULN|38DMG|48CDMG|6RMIN|7RCR|8BPWR|9TLV|aDMSP
203	33166 11333	3	   	257.95	DCR|3VULN|2DMG|1TLV|2CDMG	1RPLT|258VULN|38DMG|48CDMG|6RMIN|7RCR|8BPWR|9TLV|aBEXP
204	33166 11335	3	   	257.95	DCR|3VULN|2DMG|1TLV|2CDMG	1RPLT|258VULN|38DMG|48CDMG|6RMIN|7RCR|8BPWR|9TLV|aLHND
205	33133 11156	5	   	257.95	DCR|5VULN|1DMG|1DUR	1RPLT|2589aVULN|3DMG|4ASPD|6RCR|7DUR
206	33133 24156	7	   	257.95	DCR|5VULN|1DMG|1DUR	1RPLT|2589aVULN|3DMG|4ASPD|6DUR|7RCR
207	32634 12336	1	   	257.85	DCR|3VULN|2DMG|1TLV|2CDMG	1RPLT|2TLV|35DMG|459VULN|5BPWR|6RCR|7aCDMG|8LWND
208	32634 21336	1	   	257.85	DCR|3VULN|2DMG|1TLV|2CDMG	1RPLT|2TLV|35DMG|459VULN|5BPWR|6aCDMG|7RCR|8LWND
209	33166 11334	3	   	257.85	DCR|3VULN|2DMG|1TLV|2CDMG	1RPLT|258VULN|38DMG|48CDMG|6RMIN|7RCR|8BPWR|9TLV|aTBNT
210	33166 11336	3	   	257.85	DCR|3VULN|2DMG|1TLV|2CDMG	1RPLT|258VULN|38DMG|48CDMG|6RMIN|7RCR|8BPWR|9TLV|aERES
211	32435 12331	2	   	257.82	DCR|2VULN|2DMG|1TLV|2CDMG|1DUR	1RPLT|28DMG|3ASPD|48VULN|5RCVC|6RCR|78CDMG|8BPWR|9TLV|aDUR
212	32535 22511	2	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1RPLT|24DMG|34DUR|4BPWR|5TLV|6CDMG|7aVULN|8RCR|9BEXP
213	32535 22533	2	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1aRPLT|24DMG|34DUR|4BPWR|5TLV|6CDMG|79VULN|8RCR
214	33122 33633	4	   	257.66	DCR|3VULN|2DMG|2CDMG|1DUR|1AART	1RPLT|28aVULN|3aDMG|4DUR|5AART|6LWND|7aCDMG|9RCR|aBPWR
215	33122 34333	4	   	257.66	DCR|3VULN|2DMG|2CDMG|1DUR|1AART	1RPLT|27aVULN|3aDMG|4DUR|5AART|6LWND|8aCDMG|9RCR|aBPWR
216	32535 22532	2	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1RPLT|24DMG|34DUR|4BPWR|5TLV|6CDMG|79VULN|8RCR|aBBNT
217	32535 23531	2	   	257.58	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1RPLT|24DMG|34DUR|4BPWR|5TLV|6CDMG|7DUST|8RCR|9aVULN
218	33364 42216	5	   	257.38	DCR|3VULN|2DMG|2DUR|2LIT	1RPLT|279VULN|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8aDUR
219	41123 24313	5	   	257.37	ACR|3VULN|3DMG|3DUR|1AART	19aDUR|2RCR|39aVULN|4LWND|5DMSP|6AART|7ASPD|89aDMG|9aBPWR
220	41124 24313	3	   	257.37	ACR|3VULN|3DMG|3DUR|1AART	19aDUR|2RCR|39aVULN|45LWND|6AART|7ASPD|89aDMG|9aBPWR
221	41124 24313	4	   	257.37	ACR|3VULN|3DMG|3DUR|1AART	19aDUR|2RCR|39aVULN|45LWND|6AART|7ASPD|89aDMG|9aBPWR
222	31236 32534	3	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	1RPLT|24CGEN|346DUR|46BPWR|56DMG|7TLV|8aVULN|9RCR
223	42521 26332	1	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	148DUR|24LHND|3BBNT|48BPWR|58DMG|68VULN|7DMSP|9RCR|aTLV
224	42521 26332	2	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	148DUR|24LHND|3BBNT|48BPWR|58DMG|68VULN|7DMSP|9RCR|aTLV
225	42521 11332	1	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	148DUR|24LHND|3BBNT|48BPWR|58DMG|6RCVC|78VULN|9RCR|aTLV
226	42521 11332	2	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	148DUR|24LHND|3BBNT|48BPWR|58DMG|6RCVC|78VULN|9RCR|aTLV
227	44521 11332	1	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	148DUR|24LWND|3BBNT|48BPWR|58DMG|6RCVC|78VULN|9RCR|aTLV
228	25133 32534	4	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1CGEN|2RPLT|36DMG|456DUR|6BPWR|7TLV|8aVULN|9RCR
229	31133 32534	4	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1RPLT|2CGEN|36DMG|456DUR|6BPWR|7TLV|8aVULN|9RCR
230	31226 32534	4	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1RPLT|2CGEN|346DUR|56DMG|6BPWR|7TLV|8aVULN|9RCR
231	53324 33235	9	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1RMIN|24DMG|34aDUR|4BPWR|5TLV|67VULN|8FEWX|9RCR
232	33432 61336	4	   	257.18	DCR|3VULN|2DUR|1TLV|3CDMG	1RPLT|28aVULN|3RCVC|48DUR|568CDMG|7RCR|8BPWR|9TLV
233	33622 61336	4	   	257.18	DCR|3VULN|2DUR|1TLV|3CDMG	1RPLT|28aVULN|38DUR|4RCVC|568CDMG|7RCR|8BPWR|9TLV
234	32533 12534	2	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	1RPLT|24DMG|345DUR|4BPWR|6ERES|7TLV|8aVULN|9RCR
235	33133 12332	5	   	256.52	DCR|3VULN|1TLV|1DMG|2CDMG|2ASPD	1RPLT|258VULN|3DMG|48ASPD|6RCR|78CDMG|8BPWR|9TLV|aDMSP
236	33133 12333	5	   	256.52	DCR|3VULN|1TLV|1DMG|2CDMG|2ASPD	1RPLT|258VULN|3DMG|48ASPD|6RCR|78CDMG|8BPWR|9TLV|aBEXP
237	33133 12335	5	   	256.52	DCR|3VULN|1TLV|1DMG|2CDMG|2ASPD	1RPLT|258VULN|3DMG|48ASPD|6RCR|78CDMG|8BPWR|9TLV|aLHND
238	33364 42217	5	   	256.44	DCR|3VULN|2DMG|1DUR|2LIT|1CDMG	1RPLT|279VULN|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8DUR|aCDMG
239	33133 12334	5	   	256.42	DCR|3VULN|1TLV|1DMG|2CDMG|2ASPD	1RPLT|258VULN|3DMG|48ASPD|6RCR|78CDMG|8BPWR|9TLV|aTBNT
240	33133 12336	5	   	256.42	DCR|3VULN|1TLV|1DMG|2CDMG|2ASPD	1RPLT|258VULN|3DMG|48ASPD|6RCR|78CDMG|8BPWR|9TLV|aERES
241	33133 21555	7	   	256.31	DCR|3VULN|2DMG|2CDMG|1DUR	1RPLT|25aVULN|3aDMG|4ASPD|6DUR|7aCDMG|8RCR|9BELT|aBPWR
242	32334 15513	2	   	255.83	DCR|3VULN|2DMG|2TLV|1AART	1RPLT|29DMG|35TLV|459VULN|59BPWR|6RCR|79LHND|8AART|aBELT
243	33522 13254	9	   	255.73	DCR|3VULN|2DMG|2TLV|1AART	1RPLT|249VULN|3BELT|49BPWR|5AART|6LWND|79TLV|89DMG|aRCR
244	53325 31831	9	   	255.65	DCR|3VULN|3DUR|2DMG	1RMIN|24DMG|348DUR|4BPWR|57aVULN|6MBVNT|9RCR
245	33134 12313	5	 * 	255.50	DCR|2VULN|1TLV|3ASPD|1DMG|2CDMG|1DUR	1RPLT|28VULN|3DMG|458ASPD|6RCR|78CDMG|8BPWR|9DUR|aTLV
246	41153 36331	3	 * 	254.99	ACR|4VULN|3DUR|2TLV|1CDMG	147DUR|2RCR|3489VULN|47BPWR|57TLV|67CGEN|aCDMG
247	24422 32262	8	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1CGEN|2CDMG|348aVULN|5DMG|6FEWX|7RCR|9TLV
248	24422 22252	8	   	254.61	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	1CGEN|2CDMG|348aVULN|5DMG|6DUR|7RCR|9AART
249	33122 13325	6	   	254.61	DCR|3VULN|3DUR|1DMG|2ASPD	1RPLT|27aVULN|3DMG|47aDUR|578LWND|6RCR|7aBPWR|9aASPD
250	32334 16326	2	   	254.28	DCR|3VULN|2DMG|2TLV	1RPLT|28DMG|35TLV|45aVULN|5BPWR|6RCR|7RMIN|9ASPD
251	33121 36322	8	   	254.24	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|278VULN|37DMG|4DUR|5BEXP|67FEWX|7BPWR|9RCR|aTLV
252	33133 11146	5	   	254.19	DCR|4VULN|2DUR|1DMG	1RPLT|258aVULN|3DMG|4ASPD|6RCR|79DUR
253	33133 24146	7	   	254.19	DCR|4VULN|2DUR|1DMG	1RPLT|258aVULN|3DMG|4ASPD|69DUR|7RCR
254	53114 41313	3	   	254.14	DCR|3VULN|2DMG|3CDMG|1DUR	1RMIN|28DMG|358VULN|458CDMG|58BPWR|6RPLT|7RCR|9RCVC|aDUR
255	53114 41323	3	   	254.14	DCR|3VULN|2DMG|3CDMG|1DUR	1RMIN|28DMG|358VULN|458CDMG|58BPWR|6RPLT|7RCR|9DUR|aZMB
256	25114 11163	4	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1CGEN|2RPLT|35DMG|458VULN|5BPWR|6RCR|7DUR|9TLV|aMLV
257	25134 11163	3	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1CGEN|2RPLT|35DMG|458VULN|5BPWR|6RCR|7DUR|9TLV|aMLV
258	31114 11163	4	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2CGEN|35DMG|458VULN|5BPWR|6RCR|7DUR|9TLV|aMLV
259	31114 11165	4	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2CGEN|35DMG|458VULN|5BPWR|6RCR|7DUR|9TLV|aLHND
260	31134 11163	3	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2CGEN|35DMG|458VULN|5BPWR|6RCR|7DUR|9TLV|aMLV
261	31134 11165	3	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2CGEN|35DMG|458VULN|5BPWR|6RCR|7DUR|9TLV|aLHND
262	31634 11163	2	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2CGEN|35DMG|458VULN|5BPWR|6RCR|7DUR|9TLV|aMLV
263	32634 13113	1	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|35DMG|458VULN|5BPWR|6RCR|7LWND|9BELT|aDUR
264	32634 13141	1	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|35DMG|458VULN|5BPWR|6RCR|7LWND|9DUR|aLHND
265	32634 13142	1	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|35DMG|458VULN|5BPWR|6RCR|7aLWND|9DUR
266	32634 15113	1	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|35DMG|458VULN|5BPWR|6RCR|7LHND|9BELT|aDUR
267	32634 31131	1	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|35DMG|458VULN|5BPWR|69LWND|7DUR|aRCR
268	32634 31141	1	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|35DMG|458VULN|5BPWR|6LWND|7DUR|9RCVC|aRCR
269	35134 11163	3	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2aMLV|35DMG|458VULN|5BPWR|6RCR|7DUR|9TLV
270	32125 11116	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|23DMG|48aVULN|5TLV|6RCR|7DUR|9BELT
271	32125 11151	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|23DMG|489VULN|5TLV|6RCR|7DUR|aRMIN
272	32125 11152	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|23DMG|489VULN|5TLV|6RCR|7DUR|aDMSP
273	32125 11153	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|23DMG|489VULN|5TLV|6RCR|7DUR|aBEXP
274	32125 11154	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|23DMG|489VULN|5TLV|6RCR|7DUR|aLHND
275	32125 11155	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|23DMG|489VULN|5TLV|6RCR|7DUR|aRCVC
276	32125 11336	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|23DMG|49aVULN|5TLV|6RCR|7DUR|8BELT
277	32125 13143	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|23DMG|48aVULN|5TLV|6RCR|7LWND|9DUR
278	32125 15143	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|23DMG|48aVULN|5TLV|6RCR|7LHND|9DUR
279	32125 51151	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|23DMG|489VULN|5TLV|6BEXP|7DUR|aRCR
280	53114 41321	3	   	254.04	DCR|3VULN|2DMG|3CDMG|1DUR	1RMIN|28DMG|358VULN|458CDMG|58BPWR|6RPLT|7RCR|9DUR|aERES
281	53114 41322	3	   	254.04	DCR|3VULN|2DMG|3CDMG|1DUR	1RMIN|28DMG|358VULN|458CDMG|58BPWR|6RPLT|7RCR|9DUR|aTBNT
282	25113 43111	5	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1CGEN|2RPLT|36DMG|456VULN|6BPWR|7TLV|8DUR|9ERES|aRCR
283	25113 43251	5	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1CGEN|2RPLT|36DMG|456VULN|6BPWR|7TLV|8ERES|9DUR|aRCR
284	31113 43111	5	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2CGEN|36DMG|456VULN|6BPWR|7TLV|8DUR|9ERES|aRCR
285	31113 43251	5	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2CGEN|36DMG|456VULN|6BPWR|7TLV|8ERES|9DUR|aRCR
286	32125 12151	8	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|23DMG|478VULN|5DUR|6FEWX|9TLV|aRCR
287	32125 63151	6	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|23DMG|489VULN|5DUR|6BEXP|7TLV|aRCR
288	32333 41151	2	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|26DMG|3TLV|489VULN|5FEWX|7DUR|aRCR
289	32336 41151	2	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|26DMG|3TLV|489VULN|5BEXP|7DUR|aRCR
290	32633 41151	1	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|36DMG|489VULN|5FEWX|7DUR|aRCR
291	32634 11111	1	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|35DMG|458VULN|5BPWR|6RCR|7DUR|9BELT|aERES
292	32634 11121	1	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|35DMG|458VULN|5BPWR|6RCR|7DUR|9BBNT|aRMIN
293	32634 11122	1	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|35DMG|458VULN|5BPWR|6RCR|7DUR|9BBNT|aBEXP
294	32634 11125	1	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|35DMG|458VULN|5BPWR|6RCR|7DUR|9BBNT|aBELT
295	32634 11131	1	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|35DMG|458VULN|5BPWR|6RCR|7DUR|9TBNT|aRMIN
296	32634 11132	1	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|35DMG|458VULN|5BPWR|6RCR|7DUR|9TBNT|aBEXP
297	32634 11135	1	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|35DMG|458VULN|5BPWR|6RCR|7DUR|9TBNT|aBELT
298	32634 11331	1	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|2TLV|35DMG|459VULN|5BPWR|6RCR|7DUR|8BELT|aERES
299	33121 53151	5	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|289VULN|36DMG|4DUR|5BEXP|7TLV|aRCR
300	33123 12151	8	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|278VULN|35DMG|4DUR|6FEWX|9TLV|aRCR
301	33123 63151	6	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RPLT|289VULN|35DMG|4DUR|6BEXP|7TLV|aRCR
302	53132 61324	3	   	254.04	DCR|3VULN|2DMG|3CDMG|1DUR	1RMIN|28DMG|38aVULN|4RPLT|568CDMG|7RCR|8BPWR|9DUR
