0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
1	NVAHO	70811_07_25	23516 24131	 * 	454.99	紫橙5易伤3等级2伤害3攻速	189攻速2a伤害3589a易伤46核789等级89a序列升级
187	6KCGZ	21024_10_13	62221 33244	   	428.05	紫橙4易伤3等级3伤害1卖塔	179伤害2暴击379a易伤45核679等级79序列升级8卖塔
188	1K1KQ	6639_11_06	26211 13625	   	427.90	紫橙4易伤2等级3伤害1毒气减费	147a易伤247伤害35核47序列升级67等级8随机技能9毒气减费
189	EK1D1	43960_11_29	52313 31631	   	427.90	紫橙4易伤2等级3伤害1火球减费	148伤害2489易伤3a核48序列升级5随机技能6火球减费78等级
190	TI9GC	86867_10_03	62312 21222	   	427.63	紫橙3等级3易伤3攻速1烈焰减费1伤害	178等级278易伤3a核4烈焰减费5伤害678攻速78序列升级9时间
191	6EP4J	20521_12_08	33151 45312	   	427.21	紫橙3易伤2等级3伤害3时间1火球减费	189时间289易伤3火球减费47核5a等级689伤害89序列升级
192	5IETB	17981_03_23	45312 16311	   	427.21	橙橙3等级3易伤3伤害1毒气减费	189等级289伤害3毒气减费4暴击57核689易伤89序列升级a额外掉落
193	5IETB	17981_03_23	45312 16312	   	427.21	橙橙3等级3易伤3伤害1毒气减费	189等级289伤害3毒气减费4暴击57核689易伤89序列升级a基地爆炸
194	5IETB	17981_03_23	45312 16313	   	427.21	橙橙3等级3易伤3伤害1毒气减费	189等级289伤害3毒气减费4暴击57核689易伤89序列升级a寒冰对黄
195	7KQB8	23934_07_10	63263 35132	   	427.21	紫紫3等级3易伤3伤害1毒气减费1火球减费	14核278伤害3毒气减费578等级678易伤78序列升级9火球减费a攻速
196	9UJS8	30555_05_08	21225 11244	   	427.21	紫橙3等级3易伤3伤害1毒气减费	178易伤2最后敌人35核478等级678伤害78序列升级9攻速a毒气减费
197	ADT9G	31927_06_25	13636 15132	   	427.21	紫紫3等级3易伤3伤害2毒气减费	179易伤23核49毒气减费579伤害678等级79序列升级a攻速
198	CD7H9	37608_04_15	42265 21311	   	427.21	紫橙3等级3易伤3伤害1烈焰减费	178易伤278伤害3a核4敌人爆炸5烈焰减费678等级78序列升级9暴击
199	IDF84	54855_05_03	23233 35331	   	427.21	橙橙3等级3易伤3伤害1烈焰减费	178等级2烈焰减费378易伤478伤害5立即金币6a核78序列升级9攻速
200	LP786	64522_03_19	33211 42624	   	427.21	紫橙3等级3易伤3伤害1毒气减费	178易伤278等级3a核4攻速5毒气减费678伤害78序列升级9矿等
201	M5SHA	65658_06_23	26213 62321	   	427.21	紫橙3等级3易伤3伤害1毒气减费	168等级2毒气减费38a易伤47核568伤害68序列升级9暴击
202	QDAGO	77809_04_21	13146 22253	   	427.21	橙橙3等级3易伤3伤害1毒气减费	18a等级28a易伤3暴击4毒气减费58a伤害67核8a序列升级9挖青
203	QDAGO	77809_04_21	13426 22253	   	427.21	橙橙3等级3易伤3伤害1烈焰减费	18a等级28a易伤3烈焰减费4暴击58a伤害67核8a序列升级9挖青
204	QRAAC	79064_10_06	31312 31251	   	427.21	紫橙3等级3易伤3伤害1烈焰减费	15核29a易伤3随机矿49a伤害6攻速7烈焰减费89a等级9a序列升级
205	SLBLM	84272_01_27	14516 14632	   	427.21	紫橙3等级3易伤3伤害1火球减费	1加一29a易伤38核49a等级5暴击6火球减费79a伤害9a序列升级
206	7J3B1	23780_04_20	22633 36251	   	427.00	紫紫4易伤2等级3伤害2攻速	14核257a易伤37a伤害67等级7a序列升级8掉矿9a攻速
207	E2NHV	42408_02_21	65121 12236	   	427.00	紫紫4易伤2等级3伤害3暴击	14核28a暴击378伤害568a易伤8a序列升级9a等级
208	DAGMB	40235_09_21	13136 13131	   	426.64	紫橙4易伤2等级3伤害2时间	1379易伤27时间45核679伤害79序列升级89等级a喷火对甲
209	E96NB	42988_12_16	23342 25621	   	426.19	紫橙4易伤3等级2伤害3时间	178等级247a易伤36核57a时间7a序列升级9a伤害
210	1PCIB	7119_01_19	31265 12315	   	426.19	紫橙4易伤3等级3攻速3时间	147等级248时间39核478序列升级578攻速678a易伤
211	MPC96	67407_03_23	41431 23111	   	426.18	紫橙5易伤2等级3伤害	16核27等级357伤害4579a易伤57序列升级8策反
212	I1699	53753_08_13	34122 21115	   	426.01	紫紫3易伤2等级3伤害2攻速1火球减费	12核359伤害456易伤59序列升级79等级89攻速a火球减费
213	O12OQ	70969_03_08	42221 14512	   	426.01	橙橙3易伤2等级3伤害2攻速1烈焰减费	129易伤35攻速459伤害59序列升级67核89等级a烈焰减费
214	ZTHUQ	4622_02_13	21432 16633	   	425.95	橙橙3等级3易伤3伤害2时间	17a伤害2攻速37a易伤478等级56核7a序列升级9a时间
215	94OQP	28236_08_18	31442 15313	   	425.95	紫紫3等级3易伤3伤害2时间	189伤害24核389易伤5攻速6a时间789等级89序列升级
216	8IKJ5	26609_11_12	23252 61136	 * 	425.90	橙橙4易伤3等级3攻速1火球减费	189等级2589易伤3火球减费4策反6a核789攻速89序列升级
217	RGPE5	80991_03_07	53316 14213	   	425.75	紫橙5易伤3等级3暴击1火球减费	1359a易伤27核4火球减费69a等级89a暴击9a序列升级
218	T8NDA	86009_07_31	11232 34253	   	425.75	紫橙5易伤3等级3暴击2毒气减费	1479a易伤247等级36核47a序列升级57a暴击8a毒气减费
219	UQNV2	90496_12_02	36233 65311	   	425.75	紫橙5易伤3等级3暴击1伤害	179暴击2伤害379等级45核6789a易伤79序列升级
220	6FTOM	20624_08_17	33153 61212	   	425.55	紫橙4易伤3等级3伤害	158等级258a易伤36核4全技能58a序列升级78a伤害9a敌人爆炸
221	6FTOM	20624_08_17	33153 61222	   	425.55	紫橙4易伤3等级3伤害	158等级258a易伤36核4全技能58a序列升级78a伤害9a基地爆炸
222	6FTOM	20624_08_17	33153 61252	   	425.55	紫橙4易伤3等级3伤害	158等级258a易伤36核4全技能58a序列升级78a伤害9a最后敌人
223	Q2J9F	76847_01_09	35215 12413	   	425.55	紫橙4易伤3等级3伤害	17核29a等级3低血量敌人49a伤害569a易伤8全技能9a序列升级
224	ZGQ8H	3479_02_04	33511 51523	   	425.55	紫橙4易伤3等级3伤害	178等级278伤害3立即金币49核578a易伤6全技能78序列升级
225	ZQQBF	4376_07_05	53522 42332	   	425.55	紫紫4易伤3等级3伤害	13核289a易伤49a等级5全技能6额外掉落79a伤害9a序列升级
226	1NCQN	6940_05_08	14251 11423	   	425.55	橙橙4易伤3等级3伤害	1789易伤2全技能379伤害479等级5a核6平台79序列升级
227	4ONS2	15673_09_25	42213 11532	   	425.55	紫紫4易伤3等级3伤害	14核289等级389伤害5全技能6789易伤89序列升级a最后敌人
228	4ONS2	15673_09_25	42213 11533	   	425.55	紫紫4易伤3等级3伤害	14核289等级389伤害5全技能6789易伤89序列升级a矿等
229	4ONS2	15673_09_25	42213 11534	   	425.55	紫紫4易伤3等级3伤害	14核289等级389伤害5全技能6789易伤89序列升级a防空对甲
230	4ONS2	15673_09_25	42213 11535	   	425.55	紫紫4易伤3等级3伤害	14核289等级389伤害5全技能6789易伤89序列升级a敌人爆炸
231	4ONS2	15673_09_25	42213 11536	   	425.55	紫紫4易伤3等级3伤害	14核289等级389伤害5全技能6789易伤89序列升级a基地爆炸
232	6KMT8	21053_12_24	31616 12342	   	425.55	紫橙4易伤3等级3伤害	128a易伤28a序列升级389伤害45核68a等级7全技能
233	818LM	25051_04_11	24313 12631	   	425.55	紫紫4易伤3等级3伤害	178伤害24核378等级5678易伤78序列升级9全技能a低血量敌人
234	818LM	25051_04_11	24313 12632	   	425.55	紫紫4易伤3等级3伤害	178伤害24核378等级5678易伤78序列升级9全技能a挖尘
235	818LM	25051_04_11	24313 12636	   	425.55	紫紫4易伤3等级3伤害	178伤害24核378等级5678易伤78序列升级9全技能a随机矿
236	F5AIV	45511_11_01	41226 35222	   	425.55	橙橙4易伤3等级3伤害	1全技能249a易伤3立即金币58核69a等级79a伤害9a序列升级
237	H3BM3	51077_04_14	51353 62111	   	425.55	紫橙4易伤3等级3伤害	179a易伤247等级38核579伤害6全技能79序列升级
238	HKDTM	52608_09_22	66412 23211	   	425.55	紫橙4易伤3等级3伤害	189a易伤27核3全技能48a等级5挖青68a伤害8a序列升级
239	KI6CH	61020_11_16	31161 21156	   	425.55	紫橙4易伤3等级3伤害	18核2479易伤357伤害679等级79序列升级a全技能
240	RAAHA	80411_02_09	25511 22251	   	425.55	紫橙4易伤3等级3伤害	178a易伤29核3最后敌人4全技能578伤害678等级78序列升级
241	SSSL2	84947_09_09	63243 22132	   	425.55	紫橙4易伤3等级3伤害	17a等级28核3随机矿479a易伤57a伤害6全技能7a序列升级
242	SSSL2	84947_09_09	63413 22132	   	425.55	紫橙4易伤3等级3伤害	17a等级28核379a易伤4随机矿57a伤害6全技能7a序列升级
243	U31R9	88371_06_14	22632 47363	   	425.55	橙橙4易伤3等级3伤害	1389易伤2加一489等级5a核689伤害7全技能89序列升级
244	VCIPN	92097_04_26	13315 22741	   	425.55	紫橙4易伤3等级3伤害	1加一29核378伤害4578易伤678等级78序列升级a全技能
245	VCIPN	92097_04_26	13475 22741	   	425.55	紫橙4易伤3等级3伤害	1加一29核3578易伤478伤害678等级78序列升级a全技能
246	VCIPN	92097_04_26	15115 22741	   	425.55	紫橙4易伤3等级3伤害	1加一278伤害39核4578易伤678等级78序列升级a全技能
247	URLKP	90580_02_17	31226 32255	   	425.41	紫橙4易伤3等级3伤害1卖塔	17核29a伤害389a易伤49a等级5卖塔6全技能9a序列升级
248	1PCIB	7119_01_19	31265 12314	   	425.21	紫橙3等级3易伤3攻速3时间1伤害	147等级248时间39核478序列升级578攻速678易伤a伤害
249	CHZMM	37948_01_01	36633 26132	   	425.00	紫紫4易伤3等级2伤害2攻速	13核278a易伤4双倍矿57攻速67a等级7a序列升级9a伤害
250	GK28C	49705_02_11	13335 54118	   	425.00	紫橙4易伤3等级2伤害2攻速	179a易伤27攻速35核479等级6加一79序列升级89伤害
251	L7MMZ	62950_08_05	16411 13623	   	425.00	紫橙4易伤3等级2伤害3暴击	17核289a易伤3a伤害469暴击59a等级9a序列升级
252	N8JQR	68774_02_17	54152 21122	   	425.00	橙橙4易伤3等级2伤害2攻速	1278易伤35攻速458等级58序列升级68伤害9a核
253	QUVPR	79394_02_21	63448 61412	   	425.00	橙橙4易伤3等级2伤害2攻速	1加一2479易伤37伤害579等级6a核79序列升级89攻速
