0	Code 	Date      	Index      	 *	Score 	Summary	Detail	Bounty	
177	PFNER	75154_02_10	15322 31463	   	366.68	橙4易伤3伤害2等级3时间2雷电1暴击	179时间2a等级379伤害4暴击5a雷电679a易伤79a序列升级8核	10
178	DPC7Q	41568_12_20	23362 63125	   	366.44	橙4易伤3伤害2等级3时间2暴击	178时间278伤害3a等级4雷电578a易伤6核78a序列升级9a暴击	1
179	3E12I	11841_10_05	33335 12651	   	366.44	橙4易伤3伤害2等级3时间2暴击	178时间2a暴击378伤害4雷电5a等级678a易伤78a序列升级9核	9
180	9DB1F	29005_05_29	21332 14265	   	366.44	橙4易伤3伤害2等级3时间2暴击	178伤害2789易伤39等级49暴击578时间6核789序列升级a雷电	10
181	MSKKQ	67699_10_25	22443 23432	   	366.44	橙4易伤3伤害2等级3时间2暴击	1789易伤2雷电378时间49等级59暴击678伤害789序列升级a核	10
182	4IU6G	15153_03_06	32122 13642	   	366.07	橙5易伤3伤害2等级3时间	17a伤害25等级3全技能4578a易伤57a序列升级67a时间9核	4
183	4IU6G	15153_03_06	32342 13642	   	366.07	橙5易伤3伤害2等级3时间	17a伤害25等级3578a易伤4全技能57a序列升级67a时间9核	3
184	4IU6G	15153_03_06	32362 13642	   	366.07	橙5易伤3伤害2等级3时间	17a伤害25等级3578a易伤4全技能57a序列升级67a时间9核	4
185	5I78T	17959_10_23	33421 16211	   	366.07	橙5易伤3伤害2等级3时间	17a伤害24等级3478a易伤47a序列升级57a时间6全技能9核	7
186	5I78T	17959_10_23	33426 36211	   	366.07	橙5易伤3伤害2等级3时间	17a伤害24等级3478a易伤47a序列升级5全技能67a时间9核	7
187	9AFGQ	28748_10_26	11333 14141	   	366.07	橙5易伤3伤害2等级3时间	179伤害24等级34579易伤479序列升级679时间8核a全技能	6
188	9AFGQ	28748_10_26	11333 14141	   	366.07	橙5易伤3伤害2等级3时间	179伤害24等级34579易伤479序列升级679时间8核a全技能	5
189	ETTF9	44847_01_19	16252 15122	   	366.07	橙5易伤3伤害2等级3时间	1全技能2468a易伤34等级48a序列升级58a伤害78a时间9核	4
190	HS8QZ	53312_02_10	41215 61333	   	366.07	橙5易伤3伤害2等级3时间	13789易伤29等级478时间578伤害6核789序列升级a全技能	7
191	ZZKU1	2028_09_14	26611 13122	   	366.07	橙5易伤3伤害2等级3时间	1全技能2378a易伤478伤害578时间6核78a序列升级9a等级	10
192	ZZKU1	2028_09_14	63611 13122	   	366.07	橙5易伤3伤害2等级3时间	1378a易伤2全技能478伤害578时间6核78a序列升级9a等级	10
193	ZKZUO	3767_01_04	13324 13346	   	366.07	橙5易伤3伤害2等级3时间	14679易伤29等级379伤害567时间679序列升级8核a全技能	8
194	15CC9	5324_03_15	12211 52341	   	366.07	橙5易伤3伤害2等级3时间	179伤害2a等级3679a易伤4全技能579时间79a序列升级8核	7
195	1OVFM	7082_05_15	33613 32146	   	366.07	橙5易伤3伤害2等级3时间	189时间2全技能35等级45689易伤589序列升级789伤害a核	9
196	4J57O	15172_11_29	22351 13326	   	366.07	橙5易伤3伤害2等级3时间	1349a易伤24等级49a序列升级59a时间6核79a伤害8全技能	10
197	5IL8P	17999_01_18	35332 26222	   	366.07	橙5易伤3伤害2等级3时间	179时间24579易伤357伤害579序列升级6核89等级a全技能	5
198	6V8VK	22001_10_23	31112 62112	   	366.07	橙5易伤3伤害2等级3时间	189时间2a等级389伤害4789a易伤5全技能6核89a序列升级	8
199	7Z7CF	22087_01_16	23514 31152	   	366.07	橙5易伤3伤害2等级3时间	1379a易伤23等级39a序列升级49a时间5全技能6核89a伤害	6
200	7JCU1	23807_03_15	26442 22331	   	366.07	橙5易伤3伤害2等级3时间	1349a易伤23等级39a序列升级59a时间6核7全技能89a伤害	9
201	8NESE	27042_06_08	16642 11333	   	366.07	橙5易伤3伤害2等级3时间	179时间24等级34579易伤479序列升级679伤害8全技能a核	8
202	A6CV7	31253_09_16	52344 33311	   	366.07	橙5易伤3伤害2等级3时间	1468a易伤24等级3全技能48a序列升级58a时间78a伤害9核	5
203	ASVQE	33280_04_21	53361 22234	   	366.07	橙5易伤3伤害2等级3时间	15789易伤28等级378时间457伤害578序列升级6核a全技能	3
204	B5N8T	34063_10_13	31211 15112	   	366.07	橙5易伤3伤害2等级3时间	18a时间25等级3全技能4568a易伤58a序列升级78a伤害9核	10
205	BFJ63	34949_06_24	13123 34121	   	366.07	橙5易伤3伤害2等级3时间	13789易伤23等级378序列升级478伤害578时间6全技能a核	4
206	C1VC9	36598_07_19	12264 63132	   	366.07	橙5易伤3伤害2等级3时间	189伤害2全技能35等级45789易伤589序列升级689时间a核	2
207	CKRMJ	38292_11_01	61316 11136	   	366.07	橙5易伤3伤害2等级3时间	1248a易伤34等级48a序列升级58a时间68a伤害7核9全技能	4
208	D59CT	39766_09_09	13233 35324	   	366.07	橙5易伤3伤害2等级3时间	13789易伤23等级378序列升级478伤害5全技能678时间a核	4
209	EBGUO	43197_01_28	22252 33142	   	366.07	橙5易伤3伤害2等级3时间	178伤害2a等级3578a易伤478时间6核78a序列升级9全技能	7
210	ELI5G	44097_08_17	33132 13352	   	366.07	橙5易伤3伤害2等级3时间	14679易伤29等级379时间567伤害679序列升级8核a全技能	5
211	ELI5G	44097_08_17	33362 13352	   	366.07	橙5易伤3伤害2等级3时间	13679易伤29等级479时间567伤害679序列升级8核a全技能	5
212	ENPJN	44297_12_06	32134 51131	   	366.07	橙5易伤3伤害2等级3时间	13589易伤23等级389序列升级489时间689伤害7全技能a核	1
213	GIRNF	49597_02_04	13161 34332	   	366.07	橙5易伤3伤害2等级3时间	16789易伤29等级378伤害4全技能578时间789序列升级a核	7
214	GK6AK	49716_07_11	25353 22151	   	366.07	橙5易伤3伤害2等级3时间	13479易伤24等级479序列升级579伤害679时间8全技能a核	7
215	H75RJ	51419_10_23	51322 33432	   	366.07	橙5易伤3伤害2等级3时间	1379a易伤23等级39a序列升级4全技能59a时间6核89a伤害	4
216	LCLIG	63396_01_23	22513 21343	   	366.07	橙5易伤3伤害2等级3时间	1349a易伤23等级39a序列升级59a时间6全技能7核89a伤害	5
217	N1GAM	68136_04_17	25362 11216	   	366.07	橙5易伤3伤害2等级3时间	1679a易伤2a等级379伤害4全技能579时间79a序列升级8核	9
218	NDDP9	69205_10_01	23552 12512	   	366.07	橙5易伤3伤害2等级3时间	18a时间25等级3全技能4568a易伤58a序列升级78a伤害9核	9
219	P8LQR	74521_07_18	13253 16123	   	366.07	橙5易伤3伤害2等级3时间	189时间24等级34589易伤489序列升级6核789伤害a全技能	8
220	RVN8D	82330_10_22	63531 21132	   	366.07	橙5易伤3伤害2等级3时间	14589易伤25等级3全技能589序列升级689时间789伤害a核	5
221	SG6UO	83810_04_09	63224 33253	   	366.07	橙5易伤3伤害2等级3时间	1全技能2478a易伤34等级48a序列升级58a时间68a伤害9核	9
222	SLIRR	84292_03_27	52335 31116	   	366.07	橙5易伤3伤害2等级3时间	189伤害24等级34589易伤489序列升级6全技能789时间a核	7
223	TC3FU	86312_08_08	11422 34214	   	366.07	橙5易伤3伤害2等级3时间	14689易伤2全技能34等级489序列升级589伤害789时间a核	2
224	TC3FU	86312_08_08	12422 34214	   	366.07	橙5易伤3伤害2等级3时间	14689易伤2全技能34等级489序列升级589伤害789时间a核	1
225	U3AT7	88396_11_07	26312 51313	   	366.07	橙5易伤3伤害2等级3时间	1378a易伤2a等级478伤害578时间6核78a序列升级9全技能	9
226	UONAP	90315_09_19	23226 11233	   	366.07	橙5易伤3伤害2等级3时间	14789易伤2全技能34等级489序列升级589时间689伤害a核	1
227	VNRGS	93108_08_26	31526 51331	   	366.07	橙5易伤3伤害2等级3时间	178时间2a等级3789a易伤478伤害5全技能6核78a序列升级	1
228	Z2LCV	2209_06_12	16211 24512	   	366.07	橙5易伤3伤害2等级3时间	1389a易伤23等级389序列升级4全技能589伤害6核789时间	7
229	Z357J	2253_10_31	12116 24521	   	366.07	橙5易伤3伤害2等级3时间	1347a易伤247伤害47a序列升级5全技能67a时间8核9a等级	6
230	ZL6T8	3873_06_01	34513 24222	   	366.07	橙5易伤3伤害2等级3时间	1全技能2459a易伤34等级49a序列升级69a伤害7核89a时间	3
231	ZUUTM	4748_03_08	16141 14331	   	366.07	橙5易伤3伤害2等级3时间	13479易伤247伤害479序列升级579时间6核89等级a全技能	6
232	1TIFQ	7494_07_06	25423 13621	   	366.07	橙5易伤3伤害2等级3时间	178伤害2a等级378时间4578a易伤6核78a序列升级9全技能	7
233	2R989	10160_02_03	53131 31463	   	366.07	橙5易伤3伤害2等级3时间	1379a易伤23等级39a序列升级4全技能59a伤害6核89a时间	8
234	3HBQ8	12141_01_07	52522 23363	   	366.07	橙5易伤3伤害2等级3时间	13789易伤23等级389序列升级489伤害589时间6核a全技能	3
235	4SLDZ	16025_09_02	11155 26113	   	366.07	橙5易伤3伤害3等级3时间	179时间27a等级3全技能4579a易伤6核79a序列升级89a伤害	3
236	4SLDZ	16025_09_02	11435 26113	   	366.07	橙5易伤3伤害3等级3时间	179时间27a等级3579a易伤4全技能6核79a序列升级89a伤害	3
237	4SLDZ	16025_09_02	41135 26113	   	366.07	橙5易伤3伤害3等级3时间	1579a易伤27a等级379时间4全技能6核79a序列升级89a伤害	3
238	5QV6V	18744_08_26	23454 23232	   	366.07	橙5易伤3伤害2等级3时间	137伤害23479易伤379序列升级579时间6核89等级a全技能	9
239	6V8VK	22001_10_23	21246 62112	   	366.07	橙5易伤3伤害2等级3时间	1789a易伤2a等级389时间4全技能589伤害6核89a序列升级	8
240	6V8VK	22001_10_23	31256 62112	   	366.07	橙5易伤3伤害2等级3时间	189时间2a等级3全技能4789a易伤589伤害6核89a序列升级	8
241	6V8VK	22001_10_23	31346 62112	   	366.07	橙5易伤3伤害2等级3时间	189时间2a等级3789a易伤4全技能589伤害6核89a序列升级	8
242	7J71C	23790_09_02	15533 11334	   	366.07	橙5易伤3伤害2等级3时间	17a伤害24等级3457a易伤47a序列升级67a时间8全技能9核	10
243	88457	25666_08_17	33353 12434	   	366.07	橙5易伤3伤害2等级3时间	178时间2a等级3678a易伤478伤害5全技能78a序列升级9核	1
244	8FC98	26317_06_03	31332 11516	   	366.07	橙5易伤3伤害2等级3时间	179时间2a等级3全技能4579a易伤679伤害79a序列升级8核	7
245	CBZZN	37407_10_13	52612 22226	   	366.07	橙5易伤3伤害2等级3时间	18a伤害24等级3458a易伤48a序列升级68a时间7全技能9核	9
246	CNSR4	38565_03_08	53331 31264	   	366.07	橙5易伤3伤害2等级3时间	1489a易伤2全技能3a等级589时间6核789伤害89a序列升级	4
247	FJ4EJ	46750_08_25	12654 12133	   	366.07	橙5易伤3伤害2等级3时间	178伤害2478a易伤378时间5全技能6核78a序列升级9a等级	10
248	G5V78	48440_08_01	24613 36133	   	366.07	橙5易伤3伤害2等级3时间	1349a易伤24等级49a序列升级59a伤害6全技能7核89a时间	9
249	HOVPZ	53017_08_23	23613 54331	   	366.07	橙5易伤3伤害2等级3时间	1348a易伤23等级38a序列升级58a伤害68a时间7核9全技能	8
250	JIQD4	58206_02_05	53135 51122	   	366.07	橙5易伤3伤害2等级3时间	1249a易伤34等级49a序列升级59a伤害6核7全技能89a时间	8
251	JJ2Z2	58227_05_20	61533 11623	   	366.07	橙5易伤3伤害3等级3时间	1279a易伤37a等级479时间5全技能6核79a序列升级89a伤害	8
252	JJ7RG	58243_10_21	31224 31223	   	366.07	橙5易伤3伤害2等级3时间	1全技能2469a易伤34等级49a序列升级59a伤害79a时间8核	9
253	LQFLZ	64635_06_25	31322 52424	   	366.07	橙5易伤3伤害2等级3时间	19a伤害24等级3459a易伤49a序列升级69a时间7核8全技能	10
254	N3JDG	68324_05_20	33413 22216	   	366.07	橙5易伤3伤害2等级3时间	178伤害2全技能3478a易伤578时间6核78a序列升级9a等级	10
255	PG6TR	75197_06_24	61311 36111	   	366.07	橙5易伤3伤害2等级3时间	1379a易伤23等级39a序列升级4全技能59a伤害69a时间8核	9
256	R6CCP	80057_06_15	22562 31523	   	366.07	橙5易伤3伤害2等级3时间	178时间2a等级3678a易伤4全技能578伤害78a序列升级9核	10
257	RQ5SU	81833_07_24	31343 33521	   	366.07	橙5易伤3伤害2等级3时间	1389a易伤23等级389序列升级4全技能589伤害689时间7核	8
258	S1UR2	82531_07_01	26125 31161	   	366.07	橙5易伤3伤害2等级3时间	1359a易伤2全技能45等级59a序列升级69a伤害7核89a时间	3
259	ZKQ86	3837_12_05	33536 25332	   	366.07	橙5易伤3伤害2等级3时间	1379a易伤23等级39a序列升级49a时间59a伤害6全技能8核	5
260	2BK3K	8755_01_27	21433 16632	   	366.07	橙5易伤3伤害2等级3时间	179时间2全技能35等级45789易伤579序列升级679伤害a核	6
261	5L6I4	18226_12_17	53351 61133	   	366.07	橙5易伤3伤害2等级3时间	1479a易伤2全技能34等级49a序列升级59a时间69a伤害8核	8
262	6T4RG	21810_10_21	22346 31353	   	366.07	橙5易伤3伤害2等级3时间	1全技能24789易伤34等级478序列升级578时间678伤害a核	2
263	DTAL5	41923_05_25	13242 35324	   	366.07	橙5易伤3伤害2等级3时间	19a时间25等级3589a易伤4全技能59a序列升级6核79a伤害	10
264	E2S4R	42421_01_03	63231 62263	   	366.07	橙5易伤3伤害2等级3时间	189伤害2a等级3全技能4589a易伤6核789时间89a序列升级	8
265	FT83S	47658_01_29	31631 11352	   	366.07	橙5易伤3伤害3等级3时间	1279a易伤37a等级479伤害5全技能6核79a序列升级89a时间	4
266	GT6H6	50524_07_17	33352 11323	   	366.07	橙5易伤3伤害2等级3时间	1389a易伤23等级38a序列升级48a时间5全技能6核78a伤害	9
267	GVE89	50725_08_16	42341 33311	   	366.07	橙5易伤3伤害2等级3时间	1全技能2479a易伤34等级479序列升级579时间679伤害8核	3
268	K16JC	59496_04_22	32523 43152	   	366.07	橙5易伤3伤害2等级3时间	1全技能2469a易伤34等级49a序列升级59a时间79a伤害8核	2
269	ODHO7	72087_10_10	21122 23534	   	366.07	橙5易伤3伤害2等级3时间	1379a易伤23等级37a序列升级4全技能57a时间67a伤害8核	5
270	ODHO7	72087_10_10	21123 23534	   	366.07	橙5易伤3伤害2等级3时间	1379a易伤23等级37a序列升级4全技能57a时间67a伤害8核	4
271	OTJZG	73526_10_04	32342 23463	   	366.07	橙5易伤3伤害2等级3时间	189时间25等级3589a易伤4全技能589序列升级689伤害7核	6
272	POUFP	75981_04_05	21421 13333	   	366.07	橙5易伤3伤害2等级3时间	1全技能28a时间35等级4589a易伤58a序列升级6核78a伤害	8
273	POUFP	75981_04_05	21421 13433	   	366.07	橙5易伤3伤害2等级3时间	1全技能28a时间35等级4589a易伤58a序列升级6核78a伤害	7
274	SBS2M	83420_11_29	12645 23132	   	366.07	橙5易伤3伤害2等级3时间	179时间25等级3全技能45789易伤579序列升级679伤害a核	1
275	V5ITZ	91469_08_06	11251 32561	   	366.07	橙5易伤3伤害2等级3时间	1479a易伤24等级3全技能479序列升级579时间679伤害8核	4
276	2VP7U	10563_10_13	12611 45211	   	364.72	橙5易伤3伤害2等级3时间	168伤害29等级389时间45689易伤689序列升级7核a攻速	5
277	6MGDH	21215_03_19	31362 61531	   	364.72	橙5易伤3伤害2等级3时间	137时间23579易伤379序列升级479伤害6核89等级a攻速	1
278	6MGDH	21215_03_19	32362 61531	   	364.72	橙5易伤3伤害2等级3时间	137时间23579易伤379序列升级479伤害6核89等级a攻速	2
279	9KAQJ	29632_10_24	51211 21252	   	364.72	橙5易伤3伤害2等级3时间	15789易伤29等级378时间478伤害6核789序列升级a攻速	5
280	C1RZ8	36586_04_12	36252 23261	   	364.72	橙5易伤3伤害2等级3时间	168伤害29等级389时间45689易伤689序列升级7核a攻速	1
281	DAZBL	40189_12_04	22113 35245	   	364.72	橙5易伤3伤害2等级3时间	179伤害24579易伤347时间479序列升级6核89等级a雷电	3
282	HS8QZ	53312_02_10	41215 61332	   	364.72	橙5易伤3伤害2等级3时间	13789易伤29等级478时间578伤害6核789序列升级a攻速	7
283	IRODD	56137_01_19	32644 12311	   	364.72	橙5易伤3伤害2等级3时间	179伤害24等级34679易伤479序列升级579时间8核a雷电	4
284	Z29TT	2177_04_14	36315 23125	   	364.72	橙5易伤3伤害2等级3时间	179时间24等级34679易伤479序列升级579伤害8核a雷电	5
285	ZB1LK	2961_07_28	22233 11423	   	364.72	橙5易伤3伤害2等级3时间	13478易伤23等级378序列升级578时间678伤害9攻速a核	8
286	ZUUTM	4748_03_08	16141 14333	   	364.72	橙5易伤3伤害2等级3时间	13479易伤247伤害479序列升级579时间6核89等级a攻速	6
287	1I6F5	6473_12_08	33631 23335	   	364.72	橙5易伤3伤害2等级3时间	12679易伤39等级479时间567伤害679序列升级8核a雷电	5
288	2HUS9	9323_07_25	31152 21431	   	364.72	橙5易伤3伤害2等级3时间	12478易伤34等级478序列升级578时间678伤害9雷电a核	5
289	2HUS9	9323_07_25	31156 11431	   	364.72	橙5易伤3伤害2等级3时间	12478易伤34等级478序列升级578伤害678时间9雷电a核	5
290	2HUS9	9323_07_25	31156 31431	   	364.72	橙5易伤3伤害2等级3时间	12478易伤34等级478序列升级578伤害678时间9雷电a核	6
291	4RF5S	15918_07_06	65212 21252	   	364.72	橙5易伤3伤害2等级3时间	13479易伤24等级479序列升级579时间679伤害8核a雷电	10
292	5B4OM	17324_10_08	51263 22622	   	364.72	橙5易伤3伤害2等级3时间	13478易伤24等级478序列升级578伤害678时间9雷电a核	5
293	5PVOZ	18656_06_05	35612 23622	   	364.72	橙5易伤3伤害2等级3时间	12479易伤347伤害479序列升级579时间6核89等级a雷电	1
294	68U16	19997_05_12	21655 13122	   	364.72	橙5易伤3伤害2等级3时间	178伤害24等级34678易伤478序列升级578时间9攻速a核	7
295	7OVJJ	24308_02_19	21334 41231	   	364.72	橙5易伤3伤害2等级3时间	178伤害25等级34578易伤578序列升级678时间9雷电a核	8
296	7VJME	24902_10_01	64311 16232	   	364.72	橙5易伤3伤害2等级3时间	15679易伤29等级379伤害467时间679序列升级8核a攻速	3
297	7VJME	24902_10_01	64321 16232	   	364.72	橙5易伤3伤害2等级3时间	15679易伤29等级379伤害467时间679序列升级8核a攻速	4
298	8K8NU	26756_01_27	31441 13351	   	364.72	橙5易伤3伤害2等级3时间	15689易伤29等级389伤害458时间589序列升级7核a攻速	6
299	9E6BS	29082_01_06	32314 52361	   	364.72	橙5易伤3伤害2等级3时间	15679易伤29等级379时间467伤害679序列升级8核a雷电	10
300	9KAQJ	29632_10_24	51121 21252	   	364.72	橙5易伤3伤害2等级3时间	15789易伤29等级378伤害478时间6核789序列升级a攻速	5
301	ACEIK	31796_07_04	23225 12351	   	364.72	橙5易伤3伤害2等级3时间	13578易伤23等级378序列升级478伤害678时间9核a攻速	6
302	AM6PH	32671_11_04	13612 34622	   	364.72	橙5易伤3伤害2等级3时间	189时间25等级34589易伤589序列升级689伤害7核a雷电	4
303	BRM9R	36034_10_22	21455 11122	   	364.72	橙5易伤3伤害2等级3时间	167时间28等级378伤害45678易伤678序列升级9核a攻速	7
304	BRM9R	36034_10_22	21455 12122	   	364.72	橙5易伤3伤害2等级3时间	167时间28等级378伤害45678易伤678序列升级9核a攻速	6
305	DPQQJ	41609_11_12	31411 24213	   	364.72	橙5易伤3伤害2等级3时间	13789易伤23等级389序列升级489时间589伤害6核a雷电	10
306	EQHR7	44545_04_22	36133 11365	   	364.72	橙5易伤3伤害2等级3时间	157时间28等级378伤害45789易伤578序列升级6核a雷电	2
307	EQHR7	44545_04_22	36133 11366	   	364.72	橙5易伤3伤害2等级3时间	157时间28等级378伤害45789易伤578序列升级6核a攻速	2
308	H9VAI	51670_08_22	16343 33621	   	364.72	橙5易伤3伤害2等级3时间	13678易伤28等级478伤害567时间678序列升级9核a雷电	10
309	IVRTH	56505_09_27	41541 32233	   	364.72	橙5易伤3伤害2等级3时间	178时间24等级34578易伤478序列升级678伤害9攻速a核	9
310	K5M52	59898_10_10	25312 36321	   	364.72	橙5易伤3伤害2等级3时间	15689易伤29等级389伤害468时间689序列升级7核a攻速	9
311	K5M52	59898_10_10	25312 36321	   	364.72	橙5易伤3伤害2等级3时间	15689易伤29等级389伤害468时间689序列升级7核a攻速	8
312	K5M52	59898_10_10	25312 36326	   	364.72	橙5易伤3伤害2等级3时间	15689易伤29等级389伤害468时间689序列升级7核a雷电	8
313	K5M52	59898_10_10	25312 36326	   	364.72	橙5易伤3伤害2等级3时间	15689易伤29等级389伤害468时间689序列升级7核a雷电	9
314	KS58K	61914_11_21	41223 43632	   	364.72	橙5易伤3伤害2等级3时间	189时间25等级34589易伤589序列升级689伤害7核a雷电	7
315	N1KVU	68149_05_15	26122 31115	   	364.72	橙5易伤3伤害2等级3时间	189伤害24等级34789易伤489序列升级589时间6核a攻速	2
316	N2KI2	68237_11_14	26323 54123	   	364.72	橙5易伤3伤害2等级3时间	15678易伤28等级378伤害467时间678序列升级9核a攻速	3
317	NCZ4H	69077_10_08	35132 45113	   	364.72	橙5易伤3伤害2等级3时间	178时间25等级34578易伤578序列升级678伤害9攻速a核	10
318	OFHL8	72266_12_12	41112 16121	   	364.72	橙5易伤3伤害2等级3时间	12489易伤34等级489序列升级589时间6核789伤害a雷电	6
319	OFHL8	72266_12_12	41112 16123	   	364.72	橙5易伤3伤害2等级3时间	12489易伤34等级489序列升级589时间6核789伤害a攻速	6
320	PMKL7	75774_04_08	15211 34521	   	364.72	橙5易伤3伤害2等级3时间	15689易伤29等级389伤害458时间589序列升级7核a攻速	7
321	PMKL7	75774_04_08	23261 34521	   	364.72	橙5易伤3伤害2等级3时间	158时间29等级389伤害45689易伤589序列升级7核a攻速	7
322	PUIB5	76485_07_03	23515 31111	   	364.72	橙5易伤3伤害2等级3时间	13478易伤23等级378序列升级578时间678伤害9核a攻速	2
323	PUIB5	76485_07_03	23515 31114	   	364.72	橙5易伤3伤害2等级3时间	13478易伤23等级378序列升级578时间678伤害9核a雷电	2
324	Q1KAE	76760_03_13	54241 33132	   	364.72	橙5易伤3伤害2等级3时间	14678易伤28等级378时间567伤害678序列升级9核a攻速	8
325	UZ8JF	88121_03_30	21665 33223	   	364.72	橙5易伤3伤害2等级3时间	137伤害23579易伤379序列升级479时间6核89等级a雷电	2
326	UZ8JF	88121_03_30	23665 33223	   	364.72	橙5易伤3伤害2等级3时间	137伤害23579易伤379序列升级479时间6核89等级a雷电	1
327	UHRIV	89699_08_20	11511 22235	   	364.72	橙5易伤3伤害2等级3时间	14689易伤29等级389时间568伤害689序列升级7核a攻速	9
328	USE47	90648_10_08	33113 62155	   	364.72	橙5易伤3伤害2等级3时间	13489易伤23等级389序列升级589伤害6核789时间a雷电	1
329	VNBCB	93063_05_25	26132 42235	   	364.72	橙5易伤3伤害2等级3时间	14679易伤29等级379时间567伤害679序列升级8核a雷电	8
330	ZZE2M	2009_06_27	52313 53513	   	364.72	橙5易伤3伤害2等级3时间	178时间24等级3478a易伤478序列升级578伤害6核9雷电	3
331	DNOSP	41425_01_07	32314 12663	   	364.72	橙5易伤3伤害2等级3时间	179时间24等级34789易伤479序列升级579伤害6核a雷电	4
332	DNOSP	41425_01_07	32324 12663	   	364.72	橙5易伤3伤害2等级3时间	179时间24等级34789易伤479序列升级579伤害6核a雷电	3
333	9S4NO	30333_06_21	32236 32563	   	364.44	橙5易伤2等级3时间2伤害3攻速	1379a易伤29a攻速47等级57伤害6核79a序列升级89a时间	4
334	HFKAE	52178_01_31	15136 23333	 * 	364.17	橙4易伤3伤害2等级3时间3暴击	167时间278伤害3a等级48a暴击578a易伤78a序列升级9核	10
335	4DJDC	14674_05_12	61341 43131	   	364.17	橙4易伤3伤害2等级3时间3暴击	127时间378a易伤4a等级58a暴击678伤害78a序列升级9核	3
336	5PBBO	18599_04_13	22333 62321	   	364.17	橙4易伤3伤害2等级3时间3暴击	167伤害279a易伤3a等级49a暴击579时间79a序列升级8核	3
337	7T5SM	24684_08_12	32232 56232	   	364.17	橙4易伤3伤害2等级3时间3暴击	157时间29a暴击37等级479a易伤6核79a序列升级89a伤害	1
338	KTUS5	62076_05_27	26311 64323	   	364.17	橙4易伤3伤害2等级3时间3暴击	137时间278a易伤4a等级58a暴击678伤害78a序列升级9核	5
339	NQ37I	70342_06_20	11231 65152	   	364.17	橙4易伤3伤害2等级3时间3暴击	178时间28a暴击378a易伤457伤害6核78a序列升级9a等级	9
340	Z4DMH	2367_04_15	21313 26263	   	364.17	橙4易伤3伤害2等级3时间3暴击	1789易伤257时间39等级489暴击678伤害789序列升级a核	4
341	Z4DMH	2367_04_15	21314 26263	   	364.17	橙4易伤3伤害2等级3时间3暴击	1789易伤257时间39等级489暴击678伤害789序列升级a核	5
342	ZO9NA	4150_06_15	44213 23262	   	364.17	橙4易伤3伤害2等级3时间3暴击	179时间279a易伤38a暴击4a等级579伤害6核79a序列升级	10
343	ZVENT	4792_07_14	35116 43221	   	364.17	橙4易伤3伤害2等级3时间3暴击	137时间2789易伤49等级589暴击678伤害789序列升级a核	10
344	7K3E5	23870_04_17	13341 24611	   	364.17	橙4易伤3伤害2等级3时间3暴击	157时间28a暴击378a易伤478伤害6核78a序列升级9a等级	8
345	7K3E5	23870_04_17	13341 24621	   	364.17	橙4易伤3伤害2等级3时间3暴击	157时间28a暴击378a易伤478伤害6核78a序列升级9a等级	9
346	H853F	51507_05_31	12226 35363	   	364.17	橙4易伤3伤害2等级3时间3暴击	179伤害257时间3a等级49a暴击679a易伤79a序列升级8核	3
347	KCT6O	60546_07_23	11423 23515	   	364.17	橙4易伤3伤害2等级3时间3暴击	189a易伤258时间3a等级49a暴击689伤害7核89a序列升级	2
348	O2A6S	71079_10_04	61421 32632	   	364.17	橙4易伤3伤害2等级3时间3暴击	179a易伤279时间36a暴击4a等级579伤害79a序列升级8核	3
349	RA7U5	80403_10_28	42233 53116	   	364.17	橙4易伤3伤害2等级3时间3暴击	148时间289a易伤3a等级59a暴击689伤害7核89a序列升级	10
350	T9Z3B	86033_12_09	16221 63333	   	364.17	橙4易伤3伤害2等级3时间3暴击	179a易伤257时间3a等级49a暴击679伤害79a序列升级8核	9
351	TDU4F	86477_01_03	46132 31322	   	364.17	橙4易伤3伤害2等级3时间3暴击	179伤害259a易伤37等级47a暴击6核79a序列升级89a时间	6
352	TDU4F	86477_01_03	46132 35322	   	364.17	橙4易伤3伤害2等级3时间3暴击	179伤害259a易伤37等级47a暴击6核79a序列升级89a时间	7
353	6VISQ	22029_08_07	22362 13442	   	363.98	橙4易伤3伤害2等级3时间2攻速	178时间2789易伤39等级49攻速578伤害6核789序列升级a全技能	6
354	ZAOH7	2935_12_15	35144 21333	   	363.15	橙5易伤3伤害3等级2时间2暴击	1379a易伤29a等级47暴击57时间6核79a序列升级89a伤害	3
355	ZAOH7	2935_12_15	35461 21333	   	363.15	橙5易伤3伤害3等级2时间2暴击	1479a易伤29a等级37时间57暴击6核79a序列升级89a伤害	2
356	8KBST	26764_12_01	12333 55422	   	363.15	橙5易伤3伤害2等级2时间2暴击	1357a易伤23a伤害37a序列升级47等级67时间8a暴击9核	9
357	G96DV	48729_12_12	23362 24224	   	363.15	橙5易伤3伤害3等级2时间2暴击	1479a易伤29a等级37时间57暴击6核79a序列升级89a伤害	4
358	TNBZO	87320_07_28	22222 23356	   	363.15	橙5易伤3伤害2等级2时间2暴击	1357a易伤23a伤害37a序列升级47等级67时间8核9a暴击	8
359	TNBZO	87320_07_28	22241 23356	   	363.15	橙5易伤3伤害2等级2时间2暴击	1347a易伤23a伤害37a序列升级57等级67时间8核9a暴击	8
360	29H2J	8567_02_20	21222 23466	   	363.15	橙5易伤3伤害2等级2时间2暴击	1378a易伤23a伤害38a序列升级48时间58等级6核9a暴击	5
