0	Index      	 *	Score 	Summary	Detail	
1	53212 43363	 * 	179.60	ACR|2VULN|2DMG|1AART|2CDMG	1aDMG|2BEXP|39CDMG|4LIT|5RCR|67VULN|8AART
167	53523 34221	   	158.15	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	13DMG|2BEXP|4DUR|5ZMB|6VULN|7RCR|8ASPD|9MGNSTR|aCDMG
168	51231 13462	   	158.04	DCR|1AART|3CDMG|1VULN|1DMG|1ZMB	1DMG|2FEWX|346CDMG|5AART|7ZMB|8VULN|9RCVC|aRCR
169	53231 13462	   	158.04	DCR|1AART|3CDMG|1VULN|1DMG|1ZMB	1DMG|2BEXP|346CDMG|5AART|7ZMB|8VULN|9RCVC|aRCR
170	43232 13421	   	158.00	DCR|3VULN|2AART|1DUR	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9FEWX|aDUR
171	43232 13436	   	158.00	DCR|3VULN|2AART|1DUR	17LWND|237VULN|46AART|57DUST|7BPWR|8RCR|9RPLT|aDUR
172	43232 15421	   	157.90	DCR|3VULN|2AART|1DUR	1LWND|237VULN|46AART|5DUST|8RCR|9FEWX|aDUR
173	51232 13552	 * 	157.89	DCR|2DMG|1AART|1VULN|2CDMG	15DMG|2FEWX|34CDMG|6RPLT|7DLOT|8VULN|9RCR|aAART
174	53232 13552	   	157.89	DCR|2DMG|1AART|1VULN|2CDMG	15DMG|2BEXP|34CDMG|6RPLT|7DLOT|8VULN|9RCR|aAART
175	63166 13323	 * 	157.82	ACR|3DMG|2VULN|1DUR	1DUR|2RMIN|3CGEN|4aVULN|5RCR|6BELT|789DMG
176	43231 53433	   	157.76	DCR|3VULN|1AART|1ZMB|1ASPD	17LWND|237VULN|4AART|5RCVC|67FEWX|7BPWR|8RCR|9ASPD|aZMB
177	54163 33213	   	157.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1DMG|2MLV|3AART|4VULN|5RPLT|6RCR|7CGEN|8aDUR|9CDMG
178	51132 61361	 * 	157.56	DCR|2DMG|1AART|1VULN|2DUR	19DMG|2FEWX|39CGEN|4BELT|5DLOT|6AART|7RCR|89DUR|9BPWR|aVULN
179	13633 43321	 * 	157.54	DCR|3VULN|1DMG|2CDMG	1aDUST|2RMIN|3MGNSTR|47aVULN|5ERES|6RCR|8DMG|9aCDMG|aBPWR
180	51526 31213	 * 	157.48	DCR|3DMG|1VULN|2CDMG|1DUR	136DMG|27FEWX|4DUR|56CDMG|6BPWR|8LHND|9RCR|aVULN
181	55131 63233	   	157.47	DCR|2DMG|1VULN|2ZMB|1CDMG|1DUR	14DMG|2aZMB|3DMSP|5VULN|6RCR|7BEXP|8CDMG|9DUR
182	55231 63233	   	157.47	DCR|2DMG|1VULN|2ZMB|1CDMG|1DUR	14DMG|2aZMB|3RCVC|5VULN|6RCR|7BEXP|8CDMG|9DUR
183	43262 15433	   	157.46	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|234VULN|5DUR|6MBVNT|7RCR|8AART|9ZMB|aRPLT
184	55131 62343	   	157.45	DCR|2VULN|2DMG|1ZMB|1DUR	14DMG|2ZMB|3DMSP|5aVULN|6RCR|7MBVNT|8DUR|9LIT
185	55231 62343	   	157.45	DCR|2VULN|2DMG|1ZMB|1DUR	14DMG|2ZMB|3RCVC|5aVULN|6RCR|7MBVNT|8DUR|9LIT
186	55131 62233	   	157.37	DCR|2DMG|1VULN|2ZMB|1CDMG|1DUR	14DMG|2aZMB|3DMSP|5VULN|6RCR|7MBVNT|8CDMG|9DUR
187	55231 62233	   	157.37	DCR|2DMG|1VULN|2ZMB|1CDMG|1DUR	14DMG|2aZMB|3RCVC|5VULN|6RCR|7MBVNT|8CDMG|9DUR
188	51532 33631	   	157.36	DCR|3DMG|2VULN|1DUR|1SELL	13aDMG|2aFEWX|47MLV|5DUR|6aVULN|8RCR|9SELL|aBPWR
189	53532 33631	   	157.36	DCR|3DMG|2VULN|1DUR|1SELL	13aDMG|2aBEXP|47MLV|5DUR|6aVULN|8RCR|9SELL|aBPWR
190	43262 15442	   	157.36	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|234VULN|5DUR|6MBVNT|7RCR|8AART|9ERES|aZMB
191	43263 15434	   	157.36	DCR|3VULN|1AART|1ZMB|1ASPD	1LWND|234VULN|5DUST|6MBVNT|7RCR|8AART|9ZMB|aASPD
192	63321 43351	 * 	157.36	DCR|2VULN|1AART|3ASPD|2DUR	19DUR|2RMIN|3LEGI|4LIT|589ASPD|6RCR|79VULN|9BPWR|aAART
193	53322 32252	 * 	157.27	DCR|3DMG|2FLTHEA|2ZMB|1DUR	18aDMG|28BEXP|3LEGI|4aLIT|5DUR|68ZMB|7RCR|8aBPWR|9aFLTHEA
194	55121 16132	   	157.25	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	19DMG|2ZMB|3DMSP|4LSRREG|5AART|6DUR|7RCR|8CDMG|aMLV
195	55221 16132	   	157.25	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	19DMG|2ZMB|3RCVC|4LSRREG|5AART|6DUR|7RCR|8CDMG|aMLV
196	51521 31631	   	157.16	DCR|3DMG|2VULN|1DUR|1SELL	13aDMG|2aFEWX|4DUR|57ERES|6aVULN|8RCR|9SELL|aBPWR
197	53521 31631	   	157.16	DCR|3DMG|2VULN|1DUR|1SELL	13aDMG|2aBEXP|4DUR|57ERES|6aVULN|8RCR|9SELL|aBPWR
198	55121 16121	   	157.15	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1aDMG|2ZMB|3DMSP|4LSRREG|5AART|6DUR|7RCR|8CDMG|9TLV
199	55121 16133	   	157.15	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	19DMG|2ZMB|3DMSP|4LSRREG|5AART|6DUR|7RCR|8CDMG|aERES
200	55221 16121	   	157.15	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1aDMG|2ZMB|3RCVC|4LSRREG|5AART|6DUR|7RCR|8CDMG|9TLV
201	55221 16133	   	157.15	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	19DMG|2ZMB|3RCVC|4LSRREG|5AART|6DUR|7RCR|8CDMG|aERES
202	63216 52223	   	157.11	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2RMIN|3CDMG|4LIT|57aVULN|6TLV|8RCR|9AART
203	51321 42252	 * 	157.05	DCR|3DMG|2FLTHEA|2DUR|1ASPD	18aDMG|28FEWX|3LEGI|4aLIT|5ASPD|6RCR|78DUR|8aBPWR|9aFLTHEA
204	32214 22161	   	157.00	ACR|3VULN|1AART|1DMG	1FEWX|2LWND|38aVULN|4CANHEL|5RCR|6RMIN|7DMG|9AART
205	12214 22161	   	156.90	ACR|3VULN|1AART|1DMG	1DUST|2LWND|38aVULN|4CANHEL|5RCR|6RMIN|7DMG|9AART
206	13631 22621	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	15DUST|2RMIN|3MGNSTR|48VULN|6CDMG|7RCR|9AART|aDMG
207	13223 52621	   	156.78	DCR|2VULN|1AART|1DMG|1CDMG	15DUST|2RMIN|3CDMG|4CANHEL|68VULN|7RCR|9AART|aDMG
208	52121 51134	   	156.58	DCR|3DMG|1AART|1VULN	16aDMG|2RMIN|3DMSP|4LSRREG|5AART|7FEWX|8VULN|9RCR
209	52221 51134	   	156.58	DCR|3DMG|1AART|1VULN	16aDMG|2RMIN|3RCVC|4LSRREG|5AART|7FEWX|8VULN|9RCR
210	52521 33134	   	156.58	DCR|3DMG|1AART|1VULN	13aDMG|2RMIN|3BPWR|4LSRREG|5AART|6CGEN|7MLV|8VULN|9RCR
211	62246 23321	   	156.53	ACR|3VULN|2CDMG|2DUR|1ZMB	1aDUR|2LWND|34aVULN|5RCR|6ZMB|7ERES|8DMSP|9aCDMG|aBPWR
212	55121 31122	   	156.47	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	19DMG|2ZMB|3DMSP|4LSRREG|5AART|6CGEN|7ASPD|8VULN|aRCR
213	55221 31122	   	156.47	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	19DMG|2ZMB|3RCVC|4LSRREG|5AART|6CGEN|7ASPD|8VULN|aRCR
214	62246 23121	   	156.43	ACR|3VULN|2CDMG|2DUR|1ZMB	1aDUR|2LWND|34aVULN|5RCR|6ZMB|78ERES|9aCDMG|aBPWR
215	56126 32131	   	156.37	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DMG|27ERES|34AART|5CANSTR|6DUR|8VULN|9RCR|aCDMG
216	55121 41122	   	156.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	19DMG|2ZMB|3DMSP|4LSRREG|5AART|6ERES|7ASPD|8VULN|aRCR
217	55221 41122	   	156.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	19DMG|2ZMB|3RCVC|4LSRREG|5AART|6ERES|7ASPD|8VULN|aRCR
218	63231 11336	   	156.28	DCR|1AART|3CDMG|1VULN|1DMG|1DUR	1DUR|2RMIN|346CDMG|5AART|7DMG|8AIRHEL|9RCR|aVULN
219	53212 42631	 * 	156.20	ACR|3CDMG|1AART|1VULN|1DMG|1DUR	1DMG|2BEXP|379CDMG|4LIT|5RCR|6VULN|8DUR|aAART
220	55521 13133	   	156.19	DCR|2DMG|3ZMB|1AART|1DUR	13DMG|23aZMB|3BPWR|4LSRREG|5AART|6DUR|7LIT|8TLV|9RCR
221	54326 31122	   	156.02	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	14DMG|234MLV|4BPWR|5RCR|6LWND|7ASPD|8AART|9VULN|aDUR
222	51533 32622	   	155.98	DCR|3DMG|1AART|1VULN	139DMG|2FEWX|4MLV|5DUST|6VULN|7CGEN|8RCR|aAART
223	53533 32622	   	155.98	DCR|3DMG|1AART|1VULN	139DMG|2BEXP|4MLV|5DUST|6VULN|7CGEN|8RCR|aAART
224	43261 32226	   	155.83	DCR|4VULN|1DMG|1CDMG	1LWND|2347VULN|5CDMG|6BEXP|8DMG|9CGEN|aRCR
225	43114 23431	   	155.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|27VULN|3BEXP|4CANHEL|5RCR|6DUR|8AART|9DMG|aASPD
226	62214 13431	   	155.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2LWND|37VULN|4CANHEL|5RCR|6BEXP|8AART|9DMG|aASPD
227	63166 33221	   	155.81	ACR|3VULN|1AART|2DUR|1ASPD	18DUR|2RMIN|3CGEN|478VULN|5RCR|68LSRICY|8BPWR|9ASPD|aAART
228	54326 21212	   	155.80	ACR|2DMG|1AART|1VULN|2ZMB	14DMG|234MLV|4BPWR|5RCR|69ZMB|7VULN|8BEXP|aAART
229	53212 43311	   	155.69	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8AART|9LWND|aRPLT
230	53212 43312	   	155.69	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8AART|9LWND|aFEWX
231	53212 43313	   	155.69	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4aLIT|5RCR|67VULN|8AART|9LWND
232	53212 43316	   	155.69	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8AART|9LWND|aRMIN
233	53212 43334	   	155.69	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8AART|9MLV|aRCVC
234	53212 43335	   	155.69	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8AART|9MLV|aLWND
235	53212 44333	   	155.69	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|47LIT|5RCR|6aVULN|8AART|9MLV
236	55131 63312	   	155.62	DCR|3DMG|1VULN|1ZMB|1DUR	149DMG|2ZMB|3DMSP|5VULN|6RCR|7BEXP|8DUR|aLIT
237	55231 63312	   	155.62	DCR|3DMG|1VULN|1ZMB|1DUR	149DMG|2ZMB|3RCVC|5VULN|6RCR|7BEXP|8DUR|aLIT
238	53212 43321	   	155.59	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8AART|9DUST|aRPLT
239	53212 43322	   	155.59	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8AART|9DUST|aFEWX
240	53212 43323	   	155.59	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4aLIT|5RCR|67VULN|8AART|9DUST
241	53212 43326	   	155.59	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8AART|9DUST|aRMIN
242	53212 43331	   	155.59	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8AART|9MLV|aDUST
243	53212 43332	   	155.59	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8AART|9MLV|aERES
244	53212 43351	   	155.59	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8AART|9RMIN|aDUST
245	53212 43352	   	155.59	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8AART|9RMIN|aERES
246	43223 14251	   	155.58	DCR|4VULN|2CDMG|1ZMB	1aLWND|237aVULN|4CGEN|5ZMB|6MBVNT|8aCDMG|9RCR|aBPWR
247	55131 62312	   	155.52	DCR|3DMG|1VULN|1ZMB|1DUR	149DMG|2ZMB|3DMSP|5VULN|6RCR|7MBVNT|8DUR|aLIT
248	55131 63311	   	155.52	DCR|3DMG|1VULN|1ZMB|1DUR	149DMG|2ZMB|3DMSP|5VULN|6RCR|7BEXP|8DUR|aDUST
249	55131 63313	   	155.52	DCR|3DMG|1VULN|1ZMB|1DUR	149DMG|2ZMB|3DMSP|5VULN|6RCR|7BEXP|8DUR|aERES
250	55231 62312	   	155.52	DCR|3DMG|1VULN|1ZMB|1DUR	149DMG|2ZMB|3RCVC|5VULN|6RCR|7MBVNT|8DUR|aLIT
251	55231 63311	   	155.52	DCR|3DMG|1VULN|1ZMB|1DUR	149DMG|2ZMB|3RCVC|5VULN|6RCR|7BEXP|8DUR|aDUST
252	55231 63313	   	155.52	DCR|3DMG|1VULN|1ZMB|1DUR	149DMG|2ZMB|3RCVC|5VULN|6RCR|7BEXP|8DUR|aERES
253	62211 32561	   	155.48	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	17DUR|2LWND|35VULN|4CANHEL|6AART|8RCR|9CDMG|aASPD
254	55131 62313	   	155.42	DCR|3DMG|1VULN|1ZMB|1DUR	149DMG|2ZMB|3DMSP|5VULN|6RCR|7MBVNT|8DUR|aERES
255	55131 62314	   	155.42	DCR|3DMG|1VULN|1ZMB|1DUR	149DMG|2ZMB|3DMSP|5VULN|6RCR|7MBVNT|8DUR|aLEGI
256	55231 62313	   	155.42	DCR|3DMG|1VULN|1ZMB|1DUR	149DMG|2ZMB|3RCVC|5VULN|6RCR|7MBVNT|8DUR|aERES
257	55231 62314	   	155.42	DCR|3DMG|1VULN|1ZMB|1DUR	149DMG|2ZMB|3RCVC|5VULN|6RCR|7MBVNT|8DUR|aLEGI
258	32211 43461	   	155.42	DCR|4VULN|1AART	1FEWX|2LWND|357aVULN|4CANHEL|6RCR|8BEXP|9AART
259	62214 33124	   	155.38	ACR|2VULN|1AART|1DMG|2DUR	18DUR|2LWND|38VULN|48CANHEL|5RCR|6AART|7NUKE|8BPWR|9DMG|aBEXP
260	32211 46233	   	155.36	DCR|3VULN|2DMG	1aFEWX|2LWND|35aVULN|4CANHEL|6RCR|7RPLT|8BEXP|9aDMG|aBPWR
261	43232 13215	   	155.36	DCR|3VULN|2AART|1DUR|1SELL	17LWND|237VULN|46AART|57DUST|7BPWR|8SELL|9RCR|aDUR
262	12211 43461	   	155.32	DCR|4VULN|1AART	1DUST|2LWND|357aVULN|4CANHEL|6RCR|8BEXP|9AART
263	12211 43661	   	155.32	DCR|4VULN|1AART	1DUST|2LWND|357aVULN|4CANHEL|6RCR|8FEWX|9AART
264	53212 21354	   	155.29	ACR|2VULN|2DMG|2CDMG	1aDMG|2BEXP|3aCDMG|47LIT|5RCR|6ERES|8aVULN|9RPLT|aBPWR
265	62214 32336	   	155.28	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2LWND|3aVULN|4CANHEL|5RCR|6AART|8DUST|9DMG
266	62214 33123	   	155.28	ACR|2VULN|1AART|1DMG|2DUR	18DUR|2LWND|38VULN|48CANHEL|5RCR|6AART|7NUKE|8BPWR|9DMG|aTLV
267	62214 33125	   	155.28	ACR|2VULN|1AART|1DMG|2DUR	18DUR|2LWND|38VULN|48CANHEL|5RCR|6AART|7NUKE|8BPWR|9DMG|aMBVNT
268	62214 33126	   	155.28	ACR|2VULN|1AART|1DMG|2DUR	18DUR|2LWND|38VULN|48CANHEL|5RCR|6AART|7NUKE|8BPWR|9DMG|aDUST
269	36211 46233	   	155.26	DCR|3VULN|2DMG	1aFEWX|2DUST|35aVULN|4CANHEL|6RCR|7RPLT|8BEXP|9aDMG|aBPWR
270	43232 15215	   	155.26	DCR|3VULN|2AART|1DUR|1SELL	1LWND|237VULN|46AART|5DUST|8SELL|9RCR|aDUR
271	32211 46532	   	155.16	DCR|3VULN|2DMG	1FEWX|2LWND|358VULN|4CANHEL|6RCR|7RPLT|9aDMG
272	51324 22332	   	155.16	DCR|2DMG|1AART|1VULN|2DUR	19DMG|29FEWX|3LEGI|4LIT|5BEXP|6AART|79DUR|8RCR|9BPWR|aVULN
273	62214 33122	   	155.13	ACR|2VULN|1AART|1DMG|2DUR|1SELL	18DUR|2LWND|38VULN|48CANHEL|5RCR|6AART|7NUKE|8BPWR|9DMG|aSELL
274	51363 62331	   	155.12	DCR|3DMG|2VULN|1SELL	17aDMG|2FEWX|3LEGI|4aVULN|58aCGEN|6RCR|9SELL|aBPWR
275	53212 43121	   	155.09	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8LHND|9AART|aRPLT
276	53212 43122	   	155.09	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8LHND|9AART|aFEWX
277	53212 43123	   	155.09	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4aLIT|5RCR|67VULN|8LHND|9AART
278	53212 43126	   	155.09	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8LHND|9AART|aRMIN
279	53212 51323	   	155.09	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|47LIT|5RCR|6CGEN|8aVULN|9AART
280	53212 52223	   	155.09	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|68CGEN|7aVULN|9AART
281	53212 52323	   	155.09	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|6CGEN|7aVULN|8RCVC|9AART
282	62211 32266	   	155.09	DCR|3VULN|1AART|2DUR|1ASPD	17DUR|2LWND|35aVULN|4CANHEL|6AART|8ASPD|9RCR
283	12211 46532	   	155.06	DCR|3VULN|2DMG	1DUST|2LWND|358VULN|4CANHEL|6RCR|7RPLT|9aDMG
284	53212 43421	   	154.99	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8MLV|9AART|aDUST
285	53212 43422	   	154.99	ACR|2VULN|1AART|1DMG|1CDMG	1DMG|2BEXP|3CDMG|4LIT|5RCR|67VULN|8MLV|9AART|aERES
286	32214 22165	   	154.99	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2LWND|38VULN|4CANHEL|5RCR|6RMIN|7DMG|9AART|aCDMG
287	51361 62331	   	154.92	DCR|3DMG|2VULN|1SELL	17aDMG|2FEWX|3LEGI|4aVULN|5aERES|6RCR|8DMSP|9SELL|aBPWR
288	12214 22165	   	154.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2LWND|38VULN|4CANHEL|5RCR|6RMIN|7DMG|9AART|aCDMG
289	51361 62131	   	154.82	DCR|3DMG|2VULN|1SELL	17aDMG|2FEWX|3LEGI|4aVULN|58aERES|6RCR|9SELL|aBPWR
290	55326 12233	   	154.69	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	18DMG|2ZMB|3BEXP|4CGEN|5CDMG|6DUR|7ASPD|9AART|aRCR
291	51336 41322	   	154.62	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	19DMG|2FEWX|3LEGI|4MLV|5RCR|6DUR|7ASPD|8VULN|aAART
292	53336 41322	   	154.62	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	19DMG|2BEXP|3LEGI|4MLV|5RCR|6DUR|7ASPD|8VULN|aAART
293	62235 11353	   	154.62	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2LWND|39VULN|4RPLT|5RCR|6ERES|7DMG|8ASPD|aAART
294	36211 22561	   	154.60	DCR|2VULN|2AART|1CDMG|1ASPD	1FEWX|2DUST|35VULN|4CANHEL|67AART|8RCR|9CDMG|aASPD
295	55316 12233	   	154.59	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	18DMG|2ZMB|3BEXP|4ERES|5CDMG|6DUR|7ASPD|9AART|aRCR
296	53222 22356	 * 	154.58	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1DMG|25BEXP|3CDMG|4CANHEL|6AART|7VULN|8ASPD|9FLTHEA|aRCR
297	51212 53742	   	154.58	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|2aFEWX|3CDMG|4LIT|5MBVNT|67VULN|8RCR|9AART
298	51212 53743	   	154.58	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|2FEWX|3CDMG|4LIT|5MBVNT|67VULN|8RCR|9AART|aBEXP
299	52121 35631	   	154.58	DCR|2DMG|1AART|1VULN|1CDMG	1aDMG|2RMIN|3DMSP|4LSRREG|5AART|6CGEN|7VULN|8CDMG|9RCR
300	52121 51131	   	154.58	DCR|2DMG|1AART|1VULN|1CDMG	16DMG|2RMIN|3DMSP|4LSRREG|5AART|7FEWX|8VULN|9RCR|aCDMG
301	52221 35631	   	154.58	DCR|2DMG|1AART|1VULN|1CDMG	1aDMG|2RMIN|3RCVC|4LSRREG|5AART|6CGEN|7VULN|8CDMG|9RCR
302	52221 51131	   	154.58	DCR|2DMG|1AART|1VULN|1CDMG	16DMG|2RMIN|3RCVC|4LSRREG|5AART|7FEWX|8VULN|9RCR|aCDMG
303	52521 33131	   	154.58	DCR|2DMG|1AART|1VULN|1CDMG	13DMG|2RMIN|3BPWR|4LSRREG|5AART|6CGEN|7MLV|8VULN|9RCR|aCDMG
304	51212 53744	   	154.48	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|2FEWX|3CDMG|4LIT|5MBVNT|67VULN|8RCR|9AART|aERES
305	52521 43131	   	154.48	DCR|2DMG|1AART|1VULN|1CDMG	13DMG|2RMIN|3BPWR|4LSRREG|5AART|6ERES|7MLV|8VULN|9RCR|aCDMG
306	53212 41234	   	154.39	ACR|2DMG|1AART|1VULN|1CDMG	19DMG|2BEXP|3CDMG|4LIT|5RCR|6VULN|7DUST|8RMIN|aAART
307	51522 21612	   	154.36	DCR|2DMG|1AART|1VULN|2DUR	13DMG|2FEWX|49DUR|5DLOT|6RPLT|7AART|8RCR|aVULN
308	62246 33322	   	154.31	ACR|3VULN|1FLTHEA|1CDMG|1DUR|1ASPD	1DUR|2LWND|347VULN|5RCR|6FLTHEA|8ERES|9CDMG|aASPD
309	51212 52741	   	154.30	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1DMG|2FEWX|37CDMG|4LIT|5MBVNT|6VULN|8RCR|9AART|aZMB
310	63536 22223	   	154.30	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2RMIN|39DMG|4DMSP|5VULN|6BELT|7ASPD|8RCR|aAART
311	43263 15432	   	154.27	DCR|3VULN|1AART|2ZMB	1LWND|234VULN|5DUST|6MBVNT|7RCR|8AART|9aZMB
312	55131 62412	 * 	154.27	DCR|2VULN|2DMG|2ZMB	14DMG|2aZMB|3DMSP|59VULN|6RCR|7MBVNT|8ERES
313	55231 62412	   	154.27	DCR|2VULN|2DMG|2ZMB	14DMG|2aZMB|3RCVC|59VULN|6RCR|7MBVNT|8ERES
314	53211 66122	   	154.18	DCR|2DMG|1AART|1VULN|1CDMG	16DMG|259BEXP|3CDMG|46LIT|6BPWR|7VULN|8RCR|aAART
315	53216 62122	   	154.18	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|269BEXP|3CDMG|4LIT|56VULN|6BPWR|7RCVC|8RCR|aAART
316	63231 11462	   	153.98	DCR|1AART|3CDMG|1VULN|1DMG|1DUR	1DUR|2RMIN|346CDMG|5AART|7DMG|8VULN|9RCVC|aRCR
317	53212 62141	 * 	153.92	ACR|2DMG|3CDMG|1AART|1DUR	19DMG|2BEXP|379CDMG|4LIT|5RCR|6DUR|89LHND|9BPWR|aAART
318	53212 36133	 * 	153.89	ACR|2DMG|2AART|2CDMG	1aDMG|2BEXP|39CDMG|4LIT|5RCR|6DUST|78AART
319	53212 43161	   	153.88	ACR|3VULN|1DMG|1CDMG|1ASPD	1DMG|2BEXP|3CDMG|4LIT|5RCR|67aVULN|8LHND|9ASPD
320	62246 32211	   	153.88	ACR|3VULN|1DMG|1FLTHEA|1DUR	1DUR|2LWND|349VULN|5RCR|6FLTHEA|7MLV|8DMG|aBELT
321	62246 32212	   	153.88	ACR|3VULN|1DMG|1FLTHEA|1DUR	1DUR|2LWND|349VULN|5RCR|6FLTHEA|7MLV|8DMG|aCGEN
322	43531 22136	 * 	153.86	DCR|3VULN|1DMG|1CDMG|2DUR	1LWND|257VULN|3CDMG|4DMG|6ERES|89DUR|aRCR
323	62214 22113	   	153.78	ACR|3VULN|1DMG|1CDMG|1DUR	1DUR|2LWND|389VULN|4CANHEL|5RCR|6RMIN|7DMG|aCDMG
324	62214 62113	   	153.68	ACR|3VULN|1DMG|1CDMG|1DUR	1DUR|2LWND|389VULN|4CANHEL|5RCR|6ERES|7DMG|aCDMG
325	33525 15312	   	153.68	DCR|3DMG|1AART|1VULN	1FEWX|2RMIN|357DMG|45CGEN|5BPWR|6DUST|8VULN|9RCR|aAART
326	43233 24114	   	153.62	DCR|4VULN|1AART	1LWND|239aVULN|4AART|5RPLT|6DUST|7LIT|8RCR
327	61135 21362	   	153.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2RCVC|3DMSP|4DMG|5aVULN|6MBVNT|7AART|8ASPD|9RCR
328	61235 21362	   	153.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|23RCVC|4DMG|5aVULN|6MBVNT|7AART|8ASPD|9RCR
329	32241 22365	   	153.58	DCR|3VULN|1AART|2CDMG	1FEWX|2LWND|347VULN|56CDMG|8CGEN|9RCR|aAART
330	52531 12312	   	153.58	DCR|3DMG|1AART|1VULN	134DMG|2RMIN|3BPWR|5CGEN|6FEWX|7DUST|8VULN|9RCR|aAART
331	52531 22312	   	153.58	DCR|3DMG|1AART|1VULN	134DMG|2RMIN|3BPWR|5CGEN|6BEXP|7DUST|8VULN|9RCR|aAART
