0	Index      	 *	Score 	Summary	Detail	
1	63613 24131	 * 	192.35	ACR|4VULN|2DMG|2CDMG	1aMLV|2RCR|3aDMG|4568VULN|7FEWX|9aCDMG|aBPWR
168	63632 51131	   	168.73	ACR|2VULN|2DMG|1AART	17MLV|2RCR|3aDMG|47BEXP|5AART|67VULN|7BPWR|8FEWX|9ERES
169	63632 52232	   	168.63	ACR|2VULN|2DMG|1AART	1MLV|2RCR|39DMG|4BEXP|5AART|6aVULN|7FEWX|8LIT
170	42662 32132	   	168.59	ACR|2VULN|3ZMB|1DMG|2CDMG	19CDMG|29aZMB|3LIT|4RCR|5DMG|6RMIN|79VULN|8DMSP|9BPWR
171	51134 31153	   	168.54	DCR|3VULN|1DMG|2CDMG|1ZMB	19aVULN|2DUST|3ZMB|48CDMG|5DMG|6RCR|7BEXP
172	51134 33153	   	168.54	DCR|3VULN|1DMG|2CDMG|1ZMB	19aVULN|2DUST|3ZMB|48CDMG|5DMG|6RCR|7LHND
173	63632 36232	   	168.53	ACR|2VULN|2DMG|1AART	1MLV|2RCR|39DMG|4BEXP|5AART|6DUST|7aVULN|8LIT
174	63632 52131	   	168.53	ACR|2VULN|2DMG|1AART	1MLV|2RCR|3aDMG|4BEXP|5AART|68VULN|7FEWX|9ERES
175	63613 24122	   	168.47	ACR|4VULN|1DMG|1DUR|1ASPD	1MLV|2RCR|3DMG|4568VULN|7FEWX|9ASPD|aDUR
176	63632 36131	   	168.43	ACR|2VULN|2DMG|1AART	1MLV|2RCR|3aDMG|4BEXP|5AART|6DUST|78VULN|9ERES
177	56211 16233	 * 	168.30	DCR|2VULN|3ZMB|1AART|2ASPD	13VULN|23ASPD|3BPWR|4AART|59aZMB|6LIT|7RCR|8TLV
178	42313 25316	   	168.21	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3RPLT|456VULN|7LHND|8RCR|9AART|aDUR
179	53216 32136	   	168.16	DCR|4VULN|1DMG|1CDMG|2DUR	1469VULN|2CDMG|3LWND|56DUR|6BPWR|7BELT|8DMG|aRCR
180	63613 23342	   	168.15	ACR|4VULN|1DMG|1FLTHEA	1MLV|2RCR|3DMG|456aVULN|7LIT|8NUKE|9FLTHEA
181	63613 24133	   	168.15	ACR|4VULN|1DMG|1CDMG	1MLV|2RCR|3DMG|4568VULN|7FEWX|9CDMG|aERES
182	63612 21121	   	168.02	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	17MLV|2RCR|3DMG|468VULN|5DUR|9ASPD|aCDMG
183	63121 14422	   	168.01	ACR|2VULN|1AART|1DMG|2CDMG	1MLV|2RCR|34FEWX|56CDMG|7DMG|89VULN|aAART
184	42123 31212	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3LWND|4RPLT|5aVULN|6CANSTR|7RCR|8DMG|9AART
185	42323 31212	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3RPLT|4LHND|5aVULN|6CANSTR|7RCR|8DMG|9AART
186	42343 31212	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3RPLT|4LWND|5aVULN|6CANSTR|7RCR|8DMG|9AART
187	63231 14422	   	167.91	ACR|2VULN|1AART|1DMG|2CDMG	13MLV|2RCR|3BPWR|4DUST|56CDMG|7DMG|89VULN|aAART
188	63613 21132	   	167.90	ACR|4VULN|1AART|1DMG|1CDMG|1MSE	1MLV|2RCR|3DMG|4568VULN|7MSE|9CDMG|aAART
189	52141 63321	 * 	167.85	DCR|2VULN|2DMG|2ZMB|2ASPD|1DUR	17VULN|2DUR|37ZMB|4aASPD|5FEWX|67DMG|7BPWR|8DUST|9RCR
190	26335 13261	   	167.84	ACR|3VULN|1AART|1DMG|1ASPD	17aFEWX|2ASPD|3AART|47aVULN|5RCR|67CANHEL|7aBPWR|8DMG|9aMLV
191	63613 22112	 * 	167.80	ACR|3VULN|1DMG|1CDMG|1FLTHEA	1MLV|2RCR|3DMG|456VULN|78RCVC|9CDMG|aFLTHEA
192	56215 32221	   	167.79	ACR|4VULN|1AART|2ASPD	1378VULN|23ASPD|3BPWR|4AART|5RCR|6BEXP|9FEWX|aLWND
193	56215 32222	   	167.79	ACR|4VULN|1AART|2ASPD	1378VULN|23ASPD|3BPWR|4AART|5RCR|6BEXP|9FEWX|aRCVC
194	56215 32231	   	167.79	ACR|4VULN|1AART|2ASPD	1378VULN|23ASPD|3BPWR|4AART|5RCR|6BEXP|9aLWND
195	51313 62413	 * 	167.73	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1SELL	1VULN|2DUST|3FLTHEA|4LIT|5SELL|6aDMG|7RCR|8ZMB|9AART
196	52132 62116	   	167.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	15VULN|2DUR|3ZMB|4CDMG|6NUKE|7BELT|8DMG|9AART|aRCR
197	63632 21143	 * 	167.70	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1MLV|2RCR|3DMG|4BEXP|5AART|6DUR|7FLTHEA|8CDMG|9VULN|aBELT
198	56215 32211	   	167.69	ACR|4VULN|1AART|2ASPD	1378VULN|23ASPD|3BPWR|4AART|5RCR|6BEXP|9MBVNT|aLWND
199	56215 32212	   	167.69	ACR|4VULN|1AART|2ASPD	1378VULN|23ASPD|3BPWR|4AART|5RCR|6BEXP|9MBVNT|aRCVC
200	56215 32223	   	167.69	ACR|4VULN|1AART|2ASPD	1378VULN|23ASPD|3BPWR|4AART|5RCR|6BEXP|9FEWX|aERES
201	56215 32232	   	167.69	ACR|4VULN|1AART|2ASPD	1378VULN|23ASPD|3BPWR|4AART|5RCR|6BEXP|9LWND|aVENICY
202	63622 25121	   	167.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2RCR|3DMG|4LHND|5DUR|68VULN|7AART|9CANHEL|aZMB
203	26335 13222	   	167.64	ACR|3VULN|1AART|1DMG|1ASPD	17FEWX|2ASPD|3AART|47aVULN|5RCR|67CANHEL|7BPWR|8DMG|9DMSP
204	26335 13231	   	167.64	ACR|3VULN|1AART|1DMG|1ASPD	17aFEWX|2ASPD|3AART|47aVULN|5RCR|67CANHEL|7aBPWR|8DMG|9aERES
205	42613 13612	   	167.62	DCR|2VULN|3CDMG|1DMG|2ZMB|1DUR	189CDMG|28ZMB|3LIT|4DMG|58VULN|6RPLT|7RCR|8BPWR|aDUR
206	63632 21126	   	167.60	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1MLV|2RCR|3DMG|4BEXP|5AART|6DUR|7FLTHEA|8CDMG|9LEGI|aVULN
207	63632 21142	   	167.60	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1MLV|2RCR|3DMG|4BEXP|5AART|6DUR|7FLTHEA|8CDMG|9VULN|aERES
208	63632 21162	   	167.60	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1MLV|2RCR|3DMG|4BEXP|5AART|6DUR|7FLTHEA|8CDMG|9TLV|aVULN
209	56215 32213	   	167.59	ACR|4VULN|1AART|2ASPD	1378VULN|23ASPD|3BPWR|4AART|5RCR|6BEXP|9MBVNT|aERES
210	53214 22326	   	167.57	DCR|4VULN|1DMG|1CDMG|1ASPD	1459VULN|2CDMG|3LWND|6DMG|7RPLT|8RCR|aASPD
211	26335 51334	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	17FEWX|2ASPD|3AART|478VULN|5RCR|67ERES|7BPWR|9MBVNT|aDMG
212	63613 23431	   	167.43	ACR|5VULN|1DMG	1MLV|2RCR|3DMG|4569aVULN|7LIT|8FEWX
213	63613 23531	   	167.43	ACR|5VULN|1DMG	1MLV|2RCR|3DMG|4569aVULN|7LIT|8LWND
214	63613 24112	   	167.43	ACR|5VULN|1DMG	1MLV|2RCR|3DMG|4568aVULN|7FEWX|9LHND
215	63613 25122	   	167.43	ACR|5VULN|1DMG	1MLV|2RCR|3DMG|4568aVULN|7LHND|9FEWX
216	63613 25132	   	167.43	ACR|5VULN|1DMG	1MLV|2RCR|3DMG|4568aVULN|79LHND
217	63611 22622	   	167.43	ACR|5VULN|1DMG	1MLV|2RCR|3DMG|4689aVULN|5FEWX|7LHND
218	63611 23622	   	167.43	ACR|5VULN|1DMG	1MLV|2RCR|3DMG|4689aVULN|5FEWX|7LWND
219	63621 23622	   	167.43	ACR|5VULN|1DMG	1MLV|2RCR|3DMG|4LHND|5FEWX|6789aVULN
220	63623 21152	   	167.43	ACR|5VULN|1DMG	17MLV|2RCR|3DMG|4LHND|5689aVULN
221	63623 33622	   	167.43	ACR|5VULN|1DMG	1MLV|2RCR|3DMG|4LHND|5789aVULN|6FEWX
222	63612 11153	   	167.40	ACR|3VULN|1DMG|2CDMG|1DUR	1MLV|2RCR|3DMG|49aVULN|5DUR|68CDMG|7BEXP
223	63612 13153	   	167.40	ACR|3VULN|1DMG|2CDMG|1DUR	1MLV|2RCR|3DMG|49aVULN|5DUR|68CDMG|7LHND
224	63615 12122	   	167.40	ACR|3VULN|1DMG|2CDMG|1ASPD	1MLV|2RCR|3DMG|49aVULN|5ASPD|68CDMG|7RPLT
225	63613 24222	   	167.33	ACR|5VULN|1DMG	1MLV|2RCR|3DMG|4569aVULN|7FEWX|8DUST
226	63613 25112	   	167.33	ACR|5VULN|1DMG	1MLV|2RCR|3DMG|4568aVULN|7LHND|9LEGI
227	63613 25222	   	167.33	ACR|5VULN|1DMG	1MLV|2RCR|3DMG|4569aVULN|7LHND|8DUST
228	63623 23622	   	167.33	ACR|5VULN|1DMG	1MLV|2RCR|3DMG|4LHND|5689aVULN|7DUST
229	63612 12153	   	167.30	ACR|3VULN|1DMG|2CDMG|1DUR	1MLV|2RCR|3DMG|49aVULN|5DUR|68CDMG|7DUST
230	44214 22333	 * 	167.14	DCR|4VULN|2CDMG|1DMG	1aCDMG|245aVULN|3LWND|6DMG|7RPLT|8RCR|9aLIT|aBPWR
231	53214 22333	   	167.14	DCR|4VULN|2CDMG|1DMG	145aVULN|2aCDMG|3LWND|6DMG|7RPLT|8RCR|9aLIT|aBPWR
232	53314 22335	   	167.14	DCR|4VULN|1DMG|2CDMG	145aVULN|2aCDMG|3BEXP|6DMG|7RPLT|8RCR|9aLHND|aBPWR
233	56215 13341	 * 	167.14	ACR|3VULN|1AART|2ASPD|1CDMG	138VULN|23ASPD|3BPWR|4AART|5RCR|6ERES|7MBVNT|9LIT|aCDMG
234	53314 22325	   	166.94	DCR|4VULN|1DMG|2CDMG	145aVULN|2aCDMG|3BEXP|6DMG|7RPLT|8RCR|9aDUST|aBPWR
235	63632 51332	   	166.90	ACR|3VULN|1AART|1DMG	179MLV|2RCR|3DMG|47BEXP|5AART|678VULN|7BPWR|aLWND
236	63632 51333	   	166.90	ACR|3VULN|1AART|1DMG	179MLV|2RCR|3DMG|47BEXP|5AART|678VULN|7BPWR|aFEWX
237	42613 13313	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3LIT|4DMG|59aVULN|6RPLT|7RCR|8DUR
238	52134 63122	   	166.85	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB|1SELL	17VULN|27DUR|3ZMB|4CDMG|57DMG|6RPLT|7BPWR|8SELL|9LIT|aRCR
239	63613 31411	   	166.83	ACR|2VULN|2DMG|1AART	1MLV|2RCR|3aDMG|45VULN|6RMIN|7BEXP|8AART|9FEWX
240	63613 31421	   	166.83	ACR|2VULN|2DMG|1AART	1MLV|2RCR|3aDMG|45VULN|6RMIN|7BEXP|8AART|9LHND
241	63612 26331	   	166.83	ACR|4VULN|1DMG|2DUR	1MLV|2RCR|3DMG|469aVULN|58DUR|7LIT
242	63632 51222	   	166.80	ACR|3VULN|1AART|1DMG	17MLV|2RCR|3DMG|47BEXP|5AART|67aVULN|7BPWR|8LIT|9DUST
243	63632 51312	   	166.80	ACR|3VULN|1AART|1DMG	17MLV|2RCR|3DMG|47BEXP|5AART|678VULN|7BPWR|9FEWX|aTLV
244	63632 51313	   	166.80	ACR|3VULN|1AART|1DMG	17MLV|2RCR|3DMG|47BEXP|5AART|678VULN|7BPWR|9FEWX|aERES
245	63632 51322	   	166.80	ACR|3VULN|1AART|1DMG	17MLV|2RCR|3DMG|47BEXP|5AART|678VULN|7BPWR|9LHND|aTLV
246	63632 51323	   	166.80	ACR|3VULN|1AART|1DMG	17MLV|2RCR|3DMG|47BEXP|5AART|678VULN|7BPWR|9LHND|aERES
247	63623 22224	   	166.73	ACR|2VULN|2DMG|1AART	1aMLV|2RCR|3aDMG|4LHND|56VULN|7LEGI|8AART|9aCANHEL|aBPWR
248	26343 42332	   	166.65	DCR|2VULN|2DMG|1AART|1ASPD	1FEWX|2ASPD|3AART|4LHND|58DMG|6ERES|7aVULN|9RCR
249	63623 22231	   	166.63	ACR|2DMG|2VULN|1AART	1MLV|2RCR|3aDMG|4LHND|56VULN|7LEGI|8AART|9ERES
250	22533 23244	 * 	166.52	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR	17FEWX|28DUR|3RCR|4RCVC|57VULN|67ZMB|7BPWR|9CDMG|aAART
251	53314 26231	   	166.51	DCR|3VULN|2DMG|1CDMG	145VULN|2CDMG|3BEXP|6aDMG|7RCR|8LHND|9FEWX
252	53314 26331	   	166.51	DCR|3VULN|2DMG|1CDMG	145VULN|2CDMG|3BEXP|6aDMG|7RCR|8LWND|9FEWX
253	51134 31431	   	166.28	DCR|3VULN|1DMG|2ZMB|1CDMG	189VULN|2DUST|39ZMB|4CDMG|5DMG|6RCR|79BEXP|9BPWR|aBELT
254	51134 31432	   	166.28	DCR|3VULN|1DMG|2ZMB|1CDMG	189VULN|2DUST|39ZMB|4CDMG|5DMG|6RCR|79BEXP|9BPWR|aLWND
255	51134 33431	   	166.28	DCR|3VULN|1DMG|2ZMB|1CDMG	189VULN|2DUST|39ZMB|4CDMG|5DMG|6RCR|79LHND|9BPWR|aBELT
256	51134 33432	   	166.28	DCR|3VULN|1DMG|2ZMB|1CDMG	189VULN|2DUST|39ZMB|4CDMG|5DMG|6RCR|79LHND|9BPWR|aLWND
257	53214 23513	   	166.25	DCR|3VULN|2DMG|1CDMG|1ASPD	145VULN|2CDMG|3LWND|68DMG|7CGEN|9ASPD|aRCR
258	53214 24113	   	166.25	DCR|3VULN|2DMG|1CDMG|1ASPD	145VULN|2CDMG|3LWND|67DMG|8CGEN|9ASPD|aRCR
259	53314 23513	   	166.25	DCR|3VULN|2DMG|1CDMG|1ASPD	145VULN|2CDMG|3BEXP|68DMG|7CGEN|9ASPD|aRCR
260	53314 24113	   	166.25	DCR|3VULN|2DMG|1CDMG|1ASPD	145VULN|2CDMG|3BEXP|67DMG|8CGEN|9ASPD|aRCR
261	52352 13214	 * 	166.16	DCR|2VULN|2DMG|1AART|2FLTHEA|2DUR|1MSE	1aVULN|26DUR|3aFLTHEA|4ERES|5MSE|7AART|8aDMG|9RCR|aBPWR
262	53214 24313	   	166.15	DCR|3VULN|2DMG|1CDMG|1ASPD	145VULN|2CDMG|3LWND|67DMG|8ERES|9ASPD|aRCR
263	53314 24224	   	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	145VULN|2CDMG|3BEXP|67DMG|8MBVNT|9DUR|aRCR
264	53314 24313	   	166.15	DCR|3VULN|2DMG|1CDMG|1ASPD	145VULN|2CDMG|3BEXP|67DMG|8ERES|9ASPD|aRCR
265	63612 21344	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	17MLV|2RCR|3DMG|46VULN|5DUR|8ZMB|9MBVNT|aAART
266	44313 32513	   	165.73	DCR|3VULN|2DMG|2CDMG	19CDMG|249VULN|3BEXP|5ERES|6RMIN|7RCVC|89DMG|9BPWR|aRCR
267	53213 34513	   	165.73	DCR|3VULN|2DMG|2CDMG	149VULN|29CDMG|3LWND|5ERES|6RMIN|7DMSP|89DMG|9BPWR|aRCR
268	53313 32513	   	165.73	DCR|3VULN|2DMG|2CDMG	149VULN|29CDMG|3BEXP|5ERES|6RMIN|7RCVC|89DMG|9BPWR|aRCR
269	52312 36412	 * 	165.65	DCR|1AART|1VULN|1FLTHEA|1CDMG|2DUR|1ZMB|1ASPD	1VULN|2aDUR|3FLTHEA|4LIT|5ASPD|6RCR|7CDMG|8ZMB|9AART
270	63211 63335	   	165.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	13MLV|2RCR|3BPWR|4AART|5ZMB|6RPLT|7DUR|8VULN|9DMG|aCDMG
271	26335 13326	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	17FEWX|2ASPD|3AART|47VULN|5RCR|67CANHEL|7BPWR|8CDMG|9RPLT|aDMG
272	53213 36513	   	165.63	DCR|3VULN|2DMG|2CDMG	149VULN|29CDMG|3LWND|57ERES|6RMIN|89DMG|9BPWR|aRCR
273	53313 62513	   	165.63	DCR|3VULN|2DMG|2CDMG	149VULN|29CDMG|3BEXP|5ERES|6NUKE|7RCVC|89DMG|9BPWR|aRCR
274	63613 23152	   	165.60	ACR|4VULN|1DMG|1ZMB	1MLV|2RCR|3DMG|4569VULN|7LIT|8ZMB|aBEXP
275	63613 23153	   	165.60	ACR|4VULN|1DMG|1ZMB	1MLV|2RCR|3DMG|4569VULN|7LIT|8ZMB|aRMIN
276	63613 32621	   	165.60	ACR|4VULN|1DMG|1ZMB	1MLV|2RCR|3DMG|4578VULN|6RMIN|9ZMB|aLHND
277	63613 32622	   	165.60	ACR|4VULN|1DMG|1ZMB	1MLV|2RCR|3DMG|4578VULN|6RMIN|9ZMB|aLWND
278	63613 32623	   	165.60	ACR|4VULN|1DMG|1ZMB	1MLV|2RCR|3DMG|4578VULN|6RMIN|9ZMB|aFEWX
279	63613 31622	   	165.60	ACR|4VULN|1DMG|1ZMB	1MLV|2RCR|3DMG|459aVULN|6RMIN|7BEXP|8ZMB
280	63315 11111	 * 	165.59	ACR|2VULN|1DMG|2ASPD|1CDMG|1FLTHEA	1MLV|2RCR|3ERES|4aVULN|5aASPD|6CDMG|7aTLV|8FLTHEA|9DMG|aBPWR
281	56211 23363	   	165.58	DCR|3VULN|1AART|3ASPD|1ZMB	138VULN|239ASPD|3BPWR|4AART|5ZMB|6DUST|7MBVNT|aRCR
282	52133 26513	   	165.55	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR	19VULN|2DUR|39ZMB|4CDMG|5ERES|67RCVC|89DMG|9BPWR|aRCR
283	63613 23131	   	165.50	ACR|4VULN|1DMG|1ZMB	1MLV|2RCR|3DMG|456aVULN|7LIT|8ZMB|9ERES
284	63632 21613	 * 	165.49	ACR|2AART|1VULN|1DMG|1FLTHEA|1DUR	1MLV|2RCR|3DMG|4BEXP|5aAART|6DUR|7FLTHEA|8BELT|9VULN
285	55122 32215	   	165.41	DCR|4VULN|1DMG|1ASPD|1DUR|1SELL	147aVULN|2LIT|3SELL|5ASPD|6RCR|8DMG|9DUR
286	63131 53622	   	165.30	ACR|5VULN|1ZMB|1DUR	1MLV|2RCR|3FEWX|4789aVULN|5DUR|6ZMB
287	63216 12511	   	165.29	ACR|2DMG|1AART|1VULN|1CDMG	13MLV|2RCR|3BPWR|4AART|58DMG|6LIT|7LHND|9VULN|aCDMG
288	63612 22252	   	165.22	ACR|3VULN|2DMG|1DUR	19MLV|2RCR|39DMG|46aVULN|5DUR|79LHND|8DMSP|9BPWR
289	63612 23252	   	165.22	ACR|3VULN|2DMG|1DUR	19MLV|2RCR|39DMG|46aVULN|5DUR|79LWND|8DMSP|9BPWR
290	63622 23253	   	165.22	ACR|3VULN|2DMG|1DUR	19MLV|2RCR|39DMG|4LHND|5DUR|679VULN|8DMSP|9BPWR|aFEWX
291	63622 26223	   	165.22	ACR|3VULN|2DMG|1DUR	17MLV|2RCR|37DMG|4LHND|5DUR|679VULN|7BPWR|8DMSP|aFEWX
292	63622 26323	   	165.22	ACR|3VULN|2DMG|1DUR	17MLV|2RCR|37DMG|4LHND|5DUR|67aVULN|7BPWR|8RPLT|9CGEN
293	52312 32333	 * 	165.20	DCR|3VULN|1DMG|1FLTHEA|1ASPD|1DUR	17aVULN|2DUR|3FLTHEA|4LIT|5ASPD|6RCR|8DMG|9RMIN
294	52312 32353	   	165.20	DCR|3VULN|1DMG|1FLTHEA|1ASPD|1DUR	17aVULN|2DUR|3FLTHEA|4LIT|5ASPD|6RCR|8DMG|9MLV
295	63216 13511	   	165.19	ACR|2DMG|1AART|1VULN|1CDMG	13MLV|2RCR|3BPWR|4AART|58DMG|6LIT|7DUST|9VULN|aCDMG
296	63613 23141	   	165.15	ACR|3VULN|1DMG|1FLTHEA|1ZMB	1MLV|2RCR|3DMG|456VULN|7LIT|8ZMB|9FLTHEA|aLHND
297	63613 23143	   	165.15	ACR|3VULN|1DMG|1FLTHEA|1ZMB	1MLV|2RCR|3DMG|456VULN|7LIT|8ZMB|9FLTHEA|aFEWX
298	63613 13142	   	165.15	ACR|3VULN|1DMG|1FLTHEA|1ZMB	1MLV|2RCR|3DMG|45aVULN|6RCVC|7LIT|8ZMB|9FLTHEA
299	56215 32333	   	165.13	ACR|3VULN|2AART|2ASPD	137VULN|23ASPD|3BPWR|4aAART|5RCR|6BEXP|8RCVC|9LWND
300	63622 23251	   	165.12	ACR|3VULN|2DMG|1DUR	19MLV|2RCR|39DMG|4LHND|5DUR|679VULN|8DMSP|9BPWR|aERES
301	63622 26221	   	165.12	ACR|3VULN|2DMG|1DUR	17MLV|2RCR|37DMG|4LHND|5DUR|679VULN|7BPWR|8DMSP|aERES
302	63613 24313	   	165.05	ACR|3VULN|1DMG|1FLTHEA|1ZMB	1MLV|2RCR|3DMG|456VULN|7FEWX|8ZMB|9DLOT|aFLTHEA
303	63611 61123	   	165.02	ACR|3VULN|2DMG|1ASPD	17MLV|2RCR|36DMG|48aVULN|5FEWX|9ASPD
304	63612 21141	   	165.02	ACR|3VULN|2DMG|1DUR	17MLV|2RCR|39DMG|468VULN|5DUR|aLHND
305	63612 21142	   	165.02	ACR|3VULN|2DMG|1DUR	17MLV|2RCR|39DMG|468VULN|5DUR|aLWND
306	63612 21143	   	165.02	ACR|3VULN|2DMG|1DUR	17MLV|2RCR|39DMG|468VULN|5DUR|aFEWX
307	63612 21252	   	165.02	ACR|3VULN|2DMG|1DUR	179MLV|2RCR|39DMG|46aVULN|5DUR|89DUST|9BPWR
308	63612 61112	   	165.02	ACR|3VULN|2DMG|1DUR	17MLV|2RCR|36DMG|48aVULN|5DUR|9LHND
309	63612 62222	   	165.02	ACR|3VULN|2DMG|1DUR	1MLV|2RCR|36DMG|49aVULN|5DUR|7LHND|8DMSP
310	63612 63222	   	165.02	ACR|3VULN|2DMG|1DUR	1MLV|2RCR|36DMG|49aVULN|5DUR|7LWND|8DMSP
311	63613 22531	   	165.02	ACR|3VULN|2DMG|1ASPD	1MLV|2RCR|3aDMG|456VULN|79RCVC|8ASPD
312	63611 21125	   	165.02	ACR|3VULN|2DMG|1ASPD	17MLV|2RCR|3aDMG|468VULN|5FEWX|9ASPD
313	63622 33262	   	165.02	ACR|3VULN|2DMG|1DUR	1MLV|2RCR|39DMG|4LHND|5DUR|6FEWX|78aVULN
314	63622 61122	   	165.02	ACR|3VULN|2DMG|1DUR	17MLV|2RCR|36DMG|4LHND|5DUR|89aVULN
315	63622 62122	   	165.02	ACR|3VULN|2DMG|1DUR	1MLV|2RCR|36DMG|47LHND|5DUR|89aVULN
316	56215 13342	   	164.93	ACR|3VULN|2AART|2ASPD	138VULN|23ASPD|3BPWR|4aAART|5RCR|6ERES|7MBVNT|9LIT
317	63613 23311	   	164.92	ACR|3VULN|2DMG|1ASPD	1MLV|2RCR|39DMG|456VULN|7LIT|8NUKE|aASPD
318	63612 61222	   	164.92	ACR|3VULN|2DMG|1DUR	17MLV|2RCR|36DMG|49aVULN|5DUR|8DUST
319	63613 32125	   	164.92	ACR|3VULN|2DMG|1ASPD	1MLV|2RCR|3aDMG|457VULN|6RMIN|8TLV|9ASPD
320	63613 33125	   	164.92	ACR|3VULN|2DMG|1ASPD	1MLV|2RCR|3aDMG|458VULN|6RMIN|7ERES|9ASPD
321	62612 16322	   	164.92	DCR|4VULN|1DMG|1ZMB|1ASPD	1MLV|249aVULN|3DMG|5ASPD|6LHND|7ZMB|8RCR
322	63632 51211	   	164.89	ACR|2VULN|1AART|1DMG|1CDMG	17MLV|2RCR|3DMG|47BEXP|5AART|67VULN|7BPWR|89LIT|aCDMG
323	63622 26121	   	164.88	ACR|3DMG|2VULN|1DUR|1SELL	17MLV|2RCR|37aDMG|4LHND|5DUR|67VULN|7BPWR|8SELL|9ERES
324	63622 26123	   	164.88	ACR|3VULN|2DMG|1DUR|1SELL	17MLV|2RCR|37DMG|4LHND|5DUR|67aVULN|7BPWR|8SELL|9ERES
325	51133 22513	   	164.83	DCR|2VULN|2DMG|2CDMG|2ZMB	19VULN|2DUST|39ZMB|45CDMG|6ERES|7RCVC|89DMG|9BPWR|aRCR
326	53211 33336	   	164.81	DCR|2VULN|2DMG|2CDMG|2DUR	14VULN|2aCDMG|3LWND|5LIT|6aDUR|7CGEN|8aDMG|9RCR|aBPWR
327	53252 33336	   	164.81	DCR|2VULN|2DMG|2CDMG|2DUR	15VULN|2aCDMG|3LWND|4LIT|6aDUR|7CGEN|8aDMG|9RCR|aBPWR
328	63613 42232	   	164.80	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|45aVULN|6LWND|7LEGI|8AART|9LIT
329	63623 22252	   	164.80	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|4LHND|56aVULN|7LEGI|8AART|9LIT
330	63623 26122	   	164.80	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|4LHND|56aVULN|7LIT|8AART|9DUST
331	63631 22623	   	164.80	ACR|3DMG|1AART|1VULN	1MLV|2RCR|367DMG|4BEXP|5BELT|8AART|9VULN|aMBVNT
332	63643 22232	   	164.80	ACR|3VULN|1AART|1DMG	1MLV|2RCR|3DMG|4LWND|56aVULN|7LEGI|8AART|9LIT
333	63632 15212	   	164.79	ACR|2DMG|1AART|1VULN|2ASPD	19MLV|2RCR|39DMG|4BEXP|5AART|6LWND|79ASPD|8RMIN|9BPWR|aVULN
334	53241 22334	 * 	164.71	DCR|2AART|2VULN|2CDMG|1ASPD	18VULN|25CDMG|3LWND|49AART|6CGEN|7RCR|aASPD
335	53241 32334	   	164.71	DCR|2AART|2VULN|2CDMG|1ASPD	18VULN|25CDMG|3LWND|49AART|6RMIN|7RCR|aASPD
336	63623 62231	   	164.70	ACR|3DMG|1AART|1VULN	1MLV|2RCR|36aDMG|4LHND|5VULN|7LEGI|8AART|9ERES
337	63142 51131	   	164.69	ACR|2VULN|1AART|1DMG|2ASPD	17MLV|2RCR|3FEWX|47ASPD|5AART|67VULN|7BPWR|8BEXP|9ERES|aDMG
338	63632 11216	   	164.69	ACR|2DMG|1AART|1VULN|1FLTHEA	1MLV|2RCR|39DMG|4BEXP|5AART|6LWND|7FLTHEA|8RPLT|aVULN
339	56211 16111	 * 	164.67	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	13VULN|23ASPD|3BPWR|4AART|5ZMB|69LIT|7RCR|8LWND|aCDMG
340	56213 16331	   	164.67	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	13VULN|23ASPD|3BPWR|4AART|5CGEN|6LIT|7RCR|8RMIN|9ZMB|aCDMG
341	63632 31216	   	164.59	ACR|2DMG|1AART|1VULN|1FLTHEA	1MLV|2RCR|39DMG|4BEXP|5AART|6DUST|7FLTHEA|8RPLT|aVULN
