0	Index      	 *	Score 	Summary	Detail	
1	31213 56335	 * 	190.70	DCR|2VULN|2DMG|1AART|1FLTHEA|2DUR	1aDUR|2FEWX|3AART|4aDMG|59VULN|6FLTHEA|7RCR|8aCGEN|aBPWR
165	15222 43631	   	167.50	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1ASPD|2RMIN|3AART|49aVULN|5DUR|6ZMB|7RCR|8LHND
166	33126 31112	   	167.50	DCR|3VULN|2DMG|2DUR	17DUR|2LWND|3FEWX|4aDMG|589VULN|6RCR
167	33126 35142	   	167.50	DCR|3VULN|2DMG|2DUR	19DUR|2LWND|3FEWX|4aDMG|578VULN|6RCR
168	33126 35312	   	167.50	DCR|3VULN|2DMG|2DUR	18DUR|2LWND|3FEWX|4aDMG|579VULN|6RCR
169	51226 31112	   	167.50	DCR|3VULN|2DMG|2DUR	1LHND|2FEWX|37DUR|4aDMG|589VULN|6RCR
170	51226 35312	   	167.50	DCR|3VULN|2DMG|2DUR	1LHND|2FEWX|38DUR|4aDMG|579VULN|6RCR
171	31213 51416	 * 	167.48	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3AART|4DMG|5VULN|6FLTHEA|7CDMG|8LIT|9ZMB|aRCR
172	31213 55316	   	167.48	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3AART|4DMG|5VULN|6FLTHEA|7LIT|8CDMG|9ZMB|aRCR
173	44222 12241	   	167.47	DCR|4VULN|1DMG|1FLTHEA|1DUR	1356VULN|2LIT|4ERES|7DUR|8RCR|9DMG|aFLTHEA
174	36325 31112	   	167.40	DCR|3VULN|2DMG|2DUR	17DUR|2BEXP|389VULN|4aDMG|5LEGI|6RCR
175	36325 35312	   	167.40	DCR|3VULN|2DMG|2DUR	18DUR|2BEXP|379VULN|4aDMG|5LEGI|6RCR
176	41225 31112	   	167.40	DCR|3VULN|2DMG|2DUR	189VULN|2FEWX|37DUR|4aDMG|5LEGI|6RCR
177	41225 35312	   	167.40	DCR|3VULN|2DMG|2DUR	179VULN|2FEWX|38DUR|4aDMG|5LEGI|6RCR
178	31213 56121	   	167.37	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1SELL	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9SELL|aLHND
179	31213 56125	   	167.37	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1SELL	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9SELL|aCGEN
180	12135 22426	   	167.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2DMSP|3DMG|4CDMG|5aVULN|6DUR|7AART|8FEWX|9RCR
181	12623 22426	   	167.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2DMSP|3CDMG|4aVULN|5DMG|6DUR|7AART|8FEWX|9RCR
182	65311 32322	   	167.33	ACR|5VULN|1DMG	1ERES|2RCR|34678VULN|5FEWX|9LWND|aDMG
183	65311 32332	   	167.33	ACR|5VULN|1DMG	1ERES|2RCR|34678VULN|5FEWX|9BEXP|aDMG
184	31213 56123	   	167.27	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1SELL	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9SELL|aLSRHEA
185	31213 56126	   	167.27	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1SELL	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9SELL|aERES
186	65311 32312	   	167.23	ACR|5VULN|1DMG	19ERES|2RCR|34678VULN|5FEWX|aDMG
187	65311 32362	   	167.23	ACR|5VULN|1DMG	1ERES|2RCR|34678VULN|5FEWX|9LEGI|aDMG
188	24312 23111	   	167.17	ACR|2VULN|2DMG|1AART|1DUR	1RMIN|2DUR|34VULN|5RCR|6MGNSTR|7AART|8LWND|9aDMG
189	24312 23411	   	167.17	ACR|2VULN|2DMG|1AART|1DUR	1RMIN|2DUR|34VULN|5RCR|6MGNSTR|7AART|8FEWX|9aDMG
190	24312 23551	   	167.17	ACR|2VULN|2DMG|1AART|1DUR	1RMIN|2DUR|34VULN|5RCR|6MGNSTR|7AART|8aDMG|9RCVC
191	11316 56211	   	167.11	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1ASPD|2FEWX|3DUR|4VULN|58AART|6FLTHEA|7RCR|9NUKE|aDMG
192	65315 11323	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2RCR|34VULN|5ASPD|6ZMB|7FEWX|8AART|9CGEN|aDMG
193	24312 23533	   	167.07	ACR|2VULN|2DMG|1AART|1DUR	1RMIN|2DUR|34VULN|5RCR|6MGNSTR|7AART|8aDMG|9ERES
194	24312 23561	   	167.07	ACR|2VULN|2DMG|1AART|1DUR	1RMIN|2DUR|34VULN|5RCR|6MGNSTR|7AART|8aDMG|9LEGI
195	61312 32352	   	167.06	ACR|5VULN|1DMG|1DUR	1ERES|2FEWX|34678VULN|5RCR|9DUR|aDMG
196	63112 32352	   	167.06	ACR|5VULN|1DMG|1DUR	1ERES|24678VULN|3FEWX|5RCR|9DUR|aDMG
197	43366 11112	   	167.06	ACR|3VULN|2DMG|1DUR|1ASPD	189VULN|2LHND|3TLV|4RCR|5DUR|6ASPD|7aDMG
198	24312 13223	 * 	167.03	ACR|3VULN|2DMG|3DUR	1RMIN|26aDUR|34aVULN|5RCR|7CGEN|8TLV|9aDMG|aBPWR
199	24312 13523	   	167.03	ACR|3VULN|2DMG|3DUR	1RMIN|26aDUR|34aVULN|5RCR|7CGEN|8ERES|9aDMG|aBPWR
200	24342 43223	   	167.03	ACR|3VULN|2DMG|3DUR	1RMIN|24aDUR|36aVULN|5RCR|7CGEN|8TLV|9aDMG|aBPWR
201	31213 56263	   	166.77	DCR|2AART|1VULN|1DMG|1FLTHEA|2DUR	1aDUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9BEXP
202	31213 63222	   	166.77	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	16DUR|2FEWX|38AART|4DMG|5VULN|7RCR|9MLV|aCDMG
203	31213 12335	   	166.75	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2FEWX|3AART|48DMG|5aVULN|6LHND|7LIT|9RCR
204	31213 22335	   	166.75	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2FEWX|3AART|48DMG|5aVULN|6BEXP|7LIT|9RCR
205	31213 56233	   	166.67	DCR|2AART|1VULN|1DMG|1FLTHEA|2DUR	1aDUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9DUST
206	15266 31133	 * 	166.62	ACR|3VULN|1AART|2ASPD|2DUR	1aASPD|2RMIN|3AART|4RCVC|5RCR|6BEXP|78aVULN|9aDUR|aBPWR
207	65324 33331	   	166.60	ACR|3VULN|1AART|1DMG	1ERES|2RCR|39aVULN|4CGEN|5AART|6BEXP|7DMG|8FEWX
208	44212 22211	   	166.54	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	135VULN|2LIT|4MLV|6DUR|7RCR|8ASPD|9AART|aCDMG
209	31213 56222	   	166.52	DCR|2AART|1VULN|1DMG|1FLTHEA|2DUR|1SELL	1aDUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9SELL
210	36242 13141	   	166.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2BEXP|3RMIN|5RCR|6AART|7DMG|8aVULN|9ZMB
211	44222 22211	   	166.44	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	135VULN|2LIT|4ERES|6DUR|7RCR|8ASPD|9AART|aCDMG
212	11212 56151	   	166.41	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ASPD|2FEWX|3LHND|48VULN|5AART|6FLTHEA|7RCR|9CGEN|aDMG
213	11212 56331	   	166.41	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ASPD|2FEWX|3LHND|49VULN|5AART|6FLTHEA|7RCR|8CGEN|aDMG
214	33126 35233	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LWND|3aFEWX|4DMG|57VULN|6RCR|8CDMG|9AART
215	33126 35235	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LWND|3FEWX|4DMG|57VULN|6RCR|8CDMG|9AART|aBELT
216	34524 32331	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|24LIT|3RMIN|5AART|69VULN|7RCR|8DMG|aCDMG
217	51226 35233	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2aFEWX|3DUR|4DMG|57VULN|6RCR|8CDMG|9AART
218	11212 56111	   	166.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ASPD|2FEWX|3LHND|48VULN|5AART|6FLTHEA|7RCR|9NUKE|aDMG
219	11212 56141	   	166.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ASPD|2FEWX|3LHND|48VULN|5AART|6FLTHEA|7RCR|9TLV|aDMG
220	33126 35232	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LWND|3FEWX|4DMG|57VULN|6RCR|8CDMG|9AART|aBASICY
221	33126 35234	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LWND|3FEWX|4DMG|57VULN|6RCR|8CDMG|9AART|aDUST
222	41225 35233	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2aFEWX|3DUR|4DMG|5LEGI|6RCR|8CDMG|9AART
223	51226 35232	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2FEWX|3DUR|4DMG|57VULN|6RCR|8CDMG|9AART|aBASICY
224	41322 56131	   	166.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	18VULN|2FEWX|3LHND|4DMG|5AART|6FLTHEA|7RCR|9DUST|aASPD
225	41322 56133	   	166.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	18VULN|2FEWX|3LHND|4DMG|5AART|6FLTHEA|7RCR|9DUST|aDUR
226	43122 56131	   	166.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	18VULN|2LHND|3FEWX|4DMG|5AART|6FLTHEA|7RCR|9DUST|aASPD
227	43122 56133	   	166.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	18VULN|2LHND|3FEWX|4DMG|5AART|6FLTHEA|7RCR|9DUST|aDUR
228	13141 35523	   	166.25	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1ASPD|2ERES|3DUR|4BELT|56AART|7aVULN|8DMG|9RCR
229	41225 35232	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2FEWX|3DUR|4DMG|5LEGI|6RCR|8CDMG|9AART|aBASICY
230	41322 56122	   	166.17	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1SELL	18VULN|2FEWX|3LHND|4DMG|5AART|6FLTHEA|7RCR|9SELL|aDUR
231	43122 56122	   	166.17	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1SELL	18VULN|2LHND|3FEWX|4DMG|5AART|6FLTHEA|7RCR|9SELL|aDUR
232	45233 32421	   	166.13	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	13VULN|23CDMG|3BPWR|4FEWX|5DUST|6ASPD|7DMG|8AART|9RCR|aCGEN
233	45233 32422	   	166.13	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	13VULN|23CDMG|3BPWR|4FEWX|5DUST|6ASPD|7DMG|8AART|9RCR|aLHND
234	35344 12511	   	166.10	DCR|2VULN|1AART|2CDMG|2DUR|1ASPD	19DUR|29CDMG|3TLV|4MBVNT|5ASPD|6RCR|7AART|89VULN|9BPWR|aCGEN
235	35344 12512	   	166.10	DCR|2VULN|1AART|2CDMG|2DUR|1ASPD	19DUR|29CDMG|3TLV|4MBVNT|5ASPD|6RCR|7AART|89VULN|9BPWR|aLHND
236	35344 12514	   	166.10	DCR|2VULN|1AART|2CDMG|2DUR|1ASPD	19DUR|29CDMG|3TLV|4MBVNT|5ASPD|6RCR|7AART|89VULN|9BPWR|aFEWX
237	65113 15322	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2RCR|3BELT|4LHND|57VULN|6ZMB|8DMG|9DUR|aAART
238	31263 63131	   	165.85	DCR|3VULN|1AART|2DUR|1ZMB	16DUR|2FEWX|3AART|4ZMB|59aVULN|7RCR|8LWND
239	65221 22422	 * 	165.70	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1ERES|2RCR|3CDMG|4ASPD|5CGEN|6DUST|7DMG|8AART|9VULN|aFLTHEA
240	22166 31253	   	165.63	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	1RMIN|2SELL|3aCDMG|4CGEN|5aVULN|6ZMB|7ERES|8RCR|9aDMG|aBPWR
241	33322 42335	   	165.55	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2LWND|3aVULN|48DMG|5AART|6FEWX|7LIT|9RCR
242	41322 62335	   	165.55	DCR|2VULN|2DMG|1AART|1DUR	1aVULN|2FEWX|3LHND|48DMG|5AART|6DUR|7LIT|9RCR
243	43122 62335	   	165.55	DCR|2VULN|2DMG|1AART|1DUR	1aVULN|2LHND|3FEWX|48DMG|5AART|6DUR|7LIT|9RCR
244	31213 43161	   	165.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|26FEWX|39AART|4DMG|5aVULN|7RCR|8LWND
245	31213 43261	   	165.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|26FEWX|38AART|4DMG|5aVULN|7RCR|9LWND
246	31213 43461	   	165.41	DCR|2AART|2VULN|1DMG|1DUR	1DUR|26FEWX|39AART|4DMG|5aVULN|7RCR|8BEXP
247	35524 12321	   	165.32	DCR|3VULN|1AART|3DUR|1CDMG	148DUR|2CDMG|358VULN|68LWND|7AART|8BPWR|9RCR|aMLV
248	35524 12322	   	165.32	DCR|3VULN|1AART|3DUR|1CDMG	148DUR|2CDMG|358VULN|68LWND|7AART|8BPWR|9RCR|aCGEN
249	35524 12323	   	165.32	DCR|3VULN|1AART|3DUR|1CDMG	148DUR|2CDMG|358VULN|68LWND|7AART|8BPWR|9RCR|aFEWX
250	45222 12632	   	165.28	DCR|3VULN|1AART|2CDMG|1ZMB	138VULN|23CDMG|3BPWR|4LWND|5AART|6LIT|7ZMB|9BEXP|aRCR
251	65315 12312	   	165.28	ACR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ERES|2RCR|349VULN|5ASPD|6ZMB|7LWND|8DUR|aDMG
252	24462 13133	   	165.27	ACR|3VULN|2DMG|1AART|2DUR|2MSE	1RMIN|2aDUR|34MSE|5RCR|6AART|7aDMG|89aVULN|aBPWR
253	21342 13133	   	165.27	ACR|3VULN|2DMG|1AART|2DUR|2MSE	1RMIN|2aMSE|34DUR|5RCR|6AART|7aDMG|89aVULN|aBPWR
254	34261 37314	   	165.27	DCR|3VULN|2CDMG|1DMG|2DUR	1aDUR|24LIT|34aVULN|4aBPWR|5LWND|6MBVNT|7DMG|8RCR|9aCDMG
255	31312 51531	   	165.25	DCR|4VULN|1AART|2DUR	16DUR|2FEWX|3ERES|469aVULN|5AART|6BPWR|7DUST|8RCR
256	24312 23123	   	165.24	ACR|3VULN|1AART|1DMG|1DUR	1RMIN|2DUR|349VULN|5RCR|6MGNSTR|7AART|8LWND|aDMG
257	24312 23423	   	165.24	ACR|3VULN|1AART|1DMG|1DUR	1RMIN|2DUR|349VULN|5RCR|6MGNSTR|7AART|8FEWX|aDMG
258	24312 23621	   	165.24	ACR|3VULN|1AART|1DMG|1DUR	1RMIN|2DUR|348VULN|5RCR|6MGNSTR|7AART|9CGEN|aDMG
259	24312 23663	   	165.24	ACR|3VULN|1AART|1DMG|1DUR	1RMIN|2DUR|348VULN|5RCR|6MGNSTR|7AART|9FEWX|aDMG
260	63246 31111	 * 	165.23	DCR|4VULN|1DMG|1CDMG	1ERES|289aVULN|3CDMG|4MBVNT|5RPLT|6RCR|7DMG
261	34251 37314	   	165.17	DCR|3VULN|1DMG|2CDMG|2DUR	1aDUR|2LIT|34aVULN|5LWND|6MBVNT|7DMG|8RCR|9aCDMG|aBPWR
262	24312 23633	   	165.14	ACR|3VULN|1AART|1DMG|1DUR	1RMIN|2DUR|348VULN|5RCR|6MGNSTR|7AART|9LEGI|aDMG
263	24312 23651	   	165.14	ACR|3VULN|1AART|1DMG|1DUR	1RMIN|2DUR|348VULN|5RCR|6MGNSTR|7AART|9TLV|aDMG
264	31261 11226	   	165.10	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1DUR|2FEWX|35AART|4ZMB|6NUKE|7aVULN|8CDMG|9RCR
265	43212 43223	   	165.08	ACR|4VULN|2DMG	146aVULN|2aLHND|3RMIN|5RCR|7CGEN|8ERES|9aDMG|aBPWR
266	46212 43223	   	165.08	ACR|4VULN|2DMG	146aVULN|2aBEXP|3RMIN|5RCR|7CGEN|8TLV|9aDMG|aBPWR
267	31213 43132	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|26FEWX|3AART|4DMG|59VULN|7RCR|8LWND|aZMB
268	31213 43541	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|26FEWX|3AART|4DMG|5aVULN|7RCR|8RMIN|9ZMB
269	35234 12421	   	164.94	DCR|1AART|1DMG|2CDMG|1VULN|2DUR|1ZMB	13DUR|23CDMG|3BPWR|4FEWX|5VULN|6ZMB|7DMG|8AART|9RCR|aCGEN
270	35234 12422	   	164.94	DCR|1AART|1DMG|2CDMG|1VULN|2DUR|1ZMB	13DUR|23CDMG|3BPWR|4FEWX|5VULN|6ZMB|7DMG|8AART|9RCR|aLHND
271	24324 43131	   	164.85	DCR|3VULN|1AART|2DUR|1ZMB	1RMIN|29DUR|39aVULN|4CGEN|5AART|6ZMB|7RCR|89LWND|9BPWR
272	24334 43131	   	164.85	DCR|3VULN|1AART|2DUR|1ZMB	1RMIN|29DUR|39aVULN|4MLV|5AART|6ZMB|7RCR|89LWND|9BPWR
273	35232 12426	   	164.84	DCR|1AART|1DMG|2CDMG|1VULN|2DUR|1ZMB	13DUR|23CDMG|3BPWR|4FEWX|5LEGI|6ZMB|7DMG|8AART|9RCR|aVULN
274	65343 21112	   	164.82	ACR|3VULN|2DMG|1DUR	1ERES|2RCR|389VULN|4DUR|5TLV|6BEXP|7aDMG
275	65343 11112	   	164.72	ACR|3VULN|2DMG|1DUR	1ERES|2RCR|389VULN|4DUR|5TLV|6DUST|7aDMG
276	61312 32561	   	164.69	ACR|4VULN|1AART|1CDMG	1ERES|2aFEWX|3467VULN|5RCR|8CDMG|9AART
277	63112 32561	   	164.69	ACR|4VULN|1AART|1CDMG	1ERES|2467VULN|3aFEWX|5RCR|8CDMG|9AART
278	12611 34152	 * 	164.65	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD	19ASPD|2DMSP|39CDMG|4AART|5DUST|6RCR|7VULN|89VENICY|9BPWR|aDMG
279	65324 22321	 * 	164.59	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3aVULN|4CGEN|5AART|6CDMG|7FEWX|8DMG|9BEXP
280	65352 31321	   	164.59	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3aVULN|4FEWX|5AART|6CGEN|7CDMG|8DMG|9BEXP
281	61312 32562	   	164.59	ACR|4VULN|1AART|1CDMG	1aERES|2FEWX|3467VULN|5RCR|8CDMG|9AART
282	63112 32562	   	164.59	ACR|4VULN|1AART|1CDMG	1aERES|2467VULN|3FEWX|5RCR|8CDMG|9AART
283	45233 22523	   	164.48	DCR|2VULN|2AART|2CDMG|1ZMB	13VULN|23CDMG|3BPWR|4FEWX|56DUST|7aAART|8RCR|9ZMB
284	31312 55511	 * 	164.37	DCR|4VULN|1AART|3DUR	167DUR|2FEWX|379ERES|4678VULN|5AART|67BPWR|aRCR
285	34524 32332	   	164.21	DCR|2VULN|2AART|1DMG|1DUR	1DUR|24LIT|3RMIN|5aAART|69VULN|7RCR|8DMG
286	56322 13221	   	164.21	DCR|2AART|2VULN|1DMG|1DUR	16LHND|2BEXP|3aVULN|4DMG|58AART|7RCR|9DUR
287	56322 23221	   	164.21	DCR|2AART|2VULN|1DMG|1DUR	1LHND|26BEXP|3aVULN|4DMG|58AART|7RCR|9DUR
288	51226 31151	   	164.21	DCR|4VULN|1DMG|2DUR	19LHND|29FEWX|37DUR|4DMG|589aVULN|6RCR|9BPWR
289	43364 31112	   	164.19	ACR|3VULN|2DMG|1ZMB	189VULN|2LHND|3TLV|4RCR|5aDMG|6ZMB|7FEWX
290	31213 63162	   	164.12	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	16DUR|2FEWX|39AART|4DMG|5VULN|7RCR|8LWND|aZMB
291	31213 63225	   	164.12	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	16DUR|2FEWX|38AART|4DMG|5VULN|7RCR|9MLV|aZMB
292	31213 63262	   	164.12	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	16DUR|2FEWX|38AART|4DMG|5VULN|7RCR|9LWND|aZMB
293	31213 63462	   	164.12	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	16DUR|2FEWX|39AART|4DMG|5VULN|7RCR|8BEXP|aZMB
294	33126 35153	   	164.11	DCR|4VULN|1DMG|2DUR	19DUR|29LWND|3FEWX|4DMG|5789VULN|6RCR|9BPWR|aERES
295	33126 31111	   	164.01	DCR|4VULN|1DMG|2DUR	17DUR|2LWND|3FEWX|4DMG|589aVULN|6RCR
296	33126 35141	   	164.01	DCR|4VULN|1DMG|2DUR	19DUR|2LWND|3FEWX|4DMG|578aVULN|6RCR
297	33126 35311	   	164.01	DCR|4VULN|1DMG|2DUR	18DUR|2LWND|3FEWX|4DMG|579aVULN|6RCR
298	51226 31111	   	164.01	DCR|4VULN|1DMG|2DUR	1LHND|2FEWX|37DUR|4DMG|589aVULN|6RCR
299	51226 35311	   	164.01	DCR|4VULN|1DMG|2DUR	1LHND|2FEWX|38DUR|4DMG|579aVULN|6RCR
300	33324 43152	   	164.00	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2LWND|36VULN|45DMG|7ZMB|8LHND|9RCR|aCDMG
301	36325 31111	   	163.91	DCR|4VULN|1DMG|2DUR	17DUR|2BEXP|389aVULN|4DMG|5LEGI|6RCR
302	36325 35311	   	163.91	DCR|4VULN|1DMG|2DUR	18DUR|2BEXP|379aVULN|4DMG|5LEGI|6RCR
303	41225 31111	   	163.91	DCR|4VULN|1DMG|2DUR	189aVULN|2FEWX|37DUR|4DMG|5LEGI|6RCR
304	41225 35311	   	163.91	DCR|4VULN|1DMG|2DUR	179aVULN|2FEWX|38DUR|4DMG|5LEGI|6RCR
305	44212 22215	   	163.90	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	135VULN|2LIT|4MLV|6DUR|7RCR|8ASPD|9AART|aZMB
306	43362 12115	   	163.83	ACR|2VULN|2DMG|1AART	1aVULN|26LHND|3aTLV|4RCR|5AART|7MGNSTR|8LWND|9aDMG|aBPWR
307	44222 22215	   	163.80	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	135VULN|2LIT|4ERES|6DUR|7RCR|8ASPD|9AART|aZMB
308	31433 55233	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2FEWX|3LIT|4aVULN|5ZMB|6RCR|7BEXP|8DMG|9AART
309	33126 33533	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2LWND|3FEWX|4DMG|5aVULN|6RCR|7LIT|8ZMB|9AART
310	51226 33533	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2FEWX|3DUR|4DMG|5aVULN|6RCR|7LIT|8ZMB|9AART
311	31433 52233	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2FEWX|3LIT|4aVULN|5ZMB|6RCR|7LEGI|8DMG|9AART
312	34221 52533	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2LIT|3aVULN|4DMG|5FEWX|6RCR|7LEGI|8ZMB|9AART
313	34324 53333	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|24LIT|3ZMB|5AART|6DUST|7RCR|8DMG|9aVULN
314	36325 33533	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2BEXP|3aVULN|4DMG|5LEGI|6RCR|7LIT|8ZMB|9AART
315	41225 33533	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2FEWX|3DUR|4DMG|5LEGI|6RCR|7LIT|8ZMB|9AART
316	43366 11111	   	163.57	ACR|4VULN|1DMG|1DUR|1ASPD	189aVULN|2LHND|3TLV|4RCR|5DUR|6ASPD|7DMG
317	11346 33215	   	163.43	DCR|1AART|1VULN|1DMG|3DUR|1ZMB|1ASPD	1ASPD|2FEWX|345DUR|6RCR|7AART|8ZMB|9VULN|aDMG
318	45233 12116	   	163.38	DCR|2VULN|2DMG|2CDMG|1ZMB	13VULN|23CDMG|3BPWR|4FEWX|5DUST|6ZMB|7aDMG|8BELT|9RCR
319	15222 43161	   	163.29	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	1ASPD|2RMIN|39AART|4aVULN|5DUR|6ZMB|7RCR|8LWND
320	15222 43211	   	163.29	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	1ASPD|2RMIN|38AART|4aVULN|5DUR|6ZMB|7RCR|9FEWX
321	15222 43261	   	163.29	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	1ASPD|2RMIN|38AART|4aVULN|5DUR|6ZMB|7RCR|9LWND
322	15222 43361	   	163.29	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	1ASPD|2RMIN|39AART|4aVULN|5DUR|6ZMB|7RCR|8FEWX
323	12553 11363	 * 	163.25	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	1aASPD|2DMSP|3aDUR|4AART|5RCVC|6DUST|7RCR|8ZMB|9aVULN|aBPWR
324	24312 51423	   	163.22	ACR|3VULN|2DMG|2DUR	18RMIN|2aDUR|34aVULN|5RCR|6TLV|7CGEN|9aDMG|aBPWR
325	24312 51623	   	163.22	ACR|3VULN|2DMG|2DUR	1RMIN|2aDUR|34aVULN|5RCR|6TLV|7CGEN|8RCVC|9aDMG|aBPWR
326	45141 31313	 * 	163.21	DCR|2VULN|1AART|2CDMG|2ASPD|1DUR	19VULN|29CDMG|3ERES|4MBVNT|5LWND|6AART|79ASPD|8RCR|9BPWR|aDUR
327	45341 31313	   	163.21	DCR|2VULN|1AART|2CDMG|2ASPD|1DUR	19VULN|29CDMG|3TLV|4MBVNT|5LWND|6AART|79ASPD|8RCR|9BPWR|aDUR
328	65342 33321	   	163.18	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2RCR|3aVULN|49DUR|5AART|6CGEN|7DMG|8FEWX
329	62532 23111	   	163.13	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1ERES|2DMSP|3DUR|4VULN|5RCR|6FLTHEA|7AART|8LWND|9aDMG
330	62532 23411	   	163.13	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1ERES|2DMSP|3DUR|4VULN|5RCR|6FLTHEA|7AART|8FEWX|9aDMG
