0	Index      	 *	Score 	Summary	Detail	
1	21412 32543	 * 	189.01	DCR|3DMG|2VULN|1AART|1DUR	1RMIN|2DUR|38VULN|4AART|59aDMG|6RCR|7RPLT
170	21112 35216	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2DUR|3LWND|4aAART|5DMG|6RCR|79VULN|8RCVC
171	21412 31116	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2DUR|39VULN|4aAART|5DMG|6RCR|7BEXP|8DMSP
172	21412 31266	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2DUR|38VULN|4aAART|5DMG|6RCR|7BEXP|9RCVC
173	21412 32532	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2DUR|38VULN|4aAART|5DMG|6RCR|7RPLT|9LIT
174	21412 32632	   	167.21	DCR|2AART|2DMG|1VULN|1DUR	1RMIN|2DUR|3VULN|4aAART|58DMG|6RCR|7RPLT|9LIT
175	21412 33234	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2DUR|39VULN|4aAART|5DMG|6RCR|7CGEN|8BEXP
176	21412 35136	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2DUR|37VULN|4aAART|5DMG|6RCR|8MLV|9CGEN
177	41412 31116	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1DUR|29VULN|3RMIN|4aAART|5DMG|6RCR|7BEXP|8DMSP
178	41412 32532	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1DUR|28VULN|3RMIN|4aAART|5DMG|6RCR|7RPLT|9LIT
179	41412 32632	   	167.21	DCR|2AART|2DMG|1VULN|1DUR	1DUR|2VULN|3RMIN|4aAART|58DMG|6RCR|7RPLT|9LIT
180	41412 33234	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1DUR|29VULN|3RMIN|4aAART|5DMG|6RCR|7CGEN|8BEXP
181	43412 35111	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2LHND|3RMIN|48AART|5DMG|6RCR|79VULN|aBEXP
182	46112 35111	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2CGEN|3LWND|48AART|5DMG|6RCR|79VULN|aBEXP
183	13412 35113	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1BEXP|2LHND|3RMIN|48AART|5DMG|6RCR|79VULN|aDUR
184	16112 35116	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1BEXP|2CGEN|3LWND|48AART|5DMG|6RCR|79VULN|aDUR
185	51412 31113	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1LHND|29VULN|3RMIN|48AART|5DMG|6RCR|7BEXP|aDUR
186	56212 35113	   	167.21	DCR|2AART|2VULN|1DMG|1DUR	1LHND|2CGEN|3BEXP|48AART|5DMG|6RCR|79VULN|aDUR
187	21413 33142	   	167.11	DCR|3VULN|1AART|1DMG|2DUR	1RMIN|29DUR|357VULN|4AART|6LIT|8DMG|aRCR
188	41413 33142	   	167.11	DCR|3VULN|1AART|1DMG|2DUR	19DUR|257VULN|3RMIN|4AART|6LIT|8DMG|aRCR
189	21112 35113	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2DUR|3LWND|48AART|5DMG|6RCR|79VULN|aDUST
190	21112 35114	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2DUR|3LWND|48AART|5DMG|6RCR|79VULN|aTLV
191	21112 35135	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2DUR|3LWND|48AART|5DMG|6RCR|7aVULN|9ERES
192	21412 31234	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2DUR|38VULN|4aAART|5DMG|6RCR|7BEXP|9ERES
193	21412 33616	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2DUR|39VULN|4aAART|5DMG|6RCR|7CGEN|8ERES
194	21412 35234	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2DUR|37VULN|4aAART|5DMG|6RCR|8BEXP|9ERES
195	23412 31322	   	167.11	DCR|2AART|2VULN|1DMG|1ASPD	1RMIN|2DUST|3aVULN|49AART|5DMG|6RCR|7BEXP|8ASPD
196	23412 33434	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2DUST|39VULN|4aAART|5DMG|6RCR|7CGEN|8DUR
197	41412 31234	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1DUR|28VULN|3RMIN|4aAART|5DMG|6RCR|7BEXP|9ERES
198	43412 35113	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2LHND|3RMIN|48AART|5DMG|6RCR|79VULN|aDUST
199	46112 35113	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2CGEN|3LWND|48AART|5DMG|6RCR|79VULN|aDUST
200	23112 35112	   	167.11	DCR|2AART|2VULN|1DMG|1DUR	1RMIN|2DUST|3LWND|48AART|5DMG|6RCR|79VULN|aDUR
201	51412 33126	   	166.81	DCR|2VULN|2DMG|1AART	18aLHND|2aVULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8aBPWR|9aLIT
202	61412 33126	   	166.81	DCR|2VULN|2DMG|1AART	18aLWND|2aVULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8aBPWR|9aLIT
203	21412 31242	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUR|38VULN|4AART|5DMG|6RCR|7BEXP|9ZMB|aFEWX
204	21412 31246	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUR|38VULN|4AART|5DMG|6RCR|7BEXP|9ZMB|aLWND
205	21412 32514	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUR|38VULN|4AART|5DMG|6RCR|7RPLT|9CGEN|aZMB
206	21412 32614	   	166.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RMIN|2DUR|3VULN|4AART|58DMG|6RCR|7RPLT|9CGEN|aZMB
207	21412 34335	   	166.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RMIN|2DUR|3VULN|4AART|5aDMG|6RCR|7ZMB|8LWND|9LIT
208	21412 35111	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUR|37VULN|4AART|5DMG|6RCR|8MLV|9RCVC|aZMB
209	21412 35123	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUR|37VULN|4AART|5DMG|6RCR|8MLV|9LIT|aZMB
210	21412 35242	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUR|37VULN|4AART|5DMG|6RCR|8BEXP|9ZMB|aFEWX
211	41412 31242	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|28VULN|3RMIN|4AART|5DMG|6RCR|7BEXP|9ZMB|aFEWX
212	41412 35111	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|27VULN|3RMIN|4AART|5DMG|6RCR|8MLV|9RCVC|aZMB
213	41412 35123	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|27VULN|3RMIN|4AART|5DMG|6RCR|8MLV|9LIT|aZMB
214	16112 34633	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2CGEN|3LWND|4AART|5DMG|6RCR|7ZMB|89VULN|aDUR
215	23412 34612	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUST|39VULN|4AART|5DMG|6RCR|7ZMB|8CGEN|aDUR
216	21412 31241	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUR|38VULN|4AART|5DMG|6RCR|7BEXP|9ZMB|aDUST
217	21412 34211	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUR|39VULN|4AART|5DMG|6RCR|7ZMB|8ERES|aBEXP
218	21412 34533	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUR|3aVULN|4AART|5DMG|6RCR|7ZMB|8LSRICY|9DUST
219	21412 35241	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUR|37VULN|4AART|5DMG|6RCR|8BEXP|9ZMB|aDUST
220	41412 31241	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|28VULN|3RMIN|4AART|5DMG|6RCR|7BEXP|9ZMB|aDUST
221	41412 34211	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|29VULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8ERES|aBEXP
222	51412 34212	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|29VULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8ERES|aDUR
223	61412 34212	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|29VULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8ERES|aDUR
224	13412 35322	   	166.61	DCR|2VULN|2DMG|1AART	19BEXP|2LHND|3RMIN|4AART|59DMG|6RCR|79VULN|8BELT|9BPWR|aCGEN
225	13412 35323	   	166.61	DCR|2VULN|2DMG|1AART	19BEXP|2aLHND|3RMIN|4AART|59DMG|6RCR|79VULN|8BELT|9BPWR
226	13412 35324	   	166.61	DCR|2VULN|2DMG|1AART	19aBEXP|2LHND|3RMIN|4AART|59DMG|6RCR|79VULN|8BELT|9BPWR
227	13412 35326	   	166.61	DCR|2VULN|2DMG|1AART	19BEXP|2LHND|3RMIN|4AART|59DMG|6RCR|79VULN|8aBELT|9BPWR
228	51412 33116	   	166.61	DCR|2VULN|2DMG|1AART	18LHND|2aVULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9RCVC
229	51412 33125	   	166.61	DCR|2VULN|2DMG|1AART	18LHND|2aVULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LIT
230	51412 33136	   	166.61	DCR|2VULN|2DMG|1AART	18LHND|2aVULN|3RMIN|4AART|58DMG|6RCR|789CGEN|8BPWR
231	61412 33116	   	166.61	DCR|2VULN|2DMG|1AART	18LWND|2aVULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9RCVC
232	61412 33125	   	166.61	DCR|2VULN|2DMG|1AART	18LWND|2aVULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LIT
233	61412 33136	   	166.61	DCR|2VULN|2DMG|1AART	18LWND|2aVULN|3RMIN|4AART|58DMG|6RCR|789CGEN|8BPWR
234	23412 34212	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUST|39VULN|4AART|5DMG|6RCR|7ZMB|8ERES|aDUR
235	21412 34133	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUR|3aVULN|4AART|5DMG|6RCR|7ZMB|8LSRREG|9DUST
236	21412 34214	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUR|39VULN|4AART|5DMG|6RCR|7ZMB|8ERES|aTLV
237	21412 34235	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2DUR|3aVULN|4AART|5DMG|6RCR|7ZMB|89ERES
238	41412 34133	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2aVULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8LSRREG|9DUST
239	23412 33116	   	166.41	DCR|2VULN|2DMG|1AART	1RMIN|28DUST|3aVULN|4AART|58DMG|6RCR|78CGEN|8BPWR|9RCVC
240	23412 33136	   	166.41	DCR|2VULN|2DMG|1AART	1RMIN|28DUST|3aVULN|4AART|58DMG|6RCR|789CGEN|8BPWR
241	11412 31452	   	166.41	DCR|2VULN|2DMG|1AART	17BEXP|28VULN|3RMIN|4AART|5aDMG|6RCR|9CGEN
242	11412 32452	   	166.41	DCR|2VULN|2DMG|1AART	1BEXP|28VULN|3RMIN|4AART|5aDMG|6RCR|7RCVC|9CGEN
243	11412 35112	   	166.41	DCR|2VULN|2DMG|1AART	1BEXP|27VULN|3RMIN|4AART|5aDMG|6RCR|8MLV|9RCVC
244	11412 35252	   	166.41	DCR|2VULN|2DMG|1AART	18BEXP|27VULN|3RMIN|4AART|5aDMG|6RCR|9CGEN
245	11412 36135	   	166.41	DCR|2VULN|2DMG|1AART	18BEXP|2aVULN|3RMIN|4AART|58DMG|6RCR|78TLV|8BPWR|9CGEN
246	23112 35321	   	166.41	DCR|2VULN|2DMG|1AART	1RMIN|29DUST|3LWND|4AART|59DMG|6RCR|79VULN|8BELT|9BPWR|aBEXP
247	23112 35322	   	166.41	DCR|2VULN|2DMG|1AART	1RMIN|29DUST|3LWND|4AART|59DMG|6RCR|79VULN|8BELT|9BPWR|aCGEN
248	23112 35323	   	166.41	DCR|2VULN|2DMG|1AART	1RMIN|29DUST|3LWND|4AART|59DMG|6RCR|79VULN|8BELT|9BPWR|aLHND
249	23112 35326	   	166.41	DCR|2VULN|2DMG|1AART	1aRMIN|29DUST|3LWND|4AART|59DMG|6RCR|79VULN|8BELT|9BPWR
250	51412 33612	   	166.41	DCR|2VULN|2DMG|1AART	1LHND|28VULN|3RMIN|4AART|5aDMG|6RCR|7CGEN|9RCVC
251	51412 33632	   	166.41	DCR|2VULN|2DMG|1AART	1LHND|28VULN|3RMIN|4AART|5aDMG|6RCR|79CGEN
252	51412 35112	   	166.41	DCR|2VULN|2DMG|1AART	1LHND|27VULN|3RMIN|4AART|5aDMG|6RCR|8MLV|9RCVC
253	61412 33612	   	166.41	DCR|2VULN|2DMG|1AART	1LWND|28VULN|3RMIN|4AART|5aDMG|6RCR|7CGEN|9RCVC
254	61412 33632	   	166.41	DCR|2VULN|2DMG|1AART	1LWND|28VULN|3RMIN|4AART|5aDMG|6RCR|79CGEN
255	61412 35112	   	166.41	DCR|2VULN|2DMG|1AART	1LWND|27VULN|3RMIN|4AART|5aDMG|6RCR|8MLV|9RCVC
256	23412 32534	   	166.31	DCR|2VULN|2DMG|1AART	1RMIN|2DUST|38VULN|4AART|5aDMG|6RCR|7RPLT|9FEWX
257	23412 32541	   	166.31	DCR|2VULN|2DMG|1AART	1RMIN|2DUST|38VULN|4AART|59DMG|6RCR|7RPLT|aLWND
258	23412 32542	   	166.31	DCR|2VULN|2DMG|1AART	1RMIN|2DUST|38VULN|4AART|59DMG|6RCR|7RPLT|aBELT
259	23412 32543	   	166.31	DCR|2VULN|2DMG|1AART	1RMIN|2DUST|38VULN|4AART|59DMG|6RCR|7RPLT|aLIT
260	23412 33142	   	166.31	DCR|2VULN|2DMG|1AART	1RMIN|28DUST|3aVULN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LEGI
261	23412 33612	   	166.31	DCR|2VULN|2DMG|1AART	1RMIN|2DUST|38VULN|4AART|5aDMG|6RCR|7CGEN|9RCVC
262	23412 33632	   	166.31	DCR|2VULN|2DMG|1AART	1RMIN|2DUST|38VULN|4AART|5aDMG|6RCR|79CGEN
263	23412 35112	   	166.31	DCR|2VULN|2DMG|1AART	1RMIN|2DUST|37VULN|4AART|5aDMG|6RCR|8MLV|9RCVC
264	11412 31432	   	166.31	DCR|2VULN|2DMG|1AART	17BEXP|28VULN|3RMIN|4AART|5aDMG|6RCR|9ERES
265	11412 31442	   	166.31	DCR|2VULN|2DMG|1AART	17BEXP|28VULN|3RMIN|4AART|5aDMG|6RCR|9TLV
266	11412 32432	   	166.31	DCR|2VULN|2DMG|1AART	1BEXP|28VULN|3RMIN|4AART|5aDMG|6RCR|7RCVC|9ERES
267	11412 32442	   	166.31	DCR|2VULN|2DMG|1AART	1BEXP|28VULN|3RMIN|4AART|5aDMG|6RCR|7RCVC|9TLV
268	11412 35232	   	166.31	DCR|2VULN|2DMG|1AART	18BEXP|27VULN|3RMIN|4AART|5aDMG|6RCR|9ERES
269	11412 35242	   	166.31	DCR|2VULN|2DMG|1AART	18BEXP|27VULN|3RMIN|4AART|5aDMG|6RCR|9TLV
270	23112 35325	   	166.31	DCR|2VULN|2DMG|1AART	1RMIN|29DUST|3LWND|4AART|59DMG|6RCR|79VULN|8BELT|9BPWR|aLSRHEA
271	23412 36135	   	166.21	DCR|2VULN|2DMG|1AART	1RMIN|28DUST|3aVULN|4AART|58DMG|6RCR|78TLV|8BPWR|9CGEN
272	23412 36142	   	166.11	DCR|2VULN|2DMG|1AART	1RMIN|28DUST|3aVULN|4AART|58DMG|6RCR|78TLV|8BPWR|9LEGI
273	23412 32662	   	166.07	DCR|2VULN|2DMG|1AART|1SELL	1RMIN|2DUST|3aVULN|4AART|58DMG|6RCR|7RPLT|9SELL
274	11412 34423	   	165.92	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1BEXP|2VULN|3RMIN|49AART|5DMG|6RCR|7ZMB|8aDUR
275	21112 35143	   	165.92	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1RMIN|2aDUR|3LWND|48AART|5DMG|6RCR|7VULN|9ZMB
276	51626 11114	   	165.42	DCR|2VULN|2DMG|1AART|1ZMB	15LHND|29VULN|3BEXP|45DMG|5BPWR|6MBVNT|7ZMB|8AART|aRCR
277	61231 34215	   	165.36	DCR|4VULN|1AART|1ASPD	1LWND|279aVULN|3FEWX|4AART|5ASPD|6RCR|8ERES
278	61331 34215	   	165.26	DCR|4VULN|1AART|1ASPD	1LWND|279aVULN|3DUST|4AART|5ASPD|6RCR|8ERES
279	46112 33521	 * 	165.08	DCR|2DMG|1AART|1VULN|3DUR	189DUR|27CGEN|38LWND|4AART|58DMG|6RCR|8BPWR|aVULN
280	61231 31132	   	165.01	DCR|3VULN|1AART|1CDMG|1ASPD	1LWND|289VULN|3FEWX|4AART|5ASPD|6RCR|7CDMG|aRCVC
281	61231 31135	   	165.01	DCR|3VULN|1AART|1CDMG|1ASPD	1LWND|289VULN|3FEWX|4AART|5ASPD|6RCR|7CDMG|aDMSP
282	61231 31146	   	165.01	DCR|3VULN|1AART|1CDMG|1ASPD	1LWND|28aVULN|3FEWX|4AART|5ASPD|6RCR|7CDMG|9LHND
283	61231 31631	   	165.01	DCR|3VULN|1AART|1CDMG|1ASPD	1LWND|29aVULN|38FEWX|4AART|5ASPD|6RCR|7CDMG
284	61631 31132	   	165.01	DCR|3VULN|1AART|1CDMG|1ASPD	1LWND|289VULN|3BEXP|4AART|5ASPD|6RCR|7CDMG|aRCVC
285	61631 31135	   	165.01	DCR|3VULN|1AART|1CDMG|1ASPD	1LWND|289VULN|3BEXP|4AART|5ASPD|6RCR|7CDMG|aDMSP
286	21412 33143	   	164.98	DCR|2DMG|1AART|1VULN|3DUR	1RMIN|28aDUR|3VULN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LEGI
287	41412 33143	   	164.98	DCR|2DMG|1AART|1VULN|3DUR	18aDUR|2VULN|3RMIN|4AART|58DMG|6RCR|78CGEN|8BPWR|9LEGI
288	61231 31134	   	164.91	DCR|3VULN|1AART|1CDMG|1ASPD	1LWND|289VULN|3FEWX|4AART|5ASPD|6RCR|7CDMG|aTLV
289	61231 31166	   	164.91	DCR|3VULN|1AART|1CDMG|1ASPD	1LWND|28aVULN|3FEWX|4AART|5ASPD|6RCR|7CDMG|9DUST
290	61331 31132	   	164.91	DCR|3VULN|1AART|1CDMG|1ASPD	1LWND|289VULN|3DUST|4AART|5ASPD|6RCR|7CDMG|aRCVC
291	61331 31135	   	164.91	DCR|3VULN|1AART|1CDMG|1ASPD	1LWND|289VULN|3DUST|4AART|5ASPD|6RCR|7CDMG|aDMSP
292	61331 31146	   	164.91	DCR|3VULN|1AART|1CDMG|1ASPD	1LWND|28aVULN|3DUST|4AART|5ASPD|6RCR|7CDMG|9LHND
293	61631 31134	   	164.91	DCR|3VULN|1AART|1CDMG|1ASPD	1LWND|289VULN|3BEXP|4AART|5ASPD|6RCR|7CDMG|aTLV
294	21112 35612	 * 	164.88	DCR|2VULN|1AART|1DMG|3DUR	1RMIN|28aDUR|3LWND|4AART|5DMG|6RCR|79VULN
295	21412 36132	   	164.88	DCR|2DMG|1AART|1VULN|3DUR	1RMIN|28aDUR|3VULN|4AART|58DMG|6RCR|78TLV|8BPWR|9CGEN
296	41412 36132	   	164.88	DCR|2DMG|1AART|1VULN|3DUR	18aDUR|2VULN|3RMIN|4AART|58DMG|6RCR|78TLV|8BPWR|9CGEN
297	11116 51225	   	164.81	DCR|2VULN|2AART|1DMG|1DUR	1BEXP|2aVULN|3RPLT|4DUR|5DMG|6RCR|7BELT|89AART
298	61331 31134	   	164.81	DCR|3VULN|1AART|1CDMG|1ASPD	1LWND|289VULN|3DUST|4AART|5ASPD|6RCR|7CDMG|aTLV
299	61331 31161	   	164.81	DCR|3VULN|1AART|1CDMG|1ASPD	1LWND|28aVULN|39DUST|4AART|5ASPD|6RCR|7CDMG
300	21412 36143	   	164.78	DCR|2DMG|1AART|1VULN|3DUR	1RMIN|28aDUR|3VULN|4AART|58DMG|6RCR|78TLV|8BPWR|9LEGI
301	11412 35122	   	164.68	DCR|3VULN|1AART|1DMG	1aBEXP|27aVULN|3RMIN|4AART|5DMG|6RCR|8MLV|9aLIT|aBPWR
302	51412 33112	   	164.68	DCR|3DMG|1AART|1VULN	18LHND|2VULN|3RMIN|4AART|58aDMG|6RCR|78CGEN|8BPWR|9RCVC
303	51412 33132	   	164.68	DCR|3DMG|1AART|1VULN	18LHND|2VULN|3RMIN|4AART|58aDMG|6RCR|789CGEN|8BPWR
304	51412 33142	   	164.68	DCR|3DMG|1AART|1VULN	18LHND|2VULN|3RMIN|4AART|58aDMG|6RCR|78CGEN|8BPWR|9DMSP
305	51412 35122	   	164.68	DCR|3VULN|1AART|1DMG	1aLHND|27aVULN|3RMIN|4AART|5DMG|6RCR|8MLV|9aLIT|aBPWR
306	61412 33112	   	164.68	DCR|3DMG|1AART|1VULN	18LWND|2VULN|3RMIN|4AART|58aDMG|6RCR|78CGEN|8BPWR|9RCVC
307	61412 33132	   	164.68	DCR|3DMG|1AART|1VULN	18LWND|2VULN|3RMIN|4AART|58aDMG|6RCR|789CGEN|8BPWR
308	61412 33142	   	164.68	DCR|3DMG|1AART|1VULN	18LWND|2VULN|3RMIN|4AART|58aDMG|6RCR|78CGEN|8BPWR|9DMSP
309	61412 35122	   	164.68	DCR|3VULN|1AART|1DMG	1aLWND|27aVULN|3RMIN|4AART|5DMG|6RCR|8MLV|9aLIT|aBPWR
310	13412 35116	   	164.55	DCR|3AART|2VULN|1DMG	1BEXP|2LHND|3RMIN|48aAART|5DMG|6RCR|79VULN
311	51412 31116	   	164.55	DCR|3AART|2VULN|1DMG	1LHND|29VULN|3RMIN|48aAART|5DMG|6RCR|7BEXP
312	61412 31116	   	164.55	DCR|3AART|2VULN|1DMG	1LWND|29VULN|3RMIN|48aAART|5DMG|6RCR|7BEXP
313	23412 33112	   	164.48	DCR|3DMG|1AART|1VULN	1RMIN|28DUST|3VULN|4AART|58aDMG|6RCR|78CGEN|8BPWR|9RCVC
314	23412 33132	   	164.48	DCR|3DMG|1AART|1VULN	1RMIN|28DUST|3VULN|4AART|58aDMG|6RCR|789CGEN|8BPWR
315	23412 35122	   	164.48	DCR|3VULN|1AART|1DMG	1RMIN|2aDUST|37aVULN|4AART|5DMG|6RCR|8MLV|9aLIT|aBPWR
316	11412 31215	   	164.48	DCR|3VULN|1AART|1DMG	178BEXP|29aVULN|3RMIN|4AART|5DMG|6RCR
317	11412 31315	   	164.48	DCR|3VULN|1AART|1DMG	17BEXP|29aVULN|3RMIN|4AART|5DMG|6RCR|8FEWX
318	11412 31515	   	164.48	DCR|3VULN|1AART|1DMG	17BEXP|29aVULN|3RMIN|4AART|5DMG|6RCR|8LHND
319	11412 32315	   	164.48	DCR|3VULN|1AART|1DMG	1BEXP|29aVULN|3RMIN|4AART|5DMG|6RCR|7RCVC|8FEWX
320	11412 32515	   	164.48	DCR|3VULN|1AART|1DMG	1BEXP|29aVULN|3RMIN|4AART|5DMG|6RCR|7RCVC|8LHND
321	11412 35116	   	164.48	DCR|3VULN|1AART|1DMG	1BEXP|27aVULN|3RMIN|4AART|5DMG|6RCR|8MLV|9RCVC
322	11412 35135	   	164.48	DCR|3VULN|1AART|1DMG	1BEXP|27aVULN|3RMIN|4AART|5DMG|6RCR|8MLV|9CGEN
323	11412 35311	   	164.48	DCR|3VULN|1AART|1DMG	1aBEXP|279VULN|3RMIN|4AART|5DMG|6RCR|8FEWX
324	11412 35312	   	164.48	DCR|3VULN|1AART|1DMG	1BEXP|279VULN|3RMIN|4AART|5DMG|6RCR|8FEWX|aLHND
325	11412 35511	   	164.48	DCR|3VULN|1AART|1DMG	1aBEXP|279VULN|3RMIN|4AART|5DMG|6RCR|8LHND
326	11412 35512	   	164.48	DCR|3VULN|1AART|1DMG	1BEXP|279VULN|3RMIN|4AART|5DMG|6RCR|8aLHND
327	11412 36112	   	164.48	DCR|3DMG|1AART|1VULN	18BEXP|2VULN|3RMIN|4AART|58aDMG|6RCR|78TLV|8BPWR|9RCVC
328	13412 31415	   	164.48	DCR|3VULN|1AART|1DMG	17BEXP|2LHND|3RMIN|4AART|5DMG|6RCR|89aVULN
329	13412 32415	   	164.48	DCR|3VULN|1AART|1DMG	1BEXP|2LHND|3RMIN|4AART|5DMG|6RCR|7RCVC|89aVULN
330	16112 33415	   	164.48	DCR|3VULN|1AART|1DMG	1BEXP|27CGEN|3LWND|4AART|5DMG|6RCR|89aVULN
331	51412 33235	   	164.48	DCR|3VULN|1AART|1DMG	1LHND|29aVULN|3RMIN|4AART|5DMG|6RCR|7CGEN|8BEXP
332	51412 35211	   	164.48	DCR|3VULN|1AART|1DMG	1LHND|279VULN|3RMIN|4AART|5DMG|6RCR|8aBEXP
333	51412 35212	   	164.48	DCR|3VULN|1AART|1DMG	1aLHND|279VULN|3RMIN|4AART|5DMG|6RCR|8BEXP
334	51412 36112	   	164.48	DCR|3DMG|1AART|1VULN	18LHND|2VULN|3RMIN|4AART|58aDMG|6RCR|78TLV|8BPWR|9RCVC
335	61412 33235	   	164.48	DCR|3VULN|1AART|1DMG	1LWND|29aVULN|3RMIN|4AART|5DMG|6RCR|7CGEN|8BEXP
336	61412 35211	   	164.48	DCR|3VULN|1AART|1DMG	1LWND|279VULN|3RMIN|4AART|5DMG|6RCR|8aBEXP
337	61412 35212	   	164.48	DCR|3VULN|1AART|1DMG	1LWND|279VULN|3RMIN|4AART|5DMG|6RCR|8BEXP|aLHND
338	61412 36112	   	164.48	DCR|3DMG|1AART|1VULN	18LWND|2VULN|3RMIN|4AART|58aDMG|6RCR|78TLV|8BPWR|9RCVC
339	23112 35116	   	164.45	DCR|3AART|2VULN|1DMG	1RMIN|2DUST|3LWND|48aAART|5DMG|6RCR|79VULN
340	23412 31115	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|39aVULN|4AART|5DMG|6RCR|7BEXP|8DMSP
341	23412 31211	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|389VULN|4AART|5DMG|6RCR|7aBEXP
342	23412 31212	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|389VULN|4AART|5DMG|6RCR|7BEXP|aLHND
343	23412 31265	   	164.38	DCR|3VULN|1AART|1DMG	1RMIN|2DUST|38aVULN|4AART|5DMG|6RCR|7BEXP|9RCVC
344	23412 32634	   	164.38	DCR|3DMG|1AART|1VULN	1RMIN|2DUST|3VULN|4AART|58aDMG|6RCR|7RPLT|9FEWX
345	23412 32643	   	164.38	DCR|3DMG|1AART|1VULN	1RMIN|2DUST|3VULN|4AART|589DMG|6RCR|7RPLT|aMLV
