0	Index      	 *	Score 	Summary	Detail	
1	45333 12323	 * 	208.42	DCR|3VULN|2DMG|1AART|1CDMG|1ZMB	1AART|279VULN|3NUKE|48DMG|5CDMG|6RCR|aZMB
168	44311 22433	   	179.69	ACR|3DMG|2VULN|1AART	1AART|2RPLT|37LWND|47aDMG|5RCR|67VULN|7BPWR|8FEWX|9CGEN
169	44311 22533	   	179.69	ACR|3DMG|2VULN|1AART	1AART|2RPLT|37LWND|47aDMG|5RCR|67VULN|7BPWR|8LHND|9CGEN
170	44311 22611	   	179.69	ACR|3DMG|2VULN|1AART	1AART|2RPLT|37LWND|478DMG|5RCR|67VULN|7BPWR|9LHND|aCGEN
171	44111 22612	   	179.59	ACR|3VULN|2DMG|1AART	1AART|2RPLT|36aVULN|4aDMG|5RCR|7TLV|8FEWX|9aBEXP|aBPWR
172	44311 22613	   	179.59	ACR|3DMG|2VULN|1AART	1AART|2RPLT|37LWND|478DMG|5RCR|67VULN|7BPWR|9LHND|aERES
173	44111 21521	   	179.49	ACR|3VULN|2DMG|1AART	1AART|2RPLT|368VULN|49DMG|5RCR|7BELT|aLIT
174	44111 23622	   	179.49	ACR|3VULN|2DMG|1AART	1AART|2RPLT|36aVULN|4aDMG|5RCR|7CGEN|8FEWX|9aDUST|aBPWR
175	44311 22631	   	179.49	ACR|3DMG|2VULN|1AART	1AART|2RPLT|37LWND|478DMG|5RCR|67VULN|7BPWR|9ERES|aDUST
176	44311 22632	   	179.49	ACR|3DMG|2VULN|1AART	1AART|2RPLT|37LWND|478DMG|5RCR|67VULN|7BPWR|9aERES
177	42423 32362	   	179.45	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|24ZMB|3RCR|5TLV|6VULN|7CDMG|8aDMG|9LIT
178	44111 22622	   	179.39	ACR|3VULN|2DMG|1AART	1AART|2RPLT|36aVULN|4aDMG|5RCR|7TLV|8FEWX|9aDUST|aBPWR
179	42224 12342	 * 	179.03	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|2aZMB|3CDMG|4LWND|5ERES|6RCR|79VULN|8DMG
180	45323 12312	   	179.03	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1AART|27VULN|3NUKE|4aZMB|5CDMG|6RCR|8DMG|9CGEN
181	31323 64183	 * 	178.96	ACR|3DMG|1AART|1VULN|2CDMG	17LHND|2RPLT|3VULN|4RCR|579DMG|67CDMG|7BPWR|8MBVNT|aAART
182	43443 32333	   	178.94	ACR|2AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1aAART|24ASPD|3RCR|4BPWR|5TLV|6VULN|7CDMG|8DMG|9DUR
183	61323 35152	   	178.77	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1LWND|2RPLT|37VULN|4RCR|56DMG|8DUR|9ZMB|aAART
184	43431 31322	   	178.57	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2ASPD|3RCR|4DMG|5LWND|69VULN|7BEXP|8CDMG|aDUR
185	43432 41322	   	178.47	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1AART|2ASPD|3RCR|49DMG|5BELT|6TLV|7VULN|8CDMG|aDUR
