0	Index      	 *	Score 	Summary	Detail	
1	43162 11336	 * 	194.69	ACR|2VULN|2DMG|1AART|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8aVULN|9DUR
158	43163 11261	   	172.27	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8RCVC|9VULN|aLHND
159	43163 11263	   	172.27	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8RCVC|9VULN|aLWND
160	42125 43233	 * 	172.27	DCR|4VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4TLV|589aVULN|6RCR|7MLV
161	43162 11216	   	172.07	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8RCVC|9BELT|aVULN
162	32552 31143	   	172.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1LHND|2TLV|35VULN|48CDMG|6RCR|7DMG|9DUR|aAART
163	43116 31334	   	171.93	ACR|3DMG|2VULN|1CDMG	1CDMG|2RCR|37aDMG|4LWND|5LHND|6aCGEN|8MLV|9aVULN|aBPWR
164	43112 52234	   	171.83	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|3aDMG|4LWND|5DUST|6aMLV|7CGEN|89aVULN|aBPWR
165	43142 22132	   	171.83	ACR|3DMG|2VULN|1CDMG	1CDMG|2RCR|35aDMG|456BEXP|5BPWR|7CGEN|89VULN
166	43111 33442	 * 	171.81	ACR|2AART|1VULN|1DMG|2CDMG|1DUR	19CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8BEXP|aDUR
167	43111 33542	   	171.81	ACR|2AART|1DMG|2CDMG|1VULN|1DUR	19CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8LHND|aDUR
168	43422 21232	   	171.74	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LHND|5LIT|6DMG|7AART|89VULN|aRCVC
169	43116 11233	   	171.73	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|37DMG|46LWND|5LHND|89aVULN
170	43142 21132	   	171.73	ACR|3DMG|2VULN|1CDMG	1CDMG|2RCR|35aDMG|456BEXP|5BPWR|7TLV|89VULN
171	43142 23132	   	171.73	ACR|3DMG|2VULN|1CDMG	1CDMG|2RCR|35aDMG|456BEXP|5BPWR|7ERES|89VULN
172	43142 43223	   	171.73	ACR|3DMG|2VULN|1CDMG	1CDMG|2RCR|356DMG|45BEXP|5BPWR|7aVULN|8RMIN|9BASHEA
173	43221 31233	   	171.73	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|35LWND|4LHND|67DMG|89aVULN
174	43433 31232	   	171.64	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5LEGI|6DMG|7AART|89VULN|aRCVC
175	43111 44223	   	171.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2RCR|3aDMG|4LWND|5AART|6ASPD|7MGNLIT|8FEWX|9VULN
176	43111 44323	   	171.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2RCR|3aDMG|4LWND|5AART|6ASPD|7MGNLIT|8LHND|9VULN
177	43125 21353	   	171.63	ACR|3DMG|2VULN|1CDMG	1CDMG|2RCR|379DMG|4TLV|5aVULN|6LHND|8FEWX
178	43125 31353	   	171.63	ACR|3DMG|2VULN|1CDMG	1CDMG|2RCR|379DMG|4TLV|5aVULN|6LWND|8FEWX
179	43112 32234	   	171.63	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|3aDMG|4LWND|5DUST|6aERES|7CGEN|89aVULN|aBPWR
180	43112 33234	   	171.63	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|3aDMG|4LWND|5DUST|6aERES|7MLV|89aVULN|aBPWR
181	43125 21236	   	171.63	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|37DMG|4TLV|59aVULN|6LHND|8CGEN
182	43125 21633	   	171.63	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|37DMG|4TLV|59aVULN|6LHND|8MLV
183	43125 31236	   	171.63	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|37DMG|4TLV|59aVULN|6LWND|8CGEN
184	43125 31633	   	171.63	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|37DMG|4TLV|59aVULN|6LWND|8MLV
185	43125 41213	   	171.63	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|37DMG|4TLV|58aVULN|6RMIN|9FEWX
186	43125 41223	   	171.63	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|37DMG|4TLV|58aVULN|6RMIN|9BEXP
187	43131 61236	   	171.63	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|37DMG|4CGEN|5TLV|6LWND|89aVULN
188	43142 43323	   	171.63	ACR|3DMG|2VULN|1CDMG	1CDMG|2RCR|356DMG|45BEXP|5BPWR|7aVULN|8ERES|9CANHEL
189	43163 11322	   	171.57	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9ERES|aRCVC
190	43142 43212	   	171.56	ACR|3DMG|1VULN|2CDMG|1ZMB	19CDMG|2RCR|356DMG|45BEXP|5BPWR|7VULN|8RMIN|aZMB
191	43111 13362	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5AART|6CGEN|7DUR|8TLV|9aVULN
192	43111 16332	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5AART|6CGEN|7aVULN|8TLV|9DUR
193	43111 21231	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5AART|6DUST|7LIT|8DUR|9aVULN
194	43111 21233	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3aDMG|4LWND|5AART|6DUST|7LIT|8DUR|9VULN
195	43111 21541	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5AART|6DUST|7LIT|8aVULN|9DUR
196	43111 21543	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3aDMG|4LWND|5AART|6DUST|7LIT|8VULN|9DUR
197	43111 24311	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5AART|6DUST|7DUR|8aVULN|9LIT
198	43111 24313	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3aDMG|4LWND|5AART|6DUST|7DUR|8VULN|9LIT
199	43111 24361	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5AART|6DUST|7DUR|89VULN|aMLV
200	43111 25612	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|37DMG|49LWND|5AART|6DUST|8VULN|aDUR
201	43111 42223	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2RCR|3aDMG|4LWND|5AART|6ASPD|7VENICY|8FEWX|9VULN
202	43111 42323	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2RCR|3aDMG|4LWND|5AART|6ASPD|7VENICY|8LHND|9VULN
203	43111 42421	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|5AART|6ASPD|7VENICY|89VULN|aRPLT
204	43111 42423	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|5AART|6ASPD|7VENICY|89VULN|aLHND
205	43111 12423	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5AART|6CGEN|7AIRHEA|89VULN|aDUR
206	43111 16362	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5AART|6CGEN|79VULN|8TLV|aDUR
207	43111 21531	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5AART|6DUST|7LIT|89VULN|aDUR
208	43111 52423	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5AART|6RMIN|7VENICY|89VULN|aDUR
209	43122 46233	   	171.53	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|36DMG|4TLV|5NUKE|7LWND|89aVULN
210	43122 61233	   	171.53	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|37DMG|4TLV|5NUKE|6LWND|89aVULN
211	43261 33161	   	171.53	ACR|3VULN|2AART|1CDMG	1CDMG|2RCR|3LWND|4TLV|56AART|79aVULN|8ERES
212	43241 33241	   	171.46	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4ZMB|56AART|7VULN|8RCVC|9BELT|aDMG
213	43142 41213	   	171.46	ACR|3DMG|1VULN|2CDMG|1ZMB	19CDMG|2RCR|356DMG|45BEXP|5BPWR|7ZMB|8VULN|aERES
214	43142 43312	   	171.46	ACR|3DMG|1VULN|2CDMG|1ZMB	19CDMG|2RCR|356DMG|45BEXP|5BPWR|7VULN|8ERES|aZMB
215	43111 24362	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5AART|6aDUST|7DUR|89VULN
216	43111 24363	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5AART|6DUST|7DUR|89VULN|aERES
217	43111 25632	   	171.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|37DMG|4LWND|5AART|69DUST|8VULN|aDUR
218	43111 42422	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|5AART|6ASPD|7VENICY|89VULN|aERES
219	43165 21233	   	171.39	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2RCR|3DMG|4SELL|5AART|6aVULN|7LWND|8CGEN|9DUR
220	43165 13333	   	171.39	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2RCR|3DMG|4SELL|5AART|6CGEN|7aVULN|8LWND|9DUR
221	45131 32316	 * 	171.34	ACR|2AART|2DMG|2CDMG|2ASPD	1aCDMG|2LWND|3aDMG|4RCR|56AART|7CGEN|8FEWX|9aASPD|aBPWR
222	43165 31331	   	171.29	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7DUST|8VULN|9DUR|aLWND
223	43165 31332	   	171.29	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7DUST|8VULN|9DUR|aRMIN
224	43165 13133	   	171.29	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2RCR|3DMG|4SELL|5AART|6CGEN|7aVULN|8DUST|9DUR
225	45131 31316	   	171.24	ACR|2AART|2DMG|2CDMG|2ASPD	1aCDMG|2LWND|3aDMG|4RCR|56AART|7ERES|8FEWX|9aASPD|aBPWR
226	45131 21532	   	171.24	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2LWND|3DMG|4RCR|5aAART|6DUST|7LIT|89VULN
227	45131 33143	   	171.24	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2LWND|3DMG|4RCR|56AART|7aVULN|8ERES|9CGEN
228	42115 31231	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|37DMG|4LWND|5DMSP|6RCR|89VULN|aZMB
229	43165 31333	   	171.19	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7DUST|8VULN|9DUR|aERES
230	43142 33215	   	171.14	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2RCR|35DMG|45aBEXP|5aBPWR|6DUR|7DUST|8aVULN|9RCVC
231	41122 31231	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2CGEN|3DUR|4TLV|57DMG|6RCR|89VULN|aZMB
232	42125 41231	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|37DMG|4TLV|59VULN|6RCR|8CGEN|aZMB
233	42131 31231	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|37DMG|4CGEN|5TLV|6RCR|89VULN|aZMB
234	43123 11235	   	171.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4TLV|5DUR|6RCVC|7RMIN|89VULN|aAART
235	43123 21143	 * 	171.04	ACR|3DMG|1AART|2CDMG|1DUR	18CDMG|2RCR|37aDMG|4TLV|5DUR|6LWND|9AART
236	43123 31143	   	171.04	ACR|3DMG|1AART|2CDMG|1DUR	18CDMG|2RCR|37aDMG|4TLV|5DUR|6LHND|9AART
237	43113 21231	   	171.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5FEWX|6AART|7LIT|8DUR|9aVULN
238	43113 21233	   	171.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3aDMG|4LWND|5FEWX|6AART|7LIT|8DUR|9VULN
239	43113 21541	   	171.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5FEWX|6AART|7LIT|8aVULN|9DUR
240	43113 21543	   	171.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3aDMG|4LWND|5FEWX|6AART|7LIT|8VULN|9DUR
241	43113 21531	   	171.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5FEWX|6AART|7LIT|89VULN|aDUR
242	43113 21535	   	171.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2RCR|3DMG|4LWND|5FEWX|6AART|7LIT|89VULN|aASPD
243	43113 25612	   	171.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|37DMG|49LWND|5FEWX|6AART|8VULN|aDUR
244	43112 21531	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5DUST|6AART|7LIT|89VULN|aDUR
245	43112 25612	   	170.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|37DMG|49LWND|5DUST|6AART|8VULN|aDUR
246	43112 21231	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5DUST|6AART|7LIT|8DUR|9aVULN
247	43112 21233	   	170.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3aDMG|4LWND|5DUST|6AART|7LIT|8DUR|9VULN
248	43112 21541	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5DUST|6AART|7LIT|8aVULN|9DUR
249	43112 21543	   	170.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3aDMG|4LWND|5DUST|6AART|7LIT|8VULN|9DUR
250	43112 24311	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5DUST|6AART|7DUR|8aVULN|9LIT
251	43112 24313	   	170.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3aDMG|4LWND|5DUST|6AART|7DUR|8VULN|9LIT
252	43112 24361	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5DUST|6AART|7DUR|89VULN|aMLV
253	42111 52116	 * 	170.92	DCR|2DMG|1AART|2CDMG|2ASPD|1DUR	1aCDMG|2DUR|3aDMG|4LWND|5AART|6RCR|7RCVC|8ERES|9aASPD|aBPWR
254	42111 52316	   	170.92	DCR|2DMG|1AART|2CDMG|2ASPD|1DUR	1aCDMG|2DUR|3aDMG|4LWND|5AART|6RCR|7RCVC|8TLV|9aASPD|aBPWR
255	43125 13141	   	170.91	ACR|2VULN|1AART|1DMG|2CDMG	18CDMG|2RCR|3DMG|4TLV|5aVULN|6RCVC|7DUST|9AART
256	43112 25632	   	170.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|37DMG|4LWND|59DUST|6AART|8VULN|aDUR
257	43112 24362	   	170.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5aDUST|6AART|7DUR|89VULN
258	43112 24363	   	170.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5DUST|6AART|7DUR|89VULN|aERES
259	23225 23212	 * 	170.83	DCR|3VULN|1AART|1DMG|1CDMG	1LIT|2RPLT|3CDMG|4AART|5TLV|6DMG|78aVULN|9RCR
260	45133 21532	   	170.74	ACR|2VULN|2AART|1DMG|1CDMG	1CDMG|2LWND|3DMG|4RCR|5FEWX|6aAART|7LIT|89VULN
261	42111 53216	   	170.72	DCR|2DMG|1AART|2CDMG|2ASPD|1DUR	1aCDMG|2DUR|3aDMG|4LWND|5AART|6RCR|7CGEN|8RCVC|9aASPD|aBPWR
262	45132 21532	   	170.64	ACR|2VULN|2AART|1DMG|1CDMG	1CDMG|2LWND|3DMG|4RCR|5DUST|6aAART|7LIT|89VULN
263	43322 32366	   	170.59	ACR|3VULN|1AART|1CDMG|1ZMB	1CDMG|2RCR|3RPLT|4CGEN|5DLOT|6AART|78aVULN|9ZMB
264	43232 31231	   	170.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3LWND|4LIT|5BEXP|6DMG|7AART|8DUR|9aVULN
265	43232 31233	   	170.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3LWND|4LIT|5BEXP|6aDMG|7AART|8DUR|9VULN
266	43232 31541	   	170.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3LWND|4LIT|5BEXP|6DMG|7AART|8aVULN|9DUR
267	43232 31543	   	170.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3LWND|4LIT|5BEXP|6aDMG|7AART|8VULN|9DUR
268	43422 21131	   	170.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LHND|5LIT|6DMG|7AART|8LWND|9aVULN
269	43422 21234	   	170.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LHND|5LIT|6DMG|7AART|89VULN|aFEWX
270	43422 21235	   	170.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LHND|5LIT|6DMG|7AART|89VULN|aCGEN
271	43422 21251	   	170.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LHND|5LIT|6DMG|7AART|8aVULN|9BEXP
272	43422 21253	   	170.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LHND|5LIT|6aDMG|7AART|8VULN|9BEXP
273	43232 31531	   	170.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3LWND|4LIT|5BEXP|6DMG|7AART|89VULN|aDUR
274	43163 11311	   	170.36	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9LHND|aLWND
275	43163 11312	   	170.36	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9LHND|aRMIN
276	43163 11314	   	170.36	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57aFEWX|6AART|7BPWR|8VULN|9LHND
277	43163 11316	   	170.36	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9LHND|aRPLT
278	43163 11361	   	170.36	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9BEXP|aLWND
279	43163 11362	   	170.36	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9BEXP|aRMIN
280	43125 26122	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4TLV|5aVULN|6LHND|7AART|8CGEN|9DUR
281	43125 36132	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4TLV|5aVULN|6LWND|7AART|8CGEN|9DUR
282	43422 21221	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LHND|5LIT|6DMG|7AART|8aVULN|9MBVNT
283	43422 21223	   	170.33	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LHND|5LIT|6aDMG|7AART|8VULN|9MBVNT
284	43422 21233	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LHND|5LIT|6DMG|7AART|89VULN|aDUST
285	43422 21236	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LHND|5LIT|6DMG|7AART|89VULN|aERES
286	43422 21261	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LHND|5LIT|6DMG|7AART|8aVULN|9DUST
287	43422 21263	   	170.33	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LHND|5LIT|6aDMG|7AART|8VULN|9DUST
288	43433 31131	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5LEGI|6DMG|7AART|8LWND|9aVULN
289	43433 31234	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5LEGI|6DMG|7AART|89VULN|aFEWX
290	43433 31235	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5LEGI|6DMG|7AART|89VULN|aCGEN
291	43433 31251	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5LEGI|6DMG|7AART|8aVULN|9BEXP
292	43433 31253	   	170.33	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5LEGI|6aDMG|7AART|8VULN|9BEXP
293	43163 11115	   	170.26	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|579FEWX|6AART|7BPWR|8ERES|aVULN
294	43163 11313	   	170.26	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9LHND|aERES
295	43163 11323	   	170.26	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9ERES|aRMIN
296	43163 11325	   	170.26	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9ERES|aLIT
297	43163 11363	   	170.26	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9BEXP|aERES
298	43433 31221	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5LEGI|6DMG|7AART|8aVULN|9MBVNT
299	43433 31223	   	170.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5LEGI|6aDMG|7AART|8VULN|9MBVNT
300	43433 31233	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5LEGI|6DMG|7AART|89VULN|aDUST
301	43433 31236	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5LEGI|6DMG|7AART|89VULN|aERES
302	43433 31261	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5LEGI|6DMG|7AART|8aVULN|9DUST
303	43433 31263	   	170.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|3DUR|4LIT|5LEGI|6aDMG|7AART|8VULN|9DUST
304	43162 11311	   	170.16	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9LHND|aLWND
305	43162 11312	   	170.16	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9LHND|aRMIN
306	43162 11314	   	170.16	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9LHND|aFEWX
307	43162 11361	   	170.16	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9FEWX|aLWND
308	43162 11362	   	170.16	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9FEWX|aRMIN
309	43163 11321	   	170.16	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9ERES|aDUST
310	43163 11326	   	170.16	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9ERES|aLEGI
311	43123 41225	   	170.14	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCR|37DMG|4TLV|5DUR|6RMIN|8VULN|9RCVC|aAART
312	42111 51532	   	170.12	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4LWND|5AART|6RCR|7LIT|89VULN|aRCVC
313	43162 11313	   	170.06	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9LHND|aERES
314	43162 11315	   	170.06	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9LHND|aTLV
315	43162 11325	   	170.06	ACR|2DMG|1AART|1VULN|2CDMG|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9ERES|aLIT
