0	Index      	 *	Score 	Summary	Detail	
1	22166 32432	 * 	210.20	ACR|4VULN|3DMG|2CDMG	1RCR|2ERES|357DMG|45CDMG|5BPWR|689aVULN
173	23264 11134	   	183.58	ACR|2AART|2VULN|2DMG	1RCR|2BASHEA|39AART|46VULN|5MLV|7RPLT|8aDMG
174	23326 63363	   	183.49	ACR|3VULN|2DMG|1AART	1RCR|2BASHEA|356VULN|4LHND|79DMG|8DUST|aAART
175	23261 11134	   	183.48	ACR|2AART|2VULN|2DMG	1RCR|2BASHEA|39AART|46VULN|5NUKE|7RPLT|8aDMG
176	23266 11134	   	183.48	ACR|2AART|2VULN|2DMG	1RCR|2BASHEA|39AART|46VULN|5ERES|7RPLT|8aDMG
177	63111 63125	   	183.44	ACR|4VULN|3DMG	19BELT|27aDMG|367aVULN|4RCR|57aMLV|7aBPWR|8RPLT
178	63112 63331	   	183.43	ACR|3VULN|2DMG|1AART|1ASPD	1BELT|27DMG|367VULN|4RCR|57ERES|7BPWR|8LIT|9ASPD|aAART
179	63112 63621	   	183.43	ACR|3VULN|2DMG|1AART|1DUR	1BELT|27DMG|367VULN|4RCR|57ERES|7BPWR|8DUR|9RCVC|aAART
180	24122 43522	 * 	183.38	ACR|3VULN|1AART|3CDMG|1DUR	1RCR|2DMSP|3AART|478VULN|578CDMG|6RCVC|78BPWR|9LHND|aDUR
181	63112 63125	   	183.14	ACR|4VULN|3DMG	19BELT|27aDMG|367aVULN|4RCR|57aERES|7aBPWR|8RPLT
182	23263 21151	   	183.14	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2BASHEA|3AART|45VULN|6ZMB|7RPLT|89DMG|aRCVC
183	23263 21152	   	183.14	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2BASHEA|3AART|45VULN|6ZMB|7RPLT|89DMG|aFEWX
184	23263 21153	   	183.14	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2BASHEA|3AART|45VULN|6ZMB|7RPLT|89DMG|aCGEN
185	23263 21155	   	183.14	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2BASHEA|3AART|45VULN|6ZMB|7RPLT|89DMG|aLHND
186	24122 43533	   	183.13	ACR|3VULN|1AART|3CDMG|1ASPD|1SELL	1RCR|2DMSP|3AART|478VULN|578CDMG|6RCVC|78BPWR|9SELL|aASPD
187	22115 16351	   	183.08	ACR|3VULN|3DMG|1DUR	1RCR|28ERES|378DMG|4FEWX|5LWND|68aVULN|8BPWR|9DUR
188	22143 63236	   	183.08	ACR|3VULN|3DMG|1ASPD	1RCR|27ERES|37aDMG|4BELT|567VULN|7BPWR|8BEXP|9ASPD
189	23263 21156	   	183.04	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2BASHEA|3AART|45VULN|6ZMB|7RPLT|89DMG|aDUST
190	63624 31322	 * 	183.00	DCR|2AART|2VULN|2DMG|1ASPD	1BELT|2aDMG|36AART|49VULN|5CGEN|7RCR|8ASPD
191	22143 63612	   	182.98	ACR|3DMG|3VULN|1DUR	1RCR|27ERES|37aDMG|4BELT|567VULN|7BPWR|8DUR|9LEGI
192	21423 21261	   	182.84	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|29LHND|39LIT|4AART|5ZMB|6aDMG|7RMIN|89VULN|9BPWR
193	63113 26125	   	182.81	ACR|3VULN|3DMG|1DUR|1ASPD	1BELT|278DMG|378VULN|4RCR|567DUST|78BPWR|9DUR|aASPD
194	63113 26141	   	182.79	ACR|4VULN|3DMG|1SELL	1BELT|278DMG|378aVULN|4RCR|567DUST|78BPWR|9SELL
195	63111 63322	   	182.79	ACR|3VULN|3DMG|1CDMG	1BELT|27aDMG|367VULN|4RCR|57MLV|7BPWR|8LIT|9CDMG
196	11363 12543	 * 	182.76	ACR|3VULN|2FLTHEA|2CDMG|1DMG|1DUR	189VULN|2LWND|39FLTHEA|4RCR|5DUR|6BEXP|79CDMG|9BPWR|aDMG
197	22166 33224	   	182.73	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1RCR|2ERES|35DMG|45CDMG|5BPWR|69VULN|7DUR|8LIT|aZMB
198	22166 33422	   	182.73	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1RCR|2ERES|35DMG|45CDMG|5BPWR|69VULN|7DUR|8RPLT|aZMB
199	22166 33622	   	182.73	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1RCR|2ERES|35DMG|45CDMG|5BPWR|68VULN|7DUR|9RPLT|aZMB
200	25423 21261	   	182.64	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2LWND|3LIT|4AART|5ZMB|6aDMG|7RMIN|89VULN
201	25423 22261	   	182.64	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|2LWND|3LIT|4AART|5ZMB|6aDMG|7CGEN|89VULN
202	12122 43552	 * 	182.61	DCR|3VULN|2AART|3CDMG|1DUR	178VULN|278LHND|34AART|578CDMG|6RCVC|78BPWR|9RCR|aDUR
203	23233 24146	   	182.43	ACR|3VULN|1AART|1DMG|2DUR	1RCR|2BASHEA|3AART|48DUR|569VULN|7BELT|aDMG
204	23263 15131	   	182.33	ACR|3VULN|1AART|1DMG|2DUR	1RCR|2BASHEA|3AART|456VULN|7DMG|8ERES|9aDUR
205	25133 61116	   	182.17	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2LWND|3AART|4RPLT|5DUR|6ASPD|79VULN|8CDMG|aDMG
206	23233 25214	   	182.17	ACR|3VULN|2AART|1FLTHEA|1DUR	1RCR|2BASHEA|3aAART|4DUR|568VULN|7FLTHEA|9RCVC
207	23233 26123	   	182.17	ACR|3VULN|2AART|1CDMG|1DUR	1RCR|2BASHEA|3aAART|4DUR|568VULN|7CDMG|9CGEN
208	23233 26436	   	182.17	ACR|3VULN|2AART|1CDMG|1DUR	1RCR|2BASHEA|39AART|4DUR|56aVULN|7CDMG|8FEWX
209	23233 26636	   	182.17	ACR|3VULN|2AART|1CDMG|1DUR	1RCR|2BASHEA|39AART|4DUR|56aVULN|7CDMG|8LWND
210	23233 36123	   	182.17	ACR|3VULN|2AART|1CDMG|1DUR	1RCR|2BASHEA|3aAART|4DUR|578VULN|6CDMG|9CGEN
211	23233 36436	   	182.17	ACR|3VULN|2AART|1CDMG|1DUR	1RCR|2BASHEA|39AART|4DUR|57aVULN|6CDMG|8FEWX
212	23233 36636	   	182.17	ACR|3VULN|2AART|1CDMG|1DUR	1RCR|2BASHEA|39AART|4DUR|57aVULN|6CDMG|8LWND
213	23213 16144	   	182.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2BASHEA|3AART|4ASPD|5RMIN|68VULN|7CDMG|9DUR|aDMG
214	24122 34114	   	182.07	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCR|2DMSP|3AART|47VULN|5CDMG|6TLV|8DMG|9ASPD|aDUR
215	24122 34161	   	182.07	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCR|2DMSP|3AART|47VULN|5CDMG|6TLV|8DMG|9DUR|aASPD
216	23326 35232	   	182.05	ACR|3VULN|1AART|1DMG|1FLTHEA	1RCR|2BASHEA|358VULN|4LHND|6AART|7FLTHEA|9FEWX|aDMG
217	23215 16111	   	181.73	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1RCR|2BASHEA|3AART|4ASPD|5ZMB|689VULN|7CDMG|aLWND
218	23215 16112	   	181.73	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1RCR|2BASHEA|3AART|4ASPD|5ZMB|689VULN|7CDMG|aRMIN
219	23215 16115	   	181.73	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1RCR|2BASHEA|3AART|4ASPD|5ZMB|689VULN|7CDMG|aBELT
220	23263 12434	   	181.65	ACR|3VULN|2AART|1DMG	1RCR|2BASHEA|39AART|456VULN|7RPLT|8FEWX|aDMG
221	23263 12634	   	181.65	ACR|3VULN|2AART|1DMG	1RCR|2BASHEA|39AART|456VULN|7RPLT|8LWND|aDMG
222	23263 13434	   	181.65	ACR|3VULN|2AART|1DMG	1RCR|2BASHEA|39AART|456VULN|7LWND|8RPLT|aDMG
223	23215 16113	   	181.63	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1RCR|2BASHEA|3AART|4ASPD|5ZMB|689VULN|7CDMG|aTLV
224	23215 16114	   	181.63	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1RCR|2BASHEA|3AART|4ASPD|5ZMB|689VULN|7CDMG|aERES
225	23215 16136	   	181.63	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1RCR|2BASHEA|3AART|4ASPD|5ZMB|68aVULN|7CDMG|9LEGI
226	23263 26361	 * 	181.60	ACR|2VULN|1AART|1DMG|3DUR|1ZMB	1RCR|2BASHEA|3AART|45VULN|6ZMB|78aDUR|9DMG
227	24122 52112	   	181.55	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMSP|3AART|4aVULN|57CDMG|6MLV|8DMG|9ASPD
228	24122 43143	   	181.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|2DMSP|3AART|47VULN|57CDMG|6RCVC|7BPWR|8ERES|9DMG|aDUR
229	24122 43217	   	181.55	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMSP|3AART|47VULN|57CDMG|6RCVC|7BPWR|8MBVNT|9ASPD|aDMG
230	24122 52343	   	181.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|2DMSP|3AART|48VULN|57CDMG|6MLV|9DMG|aDUR
231	24122 54111	   	181.55	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMSP|3AART|47VULN|5aCDMG|6MLV|8DMG|9ASPD
232	23263 11434	   	181.55	ACR|3VULN|2AART|1DMG	1RCR|2BASHEA|39AART|456VULN|7LEGI|8RPLT|aDMG
233	23263 15214	   	181.55	ACR|3VULN|2AART|1DMG	1RCR|2BASHEA|3aAART|456VULN|7DMG|8DUST|9FEWX
234	23263 15234	   	181.55	ACR|3VULN|2AART|1DMG	1RCR|2BASHEA|3aAART|456VULN|7DMG|8DUST|9LWND
235	24122 32112	   	181.45	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMSP|3AART|4aVULN|57CDMG|6TLV|8DMG|9ASPD
236	24122 32343	   	181.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|2DMSP|3AART|48VULN|57CDMG|6TLV|9DMG|aDUR
237	24122 34111	   	181.45	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2DMSP|3AART|47VULN|5aCDMG|6TLV|8DMG|9ASPD
238	22623 24132	   	181.44	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|27ERES|3CGEN|47MLV|57VULN|6AART|7BPWR|89DMG|aZMB
239	23216 41361	   	181.20	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD|1SELL	1RCR|2BASHEA|3AART|4ASPD|5aVULN|6SELL|78CDMG|9DMG
240	23263 21126	   	181.20	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2BASHEA|3AART|45aVULN|6ZMB|7RPLT|8DMG|9LIT
241	23263 21166	   	181.20	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2BASHEA|3AART|45aVULN|6ZMB|7RPLT|8DMG|9BELT
242	23263 15316	   	181.10	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2BASHEA|3AART|456VULN|7DMG|8LIT|9TLV|aZMB
243	22143 63363	   	181.07	ACR|3VULN|2DMG|1CDMG|1DUR	1RCR|27ERES|37DMG|4BELT|567VULN|7BPWR|8LIT|9DUR|aCDMG
244	23263 15126	   	181.00	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2BASHEA|3AART|456VULN|7DMG|8ERES|9DUST|aZMB
245	23263 15226	   	181.00	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2BASHEA|3AART|456VULN|7DMG|8DUST|9ERES|aZMB
246	22163 22635	   	180.97	ACR|3DMG|2VULN|1CDMG|1DUR	1RCR|26aERES|37aDMG|4CDMG|5DUR|8RPLT|9aVULN|aBPWR
247	22163 42235	   	180.97	ACR|3DMG|2VULN|1CDMG|1DUR	1RCR|2ERES|367DMG|4CDMG|5DUR|8LWND|9aVULN
248	22143 63632	   	180.97	ACR|3VULN|2DMG|2ASPD|1DUR	1RCR|27ERES|37DMG|4BELT|567VULN|7BPWR|8DUR|9aASPD
249	22113 42435	   	180.97	ACR|3DMG|2VULN|1CDMG|1DUR	1RCR|2ERES|367DMG|4FEWX|5CDMG|8aVULN|9DUR
250	22133 42435	   	180.97	ACR|3DMG|2VULN|1CDMG|1DUR	1RCR|2ERES|367DMG|4BEXP|5CDMG|8aVULN|9DUR
251	11361 11134	   	180.90	ACR|2DMG|2AART|1VULN|1FLTHEA|1ZMB|1SELL	1VULN|2LWND|3FLTHEA|4RCR|5ZMB|6SELL|79AART|8aDMG
252	43641 53142	   	180.64	ACR|4VULN|3DMG	1MBVNT|279BASHEA|3BEXP|4789VULN|5RCR|679DMG|79BPWR|aCGEN
253	22113 42635	   	180.60	ACR|3DMG|1AART|1VULN|1CDMG|1SELL	1RCR|2ERES|367DMG|4FEWX|5CDMG|8AART|9SELL|aVULN
254	22133 42635	   	180.60	ACR|3DMG|1AART|1VULN|1CDMG|1SELL	1RCR|2ERES|367DMG|4BEXP|5CDMG|8AART|9SELL|aVULN
255	24122 32345	 * 	180.55	ACR|2VULN|1AART|3CDMG|1DMG	1RCR|2DMSP|3AART|48VULN|57aCDMG|6TLV|9DMG
256	22166 62231	   	180.55	ACR|3DMG|2VULN|2CDMG	1RCR|2aERES|357DMG|45CDMG|5aBPWR|68aLWND|9aVULN
257	21615 13631	   	180.55	ACR|3VULN|2DMG|2CDMG	1RCR|2LHND|3aDMG|4ERES|5LWND|69aVULN|7FEWX|8aCDMG|aBPWR
258	22155 13631	   	180.55	ACR|3VULN|2DMG|2CDMG	1RCR|2ERES|3aDMG|4LHND|5LWND|69aVULN|7FEWX|8aCDMG|aBPWR
259	23538 41227	   	180.55	ACR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	1RCR|2BASHEA|3BEXP|4MBVNT|5AART|6FLTHEA|7CDMG|8aDMG|9VULN
260	43641 53141	   	180.54	ACR|4VULN|3DMG	1MBVNT|279BASHEA|3BEXP|4789VULN|5RCR|679DMG|79BPWR|aERES
261	43641 53143	   	180.54	ACR|4VULN|3DMG	1MBVNT|279BASHEA|3BEXP|4789VULN|5RCR|679DMG|79BPWR|aDUST
262	21335 41521	   	180.48	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2LHND|3CANSTR|4ASPD|5DMG|678VULN|9AART|aDUR
263	23335 61531	   	180.48	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1RCR|2BASHEA|378VULN|4ASPD|5DMG|6LWND|9AART|aDUR
264	22166 32215	   	180.45	ACR|3DMG|2VULN|2CDMG	1RCR|2ERES|357DMG|45CDMG|5BPWR|6aVULN|8LWND|9LHND
265	22166 32316	   	180.45	ACR|3DMG|2VULN|2CDMG	1RCR|2ERES|357DMG|45CDMG|5BPWR|6aVULN|8RMIN|9MLV
266	22166 32336	   	180.45	ACR|3DMG|2VULN|2CDMG	1RCR|2ERES|357DMG|45CDMG|5BPWR|6aVULN|8RMIN|9CGEN
267	22166 32341	   	180.45	ACR|3DMG|2VULN|2CDMG	1RCR|2ERES|357DMG|45CDMG|5BPWR|6aVULN|8RMIN|9RPLT
268	22166 32413	   	180.45	ACR|3DMG|2VULN|2CDMG	1RCR|2ERES|357DMG|45CDMG|5BPWR|68VULN|9aLHND
269	22113 42441	   	180.45	ACR|3DMG|2VULN|2CDMG	1RCR|2aERES|367DMG|49FEWX|5aCDMG|8aVULN|aBPWR
270	22166 11121	   	180.45	ACR|3DMG|2VULN|2CDMG	1RCR|2ERES|357DMG|45CDMG|5BPWR|6RPLT|8MLV|9aVULN
271	22166 34221	   	180.45	ACR|3VULN|2DMG|2CDMG	1RCR|2ERES|35DMG|45CDMG|5BPWR|69aVULN|7LHND|8LIT
272	41142 31771	 * 	180.37	DCR|3DMG|2VULN|1AART	1MBVNT|29LHND|3AART|45VULN|69LIT|7RCR|89aDMG|9BPWR
273	22166 32116	   	180.35	ACR|3DMG|2VULN|2CDMG	1RCR|2ERES|357DMG|45CDMG|5BPWR|6aVULN|8TLV|9MLV
274	22166 32136	   	180.35	ACR|3DMG|2VULN|2CDMG	1RCR|2ERES|357DMG|45CDMG|5BPWR|6aVULN|8TLV|9CGEN
275	22166 32141	   	180.35	ACR|3DMG|2VULN|2CDMG	1RCR|2ERES|357DMG|45CDMG|5BPWR|6aVULN|8TLV|9RPLT
276	22166 32225	   	180.35	ACR|3DMG|2VULN|2CDMG	1RCR|2ERES|357DMG|45CDMG|5BPWR|6aVULN|8LWND|9DUST
277	22166 32324	   	180.35	ACR|3DMG|2VULN|2CDMG	1RCR|2ERES|357DMG|45CDMG|5BPWR|6aVULN|8RMIN|9LEGI
278	22166 32412	   	180.35	ACR|3DMG|2VULN|2CDMG	1RCR|2aERES|357DMG|45CDMG|5BPWR|68VULN|9LHND
279	22166 32421	   	180.35	ACR|3DMG|2VULN|2CDMG	1RCR|29ERES|357DMG|45CDMG|5BPWR|68VULN|aBELT
280	22166 32423	   	180.35	ACR|3DMG|2VULN|2CDMG	1RCR|29ERES|357DMG|45CDMG|5BPWR|68VULN|aRPLT
281	22166 36221	   	180.35	ACR|3VULN|2DMG|2CDMG	1RCR|2ERES|35DMG|45CDMG|5BPWR|69aVULN|7LEGI|8LIT
282	21613 31535	   	180.30	ACR|3DMG|2VULN|2CDMG|1SELL	1RCR|2aLHND|37aDMG|4ERES|58CDMG|6SELL|9aVULN|aBPWR
283	21652 13334	   	180.25	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2LHND|3DMG|4RPLT|5CDMG|67aVULN|8LSRHEA|9AART
284	22143 61216	   	180.25	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2ERES|3DMG|4BELT|56aVULN|7CDMG|8RCVC|9AART
285	22166 32124	   	180.25	ACR|3DMG|2VULN|2CDMG	1RCR|2ERES|357DMG|45CDMG|5BPWR|6aVULN|8TLV|9LEGI
286	63112 63323	   	180.21	ACR|5VULN|2DMG	1BELT|27DMG|3679aVULN|4RCR|57ERES|7BPWR|8LIT
