0	Index      	 *	Score 	Summary	Detail	
1	13158 37312	 * 	189.81	DCR|2VULN|2DMG|2AART|1FLTHEA	19FEWX|2BEXP|39DMG|4MBVNT|59VULN|6RCR|78AART|9BPWR|aFLTHEA
155	22123 42243	 * 	166.51	DCR|4VULN|1AART|1CDMG|1DUR	1LIT|2478VULN|3DUR|5RPLT|6CDMG|9AART|aRCR
156	13231 46312	 * 	166.42	DCR|3VULN|1AART|2ASPD|1FLTHEA	18FEWX|2BEXP|38aVULN|4MLV|5FLTHEA|68ASPD|7RCR|8BPWR|9AART
157	31112 13121	   	166.17	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1CGEN|2AART|3VULN|4ZMB|5DMG|6LHND|7DUR|8RCR|9ASPD|aCDMG
158	31112 63221	   	166.17	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1CGEN|2AART|3VULN|4ZMB|5DMG|6ASPD|7LWND|8RCR|9DUR|aCDMG
159	31112 64221	   	166.17	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1CGEN|2AART|3VULN|4ZMB|5DMG|6ASPD|7LHND|8RCR|9DUR|aCDMG
160	31112 65221	   	166.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2AART|3VULN|4ZMB|5DMG|6ASPD|7FEWX|8RCR|9DUR|aCDMG
161	31312 62221	   	166.17	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1CGEN|2AART|3LHND|4ZMB|5DMG|6ASPD|7VULN|8RCR|9DUR|aCDMG
162	31111 25223	   	166.14	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1CGEN|28AART|3VULN|4ZMB|5LWND|6FEWX|7RCR|9CDMG|aDMG
163	31143 65223	   	166.14	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1CGEN|28AART|3VULN|4FEWX|5ZMB|6LWND|7RCR|9CDMG|aDMG
164	31112 23221	   	166.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2AART|3VULN|4ZMB|5DMG|6DUST|7ASPD|8RCR|9DUR|aCDMG
165	13116 42112	   	165.88	DCR|2AART|2DMG|1VULN|1ZMB	1FEWX|2BEXP|39DMG|4ZMB|56AART|7VULN|8RCR|aRPLT
166	13116 42114	   	165.88	DCR|2AART|2DMG|1VULN|1ZMB	1FEWX|2BEXP|39DMG|4ZMB|56AART|7VULN|8RCR|aCGEN
167	13116 44113	   	165.88	DCR|2AART|2DMG|1VULN|1ZMB	1FEWX|2BEXP|39DMG|4ZMB|56AART|7LWND|8RCR|aVULN
168	13116 42113	   	165.78	DCR|2AART|2DMG|1VULN|1ZMB	1FEWX|2BEXP|39DMG|4ZMB|56AART|7VULN|8RCR|aTLV
169	13116 42116	   	165.78	DCR|2AART|2DMG|1VULN|1ZMB	1FEWX|2BEXP|39DMG|4ZMB|56AART|7VULN|8RCR|aLEGI
170	12158 37344	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2LHND|3DMG|4MBVNT|59VULN|6RCR|7DUR|8CDMG|aAART
171	13158 32348	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2BEXP|3DMG|4MBVNT|59VULN|6RCR|7DUR|8CDMG|aAART
172	31621 32163	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2AART|3ERES|4ASPD|5aDMG|6LWND|7VULN|8RCR|9CDMG
173	33131 45323	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2BEXP|3DUR|4ERES|58VULN|6AART|7RCR|9CDMG|aDMG
174	65153 31344	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|29VULN|3DMG|4MBVNT|5DUR|6RCR|7LHND|8CDMG|aAART
175	31111 45133	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|39VULN|4ZMB|5LWND|6DUR|7RCR|8FEWX|aDMG
176	31111 45153	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3VULN|4ZMB|5LWND|6DUR|7RCR|8FEWX|9aDMG
177	31111 45311	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|38VULN|4ZMB|5LWND|6DUR|7RCR|9DMG|aRPLT
178	31111 45312	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|38VULN|4ZMB|5LWND|6DUR|7RCR|9DMG|aLSRICY
179	31111 45313	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|38VULN|4ZMB|5LWND|6DUR|7RCR|9DMG|aFEWX
180	31111 45314	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|38VULN|4ZMB|5aLWND|6DUR|7RCR|9DMG
181	31111 45343	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|38VULN|4ZMB|59LWND|6DUR|7RCR|aDMG
182	31134 45133	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|39VULN|4LHND|5ZMB|6DUR|7RCR|8FEWX|aDMG
183	31134 45311	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|38VULN|4LHND|5ZMB|6DUR|7RCR|9DMG|aRPLT
184	31134 45312	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|38VULN|4LHND|5ZMB|6DUR|7RCR|9DMG|aLSRICY
185	31134 45313	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|38VULN|4LHND|5ZMB|6DUR|7RCR|9DMG|aFEWX
186	31153 45311	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|38VULN|4BEXP|5ZMB|6DUR|7RCR|9DMG|aRPLT
187	31153 45312	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|38VULN|4BEXP|5ZMB|6DUR|7RCR|9DMG|aLSRICY
188	31153 45313	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|38VULN|4BEXP|5ZMB|6DUR|7RCR|9DMG|aFEWX
189	31311 45353	   	165.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3LHND|4ZMB|5LWND|6DUR|7RCR|8VULN|9aDMG
190	31134 15316	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|2AART|38VULN|4LHND|5ZMB|6BEXP|7RCR|9DMG|aASPD
191	31111 45233	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|39VULN|4ZMB|5LWND|6DUR|7RCR|8DUST|aDMG
192	31111 45253	   	165.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3VULN|4ZMB|5LWND|6DUR|7RCR|8DUST|9aDMG
193	31111 45315	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|38VULN|4ZMB|5LWND|6DUR|7RCR|9DMG|aERES
194	31134 45233	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|39VULN|4LHND|5ZMB|6DUR|7RCR|8DUST|aDMG
195	31143 45333	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|39VULN|4FEWX|5ZMB|6DUR|7RCR|8DUST|aDMG
196	31163 45133	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|39VULN|4DUST|5ZMB|6DUR|7RCR|8FEWX|aDMG
197	36231 32363	   	165.39	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2RCVC|3VULN|4RCR|5CDMG|6DMG|7ASPD|8AART|9ZMB|aDUR
198	36231 36333	   	165.39	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2RCVC|3VULN|4RCR|5CDMG|6DMG|7ZMB|8AART|9ASPD|aDUR
199	36231 52333	   	165.39	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2RCVC|3VULN|4RCR|5CDMG|6ZMB|7ASPD|8AART|9DMG|aDUR
200	12114 42112	   	165.28	DCR|2DMG|2AART|1VULN|1ZMB	1FEWX|2LHND|39DMG|4ZMB|5VULN|67AART|8RCR|aRPLT
201	12114 42114	   	165.28	DCR|2DMG|2AART|1VULN|1ZMB	1FEWX|2LHND|39DMG|4ZMB|5VULN|67AART|8RCR|aCGEN
202	12114 42116	   	165.28	DCR|2DMG|2AART|1VULN|1ZMB	1FEWX|2LHND|39DMG|4ZMB|5VULN|67AART|8RCR|aDMSP
203	12114 42143	   	165.28	DCR|2DMG|2AART|1VULN|1ZMB	1FEWX|2LHND|3aDMG|4ZMB|5VULN|67AART|8RCR|9LWND
204	33311 42116	   	165.28	DCR|2DMG|2AART|1VULN|1ZMB	1CGEN|2BEXP|3LWND|4ZMB|5VULN|67AART|8RCR|9aDMG
205	62114 43112	   	165.28	DCR|2DMG|2AART|1VULN|1ZMB	1BEXP|2LHND|39DMG|4ZMB|5VULN|67AART|8RCR|aRPLT
206	31163 45323	   	165.22	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1CGEN|2AART|39VULN|4DUST|5ZMB|6DUR|7RCR|8SELL|aDMG
207	31121 15515	   	165.21	DCR|2VULN|2DMG|1AART	14CGEN|2AART|3aVULN|59DMG|6LHND|7RCR|8LWND
208	12114 42113	   	165.18	DCR|2DMG|2AART|1VULN|1ZMB	1FEWX|2LHND|39DMG|4ZMB|5VULN|67AART|8RCR|aTLV
209	12114 42163	   	165.18	DCR|2DMG|2AART|1VULN|1ZMB	1FEWX|2LHND|3aDMG|4ZMB|5VULN|67AART|8RCR|9DUST
210	15311 42116	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	1FEWX|2ERES|3LWND|4ZMB|5aVULN|67AART|8RCR|9DMG
211	62114 43113	   	165.18	DCR|2DMG|2AART|1VULN|1ZMB	1BEXP|2LHND|39DMG|4ZMB|5VULN|67AART|8RCR|aTLV
212	36231 32315	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2RCVC|3aVULN|4RCR|5CDMG|6DMG|7ASPD|8AART|9RPLT
213	36231 32331	   	165.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2RCVC|3VULN|4RCR|5CDMG|69DMG|7ASPD|8AART|aLIT
214	36231 32333	   	165.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2RCVC|3VULN|4RCR|5CDMG|69DMG|7ASPD|8AART|aFEWX
215	36231 32334	   	165.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2RCVC|3VULN|4RCR|5CDMG|69DMG|7ASPD|8AART|aLWND
216	36231 32335	   	165.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2RCVC|3VULN|4RCR|5CDMG|69DMG|7ASPD|8AART|aBEXP
217	36231 32341	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2RCVC|39VULN|4RCR|5CDMG|6DMG|7ASPD|8AART|aLIT
218	36231 32343	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2RCVC|39VULN|4RCR|5CDMG|6DMG|7ASPD|8AART|aFEWX
219	36231 32344	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2RCVC|39VULN|4RCR|5CDMG|6DMG|7ASPD|8AART|aLWND
220	36231 32345	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2RCVC|39VULN|4RCR|5CDMG|6DMG|7ASPD|8AART|aBEXP
221	36231 35332	   	165.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2RCVC|3VULN|4RCR|5CDMG|6aDMG|7RMIN|8AART|9ASPD
222	24222 23616	 * 	165.02	DCR|3VULN|1AART|1FLTHEA|1CDMG	1LIT|2MBVNT|3MGNLIT|46aVULN|5CDMG|7AART|8RCR|9FLTHEA
223	16116 42131	   	164.98	DCR|2VULN|2AART|2DUR|1ZMB|1ASPD	1FEWX|2ASPD|3aDUR|4ZMB|56AART|79VULN|8RCR
224	36231 31332	   	164.93	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2RCVC|3VULN|4RCR|5CDMG|6aDMG|7ERES|8AART|9ASPD
225	36231 32336	   	164.93	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2RCVC|3VULN|4RCR|5CDMG|69DMG|7ASPD|8AART|aDUST
226	36231 32346	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2RCVC|39VULN|4RCR|5CDMG|6DMG|7ASPD|8AART|aDUST
227	12415 22323	   	164.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1FEWX|2LHND|3FLTHEA|4AART|5MBVNT|69VULN|7DMG|8RCR|aDUR
228	62415 22323	   	164.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1BEXP|2LHND|3FLTHEA|4AART|5MBVNT|69VULN|7DMG|8RCR|aDUR
229	65223 32631	   	164.47	DCR|4VULN|2DMG	1BEXP|2379VULN|4BASICY|5RPLT|6aDMG|8RCR
230	36231 35342	   	164.41	ACR|2VULN|1AART|1DMG|2CDMG	1CGEN|2RCVC|39VULN|4RCR|5aCDMG|6DMG|7RMIN|8AART
231	21236 61232	 * 	164.14	DCR|2DMG|1VULN|2CDMG|1FLTHEA|1ZMB	1LIT|2ZMB|34CDMG|5DUST|68DMG|7RCR|9VULN|aFLTHEA
232	12231 46411	   	164.01	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1FEWX|2LHND|38VULN|4CGEN|5FLTHEA|6ASPD|7RCR|9AART|aDMG
233	13231 46411	   	164.01	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1FEWX|2BEXP|38VULN|4MLV|5FLTHEA|6ASPD|7RCR|9AART|aDMG
234	32234 26411	   	164.01	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1CGEN|2LHND|3FLTHEA|4BEXP|58VULN|6ASPD|7RCR|9AART|aDMG
235	62231 26411	   	164.01	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1BEXP|2LHND|38VULN|4CGEN|5FLTHEA|6ASPD|7RCR|9AART|aDMG
236	31134 42116	   	163.97	DCR|2AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1CGEN|27AART|3VULN|4LHND|5ZMB|6DUR|8RCR|9DMG|aASPD
237	31143 42116	   	163.97	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1CGEN|27AART|3VULN|4FEWX|5ZMB|6DUR|8RCR|9DMG|aASPD
238	31153 42116	   	163.97	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1CGEN|27AART|3VULN|4BEXP|5ZMB|6DUR|8RCR|9DMG|aASPD
239	31163 42116	   	163.87	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1CGEN|27AART|3VULN|4DUST|5ZMB|6DUR|8RCR|9DMG|aASPD
240	24224 32387	   	163.81	DCR|3DMG|2VULN|1ZMB|1DUR	167LIT|2MBVNT|3MGNLIT|47VULN|567DMG|67BPWR|8DUR|9ZMB|aRCR
241	22126 61253	   	163.76	DCR|4VULN|1AART|1ZMB|1DUR	1LIT|2458VULN|3DUR|6MBVNT|7ZMB|9AART|aRCR
242	22126 63153	   	163.76	DCR|4VULN|1AART|1ZMB|1DUR	1LIT|2457VULN|3DUR|6MBVNT|8ZMB|9AART|aRCR
243	21246 31432	 * 	163.74	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1LIT|2ZMB|39CDMG|4VULN|5AART|6MGNLIT|7DUR|8RCR|aDMG
244	12314 45222	   	163.74	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2LHND|3MLV|4ZMB|5VULN|68AART|7RCR|9CDMG|aDMG
245	31111 12123	   	163.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1CGEN|27AART|3VULN|4ZMB|5LWND|6BEXP|8RCR|9CDMG|aDMG
246	31111 22123	   	163.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1CGEN|27AART|3VULN|4ZMB|5LWND|6FEWX|8RCR|9CDMG|aDMG
247	31143 12123	   	163.74	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|27AART|3VULN|4FEWX|5ZMB|6BEXP|8RCR|9CDMG|aDMG
248	31143 62123	   	163.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1CGEN|27AART|3VULN|4FEWX|5ZMB|6LWND|8RCR|9CDMG|aDMG
249	31153 32123	   	163.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1CGEN|27AART|3VULN|4BEXP|5ZMB|6LWND|8RCR|9CDMG|aDMG
250	22322 44422	   	163.67	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1SELL	1LIT|27VULN|3ERES|4SELL|5AART|6FLTHEA|8RCR|9DUR|aDMG
251	15311 45223	   	163.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2ERES|3LWND|4ZMB|5VULN|68AART|7RCR|9CDMG|aDMG
252	31163 62123	   	163.64	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1CGEN|27AART|3VULN|4DUST|5ZMB|6LWND|8RCR|9CDMG|aDMG
253	31243 62123	   	163.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|27AART|3DUST|4FEWX|5ZMB|6VULN|8RCR|9CDMG|aDMG
254	12134 45211	   	163.61	DCR|2DMG|2AART|1VULN|1DUR	1FEWX|2LHND|39DMG|4MLV|5VULN|68AART|7RCR|aDUR
255	21233 11451	   	163.56	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1LIT|2ZMB|34CDMG|5RCR|6AART|7DMG|8VULN|9DUR|aLWND
256	21233 11461	   	163.56	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1LIT|2ZMB|34CDMG|5RCR|6AART|7DMG|8VULN|9DMSP|aDUR
257	32234 62121	   	163.52	DCR|3VULN|1AART|1CDMG|1FLTHEA	17CGEN|27LHND|3FLTHEA|4BEXP|57aVULN|6AART|7BPWR|8CDMG|9RCR
258	33224 62121	   	163.52	DCR|3VULN|1AART|1CDMG|1FLTHEA	17CGEN|27BEXP|3FLTHEA|4FEWX|57aVULN|6AART|7BPWR|8CDMG|9RCR
259	13158 34241	   	163.51	DCR|2VULN|2DMG|1AART	17FEWX|2BEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8LWND|9AART|aCGEN
260	13158 34242	   	163.51	DCR|2VULN|2DMG|1AART	17FEWX|2BEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8LWND|9AART|aLIT
261	13158 34244	   	163.51	DCR|2VULN|2DMG|1AART	17FEWX|2aBEXP|37DMG|4MBVNT|57VULN|6RCR|7BPWR|8LWND|9AART
262	21233 11454	   	163.46	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1LIT|2ZMB|34CDMG|5RCR|6AART|7DMG|8VULN|9DUR|aMBVNT
263	21233 11411	   	163.32	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR|1SELL	1LIT|2ZMB|34CDMG|5RCR|6AART|7DMG|8VULN|9SELL|aDUR
264	21233 11456	   	163.32	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR|1SELL	1LIT|2ZMB|34CDMG|5RCR|6AART|7DMG|8VULN|9DUR|aSELL
265	32111 64121	   	163.17	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1CGEN|2LHND|3DUR|4ZMB|5VULN|6ASPD|7AART|8RCR|9DMG|aCDMG
266	31111 43116	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	17CGEN|2AART|3VULN|4ZMB|5LWND|6DUR|8RCR|9aDMG
267	31112 12425	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|3aVULN|4ZMB|5DMG|6LHND|7RPLT|8RCR|9DUR
268	31112 13113	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3VULN|4ZMB|5aDMG|6LHND|7DUR|8RCR|9LWND
269	31112 13114	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|3aVULN|4ZMB|5DMG|6LHND|7DUR|8RCR|9LWND
270	31112 63235	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	19CGEN|2AART|3aVULN|4ZMB|5DMG|6ASPD|7LWND|8RCR
271	31112 63245	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|2AART|3aVULN|4ZMB|5DMG|6ASPD|79LWND|8RCR
272	31112 63256	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3VULN|4ZMB|5aDMG|6ASPD|7LWND|8RCR|9MLV
273	31112 64235	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	19CGEN|2AART|3aVULN|4ZMB|5DMG|6ASPD|7LHND|8RCR
274	31112 64243	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3VULN|4ZMB|5aDMG|6ASPD|7LHND|8RCR|9LWND
275	31112 65235	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	19CGEN|2AART|3aVULN|4ZMB|5DMG|6ASPD|7FEWX|8RCR
276	31112 65243	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3VULN|4ZMB|5aDMG|6ASPD|7FEWX|8RCR|9LWND
277	31312 62235	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	19CGEN|2AART|3LHND|4ZMB|5DMG|6ASPD|7aVULN|8RCR
278	31312 62243	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3LHND|4ZMB|5aDMG|6ASPD|7VULN|8RCR|9LWND
279	31315 53115	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3LHND|4ZMB|5RMIN|69DMG|7DUR|8RCR|aVULN
280	31315 53133	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3LHND|4ZMB|5RMIN|6aDMG|7DUR|8RCR|9VULN
281	32111 45133	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2LHND|3DUR|4ZMB|59VULN|6AART|7RCR|8FEWX|aDMG
282	32111 45153	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2LHND|3DUR|4ZMB|5VULN|6AART|7RCR|8FEWX|9aDMG
283	32111 45311	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2LHND|3DUR|4ZMB|58VULN|6AART|7RCR|9DMG|aRPLT
284	32111 45312	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2LHND|3DUR|4ZMB|58VULN|6AART|7RCR|9DMG|aLSRICY
285	32111 45313	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2LHND|3DUR|4ZMB|58VULN|6AART|7RCR|9DMG|aFEWX
286	32111 45314	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2LHND|3DUR|4ZMB|58VULN|6AART|7RCR|9DMG|aLWND
287	32111 45315	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aCGEN|2LHND|3DUR|4ZMB|58VULN|6AART|7RCR|9DMG
288	32111 45343	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2LHND|3DUR|4ZMB|58VULN|6AART|7RCR|9LWND|aDMG
289	31115 53111	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3VULN|4ZMB|5RMIN|69DMG|7LWND|8RCR|aDUR
290	31115 54111	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3VULN|4ZMB|5RMIN|69DMG|7LHND|8RCR|aDUR
291	31115 55111	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3VULN|4ZMB|5RMIN|69DMG|7FEWX|8RCR|aDUR
292	31315 52111	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3LHND|4ZMB|5RMIN|69DMG|7VULN|8RCR|aDUR
293	31112 14111	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3VULN|4ZMB|59DMG|6LHND|7ERES|8RCR|aDUR
294	31112 53211	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3VULN|4ZMB|59DMG|6NUKE|7LWND|8RCR|aDUR
295	31112 54211	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3VULN|4ZMB|59DMG|6NUKE|7LHND|8RCR|aDUR
296	31112 55211	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3VULN|4ZMB|59DMG|6NUKE|7FEWX|8RCR|aDUR
297	31112 13163	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3VULN|4ZMB|5aDMG|6LHND|7DUR|8RCR|9DUST
298	31112 13164	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|3aVULN|4ZMB|5DMG|6LHND|7DUR|8RCR|9DUST
299	31112 14156	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3VULN|4ZMB|5aDMG|6LHND|7ERES|8RCR|9ASPD
300	31112 23235	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	19CGEN|2AART|3aVULN|4ZMB|5DMG|6DUST|7ASPD|8RCR
301	31112 23243	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3VULN|4ZMB|5aDMG|6DUST|7ASPD|8RCR|9LWND
302	31112 25425	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|3aVULN|4ZMB|5DMG|6DUST|7RPLT|8RCR|9DUR
303	31112 64216	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3VULN|4ZMB|5aDMG|6ASPD|7LHND|8RCR|9NUKE
304	31112 65216	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3VULN|4ZMB|5aDMG|6ASPD|7FEWX|8RCR|9NUKE
305	31115 23116	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3VULN|4ZMB|5RMIN|6DUST|7ASPD|8RCR|9aDMG
306	31312 52256	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|2AART|3LHND|4ZMB|5aDMG|6NUKE|7VULN|8RCR|9ASPD
307	31312 53215	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|2AART|3LHND|4ZMB|59DMG|6NUKE|7DUR|8RCR|aVULN
