0	Index      	 *	Score 	Summary	Detail	
1	21542 31335	 * 	207.80	ACR|3VULN|1AART|2CDMG|1DMG|2ZMB|1ASPD|1DUR	169VULN|2DMG|39CDMG|4RCR|5ASPD|7DUR|89ZMB|9BPWR|aAART
177	23433 25411	   	180.07	ACR|2VULN|2DMG|1AART|2DUR	12VULN|3RCR|4RMIN|58DMG|6AART|7RCVC|9aDUR
178	11545 32133	   	180.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2RCR|3CDMG|4ZMB|5LEGI|6aVULN|7DUR|8DMG|9AART
179	23413 23121	   	179.51	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	12VULN|3RCR|4CGEN|5aDMG|6AART|7RMIN|8DUR|9ASPD
180	23433 23413	   	179.51	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	12VULN|3RCR|47RMIN|58DMG|6AART|9DUR|aASPD
181	23463 23121	   	179.51	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	12VULN|3RCR|4MLV|5aDMG|6AART|7RMIN|8DUR|9ASPD
182	23413 26613	   	179.48	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	127VULN|3RCR|4CGEN|5DMG|6AART|8RCVC|9DUR|aASPD
183	23233 63531	   	179.47	ACR|4VULN|2DMG|2DUR|1SELL	1279VULN|3DUST|4RCR|59DUR|6SELL|89DMG|9BPWR|aFEWX
184	23233 63535	   	179.47	ACR|4VULN|2DMG|2DUR|1SELL	1279VULN|3DUST|4RCR|59DUR|6SELL|89DMG|9BPWR|aLWND
185	22213 14364	   	179.45	DCR|2VULN|1AART|1DMG|2ZMB|2DUR|1ASPD	18VULN|2LIT|38ZMB|4ASPD|5MLV|6RCR|78DUR|8BPWR|9DMG|aAART
186	23413 21121	   	179.41	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	12VULN|3RCR|4CGEN|5aDMG|6AART|7TLV|8DUR|9ASPD
187	23433 21121	   	179.41	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	12VULN|3RCR|4RMIN|5aDMG|6AART|7TLV|8DUR|9ASPD
188	23433 26121	   	179.41	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	12VULN|3RCR|4RMIN|5aDMG|6AART|7ERES|8DUR|9ASPD
189	23463 21121	   	179.41	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	12VULN|3RCR|4MLV|5aDMG|6AART|7TLV|8DUR|9ASPD
190	23463 26121	   	179.41	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	12VULN|3RCR|4MLV|5aDMG|6AART|7ERES|8DUR|9ASPD
191	23233 63536	   	179.37	ACR|4VULN|2DMG|2DUR|1SELL	1279VULN|3DUST|4RCR|59DUR|6SELL|89DMG|9BPWR|aERES
192	21533 22525	   	179.36	DCR|2DMG|1AART|1VULN|1FLTHEA|1CDMG|1DUR	1VULN|28DMG|3CDMG|4ERES|5LHND|6RCR|7DUR|9FLTHEA|aAART
193	22212 13364	   	179.35	DCR|2VULN|1AART|1DMG|2ZMB|2DUR|1ASPD	18VULN|2LIT|38ZMB|4ASPD|5ERES|6RCR|78DUR|8BPWR|9DMG|aAART
194	22261 13364	   	179.35	DCR|2VULN|1AART|1DMG|2ZMB|2DUR|1ASPD	18VULN|2LIT|38ZMB|4ERES|5ASPD|6RCR|78DUR|8BPWR|9DMG|aAART
195	23233 63534	   	179.23	ACR|4VULN|2DMG|2DUR|2SELL	1279VULN|3DUST|4RCR|59DUR|6aSELL|89DMG|9BPWR
196	24233 63533	   	179.02	ACR|3VULN|2DMG|1FLTHEA|2DUR|1SELL	179VULN|2DMSP|3DUST|4RCR|59DUR|6SELL|89DMG|9BPWR|aFLTHEA
197	23213 26625	   	178.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	129VULN|3DUST|4CGEN|5DMG|6AART|7DUR|8RCR|aCDMG
198	23416 11341	   	178.93	ACR|4VULN|1AART|1CDMG|1ASPD	126aVULN|3RCR|46CGEN|5AART|6BPWR|7MBVNT|8CDMG|9ASPD
199	23466 11341	   	178.93	ACR|4VULN|1AART|1CDMG|1ASPD	126aVULN|3RCR|46MLV|5AART|6BPWR|7MBVNT|8CDMG|9ASPD
200	21132 11313	   	178.85	DCR|3VULN|2DMG|1AART	17aVULN|2aDMG|34RCVC|5aDUST|6DMSP|8AART|9RCR|aBPWR
201	23416 51341	   	178.83	ACR|4VULN|1AART|1CDMG|1ASPD	126aVULN|3RCR|4CGEN|5AART|7MBVNT|8CDMG|9ASPD
202	21132 56313	   	178.75	DCR|3VULN|2DMG|1AART	16aVULN|2aDMG|34RCVC|57aDUST|8AART|9RCR|aBPWR
203	23426 11341	   	178.73	ACR|4VULN|1AART|1CDMG|1ASPD	126aVULN|3RCR|46ERES|5AART|6BPWR|7MBVNT|8CDMG|9ASPD
204	23426 13316	   	178.73	ACR|4VULN|1AART|1FLTHEA|1DUR	1267VULN|3RCR|46ERES|5AART|6BPWR|8TLV|9DUR|aFLTHEA
205	23426 51341	   	178.73	ACR|4VULN|1AART|1CDMG|1ASPD	126aVULN|3RCR|4ERES|5AART|7MBVNT|8CDMG|9ASPD
206	23416 13253	   	178.50	ACR|4VULN|1AART|1DMG	1267VULN|3RCR|46CGEN|5AART|6BPWR|8LIT|9MLV|aDMG
207	23466 13322	   	178.50	ACR|4VULN|1AART|1DMG	1269VULN|3RCR|46MLV|5AART|6BPWR|7DMG|8aBEXP
208	23413 15523	   	178.48	ACR|3VULN|3DMG|1DUR	128VULN|3RCR|4CGEN|58aDMG|678BEXP|8BPWR|9DUR
209	23413 13536	   	178.48	ACR|3VULN|3DMG|1ASPD	128VULN|3RCR|4CGEN|578DMG|68BEXP|8BPWR|9BELT|aASPD
210	23416 13211	   	178.40	ACR|5VULN|1AART|1DUR	12679VULN|3RCR|469CGEN|5AART|69BPWR|89LIT|aDUR
211	23262 41313	 * 	178.40	DCR|5VULN|1AART|2ASPD	1257aVULN|35aDUST|4RCVC|5aBPWR|6aASPD|8AART|9RCR
212	23532 51313	   	178.40	DCR|5VULN|1AART|2ASPD	1267aVULN|3aASPD|4RCVC|5aDUST|8AART|9RCR|aBPWR
213	23436 53322	   	178.40	ACR|4VULN|1AART|1DMG	1269VULN|3RCR|4RMIN|5AART|7DMG|8aBEXP
214	21513 23241	   	178.34	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1ASPD	17VULN|27DMG|3CDMG|4MLV|57LHND|6RCR|7BPWR|8ASPD|9DUR|aZMB
215	23416 53211	   	178.30	ACR|5VULN|1AART|1DUR	12679VULN|3RCR|49CGEN|5AART|89LIT|9BPWR|aDUR
216	23426 13253	   	178.30	ACR|4VULN|1AART|1DMG	1267VULN|3RCR|46ERES|5AART|6BPWR|8LIT|9MLV|aDMG
217	23436 51424	   	178.30	ACR|4VULN|1AART|1DMG	1269VULN|3RCR|4RMIN|5AART|7MBVNT|8DMSP|aDMG
218	23416 14121	   	178.28	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	126VULN|3RCR|46CGEN|5AART|6BPWR|7BEXP|8DUR|9ASPD|aDMG
219	23463 12361	   	178.28	ACR|3VULN|3DMG|1DUR	129VULN|3RCR|4MLV|59aDMG|6BEXP|7DUR|89DUST|9BPWR
220	21113 31316	   	178.25	DCR|3DMG|2VULN|1AART	17VULN|25aDMG|36RCVC|4BEXP|8AART|9RCR
221	23416 13261	   	178.20	ACR|5VULN|1AART|1DUR	12679VULN|3RCR|46CGEN|5AART|6BPWR|8LIT|aDUR
222	23436 52211	   	178.20	ACR|5VULN|1AART|1DUR	12679VULN|3RCR|4RMIN|5AART|89LIT|9BPWR|aDUR
223	23416 11121	   	178.18	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	126VULN|3RCR|46CGEN|5AART|6BPWR|7MBVNT|8DUR|9ASPD|aDMG
224	23416 35123	   	178.18	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	129VULN|3RCR|48CGEN|5AART|6DUR|7ASPD|aDMG
225	23466 11121	   	178.18	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	126VULN|3RCR|46MLV|5AART|6BPWR|7MBVNT|8DUR|9ASPD|aDMG
226	21513 23345	   	178.17	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|27DMG|3CDMG|4MLV|57LHND|6RCR|7BPWR|8ERES|9RCVC|aAART
227	23416 21427	   	178.15	ACR|3VULN|2AART|1DMG	129VULN|3RCR|4CGEN|58AART|6RCVC|7MBVNT|aDMG
228	23426 13213	   	178.10	ACR|5VULN|1AART|1ASPD	12679VULN|3RCR|469ERES|5AART|69BPWR|89LIT|aASPD
229	23426 53211	   	178.10	ACR|5VULN|1AART|1DUR	12679VULN|3RCR|49ERES|5AART|89LIT|9BPWR|aDUR
230	23466 12323	   	178.10	ACR|5VULN|1AART|1DUR	12679VULN|3RCR|46MLV|5AART|6BPWR|8TLV|aDUR
231	23416 51121	   	178.08	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	126VULN|3RCR|4CGEN|5AART|7MBVNT|8DUR|9ASPD|aDMG
232	23426 14121	   	178.08	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	126VULN|3RCR|46ERES|5AART|6BPWR|7BEXP|8DUR|9ASPD|aDMG
233	23436 51121	   	178.08	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	126VULN|3RCR|4RMIN|5AART|7MBVNT|8DUR|9ASPD|aDMG
234	23416 36221	   	178.08	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	128VULN|3RCR|4CGEN|5AART|6DUR|7DUST|9ASPD|aDMG
235	23426 21427	   	178.05	ACR|3VULN|2AART|1DMG	129VULN|3RCR|4ERES|58AART|6RCVC|7MBVNT|aDMG
236	23426 13261	   	178.00	ACR|5VULN|1AART|1DUR	12679VULN|3RCR|46ERES|5AART|6BPWR|8LIT|aDUR
237	23436 52323	   	178.00	ACR|5VULN|1AART|1DUR	12679VULN|3RCR|4RMIN|5AART|8TLV|aDUR
238	23426 36221	   	177.98	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	128VULN|3RCR|4ERES|5AART|6DUR|7DUST|9ASPD|aDMG
239	23426 11121	   	177.98	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	126VULN|3RCR|46ERES|5AART|6BPWR|7MBVNT|8DUR|9ASPD|aDMG
240	23426 35321	   	177.98	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	129VULN|3RCR|4ERES|5AART|6DUR|7ASPD|8MBVNT|aDMG
241	23426 51121	   	177.98	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	126VULN|3RCR|4ERES|5AART|7MBVNT|8DUR|9ASPD|aDMG
242	23436 16221	   	177.95	ACR|3VULN|1AART|1DMG|1CDMG	128VULN|3RCR|4RMIN|5AART|6LSRICY|7CDMG|9BEXP|aDMG
243	23436 26221	   	177.95	ACR|3VULN|1AART|1DMG|1CDMG	128VULN|3RCR|4RMIN|5AART|6MGNLIT|7CDMG|9BEXP|aDMG
244	23433 23411	   	177.87	ACR|2VULN|2DMG|1AART|2DUR	12VULN|3RCR|47RMIN|58DMG|6AART|9aDUR
245	23413 23161	   	177.87	ACR|2VULN|2DMG|1AART|2DUR	12VULN|3RCR|4CGEN|5aDMG|6AART|7RMIN|89DUR
246	23463 23161	   	177.87	ACR|2VULN|2DMG|1AART|2DUR	12VULN|3RCR|4MLV|5aDMG|6AART|7RMIN|89DUR
247	23413 26611	   	177.84	ACR|3VULN|1AART|1DMG|2DUR	127VULN|3RCR|4CGEN|5DMG|6AART|8RCVC|9aDUR
248	23413 22353	   	177.80	ACR|4VULN|1AART|1DMG	129aVULN|3RCR|4CGEN|5DMG|6AART|7RPLT|8LWND
249	23413 22553	   	177.80	ACR|4VULN|1AART|1DMG	129aVULN|3RCR|4CGEN|5DMG|6AART|7RPLT|8FEWX
250	23413 26153	   	177.80	ACR|4VULN|1AART|1DMG	127aVULN|3RCR|4CGEN|5DMG|6AART|8LHND|9RPLT
251	23413 26322	   	177.80	ACR|4VULN|1AART|1DMG	1279VULN|3RCR|4CGEN|5DMG|6AART|8aBEXP
252	23413 26324	   	177.80	ACR|4VULN|1AART|1DMG	1279VULN|3RCR|4aCGEN|5DMG|6AART|8BEXP
253	23413 26325	   	177.80	ACR|4VULN|1AART|1DMG	1279VULN|3RCR|4CGEN|5DMG|6AART|8BEXP|aLHND
254	23413 26353	   	177.80	ACR|4VULN|1AART|1DMG	127aVULN|3RCR|4CGEN|5DMG|6AART|8BEXP|9RPLT
255	23433 22353	   	177.80	ACR|4VULN|1AART|1DMG	129aVULN|3RCR|4RMIN|5DMG|6AART|7RPLT|8LWND
256	23463 22353	   	177.80	ACR|4VULN|1AART|1DMG	129aVULN|3RCR|4MLV|5DMG|6AART|7RPLT|8LWND
