0	Index      	 *	Score 	Summary	Detail	
1	21653 31632	 * 	193.79	ACR|4VULN|2AART|1DMG|1ASPD	1LHND|26AART|348aVULN|5RCR|7ASPD|9DMG
174	21632 58234	   	170.12	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2AART|389VULN|4DMG|5MBVNT|6FEWX|7RCR|aDUR
175	21632 88231	   	170.12	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2AART|389VULN|4DMG|5MBVNT|6DUR|7RCR|aMLV
176	21632 88233	   	170.12	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2AART|389VULN|4DMG|5MBVNT|6DUR|7RCR|aLWND
177	21632 88242	   	170.12	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2AART|38aVULN|4DMG|5MBVNT|6DUR|7RCR|9FEWX
178	42223 22534	   	169.23	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ASPD|2LIT|3DUR|4RCR|5DUST|6ZMB|7VULN|8AART|9aDMG
179	21653 23141	   	169.23	ACR|2AART|2VULN|1DMG|2DUR	1LHND|28AART|34VULN|5RCR|69DUR|7ERES|aDMG
180	31513 51263	 * 	169.14	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB|1MSE	1MSE|2AART|3RCR|4FEWX|57VULN|6ZMB|8aDMG|9CDMG
181	21653 41131	   	169.11	ACR|4VULN|1AART|1ASPD|1DUR	1LHND|2AART|346aVULN|5RCR|7ASPD|8DLOT|9DUR
182	51563 13231	 * 	169.07	ACR|3DMG|1AART|2DUR|1ZMB	1DUST|2AART|3RCR|48aDMG|5ZMB|69DUR|7ERES
183	22111 22461	   	169.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LHND|28DMG|3ZMB|4DUR|5VULN|6CDMG|7AART|9BEXP|aRCR
184	22142 22461	   	169.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LHND|28DMG|3ZMB|4VULN|5DUR|6CDMG|7AART|9BEXP|aRCR
185	62111 21111	   	169.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3ZMB|4DUR|59VULN|6CDMG|7AART|8LHND|aRCR
186	62111 21451	   	169.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1BEXP|28DMG|3ZMB|4DUR|5VULN|6CDMG|7AART|9LHND|aRCR
187	62142 21111	   	169.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3ZMB|49VULN|5DUR|6CDMG|7AART|8LHND|aRCR
188	41343 51133	   	168.94	ACR|2VULN|2DMG|3ASPD|1CDMG	127ASPD|3LWND|47DMG|5RCR|67FEWX|7BPWR|89VULN|aCDMG
189	22111 22611	   	168.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4DUR|59VULN|6CDMG|7AART|8DUST|aRCR
190	22142 22611	   	168.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|49VULN|5DUR|6CDMG|7AART|8DUST|aRCR
191	62111 21611	   	168.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3ZMB|4DUR|59VULN|6CDMG|7AART|8DUST|aRCR
192	62142 21611	   	168.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DMG|3ZMB|49VULN|5DUR|6CDMG|7AART|8DUST|aRCR
193	41343 21533	 * 	168.73	ACR|3DMG|1AART|3ASPD|2DUR	127ASPD|3LWND|479DMG|5RCR|67DUR|7BPWR|8RCVC|aAART
194	22512 33121	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2aDMG|3ERES|4DUR|5AART|6RCR|7VULN|8BELT|9CDMG
195	22512 33144	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DMG|3ERES|4DUR|5AART|6RCR|79VULN|8BELT|aCDMG
196	22512 33663	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DMG|3ERES|4DUR|5AART|6RCR|78VULN|9CGEN|aCDMG
197	22512 33623	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DMG|3ERES|4DUR|5AART|6RCR|78VULN|9TLV|aCDMG
198	21651 31431	   	168.41	DCR|2AART|2VULN|1DMG|1ASPD	15LHND|29AART|34VULN|6RCR|7ASPD|8FEWX|aDMG
199	21651 31531	   	168.41	DCR|2AART|2VULN|1DMG|1ASPD	15LHND|29AART|34VULN|6RCR|7ASPD|8BEXP|aDMG
200	21636 34233	   	168.34	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2aAART|3VULN|4DMG|5ERES|6RCR|7ZMB|8CDMG|9DUST
201	21444 31231	   	168.31	DCR|2AART|2VULN|1DMG|1ASPD	13LHND|29AART|45VULN|6RCR|7ASPD|8DUST|aDMG
202	21636 33341	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	18LHND|29AART|37VULN|4DMG|5ERES|6RCR|aDUR
203	21651 31231	   	168.31	DCR|2AART|2VULN|1DMG|1ASPD	15LHND|29AART|34VULN|6RCR|7ASPD|8DUST|aDMG
204	51513 53222	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2AART|3RCR|4FEWX|5aVULN|6ZMB|7LWND|8ASPD|9DMG
205	61523 53222	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2AART|3RCR|4DUST|5aVULN|6ZMB|7LWND|8ASPD|9DMG
206	51513 51212	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2AART|3RCR|4FEWX|57VULN|6ZMB|8DMG|9DUR|aRCVC
207	51513 51213	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2AART|3RCR|4FEWX|57VULN|6ZMB|8DMG|9DUR|aLWND
208	61523 51212	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2AART|3RCR|4DUST|57VULN|6ZMB|8DMG|9DUR|aRCVC
209	61523 51213	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2AART|3RCR|4DUST|57VULN|6ZMB|8DMG|9DUR|aLWND
210	21443 11632	   	168.24	ACR|3VULN|1AART|1DMG|1ASPD	13LHND|2AART|48aVULN|5RCR|6RCVC|7ASPD|9DMG
211	21653 11633	   	168.24	ACR|3VULN|1AART|1DMG|1ASPD	1LHND|2AART|348VULN|5RCR|6RCVC|7ASPD|9DMG|aLWND
212	61536 21111	   	168.23	ACR|2VULN|2DMG|1AART	19BEXP|2AART|3RCR|49DMG|58LWND|6FEWX|79VULN|9BPWR|aMLV
213	61536 21113	   	168.23	ACR|2VULN|2DMG|1AART	19BEXP|2AART|3RCR|49DMG|58aLWND|6FEWX|79VULN|9BPWR
214	61536 21313	   	168.23	ACR|2VULN|2DMG|1AART	189BEXP|2AART|3RCR|49DMG|5LWND|6FEWX|79VULN|9BPWR|aLIT
215	61536 31111	   	168.23	ACR|2VULN|2DMG|1AART	19BEXP|2AART|3RCR|49DMG|58LWND|6LHND|79VULN|9BPWR|aMLV
216	61536 31113	   	168.23	ACR|2VULN|2DMG|1AART	19BEXP|2AART|3RCR|49DMG|58aLWND|6LHND|79VULN|9BPWR
217	61536 31313	   	168.23	ACR|2VULN|2DMG|1AART	189BEXP|2AART|3RCR|49DMG|5LWND|6LHND|79VULN|9BPWR|aLIT
218	61433 13263	   	168.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2AART|3LHND|4DMG|5BELT|68VULN|7RCR|9CDMG|aDUR
219	21635 34131	   	168.21	DCR|3VULN|1AART|1DMG|2DUR	1LHND|2AART|357VULN|4DMG|69DUR|8DLOT|aRCR
220	21653 11141	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1LHND|2AART|34aVULN|5RCR|6RCVC|7ASPD|8DLOT|9DMG
221	21653 11621	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1LHND|2AART|348VULN|5RCR|6RCVC|7ASPD|9DUST|aDMG
222	21653 23631	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	1LHND|2AART|348VULN|5RCR|6DUR|7ERES|9RCVC|aDMG
223	61535 31111	   	168.13	ACR|2VULN|2DMG|1AART	19BEXP|2AART|3RCR|49DMG|5DUST|68LWND|79VULN|9BPWR|aMLV
224	61535 31113	   	168.13	ACR|2VULN|2DMG|1AART	19BEXP|2AART|3RCR|49DMG|5DUST|68aLWND|79VULN|9BPWR
225	61536 21112	   	168.13	ACR|2VULN|2DMG|1AART	19BEXP|2AART|3RCR|49DMG|58LWND|6FEWX|79VULN|9BPWR|aDUST
226	61536 21312	   	168.13	ACR|2VULN|2DMG|1AART	189BEXP|2AART|3RCR|49DMG|5LWND|6FEWX|79VULN|9BPWR|aAIRHEA
227	61536 31112	   	168.13	ACR|2VULN|2DMG|1AART	19BEXP|2AART|3RCR|49DMG|58LWND|6LHND|79VULN|9BPWR|aDUST
228	61536 31312	   	168.13	ACR|2VULN|2DMG|1AART	189BEXP|2AART|3RCR|49DMG|5LWND|6LHND|79VULN|9BPWR|aAIRHEA
229	21632 31441	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16LHND|2AART|39VULN|4DMG|5MBVNT|7RCR|8CDMG|aDUR
230	21632 31471	   	168.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	16LHND|2AART|3VULN|49DMG|5MBVNT|7RCR|8CDMG|aDUR
231	21632 71464	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2AART|36VULN|4DMG|5MBVNT|7RCR|8CDMG|9MLV|aASPD
232	21612 26161	 * 	168.11	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1LHND|2AART|38VULN|4BEXP|5FLTHEA|6DUR|7RCR|9DMG|aMBVNT
233	21612 26163	   	168.11	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1LHND|2AART|38VULN|4BEXP|5FLTHEA|6DUR|7RCR|9DMG|aBASICY
234	21653 12431	   	168.10	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|29AART|34VULN|5RCR|6RCVC|7ZMB|8FEWX|aDMG
235	21653 12531	   	168.10	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|29AART|34VULN|5RCR|6RCVC|7ZMB|8BEXP|aDMG
236	21651 32432	   	168.07	DCR|3VULN|2AART|1ZMB	15LHND|29AART|34aVULN|6RCR|7ZMB|8FEWX
237	21651 32532	   	168.07	DCR|3VULN|2AART|1ZMB	15LHND|29AART|34aVULN|6RCR|7ZMB|8BEXP
238	21653 23621	   	168.04	ACR|3VULN|1AART|1DMG|1DUR	1LHND|2AART|348VULN|5RCR|6DUR|79ERES|aDMG
239	51561 31111	   	168.03	ACR|2VULN|2DMG|1AART	19DUST|2AART|3RCR|49DMG|5BEXP|68LWND|79VULN|9BPWR|aMLV
240	51561 31113	   	168.03	ACR|2VULN|2DMG|1AART	19DUST|2AART|3RCR|49DMG|5BEXP|68aLWND|79VULN|9BPWR
241	61551 21311	   	168.03	ACR|2VULN|2DMG|1AART	1BEXP|2AART|3RCR|49VULN|5RPLT|6MLV|78DMG|aRMIN
242	61551 21312	   	168.03	ACR|2VULN|2DMG|1AART	1BEXP|2AART|3RCR|49VULN|5RPLT|6MLV|78DMG|aFEWX
243	61551 21313	   	168.03	ACR|2VULN|2DMG|1AART	1BEXP|2AART|3RCR|49VULN|5RPLT|6MLV|78DMG|aLWND
244	21443 42231	   	168.00	ACR|2AART|2VULN|1DMG|1ZMB	13LHND|29AART|46VULN|5RCR|7ZMB|8DUST|aDMG
245	21653 12231	   	168.00	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|29AART|34VULN|5RCR|6RCVC|7ZMB|8DUST|aDMG
246	21653 32142	   	168.00	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|26AART|34VULN|5RCR|7ZMB|8DLOT|9DMG|aFEWX
247	21653 32143	   	168.00	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|26AART|34VULN|5RCR|7ZMB|8DLOT|9DMG|aBELT
248	21443 32141	   	168.00	ACR|2AART|2VULN|1DMG|1ZMB	13LHND|26AART|4aVULN|5RCR|7ZMB|8DLOT|9DMG
249	21444 32232	   	167.97	DCR|3VULN|2AART|1ZMB	13LHND|29AART|45aVULN|6RCR|7ZMB|8DUST
250	21651 32232	   	167.97	DCR|3VULN|2AART|1ZMB	15LHND|29AART|34aVULN|6RCR|7ZMB|8DUST
251	21654 32233	   	167.87	DCR|3VULN|2AART|1ZMB	1LHND|29AART|345VULN|6RCR|7ZMB|8DUST|aLEGI
252	51551 21311	   	167.83	ACR|2VULN|2DMG|1AART	1DUST|2AART|3RCR|49VULN|5RPLT|6ERES|78DMG|aRMIN
253	51551 21312	   	167.83	ACR|2VULN|2DMG|1AART	1DUST|2AART|3RCR|49VULN|5RPLT|6ERES|78DMG|aFEWX
254	51551 21313	   	167.83	ACR|2VULN|2DMG|1AART	1DUST|2AART|3RCR|49VULN|5RPLT|6ERES|78DMG|aLWND
255	61523 52214	 * 	167.83	ACR|3VULN|1AART|2ZMB|1DUR	19BEXP|2AART|3RCR|4DUST|589VULN|69ZMB|7MBVNT|9BPWR|aDUR
256	21636 33634	   	167.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2AART|37VULN|4DMG|5ERES|6RCR|8MBVNT|9ZMB|aDUR
257	51513 52214	   	167.73	ACR|3VULN|1AART|2ZMB|1DUR	19DUST|2AART|3RCR|4FEWX|589VULN|69ZMB|7MBVNT|9BPWR|aDUR
258	22111 36624	   	167.71	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1LHND|29DMG|3ZMB|4DUR|5VULN|6RCVC|7RCR|8ASPD|aAART
259	21636 33152	   	167.51	DCR|2VULN|2DMG|1AART	1LHND|2AART|37VULN|4aDMG|5ERES|6RCR|8CGEN|9LWND
260	21636 33331	   	167.51	DCR|2VULN|2DMG|1AART	18LHND|2AART|37VULN|4aDMG|5ERES|6RCR|9MLV
261	51552 23223	   	167.51	ACR|2AART|2VULN|1FLTHEA|2DUR	1DUST|27AART|3RCR|4aVULN|5FLTHEA|68DUR|9ERES
262	51552 23231	   	167.51	ACR|2AART|2VULN|1FLTHEA|2DUR	1DUST|27AART|3RCR|49VULN|5FLTHEA|68DUR|aTLV
263	21632 71428	 * 	167.49	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|2AART|36VULN|4DMG|5MBVNT|7RCR|8aCDMG|9RPLT
264	21634 13321	   	167.45	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2AART|35VULN|45DMG|5BPWR|6BELT|7BEXP|8DUR|9RCR|aMLV
265	21634 13323	   	167.45	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2AART|35VULN|45DMG|5BPWR|6BELT|7BEXP|8DUR|9RCR|aRCVC
266	21634 13324	   	167.45	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2AART|35VULN|45DMG|5BPWR|6BELT|7BEXP|8DUR|9RCR|aLIT
267	21634 13326	   	167.45	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2AART|35VULN|45DMG|5BPWR|6BELT|7BEXP|8DUR|9RCR|aFEWX
268	11525 31124	 * 	167.43	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1ERES|2ASPD|3FEWX|4FLTHEA|5RCR|6CDMG|78aVULN|9DMG
269	41145 11131	   	167.43	ACR|2VULN|2DMG|3ASPD|2DUR	127ASPD|3DUST|47DMG|5RCR|67DUR|7BPWR|89VULN|aLSRICY
270	41145 11132	   	167.43	ACR|2VULN|2DMG|3ASPD|2DUR	127ASPD|3DUST|47DMG|5RCR|67DUR|7BPWR|89VULN|aLIT
271	21636 31622	   	167.41	DCR|2VULN|2DMG|1AART	1LHND|2AART|38VULN|4aDMG|5ERES|6RCR|7LWND|9TLV
272	21636 33112	   	167.41	DCR|2VULN|2DMG|1AART	1LHND|2AART|37VULN|4aDMG|5ERES|6RCR|8CGEN|9DUST
273	21636 33121	   	167.41	DCR|2VULN|2DMG|1AART	1LHND|2AART|37VULN|4aDMG|59ERES|6RCR|8CGEN
274	21636 33262	   	167.41	DCR|2VULN|2DMG|1AART	1LHND|2AART|37VULN|4aDMG|5ERES|6RCR|8DUST|9CGEN
275	21636 33522	   	167.41	DCR|2VULN|2DMG|1AART	1LHND|2AART|37VULN|4aDMG|5ERES|6RCR|8FEWX|9TLV
276	21636 33642	   	167.41	DCR|2VULN|2DMG|1AART	1LHND|2AART|37VULN|4aDMG|5ERES|6RCR|8MBVNT|9CGEN
277	21634 16212	   	167.35	DCR|2VULN|2DMG|1AART|1ASPD	1LHND|2AART|35VULN|45DMG|5BPWR|6BELT|7DUST|8MLV|9RCR|aASPD
278	21634 13325	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2AART|35VULN|45DMG|5BPWR|6BELT|7BEXP|8DUR|9RCR|aTLV
279	41343 21253	   	167.33	ACR|2DMG|1AART|3ASPD|1CDMG|2DUR	127ASPD|3LWND|47DMG|5RCR|67DUR|7BPWR|8LHND|9AART|aCDMG
280	43512 24123	 * 	167.32	DCR|2DMG|1AART|3DUR|2ZMB|2ASPD	19ASPD|246DUR|3ERES|59DMG|7RCR|89ZMB|9BPWR|aAART
281	21636 32622	   	167.31	DCR|2VULN|2DMG|1AART	1LHND|2AART|38VULN|4aDMG|5ERES|6RCR|7DUST|9TLV
282	21636 33222	   	167.31	DCR|2VULN|2DMG|1AART	1LHND|2AART|37VULN|4aDMG|5ERES|6RCR|8DUST|9TLV
283	21636 33622	   	167.31	DCR|2VULN|2DMG|1AART	1LHND|2AART|37VULN|4aDMG|5ERES|6RCR|8MBVNT|9TLV
284	42223 32635	   	167.26	ACR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2aLIT|3DUR|4RCR|5DUST|6aDMG|7LWND|89aVULN|aBPWR
285	21634 16112	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	1LHND|2AART|35VULN|45DMG|5BPWR|6BELT|7DUST|8ERES|9RCR|aASPD
286	51563 32211	 * 	166.96	ACR|3ZMB|1AART|1DMG|1CDMG|2DUR	169DUST|2AART|3RCR|4DMG|579ZMB|89DUR|9BPWR|aCDMG
287	41512 23163	   	166.88	DCR|3DMG|1AART|3ASPD|1ZMB	127ASPD|357DMG|47ERES|6AART|7BPWR|8LWND|9RCR|aZMB
288	21654 33211	   	166.66	DCR|4VULN|1AART|1DUR	1LHND|2AART|3459VULN|6RCR|7LIT|8CGEN|aDUR
289	61552 21321	   	166.62	ACR|3VULN|1AART|1FLTHEA|1DUR	1BEXP|2AART|3RCR|47aVULN|5FLTHEA|6DUR|8LIT|9LHND
290	61552 23131	   	166.62	ACR|3VULN|1AART|1FLTHEA|1DUR	1BEXP|2AART|3RCR|489VULN|5FLTHEA|6DUR|7LWND|aFEWX
291	61552 23132	   	166.62	ACR|3VULN|1AART|1FLTHEA|1DUR	1BEXP|2AART|3RCR|489VULN|5FLTHEA|6DUR|7aLWND
292	62111 23425	   	166.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17BEXP|2aDMG|3ZMB|4DUR|5aVULN|6CDMG|8RCR|9aLHND|aBPWR
293	62111 23435	   	166.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17BEXP|2aDMG|3ZMB|4DUR|5aVULN|6CDMG|8RCR|9aLWND|aBPWR
294	21651 31622	   	166.56	DCR|4VULN|1AART|1ASPD	15LHND|2AART|348aVULN|6RCR|7ASPD|9DUST
295	21654 31111	   	166.56	DCR|4VULN|1AART|1ASPD	1LHND|2AART|345aVULN|6RCR|7ASPD|8DLOT|9RMIN
296	51552 21321	   	166.52	ACR|3VULN|1AART|1FLTHEA|1DUR	1DUST|2AART|3RCR|47aVULN|5FLTHEA|6DUR|8LIT|9LHND
297	61552 23133	   	166.52	ACR|3VULN|1AART|1FLTHEA|1DUR	1BEXP|2AART|3RCR|489VULN|5FLTHEA|6DUR|7LWND|aTLV
298	22512 33616	   	166.51	DCR|2AART|2VULN|1DMG|1DUR	1LHND|2DMG|3ERES|4DUR|5aAART|6RCR|78VULN|9RCVC
299	21653 31131	   	166.46	ACR|3VULN|2AART|1ASPD|1DUR	1LHND|26AART|34aVULN|5RCR|7ASPD|8DLOT|9DUR
300	16162 24443	 * 	166.30	DCR|2VULN|2DMG|1FLTHEA|1ZMB|1DUR	19ERES|2LIT|39DMG|4FLTHEA|5ZMB|6MBVNT|79VULN|8RCR|9BPWR|aDUR
301	51552 22233	   	166.29	ACR|2VULN|1AART|2FLTHEA|3DUR	17aDUST|2AART|3RCR|49VULN|5aFLTHEA|68aDUR|aBPWR
302	21653 12622	   	166.24	ACR|4VULN|1AART|1ZMB	1LHND|2AART|348aVULN|5RCR|6RCVC|7ZMB|9ERES
303	21653 42111	   	166.24	ACR|4VULN|1AART|1ZMB	1LHND|2AART|346aVULN|5RCR|7ZMB|8DLOT|9RMIN
304	21653 21121	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|34VULN|5RCR|6DUR|7LWND|8BELT|9CDMG|aDMG
305	21653 21432	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|34VULN|5RCR|6DUR|7LWND|8LIT|9DMG|aCDMG
306	21653 31611	   	166.23	ACR|3VULN|2AART|2ASPD	1aLHND|26AART|348VULN|5RCR|79ASPD
307	23112 33434	   	166.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|2CGEN|3ZMB|4DUR|5AART|6RCR|7VULN|8LIT|9aDMG
308	21653 22121	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|34VULN|5RCR|6DUR|7DUST|8BELT|9CDMG|aDMG
309	21653 23216	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|34VULN|5RCR|6DUR|7ERES|8CDMG|9LIT|aDMG
310	21653 23261	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|34VULN|5RCR|6DUR|7ERES|8CDMG|9DMG|aRMIN
311	21653 23262	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|34VULN|5RCR|6DUR|7ERES|8CDMG|9DMG|aFEWX
312	21653 23263	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|34VULN|5RCR|6DUR|7ERES|8CDMG|9DMG|aLWND
313	21653 31613	   	166.13	ACR|3VULN|2AART|2ASPD	1LHND|26AART|348VULN|5RCR|79ASPD|aERES
314	21653 12611	   	166.12	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1LHND|2AART|348VULN|5RCR|6RCVC|7ZMB|9ASPD|aDUR
315	61551 21211	   	166.10	ACR|3VULN|1AART|1DMG	1BEXP|2AART|3RCR|489VULN|5RPLT|6MLV|7DMG|aRMIN
316	61551 21212	   	166.10	ACR|3VULN|1AART|1DMG	1BEXP|2AART|3RCR|489VULN|5RPLT|6MLV|7DMG|aFEWX
317	61551 21213	   	166.10	ACR|3VULN|1AART|1DMG	1BEXP|2AART|3RCR|489VULN|5RPLT|6MLV|7DMG|aLWND
318	22512 33146	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DMG|3ERES|4DUR|5AART|6RCR|79VULN|8BELT|aZMB
319	22512 34612	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DMG|3ERES|4DUR|5AART|6RCR|7ZMB|8aVULN|9LWND
320	22512 34622	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DMG|3ERES|4DUR|5AART|6RCR|7ZMB|8aVULN|9FEWX
321	23112 33622	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2CGEN|3ZMB|4DUR|5AART|6RCR|78VULN|9TLV|aDMG
322	26112 35622	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2MLV|3ZMB|4DUR|5AART|6RCR|78VULN|9TLV|aDMG
323	14412 32631	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|23CGEN|48VULN|5AART|6RCR|7ZMB|9DMG|aDUR
324	21653 41133	   	166.02	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1LHND|2AART|346VULN|5RCR|7ASPD|8DLOT|9DUR|aZMB
325	51563 21312	 * 	166.00	ACR|2AART|1VULN|1DMG|2ZMB|1ASPD	1DUST|28AART|3RCR|4DMG|57ZMB|6CGEN|9ASPD|aVULN
326	51561 21231	   	166.00	ACR|3VULN|1AART|1DMG	1DUST|2AART|3RCR|4DMG|5BEXP|6FEWX|789VULN|aMLV
327	51561 21233	   	166.00	ACR|3VULN|1AART|1DMG	1DUST|2AART|3RCR|4DMG|5BEXP|6FEWX|789VULN|aLWND
328	51562 21211	   	166.00	ACR|3VULN|1AART|1DMG	19DUST|2AART|3RCR|4DMG|5MBVNT|69FEWX|789VULN|9BPWR|aMLV
329	51562 21213	   	166.00	ACR|3VULN|1AART|1DMG	19DUST|2AART|3RCR|4DMG|5MBVNT|69FEWX|789VULN|9BPWR|aLWND
330	51562 31111	   	166.00	ACR|3VULN|1AART|1DMG	19DUST|2AART|3RCR|4DMG|5MBVNT|689LWND|79aVULN|9BPWR
331	51562 41211	   	166.00	ACR|3VULN|1AART|1DMG	19DUST|2AART|3RCR|4DMG|5MBVNT|69BEXP|789VULN|9BPWR|aMLV
332	51562 41213	   	166.00	ACR|3VULN|1AART|1DMG	19DUST|2AART|3RCR|4DMG|5MBVNT|69BEXP|789VULN|9BPWR|aLWND
333	61535 21231	   	166.00	ACR|3VULN|1AART|1DMG	1BEXP|2AART|3RCR|4DMG|5DUST|6FEWX|789VULN|aMLV
334	61535 21233	   	166.00	ACR|3VULN|1AART|1DMG	1BEXP|2AART|3RCR|4DMG|5DUST|6FEWX|789VULN|aLWND
335	14212 32631	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	13ERES|2CGEN|48VULN|5AART|6RCR|7ZMB|9DMG|aDUR
336	14212 32634	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	13ERES|2CGEN|48VULN|5AART|6RCR|7ZMB|9DMG|aASPD
337	22512 34632	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DMG|3ERES|4DUR|5AART|6RCR|7ZMB|8aVULN|9DUST
338	51551 21211	   	165.90	ACR|3VULN|1AART|1DMG	1DUST|2AART|3RCR|489VULN|5RPLT|6ERES|7DMG|aRMIN
339	51551 21212	   	165.90	ACR|3VULN|1AART|1DMG	1DUST|2AART|3RCR|489VULN|5RPLT|6ERES|7DMG|aFEWX
340	51551 21213	   	165.90	ACR|3VULN|1AART|1DMG	1DUST|2AART|3RCR|489VULN|5RPLT|6ERES|7DMG|aLWND
341	51562 21231	   	165.90	ACR|3VULN|1AART|1DMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6FEWX|789VULN|aMLV
342	51562 21233	   	165.90	ACR|3VULN|1AART|1DMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6FEWX|789VULN|aLWND
343	51562 41231	   	165.90	ACR|3VULN|1AART|1DMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6BEXP|789VULN|aMLV
344	51562 41233	   	165.90	ACR|3VULN|1AART|1DMG	1DUST|2AART|3RCR|4DMG|5MBVNT|6BEXP|789VULN|aLWND
