0	Index      	 *	Score 	Summary	Detail	
1	21222 62436	 * 	180.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|78VULN|9ASPD|aDMG
162	11362 23145	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|4AART|5CGEN|6DMG|7RCR|89VULN|aBEXP
163	11362 23543	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2RPLT|3LSRREG|4AART|5CGEN|6aDMG|7RCR|8LWND|9VULN
164	11364 23133	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2RPLT|3LSRREG|4AART|5RMIN|6aDMG|7RCR|8VULN|9FEWX
165	11364 23141	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|4AART|5RMIN|6DMG|7RCR|89VULN|aLIT
166	13433 31212	   	159.94	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1CDMG|2LHND|35VULN|4LIT|6DUR|7ASPD|8aDMG|9RCR
167	11362 23143	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|4AART|5CGEN|6DMG|7RCR|89VULN|aMBVNT
168	11362 23144	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|4AART|5CGEN|6DMG|7RCR|89VULN|aERES
169	11362 23146	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|4AART|5CGEN|6DMG|7RCR|89VULN|aTLV
170	11364 23143	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|4AART|5RMIN|6DMG|7RCR|89VULN|aMBVNT
171	13123 32111	   	159.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2LHND|3RMIN|4ASPD|5LIT|6aDMG|7VULN|8AART|9RCR
172	13323 32111	   	159.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2LHND|3CGEN|4ASPD|5LIT|6aDMG|7VULN|8AART|9RCR
173	32523 42532	   	159.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2aDMG|3DUR|4LHND|5FEWX|6VULN|7CDMG|8AART|9RCR
174	32525 22532	   	159.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2aDMG|3DUR|4LHND|5VULN|6BEXP|7CDMG|8AART|9RCR
175	25333 42131	   	159.81	DCR|5VULN|1DMG	1RPLT|23579VULN|4LIT|6DMG|8RCR|aBELT
176	25333 42132	   	159.81	DCR|5VULN|1DMG	1RPLT|23579VULN|4LIT|6DMG|8RCR|aLHND
177	25333 42134	   	159.81	DCR|5VULN|1DMG	1RPLT|23579VULN|4LIT|6DMG|8RCR|aCGEN
178	25333 42135	   	159.81	DCR|5VULN|1DMG	1RPLT|23579VULN|4LIT|6DMG|8RCR|aRMIN
179	25331 42136	   	159.81	DCR|5VULN|1DMG	1RPLT|2379aVULN|45LIT|6DMG|8RCR
180	25335 12136	   	159.81	DCR|5VULN|1DMG	1RPLT|2379aVULN|4LIT|5DMG|6DMSP|8RCR
181	11224 12336	   	159.80	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	15CDMG|2RPLT|3RMIN|4AART|6LHND|7RCR|8ZMB|9VULN|aDMG
182	11362 23114	   	159.73	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1CDMG|2RPLT|3LSRREG|4AART|5CGEN|6DMG|7RCR|8aVULN|9SELL
183	11364 23114	   	159.73	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1CDMG|2RPLT|3LSRREG|4AART|5RMIN|6DMG|7RCR|8aVULN|9SELL
184	12123 42111	   	159.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2DUST|3RMIN|4ASPD|5LIT|6aDMG|7VULN|8AART|9RCR
185	12323 42111	   	159.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2DUST|3CGEN|4ASPD|5LIT|6aDMG|7VULN|8AART|9RCR
186	21236 62431	   	159.65	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|3CDMG|4LEGI|5AART|6RCR|78VULN|9ASPD|aLWND
187	21236 62433	   	159.65	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|3CDMG|4LEGI|5AART|6RCR|78VULN|9ASPD|aFEWX
188	25333 33521	   	159.61	DCR|3VULN|1AART|1CDMG|1DUR	1RPLT|235VULN|4LIT|6DUR|7RCR|8CDMG|9AART|aRMIN
189	25333 33522	   	159.61	DCR|3VULN|1AART|1CDMG|1DUR	1RPLT|235VULN|4LIT|6DUR|7RCR|8CDMG|9AART|aBEXP
190	25333 33525	   	159.61	DCR|3VULN|1AART|1CDMG|1DUR	1RPLT|235VULN|4LIT|6DUR|7RCR|8CDMG|9AART|aLHND
191	21236 62432	   	159.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|3CDMG|4LEGI|5AART|6RCR|78VULN|9ASPD|aDUST
192	21222 62146	   	159.53	DCR|2VULN|1AART|2CDMG|1ZMB	1RPLT|2ZMB|38CDMG|4AART|59DUST|6RCR|7aVULN
193	32324 35232	   	159.48	DCR|3VULN|1AART|1DMG	1LWND|2DMG|3LSRREG|4DUST|5BELT|69aVULN|7RCR|8AART
194	62314 35232	   	159.48	DCR|3VULN|1AART|1DMG	1DUST|2DMG|3LSRREG|4LWND|5BELT|69aVULN|7RCR|8AART
195	25335 21521	   	159.48	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|23VULN|4LIT|5DMG|6RCR|7CGEN|8CDMG|9AART|aRMIN
196	25335 21522	   	159.48	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|23VULN|4LIT|5DMG|6RCR|7CGEN|8CDMG|9AART|aBEXP
197	25335 22521	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|23VULN|4LIT|5DMG|6RCR|7ERES|8CDMG|9AART|aRMIN
198	25335 22522	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|23VULN|4LIT|5DMG|6RCR|7ERES|8CDMG|9AART|aBEXP
199	25335 24321	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|23VULN|4LIT|5DMG|6RCR|7CDMG|8ERES|9AART|aRMIN
200	25335 24322	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|23VULN|4LIT|5DMG|6RCR|7CDMG|8ERES|9AART|aBEXP
201	11346 11341	   	159.32	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2RPLT|3LSRREG|479VULN|5RCR|6AART|8DUR|aLIT
202	11346 11111	   	159.32	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9RCVC|aDUR
203	11346 11131	   	159.32	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|29RPLT|3LSRREG|478VULN|5RCR|6AART|aDUR
204	13433 41235	   	159.31	DCR|3VULN|2DMG|1CDMG	1CDMG|2LHND|359VULN|4LIT|68DMG|7BEXP|aRCR
205	21335 51351	   	159.26	DCR|3DMG|1AART|1ZMB|1ASPD	1RPLT|2ZMB|35aDMG|4LIT|6RCR|7ASPD|8DUST|9AART
206	62343 33741	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2DMG|3LSRREG|48VULN|5BEXP|6RCR|7MBVNT|9AART|aCDMG
207	12412 26352	   	159.11	DCR|3VULN|2DMG|1CDMG	1CDMG|24DUST|356VULN|79DMG|8FEWX|aRCR
208	11346 11334	   	159.08	ACR|3VULN|1AART|1CDMG|1DUR|1SELL	1CDMG|2RPLT|3LSRREG|47aVULN|5RCR|6AART|8DUR|9SELL
209	21236 62153	   	159.03	DCR|2VULN|1AART|2CDMG|1ZMB	1RPLT|2ZMB|38CDMG|4LEGI|5AART|6RCR|79VULN|aLIT
210	25333 33543	   	159.01	DCR|3VULN|1AART|1CDMG|1DUR	1RPLT|235VULN|4LIT|6DUR|7RCR|8CDMG|9FEWX|aAART
211	25333 33163	   	159.01	DCR|3VULN|1AART|1CDMG|1DUR	1RPLT|235VULN|4LIT|6DUR|7RCR|8FEWX|9CDMG|aAART
212	25333 33663	   	159.01	DCR|3VULN|1AART|1CDMG|1DUR	1RPLT|235VULN|4LIT|6DUR|7RCR|8LHND|9CDMG|aAART
213	21333 26414	   	158.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2ZMB|3DMG|4LIT|57VULN|6BELT|8RCR|9AART|aDUR
214	21236 62151	   	158.93	DCR|2VULN|1AART|2CDMG|1ZMB	1RPLT|2ZMB|38CDMG|4LEGI|5AART|6RCR|79VULN|aDUST
215	25333 33363	   	158.91	DCR|3VULN|1AART|1CDMG|1DUR	1RPLT|235VULN|4LIT|6DUR|7RCR|8DUST|9CDMG|aAART
216	25333 33563	   	158.91	DCR|3VULN|1AART|1CDMG|1DUR	1RPLT|235VULN|4LIT|6DUR|7RCR|8CDMG|9DUST|aAART
217	14462 23222	   	158.90	DCR|3VULN|1AART|1CDMG|2DUR	1CDMG|28DUR|356VULN|4RCVC|7AART|9LIT|aRCR
218	11316 11441	   	158.90	ACR|3VULN|1AART|2CDMG	18CDMG|2RPLT|3LSRREG|48LWND|5RCR|6AART|789VULN|8BPWR|aLIT
219	14235 51213	 * 	158.88	DCR|2DMG|1AART|2CDMG|3DUR	18CDMG|289DUR|3LIT|4DUST|58DMG|6RPLT|7RCR|8BPWR|aAART
220	32531 35513	 * 	158.81	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1LWND|2DMG|34DUR|5DUST|6RCR|79VULN|8CDMG|aZMB
221	11316 14142	   	158.80	ACR|3VULN|1AART|2CDMG	17CDMG|2RPLT|37LSRREG|47LWND|5RCR|6AART|7BPWR|89aVULN
222	11346 11413	   	158.80	ACR|3VULN|1AART|2CDMG	18CDMG|2RPLT|38LSRREG|478VULN|5RCR|6AART|8BPWR|9RCVC|aLHND
223	11346 11421	   	158.80	ACR|3VULN|1AART|2CDMG	18CDMG|2RPLT|38LSRREG|478VULN|5RCR|6AART|8BPWR|9FEWX|aLIT
224	11346 11433	   	158.80	ACR|3VULN|1AART|2CDMG	18CDMG|29RPLT|38LSRREG|478VULN|5RCR|6AART|8BPWR|aLHND
225	11345 13362	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|49VULN|5BEXP|6AART|7RCR|8FEWX|aDMG
226	25335 22163	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|23VULN|4LIT|5DMG|6RCR|7ERES|8FEWX|9CDMG|aAART
227	11316 11242	   	158.70	ACR|3VULN|1AART|2CDMG	18CDMG|2RPLT|3LSRREG|4LWND|5RCR|6AART|79aVULN
228	11346 11123	   	158.70	ACR|3VULN|1AART|2CDMG	1aCDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9FEWX
229	11346 11143	   	158.70	ACR|3VULN|1AART|2CDMG	1aCDMG|2RPLT|3LSRREG|478VULN|5RCR|6AART|9LWND
230	11346 11412	   	158.70	ACR|3VULN|1AART|2CDMG	18CDMG|2RPLT|38LSRREG|478VULN|5RCR|6AART|8BPWR|9RCVC|aERES
231	11346 11432	   	158.70	ACR|3VULN|1AART|2CDMG	18CDMG|29RPLT|38LSRREG|478VULN|5RCR|6AART|8BPWR|aERES
232	25335 22533	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|23VULN|4LIT|5DMG|6RCR|7ERES|8CDMG|9DUST|aAART
233	25335 24333	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|23VULN|4LIT|5DMG|6RCR|7CDMG|8ERES|9DUST|aAART
234	11342 13362	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|49VULN|5DUST|6AART|7RCR|8FEWX|aDMG
235	11316 11434	   	158.65	ACR|3VULN|1AART|2CDMG|1SELL	18CDMG|2RPLT|3LSRREG|48LWND|5RCR|6AART|78aVULN|8BPWR|9SELL
236	11354 23143	   	158.60	DCR|2VULN|1AART|3CDMG|1DUR	14aCDMG|2RPLT|3LSRREG|5AART|6DUR|7RCR|89VULN
237	11342 13414	 * 	158.58	DCR|2VULN|1AART|2CDMG|1FLTHEA	18CDMG|2RPLT|3LSRREG|48VULN|58DUST|6AART|7RCR|8BPWR|9NUKE|aFLTHEA
238	32522 33511	   	158.55	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|8FEWX|9CDMG|aZMB
239	11361 63143	 * 	158.46	DCR|2VULN|1AART|2CDMG|2DUR	1aCDMG|2RPLT|3LSRREG|4AART|56DUR|7RCR|89VULN
240	32522 33111	   	158.45	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|8DUST|9CDMG|aZMB
241	32522 33236	   	158.45	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7AART|8ERES|9ZMB|aCDMG
242	23336 15111	   	158.21	DCR|2VULN|2DMG|1AART	15RPLT|27LWND|37VULN|47LIT|6AART|7BPWR|8aDMG|9RCR
243	62522 33633	 * 	158.20	DCR|2DMG|2AART|2ASPD|1DUR	1DUST|25DMG|3DUR|4LWND|6RCR|79ASPD|8aAART
244	62632 33633	   	158.20	DCR|2DMG|2AART|2ASPD|1DUR	1DUST|25DMG|3LWND|4DUR|6RCR|79ASPD|8aAART
245	12412 23114	   	158.07	DCR|3VULN|1AART|1CDMG|1ZMB	1CDMG|24DUST|356VULN|7LIT|8ZMB|9RCR|aAART
246	11343 11135	   	158.07	DCR|3VULN|1AART|1CDMG|1ZMB	1CDMG|2RPLT|3LSRREG|478VULN|5MBVNT|6AART|9ZMB|aRCR
247	12412 21114	   	158.07	DCR|3VULN|1AART|1CDMG|1ZMB	1CDMG|24DUST|356VULN|7ZMB|8LIT|9RCR|aAART
248	11222 62136	   	158.04	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	18CDMG|2RPLT|3RMIN|4AART|5DUST|6RCR|7VULN|9ASPD|aDMG
249	12412 26116	 * 	158.03	DCR|4VULN|1DMG|1CDMG	1CDMG|24DUST|356aVULN|7DMG|8LIT|9RCR
250	25331 42132	   	157.98	DCR|4VULN|1DMG|1ZMB	1RPLT|2379VULN|45LIT|6DMG|8RCR|aZMB
251	25335 12132	   	157.98	DCR|4VULN|1DMG|1ZMB	1RPLT|2379VULN|4LIT|5DMG|6DMSP|8RCR|aZMB
252	25335 52132	   	157.98	DCR|4VULN|1DMG|1ZMB	1RPLT|2379VULN|46LIT|5DMG|8RCR|aZMB
253	31253 32543	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|3BEXP|4aVULN|5ZMB|6RCR|7CDMG|8AART|9CGEN
254	32522 31611	   	157.95	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7FEWX|8AART|9CDMG|aZMB
255	53223 32533	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1BEXP|2LWND|3FEWX|4aVULN|5ZMB|6RCR|7CDMG|8AART|9ASPD
256	31253 32553	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|3BEXP|4aVULN|5ZMB|6RCR|7CDMG|8AART|9ERES
257	32522 32611	   	157.85	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|25DMG|3DUR|4LHND|6RCR|7DUST|8AART|9CDMG|aZMB
258	62522 31611	   	157.85	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1DUST|25DMG|3DUR|4LWND|6RCR|7FEWX|8AART|9CDMG|aZMB
259	62632 31611	   	157.85	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1DUST|25DMG|3LWND|4DUR|6RCR|7FEWX|8AART|9CDMG|aZMB
260	23415 32533	   	157.70	ACR|3VULN|1AART|1DMG	1RPLT|2LWND|3LHND|47aVULN|5RCR|6DMG|8AART|9RMIN
261	14245 21111	   	157.69	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2DUR|3LIT|4LWND|5aDMG|6ZMB|7ASPD|8AART|9RCR
262	14323 32236	   	157.54	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1CDMG|2DUR|3CGEN|4ASPD|5LIT|68DMG|79VULN|aRCR
263	23413 36163	 * 	157.50	DCR|3VULN|2AART|1DUR	1RPLT|2LWND|36LHND|46aVULN|59AART|6BPWR|7DUR|8RCR
264	11236 62136	   	157.44	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	18CDMG|2RPLT|3RMIN|4LEGI|5AART|6RCR|7VULN|9ASPD|aDMG
265	11221 22353	   	157.40	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1aCDMG|2RPLT|3RMIN|4AART|5BEXP|6ZMB|7DMG|8RCR|9VULN
266	31256 43141	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DUR|3BEXP|4VULN|5AART|6CDMG|7MBVNT|8RCR|9DMG|aZMB
267	32224 62136	   	157.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DMG|3RMIN|4RCVC|5RCR|6AART|7ZMB|8DUR|9VULN|aCDMG
268	11346 11314	 * 	157.22	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1CDMG|2RPLT|3LSRREG|47VULN|5RCR|6AART|8DUR|9NUKE|aFLTHEA
269	25333 35521	   	157.21	DCR|3VULN|1AART|1CDMG|1DUR	1RPLT|235VULN|4LIT|6DUR|7CDMG|8RCR|9AART|aRMIN
270	25333 35522	   	157.21	DCR|3VULN|1AART|1CDMG|1DUR	1RPLT|235VULN|4LIT|6DUR|7CDMG|8RCR|9AART|aBEXP
271	31256 41333	   	157.21	DCR|3VULN|1AART|1CDMG|1DUR	1LWND|2DUR|3BEXP|48aVULN|5AART|6CDMG|7LHND|9RCR
272	25331 34111	   	157.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|23VULN|45LIT|6DUR|7ZMB|8AART|9RCR|aDMG
273	12166 17234	   	157.08	DCR|3VULN|1AART|2CDMG	1aCDMG|2aDUST|37RMIN|4AART|5MBVNT|68aVULN|9RCR|aBPWR
274	12166 62234	   	157.08	DCR|3VULN|1AART|2CDMG	1aCDMG|2aDUST|3RMIN|4AART|5MBVNT|6RCVC|78aVULN|9RCR|aBPWR
275	25335 33521	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|23VULN|4LIT|5DMG|6CGEN|7RCR|8CDMG|9AART|aRMIN
276	25335 33522	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|23VULN|4LIT|5DMG|6CGEN|7RCR|8CDMG|9AART|aBEXP
277	11326 26511	   	157.01	DCR|2VULN|2DMG|2CDMG|1ASPD	18CDMG|2RPLT|3LSRREG|48DMG|5CGEN|6ASPD|78VULN|8BPWR|9FEWX|aRCR
278	12166 16234	   	156.98	DCR|3VULN|1AART|2CDMG	1aCDMG|27aDUST|3RMIN|4AART|5MBVNT|68aVULN|9RCR|aBPWR
279	12166 42234	   	156.98	DCR|3VULN|1AART|2CDMG	1aCDMG|26aDUST|3RMIN|4AART|5MBVNT|78aVULN|9RCR|aBPWR
280	25331 41111	   	156.81	DCR|2VULN|2DMG|1AART	1RPLT|23VULN|45LIT|6aDMG|7FEWX|8AART|9RCR
281	25331 43111	   	156.81	DCR|2VULN|2DMG|1AART	1RPLT|23VULN|45LIT|6aDMG|7LHND|8AART|9RCR
282	25335 11111	   	156.81	DCR|2VULN|2DMG|1AART	1RPLT|23VULN|4LIT|5aDMG|6DMSP|7FEWX|8AART|9RCR
283	25335 13111	   	156.81	DCR|2VULN|2DMG|1AART	1RPLT|23VULN|4LIT|5aDMG|6DMSP|7LHND|8AART|9RCR
284	25335 51111	   	156.81	DCR|2VULN|2DMG|1AART	1RPLT|23VULN|46LIT|5aDMG|7FEWX|8AART|9RCR
285	25335 53111	   	156.81	DCR|2VULN|2DMG|1AART	1RPLT|23VULN|46LIT|5aDMG|7LHND|8AART|9RCR
286	32643 53111	   	156.81	DCR|2VULN|2DMG|1AART	13LWND|2aDMG|46VULN|5RPLT|7LIT|8AART|9RCR
287	33643 53111	   	156.81	DCR|2VULN|2DMG|1AART	12LWND|3aDMG|46VULN|5RPLT|7LIT|8AART|9RCR
288	11316 11414	 * 	156.79	ACR|2VULN|1AART|2CDMG|1FLTHEA	18CDMG|2RPLT|3LSRREG|48LWND|5RCR|6AART|78VULN|8BPWR|9NUKE|aFLTHEA
289	11316 13343	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2RPLT|3LSRREG|4LWND|5RCR|6AART|7CGEN|8aDMG|9VULN
290	11346 13333	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2RPLT|3LSRREG|4VULN|5RCR|6AART|7RMIN|8aDMG|9FEWX
291	11346 13341	   	156.79	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|49VULN|5RCR|6AART|7RMIN|8DMG|aLIT
292	11316 11362	   	156.79	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|4LWND|5RCR|6AART|79VULN|8FEWX|aDMG
293	11316 12162	   	156.79	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|4LWND|5RCR|6AART|7LHND|89VULN|aDMG
294	52241 21353	 * 	156.76	DCR|3DMG|3ZMB|1VULN	17BEXP|267DMG|3RMIN|4RCVC|567ZMB|67BPWR|8LIT|9VULN|aRCR
295	32221 35323	   	156.73	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2DMG|3RMIN|4RCVC|5ZMB|6RCR|7ERES|8aVULN|9AART
296	32334 25115	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1LWND|26DMG|3LSRREG|4CGEN|5AART|7RCR|8RPLT|9VULN|aZMB
297	25335 32111	   	156.71	DCR|2VULN|2DMG|1AART	1RPLT|23VULN|4LIT|5aDMG|6CGEN|7ERES|8AART|9RCR
298	25335 36111	   	156.71	DCR|2VULN|2DMG|1AART	1RPLT|23VULN|4LIT|5aDMG|6CGEN|7TLV|8AART|9RCR
299	11236 22353	   	156.70	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1aCDMG|2RPLT|3RMIN|4LEGI|5AART|6ZMB|7DMG|8RCR|9VULN
300	11316 16162	   	156.69	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|4LWND|5RCR|6AART|7DUST|89VULN|aDMG
301	11346 13343	   	156.69	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|49VULN|5RCR|6AART|7RMIN|8DMG|aMBVNT
302	32123 32423	   	156.68	DCR|3VULN|1AART|1DMG	1LWND|2DMG|3MLV|4RCVC|56aVULN|7FEWX|8RCR|9AART
303	32223 44423	   	156.68	DCR|3VULN|1AART|1DMG	1LWND|2DMG|3RMIN|4RCVC|57aVULN|6BEXP|8RCR|9AART
304	62324 35322	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1DUST|24DMG|3LSRREG|5AART|6CGEN|7RCR|8ZMB|9LWND|aVULN
305	62324 35332	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1DUST|24DMG|3LSRREG|5AART|6CGEN|7RCR|8ZMB|9BEXP|aVULN
306	62334 25322	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1DUST|26DMG|3LSRREG|4CGEN|5AART|7RCR|8ZMB|9LWND|aVULN
307	62334 25332	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1DUST|26DMG|3LSRREG|4CGEN|5AART|7RCR|8ZMB|9BEXP|aVULN
308	25331 42151	   	156.58	DCR|3VULN|1AART|1DMG	1RPLT|237VULN|45LIT|6DMG|8RCR|9AART|aERES
309	25331 42152	   	156.58	DCR|3VULN|1AART|1DMG	1RPLT|237VULN|45LIT|6DMG|8RCR|9AART|aDUST
310	25331 42153	   	156.58	DCR|3VULN|1AART|1DMG	1RPLT|237VULN|45LIT|6DMG|8RCR|9AART|aCANSTR
311	25335 12151	   	156.58	DCR|3VULN|1AART|1DMG	1RPLT|237VULN|4LIT|5DMG|6DMSP|8RCR|9AART|aERES
312	25335 12152	   	156.58	DCR|3VULN|1AART|1DMG	1RPLT|237VULN|4LIT|5DMG|6DMSP|8RCR|9AART|aDUST
313	25335 12153	   	156.58	DCR|3VULN|1AART|1DMG	1RPLT|237VULN|4LIT|5DMG|6DMSP|8RCR|9AART|aCANSTR
314	32123 33426	   	156.58	DCR|3VULN|1AART|1DMG	1LWND|2DMG|3MLV|4RCVC|56aVULN|7DUST|8RCR|9AART
315	32251 24423	   	156.58	DCR|3VULN|1AART|1DMG	16LWND|2DMG|3RMIN|4DUST|57aVULN|8RCR|9AART
316	32251 34423	   	156.58	DCR|3VULN|1AART|1DMG	1LWND|2DMG|36RMIN|4DUST|57aVULN|8RCR|9AART
317	62241 21353	   	156.56	DCR|3DMG|3ZMB|1VULN	17DUST|267DMG|3RMIN|4RCVC|567ZMB|67BPWR|8LIT|9VULN|aRCR
318	11346 13314	   	156.55	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1CDMG|2RPLT|3LSRREG|4aVULN|5RCR|6AART|7RMIN|8DMG|9SELL
319	13435 11311	   	156.48	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2LHND|3VULN|4LIT|5aDMG|6AART|7MLV|8RCR|9CGEN
320	13435 11332	   	156.48	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2LHND|3VULN|4LIT|5aDMG|6AART|7MLV|8RCR|9RCVC
321	13435 11321	   	156.38	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2LHND|3VULN|4LIT|5aDMG|6AART|7MLV|8RCR|9ERES
322	13435 16311	   	156.38	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2LHND|3VULN|4LIT|5aDMG|6AART|7ERES|8RCR|9CGEN
323	62251 21122	   	156.36	DCR|3DMG|3ZMB|1VULN	147DUST|267DMG|3RMIN|567ZMB|67BPWR|8NUKE|9VULN|aRCR
324	23334 15411	   	156.28	DCR|3VULN|1AART|1DMG	1RPLT|27LWND|378VULN|457LIT|6AART|7BPWR|9RCR|aDMG
325	13435 16322	   	156.28	DCR|2DMG|1AART|1VULN|1CDMG	1CDMG|2LHND|3VULN|4LIT|5aDMG|6AART|79ERES|8RCR
326	12162 16313	   	156.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2DUST|3RMIN|4AART|5ASPD|6CGEN|7RCR|8DMG|9VULN|aDUR
327	12362 66313	   	156.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2DUST|3CGEN|4AART|5ASPD|6MLV|7RCR|8DMG|9VULN|aDUR
328	62224 16233	   	156.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUST|2DMG|3RMIN|4AART|5CDMG|6CGEN|7RCR|8VULN|9ASPD|aDUR
329	62224 16313	   	156.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUST|2DMG|3RMIN|4AART|5CDMG|6CGEN|7RCR|8ASPD|9VULN|aDUR
