0	Index      	 *	Score 	Summary	Detail	
1	21425 21613	 * 	219.60	DCR|3VULN|2DMG|1AART|1ZMB|1DUR	1DUR|2ZMB|39DMG|4MSLREG|5AART|68aVULN|7RCR
156	41433 12632	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	17VULN|2ZMB|38DMG|4AART|5BELT|6RCR|9aRCVC
157	41433 12613	   	195.46	DCR|2VULN|2DMG|1AART|1ZMB	17VULN|2ZMB|38DMG|4AART|5BELT|6RCR|9AELBLL|aERES
158	41433 12621	   	195.46	DCR|2VULN|2DMG|1AART|1ZMB	17VULN|2ZMB|38DMG|4AART|5BELT|6RCR|9BEXP|aTLV
159	41433 12622	   	195.46	DCR|2VULN|2DMG|1AART|1ZMB	17VULN|2ZMB|38DMG|4AART|5BELT|6RCR|9BEXP|aERES
160	41433 12633	   	195.46	DCR|2VULN|2DMG|1AART|1ZMB	17VULN|2ZMB|38DMG|4AART|5BELT|6RCR|9RCVC|aERES
161	41433 13242	   	195.46	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|2ZMB|37DMG|4AART|5BELT|6RCR|8MBVNT|9CGEN
162	22211 34416	   	195.45	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2AELBLL|3AART|45DMG|6ZMB|7ASPD|8MBVNT|9VULN|aRCR
163	41433 13282	   	195.36	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|2ZMB|37DMG|4AART|5BELT|6RCR|8MBVNT|9ERES
164	44421 32212	   	195.23	DCR|2DMG|2ASPD|1VULN|1AART	1VULN|24ASPD|34DMG|4BPWR|5RPLT|67RCVC|8RCR|9FEWX|aAART
165	22213 16234	   	195.22	DCR|3VULN|1AART|1DMG|2DUR	1aDUR|2aAELBLL|3AART|4DMG|5CGEN|69aVULN|7RCVC|8RCR|aBPWR
166	24231 16332	   	195.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	16DUR|2ASPD|3MLV|4AART|5CDMG|7RCR|8BEXP|9VULN|aDMG
167	24231 16432	   	195.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	16DUR|2ASPD|3MLV|4AART|5CDMG|7RCR|8LWND|9VULN|aDMG
168	24231 16632	   	195.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	16DUR|2ASPD|3MLV|4AART|5CDMG|7RCR|8FEWX|9VULN|aDMG
169	14226 12136	 * 	195.06	DCR|1MDPS|2DMG|1AART|1VULN|1ASPD|1CDMG	1CGEN|2ASPD|3AART|4MDPS|5LHND|67DMG|8VULN|9RCR|aCDMG
170	22213 12214	   	194.98	DCR|2VULN|2DMG|1AART|2DUR	1aDUR|2aAELBLL|3AART|47DMG|5CGEN|6aVULN|8RCR|9RCVC|aBPWR
171	22215 12214	   	194.88	DCR|2VULN|2DMG|1AART|2DUR	1aDUR|2aAELBLL|3AART|47DMG|5TLV|6aVULN|8RCR|9RCVC|aBPWR
172	22215 16234	   	194.88	DCR|2VULN|2DMG|1AART|2DUR	1aDUR|2aAELBLL|3AART|49DMG|5TLV|6aVULN|7RCVC|8RCR|aBPWR
173	22215 12224	   	194.78	DCR|2VULN|2DMG|1AART|2DUR	1aDUR|2aAELBLL|3AART|47DMG|59TLV|6aVULN|8RCR|aBPWR
174	41433 23312	   	194.76	DCR|2DMG|1VULN|1AART|2CDMG|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6DUST|8RCR|9aCDMG
175	15431 32352	   	194.64	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1CGEN|29DUR|3aDMG|4AART|5CDMG|6RCR|7BEXP|8VULN
176	22232 22334	 * 	194.64	DCR|3VULN|1AART|3DUR|1ZMB	14aDUR|24aAELBLL|3AART|4aBPWR|5MLV|6RCR|7ZMB|89aVULN
177	22236 22334	   	194.64	DCR|3VULN|1AART|3DUR|1ZMB	14aDUR|24aAELBLL|3AART|4aBPWR|5CGEN|6RCR|7ZMB|89aVULN
178	43216 13235	   	194.49	DCR|3VULN|2AART|1AAC|1ZMB	146VULN|2DUST|35AART|7LWND|8RCR|9ZMB|aAAC
179	14226 12134	 * 	194.46	DCR|3DMG|1MDPS|1AART|1VULN|1ASPD	1CGEN|2ASPD|3AART|4MDPS|5LHND|67aDMG|8VULN|9RCR
180	43214 13235	   	194.26	DCR|4VULN|1AART|1AAC|1ZMB	1456VULN|2DUST|3AART|7LWND|8RCR|9ZMB|aAAC
181	22341 53632	   	194.24	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB|1DUR	1DUR|2AELBLL|3MDPS|46DMG|5ZMB|7RCR|8CDMG|9aVULN
182	41433 12413	   	194.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8LWND|9CDMG|aCGEN
183	41433 14313	   	194.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2ZMB|3DMG|4AART|5BELT|6RCR|7BEXP|9CDMG|aCGEN
184	41433 16313	   	194.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2ZMB|3DMG|4AART|5BELT|6RCR|7FEWX|9CDMG|aCGEN
185	41433 12213	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8MBVNT|9CDMG|aCGEN
186	41433 12214	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8MBVNT|9CDMG|aMULARM
187	41433 12215	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8MBVNT|9CDMG|aRPLT
188	41433 12216	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8MBVNT|9CDMG|aLHND
189	41433 12261	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8MBVNT|9LIT|aCDMG
190	41431 42232	   	194.11	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4AART|5CDMG|6TLV|7ASPD|8DUR|9AELBLL|aRCR
191	41432 34232	   	194.11	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4AART|5TLV|6ASPD|7CDMG|8DUR|9AELBLL|aRCR
192	41433 23311	   	194.10	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6DUST|8RCR|9CDMG|aAAC
193	41433 12217	   	194.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8MBVNT|9CDMG|aLEGI
194	41433 12218	   	194.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8MBVNT|9CDMG|aTLV
195	34432 36121	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LHND|2ASPD|3DMG|4FEWX|5aVULN|6DUR|7RCR|8RCVC|9AART
196	41432 31342	   	193.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1aVULN|2ZMB|3DMG|4AART|5TLV|6ASPD|7BELT|8RCR|9CGEN
197	41423 16213	   	193.92	DCR|3ASPD|2DMG|1VULN|2ZMB	1VULN|24ZMB|34DMG|4BPWR|589ASPD|6FEWX|7LIT|aRCR
198	41423 36213	   	193.92	DCR|3ASPD|2DMG|1VULN|2ZMB	1VULN|24ZMB|34DMG|4BPWR|589ASPD|6LWND|7LIT|aRCR
199	41433 11142	   	193.85	DCR|2VULN|2AART|1DMG|1ZMB	1aVULN|2ZMB|3DMG|49AART|5BELT|6RCR|78ERES
200	41433 14213	 * 	193.84	DCR|2VULN|3ZMB|1AART|1DMG	19VULN|29aZMB|3DMG|4AART|5BELT|6RCR|7BEXP|89LIT|9BPWR
201	41433 16213	   	193.84	DCR|2VULN|3ZMB|1AART|1DMG	19VULN|29aZMB|3DMG|4AART|5BELT|6RCR|7FEWX|89LIT|9BPWR
202	43342 33241	   	193.82	DCR|3VULN|1AART|1DMG|1CDMG	189VULN|2DUST|38LHND|4DMG|5AART|6CDMG|78LWND|8BPWR|aRCR
203	41433 11513	   	193.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3DMG|4AART|5BELT|6RCR|7ERES|8ASPD|9CDMG|aCGEN
204	43212 35513	 * 	193.73	DCR|2VULN|2AART|2ASPD	14VULN|2DUST|39AART|5TLV|6aASPD|7LIT|8RCR
205	43216 13222	   	193.63	DCR|3VULN|2AART|1CDMG	146VULN|2DUST|35AART|7LWND|8RCR|9BEXP|aCDMG
206	43211 22341	   	193.62	DCR|3VULN|1AART|1DMG|1CDMG	148VULN|2DUST|3AART|5CDMG|6LHND|7BEXP|9DMG|aRCR
207	43211 32341	   	193.62	DCR|3VULN|1AART|1DMG|1CDMG	148VULN|2DUST|3AART|5CDMG|6LWND|7BEXP|9DMG|aRCR
208	43342 33141	   	193.62	DCR|3VULN|1AART|1DMG|1CDMG	189VULN|2DUST|3LHND|4DMG|5AART|6CDMG|7LWND|aRCR
209	43216 13262	   	193.53	DCR|3VULN|2AART|1CDMG	146VULN|2DUST|35AART|7LWND|8RCR|9MBVNT|aCDMG
210	43214 13222	   	193.40	DCR|4VULN|1AART|1CDMG	1456VULN|2DUST|3AART|7LWND|8RCR|9BEXP|aCDMG
211	43342 35221	   	193.38	DCR|2VULN|2DMG|1AART|1CDMG	18VULN|2DUST|3LHND|47DMG|5AART|6CDMG|9LWND|aRCR
212	43342 35231	   	193.38	DCR|2VULN|2DMG|1AART|1CDMG	18VULN|2DUST|3LHND|47DMG|5AART|6CDMG|9LIT|aRCR
213	43214 13262	   	193.30	DCR|4VULN|1AART|1CDMG	1456VULN|2DUST|3AART|7LWND|8RCR|9MBVNT|aCDMG
214	31462 42425	   	193.14	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB	1LHND|2ZMB|3aDMG|4MBVNT|5VULN|6ASPD|7RCR|8CGEN|9AART
215	44431 13411	   	193.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1VULN|2ASPD|37DMG|4AART|5MBVNT|6BELT|8LWND|9CDMG|aRCR
216	41433 12152	   	193.05	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	17VULN|2ZMB|3DMG|4AART|5BELT|6RCR|8DUR|9LIT|aAAC
217	14213 31134	 * 	193.03	DCR|2DMG|1MDPS|2ASPD|1AART|1VULN	1CGEN|26ASPD|3AART|4aDMG|5FEWX|7MDPS|8VULN|9RCR
218	21425 21351	   	192.59	DCR|2VULN|1AART|1DMG|2DUR|2ZMB|1SELL	19DUR|29ZMB|3DMG|4MSLREG|5AART|69VULN|7RCR|8SELL|9BPWR|aCGEN
219	21425 21352	   	192.49	DCR|2VULN|1AART|1DMG|2DUR|2ZMB|1SELL	19DUR|29ZMB|3DMG|4MSLREG|5AART|69VULN|7RCR|8SELL|9BPWR|aCANARM
220	44232 22413	   	192.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	19VULN|2ASPD|3MLV|4ZMB|5LHND|6BELT|7RCR|8CDMG|aAART
221	15431 32325	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3DMG|4AART|5CDMG|6RCR|7BEXP|8aVULN|9FEWX
222	34434 33232	 * 	192.15	DCR|2DMG|2ASPD|1AART|3DUR	18LHND|28ASPD|39DMG|4FEWX|568DUR|7RCR|8BPWR|aAART
223	15422 33324	   	192.15	DCR|3DMG|1VULN|1AART|2DUR	1CGEN|24DUR|34aDMG|4BPWR|5LHND|6BEXP|7RCR|8VULN|9AART
224	44231 22413	   	192.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	19VULN|2ASPD|3MLV|4ZMB|5LEGI|6BELT|7RCR|8CDMG|aAART
225	15431 32335	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3DMG|4AART|5CDMG|6RCR|7BEXP|8aVULN|9DUST
226	24312 66112	 * 	191.95	DCR|2DMG|2ASPD|1VULN|3DUR	189DUR|29ASPD|3DUST|4FEWX|5LEGI|69DMG|7RCR|9BPWR|aVULN
227	24332 66112	   	191.95	DCR|2DMG|2ASPD|1VULN|3DUR	189DUR|29ASPD|3DUST|4BEXP|5LEGI|69DMG|7RCR|9BPWR|aVULN
228	22342 66112	 * 	191.95	DCR|1MDPS|2DMG|2ASPD|1VULN|3DUR	189DUR|2AELBLL|3MDPS|49DMG|5LEGI|69ASPD|7RCR|9BPWR|aVULN
229	24432 33334	   	191.95	DCR|2DMG|2ASPD|1VULN|3DUR	168DUR|2aASPD|39DMG|4FEWX|5VULN|7RCR
230	16211 13135	   	191.92	DCR|2DMG|1AART|1ASPD|1NUKE|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3AART|45DMG|6CDMG|7NUKE|8RCR|9DUR|aASPD
231	45233 31162	   	191.90	DCR|3VULN|1DMG|1CDMG|2ZMB|1DUR	159VULN|2LHND|3DUR|45ZMB|5BPWR|6DMG|7CDMG|8AME|aRCR
232	45233 31362	   	191.90	DCR|3VULN|1DMG|1CDMG|2ZMB|1DUR	159VULN|2LHND|3DUR|45ZMB|5BPWR|6DMG|7CDMG|8RMIN|aRCR
233	45233 31622	   	191.90	DCR|3VULN|1DMG|1CDMG|2ZMB|1DUR	158VULN|2LHND|3DUR|45ZMB|5BPWR|6DMG|7CDMG|9CGEN|aRCR
234	15431 31422	   	191.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1CGEN|2DUR|3DMG|4AART|5CDMG|6RCR|78LIT|9ASPD|aVULN
235	14225 32241	 * 	191.86	DCR|2VULN|2AART|1MDPS|1ASPD|1CDMG	1CGEN|2ASPD|37AART|4MDPS|5MLV|6CDMG|89VULN|aRCR
236	34612 32241	   	191.86	DCR|2VULN|2AART|1ASPD|1CDMG	1LHND|2ASPD|3LEGI|4FEWX|57AART|6CDMG|89VULN|aRCR
237	43342 32221	   	191.86	DCR|2VULN|2AART|1DMG|1CDMG	18VULN|2DUST|3LHND|4DMG|57AART|6CDMG|9LWND|aRCR
238	43342 32231	   	191.86	DCR|2VULN|2AART|1DMG|1CDMG	18VULN|2DUST|3LHND|4DMG|57AART|6CDMG|9LIT|aRCR
239	44612 32221	   	191.86	DCR|2VULN|2AART|1ASPD|1CDMG	18VULN|2ASPD|3LEGI|4FEWX|57AART|6CDMG|9LWND|aRCR
240	44612 32231	   	191.86	DCR|2VULN|2AART|1ASPD|1CDMG	18VULN|2ASPD|3LEGI|4FEWX|57AART|6CDMG|9LIT|aRCR
241	15431 34231	   	191.78	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	1CGEN|2DUR|3DMG|4AART|5CDMG|6RCR|7ERES|8VULN|9LIT|aNUKE
242	15431 34232	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1CGEN|2DUR|3DMG|4AART|5CDMG|6RCR|7ERES|8VULN|9LIT|aASPD
243	24421 61233	   	191.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ASPD|3DMG|4MSLREG|5CGEN|6RCR|7AART|8CDMG|9AME|aVULN
244	16211 11321	   	191.73	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3AART|45DMG|6CDMG|7LWND|8VULN|9DUR|aRCR
245	16211 12321	   	191.73	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3AART|45DMG|6CDMG|7BEXP|8VULN|9DUR|aRCR
246	16211 14321	   	191.73	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3AART|45DMG|6CDMG|7LHND|8VULN|9DUR|aRCR
247	41433 22342	   	191.70	DCR|3VULN|1AART|1DMG|1ZMB	17aVULN|2ZMB|3DMG|4AART|5BELT|6DUST|8RCR|9CGEN
248	34232 16421	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	1LHND|2ASPD|3MLV|4DUR|58aVULN|6DUST|7RCR|9AART
249	25342 31241	   	191.62	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1DUR|2LWND|3LHND|4DMG|5AART|67CDMG|89VULN|aRCR
250	35242 31241	   	191.62	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1LHND|2LWND|3DUR|4DMG|5AART|67CDMG|89VULN|aRCR
251	45242 31221	   	191.62	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	18VULN|2LHND|3DUR|4DMG|5AART|67CDMG|9LWND|aRCR
252	45242 31231	   	191.62	DCR|2VULN|2CDMG|1AART|1DMG|1DUR	18VULN|2LHND|3DUR|4DMG|5AART|67CDMG|9LIT|aRCR
253	44622 31221	 * 	191.52	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	18VULN|2ASPD|3LEGI|4DUR|5AART|67CDMG|9LWND|aRCR
254	44622 31231	   	191.52	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	18VULN|2ASPD|3LEGI|4DUR|5AART|67CDMG|9LIT|aRCR
255	22214 31241	   	191.52	DCR|2VULN|1MDPS|1AART|2CDMG|1DMG|1DUR	1DUR|2AELBLL|3AART|4DMG|5MDPS|67CDMG|89VULN|aRCR
256	34622 31241	   	191.52	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1LHND|2ASPD|3LEGI|4DUR|5AART|67CDMG|89VULN|aRCR
257	43211 11631	   	191.52	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	14VULN|2DUST|3AART|58CDMG|6DUR|7LIT|9ASPD|aRCR
258	43211 13341	   	191.52	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	14VULN|2DUST|3AART|57CDMG|6DUR|8BEXP|9DMG|aRCR
259	43211 13441	   	191.52	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	14VULN|2DUST|3AART|57CDMG|6DUR|8LWND|9DMG|aRCR
260	43211 13641	   	191.52	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	14VULN|2DUST|3AART|57CDMG|6DUR|8FEWX|9DMG|aRCR
261	43211 23241	   	191.52	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	14VULN|2DUST|3AART|57CDMG|6LHND|8DUR|9DMG|aRCR
262	43211 33241	   	191.52	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	14VULN|2DUST|3AART|57CDMG|6LWND|8DUR|9DMG|aRCR
263	14213 31135	 * 	191.51	DCR|2AART|1MDPS|2ASPD|1VULN|1DMG	1CGEN|26ASPD|3aAART|4DMG|5FEWX|7MDPS|8VULN|9RCR
264	24423 61123	   	191.50	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1DUR|2ASPD|3DMG|4MSLREG|5RMIN|6RCR|78AART|9ERES|aVULN
265	24421 61132	 * 	191.50	DCR|2AART|2CDMG|1ASPD|1DMG|1DUR	1DUR|2ASPD|3DMG|4MSLREG|5CGEN|6RCR|78AART|9aCDMG
266	24423 61132	   	191.50	DCR|2AART|2CDMG|1ASPD|1DMG|1DUR	1DUR|2ASPD|3DMG|4MSLREG|5RMIN|6RCR|78AART|9aCDMG
267	41433 23342	   	191.46	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|2ZMB|37DMG|4AART|5BELT|6DUST|8RCR|9CGEN
268	41433 13413	   	191.43	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8LWND|9CDMG|aCGEN
269	41433 13213	   	191.33	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8MBVNT|9CDMG|aCGEN
270	41433 13214	   	191.33	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8MBVNT|9CDMG|aMULARM
271	41433 13215	   	191.33	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8MBVNT|9CDMG|aRPLT
272	41433 13216	   	191.33	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8MBVNT|9CDMG|aLHND
273	41433 13261	   	191.33	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8MBVNT|9LIT|aCDMG
274	14231 13641	   	191.30	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1CGEN|2ASPD|3AART|4LWND|57CDMG|6DUR|8VULN|9DMG|aRCR
275	41433 13217	   	191.23	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8MBVNT|9CDMG|aLEGI
276	41433 13218	   	191.23	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8MBVNT|9CDMG|aTLV
277	21231 16435	 * 	190.96	DCR|2VULN|1AART|3DUR|1CDMG|1ZMB	16aDUR|2ZMB|3aMLV|4AART|5CDMG|7RCR|8LWND|9aVULN|aBPWR
278	21425 21621	   	190.85	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1DUR|2ZMB|3DMG|4MSLREG|5AART|68VULN|7RCR|9AAC|aFEWX
279	21425 21623	   	190.85	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1DUR|2ZMB|3DMG|4MSLREG|5AART|68VULN|7RCR|9AAC|aLWND
280	41433 13621	   	190.83	DCR|3DMG|1AART|1VULN|1ZMB	1VULN|2ZMB|378DMG|4AART|5BELT|6RCR|9RCVC|aLIT
281	41433 13622	   	190.83	DCR|3DMG|1AART|1VULN|1ZMB	1VULN|2ZMB|378DMG|4AART|5BELT|6RCR|9RCVC|aCGEN
282	25234 52232	   	190.64	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	15DUR|2LWND|3AART|4MLV|67DMG|8RCR|9VULN|aCDMG
283	25224 52232	   	190.54	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	15DUR|2LWND|3AART|4ERES|67DMG|8RCR|9VULN|aCDMG
284	24412 51242	 * 	190.46	DCR|2DMG|1VULN|2CDMG|1ASPD|2DUR	18DUR|2ASPD|38DMG|4RMIN|58CDMG|6RPLT|7MBVNT|8BPWR|9VULN|aRCR
285	41433 13152	   	190.26	DCR|2DMG|1AART|1VULN|1AAC|1ZMB|1DUR	1VULN|2ZMB|37DMG|4AART|5BELT|6RCR|8DUR|9LIT|aAAC
286	24231 26242	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2ASPD|3MLV|4AART|5CDMG|6CGEN|7RCR|89VULN|aLWND
287	41433 22313	   	190.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6DUST|8RCR|9CDMG|aCGEN
288	41433 22351	   	190.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6DUST|8RCR|9LIT|aCDMG
289	24231 26243	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2ASPD|3MLV|4AART|5CDMG|6CGEN|7RCR|89VULN|aERES
290	41433 22314	   	190.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2ZMB|3DMG|4AART|5BELT|6DUST|8RCR|9CDMG|aMBVNT
291	41433 22316	   	190.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	17VULN|2ZMB|3DMG|4AART|5BELT|6DUST|8RCR|9CDMG|aSELL
292	31462 42271	 * 	189.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1LHND|2ZMB|3DMG|4MBVNT|589VULN|6ASPD|7RCR|aBEXP
293	31462 42272	   	189.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1LHND|2ZMB|3DMG|4MBVNT|589VULN|6ASPD|7RCR|aFEWX
294	31462 42273	   	189.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1LHND|2ZMB|3DMG|4MBVNT|589VULN|6ASPD|7RCR|aMLV
295	31462 42274	   	189.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1LHND|2ZMB|3DMG|4MBVNT|589VULN|6ASPD|7RCR|aRPLT
296	41433 22335	   	189.95	DCR|2VULN|2AART|1DMG|1ZMB	17VULN|2ZMB|3DMG|4aAART|5BELT|6DUST|8RCR|9RMIN
297	24231 26215	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ASPD|3MLV|4AART|5CDMG|6CGEN|7RCR|8VULN|9LHND|aDMG
298	24231 26231	   	189.88	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1DUR|2ASPD|3MLV|4AART|5CDMG|6CGEN|7RCR|8VULN|9LIT|aNUKE
299	24231 26236	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ASPD|3MLV|4AART|5CDMG|6CGEN|7RCR|8VULN|9LIT|aDMG
300	24231 26262	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ASPD|3MLV|4AART|5CDMG|6CGEN|7RCR|8VULN|9DMG|aRCVC
301	24231 26263	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ASPD|3aMLV|4AART|5CDMG|6CGEN|7RCR|8VULN|9DMG
302	24231 46332	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ASPD|3MLV|4AART|5CDMG|6AELBLL|7RCR|8BEXP|9VULN|aDMG
303	22211 34221	 * 	189.84	DCR|2AART|2DMG|1ASPD|1ZMB|1DUR	1DUR|2AELBLL|3aAART|45DMG|6ZMB|7ASPD|8LIT|9RCR
304	41432 31313	   	189.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3DMG|4AART|5TLV|6ASPD|7BELT|8RCR|9CDMG|aCGEN
305	41432 31314	   	189.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3DMG|4AART|5TLV|6ASPD|7BELT|8RCR|9CDMG|aRPLT
306	41432 31315	   	189.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3DMG|4AART|5TLV|6ASPD|7BELT|8RCR|9CDMG|aLHND
307	41432 31316	   	189.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3DMG|4AART|5TLV|6ASPD|7BELT|8RCR|9CDMG|aDMSP
308	41432 31351	   	189.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3DMG|4AART|5TLV|6ASPD|7BELT|8RCR|9LIT|aCDMG
309	14255 13213	   	189.78	DCR|3VULN|1AART|1ASPD|1DUR	1CGEN|2ASPD|3AART|4RCVC|56aVULN|7BEXP|8RCR|9DUR
310	24231 26163	   	189.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ASPD|3MLV|4AART|5CDMG|6CGEN|7RCR|8TSLARM|9DMG|aVULN
