0	Index      	 *	Score 	Summary	Detail	
1	41611 21263	 * 	217.62	DCR|1SPLARM|2VULN|2ASPD|1DMG|1ZMB	1BELT|2DMG|3ZMB|4RMIN|5SPLARM|6RCR|78ASPD|9aVULN
161	41215 11163	   	190.78	DCR|2VULN|2DMG|1AART|2DUR	1BELT|29DMG|3LEGI|4AART|59DUR|6TLV|7FEWX|89VULN|9BPWR|aRCR
162	51422 36222	 * 	190.73	DCR|3DMG|1VULN|1AART|1ZMB	1RPLT|247DMG|3AELBLL|5ZMB|6RCR|8BASARM|9VULN|aAART
163	51343 32623	 * 	190.65	ACR|2VULN|2DMG|1AART|1ASPD|2DUR	1RPLT|28DMG|3TLV|4RCR|58DUR|6BELT|78VULN|8BPWR|9ASPD|aAART
164	53112 61421	   	190.49	DCR|2VULN|2AART|1DMG|1AAC	137RPLT|24AART|59VULN|6RCR|8DMG|aAAC
165	23461 61232	   	190.42	DCR|2ASPD|1AART|2CDMG|1DMG|1AAC	1DUST|25ASPD|3AART|45CDMG|5BPWR|6RCR|7RCVC|8AME|9DMG|aAAC
166	11246 36223	   	190.41	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1LIT|2CDMG|3MDPS|4DMG|5ASPD|6RCR|7BEXP|8ZMB|9aVULN
167	11246 35223	   	190.31	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1LIT|2CDMG|3MDPS|4DMG|5ASPD|6RCR|7DUST|8ZMB|9aVULN
168	23431 45221	   	190.27	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|27ASPD|3AART|4DUR|5ZMB|6CDMG|8BEXP|9RCR|aVULN
169	11243 34613	 * 	189.83	DCR|1MDPS|2DMG|1AART|1VULN|2CDMG|1AAC	17LIT|27CDMG|3MDPS|47DMG|5AAC|6RCR|7BPWR|8AART|9VULN|aRCVC
170	53531 36122	   	189.80	DCR|3VULN|1AART|1DMG|1ZMB	1RPLT|2AART|348VULN|5DMG|6LWND|7CGEN|9RCR|aZMB
171	23463 16132	   	189.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3AART|4CDMG|5BELT|6DMG|7ZMB|8RCR|9MLV|aVULN
172	51112 11643	   	189.63	DCR|3VULN|2DMG|1CDMG	1RPLT|25DMG|358VULN|4RMIN|5BPWR|6FEWX|7CGEN|9RCR|aCDMG
173	51112 21643	   	189.63	DCR|3VULN|2DMG|1CDMG	1RPLT|25DMG|358VULN|4RMIN|5BPWR|6BEXP|7CGEN|9RCR|aCDMG
174	51112 15343	 * 	189.53	DCR|3VULN|2DMG|1NUKE|1CDMG	1RPLT|25DMG|358VULN|4RMIN|5BPWR|6FEWX|7NUKE|9RCR|aCDMG
175	51112 16343	   	189.53	DCR|3VULN|2DMG|1CDMG	1RPLT|25DMG|358VULN|4RMIN|5BPWR|6FEWX|7ERES|9RCR|aCDMG
176	51112 25343	   	189.53	DCR|3VULN|2DMG|1NUKE|1CDMG	1RPLT|25DMG|358VULN|4RMIN|5BPWR|6BEXP|7NUKE|9RCR|aCDMG
177	51112 26343	   	189.53	DCR|3VULN|2DMG|1CDMG	1RPLT|25DMG|358VULN|4RMIN|5BPWR|6BEXP|7ERES|9RCR|aCDMG
178	51112 52243	   	189.53	DCR|3VULN|2DMG|1CDMG|1AAC	1RPLT|25DMG|356VULN|4RMIN|5BPWR|7BEXP|8AAC|9RCR|aCDMG
179	31366 11241	 * 	189.24	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|2DUR	1CANSTR|25VULN|3MDPS|45DUR|5BPWR|6CDMG|7LEGI|8AART|9DMG|aRCR
180	53112 63134	 * 	188.98	DCR|3AART|2VULN|1DMG	13RPLT|247AART|59VULN|6RCR|8LHND|aDMG
181	31661 11215	 * 	188.97	DCR|3ASPD|2VULN|1DMG	1CANSTR|2aVULN|348ASPD|5DMG|6BELT|7RCR|9LWND
182	13241 32551	   	188.88	DCR|2VULN|2DMG|1CDMG|1AAC|1DUR	19LIT|2ERES|39DMG|4DMSP|5CDMG|6DUR|79VULN|8RCR|9BPWR|aAAC
183	53112 63353	 * 	188.88	DCR|3AART|2VULN|1ASPD	13RPLT|247AART|5aVULN|6RCR|8ERES|9ASPD
184	31661 11225	   	188.87	DCR|3ASPD|2VULN|1DMG	1CANSTR|2aVULN|348ASPD|5DMG|6BELT|7RCR|9DUST
185	51124 23421	 * 	188.75	DCR|2VULN|2ASPD|1DMG|3DUR	1RPLT|2DMG|38VULN|459DUR|67ASPD|aRCR
186	23436 23511	   	188.59	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUST|2ASPD|39AART|4DUR|5RCVC|6VULN|7RCR|8CDMG|aBEXP
187	23436 23513	   	188.59	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUST|2ASPD|39AART|4DUR|5RCVC|6VULN|7RCR|8CDMG|aFEWX
188	23436 13521	   	188.58	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DUST|2ASPD|3AART|4DUR|5RCVC|6LHND|7CDMG|8DMG|9RCR|aVULN
189	23636 33521	   	188.58	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2ASPD|3LWND|4AART|5RCVC|6DUR|7CDMG|8DMG|9RCR|aVULN
190	23462 62123	 * 	188.56	DCR|3AART|2CDMG|1ASPD|1DMG	18DUST|2ASPD|37aAART|48CDMG|58LWND|6RCR|8BPWR|9DMG
191	23463 16121	   	188.55	DCR|2ASPD|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUST|29ASPD|3AART|4CDMG|5BELT|6DMG|7ZMB|8RCR|aDUR
192	11243 34611	   	188.52	DCR|1MDPS|2DMG|1AART|1VULN|2CDMG|1AAC	17LIT|27CDMG|3MDPS|47DMG|5AAC|6RCR|7BPWR|8AART|9VULN|aBEXP
193	11243 34612	   	188.52	DCR|2DMG|1MDPS|1VULN|2CDMG|1AART|1AAC	17LIT|27CDMG|3MDPS|47DMG|5AAC|6RCR|7BPWR|8AART|9VULN|aLHND
194	23436 23512	   	188.49	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUST|2ASPD|39AART|4DUR|5RCVC|6VULN|7RCR|8CDMG|aMSLREG
195	51323 51343	   	188.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1RPLT|2DMG|3TLV|45ASPD|68VULN|7LHND|9RCR|aCDMG
196	51323 52343	   	188.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1RPLT|2DMG|3TLV|45ASPD|68VULN|7FEWX|9RCR|aCDMG
197	11246 33423	   	188.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1LIT|2CDMG|3MDPS|4DMG|5ASPD|6RCR|7TLV|89VULN|aDUR
198	61331 42123	   	188.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2LHND|3DMG|4AART|5ZMB|6CDMG|78VULN|9RCR|aBELT
199	61331 42124	   	188.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2LHND|3DMG|4AART|5ZMB|6CDMG|78VULN|9RCR|aDMSP
200	61331 42126	   	188.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2LHND|3DMG|4AART|5ZMB|6CDMG|78VULN|9RCR|aRPLT
201	63331 42123	   	188.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BEXP|2ASPD|3LHND|4AART|5ZMB|6CDMG|78VULN|9RCR|aBELT
202	63331 42124	   	188.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BEXP|2ASPD|3LHND|4AART|5ZMB|6CDMG|78VULN|9RCR|aDMSP
203	63331 42126	   	188.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BEXP|2ASPD|3LHND|4AART|5ZMB|6CDMG|78VULN|9RCR|aRPLT
204	63631 42123	   	188.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BEXP|2ASPD|3LWND|4AART|5ZMB|6CDMG|78VULN|9RCR|aBELT
205	61331 42224	   	188.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2LHND|3DMG|4AART|5ZMB|6CDMG|7aVULN|8LWND|9RCR
206	61331 42321	   	188.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|28LHND|3DMG|4AART|5ZMB|6CDMG|7aVULN|9RCR
207	63331 42224	   	188.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BEXP|2ASPD|3LHND|4AART|5ZMB|6CDMG|7aVULN|8LWND|9RCR
208	63331 42321	   	188.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BEXP|2ASPD|38LHND|4AART|5ZMB|6CDMG|7aVULN|9RCR
209	63631 42221	   	188.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BEXP|2ASPD|38LWND|4AART|5ZMB|6CDMG|7aVULN|9RCR
210	21331 42123	   	188.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2LHND|3DMG|4AART|5ZMB|6CDMG|78VULN|9RCR|aBELT
211	21331 42124	   	188.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2LHND|3DMG|4AART|5ZMB|6CDMG|78VULN|9RCR|aDMSP
212	21331 42126	   	188.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2LHND|3DMG|4AART|5ZMB|6CDMG|78VULN|9RCR|aRPLT
213	23331 42123	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3LHND|4AART|5ZMB|6CDMG|78VULN|9RCR|aBELT
214	23331 42124	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3LHND|4AART|5ZMB|6CDMG|78VULN|9RCR|aDMSP
215	23331 42126	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3LHND|4AART|5ZMB|6CDMG|78VULN|9RCR|aRPLT
216	23451 42123	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3AART|4LHND|5ZMB|6CDMG|78VULN|9RCR|aBELT
217	23631 42123	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3LWND|4AART|5ZMB|6CDMG|78VULN|9RCR|aBELT
218	23631 42124	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3LWND|4AART|5ZMB|6CDMG|78VULN|9RCR|aDMSP
219	23631 42126	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3LWND|4AART|5ZMB|6CDMG|78VULN|9RCR|aRPLT
220	21331 42321	   	188.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|28LHND|3DMG|4AART|5ZMB|6CDMG|7aVULN|9RCR
221	23331 42321	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|38LHND|4AART|5ZMB|6CDMG|7aVULN|9RCR
222	23451 42321	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3AART|48LHND|5ZMB|6CDMG|7aVULN|9RCR
223	23465 32123	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3AART|4CDMG|5ZMB|6LHND|78VULN|9RCR|aBELT
224	23631 42221	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|38LWND|4AART|5ZMB|6CDMG|7aVULN|9RCR
225	61331 42122	   	188.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2LHND|3DMG|4AART|5ZMB|6CDMG|78VULN|9RCR|aTLV
226	61331 42125	   	188.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2LHND|3DMG|4AART|5ZMB|6CDMG|78VULN|9RCR|aERES
227	63331 42122	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BEXP|2ASPD|3LHND|4AART|5ZMB|6CDMG|78VULN|9RCR|aTLV
228	63331 42125	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BEXP|2ASPD|3LHND|4AART|5ZMB|6CDMG|78VULN|9RCR|aERES
229	63631 42122	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BEXP|2ASPD|3LWND|4AART|5ZMB|6CDMG|78VULN|9RCR|aTLV
230	23465 32321	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3AART|4CDMG|5ZMB|68LHND|7aVULN|9RCR
231	23461 63232	   	188.11	DCR|2ASPD|1AART|2CDMG|1DMG|1AAC	17DUST|25ASPD|3AART|45CDMG|5BPWR|6RCR|8AME|9DMG|aAAC
232	21331 42122	   	188.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2LHND|3DMG|4AART|5ZMB|6CDMG|78VULN|9RCR|aTLV
233	21331 42125	   	188.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2LHND|3DMG|4AART|5ZMB|6CDMG|78VULN|9RCR|aERES
234	23331 42122	   	188.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3LHND|4AART|5ZMB|6CDMG|78VULN|9RCR|aTLV
235	23331 42125	   	188.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3LHND|4AART|5ZMB|6CDMG|78VULN|9RCR|aERES
236	23451 42122	   	188.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3AART|4LHND|5ZMB|6CDMG|78VULN|9RCR|aTLV
237	23631 42122	   	188.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3LWND|4AART|5ZMB|6CDMG|78VULN|9RCR|aTLV
238	23631 42125	   	188.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3LWND|4AART|5ZMB|6CDMG|78VULN|9RCR|aERES
239	23465 32122	   	188.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3AART|4CDMG|5ZMB|6LHND|78VULN|9RCR|aTLV
240	23411 23515	 * 	188.01	DCR|2AART|1VULN|2CDMG|1ASPD	1DUST|2ASPD|39AART|4RCVC|5FEWX|6VULN|7RCR|8aCDMG
241	23461 62222	 * 	187.95	DCR|3ASPD|1AART|2CDMG|2DUR	19DUST|259ASPD|3AART|45CDMG|59BPWR|6RCR|7LWND|89DUR|aFEWX
242	23461 62223	   	187.95	DCR|3ASPD|1AART|2CDMG|2DUR	19DUST|259ASPD|3AART|45CDMG|59BPWR|6RCR|7LWND|89DUR|aBEXP
243	53533 32522	   	187.95	DCR|2VULN|2AART|1DMG|1ZMB	1RPLT|27AART|34VULN|5ERES|6LWND|8DMG|9RCR|aZMB
244	51112 23611	   	187.94	DCR|2VULN|2DMG|1ASPD|1ZMB	1RPLT|25DMG|35VULN|4RMIN|5BPWR|6BEXP|7ASPD|8RCR|9ZMB|aLWND
245	51112 23612	   	187.94	DCR|2VULN|2DMG|1ASPD|1ZMB	1RPLT|25DMG|35VULN|4RMIN|5BPWR|6BEXP|7ASPD|8RCR|9ZMB|aMLV
246	51112 23613	   	187.94	DCR|2VULN|2DMG|1ASPD|1ZMB	1RPLT|25DMG|35VULN|4RMIN|5BPWR|6BEXP|7ASPD|8RCR|9ZMB|aFEWX
247	63331 63521	   	187.90	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2ASPD|3LHND|4AART|5ZMB|6CGEN|7CDMG|8DMG|9RCR|aVULN
248	63631 42333	   	187.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2ASPD|3LWND|4AART|5ZMB|6CDMG|7VULN|8BELT|9RCR|aDMG
249	11246 34111	 * 	187.88	DCR|1MDPS|2DMG|2ASPD|1NUKE|1CDMG	178LIT|2CDMG|3MDPS|47DMG|57ASPD|6RCR|7BPWR|9NUKE|aDUST
250	11246 34112	   	187.88	DCR|1MDPS|2DMG|2ASPD|1NUKE|1CDMG|1DUR	178LIT|2CDMG|3MDPS|47DMG|57ASPD|6RCR|7BPWR|9NUKE|aDUR
251	11246 34113	   	187.88	DCR|1MDPS|2DMG|2ASPD|1NUKE|1CDMG	178LIT|2CDMG|3MDPS|47DMG|57ASPD|6RCR|7BPWR|9NUKE|aAME
252	23461 62221	   	187.85	DCR|3ASPD|1AART|2CDMG|2DUR	19aDUST|259ASPD|3AART|45CDMG|59BPWR|6RCR|7LWND|89DUR
253	51112 23616	   	187.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1RPLT|25DMG|35VULN|4RMIN|5BPWR|6BEXP|7ASPD|8RCR|9ZMB|aDUST
254	23331 63521	   	187.80	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3LHND|4AART|5ZMB|6CGEN|7CDMG|8DMG|9RCR|aVULN
255	23463 16232	   	187.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3AART|4CDMG|5BELT|6DMG|7ZMB|8AME|9RCR|aVULN
256	23631 63521	   	187.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3LWND|4AART|5ZMB|6CGEN|7CDMG|8DMG|9RCR|aVULN
257	63331 23521	   	187.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2ASPD|3LHND|4AART|5ZMB|6ERES|7CDMG|8DMG|9RCR|aVULN
258	63331 43521	   	187.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2ASPD|3LHND|4AART|5ZMB|6CDMG|7ERES|8DMG|9RCR|aVULN
259	63335 13521	   	187.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2ASPD|3LHND|4AART|5TLV|6ZMB|7CDMG|8DMG|9RCR|aVULN
260	63631 23521	   	187.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2ASPD|3LWND|4AART|5ZMB|6ERES|7CDMG|8DMG|9RCR|aVULN
261	41141 21263	   	187.79	DCR|1SPLARM|2VULN|2ASPD|1DMG	14BELT|2DMG|3BEXP|5SPLARM|6RCR|78ASPD|9aVULN
262	41151 21263	   	187.79	DCR|1SPLARM|2VULN|2ASPD|1DMG	1BELT|2DMG|34BEXP|5SPLARM|6RCR|78ASPD|9aVULN
263	41321 21563	   	187.79	DCR|1SPLARM|2VULN|2ASPD|1DMG	1BELT|2DMG|3DMSP|4FEWX|5SPLARM|6RCR|78ASPD|9aVULN
264	31661 11612	   	187.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1CANSTR|2VULN|34ASPD|5DMG|6BELT|7RCR|8DUR|9MLV|aAART
265	15236 12226	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	1LIT|23DMG|4CANARM|5MLV|6ASPD|7RCR|89VULN|aDUR
266	15236 12621	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	1LIT|23DMG|4CANARM|5MLV|6ASPD|7RCR|8DUR|9aVULN
267	23156 13521	   	187.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3TLV|4LHND|5AART|6ZMB|7CDMG|8DMG|9RCR|aVULN
268	23331 23521	   	187.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3LHND|4AART|5ZMB|6ERES|7CDMG|8DMG|9RCR|aVULN
269	23331 43521	   	187.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3LHND|4AART|5ZMB|6CDMG|7ERES|8DMG|9RCR|aVULN
270	23335 13521	   	187.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3LHND|4AART|5TLV|6ZMB|7CDMG|8DMG|9RCR|aVULN
271	23451 23521	   	187.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3AART|4LHND|5ZMB|6ERES|7CDMG|8DMG|9RCR|aVULN
272	23631 23521	   	187.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3LWND|4AART|5ZMB|6ERES|7CDMG|8DMG|9RCR|aVULN
273	23631 43521	   	187.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3LWND|4AART|5ZMB|6CDMG|7ERES|8DMG|9RCR|aVULN
274	23635 13521	   	187.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3LWND|4AART|5TLV|6ZMB|7CDMG|8DMG|9RCR|aVULN
275	22113 45522	   	187.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2CGEN|3TLV|4CDMG|5VULN|6AART|7ASPD|8DMG|9RCR|aZMB
276	41361 21263	   	187.69	DCR|1SPLARM|2VULN|2ASPD|1DMG	1BELT|2DMG|3DMSP|4DUST|5SPLARM|6RCR|78ASPD|9aVULN
