0	Index      	 *	Score 	Summary	Detail	
1	26252 11633	 * 	205.29	DCR|2VULN|2DMG|1AART|1ASPD	13FEWX|24VULN|57DMG|6RCR|8AART|9LHND|aASPD
178	26452 11311	   	178.98	DCR|3VULN|2DMG|1MSE	1FEWX|234VULN|57DMG|6RCR|8MSE|9RPLT|aCANARM
179	26452 11312	   	178.98	DCR|3VULN|2DMG|1ZMB|1MSE	1FEWX|234VULN|57DMG|6RCR|8MSE|9RPLT|aZMB
180	26452 11321	   	178.98	DCR|3VULN|2DMG|1DUR|1MSE	1FEWX|234VULN|57DMG|6RCR|8MSE|9ERES|aDUR
181	26452 11322	   	178.98	DCR|3VULN|2DMG|1MSE	1FEWX|234VULN|57DMG|6RCR|8MSE|9ERES|aLHND
182	26452 11323	   	178.98	DCR|4VULN|2DMG|1MSE	1FEWX|234aVULN|57DMG|6RCR|8MSE|9ERES
183	26452 11331	   	178.98	DCR|3VULN|2DMG|1MSE	19FEWX|234VULN|57DMG|6RCR|8MSE|aLWND
184	26452 11332	   	178.98	DCR|3VULN|2DMG|1MSE	19FEWX|234VULN|57DMG|6RCR|8MSE|aMLV
185	26452 11333	   	178.98	DCR|3VULN|2DMG|1MSE	19FEWX|234VULN|57DMG|6RCR|8MSE|aRPLT
186	63252 21136	   	178.93	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1LIT|2ERES|3RCVC|4ASPD|5DUR|6RCR|7AART|8VULN|9FEWX|aDMG
187	13626 12353	   	178.76	DCR|3VULN|1ASPD|1DMG	1CGEN|2DMG|3TLV|4RCVC|5ASPD|68aVULN|7FEWX|9RCR
188	15484 41411	   	178.67	DCR|1AART|1VULN|1ASPD|1DMG|2DUR	1CGEN|2DUST|3MBVNT|48DUR|5AART|6DMG|7RCR|9ASPD|aVULN
189	61213 33542	   	178.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	12LIT|2BPWR|3DMG|4AART|5RCVC|6VULN|7CDMG|8LWND|9ASPD|aRCR
190	61213 31542	   	178.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	12LIT|2BPWR|3DMG|4AART|5RCVC|6VULN|7LHND|8CDMG|9ASPD|aRCR
191	63252 21162	   	178.33	DCR|2ASPD|1VULN|1AART|2DUR	1LIT|2ERES|3RCVC|4aASPD|59DUR|6RCR|7AART|8VULN
192	26252 12212	   	177.94	DCR|3VULN|1DMG|1CDMG	137FEWX|248VULN|5DMG|6RCR|9LIT|aCDMG
193	61252 22511	   	177.83	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	12LIT|2BPWR|3DMG|4ASPD|5DUR|6RCR|7RCVC|8FEWX|9AART|aVULN
194	61252 22611	   	177.83	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	12LIT|2BPWR|3DMG|4ASPD|5DUR|6RCR|7RCVC|8BEXP|9AART|aVULN
195	61222 21126	   	177.75	DCR|2AART|1MDPS|1VULN|1DMG|1DUR	12LIT|2BPWR|3DMG|4ERES|5DUR|6RCR|79AART|8VULN|aMDPS
196	61316 21126	   	177.75	DCR|2AART|1MDPS|1VULN|1DMG|1DUR	12LIT|2BPWR|3ERES|4DUR|5DMG|6RCR|79AART|8VULN|aMDPS
197	61352 21126	   	177.75	DCR|2AART|1MDPS|1VULN|1ASPD|1DUR	12LIT|2BPWR|3ERES|4ASPD|5DUR|6RCR|79AART|8VULN|aMDPS
198	63511 21126	   	177.75	DCR|2AART|1MDPS|1VULN|1ASPD|1DUR	15LIT|2ERES|3ASPD|4DUR|6RCR|79AART|8VULN|aMDPS
199	61252 22411	   	177.73	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	12LIT|2BPWR|3DMG|4ASPD|5DUR|6RCR|7RCVC|8DUST|9AART|aVULN
200	13225 55333	   	177.66	DCR|3VULN|1MDPS|1ASPD|1DMG	1CGEN|2DMG|3MDPS|46LHND|5ASPD|79aVULN|8RCR
201	31252 31652	 * 	177.64	DCR|3VULN|1ASPD|1NUKE|1CDMG	1NUKE|2LEGI|3DUST|49aVULN|5BEXP|6RCR|7ASPD|8CDMG
202	33552 11134	 * 	177.60	DCR|2VULN|2DMG|1NUKE|1CDMG	1NUKE|2RMIN|34VULN|57DMG|6RCR|8LWND|9FEWX|aCDMG
203	33552 11235	   	177.60	DCR|2VULN|2DMG|1NUKE|1CDMG	1NUKE|2RMIN|34VULN|57DMG|6RCR|89FEWX|aCDMG
204	33552 13234	   	177.60	DCR|2VULN|2DMG|1NUKE|1CDMG	1NUKE|2RMIN|34VULN|59DMG|6RCR|7LHND|8FEWX|aCDMG
205	13211 43333	   	177.56	DCR|3VULN|1MDPS|1ASPD|1DMG	1CGEN|2DMG|3MDPS|4ERES|5ASPD|6RMIN|79aVULN|8RCR
206	33552 13134	   	177.50	DCR|2VULN|2DMG|1NUKE|1CDMG	1NUKE|2RMIN|34VULN|59DMG|6RCR|7LHND|8DUST|aCDMG
207	13145 33342	   	177.49	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2DMG|3FEWX|46VULN|5LIT|7CDMG|8AART|9RCVC|aRCR
208	51233 11431	   	177.45	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LWND|24ERES|3ZMB|5ASPD|6RCR|7DMG|8AART|9LHND|aVULN
209	51233 11441	   	177.45	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LWND|24ERES|3ZMB|5ASPD|6RCR|7DMG|8AART|9FEWX|aVULN
210	26452 12123	   	177.44	DCR|4VULN|1DMG	17FEWX|234aVULN|5DMG|6RCR|8LWND|9ERES
211	26452 12223	   	177.44	DCR|4VULN|1DMG	17FEWX|234aVULN|5DMG|6RCR|8BEXP|9ERES
212	33552 12423	 * 	177.34	DCR|4VULN|1DMG|1NUKE	1NUKE|2RMIN|348aVULN|5DMG|6RCR|7FEWX|9ERES
213	13332 23456	   	177.31	DCR|2VULN|2DMG|1ASPD	1CGEN|2aDMG|3LHND|4ERES|5aVULN|6ASPD|79aDUST|8RCR|aBPWR
214	13145 14223	   	177.28	DCR|3DMG|1VULN|1CDMG|1DUR	1CGEN|29aDMG|3FEWX|4VULN|5LIT|6DUR|7CDMG|8RCR
215	36121 21121	 * 	177.20	DCR|2VULN|2AART|1NUKE|2DUR	1NUKE|24DUR|34LIT|4BPWR|5CGEN|6RCR|79AART|8aVULN
216	13235 34221	   	177.18	DCR|3DMG|1MDPS|1VULN|1CDMG|1DUR	1CGEN|249DMG|3MDPS|5LIT|6VULN|7CDMG|8RCR|aDUR
217	13325 43358	   	177.14	DCR|1AART|1VULN|2CDMG|1DMG|1DUR	1CGEN|2DMG|3LHND|46CDMG|5MBVNT|7RCR|8AART|9VULN|aDUR
218	61212 16336	   	177.13	DCR|2VULN|2DMG|1AART	12LIT|2BPWR|37DMG|4AART|5ERES|6MLV|89VULN|aRCR
219	13116 34226	   	177.09	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|29DMG|3FEWX|4LIT|5BEXP|6VULN|7CDMG|8RCR|aAART
220	13314 34226	   	177.09	DCR|2DMG|1VULN|1AART|1CDMG	1CGEN|29DMG|3LHND|4LIT|5FEWX|6VULN|7CDMG|8RCR|aAART
221	13322 46631	   	177.09	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|25DMG|3aLHND|4CDMG|6AART|7DMSP|8RCR|9VULN
222	13322 46633	   	177.09	DCR|2DMG|1VULN|1AART|1CDMG	1CGEN|25DMG|3LHND|4CDMG|6AART|7DMSP|8RCR|9VULN|aFEWX
223	13321 46632	   	177.09	DCR|2DMG|1AART|1VULN|1CDMG	1CGEN|2aDMG|35LHND|4CDMG|6AART|7DMSP|8RCR|9VULN
224	13336 11223	   	177.00	DCR|3DMG|2VULN	19CGEN|257DMG|3LHND|4ERES|6RCR|8aVULN
225	13336 11231	   	177.00	DCR|3DMG|2VULN	1CGEN|257DMG|3LHND|4ERES|6RCR|89VULN|aLWND
226	13336 11232	   	177.00	DCR|3DMG|2VULN	1CGEN|257DMG|3LHND|4ERES|6RCR|89VULN|aLIT
227	26252 14232	   	177.00	DCR|3DMG|2VULN	13FEWX|24VULN|59aDMG|6RCR|7DUST|8BELT
228	22141 34226	   	176.99	DCR|2DMG|1VULN|1AART|1CDMG	1FEWX|2TLV|3LIT|4LWND|59DMG|6VULN|7CDMG|8RCR|aAART
229	15332 11653	 * 	176.90	DCR|2AART|2DMG|1ASPD	1CGEN|2DUST|34ERES|57DMG|6RCR|89AART|aASPD
230	22332 11653	   	176.90	DCR|2AART|2DMG|1ASPD	1FEWX|2TLV|34ERES|57DMG|6RCR|89AART|aASPD
231	13336 11213	   	176.90	DCR|3DMG|2VULN	1CGEN|257DMG|3LHND|4ERES|6RCR|8aVULN|9DUST
232	13336 11234	   	176.90	DCR|3DMG|2VULN	1CGEN|257DMG|3LHND|4aERES|6RCR|89VULN
233	13336 11235	   	176.90	DCR|3DMG|2VULN	1CGEN|257DMG|3LHND|4ERES|6RCR|89VULN|aDUST
234	13336 14433	   	176.90	DCR|3DMG|2VULN	1CGEN|259DMG|3LHND|4ERES|6RCR|7DUST|8aVULN
235	61211 56331	 * 	176.90	DCR|1SPLARM|2DMG|1AART|1VULN|1DUR	126LIT|26BPWR|36DMG|4AART|5RMIN|7DUR|8SPLARM|9RCR|aVULN
236	36121 21122	 * 	176.88	DCR|2AART|1VULN|1ASPD|1NUKE|2DUR	1NUKE|24DUR|34LIT|4BPWR|5CGEN|6RCR|79AART|8VULN|aASPD
237	36121 21126	 * 	176.88	DCR|2AART|1VULN|1DMG|1NUKE|2DUR	1NUKE|24DUR|34LIT|4BPWR|5CGEN|6RCR|79AART|8VULN|aDMG
238	13336 11226	   	176.68	DCR|3DMG|1VULN|1ASPD	19CGEN|257DMG|3LHND|4ERES|6RCR|8VULN|aASPD
239	36226 23252	   	176.65	DCR|2VULN|1ASPD|1NUKE|1CDMG|1ZMB|1DUR	1NUKE|2DUR|3ZMB|4CDMG|5CGEN|6ASPD|7RCR|8aVULN|9FEWX
240	36226 23262	   	176.55	DCR|2VULN|1ASPD|1NUKE|1CDMG|1ZMB|1DUR	1NUKE|2DUR|3ZMB|4CDMG|5CGEN|6ASPD|7RCR|8aVULN|9DUST
241	63216 21136	   	176.46	DCR|2DMG|1VULN|1AART|1DUR	1LIT|2ERES|3RCVC|4DUR|5aDMG|6RCR|7AART|8VULN|9FEWX
242	13323 25365	   	176.34	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2DMG|3LHND|4CDMG|56ASPD|7MLV|8ZMB|9VULN|aRCR
243	13235 34243	 * 	176.30	DCR|3DMG|1MDPS|1VULN|2CDMG	1CGEN|24aDMG|3MDPS|5LIT|6VULN|79CDMG|8RCR
244	36322 33541	 * 	176.15	DCR|2ASPD|2CDMG|1DMG|1NUKE|2DUR|1SPLREG	1NUKE|29DUR|3ERES|49CDMG|5BEXP|6SPLREG|7RCR|89ASPD|9BPWR|aDMG
245	13145 33362	   	175.89	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2DMG|3FEWX|46VULN|5LIT|7CDMG|8AART|9DMSP|aRCR
246	13145 43312	   	175.89	DCR|2VULN|1AART|1DMG|1CDMG	16CGEN|2DMG|3FEWX|49VULN|5LIT|7CDMG|8AART|aRCR
247	26252 31352	   	175.89	DCR|2VULN|1AART|1DMG|1CDMG	13FEWX|24VULN|5DMG|6LIT|7AART|8AME|9CDMG|aRCR
248	26236 63312	   	175.79	DCR|2VULN|1AART|1ASPD|1CDMG	13FEWX|29VULN|4ERES|5ASPD|6LIT|7CDMG|8AART|aRCR
249	33656 23312	   	175.79	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1NUKE|2RMIN|3LIT|4DMG|59VULN|6CGEN|7CDMG|8AART|aRCR
250	61266 23312	   	175.79	DCR|2VULN|1AART|1DMG|1CDMG	12LIT|2BPWR|3DMG|4DUST|59VULN|6CGEN|7CDMG|8AART|aRCR
251	33552 31352	   	175.79	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1NUKE|2RMIN|34VULN|5DMG|6LIT|7AART|8AME|9CDMG|aRCR
252	21481 12231	   	175.77	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	1FEWX|2ERES|3MBVNT|4DUR|5ASPD|6ZMB|78AART|9RCR|aVULN
253	21487 12231	   	175.77	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1FEWX|2ERES|3MBVNT|4DUR|5DMG|6ZMB|78AART|9RCR|aVULN
254	26223 11335	   	175.76	DCR|2VULN|1AART|2CDMG|1DUR	135FEWX|29VULN|49CDMG|6AART|79BEXP|8RCR|9BPWR|aDUR
255	21462 31383	 * 	175.71	DCR|3VULN|2ASPD	1FEWX|2ERES|3MBVNT|489VULN|5BEXP|6RCR|7aASPD
256	13325 53244	   	175.70	DCR|2VULN|2DMG|1CDMG|1AAC	16aCGEN|2aDMG|3LHND|4CDMG|5MBVNT|7RCR|8aVULN|9AAC|aBPWR
257	33536 63312	 * 	175.69	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG	1NUKE|2RMIN|39VULN|4ERES|5ASPD|6LIT|7CDMG|8AART|aRCR
258	61224 42112	   	175.69	DCR|2VULN|1AART|1DMG|1CDMG	12LIT|2BPWR|3DMG|4ERES|59VULN|6CDMG|7AART|8DUST|aRCR
259	26424 13321	   	175.66	DCR|3VULN|1AART|1CDMG	1FEWX|237VULN|4CDMG|5AART|6AME|8DMSP|9RCR|aLIT
260	26236 31353	   	175.66	DCR|3VULN|1ASPD|1DMG	13FEWX|28aVULN|4ERES|5ASPD|6CGEN|7DMG|9RCR
261	24435 32311	   	175.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2DMSP|3DMG|4BEXP|5DUR|6RCR|7AART|8MLV|9ASPD|aVULN
262	61252 21511	   	175.63	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	12LIT|2BPWR|3DMG|4ASPD|5DUR|6RCR|7DMSP|8FEWX|9AART|aVULN
263	61252 21611	   	175.63	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	12LIT|2BPWR|3DMG|4ASPD|5DUR|6RCR|7DMSP|8BEXP|9AART|aVULN
264	61252 23511	   	175.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	12LIT|2BPWR|3DMG|4ASPD|5DUR|6RCR|7AELBLL|8FEWX|9AART|aVULN
265	61252 23611	   	175.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	12LIT|2BPWR|3DMG|4ASPD|5DUR|6RCR|7AELBLL|8BEXP|9AART|aVULN
266	61252 24111	   	175.63	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	12LIT|2BPWR|3DMG|4ASPD|5DUR|6RCR|78BEXP|9AART|aVULN
267	33311 15436	 * 	175.60	DCR|2AART|2DMG|1NUKE|1CDMG|1DUR	1NUKE|2RMIN|37DMG|46AART|5DMSP|8DUR|9RCR|aCDMG
268	64531 33332	   	175.59	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2DUST|36VULN|49TLV|5DMG|7CDMG|8AART|aRCR
269	26223 14321	   	175.56	DCR|2VULN|1AART|2CDMG|1DUR	135FEWX|29VULN|47CDMG|6AART|8RCR|aDUR
270	26424 13322	   	175.56	DCR|3VULN|1AART|1CDMG	1FEWX|237VULN|4CDMG|5AART|6AME|8DMSP|9RCR|aDUST
271	26424 13323	   	175.56	DCR|3VULN|1AART|1CDMG|1MSE	1FEWX|237VULN|4CDMG|5AART|6AME|8DMSP|9RCR|aMSE
272	61252 21411	   	175.53	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	12LIT|2BPWR|3DMG|4ASPD|5DUR|6RCR|7DMSP|8DUST|9AART|aVULN
273	61252 23411	   	175.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	12LIT|2BPWR|3DMG|4ASPD|5DUR|6RCR|7AELBLL|8DUST|9AART|aVULN
274	61352 21136	   	175.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	12LIT|2BPWR|3ERES|4ASPD|5DUR|6RCR|7AART|8VULN|9FEWX|aDMG
275	63511 21136	   	175.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	15LIT|2ERES|3ASPD|4DUR|6RCR|7AART|8VULN|9FEWX|aDMG
276	13124 36621	 * 	175.48	DCR|2AART|1VULN|1DMG|1CDMG	1CGEN|2DMG|3FEWX|4CDMG|57AART|6LWND|8RCR|9ERES|aVULN
277	33553 21226	   	175.46	DCR|3VULN|1AART|1NUKE|1CDMG	1NUKE|26RMIN|34aVULN|5CDMG|7TLV|8AART|9RCR
278	13325 43366	 * 	175.45	DCR|1AART|2CDMG|1ASPD|1DMG|1ZMB	1CGEN|2DMG|3LHND|46CDMG|5MBVNT|7RCR|8AART|9ZMB|aASPD
279	22324 31643	 * 	175.38	DCR|2AART|1VULN|1ASPD|1CDMG	1FEWX|2TLV|3ERES|4CDMG|57AART|6LWND|8RCR|9VULN|aASPD
280	13124 35612	 * 	175.38	DCR|2DMG|1AART|1ASPD|1CDMG	1CGEN|2aDMG|3FEWX|4CDMG|5AART|6LWND|7RCR|8ASPD|9BEXP
281	13124 35632	   	175.38	DCR|2DMG|1AART|1ASPD|1CDMG	1CGEN|2aDMG|3FEWX|4CDMG|5AART|6LWND|7RCR|8ASPD|9LHND
282	34333 11461	   	175.33	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1NUKE|2LWND|34ERES|5ASPD|6RCR|7DMG|8AART|9DUR|aVULN
