0	Index      	 *	Score 	Summary	Detail	
1	13444 31221	 * 	211.40	DCR|3VULN|2AART|1MDPS|1CDMG|1DUR	1AME|26AART|3CDMG|479VULN|5DUR|8RCR|aMDPS
165	32341 15421	   	187.22	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	1FEWX|2ZMB|35RCVC|4AART|69VULN|7RCR|8CDMG|aMDPS
166	63121 52316	   	187.05	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1AAC	1AAC|2TLV|3CGEN|4DMG|5CDMG|67VULN|8AART|9RCR|aMDPS
167	32551 43122	 * 	186.93	DCR|3VULN|1ASPD|3DUR|1AAC|1ZMB	17aFEWX|2ZMB|37aVULN|4ASPD|5CGEN|67aDUR|7aBPWR|8RCR|9AAC
168	42343 21221	   	186.83	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	15LWND|2ZMB|3RCVC|4AART|6RCR|79VULN|8CDMG|aMDPS
169	35341 21432	   	186.79	DCR|2DMG|1VULN|1AART|1CDMG	1aFEWX|29DMG|35RCVC|4AART|6RCR|7VULN|8CDMG
170	43341 21233	   	186.69	DCR|2DMG|1VULN|1AART|1CDMG|1AAC	1LWND|2AAC|35RCVC|4AART|6RCR|7VULN|8CDMG|9aDMG
171	33554 21323	   	186.54	DCR|3ASPD|2VULN|1AART|1AAC|1SELL	1FEWX|2AAC|35VULN|457ASPD|5BPWR|6CGEN|8SELL|9AART|aRCR
172	13523 13233	   	186.35	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1AME|27AART|3LHND|4CDMG|5RCVC|6VULN|8RCR|9DMG|aDUR
173	23121 12131	   	186.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1MDPS|2TLV|3ASPD|4CDMG|5aVULN|6RPLT|7RCR|8DMG|9DUR
174	34231 63114	   	186.26	DCR|3VULN|1ASPD|1DMG|1DUR	17FEWX|247VULN|3DMG|5BEXP|67LHND|7BPWR|8RCR|9DUR|aASPD
175	13551 31243	   	186.20	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB	1AME|2aAART|3LHND|4DMG|5CDMG|6RCR|7RPLT|8ASPD|9ZMB
176	34233 33114	   	186.16	DCR|3VULN|1ASPD|1DMG|1DUR	17FEWX|247VULN|3DMG|5DUST|67LHND|7BPWR|8RCR|9DUR|aASPD
177	34231 23114	   	186.06	DCR|3VULN|1ASPD|1DMG|1DUR	17FEWX|247VULN|3DMG|5BEXP|67DUST|7BPWR|8RCR|9DUR|aASPD
178	34232 23114	   	186.06	DCR|3VULN|1ASPD|1DMG|1DUR	17FEWX|247VULN|3DMG|5LHND|67DUST|7BPWR|8RCR|9DUR|aASPD
179	63121 52313	   	185.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2TLV|3CGEN|4DMG|5CDMG|67VULN|8AART|9RCR|aDUR
180	34212 34241	 * 	185.99	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1FEWX|28VULN|3DMG|4RCR|5LWND|6CDMG|7AART|9ZMB|aASPD
181	35533 33114	   	185.92	DCR|2VULN|2DMG|1ASPD|1DUR	17FEWX|27DMG|34VULN|5DUST|67LHND|7BPWR|8RCR|9DUR|aASPD
182	61121 55333	   	185.91	DCR|3VULN|1DMG|1CDMG|1AAC|1ZMB	1AAC|2RCVC|3BEXP|4DMG|5CDMG|68aVULN|7ZMB|9RCR
183	13551 51323	   	185.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AME|2AART|3LHND|4DMG|5CDMG|6ZMB|7VULN|8BELT|9ASPD|aRCR
184	34213 34241	   	185.89	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1FEWX|28VULN|3DMG|4RCR|5DUST|6CDMG|7AART|9ZMB|aASPD
185	34622 33531	   	185.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2VULN|3BEXP|4CDMG|5LWND|6aAART|7RCR|8DUR|9DMG
186	32341 15433	   	185.84	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|35RCVC|4AART|6VULN|7RCR|8CDMG|9DMG|aDUR
187	35531 23114	   	185.82	DCR|2VULN|2DMG|1ASPD|1DUR	17FEWX|27DMG|34VULN|5BEXP|67DUST|7BPWR|8RCR|9DUR|aASPD
188	35532 23114	   	185.82	DCR|2VULN|2DMG|1ASPD|1DUR	17FEWX|27DMG|34VULN|5LHND|67DUST|7BPWR|8RCR|9DUR|aASPD
189	32551 43212	   	185.72	DCR|2VULN|1AART|1ASPD|2DUR|1ZMB	17FEWX|2ZMB|37VULN|4ASPD|5CGEN|67DUR|7BPWR|8BELT|9RCR|aAART
190	13114 15151	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	1AME|2AART|3BEXP|45LHND|6aVULN|7RCR|8DMG|9ASPD
191	13513 15151	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	1AME|2AART|34LHND|5LWND|6aVULN|7RCR|8DMG|9ASPD
192	13651 31124	 * 	185.69	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AME|2AART|3DUR|48DMG|5CDMG|6RCR|7RPLT|9CGEN|aASPD
193	13651 31231	   	185.69	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AME|2AART|3DUR|4aDMG|5CDMG|6RCR|7RPLT|8ASPD|9LWND
194	13651 32431	   	185.69	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AME|2AART|3DUR|49DMG|5CDMG|6RCR|7LWND|8BEXP|aASPD
195	13551 32531	   	185.69	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AME|2AART|3LHND|49DMG|5CDMG|6RCR|7LWND|8DUR|aASPD
196	13212 41256	   	185.63	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1AME|27AART|3LIT|4DUST|5ZMB|6DMG|8VULN|9ASPD|aRCR
197	16321 45333	   	185.59	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|28aVULN|3RCVC|4DMG|5CDMG|6FEWX|7ZMB|9RCR
198	16321 54133	   	185.59	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|26aVULN|3RCVC|4DMG|5CDMG|7ZMB|8FEWX|9RCR
199	16321 54233	   	185.59	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|26aVULN|3RCVC|4DMG|5CDMG|7ZMB|8LHND|9RCR
200	16321 54333	   	185.59	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|26aVULN|3RCVC|4DMG|5CDMG|7ZMB|8LWND|9RCR
201	16321 64333	   	185.59	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|28aVULN|3RCVC|4DMG|5CDMG|6ZMB|7BEXP|9RCR
202	16323 44133	   	185.59	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|25aVULN|3RCVC|4DMG|6CDMG|7ZMB|8FEWX|9RCR
203	16323 44233	   	185.59	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|25aVULN|3RCVC|4DMG|6CDMG|7ZMB|8LHND|9RCR
204	16323 44333	   	185.59	DCR|3VULN|1DMG|1CDMG|1ZMB	1AME|25aVULN|3RCVC|4DMG|6CDMG|7ZMB|8LWND|9RCR
205	42321 52133	   	185.59	DCR|3VULN|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3RCVC|4DMG|5CDMG|67aVULN|8MLV|9RCR
206	42321 53333	   	185.59	DCR|3VULN|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3RCVC|4DMG|5CDMG|68aVULN|7RMIN|9RCR
207	42362 52133	   	185.59	DCR|3VULN|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3RCVC|4CDMG|5DMG|67aVULN|8MLV|9RCR
208	42362 53333	   	185.59	DCR|3VULN|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3RCVC|4CDMG|5DMG|68aVULN|7RMIN|9RCR
209	13651 31114	   	185.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AME|2AART|3DUR|48DMG|5CDMG|6RCR|7RPLT|9TLV|aASPD
210	13651 32631	   	185.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AME|2AART|3DUR|49DMG|5CDMG|6RCR|7LWND|8LEGI|aASPD
211	13651 33631	   	185.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AME|2AART|3DUR|49DMG|5CDMG|6RCR|7DUST|8LHND|aASPD
212	13551 33531	   	185.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1AME|2AART|3LHND|49DMG|5CDMG|6RCR|7DUST|8DUR|aASPD
213	16521 63133	   	185.49	DCR|3VULN|1DMG|1CDMG|2ZMB	1AME|23aVULN|4DMG|5CDMG|67ZMB|8FEWX|9RCR
214	16521 63233	   	185.49	DCR|3VULN|1DMG|1CDMG|2ZMB	1AME|23aVULN|4DMG|5CDMG|67ZMB|8LHND|9RCR
215	16521 63333	   	185.49	DCR|3VULN|1DMG|1CDMG|2ZMB	1AME|23aVULN|4DMG|5CDMG|67ZMB|8LWND|9RCR
216	43321 55333	   	185.49	DCR|3VULN|1DMG|1CDMG|1AAC|1ZMB	1LWND|2AAC|3RCVC|4DMG|5CDMG|68aVULN|7ZMB|9RCR
217	33435 25123	   	185.36	DCR|2VULN|2DMG|1AART|1AAC	1aFEWX|2AAC|3LHND|4aVULN|5AART|6RCVC|7RCR|8aDMG|9RMIN|aBPWR
218	43235 25123	   	185.36	DCR|2VULN|2DMG|1AART|1AAC	1aLWND|2AAC|3LHND|4aVULN|5AART|6RCVC|7RCR|8aDMG|9RMIN|aBPWR
219	16521 21311	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	1AME|23VULN|4DMG|56CDMG|7BEXP|8AART|9RCR|aRMIN
220	16521 21312	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	1AME|23VULN|4DMG|56CDMG|7BEXP|8AART|9RCR|aLWND
221	16521 21315	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	1AME|23VULN|4DMG|56CDMG|7BEXP|8AART|9RCR|aCGEN
222	16521 21316	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	1AME|23VULN|4DMG|56CDMG|7aBEXP|8AART|9RCR
223	16521 26211	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	1AME|23VULN|4DMG|56CDMG|7AART|8BEXP|9RCR|aRMIN
224	16521 26212	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	1AME|23VULN|4DMG|56CDMG|7AART|8BEXP|9RCR|aLWND
225	16551 21311	   	185.32	DCR|2VULN|1AART|2CDMG|1ASPD	1AME|23VULN|4ASPD|56CDMG|7BEXP|8AART|9RCR|aRMIN
226	16551 21312	   	185.32	DCR|2VULN|1AART|2CDMG|1ASPD	1AME|23VULN|4ASPD|56CDMG|7BEXP|8AART|9RCR|aLWND
227	16321 42522	   	185.32	DCR|2VULN|2DMG|1CDMG|1DUR	1AME|27VULN|3RCVC|4aDMG|5CDMG|6FEWX|8RCR|9DUR
228	42532 42113	   	185.29	DCR|3VULN|1AART|2DUR|1ZMB	1LWND|2ZMB|347VULN|5LHND|69DUR|8RCR|aAART
229	32341 15423	   	185.28	DCR|2VULN|1AART|2CDMG|1ZMB	1FEWX|2ZMB|35RCVC|4AART|69VULN|7RCR|8aCDMG
230	16521 21314	   	185.22	DCR|2VULN|1AART|2CDMG|1DMG	1AME|23VULN|4DMG|56CDMG|7BEXP|8AART|9RCR|aMBVNT
231	16521 23311	   	185.22	DCR|2VULN|1AART|2CDMG|1DMG	1AME|23VULN|4DMG|56CDMG|7DUST|8AART|9RCR|aRMIN
232	16521 23312	   	185.22	DCR|2VULN|1AART|2CDMG|1DMG	1AME|23VULN|4DMG|56CDMG|7DUST|8AART|9RCR|aLWND
233	16521 23315	   	185.22	DCR|2VULN|1AART|2CDMG|1DMG	1AME|23VULN|4DMG|56CDMG|7DUST|8AART|9RCR|aCGEN
234	16521 23316	   	185.22	DCR|2VULN|1AART|2CDMG|1DMG	1AME|23VULN|4DMG|56CDMG|7DUST|8AART|9RCR|aBEXP
235	16551 23311	   	185.22	DCR|2VULN|1AART|2CDMG|1ASPD	1AME|23VULN|4ASPD|56CDMG|7DUST|8AART|9RCR|aRMIN
236	16551 23312	   	185.22	DCR|2VULN|1AART|2CDMG|1ASPD	1AME|23VULN|4ASPD|56CDMG|7DUST|8AART|9RCR|aLWND
237	16521 23314	   	185.12	DCR|2VULN|1AART|2CDMG|1DMG	1AME|23VULN|4DMG|56CDMG|7DUST|8AART|9RCR|aMBVNT
238	16323 13364	   	185.01	DCR|2VULN|1AART|1ASPD|1DMG	167AME|25VULN|3RCVC|4DMG|8AART|9RCR|aASPD
239	34231 43622	   	184.93	DCR|3VULN|2DMG|2DUR	17FEWX|247VULN|38DMG|5BEXP|67DUR|7BPWR|9TSLFST|aRCR
240	16323 21164	   	184.91	DCR|2VULN|1AART|1ASPD|1DMG	1AME|25VULN|3RCVC|4DMG|6DUST|7FEWX|8AART|9RCR|aASPD
241	31343 13164	   	184.91	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2TLV|3RCVC|4AART|5LWND|68VULN|7DMG|9RCR|aASPD
242	34216 13224	 * 	184.80	ACR|3VULN|2DMG|1ASPD|2ZMB	17FEWX|279VULN|3aDMG|4RCR|5ASPD|67ZMB|7BPWR|8AME
243	34121 26331	   	184.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1FEWX|25VULN|3LWND|4CDMG|6DMG|7MLV|8ZMB|9RCR|aASPD
244	44221 26331	   	184.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1LWND|25VULN|3FEWX|4CDMG|6DMG|7MLV|8ZMB|9RCR|aASPD
245	34253 23116	   	184.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	17FEWX|27VULN|3DMG|4ASPD|5RMIN|67DUST|7BPWR|8RCR|9DUR|aCDMG
246	34254 32132	 * 	184.48	DCR|2VULN|1MDPS|2ASPD|1DMG|1ZMB	15FEWX|2aVULN|3DMG|45ASPD|5BPWR|6LIT|7MDPS|8RCR|9ZMB
247	44321 26331	   	184.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1LWND|25VULN|3DUST|4CDMG|6DMG|7MLV|8ZMB|9RCR|aASPD
248	43343 21233	   	184.31	DCR|2DMG|1VULN|1AART|1CDMG|1AAC	15LWND|2AAC|3RCVC|4AART|6RCR|7VULN|8CDMG|9aDMG
249	13415 25121	 * 	184.21	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG	15AME|27AART|3CDMG|4RMIN|6RCR|8ASPD|9VULN|aMDPS
250	13444 31211	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	1AME|26AART|3CDMG|47VULN|5DUR|8RCR|9LHND|aFEWX
251	13444 32222	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	17AME|26AART|3CDMG|49VULN|5DUR|8RCR|aBEXP
252	13444 32223	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	17AME|26AART|3CDMG|49VULN|5DUR|8RCR|aAELBLL
253	13444 33222	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	1AME|26AART|3CDMG|49VULN|5DUR|7DMSP|8RCR|aBEXP
254	13444 33223	   	184.21	DCR|2VULN|2AART|1CDMG|1DUR	1AME|26AART|3CDMG|49VULN|5DUR|7DMSP|8RCR|aAELBLL
255	13622 56222	   	184.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AME|2AART|3DUR|4DLOT|5DMG|69VULN|7RCR|8CGEN|aZMB
256	13651 31223	   	184.17	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1AME|2aAART|3DUR|4DMG|5CDMG|6RCR|7RPLT|8ASPD|9RMIN
257	13366 21236	 * 	184.11	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG	1AME|24AART|3ERES|5CGEN|6RCR|7VULN|8CDMG|9DMG|aMDPS
258	13444 31212	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1AME|26AART|3CDMG|47VULN|5DUR|8RCR|9LHND|aLEGI
259	21266 21632	   	184.09	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1MDPS|2LHND|3DMG|49VULN|5DUR|6AART|7LIT|8CDMG|aRCR
260	13651 31216	   	184.07	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1AME|2aAART|3DUR|4DMG|5CDMG|6RCR|7RPLT|8ASPD|9ERES
261	13433 31431	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1AME|26AART|3CDMG|4FEWX|5DUR|7VULN|8RCR|9CGEN|aASPD
262	13444 32213	   	183.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	17AME|26AART|3CDMG|4VULN|5DUR|8RCR|9LHND|aDMG
263	13444 32231	   	183.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	17AME|26AART|3CDMG|4VULN|5DUR|8RCR|9DMG|aRMIN
264	13444 32232	   	183.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	17AME|26AART|3CDMG|4VULN|5DUR|8RCR|9DMG|aLWND
265	13444 33213	   	183.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1AME|26AART|3CDMG|4VULN|5DUR|7DMSP|8RCR|9LHND|aDMG
266	13444 33231	   	183.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1AME|26AART|3CDMG|4VULN|5DUR|7DMSP|8RCR|9DMG|aRMIN
267	13444 33232	   	183.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1AME|26AART|3CDMG|4VULN|5DUR|7DMSP|8RCR|9DMG|aLWND
268	13524 31431	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1AME|26AART|3LHND|4CDMG|5DUR|7VULN|8RCR|9CGEN|aASPD
269	13524 34223	   	183.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1AME|26AART|37LHND|4CDMG|5DUR|8RCR|9VULN|aDMG
270	13525 13233	   	183.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1AME|27AART|35LHND|4CDMG|6VULN|8RCR|9DMG|aDUR
271	34216 23413	 * 	183.89	ACR|2VULN|2DMG|2ASPD|1CDMG	167FEWX|29VULN|39DMG|4RCR|59ASPD|8RMIN|9BPWR|aCDMG
272	13552 23123	 * 	183.80	DCR|3DMG|2AART|3DUR	179AME|28AART|3LHND|479DMG|579DUR|6RMIN|79BPWR|aRCR
273	13651 32323	   	183.77	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1AME|2AART|3DUR|4DMG|5CDMG|6RCR|7LWND|8ZMB|9VULN|aAAC
274	36351 21521	   	183.70	DCR|2VULN|1AART|1ASPD|1DMG	13FEWX|2RPLT|45VULN|6DMG|7AME|8RCR|9AART|aASPD
275	16131 21521	   	183.60	DCR|2VULN|1AART|1DMG|1ASPD	1AME|25VULN|3ERES|4RPLT|6DMG|7MLV|8RCR|9AART|aASPD
276	34253 23162	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	17FEWX|27VULN|3DMG|4ASPD|5RMIN|679DUST|7BPWR|8RCR|aAART
277	21261 23152	   	183.60	DCR|2VULN|2DMG|1MDPS|1ASPD|1ZMB|1SELL	1MDPS|2LHND|35DMG|45VULN|5BPWR|6FEWX|7ASPD|8ZMB|9SELL|aRCR
278	13551 31221	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AME|2AART|3LHND|4DMG|5CDMG|6RCR|7RPLT|8ASPD|9RMIN|aVULN
279	13412 21151	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AME|2AART|3CDMG|4RMIN|5FEWX|6RCR|7RPLT|8DMG|9ASPD|aVULN
280	45341 21244	   	183.57	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2DMG|35RCVC|4AART|6RCR|7aVULN|8MBVNT|9ZMB
281	34121 21432	   	183.54	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1FEWX|25VULN|3LWND|4CDMG|6DMG|7AME|8ASPD|9RCR|aMDPS
282	34121 26432	   	183.54	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1FEWX|25VULN|3LWND|4CDMG|6DMG|7MLV|8ASPD|9RCR|aMDPS
283	34621 21432	   	183.54	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1FEWX|25VULN|3BEXP|4CDMG|6DMG|7AME|8ASPD|9RCR|aMDPS
284	44221 21432	   	183.54	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1LWND|25VULN|3FEWX|4CDMG|6DMG|7AME|8ASPD|9RCR|aMDPS
285	34232 36332	   	183.47	DCR|3VULN|1AART|1DMG	1FEWX|248VULN|3DMG|5LHND|6MULARM|7RCR|9AART|aCGEN
286	34232 36334	   	183.47	DCR|3VULN|1AART|1DMG	1FEWX|248VULN|3DMG|5LHND|6MULARM|7RCR|9AART|aLWND
287	35532 36332	   	183.47	DCR|3VULN|1AART|1DMG	1FEWX|2DMG|348VULN|5LHND|6MULARM|7RCR|9AART|aCGEN
288	13432 21151	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AME|2AART|3CDMG|4FEWX|5ERES|6RCR|7RPLT|8DMG|9ASPD|aVULN
289	13462 21151	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AME|2AART|3CDMG|4TLV|5FEWX|6RCR|7RPLT|8DMG|9ASPD|aVULN
290	13551 31211	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AME|2AART|3LHND|4DMG|5CDMG|6RCR|7RPLT|8ASPD|9ERES|aVULN
291	34321 21432	   	183.44	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1FEWX|25VULN|3DUST|4CDMG|6DMG|7AME|8ASPD|9RCR|aMDPS
292	44321 21432	   	183.44	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1LWND|25VULN|3DUST|4CDMG|6DMG|7AME|8ASPD|9RCR|aMDPS
293	13651 11161	   	183.40	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1AME|2AART|3DUR|48DMG|5CDMG|6FEWX|7RPLT|9RCR|aVULN
294	13651 21161	   	183.40	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1AME|2AART|3DUR|48DMG|5CDMG|6BEXP|7RPLT|9RCR|aVULN
295	34232 36333	   	183.37	DCR|3VULN|1AART|1DMG	1FEWX|248VULN|3DMG|5LHND|6MULARM|7RCR|9AART|aERES
296	34232 36335	   	183.37	DCR|3VULN|1AART|1DMG	1FEWX|248VULN|3DMG|5LHND|6MULARM|7RCR|9AART|aMBVNT
297	35532 36333	   	183.37	DCR|3VULN|1AART|1DMG	1FEWX|2DMG|348VULN|5LHND|6MULARM|7RCR|9AART|aERES
298	34233 12432	   	183.34	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1AAC	1FEWX|24VULN|3DMG|5DUST|6AAC|7CDMG|8ASPD|9RCR|aMDPS
299	35533 12432	   	183.34	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1AAC	1FEWX|2DMG|34VULN|5DUST|6AAC|7CDMG|8ASPD|9RCR|aMDPS
300	32341 25151	 * 	183.25	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2ZMB|35RCVC|4AART|6RCR|7MDPS|8DMG|9ASPD|aVULN
301	35232 36336	   	183.23	DCR|2VULN|2DMG|1AART	1FEWX|2aDMG|35LWND|48VULN|6MULARM|7RCR|9AART
302	35331 43112	   	182.96	DCR|2DMG|1VULN|1AART|3DUR	17FEWX|27DMG|3RCVC|4VULN|5BEXP|679DUR|7BPWR|8RCR|aAART
303	34212 23314	 * 	182.89	ACR|4VULN|3DMG	167FEWX|289aVULN|379DMG|4RCR|579LWND|79BPWR
304	34212 23316	   	182.89	ACR|4VULN|3DMG	167FEWX|289aVULN|379DMG|4RCR|579LWND|79aBPWR
305	35333 43112	   	182.86	DCR|2DMG|1VULN|1AART|3DUR	17FEWX|27DMG|3RCVC|4VULN|5DUST|679DUR|7BPWR|8RCR|aAART
306	21261 51142	 * 	182.83	DCR|2VULN|2DMG|1MDPS|1AART	1MDPS|26LHND|35DMG|45VULN|5BPWR|7RCVC|8RCR|9BELT|aAART
307	34212 34226	 * 	182.79	ACR|3VULN|1MDPS|1AART|1DMG|1CDMG	1FEWX|289VULN|3DMG|4RCR|5LWND|6CDMG|7AART|aMDPS
308	13263 45122	   	182.77	DCR|2VULN|1AART|1ASPD|1CDMG	1AME|2AART|3LIT|4RCVC|5CDMG|6BEXP|79VULN|8RCR|aASPD
309	32323 13665	 * 	182.70	DCR|3DMG|2VULN|1ZMB|1SELL	167FEWX|2ZMB|3RCVC|478DMG|57VULN|7BPWR|9SELL|aRCR
310	31323 13161	   	182.64	DCR|2VULN|2DMG|1AART	167FEWX|2TLV|3RCVC|47DMG|57VULN|7BPWR|8AART|9RCR|aLHND
311	34213 23314	   	182.59	ACR|4VULN|3DMG	167FEWX|289aVULN|379DMG|4RCR|579DUST|79BPWR
312	34213 23316	   	182.59	ACR|4VULN|3DMG	167FEWX|289aVULN|379DMG|4RCR|579DUST|79aBPWR
313	33551 21223	   	182.55	DCR|3ASPD|1AART|1VULN|1CDMG|1AAC	1FEWX|2AAC|3VULN|467ASPD|5CGEN|8CDMG|9AART|aRCR
314	34551 21223	   	182.55	DCR|3ASPD|1AART|1VULN|1CDMG|1AAC	1FEWX|2VULN|3AAC|467ASPD|5CGEN|8CDMG|9AART|aRCR
315	43551 21223	   	182.55	DCR|3ASPD|1VULN|1AART|1CDMG|1AAC	1LWND|2AAC|3VULN|467ASPD|5CGEN|8CDMG|9AART|aRCR
316	65111 21223	   	182.55	DCR|3ASPD|1AART|1VULN|1CDMG|1AAC	1AAC|267ASPD|3CGEN|4VULN|5FEWX|8CDMG|9AART|aRCR
317	65112 21223	   	182.55	DCR|3ASPD|1AART|1VULN|1CDMG|1AAC	1AAC|267ASPD|3CGEN|4VULN|5LHND|8CDMG|9AART|aRCR
318	65115 21223	   	182.55	DCR|3ASPD|1VULN|1AART|1CDMG|1AAC	1AAC|267ASPD|3CGEN|4VULN|5LWND|8CDMG|9AART|aRCR
319	65253 21223	   	182.55	DCR|3ASPD|1AART|1VULN|1CDMG|1AAC	1AAC|247ASPD|3FEWX|5VULN|6CGEN|8CDMG|9AART|aRCR
320	34212 34236	 * 	182.54	ACR|2VULN|2DMG|1MDPS|1AART|1CDMG	1FEWX|28VULN|39DMG|4RCR|5LWND|6CDMG|7AART|aMDPS
321	13453 33532	   	182.51	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1SPLREG	1AME|2AART|3CDMG|4RPLT|5SPLREG|6VULN|7DMG|8ASPD|9LIT|aRCR
322	65113 21223	   	182.45	DCR|3ASPD|1AART|1VULN|1CDMG|1AAC	1AAC|267ASPD|3CGEN|4VULN|5DUST|8CDMG|9AART|aRCR
323	65361 21223	   	182.45	DCR|3ASPD|1AART|1VULN|1CDMG|1AAC	1AAC|267ASPD|3DUST|4VULN|5CGEN|8CDMG|9AART|aRCR
324	34253 23114	   	182.45	DCR|2VULN|2ASPD|1DMG|1DUR	17FEWX|27VULN|3DMG|4aASPD|5RMIN|67DUST|7BPWR|8RCR|9DUR
325	13443 51231	   	182.35	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3CDMG|47VULN|5RCVC|6LWND|8RCR|9DMG|aRMIN
326	13443 51232	   	182.35	DCR|2VULN|1AART|1DMG|1CDMG	1AME|2AART|3CDMG|47VULN|5RCVC|6aLWND|8RCR|9DMG
