0	Index      	Bounty	 *	Score 	Summary	Detail	
1	36263 33312	10	 * 	275.54	DCR|4VULN|3TLV|3CDMG|1DMG	19aTLV|2LWND|389aVULN|4DMG|5ERES|69aCDMG|7RCR|9aBPWR
168	33233 11365	10	   	251.86	DCR|3VULN|2TLV|3ASPD|1DMG	13TLV|235ASPD|3BPWR|47aVULN|6DMG|8ERES|9RCR
169	33233 11366	9	   	251.86	DCR|3VULN|2TLV|3ASPD|1DMG	13TLV|235ASPD|3BPWR|47aVULN|6DMG|8ERES|9RCR
170	33233 11555	9	   	251.86	DCR|3VULN|2TLV|3ASPD|1DMG	13TLV|235ASPD|3BPWR|478VULN|6DMG|9ERES|aRCR
171	52312 13345	5	   	251.66	DCR|3DMG|1VULN|2TLV|2DUR|1CDMG	1RCVC|249DMG|39TLV|5FEWX|6RCR|7CDMG|89DUR|9BPWR|aVULN
172	52312 13345	4	   	251.66	DCR|3DMG|1VULN|2TLV|2DUR|1CDMG	1RCVC|249DMG|39TLV|5FEWX|6RCR|7CDMG|89DUR|9BPWR|aVULN
173	52313 16236	4	   	251.66	DCR|3DMG|1VULN|2TLV|2DUR|1CDMG	19RCVC|247DMG|37TLV|57DUR|6RCR|7BPWR|8VULN|aCDMG
174	52313 16261	4	   	251.66	DCR|3DMG|1VULN|2TLV|2DUR|1CDMG	1RCVC|247DMG|37TLV|57DUR|6RCR|7BPWR|8VULN|9CDMG|aRMIN
175	52313 16263	4	   	251.56	DCR|3DMG|1VULN|2TLV|2DUR|1CDMG	1RCVC|247DMG|37TLV|57DUR|6RCR|7BPWR|8VULN|9CDMG|aDUST
176	23231 36362	10	 * 	251.36	DCR|2VULN|3DUR|2TLV|3ASPD	137ERES|23aASPD|37aBPWR|47VULN|5DMSP|67aDUR|8aTLV|9RCR
177	36263 33323	9	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	1TLV|2LWND|38aVULN|49DMG|5ERES|6CDMG|7RCR
178	36263 33343	8	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	1TLV|2LWND|38aVULN|49DMG|5ERES|6CDMG|7RCR
179	52313 13623	4	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1RCVC|24DMG|3TLV|5DUR|6RCR|7CDMG|8LIT|9aVULN
180	22213 66362	10	   	251.26	DCR|2VULN|3DUR|2TLV|3ASPD	147ERES|25aDUR|37VULN|67aASPD|7aBPWR|8aTLV|9RCR
181	52311 11533	4	 * 	251.24	DCR|3DMG|3DUR|1VULN|2TLV	1RCVC|24aDMG|3aTLV|5VULN|6RCR|7LHND|89aDUR|aBPWR
182	52311 16533	4	   	251.24	DCR|3DMG|3DUR|1VULN|2TLV	1RCVC|24aDMG|3aTLV|5VULN|6RCR|7LWND|89aDUR|aBPWR
183	52311 22513	4	   	251.14	DCR|3DMG|3DUR|1VULN|2TLV	1RCVC|24aDMG|3aTLV|5VULN|6DUST|7RCR|89aDUR|aBPWR
184	32461 34311	6	   	251.12	DCR|2VULN|3DUR|1TLV|1CDMG|1AART	1TLV|239DUR|4LIT|5CDMG|6AART|7RCR|8aVULN
185	33212 56343	6	   	251.08	DCR|2VULN|2DMG|2TLV|2ASPD|1CDMG	13TLV|23ASPD|3BPWR|49DMG|5FEWX|6RCR|7CDMG|8aVULN
186	32146 12231	2	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|25DUR|34aVULN|6DMG|7RCR|8CGEN|9RCVC
187	32146 12262	2	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|25DUR|349VULN|6DMG|7RCR|8CGEN|aBEXP
188	32146 12263	2	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|25DUR|349VULN|6DMG|7RCR|8CGEN|aFEWX
189	32146 12335	2	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|25DUR|34aVULN|6DMG|7RCR|8RPLT|9RCVC
190	32146 12631	2	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|25DUR|34aVULN|6DMG|7RCR|8MLV|9RCVC
191	32246 12231	3	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|25DUR|34aVULN|6DMG|7RCR|8CGEN|9RCVC
192	32246 12262	3	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|25DUR|349VULN|6DMG|7RCR|8CGEN|aBEXP
193	32246 12263	3	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|25DUR|349VULN|6DMG|7RCR|8CGEN|aFEWX
194	32246 12335	3	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|25DUR|34aVULN|6DMG|7RCR|8RPLT|9RCVC
195	32246 12631	3	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|25DUR|34aVULN|6DMG|7RCR|8MLV|9RCVC
196	54112 41331	2	   	251.04	DCR|3VULN|2DUR|1TLV|3LIT	1RCVC|237LIT|37BPWR|47DUR|567VULN|8RCR|9TLV|aFEWX
197	54112 41333	2	   	251.04	DCR|3VULN|2DUR|1TLV|3LIT	1RCVC|237LIT|37BPWR|47DUR|567VULN|8RCR|9TLV|aLHND
198	54232 41331	2	   	251.04	DCR|3VULN|2DUR|1TLV|3LIT	1RCVC|247LIT|37DUR|567VULN|7BPWR|8RCR|9TLV|aFEWX
199	54232 41333	2	   	251.04	DCR|3VULN|2DUR|1TLV|3LIT	1RCVC|247LIT|37DUR|567VULN|7BPWR|8RCR|9TLV|aLHND
200	32336 26221	2	   	250.95	DCR|2VULN|3DUR|2TLV|2LIT	17TLV|235DUR|47VULN|67LIT|7BPWR|8RMIN|9RCR|aASPD
201	32436 26221	3	   	250.95	DCR|2VULN|3DUR|2TLV|2LIT	17TLV|235DUR|47VULN|67LIT|7BPWR|8RMIN|9RCR|aASPD
202	42232 41333	1	   	250.71	DCR|4VULN|1TLV|3LIT|1AART	17DUST|247LIT|3567VULN|7BPWR|8RCR|9TLV|aAART
203	33115 13113	4	   	250.67	DCR|2VULN|3TLV|2DUR|1DMG|2ASPD	18aTLV|2aASPD|39DUR|4RMIN|5DMG|6RCR|7aVULN|aBPWR
204	33231 53326	10	   	249.74	DCR|2VULN|2TLV|1DMG|2ASPD|1DUR|1CDMG	13TLV|23ASPD|3BPWR|49VULN|5DMSP|6RCR|7DUR|8DMG|aCDMG
205	31632 14362	3	   	249.73	DCR|4VULN|3TLV|2CDMG	178TLV|278FEWX|369CGEN|49CDMG|5789VULN|789BPWR|aRCR
206	31632 34362	3	   	249.73	DCR|4VULN|3TLV|2CDMG	178TLV|278FEWX|39CGEN|49CDMG|5789VULN|6DMSP|789BPWR|aRCR
207	13211 33651	8	   	249.66	DCR|4VULN|1TLV|2CDMG	19LHND|2589VULN|3BEXP|4ASPD|69CDMG|7RCR|9BPWR|aTLV
208	32146 13212	2	   	249.66	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1TLV|25DUR|34VULN|6DMG|7AART|8RCR|9CDMG|aMLV
209	32146 13214	2	   	249.66	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1TLV|25DUR|34VULN|6DMG|7AART|8RCR|9CDMG|aLHND
210	32146 13215	2	   	249.66	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1TLV|25DUR|34VULN|6DMG|7AART|8RCR|9CDMG|aRPLT
211	32246 13212	3	   	249.66	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1TLV|25DUR|34VULN|6DMG|7AART|8RCR|9CDMG|aMLV
212	32246 13214	3	   	249.66	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1TLV|25DUR|34VULN|6DMG|7AART|8RCR|9CDMG|aLHND
213	32246 13215	3	   	249.66	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1TLV|25DUR|34VULN|6DMG|7AART|8RCR|9CDMG|aRPLT
214	13311 33651	8	   	249.56	DCR|4VULN|1TLV|2CDMG	19LHND|2589VULN|3DUST|4ASPD|69CDMG|7RCR|9BPWR|aTLV
215	33635 13261	2	   	249.56	DCR|4VULN|1TLV|1DMG	1TLV|2ASPD|3ZMB|479aVULN|5DMG|6RCR|8CGEN
216	33625 12261	2	   	249.56	DCR|4VULN|1TLV|1DMG	1TLV|2ASPD|3ZMB|4RMIN|589aVULN|6RCR|7DMG
217	36633 12261	1	   	249.56	DCR|4VULN|1TLV|1DMG	1TLV|2MLV|3ZMB|489aVULN|5ASPD|6RCR|7DMG
218	32146 13211	2	   	249.56	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1TLV|25DUR|34VULN|6DMG|7AART|8RCR|9CDMG|aDUST
219	32146 13224	2	   	249.56	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1TLV|25DUR|34VULN|6DMG|7AART|8RCR|9BBNT|aCDMG
220	32246 13211	3	   	249.56	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1TLV|25DUR|34VULN|6DMG|7AART|8RCR|9CDMG|aDUST
221	32246 13224	3	   	249.56	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	1TLV|25DUR|34VULN|6DMG|7AART|8RCR|9BBNT|aCDMG
222	33335 12261	3	   	249.46	DCR|4VULN|1TLV|1DMG|1NUKE	1TLV|2ASPD|3CGEN|489aVULN|5DMG|6RCR|7NUKE
223	33535 13261	2	   	249.46	DCR|4VULN|1TLV|1DMG	1TLV|2ASPD|3ERES|479aVULN|5DMG|6RCR|8CGEN
224	33635 12261	2	   	249.46	DCR|4VULN|1TLV|1DMG|1NUKE	1TLV|2ASPD|3ZMB|489aVULN|5DMG|6RCR|7NUKE
225	33535 12261	2	   	249.36	DCR|4VULN|1TLV|1DMG|1NUKE	1TLV|2ASPD|3ERES|489aVULN|5DMG|6RCR|7NUKE
226	32461 23224	8	   	249.26	DCR|3DUR|1VULN|2DMG|1TLV|1CDMG	1TLV|236DUR|4LIT|5CDMG|7VULN|89DMG|aRCR
227	32146 13261	2	   	249.23	DCR|2VULN|3DUR|1TLV|1DMG|1AART	1TLV|259DUR|34VULN|6DMG|7AART|8RCR|aCGEN
228	32246 13261	3	   	249.23	DCR|2VULN|3DUR|1TLV|1DMG|1AART	1TLV|259DUR|34VULN|6DMG|7AART|8RCR|aCGEN
229	32152 22245	2	   	249.21	DCR|2VULN|2DMG|1TLV|2CDMG|1DUR	1TLV|2DUR|3aVULN|48CDMG|5DUST|69DMG|7RCR
230	32252 22245	3	   	249.21	DCR|2VULN|2DMG|1TLV|2CDMG|1DUR	1TLV|2DUR|3aVULN|48CDMG|5DUST|69DMG|7RCR
231	32146 13225	2	   	249.13	DCR|2VULN|3DUR|1TLV|1DMG|1AART	1TLV|25aDUR|34VULN|6DMG|7AART|8RCR|9BBNT
232	32146 13263	2	   	249.13	DCR|2VULN|3DUR|1TLV|1DMG|1AART	1TLV|259DUR|34VULN|6DMG|7AART|8RCR|aMBVNT
233	32223 51261	4	   	249.13	DCR|2VULN|3DUR|1TLV|1DMG|1AART	1TLV|259DUR|3aVULN|4DUST|6DMG|7AART|8RCR
234	32246 13225	3	   	249.13	DCR|2VULN|3DUR|1TLV|1DMG|1AART	1TLV|25aDUR|34VULN|6DMG|7AART|8RCR|9BBNT
235	32246 13263	3	   	249.13	DCR|2VULN|3DUR|1TLV|1DMG|1AART	1TLV|259DUR|34VULN|6DMG|7AART|8RCR|aMBVNT
236	32335 61261	2	   	249.13	DCR|2VULN|3DUR|1TLV|1DMG|1AART	1TLV|239DUR|4aVULN|5DMG|6DUST|7AART|8RCR
237	52133 13355	3	 * 	248.99	DCR|4VULN|2DMG|2ASPD	1RCVC|29DMG|3LHND|479aVULN|59ASPD|6RCR|8RPLT|9BPWR
238	52233 13355	2	   	248.99	DCR|4VULN|2DMG|2ASPD	1RCVC|29DMG|3LWND|479aVULN|59ASPD|6RCR|8RPLT|9BPWR
239	31323 61553	1	   	248.91	DCR|3VULN|2TLV|2DUR|1AART	19TLV|27BEXP|39DUR|4AART|5BELT|6RCR|89aVULN|9BPWR
240	31323 63156	1	   	248.91	DCR|3VULN|2TLV|2DUR|1AART	19TLV|2BEXP|39DUR|4AART|5BELT|6RCR|789VULN|9BPWR|aLWND
241	31323 63151	1	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	19TLV|2BEXP|39DUR|4AART|5BELT|6RCR|789VULN|9BPWR|aTBNT
242	31323 63154	1	   	248.81	DCR|3VULN|2TLV|2DUR|1AART	19TLV|2BEXP|39DUR|4AART|5BELT|6RCR|789VULN|9BPWR|aDUST
243	52311 43452	4	   	248.71	DCR|2VULN|3DMG|1TLV|2CDMG|1NUKE	1RCVC|248DMG|3TLV|58VULN|6MBVNT|78CDMG|8BPWR|9NUKE|aRCR
244	22213 12653	6	   	248.61	DCR|3VULN|2TLV|2DUR|1AART	148ERES|25DUR|389VULN|68TLV|7RCR|8BPWR|aAART
245	36263 33312	9	   	248.35	DCR|3VULN|2TLV|1DMG|2CDMG	19TLV|2LWND|389VULN|4DMG|5ERES|69CDMG|7RCR|9BPWR|aFEWX
246	36263 33313	10	   	248.35	DCR|3VULN|2TLV|2CDMG|1DMG	19TLV|2LWND|389VULN|4DMG|5ERES|69CDMG|7RCR|9BPWR|aCGEN
247	36263 33314	10	   	248.35	DCR|3VULN|2TLV|2CDMG|1DMG	19TLV|2LWND|389VULN|4DMG|5ERES|69CDMG|7RCR|9BPWR|aRPLT
248	36263 33314	9	   	248.35	DCR|3VULN|2TLV|2CDMG|1DMG	19TLV|2LWND|389VULN|4DMG|5ERES|69CDMG|7RCR|9BPWR|aBELT
249	36263 33316	10	   	248.35	DCR|3VULN|2TLV|2CDMG|1DMG	19TLV|2LWND|389VULN|4DMG|5ERES|69CDMG|7RCR|9BPWR|aZMB
250	36263 33612	7	   	248.35	DCR|3VULN|2TLV|1DMG|2CDMG	18TLV|2LWND|389VULN|4DMG|5ERES|68CDMG|7RCR|8BPWR|aFEWX
251	33143 16613	9	   	248.25	DCR|3VULN|2TLV|3ASPD|1DUR	19TLV|249ASPD|3DUR|5CGEN|689VULN|7RPLT|9BPWR|aRCR
252	33233 51165	7	   	248.25	DCR|3VULN|3TLV|3ASPD|1DUR	137TLV|235ASPD|37BPWR|478VULN|67FEWX|9DUR|aRCR
253	36263 33213	9	   	248.25	DCR|3VULN|2TLV|2CDMG|1DMG	19TLV|2LWND|39aVULN|4DMG|58ERES|69CDMG|7RCR|9BPWR
254	36263 33232	10	   	248.25	DCR|3VULN|2TLV|2CDMG|1DMG	1aTLV|2LWND|39aVULN|4DMG|58ERES|6aCDMG|7RCR|aBPWR
255	36263 33311	10	   	248.25	DCR|3VULN|2TLV|2CDMG|1DMG	19TLV|2LWND|389VULN|4DMG|5aERES|69CDMG|7RCR|9BPWR
256	36263 33311	9	   	248.25	DCR|3VULN|3TLV|2CDMG|1DMG	19aTLV|2LWND|389VULN|4DMG|5ERES|69CDMG|7RCR|9BPWR
257	36263 33352	10	   	248.25	DCR|3VULN|3TLV|2CDMG|1DMG	19aTLV|2LWND|38aVULN|4DMG|5ERES|6aCDMG|7RCR|aBPWR
258	36263 33611	7	   	248.25	DCR|3VULN|3TLV|2CDMG|1DMG	18aTLV|2LWND|389VULN|4DMG|5ERES|68CDMG|7RCR|8BPWR
259	33215 11132	6	   	248.17	DCR|1VULN|2DMG|3TLV|2DUR|2ASPD|1AART	139TLV|23ASPD|39BPWR|49DMG|5BEXP|6VULN|79DUR|8AART|aRCR
260	33233 21165	7	   	248.05	DCR|3VULN|3TLV|3ASPD|1DUR	137TLV|235ASPD|37BPWR|478VULN|67DUST|9DUR|aRCR
261	33233 26165	6	   	248.05	DCR|3VULN|3TLV|3ASPD|1DUR	137TLV|235ASPD|37BPWR|478VULN|67DUST|9DUR|aRCR
262	32232 51553	6	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1TLV|2DUR|39aVULN|4LIT|5MLV|6CDMG|7RCR|8AART
263	11133 16661	2	   	247.94	DCR|5VULN|1TLV	1LHND|24ZMB|3489aVULN|4BPWR|5ASPD|6RCR|7TLV
264	11233 16661	3	   	247.94	DCR|5VULN|1TLV	1LHND|24ZMB|3489aVULN|4BPWR|5ASPD|6RCR|7TLV
265	32146 12114	2	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|259DUR|34VULN|6DMG|7RCR|8BEXP|aLIT
266	32146 12251	2	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|25aDUR|34VULN|6DMG|7RCR|8CGEN|9LIT
267	32146 12313	2	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|259DUR|34VULN|6DMG|7RCR|8RPLT|aLIT
268	32246 12114	3	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|259DUR|34VULN|6DMG|7RCR|8BEXP|aLIT
269	32246 12251	3	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|25aDUR|34VULN|6DMG|7RCR|8CGEN|9LIT
270	32246 12313	3	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|259DUR|34VULN|6DMG|7RCR|8RPLT|aLIT
271	32336 22225	2	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|235DUR|47VULN|6LIT|8RMIN|9RCR|aDMG
272	32336 22623	2	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|235DUR|47VULN|6LIT|8DMG|9RCR|aCGEN
273	32336 22624	2	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|235DUR|47VULN|6LIT|8DMG|9RCR|aLHND
274	32436 22225	3	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|235DUR|47VULN|6LIT|8RMIN|9RCR|aDMG
275	32436 22623	3	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|235DUR|47VULN|6LIT|8DMG|9RCR|aCGEN
276	32313 51663	6	   	247.85	DCR|2VULN|3DUR|2TLV|1DMG	1aTLV|27aDUR|3ZMB|45RMIN|6RCR|8DMG|9aVULN|aBPWR
277	34336 12533	3	   	247.85	DCR|2VULN|3DUR|2TLV|1DMG	1aTLV|23RCVC|4aVULN|5LWND|6DMG|7RCR|89aDUR|aBPWR
278	43123 22255	4	   	247.80	DCR|3VULN|2DMG|2CDMG|1DUR	19DUST|29aVULN|3DUR|48CDMG|5RMIN|69DMG|7RCR|9BPWR
279	32146 12532	2	   	247.78	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|258DUR|34VULN|6DMG|7RCR|9BBNT|aASPD
280	32234 22525	8	   	247.78	DCR|2VULN|3DUR|1TLV|1DMG|1NUKE	1TLV|278DUR|36VULN|4LIT|5NUKE|9RCR|aDMG
281	32246 12532	3	   	247.78	DCR|2VULN|3DUR|1TLV|1DMG	1TLV|258DUR|34VULN|6DMG|7RCR|9BBNT|aASPD
282	32146 12133	2	   	247.75	DCR|2VULN|3DUR|3TLV|1DMG	19aTLV|25aDUR|34VULN|6DMG|7RCR|8aBEXP|aBPWR
283	32246 12133	3	   	247.75	DCR|2VULN|3DUR|3TLV|1DMG	19aTLV|25aDUR|34VULN|6DMG|7RCR|8aBEXP|aBPWR
284	32315 13113	4	   	247.75	DCR|2VULN|3DUR|3TLV|1DMG	18aTLV|29aDUR|3ZMB|4RMIN|5DMG|6RCR|7aVULN|aBPWR
285	34332 12513	3	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	1aTLV|23RCVC|4aVULN|5DUST|6DMG|7RCR|89aDUR|aBPWR
286	31251 31536	10	 * 	247.71	DCR|5VULN|2TLV	19TLV|2FEWX|35789VULN|4LEGI|69LHND|9BPWR|aRCR
287	32136 12523	2	   	247.65	DCR|2VULN|3DUR|2TLV|1DMG	14TLV|258DUR|39VULN|6DMG|7RCR|aLWND
288	32136 12524	2	   	247.65	DCR|2VULN|3DUR|2TLV|1DMG	14TLV|258DUR|39VULN|6DMG|7RCR|aCGEN
289	32136 12525	2	   	247.65	DCR|2VULN|3DUR|2TLV|1DMG	14TLV|258DUR|39VULN|6DMG|7RCR|aZMB
290	32236 12523	3	   	247.65	DCR|2VULN|3DUR|2TLV|1DMG	14TLV|258DUR|39VULN|6DMG|7RCR|aLWND
291	32236 12524	3	   	247.65	DCR|2VULN|3DUR|2TLV|1DMG	14TLV|258DUR|39VULN|6DMG|7RCR|aCGEN
292	32236 12525	3	   	247.65	DCR|2VULN|3DUR|2TLV|1DMG	14TLV|258DUR|39VULN|6DMG|7RCR|aZMB
293	32112 56422	2	 * 	247.65	DCR|2VULN|3DUR|2TLV|2CDMG	17TLV|257DUR|3aVULN|4ZMB|67CDMG|7BPWR|8BBNT|9RCR
294	32212 56422	3	   	247.65	DCR|2VULN|3DUR|2TLV|2CDMG	17TLV|257DUR|3aVULN|4ZMB|67CDMG|7BPWR|8BBNT|9RCR
295	32136 12521	2	   	247.55	DCR|2VULN|3DUR|2TLV|1DMG	14TLV|258DUR|39VULN|6DMG|7RCR|aLEGI
296	32213 54222	5	 * 	247.55	DCR|2VULN|3DUR|3TLV|2CDMG	178TLV|27aDUR|35VULN|4ERES|67CDMG|7BPWR|9RCR
297	32236 12521	3	   	247.55	DCR|2VULN|3DUR|2TLV|1DMG	14TLV|258DUR|39VULN|6DMG|7RCR|aLEGI
298	43111 13314	7	   	247.49	DCR|3VULN|2DUR|1TLV	1DUST|257VULN|38DUR|4ASPD|6LIT|9RCR|aTLV
299	32133 61425	3	   	247.46	DCR|3VULN|2TLV|2DUR	18TLV|28DUR|3LIT|4LEGI|5BEXP|68aVULN|7RCR|8BPWR|9LWND
300	32221 16623	10	   	247.46	DCR|3VULN|2TLV|2DUR	1aTLV|27DUR|35aVULN|4DUST|6LIT|8aZMB|9RCR|aBPWR
301	32233 66623	10	   	247.46	DCR|3VULN|2TLV|2DUR	1aTLV|27DUR|36aVULN|4LIT|5DUST|8aZMB|9RCR|aBPWR
302	32234 23623	10	   	247.46	DCR|3VULN|2TLV|2DUR|1NUKE	1aTLV|2aDUR|369VULN|4LIT|5NUKE|7aZMB|8RCR|aBPWR
303	32523 84114	8	   	247.46	DCR|3VULN|2TLV|2DUR	17TLV|26DUR|37CGEN|4MBVNT|57aVULN|7BPWR|8LIT|9RCR
304	32523 84181	10	   	247.46	DCR|3VULN|2TLV|2DUR	17TLV|26DUR|37CGEN|4MBVNT|579VULN|7BPWR|8LIT|aRCR
305	32523 84421	10	   	247.46	DCR|3VULN|2TLV|2DUR	17TLV|26DUR|37CGEN|4MBVNT|578VULN|7BPWR|9LIT|aRCR
306	32523 84714	7	   	247.46	DCR|3VULN|2TLV|2DUR	17TLV|26DUR|37CGEN|4MBVNT|57aVULN|7BPWR|8LIT|9RCR
307	43125 11214	1	   	247.35	DCR|3VULN|2DMG|1TLV|1AART	1aDUST|2MLV|39aVULN|4AART|5TLV|6ERES|7aDMG|8RCR|aBPWR
308	32331 35423	2	   	247.34	DCR|3VULN|2DUR|1TLV|1SELL	1TLV|23DUR|48aVULN|5SELL|6ASPD|7RCR|9LIT
309	32431 35423	3	   	247.34	DCR|3VULN|2DUR|1TLV|1SELL	1TLV|23DUR|48aVULN|5SELL|6ASPD|7RCR|9LIT
310	31531 32632	1	   	247.29	DCR|2VULN|2DMG|3TLV|1DUR|1AART	149TLV|24BEXP|3AART|49BPWR|59VULN|6DUR|7ZMB|89DMG|aRCR
311	31112 41632	1	   	247.19	DCR|2VULN|2DMG|3TLV|1DUR|1AART	169TLV|2BEXP|39VULN|4ZMB|5DUR|7AART|89DMG|9BPWR|aRCR
312	31112 42132	1	   	247.19	DCR|2VULN|2DMG|3TLV|1DUR|1AART	169TLV|2BEXP|39VULN|4ZMB|5DUR|79DMG|8AART|9BPWR|aRCR
313	33215 66132	7	   	247.19	DCR|2VULN|2DMG|3TLV|2ASPD|1AART	139TLV|23ASPD|39BPWR|49DMG|5BEXP|6FEWX|79VULN|8AART|aRCR
314	31125 32632	1	   	247.19	DCR|2VULN|2DMG|3TLV|1DUR|1AART	159TLV|2BEXP|39VULN|4AART|6DUR|7ZMB|89DMG|9BPWR|aRCR
315	23231 36361	9	   	247.12	DCR|3VULN|2DUR|1TLV|2ASPD	137ERES|23ASPD|37BPWR|47aVULN|5DMSP|67DUR|8TLV|9RCR
316	32125 52632	2	   	247.09	DCR|2VULN|2DMG|3TLV|1DUR|1AART	159TLV|2DUR|39VULN|4AART|6DUST|7ZMB|89DMG|9BPWR|aRCR
317	32225 52632	3	   	247.09	DCR|2VULN|2DMG|3TLV|1DUR|1AART	159TLV|2DUR|39VULN|4AART|6DUST|7ZMB|89DMG|9BPWR|aRCR
318	33232 52132	5	   	247.09	DCR|2VULN|2DMG|3TLV|2ASPD|1AART	139TLV|23ASPD|39BPWR|49VULN|5DUST|6FEWX|79DMG|8AART|aRCR
319	33232 52132	4	   	247.09	DCR|2VULN|2DMG|3TLV|2ASPD|1AART	139TLV|23ASPD|39BPWR|49VULN|5DUST|6FEWX|79DMG|8AART|aRCR
320	33232 62132	6	   	247.09	DCR|2VULN|2DMG|3TLV|2ASPD|1AART	139TLV|23ASPD|39BPWR|49VULN|5DUST|6FEWX|79DMG|8AART|aRCR
321	33252 52132	3	   	247.09	DCR|2VULN|2DMG|3TLV|2ASPD|1AART	139TLV|23ASPD|39BPWR|49VULN|5DUST|6FEWX|79DMG|8AART|aRCR
322	22213 66361	9	   	247.02	DCR|3VULN|2DUR|1TLV|2ASPD	147ERES|25DUR|37aVULN|67ASPD|7BPWR|8TLV|9RCR
323	52513 36331	10	 * 	246.81	DCR|2VULN|3DMG|3DUR	1RCVC|247DMG|3CGEN|57VULN|678DUR|7BPWR|9LWND|aRCR
324	33125 56313	6	   	246.53	DCR|3VULN|2TLV|1DUR|1CDMG	15TLV|2ASPD|3DUR|45ZMB|5BPWR|6RCR|7CDMG|89aVULN
325	52313 16222	4	   	246.32	DCR|3DMG|1VULN|2TLV|2DUR	1RCVC|247DMG|37TLV|57DUR|6RCR|7BPWR|8VULN|9BEXP|aASPD
326	52313 16242	4	   	246.32	DCR|3DMG|1VULN|2TLV|2DUR	1RCVC|247DMG|37TLV|57DUR|6RCR|7BPWR|8VULN|9LHND|aASPD
327	32145 11116	2	   	246.31	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	1TLV|27DUR|34VULN|5DMG|6ZMB|89CDMG|aRCR
328	32245 11116	3	   	246.31	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	1TLV|27DUR|34VULN|5DMG|6ZMB|89CDMG|aRCR
329	32112 26316	2	   	246.31	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	1TLV|25DUR|38VULN|4ZMB|6DMG|79CDMG|aRCR
330	32212 26316	3	   	246.31	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	1TLV|25DUR|38VULN|4ZMB|6DMG|79CDMG|aRCR
331	32335 16316	2	   	246.31	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	1TLV|23DUR|48VULN|5DMG|6ZMB|79CDMG|aRCR
332	22146 12522	2	   	246.27	DCR|3VULN|3DUR|1DMG	1ERES|258DUR|349VULN|6DMG|7RCR|aLIT
333	22246 12522	3	   	246.27	DCR|3VULN|3DUR|1DMG	1ERES|258DUR|349VULN|6DMG|7RCR|aLIT
334	32152 22215	2	   	246.21	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	1TLV|29DUR|3aVULN|48CDMG|5DUST|6DMG|7RCR
335	32252 22215	3	   	246.21	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	1TLV|29DUR|3aVULN|48CDMG|5DUST|6DMG|7RCR
