0	Index      	Bounty	 *	Score 	Summary	Detail	
1	65432 41411	7	 * 	286.67	DCR|3VULN|3DUR|2DMG|3TLV	17aTLV|2LEGI|3MBVNT|47aVULN|578DUR|6RCR|7aBPWR|9aDMG
177	55214 21311	6	   	262.19	DCR|2VULN|3DMG|2DUR|2CDMG	1RMIN|28CDMG|35DUR|458DMG|58BPWR|68VULN|7RCR|9BBNT|aDUST
178	55214 21311	5	   	262.19	DCR|2VULN|3DMG|2DUR|2CDMG	1RMIN|28CDMG|35DUR|458DMG|58BPWR|68VULN|7RCR|9BBNT|aDUST
179	55213 11411	6	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1RMIN|2CDMG|3DUR|4DMG|568VULN|7RCR|9ASPD|aTLV
180	55213 13221	9	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1RMIN|2CDMG|3DUR|4DMG|568VULN|7ASPD|9RCR|aTLV
181	32115 32533	6	   	261.71	DCR|3VULN|2DUR|1DMG|1TLV|1AART	1LWND|235VULN|4DMG|6RCR|7AART|8TLV|9aDUR
182	32114 35631	10	   	261.64	DCR|4VULN|2DMG|1DUR	19LWND|2379VULN|4aDMG|5DUR|6RCR|89LHND|9BPWR
183	32115 36631	10	   	261.64	DCR|4VULN|2DMG|1DUR	19LWND|2359VULN|4aDMG|6RCR|7DUR|89LHND|9BPWR
184	23412 33255	9	   	261.44	DCR|4VULN|2DMG|1TLV	18ERES|2TLV|389aVULN|48DMG|5DMSP|6RCR|7RCVC|8BPWR
185	32114 34211	9	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|2389VULN|47DMG|5DUR|6RCR|aFEWX
186	32114 34213	10	   	261.44	DCR|4VULN|2DMG|1DUR	1aLWND|2389VULN|47DMG|5DUR|6RCR
187	32114 34214	9	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|2389VULN|47DMG|5DUR|6RCR|aRCVC
188	32114 34214	10	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|2389VULN|47DMG|5DUR|6RCR|aDMSP
189	32114 34226	10	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|238aVULN|47DMG|5DUR|6RCR|9LHND
190	32114 35221	10	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|2378VULN|4aDMG|5DUR|6RCR|9LHND
191	32114 35241	8	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|2378VULN|49DMG|5DUR|6RCR|aFEWX
192	32114 35411	9	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|2379VULN|48DMG|5DUR|6RCR|aFEWX
193	32114 35413	10	   	261.44	DCR|4VULN|2DMG|1DUR	1aLWND|2379VULN|48DMG|5DUR|6RCR
194	32114 35621	10	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|2379VULN|4aDMG|5DUR|6RCR|8LHND
195	32115 32243	8	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|2358VULN|49DMG|6RCR|7LHND|aDUR
196	32115 32413	9	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|2359VULN|48DMG|6RCR|7LHND|aDUR
197	32115 32543	7	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|2358VULN|49DMG|6RCR|7LHND|aDUR
198	32115 36221	10	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|2358VULN|4aDMG|6RCR|7DUR|9LHND
199	32115 36241	8	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|2358VULN|49DMG|6RCR|7DUR|aFEWX
200	32115 36411	9	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|2359VULN|48DMG|6RCR|7DUR|aFEWX
201	32115 36413	10	   	261.44	DCR|4VULN|2DMG|1DUR	1aLWND|2359VULN|48DMG|6RCR|7DUR
202	32115 36621	10	   	261.44	DCR|4VULN|2DMG|1DUR	1LWND|2359VULN|4aDMG|6RCR|7DUR|8LHND
203	32114 34215	10	   	261.34	DCR|4VULN|2DMG|1DUR	1LWND|2389VULN|47DMG|5DUR|6RCR|aDLOT
204	32114 34215	9	   	261.34	DCR|4VULN|2DMG|1DUR	1LWND|2389VULN|47DMG|5DUR|6RCR|aDUST
205	32114 34216	9	   	261.34	DCR|4VULN|2DMG|1DUR	1LWND|2389VULN|47DMG|5DUR|6RCR|aDLOT
206	32114 35261	10	   	261.34	DCR|4VULN|2DMG|1DUR	1LWND|2378VULN|4aDMG|5DUR|6RCR|9MBVNT
207	32115 36261	10	   	261.34	DCR|4VULN|2DMG|1DUR	1LWND|2358VULN|4aDMG|6RCR|7DUR|9MBVNT
208	32235 36235	9	   	261.25	DCR|4VULN|2ASPD|1TLV|1DUR	1LWND|2458VULN|3aASPD|6RCR|7DUR|9TLV
209	32114 34212	9	   	261.20	DCR|4VULN|2DMG|1DUR|1SELL	1LWND|2389VULN|47DMG|5DUR|6RCR|aSELL
210	32114 34212	10	   	261.20	DCR|4VULN|2DMG|1DUR|1SELL	1LWND|2389VULN|47DMG|5DUR|6RCR|aSELL
211	32114 35242	8	   	261.20	DCR|4VULN|2DMG|1DUR|1SELL	1LWND|2378VULN|49DMG|5DUR|6RCR|aSELL
212	32114 35412	10	   	261.20	DCR|4VULN|2DMG|1DUR|1SELL	1LWND|2379VULN|48DMG|5DUR|6RCR|aSELL
213	32114 35412	9	   	261.20	DCR|4VULN|2DMG|1DUR|1SELL	1LWND|2379VULN|48DMG|5DUR|6RCR|aSELL
214	32115 36242	8	   	261.20	DCR|4VULN|2DMG|1DUR|1SELL	1LWND|2358VULN|49DMG|6RCR|7DUR|aSELL
215	32115 36412	9	   	261.20	DCR|4VULN|2DMG|1DUR|1SELL	1LWND|2359VULN|48DMG|6RCR|7DUR|aSELL
216	32115 36412	10	   	261.20	DCR|4VULN|2DMG|1DUR|1SELL	1LWND|2359VULN|48DMG|6RCR|7DUR|aSELL
217	55214 23221	10	   	260.89	DCR|2VULN|2DMG|2DUR|1CDMG|1ASPD|1AART	1RMIN|2CDMG|35DUR|45DMG|5BPWR|68VULN|7ASPD|9RCR|aAART
218	32115 32443	8	   	260.84	DCR|4VULN|3DMG	1LWND|235aVULN|489DMG|6RCR|7LHND
219	32115 32535	6	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	1LWND|235VULN|4DMG|6RCR|7AART|8TLV|9DUR|aCDMG
220	32114 34222	8	   	260.76	DCR|3VULN|2DMG|1DUR|1CDMG	1LWND|238VULN|47DMG|5DUR|6RCR|9LIT|aCDMG
221	32114 34522	7	   	260.76	DCR|3VULN|2DMG|1DUR|1CDMG	1LWND|238VULN|47DMG|5DUR|6RCR|9LIT|aCDMG
222	32114 35422	8	   	260.76	DCR|3VULN|2DMG|1DUR|1CDMG	1LWND|237VULN|48DMG|5DUR|6RCR|9LIT|aCDMG
223	32114 36142	8	   	260.76	DCR|3VULN|2DMG|1DUR|1CDMG	1LWND|238VULN|49DMG|5DUR|6RCR|7LIT|aCDMG
224	32115 33242	6	   	260.76	DCR|3VULN|2DMG|1DUR|1CDMG	1LWND|235VULN|49DMG|6RCR|7LIT|8DUR|aCDMG
225	32115 36422	8	   	260.76	DCR|3VULN|2DMG|1DUR|1CDMG	1LWND|235VULN|48DMG|6RCR|7DUR|9LIT|aCDMG
226	32133 62326	6	   	260.76	DCR|3VULN|2DMG|1DUR|1CDMG	1LWND|238VULN|4CDMG|5DUR|6aDMG|7LIT|9RCR
227	32115 31443	8	   	260.74	DCR|4VULN|3DMG	1LWND|235aVULN|489DMG|6RCR|7DUST
228	23233 63354	10	   	260.35	DCR|3VULN|2DUR|2TLV|1CDMG|1ASPD	1ERES|2aTLV|3ASPD|4DUST|57aVULN|6CDMG|8RCR|9aDUR|aBPWR
229	32114 35631	9	   	260.30	DCR|4VULN|1DMG|1TLV|1DUR	19LWND|2379VULN|4DMG|5DUR|6RCR|89LHND|9BPWR|aTLV
230	32115 36631	9	   	260.30	DCR|4VULN|1DMG|1TLV|1DUR	19LWND|2359VULN|4DMG|6RCR|7DUR|89LHND|9BPWR|aTLV
231	32114 35221	9	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2378VULN|4DMG|5DUR|6RCR|9LHND|aTLV
232	32114 35231	9	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2378VULN|4DMG|5DUR|6RCR|9TLV|aCGEN
233	32114 35232	9	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1aLWND|2378VULN|4DMG|5DUR|6RCR|9TLV
234	32114 35233	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2378VULN|4DMG|5DUR|6RCR|9TLV|aRMIN
235	32114 35234	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2378VULN|4DMG|5DUR|6RCR|9TLV|aRCVC
236	32114 35236	9	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2378VULN|4DMG|5DUR|6RCR|9TLV|aLHND
237	32114 35236	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2378VULN|4DMG|5DUR|6RCR|9TLV|aBELT
238	32114 35321	7	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2379VULN|4DMG|5DUR|6RCR|8FEWX|aTLV
239	32114 35421	7	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2379VULN|4DMG|5DUR|6RCR|8BEXP|aTLV
240	32114 35621	9	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2379VULN|4DMG|5DUR|6RCR|8LHND|aTLV
241	32115 32231	8	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7LHND|9DUR|aTLV
242	32115 32234	9	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7LHND|9TLV|aDUR
243	32115 32531	7	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7LHND|9DUR|aTLV
244	32115 35413	9	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2359VULN|4DMG|6RCR|7CGEN|8TLV|aDUR
245	32115 36221	9	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7DUR|9LHND|aTLV
246	32115 36231	9	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7DUR|9TLV|aCGEN
247	32115 36232	9	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1aLWND|2358VULN|4DMG|6RCR|7DUR|9TLV
248	32115 36233	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7DUR|9TLV|aRMIN
249	32115 36234	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7DUR|9TLV|aRCVC
250	32115 36236	9	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7DUR|9TLV|aLHND
251	32115 36236	10	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7DUR|9TLV|aBELT
252	32115 36321	6	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2359VULN|4DMG|6RCR|7DUR|8FEWX|aTLV
253	32115 36321	7	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2359VULN|4DMG|6RCR|7DUR|8FEWX|aTLV
254	32115 36421	7	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2359VULN|4DMG|6RCR|7DUR|8BEXP|aTLV
255	32115 36421	6	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2359VULN|4DMG|6RCR|7DUR|8BEXP|aTLV
256	32115 36621	9	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2359VULN|4DMG|6RCR|7DUR|8LHND|aTLV
257	32234 31244	8	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	1LWND|248VULN|3ASPD|57aDUR|6RCR|9DMG
258	32234 31414	9	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	1LWND|249VULN|3ASPD|57aDUR|6RCR|8DMG
259	32234 34315	9	   	260.01	DCR|3VULN|2DMG|2ASPD|1DUR	1LWND|249VULN|3aASPD|5DUR|6RCR|78DMG
260	23315 35213	9	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1ERES|2TLV|3LWND|4DMG|5789VULN|6RCR|aDUR
261	32114 35221	7	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2379VULN|4DMG|5DUR|6RCR|8DUST|aTLV
262	32114 35231	10	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2378VULN|4DMG|5DUR|6RCR|9TLV|aLEGI
263	32114 35232	10	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2378VULN|4DMG|5DUR|6RCR|9TLV|aERES
264	32114 35233	9	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2378VULN|4DMG|5DUR|6RCR|9TLV|aTBNT
265	32114 35261	8	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2378VULN|4DMG|5DUR|6RCR|9DUST|aTLV
266	32114 35261	9	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2378VULN|4DMG|5DUR|6RCR|9MBVNT|aTLV
267	32115 31234	9	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7DUST|9TLV|aDUR
268	32115 34413	9	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2359VULN|4DMG|6RCR|7ERES|8TLV|aDUR
269	32115 36221	6	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2359VULN|4DMG|6RCR|7DUR|8DUST|aTLV
270	32115 36221	7	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2359VULN|4DMG|6RCR|7DUR|8DUST|aTLV
271	32115 36231	10	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7DUR|9TLV|aLEGI
272	32115 36232	10	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7DUR|9TLV|aERES
273	32115 36233	9	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7DUR|9TLV|aTBNT
274	32115 36261	9	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7DUR|9MBVNT|aTLV
275	32115 36261	8	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1LWND|2358VULN|4DMG|6RCR|7DUR|9DUST|aTLV
276	65432 41411	6	   	259.66	DCR|2VULN|3DUR|2DMG|2TLV	1aTLV|2LEGI|3MBVNT|4aVULN|578DUR|6RCR|9aDMG|aBPWR
277	32234 34432	10	   	259.66	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	19LWND|249VULN|3ASPD|5DUR|6RCR|79DMG|8RMIN|9BPWR|aAART
278	32234 31216	10	 * 	259.59	DCR|4VULN|2DUR|2ASPD	1LWND|2489VULN|3aASPD|57DUR|6RCR
279	32115 32563	6	   	259.46	DCR|3VULN|2DMG|1TLV|1ASPD|1AART	1LWND|235VULN|4aDMG|6RCR|7AART|8TLV|9ASPD
280	55211 21311	6	   	259.31	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR|1ASPD	15RMIN|28CDMG|3DUR|48DMG|68VULN|7RCR|8BPWR|9ASPD|aTLV
281	55211 21311	5	   	259.31	DCR|2VULN|2DMG|2CDMG|1TLV|1DUR|1ASPD	15RMIN|28CDMG|3DUR|48DMG|68VULN|7RCR|8BPWR|9ASPD|aTLV
282	32234 31211	10	   	259.04	DCR|4VULN|2DUR|1ASPD|1AART	1LWND|2489VULN|3ASPD|57DUR|6RCR|aAART
283	32234 31213	9	   	259.04	DCR|4VULN|2DUR|1ASPD|1AART	1LWND|2489VULN|3ASPD|57DUR|6RCR|aAART
284	32235 36214	8	   	259.04	DCR|4VULN|2DUR|1ASPD|1AART	1LWND|2458VULN|3ASPD|6RCR|7aDUR|9AART
285	32114 33354	10	   	258.96	DCR|3VULN|2DMG|2TLV|1DUR	1aLWND|239VULN|4aDMG|5DUR|6RCR|7FEWX|8aTLV|aBPWR
286	32114 34622	7	   	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	19LWND|239VULN|47DMG|5DUR|6RCR|89CDMG|9BPWR|aFEWX
287	32114 34623	7	   	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	19aLWND|239VULN|47DMG|5DUR|6RCR|89CDMG|9BPWR
288	55211 21326	6	   	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	15RMIN|28CDMG|3DUR|48DMG|68aVULN|7RCR|8BPWR|9LHND
289	55211 21326	5	   	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	15RMIN|28CDMG|3DUR|48DMG|68aVULN|7RCR|8BPWR|9LHND
290	55213 11324	6	   	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9LHND|aBEXP
291	55213 11325	6	   	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9LHND|aLWND
292	55213 11362	6	   	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9DMSP|aRPLT
293	55213 11363	6	   	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9DMSP|aFEWX
294	32123 42622	4	   	258.94	DCR|4VULN|2DMG|1CDMG	19LWND|2359VULN|4DUST|6RCR|7CDMG|89DMG|9BPWR|aFEWX
295	32123 42623	4	   	258.94	DCR|4VULN|2DMG|1CDMG	19aLWND|2359VULN|4DUST|6RCR|7CDMG|89DMG|9BPWR
296	32123 42626	4	   	258.94	DCR|4VULN|2DMG|1CDMG	19LWND|2359VULN|4DUST|6RCR|7CDMG|89DMG|9BPWR|aLHND
297	32136 11622	6	   	258.94	DCR|4VULN|2DMG|1CDMG	19LWND|2369VULN|4CDMG|5DUST|7RCR|89DMG|9BPWR|aFEWX
298	32136 11623	6	   	258.94	DCR|4VULN|2DMG|1CDMG	19aLWND|2369VULN|4CDMG|5DUST|7RCR|89DMG|9BPWR
299	32136 11626	6	   	258.94	DCR|4VULN|2DMG|1CDMG	19LWND|2369VULN|4CDMG|5DUST|7RCR|89DMG|9BPWR|aLHND
300	32136 25621	5	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	19LWND|239VULN|47CDMG|5DUST|6RCR|89DMG|9BPWR|aTLV
301	32136 41621	5	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	19LWND|239VULN|46CDMG|5DUST|7RCR|89DMG|9BPWR|aTLV
302	32136 51621	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	19LWND|239VULN|46CDMG|5DUST|7RCR|89DMG|9BPWR|aTLV
303	55211 21336	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	15RMIN|28CDMG|3DUR|48DMG|68aVULN|7RCR|8BPWR|9DUST
304	55211 21336	5	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	15RMIN|28CDMG|3DUR|48DMG|68aVULN|7RCR|8BPWR|9DUST
305	55213 11323	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9LHND|aBBNT
306	55213 11334	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9DUST|aBEXP
307	55213 11335	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9DUST|aLWND
308	55313 11361	6	   	258.86	DCR|3VULN|2DMG|2CDMG|1TLV	1RMIN|28CDMG|3LHND|48DMG|568VULN|7RCR|8BPWR|9ERES|aTLV
309	55213 11333	6	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9DUST|aBBNT
310	55213 11353	6	   	258.76	DCR|3VULN|2DMG|2CDMG|1DUR	1RMIN|28CDMG|3DUR|48DMG|568VULN|7RCR|8BPWR|9LEGI|aBBNT
311	32136 13321	7	   	258.75	DCR|4VULN|2ASPD|1TLV|1CDMG	19LWND|2369VULN|4CDMG|5DUST|79ASPD|8RCR|9BPWR|aTLV
312	33233 52333	1	   	258.71	DCR|2VULN|3DMG|2CDMG|1DUR|1ASPD	18LWND|2ASPD|348DMG|5aVULN|6DUR|78CDMG|8BPWR|9RCR
313	32114 31214	8	   	258.68	DCR|3VULN|3DUR|1DMG|1AART	1LWND|238VULN|4DMG|57aDUR|6RCR|9AART
314	32114 31514	7	   	258.68	DCR|3VULN|3DUR|1DMG|1AART	1LWND|238VULN|4DMG|57aDUR|6RCR|9AART
315	32114 31636	10	   	258.64	DCR|4VULN|2DUR|1DMG	19LWND|239aVULN|4DMG|57DUR|6RCR|89LHND|9BPWR
316	23513 15512	5	   	258.58	DCR|3VULN|3DUR|2TLV|1AART	18aERES|2aTLV|3AART|458DUR|68aVULN|7TBNT|8aBPWR|9RCR
317	62222 13255	9	 * 	258.54	DCR|4VULN|2DUR|2TLV	18TLV|23DMSP|4CGEN|58DUR|678aVULN|8BPWR|9RCR
318	62222 13255	10	   	258.54	DCR|4VULN|2DUR|2TLV	18TLV|23DMSP|4CGEN|58DUR|678aVULN|8BPWR|9RCR
319	55314 21323	5	 * 	258.47	DCR|3VULN|3DMG|2CDMG	1RMIN|28CDMG|35LHND|458DMG|58BPWR|68aVULN|7RCR|9BEXP
320	55314 21323	6	   	258.47	DCR|3VULN|3DMG|2CDMG	1RMIN|28CDMG|35LHND|458DMG|58BPWR|68aVULN|7RCR|9BEXP
321	32114 31211	9	   	258.44	DCR|4VULN|2DUR|1DMG	1LWND|2389VULN|4DMG|57DUR|6RCR|aFEWX
322	32114 31213	10	   	258.44	DCR|4VULN|2DUR|1DMG	1aLWND|2389VULN|4DMG|57DUR|6RCR
323	32114 31214	9	   	258.44	DCR|4VULN|2DUR|1DMG	1LWND|2389VULN|4DMG|57DUR|6RCR|aRCVC
324	32114 31214	10	   	258.44	DCR|4VULN|2DUR|1DMG	1LWND|2389VULN|4DMG|57DUR|6RCR|aDMSP
325	32114 31226	10	   	258.44	DCR|4VULN|2DUR|1DMG	1LWND|238aVULN|4DMG|57DUR|6RCR|9LHND
326	32114 31626	10	   	258.44	DCR|4VULN|2DUR|1DMG	1LWND|239aVULN|4DMG|57DUR|6RCR|8LHND
327	32114 43254	4	   	258.44	DCR|4VULN|2DUR|1DMG	19LWND|239aVULN|4DMG|5ERES|6RCR|7MBVNT|89DUR|9BPWR
328	32134 43254	3	   	258.44	DCR|4VULN|2DUR|1DMG	19LWND|239aVULN|4DMG|5ERES|6RCR|7MBVNT|89DUR|9BPWR
329	32114 35314	9	   	258.44	DCR|4VULN|2DUR|1DMG	1LWND|2379VULN|4DMG|5aDUR|6RCR|8CGEN
330	32115 36314	9	   	258.44	DCR|4VULN|2DUR|1DMG	1LWND|2359VULN|4DMG|6RCR|7aDUR|8CGEN
331	54133 42323	2	   	258.37	DCR|3VULN|3DMG|2CDMG	1RMIN|248DMG|3LWND|58aVULN|6RCR|78CDMG|8BPWR|9BEXP
332	54133 42323	3	   	258.37	DCR|3VULN|3DMG|2CDMG	1RMIN|248DMG|3LHND|58aVULN|6RCR|78CDMG|8BPWR|9BEXP
333	54333 42323	3	   	258.37	DCR|3VULN|3DMG|2CDMG	1RMIN|248DMG|3LWND|58aVULN|6RCR|78CDMG|8BPWR|9BEXP
334	55313 61323	6	   	258.37	DCR|3VULN|3DMG|2CDMG	1RMIN|28CDMG|3LHND|468DMG|58aVULN|7RCR|8BPWR|9BEXP
335	32114 31215	9	   	258.34	DCR|4VULN|2DUR|1DMG	1LWND|2389VULN|4DMG|57DUR|6RCR|aDUST
336	32114 31215	10	   	258.34	DCR|4VULN|2DUR|1DMG	1LWND|2389VULN|4DMG|57DUR|6RCR|aDLOT
337	32114 31216	9	   	258.34	DCR|4VULN|2DUR|1DMG	1LWND|2389VULN|4DMG|57DUR|6RCR|aDLOT
338	32114 31267	10	   	258.34	DCR|4VULN|2DUR|1DMG	1LWND|238aVULN|4DMG|57DUR|6RCR|9MBVNT
339	65432 41233	9	   	258.34	DCR|4VULN|2DUR|2TLV	17TLV|2LEGI|3MBVNT|479aVULN|57DUR|6RCR|7BPWR|8LHND
340	32234 34433	10	   	258.31	DCR|3VULN|2DMG|1DUR|1ASPD	19LWND|249VULN|3ASPD|5DUR|6RCR|79DMG|8RMIN|9BPWR|aLIT
341	62633 36233	2	   	258.27	DCR|3VULN|3DMG|2TLV	17TLV|2DMSP|367DMG|4LEGI|57aVULN|7BPWR|8RPLT|9RCR
342	65432 41123	8	   	258.24	DCR|4VULN|2DUR|2TLV	17TLV|2LEGI|3MBVNT|479aVULN|57DUR|6RCR|7BPWR|8DUST
343	65432 41133	9	   	258.24	DCR|4VULN|2DUR|2TLV	17TLV|2LEGI|3MBVNT|479aVULN|57DUR|6RCR|7BPWR|8DUST
344	32114 31212	10	   	258.19	DCR|4VULN|2DUR|1DMG|1SELL	1LWND|2389VULN|4DMG|57DUR|6RCR|aSELL
345	32114 31212	9	   	258.19	DCR|4VULN|2DUR|1DMG|1SELL	1LWND|2389VULN|4DMG|57DUR|6RCR|aSELL
346	64233 43244	1	   	258.17	DCR|3VULN|3DMG|2TLV	1aTLV|2DUST|34aDMG|59aVULN|6RCR|7MBVNT|8RPLT|aBPWR
347	65233 43244	2	   	258.17	DCR|3VULN|3DMG|2TLV	1aTLV|2LEGI|34aDMG|59aVULN|6RCR|7MBVNT|8RPLT|aBPWR
348	32234 34262	10	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1LWND|248VULN|3ASPD|5DUR|6RCR|7DMG|9TLV|aAART
349	32235 31415	10	   	258.05	DCR|5VULN|1DMG|1ASPD	1LWND|2459aVULN|3ASPD|6RCR|7DUST|8DMG
350	32114 31222	8	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|238VULN|4DMG|57DUR|6RCR|9LIT|aCDMG
351	32114 31522	7	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|238VULN|4DMG|57DUR|6RCR|9LIT|aCDMG
352	55213 51312	5	   	257.64	DCR|2VULN|2DMG|2DUR|2CDMG|1ASPD	1RMIN|28CDMG|36DUR|48DMG|58VULN|7RCR|8BPWR|9ASPD|aFEWX
353	55213 51313	5	   	257.64	DCR|2VULN|2DMG|2DUR|2CDMG|1ASPD	1RMIN|28CDMG|36DUR|48DMG|58VULN|7RCR|8BPWR|9ASPD|aLWND
354	32112 36621	6	   	257.62	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	19LWND|239VULN|4DMG|5DMSP|6RCR|7DUR|89CDMG|9BPWR|aTLV
355	32112 36621	7	   	257.62	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	19LWND|239VULN|4DMG|5DMSP|6RCR|7DUR|89CDMG|9BPWR|aTLV
356	32114 33621	6	   	257.62	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	19LWND|239VULN|4DMG|5DUR|6RCR|7DMSP|89CDMG|9BPWR|aTLV
