0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23345 24312	3	 * 	289.64	DCR|4VULN|2DUR|1DMG|1TLV|2LIT	19DUR|2349VULN|5TLV|6ERES|79LIT|8RCR|9BPWR|aDMG
171	23415 53312	3	   	266.84	DCR|4VULN|2DUR|1DMG	19DUR|2579VULN|3ERES|4LIT|69MLV|8RCR|9BPWR|aDMG
172	23416 13312	6	   	266.84	DCR|4VULN|2DUR|1DMG	19DUR|2479VULN|3ERES|5LIT|69MLV|8RCR|9BPWR|aDMG
173	23416 33312	6	   	266.84	DCR|4VULN|2DUR|1DMG	19DUR|2479VULN|3ERES|5LIT|69CGEN|8RCR|9BPWR|aDMG
174	23416 53312	5	   	266.84	DCR|4VULN|2DUR|1DMG	19DUR|2479VULN|3ERES|5LIT|69MLV|8RCR|9BPWR|aDMG
175	23434 13312	6	   	266.84	DCR|4VULN|2DUR|1DMG	19DUR|2579VULN|3ERES|4LIT|69MLV|8RCR|9BPWR|aDMG
176	23434 33312	6	   	266.84	DCR|4VULN|2DUR|1DMG	19DUR|2579VULN|3ERES|4LIT|69CGEN|8RCR|9BPWR|aDMG
177	23434 53312	5	   	266.84	DCR|4VULN|2DUR|1DMG	19DUR|2579VULN|3ERES|4LIT|69MLV|8RCR|9BPWR|aDMG
178	23435 53312	4	   	266.84	DCR|4VULN|2DUR|1DMG	19DUR|2579VULN|3ERES|4LIT|69MLV|8RCR|9BPWR|aDMG
179	21141 21461	1	   	266.81	DCR|3VULN|3DUR|2DMG	19aDUR|245VULN|3RCVC|6aZMB|7RCR|8aDMG|aBPWR
180	23141 21461	2	   	266.81	DCR|3VULN|3DUR|2DMG	19aDUR|245VULN|3RCVC|6aZMB|7RCR|8aDMG|aBPWR
181	23312 22626	10	   	266.81	DCR|3VULN|3DUR|2DMG	157DUR|23aVULN|4RMIN|6aZMB|8aDMG|9RCR|aBPWR
182	23341 14332	3	   	266.74	DCR|4VULN|2DUR|1DMG	19DUR|2345VULN|6LHND|7LIT|8RCR|aDMG
183	12238 52421	10	   	266.74	DCR|4VULN|2DUR|1DMG	1MBVNT|26DUR|3RPLT|456aVULN|6BPWR|7RCR|8LIT|9DMG
184	23441 16212	5	   	266.71	DCR|3VULN|3DUR|2DMG	18aDUR|268VULN|3ERES|4LHND|58DMG|7RCR|8BPWR|9LWND
185	23461 16212	5	   	266.71	DCR|3VULN|3DUR|2DMG	18aDUR|268VULN|3ERES|4FEWX|58DMG|7RCR|8BPWR|9LWND
186	24251 36211	6	   	266.71	DCR|3VULN|3DUR|2DMG	158DUR|2MLV|38DMG|4LEGI|68aVULN|7RCR|8BPWR|9LHND
187	24251 36231	6	   	266.71	DCR|3VULN|3DUR|2DMG	158DUR|2MLV|38DMG|4LEGI|68aVULN|7RCR|8BPWR|9LWND
188	26251 36211	6	   	266.71	DCR|3VULN|3DUR|2DMG	158DUR|2CGEN|38DMG|4LEGI|68aVULN|7RCR|8BPWR|9LHND
189	26251 36231	6	   	266.71	DCR|3VULN|3DUR|2DMG	158DUR|2CGEN|38DMG|4LEGI|68aVULN|7RCR|8BPWR|9LWND
190	21241 14331	1	   	266.66	DCR|4VULN|3DUR|2LIT	139DUR|245aVULN|6aLHND|7aLIT|8RCR|aBPWR
191	23241 14331	2	   	266.66	DCR|4VULN|3DUR|2LIT	139DUR|245aVULN|6aLHND|7aLIT|8RCR|aBPWR
192	23321 14331	3	   	266.66	DCR|4VULN|3DUR|2LIT	149DUR|235aVULN|6aLHND|7aLIT|8RCR|aBPWR
193	12238 52372	7	   	266.66	DCR|4VULN|3DUR|2LIT	1MBVNT|26aDUR|3RPLT|456aVULN|6aBPWR|7RCR|8aLIT|9RMIN
194	12238 52472	8	   	266.66	DCR|4VULN|3DUR|2LIT	1MBVNT|26aDUR|3RPLT|456aVULN|6aBPWR|7RCR|8aLIT|9RMIN
195	12512 87242	5	   	266.64	DCR|4VULN|2DUR|2TLV	1MBVNT|28DUR|3ERES|458aVULN|68TLV|7RCR|8BPWR|9LIT
196	12514 87242	5	   	266.64	DCR|4VULN|2DUR|2TLV	1MBVNT|28DUR|35ERES|458aVULN|58BPWR|68TLV|7RCR|9LIT
197	12512 17242	4	   	266.64	DCR|4VULN|2DUR|2TLV	1MBVNT|28DUR|3ERES|468aVULN|58TLV|7RCR|8BPWR|9LIT
198	23341 32435	3	   	266.64	DCR|5VULN|1DUR|1CDMG|1AART	1DUR|2345aVULN|6CDMG|7LHND|8RCR|9AART
199	21241 21463	1	   	266.61	DCR|3VULN|3DUR|2DMG	139DUR|245VULN|6ZMB|7RCR|8aDMG
200	23241 21463	2	   	266.61	DCR|3VULN|3DUR|2DMG	139DUR|245VULN|6ZMB|7RCR|8aDMG
201	23321 21463	3	   	266.61	DCR|3VULN|3DUR|2DMG	149DUR|235VULN|6ZMB|7RCR|8aDMG
202	24251 36223	6	   	266.61	DCR|3VULN|3DUR|2DMG|1NUKE	158DUR|2MLV|38DMG|4LEGI|68aVULN|7RCR|8BPWR|9NUKE
203	26251 36223	6	   	266.61	DCR|3VULN|3DUR|2DMG|1NUKE	158DUR|2CGEN|38DMG|4LEGI|68aVULN|7RCR|8BPWR|9NUKE
204	15224 82713	6	 * 	266.57	DCR|3VULN|3DMG|3TLV	1MBVNT|279TLV|3LIT|479DMG|5LEGI|679VULN|79BPWR|8RCVC|aRCR
205	23412 36323	8	   	266.56	DCR|4VULN|3DUR|2LIT	159DUR|249aVULN|3ERES|6FEWX|79LIT|8RCR|9BPWR
206	23122 83828	10	 * 	266.53	DCR|3VULN|3ASPD|2DUR|1DMG	18DUR|28aVULN|3DMG|4DUST|5MBVNT|678ASPD|8BPWR|9RCR
207	23336 11261	5	   	266.52	DCR|3VULN|3DUR|2ASPD|1TLV	169DUR|235VULN|45ASPD|5BPWR|7RCR|8TLV|aLHND
208	23336 11262	5	   	266.52	DCR|3VULN|3DUR|2ASPD|1TLV	169DUR|235VULN|45ASPD|5BPWR|7RCR|8TLV|aFEWX
209	23336 11264	5	   	266.52	DCR|3VULN|3DUR|2ASPD|1TLV	169DUR|235VULN|45ASPD|5BPWR|7RCR|8TLV|aMLV
210	23111 44343	7	   	266.51	DCR|3VULN|3DUR|2DMG	156DUR|289VULN|3aDMG|46ERES|6BPWR|7RCR
211	23351 24331	6	   	266.46	DCR|4VULN|3DUR|2LIT	159DUR|236aVULN|4LEGI|7aLIT|8RCR|aBPWR
212	23336 11265	5	   	266.42	DCR|3VULN|3DUR|2ASPD|1TLV	169DUR|235VULN|45ASPD|5BPWR|7RCR|8TLV|aLEGI
213	23336 11266	5	   	266.42	DCR|3VULN|3DUR|2ASPD|1TLV	169DUR|235VULN|45ASPD|5BPWR|7RCR|8TLV|aERES
214	23336 13331	5	   	266.42	DCR|3VULN|3DUR|2ASPD|1TLV	16aDUR|235VULN|45ASPD|5BPWR|7TLV|8TBNT|9RCR
215	23341 16314	3	   	266.32	DCR|5VULN|2DUR	19DUR|23459VULN|69LHND|7RCR|8TBNT|9BPWR|aLIT
216	23331 56326	6	   	266.25	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1DUR|23aVULN|4ASPD|5CGEN|6aLHND|7RCR|8TLV|9aDMG|aBPWR
217	23333 16326	5	   	266.25	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1DUR|23aVULN|4ASPD|5BEXP|6aCGEN|7RCR|8TLV|9aDMG|aBPWR
218	23333 16326	6	   	266.25	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1DUR|23aVULN|4ASPD|5BEXP|6aCGEN|7RCR|8TLV|9aDMG|aBPWR
219	23333 36326	6	   	266.25	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1DUR|23aVULN|4ASPD|5BEXP|6aMLV|7RCR|8TLV|9aDMG|aBPWR
220	33331 16326	4	   	266.25	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1LWND|23aVULN|4ASPD|5DUR|6aCGEN|7RCR|8TLV|9aDMG|aBPWR
221	33332 16326	5	   	266.25	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1LWND|23aVULN|4ASPD|5DUR|6aCGEN|7RCR|8TLV|9aDMG|aBPWR
222	33332 16326	6	   	266.25	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1LWND|23aVULN|4ASPD|5DUR|6aCGEN|7RCR|8TLV|9aDMG|aBPWR
223	33332 36326	6	   	266.25	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1LWND|23aVULN|4ASPD|5DUR|6aMLV|7RCR|8TLV|9aDMG|aBPWR
224	53331 16326	4	   	266.25	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1LHND|23aVULN|4ASPD|5DUR|6aCGEN|7RCR|8TLV|9aDMG|aBPWR
225	53332 16326	6	   	266.25	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1LHND|23aVULN|4ASPD|5DUR|6aCGEN|7RCR|8TLV|9aDMG|aBPWR
226	53332 16326	5	   	266.25	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1LHND|23aVULN|4ASPD|5DUR|6aCGEN|7RCR|8TLV|9aDMG|aBPWR
227	53332 36326	6	   	266.25	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1LHND|23aVULN|4ASPD|5DUR|6aMLV|7RCR|8TLV|9aDMG|aBPWR
228	23341 21663	3	   	266.22	DCR|5VULN|2DUR	1aDUR|23459VULN|6ZMB|7RCR|8LIT
229	12238 51383	10	   	266.22	DCR|5VULN|2DUR	1MBVNT|26DUR|3RPLT|45679VULN|6BPWR|8LIT|aRCR
230	23221 61643	4	   	266.14	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1AART	1aDUR|2aVULN|3RPLT|4AART|5TLV|6RCR|7CDMG|8TBNT|9aDMG|aBPWR
231	23333 26326	5	   	266.05	DCR|3VULN|2DMG|1TLV|1DUR|1ASPD	1DUR|23aVULN|4ASPD|5BEXP|6aERES|7RCR|8TLV|9aDMG|aBPWR
232	33331 26326	4	   	266.05	DCR|3VULN|2DMG|1DUR|1TLV|1ASPD	1LWND|23aVULN|4ASPD|5DUR|6aERES|7RCR|8TLV|9aDMG|aBPWR
233	33332 26326	5	   	266.05	DCR|3VULN|2DMG|1DUR|1TLV|1ASPD	1LWND|23aVULN|4ASPD|5DUR|6aERES|7RCR|8TLV|9aDMG|aBPWR
234	53331 26326	4	   	266.05	DCR|3VULN|2DMG|1DUR|1TLV|1ASPD	1LHND|23aVULN|4ASPD|5DUR|6aERES|7RCR|8TLV|9aDMG|aBPWR
235	53332 26326	5	   	266.05	DCR|3VULN|2DMG|1DUR|1TLV|1ASPD	1LHND|23aVULN|4ASPD|5DUR|6aERES|7RCR|8TLV|9aDMG|aBPWR
236	21233 14235	1	 * 	266.00	DCR|2VULN|3DUR|2DMG|3CDMG	136DUR|2aVULN|4aDMG|56aCDMG|6aBPWR|7RPLT|8DMSP|9RCR
237	23233 14235	2	   	266.00	DCR|2VULN|3DUR|2DMG|3CDMG	136DUR|2aVULN|4aDMG|56aCDMG|6aBPWR|7RPLT|8DMSP|9RCR
238	21523 15226	1	   	265.95	DCR|3VULN|2DMG|1DUR|1TLV|1ASPD	1DUR|26aVULN|3TLV|4ERES|5aDUST|7RCR|8ASPD|9aDMG|aBPWR
239	23523 15226	2	   	265.95	DCR|3VULN|2DMG|1DUR|1TLV|1ASPD	1DUR|26aVULN|3TLV|4ERES|5aDUST|7RCR|8ASPD|9aDMG|aBPWR
240	12134 53233	3	   	265.71	DCR|4VULN|1DMG|1DUR|1CDMG	1MBVNT|2DUR|3DMG|4CDMG|567aVULN|8LIT|9RCR
241	12181 31742	7	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1MBVNT|25DUR|3DMG|4TLV|678VULN|9CDMG|aRCR
242	12311 27262	3	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1MBVNT|29DUR|358VULN|4CDMG|6TLV|7DMG|aRCR
243	12317 25733	3	   	265.55	DCR|3VULN|2DUR|2ASPD|2LIT|1CDMG	1MBVNT|27DUR|37aVULN|4CDMG|58ASPD|67LIT|7BPWR|9RCR
244	23162 16234	3	   	265.52	DCR|3VULN|2DUR|2TLV|1DMG|1AART	18DUR|268VULN|3DMG|4LWND|58TLV|7RCR|8BPWR|9ERES|aAART
245	12238 52253	7	   	265.45	DCR|4VULN|3DUR|1CDMG	1MBVNT|269DUR|3RPLT|4569VULN|69BPWR|7RCR|89CGEN|aCDMG
246	12238 52253	8	   	265.45	DCR|4VULN|3DUR|1CDMG	1MBVNT|269DUR|3RPLT|4569VULN|69BPWR|7RCR|89CGEN|aCDMG
247	33111 16266	5	   	265.37	DCR|3VULN|3DUR|1DMG|1TLV	18LWND|268VULN|3DMG|4ERES|58aDUR|7RCR|8BPWR|9TLV
248	21352 52343	4	   	265.37	DCR|3VULN|3DUR|3LIT|1TLV	17aDUR|2FEWX|37aVULN|4CGEN|5TLV|67aLIT|7aBPWR|8DLOT|9RCR
249	15334 41473	5	 * 	265.35	DCR|4VULN|2DMG|2TLV	1MBVNT|2aTLV|3579VULN|45aFEWX|5aBPWR|6RCR|8aDMG
250	15334 41783	5	   	265.35	DCR|4VULN|2DMG|2TLV	1MBVNT|2aTLV|357aVULN|45FEWX|5aBPWR|6RCR|8BEXP|9aDMG
251	18742 22473	7	   	265.35	DCR|4VULN|2DMG|2TLV	1MBVNT|2RCVC|359aVULN|45FEWX|5aBPWR|6aTLV|7RCR|8aDMG
252	18742 22473	8	   	265.35	DCR|4VULN|2DMG|2TLV	1MBVNT|2RCVC|359aVULN|45FEWX|5aBPWR|6aTLV|7RCR|8aDMG
253	12362 62363	4	   	265.27	DCR|3VULN|3DUR|3LIT|1TLV	1MBVNT|27aDUR|37aVULN|4CGEN|5TLV|67aLIT|7aBPWR|8DLOT|9RCR
254	12371 53543	8	   	265.27	DCR|3VULN|3DUR|2CDMG|1TLV	1MBVNT|256DUR|368VULN|4DMSP|68BPWR|78CDMG|9TLV|aRCR
255	21241 16126	1	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	138DUR|245VULN|6LHND|7RCR|9DMG|aTLV
256	21241 21263	1	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	139DUR|245VULN|6ZMB|7RCR|8TLV|aDMG
257	23241 16126	2	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	138DUR|245VULN|6LHND|7RCR|9DMG|aTLV
258	23241 21263	2	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	139DUR|245VULN|6ZMB|7RCR|8TLV|aDMG
259	23321 16126	3	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	148DUR|235VULN|6LHND|7RCR|9DMG|aTLV
260	23321 21263	3	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	149DUR|235VULN|6ZMB|7RCR|8TLV|aDMG
261	23325 46133	3	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	148DUR|239VULN|5TLV|6MLV|7RCR|aDMG
262	15332 41473	5	   	265.25	DCR|4VULN|2DMG|2TLV	1MBVNT|2aTLV|3579VULN|4aFEWX|6RCR|8aDMG|aBPWR
263	15332 41783	5	   	265.25	DCR|4VULN|2DMG|2TLV	1MBVNT|2aTLV|357aVULN|4FEWX|6RCR|8BEXP|9aDMG|aBPWR
264	23341 31451	3	   	265.25	DCR|4VULN|3DUR|1CDMG	19aDUR|2345VULN|6CDMG|7BEXP|8RCR
265	23235 31222	10	   	265.25	DCR|4VULN|3DUR|1CDMG	156DUR|247aVULN|3RPLT|8CDMG|9RCR
266	23235 34322	10	   	265.25	DCR|4VULN|3DUR|1CDMG	156DUR|248aVULN|3RPLT|7CDMG|9RCR
267	21245 26133	1	   	265.17	DCR|3VULN|3DUR|1DMG|1TLV	138DUR|249VULN|5TLV|6ERES|7RCR|aDMG
268	23245 26133	2	   	265.17	DCR|3VULN|3DUR|1DMG|1TLV	138DUR|249VULN|5TLV|6ERES|7RCR|aDMG
269	23325 24314	3	   	265.17	DCR|3VULN|3DUR|3LIT|1TLV	149DUR|239VULN|5TLV|6ERES|79aLIT|8RCR|9BPWR
270	23325 26133	3	   	265.17	DCR|3VULN|3DUR|1DMG|1TLV	148DUR|239VULN|5TLV|6ERES|7RCR|aDMG
271	23351 26126	6	   	265.17	DCR|3VULN|3DUR|1DMG|1TLV	158DUR|236VULN|4LEGI|7RCR|9DMG|aTLV
272	23336 31653	7	   	265.16	DCR|4VULN|2ASPD|1DMG|1DUR	1DUR|2358VULN|45ASPD|5BPWR|6FEWX|7DMG|9LHND|aRCR
273	23336 56232	6	   	265.16	DCR|4VULN|2ASPD|1DMG|1DUR	1DUR|2358VULN|45ASPD|5BPWR|6RPLT|7DMG|9DMSP|aRCR
274	33336 31163	7	   	265.16	DCR|4VULN|2ASPD|1DMG|1DUR	1LWND|2359VULN|45ASPD|5BPWR|6FEWX|7DMG|8DUR|aRCR
275	53336 31163	7	   	265.16	DCR|4VULN|2ASPD|1DMG|1DUR	1LHND|2359VULN|45ASPD|5BPWR|6FEWX|7DMG|8DUR|aRCR
276	23341 33451	3	   	265.15	DCR|4VULN|3DUR|1CDMG	19aDUR|2345VULN|6CDMG|7DUST|8RCR
277	23336 33232	5	   	265.06	DCR|4VULN|2ASPD|1DMG|1DUR	1DUR|2357VULN|45ASPD|5BPWR|6TBNT|8DMG|9RCR|aFEWX
278	23336 33233	5	   	265.06	DCR|4VULN|2ASPD|1DMG|1DUR	1DUR|2357VULN|45ASPD|5BPWR|6TBNT|8DMG|9RCR|aMLV
279	23336 33235	5	   	265.06	DCR|4VULN|2ASPD|1DMG|1DUR	1DUR|2357VULN|45ASPD|5BPWR|6TBNT|8DMG|9RCR|aCGEN
280	23336 33236	5	   	265.06	DCR|4VULN|2ASPD|1DMG|1DUR	1DUR|2357VULN|45ASPD|5BPWR|6TBNT|8DMG|9RCR|aLHND
281	23336 33663	8	   	265.06	DCR|4VULN|2ASPD|1DMG|1DUR	1DUR|2359VULN|45ASPD|5BPWR|6FEWX|7LEGI|8DMG|aRCR
282	15322 41473	5	   	265.05	DCR|4VULN|2DMG|2TLV	1MBVNT|2aTLV|3579VULN|4aDUST|6RCR|8aDMG|aBPWR
283	15324 41473	5	   	265.05	DCR|4VULN|2DMG|2TLV	1MBVNT|2aTLV|3579VULN|45aDUST|5aBPWR|6RCR|8aDMG
284	23222 42425	10	   	264.81	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1DUR|267VULN|3RPLT|4AART|56DMG|6BPWR|8CGEN|9TLV|aRCR
285	23222 42225	10	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1DUR|267VULN|3RPLT|4AART|56DMG|6BPWR|8ERES|9TLV|aRCR
286	23131 36265	6	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD	18DUR|289VULN|35DMG|4FEWX|68MLV|7RCR|8BPWR|aASPD
287	24235 35123	9	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	17DUR|2MLV|37DMG|4ASPD|5ERES|67aVULN|7BPWR|8CGEN|9RCR
288	11527 84122	1	   	264.40	DCR|3VULN|2DUR|2TLV|2LIT|1CDMG	1MBVNT|2RCVC|359VULN|45DUR|59BPWR|69TLV|79LIT|8RCR|aCDMG
289	12513 28631	9	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	1MBVNT|27DUR|3ERES|47aVULN|5RPLT|67DMG|7BPWR|8ASPD|9RCR
290	15681 43341	8	   	264.17	DCR|3VULN|2DUR|2TLV|1DMG	1MBVNT|29TLV|3LHND|49DUR|5DMG|6LIT|79aVULN|8RCR|9BPWR
291	23412 53312	3	   	264.17	DCR|3VULN|2DUR|1DMG|2TLV	19DUR|279VULN|3ERES|4LIT|59TLV|6RCVC|8RCR|9BPWR|aDMG
292	23432 53312	4	   	264.17	DCR|3VULN|2DUR|1DMG|2TLV	19DUR|279VULN|3ERES|4LIT|59TLV|6RCVC|8RCR|9BPWR|aDMG
293	23436 43312	6	   	264.17	DCR|3VULN|2DUR|1DMG|2TLV	19DUR|279VULN|3ERES|4LIT|59TLV|6RCVC|8RCR|9BPWR|aDMG
294	23436 53312	5	   	264.17	DCR|3VULN|2DUR|1DMG|2TLV	19DUR|279VULN|3ERES|4LIT|59TLV|6RCVC|8RCR|9BPWR|aDMG
295	12362 17243	4	   	264.08	DCR|3VULN|3DUR|2TLV|2LIT	1MBVNT|28aDUR|36aVULN|48CGEN|58TLV|7RCR|8aBPWR|9aLIT
296	23412 13312	3	   	264.07	DCR|3VULN|2DUR|1DMG|2TLV	19DUR|279VULN|36ERES|4LIT|59TLV|8RCR|9BPWR|aDMG
297	23416 52312	6	   	264.07	DCR|3VULN|2DUR|1DMG|2TLV	19DUR|249VULN|37ERES|5LIT|69TLV|8RCR|9BPWR|aDMG
298	23416 53312	7	   	264.07	DCR|3VULN|2DUR|1DMG|2TLV	19DUR|249VULN|37ERES|5LIT|69TLV|8RCR|9BPWR|aDMG
299	23432 13312	4	   	264.07	DCR|3VULN|2DUR|1DMG|2TLV	19DUR|279VULN|36ERES|4LIT|59TLV|8RCR|9BPWR|aDMG
300	23433 53312	6	   	264.07	DCR|3VULN|2DUR|1DMG|2TLV	19DUR|279VULN|35ERES|4LIT|69TLV|8RCR|9BPWR|aDMG
301	23434 52312	6	   	264.07	DCR|3VULN|2DUR|1DMG|2TLV	19DUR|259VULN|37ERES|4LIT|69TLV|8RCR|9BPWR|aDMG
302	23434 53312	7	   	264.07	DCR|3VULN|2DUR|1DMG|2TLV	19DUR|259VULN|37ERES|4LIT|69TLV|8RCR|9BPWR|aDMG
303	23436 13312	5	   	264.07	DCR|3VULN|2DUR|1DMG|2TLV	19DUR|279VULN|36ERES|4LIT|59TLV|8RCR|9BPWR|aDMG
304	11527 84123	1	   	263.98	DCR|3VULN|3DUR|2TLV|2LIT	1MBVNT|2RCVC|359VULN|45aDUR|59BPWR|69TLV|79LIT|8RCR
305	12367 84123	3	   	263.98	DCR|3VULN|3DUR|2TLV|2LIT	1MBVNT|259DUR|35aVULN|4RCVC|59BPWR|69TLV|79LIT|8RCR
306	12377 84123	4	   	263.98	DCR|3VULN|3DUR|2TLV|2LIT	1MBVNT|259DUR|35aVULN|4DMSP|59BPWR|69TLV|79LIT|8RCR
307	23122 86823	10	   	263.94	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	18DUR|28VULN|37DMG|4DUST|5MBVNT|68ASPD|8BPWR|9TLV|aRCR
308	12512 87243	5	   	263.88	DCR|3VULN|3DUR|2TLV|2LIT	1MBVNT|28aDUR|3aERES|458VULN|68TLV|7RCR|8aBPWR|9aLIT
309	12514 87243	5	   	263.88	DCR|3VULN|3DUR|2TLV|2LIT	1MBVNT|28aDUR|35aERES|458VULN|58aBPWR|68TLV|7RCR|9aLIT
310	12352 17243	3	   	263.88	DCR|3VULN|3DUR|2TLV|2LIT	1MBVNT|28aDUR|36aVULN|48ERES|58TLV|7RCR|8aBPWR|9aLIT
311	12512 17243	4	   	263.88	DCR|3VULN|3DUR|2TLV|2LIT	1MBVNT|28aDUR|3aERES|468VULN|58TLV|7RCR|8aBPWR|9aLIT
312	23412 23314	3	   	263.88	DCR|3VULN|3DUR|2TLV|2LIT	169DUR|279VULN|3ERES|4aLIT|59TLV|8RCR|9BPWR
313	23432 23314	4	   	263.88	DCR|3VULN|3DUR|2TLV|2LIT	169DUR|279VULN|3ERES|4aLIT|59TLV|8RCR|9BPWR
314	23436 23314	5	   	263.88	DCR|3VULN|3DUR|2TLV|2LIT	169DUR|279VULN|3ERES|4aLIT|59TLV|8RCR|9BPWR
315	12176 13712	3	   	263.62	DCR|2VULN|3DMG|3DUR|1SELL	1MBVNT|249DUR|349DMG|49BPWR|5SELL|6MLV|7LIT|89VULN|aRCR
316	24231 35323	10	   	263.59	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1AART	17DUR|2MLV|37DMG|4ASPD|5CGEN|67VULN|7BPWR|8TLV|9RCR|aAART
317	24231 35324	9	   	263.59	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD|1AART	17DUR|2MLV|37DMG|4ASPD|5CGEN|67VULN|7BPWR|8TLV|9RCR|aAART
318	23431 22612	6	 * 	263.57	DCR|3VULN|3DUR|3CDMG	179DUR|279VULN|3ERES|4LIT|5RPLT|679CDMG|79BPWR|8RCVC|aRCR
319	23431 52612	5	   	263.57	DCR|3VULN|3DUR|3CDMG	179DUR|279VULN|3ERES|4LIT|5RPLT|679CDMG|79BPWR|8RCVC|aRCR
320	23221 61121	4	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1DUR|289aVULN|3RPLT|4AART|5TLV|6RCR|7CDMG
321	23341 16621	3	   	263.15	DCR|5VULN|1DMG|1DUR|1SELL	1DUR|23458VULN|6LHND|7RCR|9DMG|aSELL
322	22132 31553	9	   	263.09	DCR|4VULN|2DUR|2LIT|1AART	18DUR|2RPLT|3LHND|489aVULN|5AART|68LIT|7RCR|8BPWR
323	22132 31553	10	   	263.09	DCR|4VULN|2DUR|2LIT|1AART	18DUR|2RPLT|3LHND|489aVULN|5AART|68LIT|7RCR|8BPWR
324	21245 16213	1	   	263.02	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG|1ASPD	136DUR|24VULN|5TLV|7ASPD|8DMG|9CDMG|aRCR
325	23245 16213	2	   	263.02	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG|1ASPD	136DUR|24VULN|5TLV|7ASPD|8DMG|9CDMG|aRCR
326	23325 16213	3	   	263.02	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG|1ASPD	146DUR|23VULN|5TLV|7ASPD|8DMG|9CDMG|aRCR
327	23336 35613	5	   	262.92	DCR|3VULN|3ASPD|2DUR|1TLV	18DUR|235VULN|458ASPD|58BPWR|6TBNT|78BEXP|9TLV|aRCR
328	33336 16613	5	   	262.92	DCR|3VULN|3ASPD|2DUR|1TLV	18LWND|235VULN|458ASPD|58BPWR|68DUR|7BBNT|9TLV|aRCR
329	23336 11245	5	   	262.82	DCR|3VULN|3ASPD|2DUR|1TLV	16DUR|235VULN|45aASPD|5BPWR|7RCR|8TLV|9BEXP
330	23336 11255	5	   	262.82	DCR|3VULN|3ASPD|2DUR|1TLV	16DUR|235VULN|45aASPD|5BPWR|7RCR|8TLV|9LHND
331	23316 22213	7	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	157DUR|235VULN|4RMIN|5BPWR|6ZMB|8DMG|9CDMG|aRCR
332	23316 22613	8	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	157DUR|235VULN|4RMIN|5BPWR|6ZMB|8DMG|9CDMG|aRCR
333	23316 22643	9	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	157DUR|235VULN|4RMIN|5BPWR|6ZMB|8DMG|9CDMG|aRCR
334	23341 42213	7	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	157DUR|236VULN|46BEXP|6BPWR|8DMG|9CDMG|aRCR
335	23341 42613	8	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	157DUR|236VULN|46BEXP|6BPWR|8DMG|9CDMG|aRCR
336	23361 42213	7	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	157DUR|236VULN|46FEWX|6BPWR|8DMG|9CDMG|aRCR
337	23361 42613	8	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG	157DUR|236VULN|46FEWX|6BPWR|8DMG|9CDMG|aRCR
338	23336 11225	5	   	262.72	DCR|3VULN|3ASPD|2DUR|1TLV	16DUR|235VULN|45aASPD|5BPWR|7RCR|8TLV|9DUST
339	23235 51136	7	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	158DUR|24aVULN|3RPLT|6CDMG|7DMG|9RCR
