0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12316 12636	4	 * 	295.62	DCR|5VULN|3DUR|2CDMG|1AART	18CDMG|24578VULN|345DUR|458BPWR|6AART|9ASPD|aRCR
165	12315 33255	4	   	267.52	DCR|4VULN|3DUR|2CDMG	17CDMG|2457VULN|347DUR|47BPWR|6RPLT|8DUST|9LIT|aRCR
166	12315 33355	4	   	267.52	DCR|4VULN|3DUR|2CDMG	17CDMG|2457VULN|347DUR|47BPWR|6RPLT|8LEGI|9LIT|aRCR
167	12315 33615	4	   	267.52	DCR|4VULN|3DUR|2CDMG	17CDMG|2457VULN|347DUR|47BPWR|6RPLT|8LIT|9DUST|aRCR
168	32265 52312	7	   	267.52	DCR|4VULN|3DUR|2CDMG	1479VULN|2MLV|367DUR|57CDMG|7BPWR|8RCR|aASPD
169	32265 52313	7	   	267.52	DCR|4VULN|3DUR|2CDMG	1479VULN|2MLV|367DUR|57CDMG|7BPWR|8RCR|aLIT
170	13536 13522	6	   	267.51	DCR|4VULN|2DMG|2CDMG|2LIT|1SELL	18CDMG|24LIT|3489VULN|48BPWR|58DMG|6RCR|7BELT|aSELL
171	12315 61343	4	   	267.51	DCR|3VULN|3DUR|1TLV|1CDMG|1AART	1CDMG|245VULN|346DUR|4BPWR|7TLV|8RCR|9DUST|aAART
172	12316 33215	4	   	267.47	DCR|3VULN|3DUR|1TLV|1CDMG|1AART|1SELL	1CDMG|245VULN|345DUR|45BPWR|6TLV|7AART|8FEWX|9SELL|aRCR
173	12316 33515	4	   	267.47	DCR|3VULN|3DUR|1TLV|1CDMG|1AART|1SELL	1CDMG|245VULN|345DUR|45BPWR|6TLV|7AART|8LHND|9SELL|aRCR
174	12312 12312	7	   	267.42	DCR|4VULN|3DUR|2CDMG	17CDMG|2469VULN|347DUR|47BPWR|57ERES|8RCR|aASPD
175	12312 12313	7	   	267.42	DCR|4VULN|3DUR|2CDMG	17CDMG|2469VULN|347DUR|47BPWR|57ERES|8RCR|aLIT
176	11533 43336	7	   	267.40	DCR|4VULN|2TLV|2CDMG|1AART	18CDMG|28TLV|3AART|478aVULN|5DMSP|6RCR|8BPWR|9ASPD
177	33336 61326	6	 * 	267.37	DCR|3VULN|3DMG|3LIT|2CDMG	179VULN|2RCVC|3DUST|479LIT|567DMG|79BPWR|89CDMG|aRCR
178	12355 13123	4	   	267.29	DCR|3VULN|2DUR|1TLV|2CDMG|2ASPD	19CDMG|245VULN|39DUR|6BELT|79ASPD|8RCR|9BPWR|aTLV
179	34126 13123	4	   	267.29	DCR|3VULN|2DUR|1TLV|2CDMG|2ASPD	149VULN|23DUR|59CDMG|6BELT|79ASPD|8RCR|9BPWR|aTLV
180	34123 63312	5	   	267.15	DCR|5VULN|3DUR|1AART	1456aVULN|236DUR|6BPWR|7AART|8LWND|9RCR
181	34125 63312	4	   	267.15	DCR|5VULN|3DUR|1AART	1456aVULN|236DUR|6BPWR|7AART|8LWND|9RCR
182	34123 63222	5	   	267.05	DCR|5VULN|3DUR|1AART	1456aVULN|236DUR|6BPWR|7AART|8MBVNT|9RCR
183	34125 63222	4	   	267.05	DCR|5VULN|3DUR|1AART	1456aVULN|236DUR|6BPWR|7AART|8MBVNT|9RCR
184	12313 32122	8	 * 	266.87	DCR|2VULN|3DMG|3DUR|2CDMG	18CDMG|24VULN|348DUR|48BPWR|5LHND|6BEXP|78aDMG|9RCR
185	12314 32122	8	   	266.87	DCR|2VULN|3DMG|3DUR|2CDMG	18CDMG|24VULN|348DUR|48BPWR|5LWND|6BEXP|78aDMG|9RCR
186	12315 53251	4	   	266.43	DCR|3VULN|3DUR|1DMG|2CDMG	1aCDMG|245VULN|348DUR|4BPWR|6ASPD|7DMG|9RCR
187	13536 12334	7	   	266.40	DCR|3VULN|2DMG|1TLV|2LIT|1CDMG	1CDMG|24LIT|34aVULN|4BPWR|58DMG|6RCR|7TLV|9LHND
188	13536 16221	10	   	266.40	DCR|3VULN|2DMG|1TLV|2LIT|1CDMG	1CDMG|24LIT|347VULN|4BPWR|5aDMG|6RCR|8LWND|9TLV
189	13536 16321	10	   	266.40	DCR|3VULN|2DMG|1TLV|2LIT|1CDMG	1CDMG|24LIT|347VULN|4BPWR|5aDMG|6RCR|8BEXP|9TLV
190	12316 21323	4	   	266.36	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|6RCVC|7TLV|8RCR|9MLV|aLIT
191	11536 43313	7	   	266.31	DCR|3VULN|3TLV|1DMG|2CDMG|1AART	18CDMG|258TLV|3AART|478VULN|6RCR|8BPWR|9DMG|aASPD
192	12315 61323	4	   	266.26	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|245VULN|346DUR|4BPWR|7TLV|8RCR|9MLV|aLIT
193	12356 61323	4	   	266.26	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|245VULN|356DUR|5BPWR|7TLV|8RCR|9MLV|aLIT
194	12366 21312	3	   	266.26	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|259VULN|345DUR|5BPWR|6RCVC|7TLV|8RCR|aASPD
195	12366 21312	2	   	266.26	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|259VULN|345DUR|5BPWR|6RCVC|7TLV|8RCR|aASPD
196	12366 21313	3	   	266.26	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|259VULN|345DUR|5BPWR|6RCVC|7TLV|8RCR|aLIT
197	12366 21313	2	   	266.26	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|259VULN|345DUR|5BPWR|6RCVC|7TLV|8RCR|aLIT
198	12366 61312	4	   	266.26	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|259VULN|356DUR|4RCVC|5BPWR|7TLV|8RCR|aASPD
199	12366 61313	4	   	266.26	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|259VULN|356DUR|4RCVC|5BPWR|7TLV|8RCR|aLIT
200	13536 12433	9	   	266.24	DCR|3VULN|1TLV|1DMG|2AART|2LIT|1CDMG	1CDMG|24LIT|349VULN|4BPWR|5DMG|6RCR|7TLV|8aAART
201	31346 52231	1	   	266.16	DCR|3VULN|2DMG|1TLV|2CDMG	13aVULN|2TLV|4RMIN|5aCDMG|6ASPD|7ERES|8aDMG|9RCR|aBPWR
202	33356 52231	1	   	266.16	DCR|3VULN|2DMG|1TLV|2CDMG	13aVULN|2RMIN|4TLV|5aCDMG|6ASPD|7ERES|8aDMG|9RCR|aBPWR
203	12311 12116	6	   	266.16	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|24aVULN|349DUR|4BPWR|5DLOT|6ASPD|7TLV|8RCR
204	12365 61312	3	   	266.16	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|259VULN|346DUR|7TLV|8RCR|aASPD
205	12365 61312	2	   	266.16	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|259VULN|346DUR|7TLV|8RCR|aASPD
206	12365 61313	2	   	266.16	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|259VULN|346DUR|7TLV|8RCR|aLIT
207	12365 61313	3	   	266.16	DCR|3VULN|3DUR|1TLV|1CDMG	1CDMG|259VULN|346DUR|7TLV|8RCR|aLIT
208	34126 61312	4	   	266.16	DCR|3VULN|3DUR|1TLV|1CDMG	149VULN|236DUR|5CDMG|7TLV|8RCR|aASPD
209	34126 61313	4	   	266.16	DCR|3VULN|3DUR|1TLV|1CDMG	149VULN|236DUR|5CDMG|7TLV|8RCR|aLIT
210	34222 21242	3	   	266.13	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|27DUR|3aLHND|4CDMG|5AART|67BEXP|7aBPWR|8RCR|9aDMG
211	34222 61242	2	   	266.13	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|27DUR|3aLWND|4CDMG|5AART|67LHND|7aBPWR|8RCR|9aDMG
212	34232 21242	4	   	266.13	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|27DUR|3aLHND|4CDMG|5AART|67BEXP|7aBPWR|8RCR|9aDMG
213	34232 21242	6	   	266.13	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|27DUR|3aLHND|4CDMG|57BEXP|6AART|7aBPWR|8RCR|9aDMG
214	34233 11242	6	   	266.13	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|27DUR|3aLHND|4CDMG|5AART|67LWND|7aBPWR|8RCR|9aDMG
215	34233 21242	5	   	266.13	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|27DUR|3aLHND|4CDMG|5AART|67BEXP|7aBPWR|8RCR|9aDMG
216	12316 32324	4	   	266.13	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9MLV|aRMIN
217	12316 32334	4	   	266.13	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9BEXP|aBELT
218	12316 32354	4	   	266.13	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9FEWX|aBELT
219	12316 32363	4	   	266.13	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9LHND|aRCVC
220	12316 32364	4	   	266.13	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9LHND|aFEWX
221	12316 32365	4	   	266.13	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9LHND|aBELT
222	12316 21336	4	   	266.13	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|6RCVC|7aTLV|8RCR|9BEXP
223	12316 21356	4	   	266.13	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|6RCVC|7aTLV|8RCR|9FEWX
224	13531 43323	9	   	266.05	DCR|4VULN|1TLV|1DUR|2LIT|1CDMG	1CDMG|24LIT|349aVULN|4BPWR|5DUR|6TLV|7RPLT|8RCR
225	13536 12342	7	   	266.03	DCR|2VULN|2DMG|2TLV|1DUR|2LIT|1CDMG	1CDMG|24LIT|34VULN|4BPWR|58DMG|6RCR|7aTLV|9DUR
226	11651 11123	2	 * 	266.03	DCR|3VULN|2DMG|2TLV|2CDMG	1aCDMG|24TLV|3BELT|59aVULN|6aDMG|7DMSP|8RCR|aBPWR
227	12316 32331	4	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9BEXP|aTBNT
228	12316 32332	4	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9BEXP|aERES
229	12316 32335	4	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9BEXP|aBBNT
230	12316 32336	4	   	266.03	DCR|3VULN|3DUR|3TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67aTLV|8RCR|9BEXP
231	12316 32344	4	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9DUST|aBELT
232	12316 32351	4	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9FEWX|aTBNT
233	12316 32352	4	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9FEWX|aERES
234	12316 32355	4	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9FEWX|aBBNT
235	12316 32356	4	   	266.03	DCR|3VULN|3DUR|3TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67aTLV|8RCR|9FEWX
236	12316 32361	4	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9LHND|aTBNT
237	12316 32362	4	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9LHND|aERES
238	12315 61336	4	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|346DUR|4BPWR|7aTLV|8RCR|9BEXP
239	12316 21346	4	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|6RCVC|7aTLV|8RCR|9DUST
240	12366 32311	2	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|259VULN|345DUR|5BPWR|67TLV|8RCR|aRCVC
241	12366 32311	3	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|259VULN|345DUR|5BPWR|67TLV|8RCR|aRCVC
242	12366 32316	3	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|259VULN|345DUR|5BPWR|67TLV|8RCR|aCGEN
243	12366 32316	2	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|259VULN|345DUR|5BPWR|67TLV|8RCR|aCGEN
244	12366 32325	2	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|25aVULN|345DUR|5BPWR|67TLV|8RCR|9MLV
245	12366 32325	3	   	266.03	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|25aVULN|345DUR|5BPWR|67TLV|8RCR|9MLV
246	36134 22142	8	   	265.93	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|2BEXP|3aDUR|4CDMG|5LHND|6AART|8RCR|9aDMG|aBPWR
247	36134 22242	7	   	265.93	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|2BEXP|3aDUR|4CDMG|5LHND|6AART|8RCR|9aDMG|aBPWR
248	36136 22122	8	   	265.93	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|2BEXP|3aDUR|4CDMG|5LWND|6AART|8RCR|9aDMG|aBPWR
249	31422 31242	3	   	265.93	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|27DUST|3aLHND|4CDMG|5AART|67DUR|7aBPWR|8RCR|9aDMG
250	31622 31242	2	   	265.93	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|27DUST|3aLHND|4CDMG|5AART|67DUR|7aBPWR|8RCR|9aDMG
251	34422 31242	1	   	265.93	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|27LHND|3aDUST|4CDMG|5AART|67DUR|7aBPWR|8RCR|9aDMG
252	12316 32341	4	   	265.93	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9DUST|aTBNT
253	12316 32342	4	   	265.93	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9DUST|aERES
254	12316 32345	4	   	265.93	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67TLV|8RCR|9DUST|aBBNT
255	12316 32346	4	   	265.93	DCR|3VULN|3DUR|3TLV|1CDMG	1CDMG|245VULN|345DUR|45BPWR|67aTLV|8RCR|9DUST
256	12366 32315	3	   	265.93	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|259VULN|345DUR|5BPWR|67TLV|8RCR|aBBNT
257	12366 32315	2	   	265.93	DCR|3VULN|3DUR|2TLV|1CDMG	1CDMG|259VULN|345DUR|5BPWR|67TLV|8RCR|aBBNT
258	12315 84814	8	   	265.89	DCR|3VULN|2DUR|1TLV|2CDMG|2LIT	19CDMG|249VULN|34DUR|49BPWR|5MBVNT|6TLV|79LIT|8LEGI|aRCR
259	34126 32321	7	   	265.89	DCR|3VULN|3DUR|2TLV|1CDMG|1SELL	147VULN|237DUR|5SELL|67TLV|7BPWR|8RCR|9MLV|aCDMG
260	12352 12332	10	 * 	265.85	DCR|4VULN|2DUR|1DMG|2CDMG	17CDMG|2469VULN|37DUR|57ERES|7BPWR|8RCR|aDMG
261	14433 12332	10	   	265.85	DCR|4VULN|2DUR|1DMG|2CDMG	17CDMG|24ERES|3679VULN|57DUR|7BPWR|8RCR|aDMG
262	31146 22142	8	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|2DUST|3aDUR|4LHND|5CDMG|6AART|8RCR|9aDMG|aBPWR
263	31146 22242	7	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|2DUST|3aDUR|4LHND|5CDMG|6AART|8RCR|9aDMG|aBPWR
264	31164 22142	8	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|2DUST|3aDUR|4CDMG|5LHND|6AART|8RCR|9aDMG|aBPWR
265	31164 22242	7	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|2DUST|3aDUR|4CDMG|5LHND|6AART|8RCR|9aDMG|aBPWR
266	31166 22122	8	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|2DUST|3aDUR|4CDMG|5LWND|6AART|8RCR|9aDMG|aBPWR
267	34222 12612	3	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	19aVULN|2aDUR|3LHND|4CDMG|5AART|6MBVNT|7RCR|8aDMG|aBPWR
268	34222 12612	2	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	19aVULN|2aDUR|3LWND|4CDMG|5AART|6MBVNT|7RCR|8aDMG|aBPWR
269	34222 12722	2	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	18aVULN|2aDUR|3LWND|4CDMG|5AART|6MBVNT|7RCR|9aDMG|aBPWR
270	34222 12752	3	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	18aVULN|2aDUR|3LHND|4CDMG|5AART|6MBVNT|7RCR|9aDMG|aBPWR
271	34232 12612	4	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	19aVULN|2aDUR|3LHND|4CDMG|5AART|6MBVNT|7RCR|8aDMG|aBPWR
272	34232 12752	4	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	18aVULN|2aDUR|3LHND|4CDMG|5AART|6MBVNT|7RCR|9aDMG|aBPWR
273	34233 12612	5	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	19aVULN|2aDUR|3LHND|4CDMG|5AART|6MBVNT|7RCR|8aDMG|aBPWR
274	34233 12752	5	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	18aVULN|2aDUR|3LHND|4CDMG|5AART|6MBVNT|7RCR|9aDMG|aBPWR
275	34233 32142	8	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|2aDUR|3LHND|4CDMG|5AART|6LEGI|8RCR|9aDMG|aBPWR
276	34233 32242	7	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	17aVULN|2aDUR|3LHND|4CDMG|5AART|6LEGI|8RCR|9aDMG|aBPWR
277	34235 22612	6	   	265.83	DCR|3VULN|2DMG|2DUR|1CDMG|1AART	19aVULN|2aDUR|3LHND|4CDMG|5MBVNT|6AART|7RCR|8aDMG|aBPWR
278	12313 62316	7	   	265.77	DCR|4VULN|2DUR|1TLV|1CDMG	1CDMG|249aVULN|34DUR|4BPWR|5LHND|6TLV|7MLV|8RCR
279	12314 62316	7	   	265.77	DCR|4VULN|2DUR|1TLV|1CDMG	1CDMG|249aVULN|34DUR|4BPWR|5LWND|6TLV|7MLV|8RCR
280	34123 64111	10	   	265.70	DCR|5VULN|3DUR	1456aVULN|237DUR|8RCR|9LIT
281	31261 53124	6	   	265.68	DCR|4VULN|2TLV|1DMG|1DUR	1457VULN|2DUST|37TLV|67FEWX|7BPWR|8DUR|9DMG|aRCR
282	12313 62316	6	   	265.67	DCR|4VULN|2DUR|1TLV|1CDMG	1CDMG|249aVULN|34DUR|4BPWR|5LHND|6TLV|7ERES|8RCR
283	12314 62316	6	   	265.67	DCR|4VULN|2DUR|1TLV|1CDMG	1CDMG|249aVULN|34DUR|4BPWR|5LWND|6TLV|7ERES|8RCR
