0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23484 31414	1	 * 	267.23	DCR|3VULN|3DUR|2TLV|2LIT	189DUR|2MBVNT|34LIT|568VULN|78TLV|8BPWR|aRCR
171	24436 31311	4	   	245.65	DCR|4VULN|1TLV|1DUR	1DUR|2LIT|3DUST|4569VULN|7TLV|8RCR|aRMIN
172	24436 31312	4	   	245.65	DCR|4VULN|1TLV|1DUR	1DUR|2LIT|3DUST|4569VULN|7TLV|8RCR|aBELT
173	24536 31311	4	   	245.65	DCR|4VULN|1TLV|1DUR	1DUR|2LIT|3LEGI|4569VULN|7TLV|8RCR|aRMIN
174	24536 31312	4	   	245.65	DCR|4VULN|1TLV|1DUR	1DUR|2LIT|3LEGI|4569VULN|7TLV|8RCR|aBELT
175	24626 31311	2	   	245.65	DCR|4VULN|1TLV|1DUR	1DUR|2LIT|3569VULN|4DUST|7TLV|8RCR|aRMIN
176	24626 31312	2	   	245.65	DCR|4VULN|1TLV|1DUR	1DUR|2LIT|3569VULN|4DUST|7TLV|8RCR|aBELT
177	36433 12125	7	   	245.12	ACR|4VULN|3DUR|2LIT|1CDMG|1AART	1RCR|2589VULN|3AART|4CDMG|68aDUR|78LIT|8BPWR
178	52113 41325	6	   	245.00	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1RCVC|26aVULN|3BEXP|4DUR|56LIT|6BPWR|7TLV|8RCR|9CDMG
179	33243 37477	1	 * 	244.99	ACR|5VULN|2DMG|1TLV	1RCR|2MBVNT|3469aVULN|5TLV|7aDMG|8aFEWX|aBPWR
180	24621 31325	5	   	244.90	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1DUR|23LIT|4LWND|56aVULN|7TLV|8RCR|9CDMG
181	23421 41611	6	   	244.86	DCR|3VULN|1TLV|1DMG|1DUR	1DUR|26MLV|3DMG|4LIT|569VULN|6BPWR|7TLV|8LWND|aRCR
182	61122 21436	1	   	244.80	DCR|2VULN|3DUR|2DMG|1CDMG	1aCGEN|259DUR|3CDMG|4DMSP|6aDMG|7RCR|8aVULN|aBPWR
183	24611 31325	5	   	244.80	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1DUR|23LIT|4DUST|56aVULN|7TLV|8RCR|9CDMG
184	23421 31611	5	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1DUR|2MLV|3DMG|4LIT|569VULN|7TLV|8LWND|aRCR
185	16423 41111	8	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3DMG|468VULN|5RMIN|7LIT|9DUR|aRCR
186	23341 22334	1	   	244.72	DCR|3VULN|2DUR|1TLV|1CDMG	17DUR|2MBVNT|3LWND|478VULN|57FEWX|6RCR|7BPWR|9TLV|aCDMG
187	23862 22334	1	   	244.72	DCR|3VULN|2DUR|1TLV|1CDMG	17DUR|2MBVNT|3FEWX|47LWND|578VULN|6RCR|7BPWR|9TLV|aCDMG
188	36225 21335	7	   	244.71	ACR|3VULN|2DMG|3TLV|2DUR	1RCR|29aVULN|3RPLT|49DMG|5aFEWX|6aDUR|789TLV|9aBPWR
189	36225 23335	6	   	244.71	ACR|3VULN|2DMG|3TLV|2DUR	1RCR|29aVULN|3RPLT|49DMG|5aFEWX|6aDUR|789TLV|9aBPWR
190	16423 33621	4	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3DMG|468VULN|5DUR|7ERES|9LIT|aRCR
191	16423 33621	3	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3DMG|468VULN|5DUR|7ERES|9LIT|aRCR
192	16423 36111	4	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3DMG|469VULN|5DUR|7LIT|8ERES|aRCR
193	16423 36111	3	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3DMG|469VULN|5DUR|7LIT|8ERES|aRCR
194	16423 36311	4	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3DMG|468VULN|5DUR|7LIT|9ERES|aRCR
195	16423 36311	3	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3DMG|468VULN|5DUR|7LIT|9ERES|aRCR
196	16623 33621	2	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3DMG|468VULN|5DUR|7ERES|9LIT|aRCR
197	16623 36111	2	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3DMG|469VULN|5DUR|7LIT|8ERES|aRCR
198	16623 36311	2	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3DMG|468VULN|5DUR|7LIT|9ERES|aRCR
199	24236 31611	4	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1DUR|2LIT|3FEWX|456VULN|7TLV|8DMG|9ERES|aRCR
200	24236 31611	1	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1DUR|256VULN|3FEWX|4LIT|7TLV|8DMG|9ERES|aRCR
201	24336 31611	4	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1DUR|2LIT|3BEXP|456VULN|7TLV|8DMG|9ERES|aRCR
202	22122 21436	2	   	244.60	DCR|2VULN|3DUR|2DMG|1CDMG	159DUR|2aERES|3CDMG|4DMSP|6aDMG|7RCR|8aVULN|aBPWR
203	22162 21436	2	   	244.60	DCR|2VULN|3DUR|2DMG|1CDMG	159DUR|2aERES|3CDMG|4RCVC|6aDMG|7RCR|8aVULN|aBPWR
204	22622 21436	3	   	244.60	DCR|2VULN|3DUR|2DMG|1CDMG	159DUR|2aERES|3CDMG|4DMSP|6aDMG|7RCR|8aVULN|aBPWR
205	26122 21436	1	   	244.60	DCR|2VULN|3DUR|2DMG|1CDMG	159DUR|2aERES|3CDMG|4DMSP|6aDMG|7RCR|8aVULN|aBPWR
206	23312 22334	1	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	17DUR|2MBVNT|3LWND|47DUST|578VULN|6RCR|7BPWR|9TLV|aCDMG
207	36223 21335	7	   	244.51	ACR|3VULN|2DMG|3TLV|2DUR	1RCR|29aVULN|3RPLT|49DMG|5aDUST|6aDUR|789TLV|9aBPWR
208	36223 23335	6	   	244.51	ACR|3VULN|2DMG|3TLV|2DUR	1RCR|29aVULN|3RPLT|49DMG|5aDUST|6aDUR|789TLV|9aBPWR
209	24611 41321	6	   	244.45	DCR|2VULN|2DUR|1TLV|2LIT|1CDMG|1AART	16DUR|23LIT|4DUST|56VULN|6BPWR|7TLV|8RCR|9CDMG|aAART
210	25111 21611	2	 * 	244.40	DCR|3VULN|3DUR|3CDMG	178DUR|2LHND|378CDMG|4DMSP|5BELT|678VULN|78BPWR|9BEXP|aRCR
211	25111 21631	2	   	244.40	DCR|3VULN|3DUR|3CDMG	178DUR|2LHND|378CDMG|4DMSP|5BELT|678VULN|78BPWR|9FEWX|aRCR
212	23344 74254	1	   	244.30	DCR|3VULN|3DUR|1TLV	189DUR|2MBVNT|3LWND|459VULN|6RCR|79BEXP|9BPWR|aTLV
213	23342 22224	1	   	244.30	DCR|3VULN|3DUR|1TLV	178DUR|2MBVNT|3LWND|479VULN|57BEXP|6RCR|7BPWR|aTLV
214	23342 28354	1	   	244.30	DCR|3VULN|3DUR|1TLV	179DUR|2MBVNT|3LWND|489VULN|59BEXP|6RCR|9BPWR|aTLV
215	23352 22224	1	   	244.30	DCR|3VULN|3DUR|1TLV	178DUR|2MBVNT|3LWND|47BEXP|579VULN|6RCR|7BPWR|aTLV
216	23352 28354	1	   	244.30	DCR|3VULN|3DUR|1TLV	179DUR|2MBVNT|3LWND|49BEXP|589VULN|6RCR|9BPWR|aTLV
217	23542 24554	1	   	244.30	DCR|3VULN|3DUR|1TLV	169DUR|2MBVNT|3BEXP|459VULN|79FEWX|8RCR|9BPWR|aTLV
218	23562 22224	1	   	244.30	DCR|3VULN|3DUR|1TLV	178DUR|2MBVNT|3BEXP|47LWND|579VULN|6RCR|7BPWR|aTLV
219	23143 32453	10	   	244.30	DCR|3VULN|3DUR|1TLV	167DUR|2MLV|37FEWX|457VULN|7BPWR|8ERES|9TLV|aRCR
220	53123 46211	2	   	244.20	DCR|3VULN|3DUR|1TLV	1RCVC|2LEGI|356DUR|456VULN|56BPWR|7RCR|8TLV|9TBNT|aFEWX
221	53123 46213	2	   	244.20	DCR|3VULN|3DUR|1TLV	1RCVC|2LEGI|356DUR|456VULN|56BPWR|7RCR|8TLV|9TBNT|aLHND
222	53123 46232	2	   	244.20	DCR|3VULN|3DUR|1TLV	1RCVC|2LEGI|356DUR|456VULN|56BPWR|7RCR|8TLV|9DUST|aFEWX
223	53123 46233	2	   	244.20	DCR|3VULN|3DUR|1TLV	1RCVC|2LEGI|356DUR|456VULN|56BPWR|7RCR|8TLV|9DUST|aLHND
224	23228 21741	1	   	244.20	DCR|3VULN|3DUR|3CDMG	178DUR|2MBVNT|3BELT|457CDMG|678VULN|78BPWR|9RCR|aRMIN
225	23228 21742	1	   	244.20	DCR|3VULN|3DUR|3CDMG	178DUR|2MBVNT|3BELT|457CDMG|678VULN|78BPWR|9RCR|aBEXP
226	23228 21743	1	   	244.20	DCR|3VULN|3DUR|3CDMG	178DUR|2MBVNT|3BELT|457CDMG|678VULN|78BPWR|9RCR|aRPLT
227	23228 21744	1	   	244.20	DCR|3VULN|3DUR|3CDMG	178DUR|2MBVNT|3BELT|457CDMG|678VULN|78BPWR|9RCR|aRCVC
228	23228 21745	1	   	244.20	DCR|3VULN|3DUR|3CDMG	178DUR|2MBVNT|3BELT|457CDMG|678VULN|78BPWR|9RCR|aLHND
229	23228 21748	1	   	244.20	DCR|3VULN|3DUR|3CDMG	178DUR|2MBVNT|3BELT|457CDMG|678VULN|78BPWR|9RCR|aZMB
230	23344 71153	1	   	244.10	DCR|3VULN|3DUR|1TLV	18aDUR|2MBVNT|3LWND|457VULN|6RCR|9TLV
231	23542 71153	1	   	244.10	DCR|3VULN|3DUR|1TLV	18aDUR|2MBVNT|3BEXP|457VULN|6RCR|9TLV
232	23744 71153	1	   	244.10	DCR|3VULN|3DUR|1TLV	18aDUR|2MBVNT|3LHND|457VULN|6RCR|9TLV
233	23842 71153	1	   	244.10	DCR|3VULN|3DUR|1TLV	18aDUR|2MBVNT|3FEWX|457VULN|6RCR|9TLV
234	23344 21286	1	   	244.10	DCR|3VULN|3DUR|1TLV	167DUR|2MBVNT|3LWND|45aVULN|8TLV|9RCR
235	23744 21286	1	   	244.10	DCR|3VULN|3DUR|1TLV	167DUR|2MBVNT|3LHND|45aVULN|8TLV|9RCR
236	23228 21723	1	   	244.10	DCR|3VULN|3DUR|3CDMG	178DUR|2MBVNT|3BELT|457CDMG|678VULN|78BPWR|9TBNT|aRCR
237	36521 42232	9	   	243.99	ACR|5VULN|2TLV|2CDMG	1RCR|23679VULN|47TLV|579BEXP|79BPWR|89CDMG|aLIT
238	36521 42331	7	   	243.99	ACR|5VULN|3TLV|1DMG	1RCR|23678VULN|478TLV|578BEXP|78BPWR|9DMG|aASPD
239	36521 42332	7	   	243.99	ACR|5VULN|3TLV|1DMG	1RCR|23678VULN|478TLV|578BEXP|78BPWR|9DMG|aLIT
240	36623 42231	10	   	243.89	ACR|5VULN|3TLV|2CDMG	1RCR|25679VULN|37LWND|479TLV|79BPWR|89CDMG|aASPD
241	36434 12331	7	   	243.69	ACR|4VULN|2CDMG|1DMG|1DUR|2LIT|1AART	1RCR|267aVULN|3AART|4aCDMG|5DMG|8DUR|9aLIT|aBPWR
242	36451 21221	9	   	243.40	ACR|5VULN|2DMG|2LIT|1AART	1RCR|2589aVULN|3AART|4aLIT|6aDMG|7RPLT|aBPWR
243	36451 23232	8	   	243.40	ACR|5VULN|2DMG|2LIT|1AART	1RCR|25789VULN|3AART|49LIT|69DMG|9BPWR|aBEXP
244	36451 23233	8	   	243.40	ACR|5VULN|2DMG|2LIT|1AART	1RCR|25789VULN|3AART|49LIT|69DMG|9BPWR|aFEWX
245	36451 23231	8	   	243.30	ACR|5VULN|2DMG|2LIT|1AART	1RCR|25789VULN|3AART|49LIT|69DMG|9BPWR|aDUST
246	31415 12112	7	   	243.18	ACR|4VULN|1TLV|1DMG|1DUR|1AART	1RCR|2ASPD|3DMG|4DUR|589aVULN|6AART|7TLV
247	31415 12212	8	   	243.18	ACR|4VULN|1TLV|1DMG|1DUR|1AART	1RCR|2ASPD|3DMG|4DUR|589aVULN|6AART|7TLV
248	14236 31325	1	   	243.15	DCR|4VULN|1TLV|1CDMG	1LHND|256aVULN|3FEWX|4LIT|7TLV|8RCR|9CDMG
249	14236 31325	4	   	243.15	DCR|4VULN|1TLV|1CDMG	1LHND|2LIT|3FEWX|456aVULN|7TLV|8RCR|9CDMG
250	14336 31325	4	   	243.15	DCR|4VULN|1TLV|1CDMG	1LHND|2LIT|3BEXP|456aVULN|7TLV|8RCR|9CDMG
251	23134 28185	1	   	243.05	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG|1AART	1DUR|2MBVNT|3CDMG|4AART|5DMG|67TLV|8aVULN|9RCR
252	33523 36533	8	   	243.00	ACR|4VULN|2DMG|1TLV|1DUR	1RCR|29LWND|359aVULN|4TLV|6DUR|7RPLT|89DMG|9BPWR
253	24613 62232	2	   	242.98	DCR|3VULN|2DUR|2ASPD|1CDMG	1aDUR|2LIT|37aVULN|4MLV|5CDMG|6BBNT|8aASPD|9RCR|aBPWR
254	55232 22336	2	   	242.96	DCR|2VULN|2DUR|1TLV|1DMG	1RCVC|2ASPD|3DMG|48VULN|59DUR|6RCR|7LIT|aTLV
255	36522 62112	9	   	242.90	ACR|4VULN|2DMG|1TLV|1DUR	1RCR|237aVULN|4TLV|57CGEN|67DMG|7BPWR|8DLOT|9DUR
256	36513 31411	5	   	242.86	ACR|4VULN|2TLV|2DUR|2LIT	1RCR|236aVULN|49DUR|5aLIT|7aTLV|8RCVC|aBPWR
257	25431 63323	9	   	242.80	DCR|3VULN|2DUR|1DMG|1AART	14DUR|2LHND|3AART|58aVULN|6RCR|7LIT|9DMG
258	36513 33521	5	 * 	242.76	ACR|4VULN|3TLV|2DUR|2LIT	1RCR|236aVULN|47DUR|5aLIT|89aTLV|aBPWR
259	36523 62112	9	   	242.70	ACR|4VULN|2DMG|1TLV|1DUR	1RCR|237aVULN|4TLV|57ERES|67DMG|7BPWR|8DLOT|9DUR
260	36522 62332	7	   	242.60	ACR|4VULN|3DMG|1TLV	1RCR|2378VULN|4TLV|578aCGEN|678DMG|78BPWR|9RMIN
261	36522 62333	7	   	242.60	ACR|4VULN|3DMG|1TLV	1RCR|2378VULN|4TLV|578CGEN|678DMG|78BPWR|9RMIN|aFEWX
262	23484 81414	1	   	242.54	DCR|2VULN|3DUR|2TLV|2LIT	189DUR|2MBVNT|34LIT|58VULN|6RCVC|78TLV|8BPWR|aRCR
263	24323 15363	1	   	242.43	DCR|4VULN|2DUR	13DUR|2468VULN|5RMIN|7ASPD|9RCR|aLIT
264	36522 62311	7	   	242.36	ACR|4VULN|3DMG|1TLV|1SELL	1RCR|2378VULN|4TLV|578CGEN|678DMG|78BPWR|9SELL|aRCVC
265	36523 62321	7	   	242.30	ACR|4VULN|3DMG|1TLV	1RCR|2378VULN|4TLV|578ERES|678DMG|78BPWR|9LWND|aFEWX
266	36522 62312	7	   	242.26	ACR|4VULN|3DMG|1TLV|1SELL	1RCR|2378VULN|4TLV|578CGEN|678DMG|78BPWR|9SELL|aDUST
267	36523 62311	7	   	242.20	ACR|4VULN|3DMG|1TLV	1RCR|2378VULN|4TLV|578ERES|678DMG|78BPWR|9DUST|aBELT
268	36523 62312	7	   	242.20	ACR|4VULN|3DMG|1TLV	1RCR|2378VULN|4TLV|578ERES|678DMG|78BPWR|9DUST|aRCVC
269	36222 34612	2	   	241.91	ACR|3VULN|2DMG|1TLV|2CDMG|1DUR	1RCR|28aVULN|3BELT|48CDMG|5DUR|6BEXP|78DMG|8BPWR|9TLV
270	33237 31418	1	   	241.83	ACR|4VULN|2TLV|1DUR|2LIT|1CDMG	1RCR|2MBVNT|3568VULN|48LIT|78TLV|8BPWR|9DUR|aCDMG
271	33237 31427	1	   	241.83	ACR|4VULN|2TLV|1DUR|2LIT|1CDMG	1RCR|2MBVNT|3568VULN|48LIT|78TLV|8BPWR|9CDMG|aDUR
272	31415 32326	5	   	241.82	ACR|4VULN|1TLV|1DMG|1DUR	1RCR|2ASPD|3DMG|4DUR|5689VULN|7LIT|aTLV
273	36623 42233	9	 * 	241.62	ACR|5VULN|3TLV|3CDMG	1RCR|25679VULN|37LWND|479TLV|79BPWR|89aCDMG
274	35511 21235	1	   	241.59	ACR|5VULN|2DUR|1DMG|1AART	1RCR|2AART|34567VULN|8aDUR|9DMG
275	36411 21235	3	   	241.59	ACR|5VULN|2DUR|1DMG|1AART	1RCR|24567VULN|3AART|8aDUR|9DMG
276	23321 41321	6	   	241.56	DCR|2VULN|3DUR|1TLV|1CDMG	16aDUR|2MLV|3RMIN|4LIT|56VULN|6BPWR|7TLV|8RCR|9CDMG
277	23321 42163	6	   	241.56	DCR|2VULN|3DUR|1TLV|1CDMG	168DUR|2MLV|3RMIN|4LIT|56VULN|6BPWR|7CDMG|9RCR|aTLV
278	24333 42163	6	   	241.56	DCR|2VULN|3DUR|1TLV|1CDMG	168DUR|2LIT|35BEXP|46VULN|6BPWR|7CDMG|9RCR|aTLV
279	25321 41321	6	   	241.56	DCR|2VULN|3DUR|1TLV|1CDMG	16aDUR|23LHND|4LIT|56VULN|6BPWR|7TLV|8RCR|9CDMG
280	33126 24745	1	   	241.56	ACR|4VULN|2TLV|2DUR|1CDMG	1RCR|2MBVNT|38TLV|4CDMG|589aVULN|6BELT|78DUR|8BPWR
281	36515 12131	10	   	241.56	ACR|4VULN|2TLV|2DUR|1CDMG	1RCR|2359VULN|49DUR|6CDMG|7DUST|89TLV|9BPWR|aCGEN
282	36515 12131	9	   	241.56	ACR|4VULN|2TLV|2DUR|1CDMG	1RCR|2359VULN|49DUR|6CDMG|7DUST|89TLV|9BPWR|aLHND
283	36515 12132	9	   	241.56	ACR|4VULN|2TLV|2DUR|1CDMG	1RCR|2359VULN|49DUR|6CDMG|7DUST|89TLV|9BPWR|aFEWX
284	14635 31321	5	   	241.46	DCR|2VULN|3DUR|1TLV|1CDMG	1LHND|2LIT|35aDUR|46VULN|7TLV|8RCR|9CDMG
285	22321 42163	6	   	241.46	DCR|2VULN|3DUR|1TLV|1CDMG	168DUR|2ERES|3RMIN|4LIT|56VULN|6BPWR|7CDMG|9RCR|aTLV
286	24315 31321	1	   	241.46	DCR|2VULN|3DUR|1TLV|1CDMG	13aDUR|26VULN|4LIT|5LWND|7TLV|8RCR|9CDMG
287	24315 32163	1	   	241.46	DCR|2VULN|3DUR|1TLV|1CDMG	138DUR|26VULN|4LIT|5LWND|7CDMG|9RCR|aTLV
288	24335 32163	5	   	241.46	DCR|2VULN|3DUR|1TLV|1CDMG	158DUR|2LIT|3BEXP|46VULN|7CDMG|9RCR|aTLV
289	53241 41321	6	   	241.46	DCR|2VULN|3DUR|1TLV|1CDMG	1RCVC|2LEGI|3LIT|46aDUR|56VULN|6BPWR|7TLV|8RCR|9CDMG
290	21143 32623	8	   	241.46	ACR|4VULN|3DUR|1TLV	167DUR|2RCR|37CGEN|4579VULN|7BPWR|8LIT|aTLV
291	36163 32623	8	   	241.46	ACR|4VULN|3DUR|1TLV	1RCR|2579VULN|37CGEN|467DUR|7BPWR|8LIT|aTLV
292	36515 12133	10	   	241.46	ACR|4VULN|2TLV|2DUR|1CDMG	1RCR|2359VULN|49DUR|6CDMG|7DUST|89TLV|9BPWR|aERES
293	24316 31321	1	   	241.36	DCR|2VULN|3DUR|1TLV|1CDMG	13aDUR|26VULN|4LIT|5LEGI|7TLV|8RCR|9CDMG
294	24316 32163	1	   	241.36	DCR|2VULN|3DUR|1TLV|1CDMG	138DUR|26VULN|4LIT|5LEGI|7CDMG|9RCR|aTLV
295	24433 32163	4	   	241.36	DCR|2VULN|3DUR|1TLV|1CDMG	158DUR|2LIT|3DUST|46VULN|7CDMG|9RCR|aTLV
296	24535 31321	5	   	241.36	DCR|2VULN|3DUR|1TLV|1CDMG	15aDUR|2LIT|3LEGI|46VULN|7TLV|8RCR|9CDMG
297	24623 32163	2	   	241.36	DCR|2VULN|3DUR|1TLV|1CDMG	158DUR|2LIT|36VULN|4DUST|7CDMG|9RCR|aTLV
298	26521 32163	5	   	241.36	DCR|2VULN|3DUR|1TLV|1CDMG	138DUR|23DUST|3BPWR|4LIT|56VULN|7CDMG|9RCR|aTLV
299	52121 11246	3	 * 	241.35	DCR|4VULN|1TLV|2CDMG	1RCVC|2489VULN|368BEXP|58CDMG|7RCR|8BPWR|aTLV
300	36515 12133	9	   	241.31	ACR|4VULN|2TLV|2DUR|1CDMG|1SELL	1RCR|2359VULN|49DUR|6CDMG|7DUST|89TLV|9BPWR|aSELL
301	36451 23333	7	   	241.31	ACR|4VULN|2DMG|1DUR|2LIT|1AART	1RCR|2579VULN|3AART|49LIT|69DMG|8RCVC|9BPWR|aDUR
302	23134 26185	1	 * 	241.28	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR|1AART	1DUR|2MBVNT|37CDMG|4AART|5DMG|6TLV|8aVULN|9RCR
303	21521 33522	5	   	241.26	ACR|4VULN|3DUR|1TLV	137DUR|2RCR|3BPWR|4LIT|569aVULN|8TLV
304	36513 33512	5	   	241.26	ACR|4VULN|3DUR|1TLV	1RCR|236aVULN|479DUR|5LIT|8TLV
305	23174 31731	1	 * 	241.10	DCR|2VULN|2DUR|1TLV|2CDMG|2LIT	17DUR|2MBVNT|38CDMG|47LIT|5TBNT|67VULN|7BPWR|9RCR|aTLV
306	23175 31731	1	   	241.10	DCR|2VULN|2DUR|1TLV|2CDMG|2LIT	17DUR|2MBVNT|38CDMG|47LIT|5BBNT|67VULN|7BPWR|9RCR|aTLV
307	24641 33333	8	   	240.91	DCR|3VULN|1TLV|1DUR|2LIT|1AART	1DUR|23LIT|4AART|58aVULN|6RCR|7LWND|9TLV
308	24641 33333	7	   	240.91	DCR|3VULN|1TLV|1DUR|2LIT|1AART	1DUR|23LIT|4AART|58aVULN|6RCR|7LWND|9TLV
309	24641 31333	6	   	240.81	DCR|3VULN|1TLV|1DUR|2LIT|1AART	1DUR|23LIT|4AART|58aVULN|6RCR|7DUST|9TLV
310	24641 31333	8	   	240.81	DCR|3VULN|1TLV|1DUR|2LIT|1AART	1DUR|23LIT|4AART|58aVULN|6RCR|7DUST|9TLV
311	24641 31333	7	   	240.81	DCR|3VULN|1TLV|1DUR|2LIT|1AART	1DUR|23LIT|4AART|58aVULN|6RCR|7DUST|9TLV
312	36253 36131	8	   	240.71	ACR|4VULN|3DMG|2LIT|1AART	1RCR|257aVULN|3RPLT|4AART|68aDMG|9aLIT|aBPWR
313	36253 36131	9	   	240.71	ACR|4VULN|3DMG|2LIT|1AART	1RCR|257aVULN|3RPLT|4AART|68aDMG|9aLIT|aBPWR
314	36451 21321	9	   	240.71	ACR|4VULN|3DMG|2LIT|1AART	1RCR|259aVULN|3AART|4aLIT|68aDMG|7RPLT|aBPWR
315	35511 21233	1	   	240.66	ACR|5VULN|1DMG|1DUR|1CDMG|1AART	1RCR|2AART|34567VULN|8DUR|9DMG|aCDMG
316	36411 21233	3	   	240.66	ACR|5VULN|1DMG|1DUR|1CDMG|1AART	1RCR|24567VULN|3AART|8DUR|9DMG|aCDMG
317	26313 12511	8	   	240.63	DCR|3VULN|2DUR|1TLV|1AART	18DUR|248DUST|34LHND|48BPWR|5TLV|6AART|78aVULN|9RCR
318	33126 24747	1	   	240.57	ACR|3VULN|2TLV|2DUR|1DMG|1CDMG	1RCR|2MBVNT|38TLV|4CDMG|589VULN|6BELT|78DUR|8BPWR|aDMG
319	24212 31643	1	   	240.53	DCR|3VULN|2DUR|1TLV|1AART	1aDUR|256VULN|3FEWX|4DUST|7AART|8RCR|9TLV
320	24212 21642	1	   	240.53	DCR|3VULN|2DUR|1TLV|1AART	16DUR|25aVULN|3FEWX|4DUST|7AART|8RCR|9TLV
321	36522 62231	10	   	240.40	ACR|4VULN|2DMG|1TLV|1CDMG	1RCR|237aVULN|4TLV|57CGEN|67DMG|7BPWR|8CDMG|9ZMB
322	21214 33431	4	   	240.25	ACR|3VULN|3DUR|2TLV|1DMG	179DUR|2RCR|3RPLT|49aVULN|5DMG|6LHND|89TLV|9BPWR
323	21224 33431	3	   	240.25	ACR|3VULN|3DUR|2TLV|1DMG	179DUR|2RCR|3RPLT|49aVULN|5DMG|6LHND|89TLV|9BPWR
324	36433 12251	8	   	240.22	ACR|3VULN|2DMG|2CDMG|1DUR|2LIT|1AART	1RCR|25aVULN|3AART|4aCDMG|6DUR|79LIT|8aDMG|aBPWR
325	36523 62211	10	   	240.20	ACR|4VULN|2DMG|1TLV|1CDMG	1RCR|237aVULN|4TLV|57ERES|67DMG|7BPWR|8CDMG|9CGEN
326	36523 62223	10	   	240.20	ACR|4VULN|2DMG|1TLV|1CDMG	1RCR|237aVULN|4TLV|57ERES|67DMG|7BPWR|8CDMG|9LHND
327	36523 62232	8	   	240.20	ACR|4VULN|2DMG|1TLV|1CDMG	1RCR|2379VULN|4TLV|57ERES|67DMG|7BPWR|8CDMG|aLWND
328	36523 62233	10	   	240.20	ACR|4VULN|2DMG|1TLV|1CDMG	1RCR|237aVULN|4TLV|57ERES|67DMG|7BPWR|8CDMG|9LWND
329	23732 64811	1	   	240.15	DCR|3VULN|3DUR|1CDMG	189DUR|2MBVNT|389LHND|4LIT|5CDMG|6TBNT|789VULN|89BPWR|aRCR
330	23738 24811	1	   	240.15	DCR|3VULN|3DUR|1CDMG	189DUR|2MBVNT|389LHND|4LIT|5TBNT|6CDMG|789VULN|89BPWR|aRCR
331	21143 31111	9	 * 	240.15	ACR|5VULN|3DUR|2LIT	16aDUR|2RCR|3CGEN|4589aVULN|7aLIT|aBPWR
332	36163 31111	9	   	240.15	ACR|5VULN|3DUR|2LIT	1RCR|2589aVULN|3CGEN|46aDUR|7aLIT|aBPWR
333	36523 62233	8	   	240.10	ACR|4VULN|2DMG|1TLV|1CDMG	1RCR|2379VULN|4TLV|57aERES|67DMG|7BPWR|8CDMG
334	16422 14113	7	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|2TLV|3DMG|4aVULN|5FEWX|68DUR|7CDMG|9RCR
335	16153 12113	2	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|2TLV|3CDMG|48DUR|5DMG|6aVULN|7FEWX|9RCR
336	16153 14113	2	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|2TLV|3CDMG|48DUR|5DMG|6aVULN|7LWND|9RCR
337	16653 12113	3	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|2TLV|3CDMG|48DUR|5DMG|6aVULN|7FEWX|9RCR
338	36433 32241	7	   	239.96	ACR|4VULN|2DUR|2CDMG|1AART	1RCR|257aVULN|3AART|4aCDMG|6ASPD|8LIT|9aDUR|aBPWR
339	23248 18212	1	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	15DUR|2MBVNT|3BELT|4DMG|6RCR|7aVULN|8CDMG|9TLV
340	16421 14113	7	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|2TLV|3DMG|4aVULN|5LEGI|68DUR|7CDMG|9RCR
341	24322 15361	1	   	239.79	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	13DUR|24VULN|5TBNT|6BBNT|7RCR|8TLV|9CDMG|aDMG
